,data,forecast,lower,upper
167,47.43,-25.932601012857308,-85.37919299473906,33.513990969024434
168,46.03,-25.805233888716973,-85.80855138763937,34.198083610205416
169,45.09,-26.8031682368721,-87.38657974708792,33.780243273343714
170,44.64,-28.747992961461765,-89.91240931118784,32.41642338826432
171,44.75,-30.766138020886977,-92.4893976300313,30.95712158825735
172,45.25,-32.85290487325201,-95.11647987394605,29.41067012744204
173,47.73,-32.710881036505164,-95.49670230043797,30.074940227427646
174,49.53,-31.3433501579207,-94.63800975779336,31.951309441951953
175,50.96,-27.174133247801205,-90.96671852404941,36.618452028446995
176,51.35,-26.393433657767847,-90.6756566396211,37.88878932408541
177,51.14,-26.93405882468297,-91.69918614756884,37.8310684982029
178,51.28,-25.143355858911026,-90.38589906134915,40.099187343527106
179,51.24,-24.9010149710586,-90.61625752855883,40.81422758644163
180,50.88,-25.42138991105342,-91.60517953055624,40.762399708449394
181,50.79,-26.853971354079544,-93.50252220969666,39.79457950153757
182,51.09,-26.980115727440015,-94.08990663132053,40.12967517644049
183,51.89,-25.40467250540419,-92.9723666850704,42.16302167426201
184,54.17,-24.093459865972793,-92.11586010001955,43.92894036807397
185,55.19,-23.588322672100507,-92.0623389844499,44.88569364024889
186,54.55,-24.538919896117076,-93.46155038123561,44.38371058900145
187,54.32,-25.8666016040283,-95.23491905827044,43.50171585021383
188,53.0,-25.493666045634846,-95.3048094941733,44.3174774029036
189,51.69,-27.978997749197244,-98.23016642717774,42.27217092878324
190,50.96,-26.565255757929187,-97.25370493330666,44.1231934174483
191,49.96,-34.453128211073405,-105.57616601285271,36.6699095907059
192,50.41,-34.32627041644722,-106.02981095008411,37.37727011718966
193,49.95,-35.32435703258801,-107.63036061182115,36.98164654664512
194,49.52,-37.26888631864064,-110.17836585821424,35.640593220932956
195,49.89,-39.286966177629374,-112.77934484269016,34.20541248743141
196,49.8,-41.37341169698858,-115.43142575407325,32.68460236009608
197,51.56,-41.23116681800646,-115.83791033110661,33.3755766950937
198,55.21,-39.86352203284616,-115.00641525680624,35.27937119111391
199,57.75,-35.69457577425289,-111.36335133363897,39.97419978513319
200,59.02,-34.91391419090482,-111.10075431284137,41.272925931031736
201,58.74,-35.45442490748,-112.15296166157121,41.244111846611204
202,57.73,-33.66385400602378,-110.86888284494538,43.54117483289781
203,57.27,-33.42152418766267,-111.12856045474186,44.28551207941652
204,56.95,-33.941881601877185,-112.14696635277086,44.26320314901649
205,56.48,-35.37432271503471,-114.07383694924738,43.32519151917796
206,55.88,-35.50046301577954,-114.69103223308008,43.69010620152101
207,55.44,-33.92513870708006,-113.60355758398097,45.75328016982086
208,55.48,-32.614025649055996,-112.7772160481517,47.5491647500397
209,55.22,-32.108989822370866,-112.75397058273202,48.535990937990285
210,54.2,-33.05955488910876,-114.18342400221286,48.06431422399533
211,52.67,-34.3871977040719,-115.98711994694563,47.21272453880183
212,51.9,-34.014464097828935,-116.08766327984446,48.058735084186594
213,51.26,-36.499665097905634,-119.04341861090505,46.04408841509378
214,50.15,-35.08611600370438,-118.09775110083837,47.92551909342959
215,48.77,-42.97347344558959,-126.45036445742595,40.50341756624677
216,47.84,-42.846438115815474,-126.92685468637765,41.233978454746705
217,46.58,-43.84447165645482,-128.54917992537872,40.86023661246909
218,46.36,-45.78910392245053,-131.11917604326385,39.5409681983628
219,46.14,-47.807206508119755,-133.74336771494728,38.12895469870778
220,46.38,-49.89376403336345,-136.41979785145276,36.63226978472585
221,47.71,-49.75159620227439,-136.8515699981473,37.348377593598535
222,50.16,-48.38399112111755,-136.04602301259453,39.27804077035942
223,51.76,-44.21495052249997,-132.42932087032673,43.99941982532679
224,52.95,-43.434275691298986,-132.1935685782866,45.32501719568864
225,52.5,-43.974826301415504,-133.27298838390703,45.32333578107604
226,51.98,-42.184209366778056,-132.01628241157968,47.647863678023576
227,51.7,-41.94187568996437,-132.3035778637455,48.419826483816756
228,50.98,-42.46223921307677,-133.34978219679456,48.42530377064102
229,50.14,-43.89472924050941,-135.3046425861461,47.515184105127254
230,49.53,-44.02087096083116,-135.94991200537973,47.90817008371741
231,49.29,-42.445505202939806,-134.89058787011922,49.999577464239614
232,49.8,-41.13435743418449,-134.09251264281446,51.823797774445474
233,50.63,-40.629286274305294,-134.09763347382116,52.83906092521058
234,50.07,-41.5798625499896,-135.55559300636014,52.39586790638096
235,49.47,-42.907518921727096,-137.38788416666415,51.57284632320995
236,49.08,-42.53471492175291,-137.51701957682374,52.447589733317926
237,48.55,-45.01996148067124,-140.50155825879943,50.46163529745694
238,47.78,-43.60634514903658,-139.5846314906671,52.37194119259396
239,46.16,-51.49388210653499,-147.96629769752803,44.97853348445806
240,47.77,-51.36690865954574,-148.46518210916764,45.73136479007616
241,47.17,-52.36496070052081,-150.10883979933988,45.37891839829824
242,47.06,-54.309557071169955,-152.70014866526654,44.081034522926636
243,46.24,-56.3276517350823,-155.34676749103627,42.69146402087168
244,46.25,-58.414170218839644,-158.04647329763992,41.21813285996063
245,45.83,-58.271975531444966,-158.5023572285238,41.95840616563386
246,46.28,-56.904356610807135,-157.72152930720225,43.912816085587984
247,47.59,-52.73534889595087,-154.130062220444,48.659364428542254
248,48.21,-51.954678682506085,-153.91986307310287,50.01050570809069
249,49.91,-52.495215387075085,-155.02509034575883,50.034659571608664
250,50.3,-50.704614498057246,-153.79443688746795,52.38520789135347
251,50.32,-50.462282166170425,-154.10794853158905,53.18338419924821
252,50.32,-50.98264355992637,-155.18051677402468,53.215229654171935
253,49.95,-52.415116537486924,-157.16185877675554,52.33162570178169
254,50.09,-52.541257762991876,-157.83374496132785,52.75122943534409
255,50.82,-50.96590645289553,-156.80116060869847,54.86934770290741
256,51.7,-49.65477078313435,-156.02992239239518,56.72038082612649
257,52.96,-49.14971193921892,-156.06197300050894,57.76254912207111
258,52.32,-50.10028430784127,-157.54693253286456,57.34636391718201
259,51.22,-51.427935954142924,-159.40630389159918,56.550431983313345
260,50.01,-51.05515649105722,-159.56262482147395,57.45231183935951
261,49.63,-53.54038716969478,-162.57438007125268,55.49360573186313
262,48.67,-52.126794274769274,-161.68477634447862,57.43118779494008
263,47.99,-60.0142686591592,-170.0937426697031,50.06520535138469
264,49.45,-59.887273641911285,-170.61426970879927,50.83972242497669
265,48.75,-60.88531923429119,-172.2787004125825,50.50806194400015
266,48.06,-62.82992811685155,-174.89081966565533,49.23096343195222
267,47.88,-64.84802554202206,-177.55916483997652,47.86311375593239
268,47.62,-66.9345576343292,-180.28136143115518,46.41224616249677
269,47.45,-66.7923723081399,-180.7604424071014,47.1756977908216
270,47.5,-65.42475821147995,-180.0033218657243,49.153805442764394
271,47.79,-61.25573903444985,-176.43595444052985,53.924476371630156
272,47.96,-60.47506721141048,-176.25016776562953,55.30003334280857
273,48.44,-61.01560876298592,-177.38005379940768,55.34883627343582
274,49.13,-59.22500228100445,-176.17423873144116,57.72423416943225
275,49.53,-58.98266948032132,-176.51275238783032,58.54741342718768
276,49.62,-59.50303161629936,-177.6104589823568,58.60439574975806
277,49.13,-60.93551053687221,-179.61706377260205,57.74604269885763
278,48.74,-61.06165193485366,-180.31431423532345,58.19101036561614
279,49.12,-59.48629558874162,-179.30718727509742,60.334596097614174
280,50.1,-58.17515570167778,-178.56149839685236,62.211186993496796
281,50.3,-57.67009256483137,-178.61918346066912,63.278998331006385
282,49.62,-58.62066629532419,-180.1298631495431,62.88853055889472
283,49.17,-59.94831958875394,-182.0150304184835,62.11839124097562
284,48.27,-59.5755315729337,-182.1972083417146,63.04614519584722
285,47.6,-62.060767786903334,-185.23490207090418,61.11336649709751
286,46.74,-60.64716672272882,-184.37128686397816,63.076953418520525
287,45.65,-68.53466291800102,-192.80633197416017,55.73700613815812
288,44.79,-68.4076754194202,-193.34790747680836,56.53255663796797
289,42.75,-69.40572325956362,-195.0326048462499,56.221158327122666
290,41.51,-71.3503277808923,-197.66499214342363,54.96433658163903
291,42.44,-73.36842424358103,-200.35440852887086,53.6175600417088
292,43.76,-75.45495159240515,-203.0983265792487,52.18842339443839
293,46.38,-75.31276300321433,-203.5997505224601,52.97422451603147
294,48.63,-73.94514722507785,-202.86542562141483,54.975131171259136
295,51.62,-69.77613204337625,-199.32121894692528,59.76895486017277
296,51.87,-68.99546078138745,-199.1588571675357,61.167935604760785
297,50.88,-69.53600064345937,-200.31237855394056,61.24037726702181
298,50.81,-67.74539611099702,-199.1303718071983,63.63957958520423
299,50.42,-67.50306347372053,-199.4928338635725,64.48670691613144
300,49.97,-68.0234253509849,-200.61460998148897,64.56775927951918
301,50.05,-69.45590220002343,-202.64539026176874,63.73358586172186
302,50.17,-69.58204353788537,-203.3669156650701,64.20282858929937
303,50.45,-68.0066889471591,-202.38415521729087,66.37077732297267
304,51.37,-66.69555053010522,-201.66291615794654,68.27181509773611
305,51.68,-66.19048888963025,-201.745129592019,69.36415181275851
306,50.95,-67.1410621454208,-203.28040981636343,68.99828552552181
307,50.4,-68.46871486471707,-205.19024775699705,68.25281802756291
308,49.89,-68.09592983009259,-205.39716657414198,69.2053069139568
309,48.58,-70.58116411463155,-208.4596596364385,67.29733140717539
310,47.76,-69.16756589798264,-207.62090876435985,69.28577696839459
311,46.41,-77.05505449071444,-216.08086501734613,61.97075603591725
312,46.44,-76.92806437137901,-216.64289475127242,62.786766008514405
313,45.81,-77.92611142802762,-218.34735927423384,62.4951364181786
314,45.72,-79.87071746953507,-220.99951699761255,61.25808205854241
315,46.06,-81.8888142677126,-223.70940252800827,59.93177399258306
316,46.25,-83.97534326995547,-226.4743656139526,58.52367907404168
317,48.25,-83.8331558181373,-226.9973813369323,59.33106970065771
318,51.08,-82.46554062610701,-226.28504714463287,61.35396589241884
319,54.12,-78.2965240517682,-222.7631486171445,66.17010051360809
320,57.11,-77.51585259421603,-222.62333475480247,67.59162956637041
321,58.28,-78.05639304519208,-223.799595153214,67.68680906282982
322,57.02,-76.2657878331929,-222.64047821616617,70.10890254978035
323,55.43,-76.02345513895835,-223.02595860463126,70.97904832671455
324,54.29,-76.5438171064016,-224.17086323370148,71.08322902089827
325,53.82,-77.97629467750735,-226.22487062982412,70.27228127480942
326,52.93,-78.10243603632493,-226.96971138927574,70.76483931662587
327,52.79,-76.52708083373021,-226.01034792814585,72.95618626068541
328,53.67,-75.21594190428027,-225.31258287876133,74.88069907020079
329,54.65,-74.71087974222051,-225.41834286432663,75.99658337988562
330,53.99,-75.66145316347632,-226.97723909732906,75.65433277037641
331,53.39,-76.98910608289623,-228.9107584947416,74.93254632894914
332,52.51,-76.61632000912711,-229.14141987120246,75.90877985294826
333,51.65,-79.10155496620074,-232.22771668872696,74.02460675632547
334,50.4,-77.68795575700013,-231.41282469479688,76.03691318079662
335,48.66,-85.57544699972196,-239.8966976920425,68.74580369259859
