Date,Hour,DK1,DK2
04-01-2015,05 - 06,2127.0,696.0
04-01-2015,06 - 07,2076.0,712.0
04-01-2015,07 - 08,1972.0,750.0
04-01-2015,08 - 09,2008.0,757.0
04-01-2015,09 - 10,2080.0,725.0
04-01-2015,10 - 11,2155.0,716.0
04-01-2015,11 - 12,2257.0,719.0
04-01-2015,12 - 13,2248.0,717.0
04-01-2015,13 - 14,2033.0,734.0
04-01-2015,14 - 15,1693.0,674.0
04-01-2015,15 - 16,1509.0,588.0
04-01-2015,16 - 17,1509.0,460.0
04-01-2015,17 - 18,1611.0,335.0
04-01-2015,18 - 19,1555.0,423.0
04-01-2015,19 - 20,1528.0,528.0
04-01-2015,20 - 21,1523.0,547.0
04-01-2015,21 - 22,1592.0,563.0
04-01-2015,22 - 23,1695.0,562.0
04-01-2015,23 - 00,1848.0,596.0
05-01-2015,00 - 01,1911.0,430.0
05-01-2015,01 - 02,1898.0,422.0
05-01-2015,02 - 03,1748.0,463.0
05-01-2015,03 - 04,1370.0,595.0
05-01-2015,04 - 05,1095.0,646.0
05-01-2015,05 - 06,1019.0,596.0
05-01-2015,06 - 07,863.0,566.0
05-01-2015,07 - 08,691.0,515.0
05-01-2015,08 - 09,522.0,459.0
05-01-2015,09 - 10,442.0,379.0
05-01-2015,10 - 11,303.0,249.0
05-01-2015,11 - 12,238.0,176.0
05-01-2015,12 - 13,275.0,158.0
05-01-2015,13 - 14,204.0,143.0
05-01-2015,14 - 15,155.0,111.0
05-01-2015,15 - 16,141.0,76.0
05-01-2015,16 - 17,87.0,45.0
05-01-2015,17 - 18,86.0,16.0
05-01-2015,18 - 19,84.0,10.0
05-01-2015,19 - 20,136.0,17.0
05-01-2015,20 - 21,180.0,29.0
05-01-2015,21 - 22,242.0,35.0
05-01-2015,22 - 23,254.0,41.0
05-01-2015,23 - 00,315.0,32.0
06-01-2015,00 - 01,370.0,31.0
06-01-2015,01 - 02,406.0,34.0
06-01-2015,02 - 03,400.0,31.0
06-01-2015,03 - 04,464.0,40.0
06-01-2015,04 - 05,582.0,45.0
06-01-2015,05 - 06,774.0,63.0
06-01-2015,06 - 07,966.0,98.0
06-01-2015,07 - 08,1173.0,118.0
06-01-2015,08 - 09,1296.0,169.0
06-01-2015,09 - 10,1323.0,266.0
06-01-2015,10 - 11,1411.0,317.0
06-01-2015,11 - 12,1610.0,340.0
06-01-2015,12 - 13,1750.0,339.0
06-01-2015,13 - 14,1828.0,337.0
06-01-2015,14 - 15,1918.0,270.0
06-01-2015,15 - 16,1912.0,297.0
06-01-2015,16 - 17,1947.0,454.0
06-01-2015,17 - 18,2066.0,510.0
06-01-2015,18 - 19,2104.0,603.0
06-01-2015,19 - 20,2188.0,667.0
06-01-2015,20 - 21,2191.0,699.0
06-01-2015,21 - 22,2178.0,662.0
06-01-2015,22 - 23,2078.0,663.0
06-01-2015,23 - 00,1916.0,600.0
07-01-2015,00 - 01,1754.0,523.0
07-01-2015,01 - 02,1508.0,511.0
07-01-2015,02 - 03,1364.0,516.0
07-01-2015,03 - 04,1326.0,488.0
07-01-2015,04 - 05,1438.0,425.0
07-01-2015,05 - 06,1502.0,355.0
07-01-2015,06 - 07,1409.0,380.0
07-01-2015,07 - 08,1420.0,378.0
07-01-2015,08 - 09,1445.0,302.0
07-01-2015,09 - 10,1450.0,291.0
07-01-2015,10 - 11,1404.0,276.0
07-01-2015,11 - 12,1453.0,292.0
07-01-2015,12 - 13,1423.0,315.0
07-01-2015,13 - 14,1303.0,397.0
07-01-2015,14 - 15,1163.0,437.0
07-01-2015,15 - 16,1273.0,407.0
07-01-2015,16 - 17,1275.0,370.0
07-01-2015,17 - 18,1530.0,431.0
07-01-2015,18 - 19,1970.0,451.0
07-01-2015,19 - 20,2298.0,524.0
07-01-2015,20 - 21,2634.0,614.0
07-01-2015,21 - 22,2862.0,648.0
07-01-2015,22 - 23,3030.0,689.0
07-01-2015,23 - 00,3149.0,710.0
08-01-2015,00 - 01,3252.0,724.0
08-01-2015,01 - 02,3345.0,755.0
08-01-2015,02 - 03,3431.0,795.0
08-01-2015,03 - 04,3446.0,829.0
08-01-2015,04 - 05,3384.0,852.0
08-01-2015,05 - 06,3258.0,863.0
08-01-2015,06 - 07,3041.0,854.0
08-01-2015,07 - 08,2812.0,856.0
08-01-2015,08 - 09,2531.0,848.0
08-01-2015,09 - 10,2240.0,828.0
08-01-2015,10 - 11,1905.0,772.0
08-01-2015,11 - 12,1725.0,736.0
08-01-2015,12 - 13,1799.0,736.0
08-01-2015,13 - 14,1505.0,700.0
08-01-2015,14 - 15,1254.0,523.0
08-01-2015,15 - 16,1337.0,570.0
08-01-2015,16 - 17,1602.0,485.0
08-01-2015,17 - 18,1659.0,459.0
08-01-2015,18 - 19,1961.0,452.0
08-01-2015,19 - 20,2014.0,486.0
08-01-2015,20 - 21,2157.0,565.0
08-01-2015,21 - 22,2275.0,693.0
08-01-2015,22 - 23,2276.0,751.0
08-01-2015,23 - 00,2276.0,715.0
09-01-2015,00 - 01,2434.0,781.0
09-01-2015,01 - 02,2519.0,819.0
09-01-2015,02 - 03,2312.0,833.0
09-01-2015,03 - 04,2235.0,797.0
09-01-2015,04 - 05,2281.0,768.0
09-01-2015,05 - 06,2427.0,796.0
09-01-2015,06 - 07,2802.0,730.0
09-01-2015,07 - 08,2857.0,799.0
09-01-2015,08 - 09,2602.0,878.0
09-01-2015,09 - 10,2611.0,942.0
09-01-2015,10 - 11,2857.0,816.0
09-01-2015,11 - 12,2927.0,876.0
09-01-2015,12 - 13,2943.0,912.0
09-01-2015,13 - 14,3059.0,923.0
09-01-2015,14 - 15,2976.0,913.0
09-01-2015,15 - 16,3023.0,927.0
09-01-2015,16 - 17,3009.0,928.0
09-01-2015,17 - 18,3065.0,920.0
09-01-2015,18 - 19,3148.0,918.0
09-01-2015,19 - 20,3174.0,919.0
09-01-2015,20 - 21,3010.0,919.0
09-01-2015,21 - 22,2712.0,927.0
09-01-2015,22 - 23,2211.0,920.0
09-01-2015,23 - 00,1841.0,870.0
10-01-2015,00 - 01,1304.0,796.0
10-01-2015,01 - 02,759.0,706.0
10-01-2015,02 - 03,605.0,561.0
10-01-2015,03 - 04,808.0,330.0
10-01-2015,04 - 05,1195.0,197.0
10-01-2015,05 - 06,1830.0,299.0
10-01-2015,06 - 07,2413.0,478.0
10-01-2015,07 - 08,2938.0,642.0
10-01-2015,08 - 09,3181.0,772.0
10-01-2015,09 - 10,3314.0,846.0
10-01-2015,10 - 11,3085.0,921.0
10-01-2015,11 - 12,2860.0,934.0
10-01-2015,12 - 13,2571.0,935.0
10-01-2015,13 - 14,2534.0,822.0
10-01-2015,14 - 15,2634.0,687.0
10-01-2015,15 - 16,2638.0,633.0
10-01-2015,16 - 17,2365.0,560.0
10-01-2015,17 - 18,2168.0,761.0
10-01-2015,18 - 19,1958.0,620.0
10-01-2015,19 - 20,1843.0,476.0
10-01-2015,20 - 21,1610.0,433.0
10-01-2015,21 - 22,1512.0,447.0
10-01-2015,22 - 23,1669.0,546.0
10-01-2015,23 - 00,1798.0,503.0
11-01-2015,00 - 01,1998.0,648.0
11-01-2015,01 - 02,2151.0,605.0
11-01-2015,02 - 03,2377.0,608.0
11-01-2015,03 - 04,2531.0,623.0
11-01-2015,04 - 05,2330.0,764.0
11-01-2015,05 - 06,2310.0,763.0
11-01-2015,06 - 07,2323.0,803.0
11-01-2015,07 - 08,2682.0,801.0
11-01-2015,08 - 09,2778.0,824.0
11-01-2015,09 - 10,2855.0,828.0
11-01-2015,10 - 11,2905.0,855.0
11-01-2015,11 - 12,2872.0,840.0
11-01-2015,12 - 13,3004.0,869.0
11-01-2015,13 - 14,3101.0,866.0
11-01-2015,14 - 15,3112.0,860.0
11-01-2015,15 - 16,3058.0,853.0
11-01-2015,16 - 17,3083.0,868.0
11-01-2015,17 - 18,3097.0,856.0
11-01-2015,18 - 19,3022.0,849.0
11-01-2015,19 - 20,2862.0,860.0
11-01-2015,20 - 21,2623.0,837.0
11-01-2015,21 - 22,2336.0,813.0
11-01-2015,22 - 23,1975.0,723.0
11-01-2015,23 - 00,1640.0,689.0
12-01-2015,00 - 01,1732.0,597.0
12-01-2015,01 - 02,2056.0,571.0
12-01-2015,02 - 03,2377.0,586.0
12-01-2015,03 - 04,2551.0,631.0
12-01-2015,04 - 05,2669.0,698.0
12-01-2015,05 - 06,2803.0,725.0
12-01-2015,06 - 07,3021.0,748.0
12-01-2015,07 - 08,3103.0,775.0
12-01-2015,08 - 09,3128.0,799.0
12-01-2015,09 - 10,3132.0,809.0
12-01-2015,10 - 11,3193.0,822.0
12-01-2015,11 - 12,3240.0,817.0
12-01-2015,12 - 13,3308.0,801.0
12-01-2015,13 - 14,3275.0,806.0
12-01-2015,14 - 15,3319.0,814.0
12-01-2015,15 - 16,3343.0,829.0
12-01-2015,16 - 17,3357.0,849.0
12-01-2015,17 - 18,3335.0,883.0
12-01-2015,18 - 19,3249.0,889.0
12-01-2015,19 - 20,3223.0,875.0
12-01-2015,20 - 21,3074.0,851.0
12-01-2015,21 - 22,2955.0,840.0
12-01-2015,22 - 23,2972.0,750.0
12-01-2015,23 - 00,2864.0,732.0
13-01-2015,00 - 01,2592.0,709.0
13-01-2015,01 - 02,2064.0,645.0
13-01-2015,02 - 03,1578.0,510.0
13-01-2015,03 - 04,1418.0,306.0
13-01-2015,04 - 05,1227.0,252.0
13-01-2015,05 - 06,1188.0,223.0
13-01-2015,06 - 07,1300.0,251.0
13-01-2015,07 - 08,1388.0,453.0
13-01-2015,08 - 09,1400.0,487.0
13-01-2015,09 - 10,1327.0,501.0
13-01-2015,10 - 11,1342.0,506.0
13-01-2015,11 - 12,1388.0,509.0
13-01-2015,12 - 13,1432.0,507.0
13-01-2015,13 - 14,1824.0,607.0
13-01-2015,14 - 15,2127.0,696.0
13-01-2015,15 - 16,1732.0,623.0
13-01-2015,16 - 17,1524.0,555.0
13-01-2015,17 - 18,1360.0,450.0
13-01-2015,18 - 19,1228.0,495.0
13-01-2015,19 - 20,1216.0,529.0
13-01-2015,20 - 21,1159.0,513.0
13-01-2015,21 - 22,1309.0,395.0
13-01-2015,22 - 23,1639.0,407.0
13-01-2015,23 - 00,1894.0,506.0
14-01-2015,00 - 01,1943.0,534.0
14-01-2015,01 - 02,1842.0,480.0
14-01-2015,02 - 03,1820.0,562.0
14-01-2015,03 - 04,1819.0,611.0
14-01-2015,04 - 05,1589.0,473.0
14-01-2015,05 - 06,1571.0,362.0
14-01-2015,06 - 07,1644.0,222.0
14-01-2015,07 - 08,1592.0,284.0
14-01-2015,08 - 09,1584.0,538.0
14-01-2015,09 - 10,1347.0,638.0
14-01-2015,10 - 11,1373.0,569.0
14-01-2015,11 - 12,1730.0,638.0
14-01-2015,12 - 13,1842.0,736.0
14-01-2015,13 - 14,1949.0,754.0
14-01-2015,14 - 15,1918.0,665.0
14-01-2015,15 - 16,1806.0,616.0
14-01-2015,16 - 17,1638.0,558.0
14-01-2015,17 - 18,1627.0,426.0
14-01-2015,18 - 19,1837.0,431.0
14-01-2015,19 - 20,1739.0,456.0
14-01-2015,20 - 21,1775.0,452.0
14-01-2015,21 - 22,1912.0,437.0
14-01-2015,22 - 23,2061.0,540.0
14-01-2015,23 - 00,2214.0,646.0
15-01-2015,00 - 01,2316.0,660.0
15-01-2015,01 - 02,2206.0,635.0
15-01-2015,02 - 03,2296.0,580.0
15-01-2015,03 - 04,2555.0,574.0
15-01-2015,04 - 05,2767.0,621.0
15-01-2015,05 - 06,2941.0,682.0
15-01-2015,06 - 07,3131.0,770.0
15-01-2015,07 - 08,3272.0,826.0
15-01-2015,08 - 09,3314.0,871.0
15-01-2015,09 - 10,3332.0,888.0
15-01-2015,10 - 11,3340.0,888.0
15-01-2015,11 - 12,3343.0,888.0
15-01-2015,12 - 13,3332.0,886.0
15-01-2015,13 - 14,3244.0,896.0
15-01-2015,14 - 15,3044.0,879.0
15-01-2015,15 - 16,2851.0,859.0
15-01-2015,16 - 17,2691.0,855.0
15-01-2015,17 - 18,2568.0,857.0
15-01-2015,18 - 19,2526.0,836.0
15-01-2015,19 - 20,2502.0,762.0
15-01-2015,20 - 21,2634.0,689.0
15-01-2015,21 - 22,2770.0,618.0
15-01-2015,22 - 23,2962.0,645.0
15-01-2015,23 - 00,2956.0,747.0
16-01-2015,00 - 01,3040.0,805.0
16-01-2015,01 - 02,3112.0,835.0
16-01-2015,02 - 03,3166.0,824.0
16-01-2015,03 - 04,3178.0,866.0
16-01-2015,04 - 05,3328.0,867.0
16-01-2015,05 - 06,3353.0,899.0
16-01-2015,06 - 07,3369.0,908.0
16-01-2015,07 - 08,3383.0,905.0
16-01-2015,08 - 09,3368.0,895.0
16-01-2015,09 - 10,3327.0,880.0
16-01-2015,10 - 11,3290.0,860.0
16-01-2015,11 - 12,3267.0,840.0
16-01-2015,12 - 13,3185.0,795.0
16-01-2015,13 - 14,3056.0,746.0
16-01-2015,14 - 15,2890.0,675.0
16-01-2015,15 - 16,2643.0,616.0
16-01-2015,16 - 17,2352.0,516.0
16-01-2015,17 - 18,2051.0,549.0
16-01-2015,18 - 19,1658.0,508.0
16-01-2015,19 - 20,1466.0,524.0
16-01-2015,20 - 21,1512.0,475.0
16-01-2015,21 - 22,1608.0,363.0
16-01-2015,22 - 23,1571.0,328.0
16-01-2015,23 - 00,1591.0,298.0
17-01-2015,00 - 01,1636.0,306.0
17-01-2015,01 - 02,1640.0,313.0
17-01-2015,02 - 03,1517.0,316.0
17-01-2015,03 - 04,1616.0,243.0
17-01-2015,04 - 05,1782.0,288.0
17-01-2015,05 - 06,1679.0,352.0
17-01-2015,06 - 07,1944.0,406.0
17-01-2015,07 - 08,1913.0,395.0
17-01-2015,08 - 09,1949.0,455.0
17-01-2015,09 - 10,2023.0,454.0
17-01-2015,10 - 11,2017.0,565.0
17-01-2015,11 - 12,2097.0,654.0
17-01-2015,12 - 13,2218.0,700.0
17-01-2015,13 - 14,2163.0,670.0
17-01-2015,14 - 15,2151.0,632.0
17-01-2015,15 - 16,1992.0,612.0
17-01-2015,16 - 17,1807.0,528.0
17-01-2015,17 - 18,1701.0,543.0
17-01-2015,18 - 19,1707.0,464.0
17-01-2015,19 - 20,1781.0,566.0
17-01-2015,20 - 21,1803.0,603.0
17-01-2015,21 - 22,1756.0,598.0
17-01-2015,22 - 23,1609.0,587.0
17-01-2015,23 - 00,1589.0,543.0
18-01-2015,00 - 01,1595.0,554.0
18-01-2015,01 - 02,1509.0,456.0
18-01-2015,02 - 03,1329.0,419.0
18-01-2015,03 - 04,1251.0,469.0
18-01-2015,04 - 05,1083.0,465.0
18-01-2015,05 - 06,986.0,422.0
18-01-2015,06 - 07,894.0,386.0
18-01-2015,07 - 08,869.0,352.0
18-01-2015,08 - 09,859.0,329.0
18-01-2015,09 - 10,803.0,312.0
18-01-2015,10 - 11,792.0,311.0
18-01-2015,11 - 12,813.0,267.0
18-01-2015,12 - 13,738.0,264.0
18-01-2015,13 - 14,685.0,227.0
18-01-2015,14 - 15,553.0,181.0
18-01-2015,15 - 16,409.0,138.0
18-01-2015,16 - 17,321.0,119.0
18-01-2015,17 - 18,256.0,175.0
18-01-2015,18 - 19,265.0,153.0
18-01-2015,19 - 20,275.0,125.0
18-01-2015,20 - 21,285.0,101.0
18-01-2015,21 - 22,242.0,96.0
18-01-2015,22 - 23,225.0,101.0
18-01-2015,23 - 00,203.0,119.0
19-01-2015,00 - 01,119.0,106.0
19-01-2015,01 - 02,73.0,69.0
19-01-2015,02 - 03,60.0,66.0
19-01-2015,03 - 04,65.0,56.0
19-01-2015,04 - 05,73.0,40.0
19-01-2015,05 - 06,82.0,22.0
19-01-2015,06 - 07,108.0,27.0
19-01-2015,07 - 08,106.0,47.0
19-01-2015,08 - 09,92.0,35.0
19-01-2015,09 - 10,109.0,44.0
19-01-2015,10 - 11,151.0,71.0
19-01-2015,11 - 12,170.0,95.0
19-01-2015,12 - 13,180.0,107.0
19-01-2015,13 - 14,159.0,86.0
19-01-2015,14 - 15,667.0,212.0
19-01-2015,15 - 16,459.0,156.0
19-01-2015,16 - 17,165.0,117.0
19-01-2015,17 - 18,258.0,108.0
19-01-2015,18 - 19,389.0,147.0
19-01-2015,19 - 20,485.0,175.0
19-01-2015,20 - 21,479.0,163.0
19-01-2015,21 - 22,445.0,131.0
19-01-2015,22 - 23,448.0,119.0
19-01-2015,23 - 00,410.0,136.0
20-01-2015,00 - 01,427.0,153.0
20-01-2015,01 - 02,416.0,107.0
20-01-2015,02 - 03,361.0,80.0
20-01-2015,03 - 04,348.0,71.0
20-01-2015,04 - 05,213.0,82.0
20-01-2015,05 - 06,273.0,101.0
20-01-2015,06 - 07,417.0,105.0
20-01-2015,07 - 08,460.0,86.0
20-01-2015,08 - 09,476.0,90.0
20-01-2015,09 - 10,476.0,94.0
20-01-2015,10 - 11,550.0,82.0
20-01-2015,11 - 12,602.0,66.0
20-01-2015,12 - 13,585.0,52.0
20-01-2015,13 - 14,567.0,36.0
20-01-2015,14 - 15,566.0,24.0
20-01-2015,15 - 16,574.0,17.0
20-01-2015,16 - 17,568.0,17.0
20-01-2015,17 - 18,557.0,18.0
20-01-2015,18 - 19,533.0,23.0
20-01-2015,19 - 20,430.0,21.0
20-01-2015,20 - 21,317.0,18.0
20-01-2015,21 - 22,327.0,14.0
20-01-2015,22 - 23,308.0,17.0
20-01-2015,23 - 00,250.0,25.0
21-01-2015,00 - 01,262.0,50.0
21-01-2015,01 - 02,235.0,50.0
21-01-2015,02 - 03,204.0,23.0
21-01-2015,03 - 04,187.0,9.0
21-01-2015,04 - 05,181.0,6.0
21-01-2015,05 - 06,183.0,10.0
21-01-2015,06 - 07,175.0,21.0
21-01-2015,07 - 08,199.0,23.0
21-01-2015,08 - 09,131.0,21.0
21-01-2015,09 - 10,89.0,16.0
21-01-2015,10 - 11,73.0,21.0
21-01-2015,11 - 12,68.0,25.0
21-01-2015,12 - 13,53.0,18.0
21-01-2015,13 - 14,49.0,30.0
21-01-2015,14 - 15,36.0,16.0
21-01-2015,15 - 16,26.0,13.0
21-01-2015,16 - 17,40.0,9.0
21-01-2015,17 - 18,49.0,5.0
21-01-2015,18 - 19,42.0,6.0
21-01-2015,19 - 20,54.0,4.0
21-01-2015,20 - 21,62.0,3.0
21-01-2015,21 - 22,55.0,4.0
21-01-2015,22 - 23,59.0,4.0
21-01-2015,23 - 00,45.0,7.0
22-01-2015,00 - 01,20.0,12.0
22-01-2015,01 - 02,17.0,5.0
22-01-2015,02 - 03,34.0,3.0
22-01-2015,03 - 04,49.0,4.0
22-01-2015,04 - 05,29.0,4.0
22-01-2015,05 - 06,17.0,4.0
22-01-2015,06 - 07,27.0,4.0
22-01-2015,07 - 08,25.0,6.0
22-01-2015,08 - 09,37.0,5.0
22-01-2015,09 - 10,34.0,7.0
22-01-2015,10 - 11,36.0,10.0
22-01-2015,11 - 12,30.0,13.0
22-01-2015,12 - 13,29.0,12.0
22-01-2015,13 - 14,30.0,12.0
22-01-2015,14 - 15,51.0,11.0
22-01-2015,15 - 16,33.0,12.0
22-01-2015,16 - 17,35.0,16.0
22-01-2015,17 - 18,38.0,14.0
22-01-2015,18 - 19,61.0,18.0
22-01-2015,19 - 20,87.0,19.0
22-01-2015,20 - 21,86.0,21.0
22-01-2015,21 - 22,74.0,16.0
22-01-2015,22 - 23,82.0,15.0
22-01-2015,23 - 00,71.0,13.0
23-01-2015,00 - 01,51.0,14.0
23-01-2015,01 - 02,51.0,22.0
23-01-2015,02 - 03,49.0,35.0
23-01-2015,03 - 04,54.0,24.0
23-01-2015,04 - 05,46.0,17.0
23-01-2015,05 - 06,45.0,15.0
23-01-2015,06 - 07,38.0,24.0
23-01-2015,07 - 08,47.0,32.0
23-01-2015,08 - 09,56.0,12.0
23-01-2015,09 - 10,89.0,10.0
23-01-2015,10 - 11,95.0,8.0
23-01-2015,11 - 12,120.0,9.0
23-01-2015,12 - 13,192.0,8.0
23-01-2015,13 - 14,256.0,7.0
23-01-2015,14 - 15,329.0,5.0
23-01-2015,15 - 16,387.0,7.0
23-01-2015,16 - 17,622.0,9.0
23-01-2015,17 - 18,1013.0,25.0
23-01-2015,18 - 19,1275.0,50.0
23-01-2015,19 - 20,1621.0,52.0
23-01-2015,20 - 21,1883.0,60.0
23-01-2015,21 - 22,2158.0,130.0
23-01-2015,22 - 23,2366.0,251.0
23-01-2015,23 - 00,2519.0,345.0
24-01-2015,00 - 01,2618.0,473.0
24-01-2015,01 - 02,2661.0,562.0
24-01-2015,02 - 03,2682.0,638.0
24-01-2015,03 - 04,2655.0,675.0
24-01-2015,04 - 05,2620.0,685.0
24-01-2015,05 - 06,2627.0,699.0
24-01-2015,06 - 07,2667.0,711.0
24-01-2015,07 - 08,2610.0,727.0
24-01-2015,08 - 09,2348.0,741.0
24-01-2015,09 - 10,1922.0,753.0
24-01-2015,10 - 11,1455.0,725.0
24-01-2015,11 - 12,1291.0,654.0
24-01-2015,12 - 13,1298.0,588.0
24-01-2015,13 - 14,1291.0,508.0
24-01-2015,14 - 15,1138.0,399.0
24-01-2015,15 - 16,955.0,294.0
24-01-2015,16 - 17,953.0,184.0
24-01-2015,17 - 18,1105.0,104.0
24-01-2015,18 - 19,1218.0,112.0
24-01-2015,19 - 20,1060.0,154.0
24-01-2015,20 - 21,1186.0,213.0
24-01-2015,21 - 22,1299.0,240.0
24-01-2015,22 - 23,1328.0,253.0
24-01-2015,23 - 00,1265.0,233.0
25-01-2015,00 - 01,1319.0,240.0
25-01-2015,01 - 02,1292.0,274.0
25-01-2015,02 - 03,1395.0,308.0
25-01-2015,03 - 04,1319.0,310.0
25-01-2015,04 - 05,1276.0,247.0
25-01-2015,05 - 06,1204.0,270.0
25-01-2015,06 - 07,994.0,272.0
25-01-2015,07 - 08,722.0,239.0
25-01-2015,08 - 09,593.0,242.0
25-01-2015,09 - 10,509.0,274.0
25-01-2015,10 - 11,433.0,204.0
25-01-2015,11 - 12,330.0,164.0
25-01-2015,12 - 13,284.0,121.0
25-01-2015,13 - 14,199.0,72.0
25-01-2015,14 - 15,165.0,87.0
25-01-2015,15 - 16,123.0,75.0
25-01-2015,16 - 17,125.0,69.0
25-01-2015,17 - 18,170.0,58.0
25-01-2015,18 - 19,268.0,51.0
25-01-2015,19 - 20,381.0,33.0
25-01-2015,20 - 21,451.0,32.0
25-01-2015,21 - 22,536.0,26.0
25-01-2015,22 - 23,699.0,15.0
25-01-2015,23 - 00,899.0,22.0
26-01-2015,00 - 01,1112.0,36.0
26-01-2015,01 - 02,1346.0,56.0
26-01-2015,02 - 03,1534.0,96.0
26-01-2015,03 - 04,1685.0,164.0
26-01-2015,04 - 05,1818.0,282.0
26-01-2015,05 - 06,1898.0,325.0
26-01-2015,06 - 07,1941.0,415.0
26-01-2015,07 - 08,1938.0,498.0
26-01-2015,08 - 09,1890.0,579.0
26-01-2015,09 - 10,1907.0,640.0
26-01-2015,10 - 11,1822.0,696.0
26-01-2015,11 - 12,1605.0,732.0
26-01-2015,12 - 13,1452.0,740.0
26-01-2015,13 - 14,1349.0,711.0
26-01-2015,14 - 15,1165.0,695.0
26-01-2015,15 - 16,1179.0,653.0
26-01-2015,16 - 17,1135.0,631.0
26-01-2015,17 - 18,1293.0,568.0
26-01-2015,18 - 19,1278.0,468.0
26-01-2015,19 - 20,1353.0,358.0
26-01-2015,20 - 21,1520.0,343.0
26-01-2015,21 - 22,1715.0,312.0
26-01-2015,22 - 23,1999.0,438.0
26-01-2015,23 - 00,2214.0,537.0
27-01-2015,00 - 01,2244.0,550.0
27-01-2015,01 - 02,2325.0,522.0
27-01-2015,02 - 03,2310.0,512.0
27-01-2015,03 - 04,2287.0,489.0
27-01-2015,04 - 05,2127.0,522.0
27-01-2015,05 - 06,2087.0,521.0
27-01-2015,06 - 07,2094.0,504.0
27-01-2015,07 - 08,2065.0,531.0
27-01-2015,08 - 09,1822.0,579.0
27-01-2015,09 - 10,1586.0,585.0
27-01-2015,10 - 11,1359.0,532.0
27-01-2015,11 - 12,1251.0,532.0
27-01-2015,12 - 13,1251.0,482.0
27-01-2015,13 - 14,1161.0,524.0
27-01-2015,14 - 15,995.0,475.0
27-01-2015,15 - 16,731.0,362.0
27-01-2015,16 - 17,491.0,284.0
27-01-2015,17 - 18,524.0,259.0
27-01-2015,18 - 19,613.0,198.0
