Date,Hour,DK1,DK2
01-01-2019,00 - 01,2806.0,802.0
01-01-2019,01 - 02,2935.0,963.0
01-01-2019,02 - 03,2430.0,840.0
01-01-2019,03 - 04,2395.0,781.0
01-01-2019,04 - 05,2330.0,752.0
01-01-2019,05 - 06,2254.0,748.0
01-01-2019,06 - 07,2473.0,802.0
01-01-2019,07 - 08,2473.0,797.0
01-01-2019,08 - 09,2408.0,967.0
01-01-2019,09 - 10,2662.0,983.0
01-01-2019,10 - 11,2576.0,980.0
01-01-2019,11 - 12,2699.0,1009.0
01-01-2019,12 - 13,2695.0,992.0
01-01-2019,13 - 14,2628.0,949.0
01-01-2019,14 - 15,2836.0,970.0
01-01-2019,15 - 16,2739.0,950.0
01-01-2019,16 - 17,2989.0,981.0
01-01-2019,17 - 18,3243.0,906.0
01-01-2019,18 - 19,3321.0,1028.0
01-01-2019,19 - 20,2874.0,990.0
01-01-2019,20 - 21,2795.0,985.0
01-01-2019,21 - 22,2615.0,802.0
01-01-2019,22 - 23,2412.0,944.0
01-01-2019,23 - 00,2262.0,800.0
02-01-2019,00 - 01,2091.0,756.0
02-01-2019,01 - 02,2043.0,751.0
02-01-2019,02 - 03,2001.0,717.0
02-01-2019,03 - 04,1955.0,671.0
02-01-2019,04 - 05,1887.0,682.0
02-01-2019,05 - 06,2130.0,723.0
02-01-2019,06 - 07,2335.0,935.0
02-01-2019,07 - 08,2525.0,944.0
02-01-2019,08 - 09,2397.0,928.0
02-01-2019,09 - 10,2247.0,900.0
02-01-2019,10 - 11,2069.0,927.0
02-01-2019,11 - 12,1850.0,967.0
02-01-2019,12 - 13,1675.0,965.0
02-01-2019,13 - 14,1381.0,957.0
02-01-2019,14 - 15,1116.0,925.0
02-01-2019,15 - 16,873.0,854.0
02-01-2019,16 - 17,808.0,754.0
02-01-2019,17 - 18,680.0,741.0
02-01-2019,18 - 19,677.0,712.0
02-01-2019,19 - 20,652.0,633.0
02-01-2019,20 - 21,458.0,480.0
02-01-2019,21 - 22,364.0,401.0
02-01-2019,22 - 23,493.0,390.0
02-01-2019,23 - 00,653.0,422.0
03-01-2019,00 - 01,703.0,461.0
03-01-2019,01 - 02,785.0,484.0
03-01-2019,02 - 03,829.0,478.0
03-01-2019,03 - 04,870.0,494.0
03-01-2019,04 - 05,885.0,433.0
03-01-2019,05 - 06,776.0,420.0
03-01-2019,06 - 07,728.0,394.0
03-01-2019,07 - 08,768.0,427.0
03-01-2019,08 - 09,670.0,352.0
03-01-2019,09 - 10,565.0,287.0
03-01-2019,10 - 11,442.0,248.0
03-01-2019,11 - 12,336.0,236.0
03-01-2019,12 - 13,262.0,211.0
03-01-2019,13 - 14,275.0,184.0
03-01-2019,14 - 15,283.0,159.0
03-01-2019,15 - 16,358.0,173.0
03-01-2019,16 - 17,504.0,158.0
03-01-2019,17 - 18,683.0,111.0
03-01-2019,18 - 19,988.0,126.0
03-01-2019,19 - 20,1172.0,83.0
03-01-2019,20 - 21,1368.0,77.0
03-01-2019,21 - 22,1772.0,81.0
03-01-2019,22 - 23,2099.0,86.0
03-01-2019,23 - 00,2276.0,176.0
04-01-2019,00 - 01,2478.0,271.0
04-01-2019,01 - 02,2600.0,417.0
04-01-2019,02 - 03,2818.0,536.0
04-01-2019,03 - 04,2840.0,694.0
04-01-2019,04 - 05,2860.0,695.0
04-01-2019,05 - 06,2816.0,729.0
04-01-2019,06 - 07,2665.0,724.0
04-01-2019,07 - 08,2303.0,672.0
04-01-2019,08 - 09,1916.0,634.0
04-01-2019,09 - 10,1944.0,663.0
04-01-2019,10 - 11,2358.0,617.0
04-01-2019,11 - 12,2465.0,601.0
04-01-2019,12 - 13,2893.0,568.0
04-01-2019,13 - 14,3059.0,433.0
04-01-2019,14 - 15,3146.0,360.0
04-01-2019,15 - 16,3145.0,443.0
04-01-2019,16 - 17,2704.0,528.0
04-01-2019,17 - 18,2870.0,635.0
04-01-2019,18 - 19,3011.0,701.0
04-01-2019,19 - 20,3024.0,674.0
04-01-2019,20 - 21,3080.0,625.0
04-01-2019,21 - 22,3127.0,622.0
