Date,Hour,DK1,DK2
06-01-2020,15 - 16,2048.0,286.0
06-01-2020,16 - 17,2099.0,275.0
06-01-2020,17 - 18,2170.0,275.0
06-01-2020,18 - 19,2331.0,317.0
06-01-2020,19 - 20,2446.0,327.0
06-01-2020,20 - 21,2539.0,330.0
06-01-2020,21 - 22,2178.0,334.0
06-01-2020,22 - 23,2231.0,330.0
06-01-2020,23 - 00,2384.0,347.0
07-01-2020,00 - 01,2192.0,330.0
07-01-2020,01 - 02,2048.0,324.0
07-01-2020,02 - 03,2024.0,307.0
07-01-2020,03 - 04,1885.0,230.0
07-01-2020,04 - 05,1692.0,163.0
07-01-2020,05 - 06,1580.0,170.0
07-01-2020,06 - 07,1526.0,181.0
07-01-2020,07 - 08,1592.0,218.0
07-01-2020,08 - 09,1337.0,309.0
07-01-2020,09 - 10,1083.0,457.0
07-01-2020,10 - 11,900.0,466.0
07-01-2020,11 - 12,881.0,491.0
07-01-2020,12 - 13,1117.0,469.0
07-01-2020,13 - 14,1585.0,328.0
07-01-2020,14 - 15,2145.0,319.0
07-01-2020,15 - 16,2528.0,351.0
07-01-2020,16 - 17,2840.0,452.0
07-01-2020,17 - 18,2538.0,510.0
07-01-2020,18 - 19,2863.0,543.0
07-01-2020,19 - 20,3402.0,631.0
07-01-2020,20 - 21,3645.0,683.0
07-01-2020,21 - 22,3579.0,726.0
07-01-2020,22 - 23,3527.0,740.0
07-01-2020,23 - 00,3577.0,769.0
08-01-2020,00 - 01,3256.0,802.0
08-01-2020,01 - 02,3500.0,830.0
08-01-2020,02 - 03,3597.0,827.0
08-01-2020,03 - 04,3536.0,791.0
08-01-2020,04 - 05,3474.0,781.0
08-01-2020,05 - 06,3138.0,780.0
08-01-2020,06 - 07,3097.0,796.0
08-01-2020,07 - 08,3049.0,758.0
08-01-2020,08 - 09,3247.0,720.0
08-01-2020,09 - 10,2612.0,682.0
08-01-2020,10 - 11,2415.0,626.0
08-01-2020,11 - 12,2499.0,641.0
08-01-2020,12 - 13,2486.0,602.0
08-01-2020,13 - 14,2771.0,572.0
08-01-2020,14 - 15,2715.0,547.0
08-01-2020,15 - 16,2573.0,519.0
08-01-2020,16 - 17,2318.0,544.0
08-01-2020,17 - 18,2254.0,484.0
08-01-2020,18 - 19,2209.0,459.0
08-01-2020,19 - 20,2078.0,403.0
08-01-2020,20 - 21,1986.0,365.0
08-01-2020,21 - 22,1930.0,308.0
08-01-2020,22 - 23,1670.0,284.0
08-01-2020,23 - 00,1431.0,228.0
09-01-2020,00 - 01,1319.0,203.0
09-01-2020,01 - 02,1097.0,183.0
09-01-2020,02 - 03,854.0,151.0
09-01-2020,03 - 04,733.0,89.0
09-01-2020,04 - 05,617.0,61.0
09-01-2020,05 - 06,548.0,45.0
09-01-2020,06 - 07,417.0,54.0
09-01-2020,07 - 08,464.0,82.0
09-01-2020,08 - 09,619.0,94.0
09-01-2020,09 - 10,774.0,168.0
09-01-2020,10 - 11,999.0,260.0
09-01-2020,11 - 12,1307.0,331.0
09-01-2020,12 - 13,1843.0,477.0
09-01-2020,13 - 14,2271.0,545.0
09-01-2020,14 - 15,2503.0,570.0
09-01-2020,15 - 16,2720.0,601.0
09-01-2020,16 - 17,2787.0,637.0
09-01-2020,17 - 18,2624.0,673.0
09-01-2020,18 - 19,2400.0,616.0
09-01-2020,19 - 20,2203.0,590.0
09-01-2020,20 - 21,2094.0,573.0
09-01-2020,21 - 22,1850.0,551.0
09-01-2020,22 - 23,1709.0,509.0
09-01-2020,23 - 00,1341.0,430.0
10-01-2020,00 - 01,1044.0,293.0
10-01-2020,01 - 02,870.0,197.0
10-01-2020,02 - 03,794.0,224.0
10-01-2020,03 - 04,741.0,201.0
10-01-2020,04 - 05,766.0,181.0
10-01-2020,05 - 06,864.0,133.0
10-01-2020,06 - 07,1063.0,214.0
10-01-2020,07 - 08,1426.0,80.0
10-01-2020,08 - 09,1582.0,46.0
10-01-2020,09 - 10,1665.0,62.0
10-01-2020,10 - 11,1695.0,79.0
10-01-2020,11 - 12,1726.0,193.0
10-01-2020,12 - 13,1927.0,260.0
10-01-2020,13 - 14,2088.0,290.0
10-01-2020,14 - 15,2269.0,250.0
10-01-2020,15 - 16,2624.0,318.0
10-01-2020,16 - 17,2466.0,413.0
10-01-2020,17 - 18,2317.0,574.0
10-01-2020,18 - 19,1694.0,595.0
10-01-2020,19 - 20,1110.0,483.0
10-01-2020,20 - 21,818.0,438.0
10-01-2020,21 - 22,528.0,432.0
10-01-2020,22 - 23,257.0,441.0
10-01-2020,23 - 00,104.0,371.0
11-01-2020,00 - 01,140.0,287.0
11-01-2020,01 - 02,329.0,220.0
11-01-2020,02 - 03,716.0,205.0
11-01-2020,03 - 04,1164.0,189.0
11-01-2020,04 - 05,1671.0,149.0
11-01-2020,05 - 06,1982.0,151.0
11-01-2020,06 - 07,2260.0,113.0
11-01-2020,07 - 08,2518.0,109.0
11-01-2020,08 - 09,2963.0,205.0
11-01-2020,09 - 10,3353.0,319.0
11-01-2020,10 - 11,3585.0,436.0
11-01-2020,11 - 12,3807.0,602.0
11-01-2020,12 - 13,3939.0,709.0
11-01-2020,13 - 14,3942.0,745.0
11-01-2020,14 - 15,3609.0,736.0
11-01-2020,15 - 16,3455.0,781.0
11-01-2020,16 - 17,3490.0,825.0
11-01-2020,17 - 18,3787.0,833.0
11-01-2020,18 - 19,3411.0,801.0
11-01-2020,19 - 20,3393.0,802.0
11-01-2020,20 - 21,3323.0,807.0
11-01-2020,21 - 22,3097.0,755.0
11-01-2020,22 - 23,3130.0,780.0
11-01-2020,23 - 00,3341.0,797.0
12-01-2020,00 - 01,3260.0,800.0
12-01-2020,01 - 02,3210.0,789.0
12-01-2020,02 - 03,2947.0,784.0
12-01-2020,03 - 04,2852.0,789.0
12-01-2020,04 - 05,2779.0,839.0
12-01-2020,05 - 06,2750.0,821.0
12-01-2020,06 - 07,2774.0,818.0
12-01-2020,07 - 08,2465.0,814.0
12-01-2020,08 - 09,1978.0,800.0
12-01-2020,09 - 10,1573.0,774.0
12-01-2020,10 - 11,1277.0,755.0
12-01-2020,11 - 12,999.0,742.0
12-01-2020,12 - 13,759.0,709.0
12-01-2020,13 - 14,630.0,667.0
12-01-2020,14 - 15,526.0,615.0
12-01-2020,15 - 16,371.0,575.0
12-01-2020,16 - 17,257.0,577.0
12-01-2020,17 - 18,219.0,538.0
12-01-2020,18 - 19,279.0,531.0
12-01-2020,19 - 20,387.0,517.0
12-01-2020,20 - 21,634.0,533.0
12-01-2020,21 - 22,869.0,463.0
12-01-2020,22 - 23,1082.0,423.0
12-01-2020,23 - 00,1372.0,403.0
13-01-2020,00 - 01,1469.0,303.0
13-01-2020,01 - 02,1348.0,338.0
13-01-2020,02 - 03,1439.0,349.0
13-01-2020,03 - 04,1432.0,394.0
13-01-2020,04 - 05,1323.0,427.0
13-01-2020,05 - 06,1302.0,373.0
13-01-2020,06 - 07,1354.0,346.0
13-01-2020,07 - 08,1438.0,426.0
13-01-2020,08 - 09,1201.0,339.0
13-01-2020,09 - 10,1115.0,244.0
13-01-2020,10 - 11,1057.0,274.0
13-01-2020,11 - 12,1055.0,257.0
13-01-2020,12 - 13,1143.0,260.0
13-01-2020,13 - 14,1269.0,240.0
13-01-2020,14 - 15,1477.0,257.0
13-01-2020,15 - 16,1560.0,208.0
13-01-2020,16 - 17,1730.0,188.0
13-01-2020,17 - 18,1979.0,254.0
13-01-2020,18 - 19,2238.0,286.0
13-01-2020,19 - 20,2530.0,356.0
13-01-2020,20 - 21,2545.0,470.0
13-01-2020,21 - 22,2570.0,536.0
13-01-2020,22 - 23,2519.0,573.0
13-01-2020,23 - 00,2907.0,612.0
14-01-2020,00 - 01,3356.0,654.0
14-01-2020,01 - 02,3507.0,712.0
14-01-2020,02 - 03,3572.0,719.0
14-01-2020,03 - 04,3631.0,741.0
14-01-2020,04 - 05,3607.0,775.0
14-01-2020,05 - 06,3666.0,786.0
14-01-2020,06 - 07,3085.0,735.0
14-01-2020,07 - 08,3069.0,737.0
14-01-2020,08 - 09,2781.0,738.0
14-01-2020,09 - 10,2206.0,721.0
14-01-2020,10 - 11,2165.0,722.0
14-01-2020,11 - 12,2477.0,740.0
14-01-2020,12 - 13,2642.0,686.0
14-01-2020,13 - 14,2562.0,596.0
14-01-2020,14 - 15,2225.0,487.0
14-01-2020,15 - 16,2121.0,354.0
14-01-2020,16 - 17,2189.0,467.0
14-01-2020,17 - 18,2050.0,528.0
14-01-2020,18 - 19,2314.0,602.0
14-01-2020,19 - 20,2395.0,689.0
14-01-2020,20 - 21,2707.0,756.0
14-01-2020,21 - 22,2896.0,852.0
14-01-2020,22 - 23,3129.0,880.0
14-01-2020,23 - 00,3385.0,893.0
15-01-2020,00 - 01,3103.0,897.0
15-01-2020,01 - 02,2983.0,892.0
15-01-2020,02 - 03,3014.0,880.0
15-01-2020,03 - 04,2987.0,870.0
15-01-2020,04 - 05,2873.0,860.0
15-01-2020,05 - 06,2913.0,837.0
15-01-2020,06 - 07,2691.0,804.0
15-01-2020,07 - 08,2540.0,789.0
15-01-2020,08 - 09,2530.0,792.0
15-01-2020,09 - 10,2077.0,788.0
15-01-2020,10 - 11,1913.0,832.0
15-01-2020,11 - 12,1976.0,819.0
15-01-2020,12 - 13,2139.0,791.0
15-01-2020,13 - 14,1868.0,768.0
15-01-2020,14 - 15,2064.0,739.0
15-01-2020,15 - 16,1968.0,711.0
15-01-2020,16 - 17,1931.0,678.0
15-01-2020,17 - 18,1954.0,747.0
15-01-2020,18 - 19,2143.0,753.0
15-01-2020,19 - 20,2153.0,756.0
15-01-2020,20 - 21,2255.0,624.0
15-01-2020,21 - 22,2559.0,545.0
15-01-2020,22 - 23,2861.0,493.0
15-01-2020,23 - 00,2924.0,578.0
16-01-2020,00 - 01,2876.0,640.0
16-01-2020,01 - 02,2800.0,701.0
16-01-2020,02 - 03,2748.0,674.0
16-01-2020,03 - 04,2758.0,604.0
16-01-2020,04 - 05,2765.0,569.0
16-01-2020,05 - 06,2657.0,640.0
16-01-2020,06 - 07,2692.0,672.0
16-01-2020,07 - 08,2637.0,653.0
16-01-2020,08 - 09,2821.0,573.0
16-01-2020,09 - 10,2684.0,492.0
16-01-2020,10 - 11,2797.0,477.0
16-01-2020,11 - 12,2565.0,519.0
16-01-2020,12 - 13,2402.0,402.0
16-01-2020,13 - 14,2163.0,344.0
16-01-2020,14 - 15,2040.0,305.0
16-01-2020,15 - 16,1841.0,294.0
16-01-2020,16 - 17,1804.0,418.0
16-01-2020,17 - 18,1873.0,431.0
16-01-2020,18 - 19,2016.0,386.0
16-01-2020,19 - 20,2172.0,387.0
16-01-2020,20 - 21,2343.0,457.0
16-01-2020,21 - 22,2465.0,480.0
16-01-2020,22 - 23,2603.0,534.0
16-01-2020,23 - 00,2284.0,558.0
17-01-2020,00 - 01,2239.0,513.0
17-01-2020,01 - 02,2300.0,474.0
17-01-2020,02 - 03,1980.0,402.0
17-01-2020,03 - 04,2048.0,419.0
17-01-2020,04 - 05,1989.0,436.0
17-01-2020,05 - 06,1863.0,451.0
17-01-2020,06 - 07,1935.0,459.0
17-01-2020,07 - 08,2147.0,584.0
17-01-2020,08 - 09,2115.0,630.0
17-01-2020,09 - 10,2069.0,562.0
17-01-2020,10 - 11,2064.0,573.0
17-01-2020,11 - 12,2040.0,587.0
17-01-2020,12 - 13,1954.0,555.0
17-01-2020,13 - 14,1765.0,544.0
17-01-2020,14 - 15,1615.0,482.0
17-01-2020,15 - 16,1486.0,464.0
17-01-2020,16 - 17,1447.0,487.0
17-01-2020,17 - 18,1355.0,446.0
17-01-2020,18 - 19,1267.0,457.0
17-01-2020,19 - 20,1183.0,470.0
17-01-2020,20 - 21,1208.0,463.0
17-01-2020,21 - 22,1299.0,522.0
17-01-2020,22 - 23,1298.0,495.0
17-01-2020,23 - 00,1449.0,518.0
18-01-2020,00 - 01,1485.0,529.0
18-01-2020,01 - 02,1445.0,548.0
18-01-2020,02 - 03,1537.0,709.0
18-01-2020,03 - 04,1721.0,774.0
18-01-2020,04 - 05,1804.0,823.0
18-01-2020,05 - 06,2038.0,794.0
18-01-2020,06 - 07,2237.0,856.0
18-01-2020,07 - 08,2159.0,885.0
18-01-2020,08 - 09,2126.0,874.0
18-01-2020,09 - 10,2300.0,883.0
18-01-2020,10 - 11,2329.0,926.0
18-01-2020,11 - 12,2452.0,844.0
18-01-2020,12 - 13,2533.0,821.0
18-01-2020,13 - 14,2523.0,899.0
18-01-2020,14 - 15,2620.0,877.0
18-01-2020,15 - 16,2711.0,834.0
18-01-2020,16 - 17,2380.0,828.0
18-01-2020,17 - 18,2483.0,790.0
18-01-2020,18 - 19,2496.0,721.0
18-01-2020,19 - 20,2409.0,667.0
18-01-2020,20 - 21,2378.0,625.0
18-01-2020,21 - 22,2229.0,573.0
18-01-2020,22 - 23,2199.0,595.0
18-01-2020,23 - 00,2103.0,518.0
19-01-2020,00 - 01,2023.0,427.0
19-01-2020,01 - 02,2065.0,376.0
19-01-2020,02 - 03,2211.0,344.0
19-01-2020,03 - 04,2386.0,324.0
19-01-2020,04 - 05,2488.0,290.0
19-01-2020,05 - 06,2588.0,276.0
19-01-2020,06 - 07,2444.0,264.0
19-01-2020,07 - 08,2250.0,251.0
19-01-2020,08 - 09,2412.0,205.0
19-01-2020,09 - 10,2315.0,211.0
19-01-2020,10 - 11,2240.0,239.0
19-01-2020,11 - 12,2366.0,162.0
19-01-2020,12 - 13,2233.0,158.0
19-01-2020,13 - 14,2189.0,143.0
19-01-2020,14 - 15,1844.0,142.0
19-01-2020,15 - 16,1523.0,128.0
19-01-2020,16 - 17,1334.0,129.0
19-01-2020,17 - 18,1261.0,142.0
19-01-2020,18 - 19,1299.0,173.0
19-01-2020,19 - 20,1157.0,191.0
19-01-2020,20 - 21,1096.0,212.0
19-01-2020,21 - 22,1143.0,178.0
19-01-2020,22 - 23,1253.0,186.0
19-01-2020,23 - 00,1226.0,186.0
20-01-2020,00 - 01,1186.0,161.0
20-01-2020,01 - 02,1132.0,156.0
20-01-2020,02 - 03,1220.0,164.0
20-01-2020,03 - 04,1264.0,150.0
20-01-2020,04 - 05,1381.0,127.0
20-01-2020,05 - 06,1399.0,169.0
20-01-2020,06 - 07,1497.0,185.0
20-01-2020,07 - 08,1684.0,219.0
20-01-2020,08 - 09,1934.0,312.0
20-01-2020,09 - 10,2074.0,334.0
20-01-2020,10 - 11,2114.0,392.0
20-01-2020,11 - 12,2310.0,453.0
20-01-2020,12 - 13,2516.0,531.0
20-01-2020,13 - 14,2536.0,554.0
20-01-2020,14 - 15,2531.0,603.0
20-01-2020,15 - 16,2511.0,644.0
20-01-2020,16 - 17,2484.0,664.0
20-01-2020,17 - 18,2368.0,676.0
20-01-2020,18 - 19,2373.0,738.0
20-01-2020,19 - 20,2488.0,782.0
20-01-2020,20 - 21,2582.0,782.0
20-01-2020,21 - 22,2623.0,791.0
20-01-2020,22 - 23,2810.0,805.0
20-01-2020,23 - 00,2843.0,799.0
21-01-2020,00 - 01,2756.0,854.0
21-01-2020,01 - 02,2727.0,899.0
21-01-2020,02 - 03,2554.0,893.0
21-01-2020,03 - 04,2661.0,905.0
21-01-2020,04 - 05,2545.0,920.0
21-01-2020,05 - 06,2447.0,896.0
21-01-2020,06 - 07,2461.0,920.0
21-01-2020,07 - 08,2576.0,915.0
21-01-2020,08 - 09,2875.0,875.0
21-01-2020,09 - 10,2246.0,864.0
21-01-2020,10 - 11,2511.0,852.0
21-01-2020,11 - 12,2686.0,848.0
21-01-2020,12 - 13,2884.0,877.0
21-01-2020,13 - 14,2822.0,886.0
21-01-2020,14 - 15,2962.0,909.0
21-01-2020,15 - 16,3024.0,918.0
21-01-2020,16 - 17,3141.0,899.0
21-01-2020,17 - 18,3041.0,847.0
21-01-2020,18 - 19,2918.0,830.0
21-01-2020,19 - 20,2721.0,815.0
21-01-2020,20 - 21,2526.0,800.0
21-01-2020,21 - 22,2608.0,762.0
21-01-2020,22 - 23,2733.0,829.0
21-01-2020,23 - 00,2709.0,885.0
22-01-2020,00 - 01,2693.0,885.0
22-01-2020,01 - 02,2357.0,832.0
22-01-2020,02 - 03,2405.0,762.0
22-01-2020,03 - 04,2444.0,709.0
22-01-2020,04 - 05,2604.0,711.0
22-01-2020,05 - 06,2553.0,741.0
22-01-2020,06 - 07,2603.0,762.0
22-01-2020,07 - 08,2721.0,721.0
22-01-2020,08 - 09,2576.0,643.0
22-01-2020,09 - 10,2461.0,490.0
22-01-2020,10 - 11,2353.0,452.0
22-01-2020,11 - 12,2171.0,385.0
22-01-2020,12 - 13,1758.0,331.0
22-01-2020,13 - 14,1415.0,256.0
22-01-2020,14 - 15,1033.0,211.0
22-01-2020,15 - 16,749.0,186.0
22-01-2020,16 - 17,617.0,125.0
22-01-2020,17 - 18,457.0,95.0
22-01-2020,18 - 19,345.0,98.0
22-01-2020,19 - 20,405.0,108.0
22-01-2020,20 - 21,400.0,96.0
22-01-2020,21 - 22,450.0,74.0
22-01-2020,22 - 23,511.0,54.0
22-01-2020,23 - 00,632.0,55.0
23-01-2020,00 - 01,725.0,49.0
23-01-2020,01 - 02,816.0,70.0
23-01-2020,02 - 03,919.0,119.0
23-01-2020,03 - 04,1058.0,178.0
23-01-2020,04 - 05,1225.0,200.0
23-01-2020,05 - 06,1309.0,241.0
23-01-2020,06 - 07,1476.0,261.0
23-01-2020,07 - 08,1496.0,287.0
23-01-2020,08 - 09,1485.0,276.0
23-01-2020,09 - 10,1590.0,299.0
23-01-2020,10 - 11,1723.0,316.0
23-01-2020,11 - 12,1809.0,402.0
23-01-2020,12 - 13,1986.0,475.0
23-01-2020,13 - 14,2056.0,547.0
23-01-2020,14 - 15,2137.0,511.0
23-01-2020,15 - 16,2185.0,477.0
23-01-2020,16 - 17,2303.0,451.0
23-01-2020,17 - 18,2416.0,481.0
23-01-2020,18 - 19,2436.0,508.0
23-01-2020,19 - 20,2306.0,489.0
23-01-2020,20 - 21,2236.0,533.0
23-01-2020,21 - 22,2246.0,521.0
23-01-2020,22 - 23,2311.0,543.0
23-01-2020,23 - 00,2246.0,557.0
24-01-2020,00 - 01,2081.0,482.0
24-01-2020,01 - 02,1951.0,406.0
24-01-2020,02 - 03,1953.0,410.0
24-01-2020,03 - 04,1931.0,454.0
24-01-2020,04 - 05,1928.0,518.0
24-01-2020,05 - 06,1939.0,525.0
24-01-2020,06 - 07,1853.0,541.0
24-01-2020,07 - 08,1877.0,564.0
24-01-2020,08 - 09,1954.0,557.0
24-01-2020,09 - 10,1990.0,508.0
24-01-2020,10 - 11,2213.0,496.0
24-01-2020,11 - 12,2427.0,520.0
24-01-2020,12 - 13,2305.0,532.0
24-01-2020,13 - 14,2122.0,584.0
24-01-2020,14 - 15,1890.0,578.0
24-01-2020,15 - 16,1718.0,536.0
24-01-2020,16 - 17,1644.0,509.0
24-01-2020,17 - 18,1601.0,541.0
24-01-2020,18 - 19,1581.0,610.0
24-01-2020,19 - 20,1549.0,690.0
24-01-2020,20 - 21,1517.0,731.0
24-01-2020,21 - 22,1502.0,721.0
24-01-2020,22 - 23,1512.0,723.0
24-01-2020,23 - 00,1561.0,703.0
25-01-2020,00 - 01,1550.0,696.0
25-01-2020,01 - 02,1518.0,656.0
25-01-2020,02 - 03,1458.0,654.0
25-01-2020,03 - 04,1390.0,596.0
25-01-2020,04 - 05,1328.0,530.0
25-01-2020,05 - 06,1119.0,482.0
25-01-2020,06 - 07,979.0,456.0
25-01-2020,07 - 08,1003.0,455.0
25-01-2020,08 - 09,945.0,461.0
25-01-2020,09 - 10,805.0,450.0
25-01-2020,10 - 11,765.0,417.0
25-01-2020,11 - 12,780.0,404.0
25-01-2020,12 - 13,892.0,374.0
25-01-2020,13 - 14,999.0,375.0
25-01-2020,14 - 15,1135.0,358.0
25-01-2020,15 - 16,1172.0,324.0
25-01-2020,16 - 17,1119.0,335.0
25-01-2020,17 - 18,1202.0,304.0
25-01-2020,18 - 19,1322.0,302.0
25-01-2020,19 - 20,1520.0,247.0
25-01-2020,20 - 21,1696.0,294.0
25-01-2020,21 - 22,1799.0,330.0
25-01-2020,22 - 23,2050.0,352.0
25-01-2020,23 - 00,2042.0,380.0
26-01-2020,00 - 01,2030.0,402.0
26-01-2020,01 - 02,1934.0,377.0
26-01-2020,02 - 03,1602.0,326.0
26-01-2020,03 - 04,1556.0,320.0
26-01-2020,04 - 05,1489.0,316.0
26-01-2020,05 - 06,1399.0,336.0
26-01-2020,06 - 07,1231.0,370.0
26-01-2020,07 - 08,1227.0,327.0
26-01-2020,08 - 09,1344.0,305.0
26-01-2020,09 - 10,1394.0,340.0
26-01-2020,10 - 11,1712.0,313.0
26-01-2020,11 - 12,2061.0,278.0
26-01-2020,12 - 13,2152.0,264.0
26-01-2020,13 - 14,2263.0,300.0
26-01-2020,14 - 15,2214.0,253.0
26-01-2020,15 - 16,2055.0,314.0
26-01-2020,16 - 17,1921.0,365.0
26-01-2020,17 - 18,1858.0,366.0
26-01-2020,18 - 19,1788.0,348.0
26-01-2020,19 - 20,1767.0,347.0
26-01-2020,20 - 21,1816.0,371.0
26-01-2020,21 - 22,1814.0,387.0
26-01-2020,22 - 23,1814.0,380.0
26-01-2020,23 - 00,1798.0,321.0
27-01-2020,00 - 01,1665.0,296.0
27-01-2020,01 - 02,1696.0,313.0
27-01-2020,02 - 03,1810.0,272.0
27-01-2020,03 - 04,2017.0,307.0
27-01-2020,04 - 05,2124.0,353.0
27-01-2020,05 - 06,2235.0,405.0
27-01-2020,06 - 07,2374.0,488.0
27-01-2020,07 - 08,2542.0,529.0
27-01-2020,08 - 09,2586.0,602.0
27-01-2020,09 - 10,2522.0,609.0
27-01-2020,10 - 11,2316.0,671.0
27-01-2020,11 - 12,2102.0,716.0
27-01-2020,12 - 13,1906.0,697.0
