Date,NO,SE,FI,DK,Nordic,EE,LV,LT,Baltic
01-01-2014,366427,384749,222609,83837,1057638.0,19487,17885,22959,60331.0
02-01-2014,399918,411970,246089,99705,1157684.0,23373,21578,27295,72246.0
03-01-2014,394838,412474,252240,98515,1158079.0,24053,22123,27322,73498.0
04-01-2014,373405,390819,239997,89931,1094167.0,21959,20152,24993,67104.0
05-01-2014,369245,388306,229357,88121,1075031.0,21025,19587,24387,64999.0
06-01-2014,403916,403736,235181,106722,1149558.0,24258,22621,28333,75212.0
07-01-2014,390178,424245,249519,106674,1170623.0,24441,22707,28536,75684.0
08-01-2014,392452,429362,245834,105888,1173546.0,24196,22177,28314,74687.0
09-01-2014,413342,443218,247173,109110,1212848.0,24021,22371,28118,74510.0
10-01-2014,429543,463875,261582,106588,1261598.0,24591,22169,27639,74399.0
11-01-2014,422670,431245,258779,93996,1206697.0,22821,20097,24713,67631.0
12-01-2014,442077,456611,260660,92250,1251610.0,22514,19543,24347,66404.0
13-01-2014,502913,538963,290887,110391,1443171.0,26303,23019,29001,78323.0
14-01-2014,497240,525510,305437,107974,1436165.0,27373,23505,29232,80110.0
15-01-2014,488335,518387,307855,107664,1422250.0,27884,23801,29588,81273.0
16-01-2014,484556,513415,311563,112181,1421724.0,28403,24407,30309,83119.0
17-01-2014,486450,523841,317499,108661,1436468.0,28231,24611,30974,83816.0
18-01-2014,466279,481553,303536,98479,1349863.0,26120,21876,27850,75846.0
19-01-2014,453734,474909,300360,100607,1329624.0,25580,21783,26500,73863.0
20-01-2014,485931,521899,320256,116427,1444518.0,28759,25166,31119,85044.0
21-01-2014,489459,520674,311348,114541,1436030.0,29621,25743,31868,87232.0
22-01-2014,497550,522528,311512,115552,1447152.0,30404,26085,32940,89429.0
23-01-2014,495954,533996,318617,118856,1467434.0,31069,26246,33439,90754.0
24-01-2014,489866,519498,316081,115301,1440741.0,31496,26395,32900,90791.0
25-01-2014,463497,482263,279513,103964,1329238.0,28282,24025,29768,82075.0
26-01-2014,453660,475926,262966,105188,1297755.0,27068,23458,28383,78909.0
27-01-2014,486716,523259,292747,117910,1420640.0,30019,26247,31947,88213.0
28-01-2014,472297,512713,300011,117243,1402272.0,30589,26293,32041,88923.0
29-01-2014,471806,523438,302929,119748,1417924.0,31266,26551,32444,90261.0
30-01-2014,488194,534829,307966,119014,1450015.0,31867,26805,33028,91700.0
31-01-2014,477196,529315,314443,113942,1434905.0,31434,26660,33280,91374.0
01-02-2014,449662,461742,285103,100576,1297082.0,27543,23464,29132,80139.0
02-02-2014,415070,430691,264396,92290,1202453.0,25150,22420,28153,75723.0
03-02-2014,428934,461330,275032,108182,1273486.0,27771,25023,32082,84876.0
04-02-2014,433068,469669,269455,110349,1282549.0,27872,24370,30863,83105.0
05-02-2014,431760,470851,272563,108814,1283993.0,28023,24359,30421,82803.0
06-02-2014,436406,469745,278352,110323,1294829.0,28253,24082,30306,82641.0
07-02-2014,427900,456863,279692,109105,1273572.0,26968,23553,29547,80068.0
08-02-2014,400446,414958,255354,95483,1166248.0,23656,20813,26036,70505.0
09-02-2014,390891,411411,243198,93525,1139031.0,22633,20259,25161,68053.0
10-02-2014,415263,455591,262034,105170,1238068.0,25578,23489,30091,79158.0
11-02-2014,418027,458178,259647,108954,1244815.0,25921,23767,29762,79450.0
12-02-2014,421715,465822,261301,108970,1257811.0,25783,23453,28966,78202.0
13-02-2014,427237,464971,264434,108320,1264967.0,25744,23400,29431,78575.0
14-02-2014,418112,448067,268344,102628,1237158.0,25543,23184,29210,77937.0
15-02-2014,399187,415821,252835,96203,1164059.0,22528,20585,25291,68404.0
16-02-2014,384399,408057,244843,93842,1131151.0,22448,19857,24031,66336.0
17-02-2014,415790,439097,262780,104205,1221888.0,25056,22498,27715,75269.0
18-02-2014,434008,453639,263122,105786,1256562.0,24686,22415,27985,75086.0
19-02-2014,442808,466660,264869,106154,1280494.0,25343,22788,29526,77657.0
20-02-2014,451585,463655,271407,105968,1292614.0,25772,22528,29430,77730.0
21-02-2014,435610,453456,273696,102094,1264861.0,25574,22214,28332,76120.0
22-02-2014,398612,401701,254556,93135,1148014.0,22314,19521,25309,67144.0
23-02-2014,384988,386999,239203,90351,1101553.0,21375,18739,24335,64449.0
24-02-2014,398761,422096,251764,101860,1174492.0,21142,21358,28289,70789.0
25-02-2014,395311,436348,250381,101201,1183253.0,24183,21779,27959,73921.0
26-02-2014,402901,447317,256786,101914,1208927.0,25330,22444,29006,76780.0
27-02-2014,404951,446758,257502,103742,1212961.0,25063,22311,28985,76359.0
28-02-2014,406188,430019,257200,100050,1193460.0,24860,21909,28117,74886.0
01-03-2014,389838,401619,237676,88903,1118036.0,22391,19569,25128,67088.0
02-03-2014,388873,407017,235961,88111,1119971.0,21643,18954,24138,64735.0
03-03-2014,410206,444943,256490,103045,1214698.0,24567,21704,27817,74088.0
04-03-2014,405882,439360,255104,102740,1203102.0,24317,21767,28136,74220.0
05-03-2014,407085,447597,252983,104229,1211908.0,23925,21893,28409,74227.0
06-03-2014,399575,433557,253497,103297,1189927.0,24324,22177,28604,75105.0
07-03-2014,395345,415595,252948,101774,1165672.0,23973,21592,27809,73374.0
08-03-2014,376527,376292,235088,85646,1073556.0,21445,19075,23753,64273.0
09-03-2014,360607,365411,226513,83528,1036072.0,20392,18411,22853,61656.0
10-03-2014,387633,409950,239876,96287,1133763.0,22965,20766,24623,68354.0
11-03-2014,392387,416420,239226,97812,1145861.0,23260,21249,22559,67068.0
12-03-2014,385124,411412,238134,98392,1133073.0,23201,21121,25914,70236.0
13-03-2014,389715,401839,235318,98407,1125287.0,22960,20888,25691,69539.0
14-03-2014,394291,397350,240457,96986,1129086.0,22501,20278,25636,68415.0
15-03-2014,376026,383855,237254,89935,1087078.0,21546,18742,23338,63626.0
16-03-2014,375912,381859,235260,87365,1080405.0,21257,18240,22637,62134.0
17-03-2014,400695,425936,264195,100952,1191783.0,24099,21341,27001,72441.0
18-03-2014,408293,430854,265350,100787,1205301.0,24093,21529,27111,72733.0
19-03-2014,416226,445044,266288,101715,1229277.0,24474,21819,26990,73283.0
20-03-2014,405955,428130,267964,99841,1201899.0,24319,21218,26551,72088.0
21-03-2014,386765,392354,253713,96521,1129369.0,23317,20624,25260,69201.0
22-03-2014,375099,360471,228498,83670,1047745.0,20559,18232,22808,61599.0
23-03-2014,367938,363771,224785,82206,1038701.0,20376,18104,22275,60755.0
24-03-2014,391579,413079,234704,96990,1136359.0,23185,21251,26346,70782.0
25-03-2014,386337,415927,235371,98477,1136132.0,23750,21548,26390,71688.0
26-03-2014,396714,431806,236297,101169,1165995.0,23074,20857,26700,70631.0
27-03-2014,389129,420067,237083,100640,1146935.0,23026,20506,25607,69139.0
28-03-2014,363674,389045,239878,96407,1089018.0,22574,20065,25033,67672.0
29-03-2014,340592,348076,222275,82498,993445.0,20398,17981,22574,60953.0
30-03-2014,321453,332100,208105,76694,938368.0,18981,16827,21161,56969.0
31-03-2014,365261,401511,238829,95555,1101164.0,22865,20481,26325,69671.0
01-04-2014,370354,408721,241327,98423,1118837.0,23631,20592,27025,71248.0
02-04-2014,373772,405219,239417,98800,1117219.0,23551,20769,27697,72017.0
03-04-2014,370593,402780,235651,97647,1106681.0,23825,20604,27809,72238.0
04-04-2014,367412,396080,241200,96654,1101347.0,23122,20511,26466,70099.0
05-04-2014,359660,363951,223863,86723,1034208.0,20510,18252,23136,61898.0
06-04-2014,345780,346871,216175,83274,992111.0,20372,17639,22697,60708.0
07-04-2014,350049,392338,235618,96125,1074141.0,23281,20840,26751,70872.0
08-04-2014,353183,396266,230838,97441,1077747.0,22182,20834,27108,70124.0
09-04-2014,368900,411922,230517,97819,1109174.0,22439,20943,26982,70364.0
10-04-2014,376233,414770,232315,96953,1120282.0,22810,19797,27502,70109.0
11-04-2014,361898,386639,238851,93529,1080928.0,22662,19453,26356,68471.0
12-04-2014,350611,345939,218087,82027,996672.0,19609,17466,23746,60821.0
13-04-2014,335659,343632,212096,81346,972739.0,19414,16624,22733,58771.0
14-04-2014,358299,379797,230259,94933,1063290.0,21857,19608,26553,68018.0
15-04-2014,358742,382295,232603,92322,1065969.0,22035,19982,26621,68638.0
16-04-2014,349392,385322,235572,88136,1058432.0,22068,19857,26639,68564.0
17-04-2014,335431,369630,233903,78269,1017237.0,21786,19543,26387,67716.0
18-04-2014,321718,334673,213177,77019,946593.0,18439,17032,25695,61166.0
19-04-2014,312451,313467,210138,74318,910385.0,17914,16633,23254,57801.0
20-04-2014,297582,295651,199748,70199,863189.0,17276,15388,18800,51464.0
21-04-2014,298576,304114,199118,73283,875165.0,20219,15974,19777,55970.0
22-04-2014,317429,340931,215665,87714,961741.0,20449,17463,24723,62635.0
23-04-2014,316793,363109,220900,91625,992435.0,20347,18610,24909,63866.0
24-04-2014,327210,371681,221587,93805,1014288.0,20753,18768,24797,64318.0
25-04-2014,327866,354070,223985,87804,993733.0,21028,18583,24951,64562.0
26-04-2014,299753,310856,204979,75543,891139.0,19228,15959,22643,57830.0
27-04-2014,286214,301939,198989,73963,861113.0,18475,15256,21648,55379.0
28-04-2014,313495,343328,219202,88220,964253.0,20488,18029,25070,63587.0
29-04-2014,322653,349070,218854,88656,976053.0,20298,18430,25400,64128.0
30-04-2014,333832,355896,223651,88390,1001773.0,20148,18171,23855,62174.0
01-05-2014,320652,320653,209649,83573,934534.0,18561,16349,21598,56508.0
02-05-2014,330314,345769,222696,84949,983734.0,19384,16514,23557,59455.0
03-05-2014,318701,320251,214370,75826,929153.0,18222,15703,21683,55608.0
04-05-2014,312879,319521,209423,75059,916883.0,18403,15506,20587,54496.0
05-05-2014,340265,367090,226074,91015,1024453.0,21826,16589,24834,63249.0
06-05-2014,340055,371632,220896,91835,1024421.0,21876,18912,25562,66350.0
07-05-2014,345265,377052,221038,92689,1036054.0,21616,19997,26289,67902.0
08-05-2014,348649,370675,223089,92751,1035171.0,21319,19368,26191,66878.0
09-05-2014,338482,355896,225160,89332,1008882.0,20961,19061,25631,65653.0
10-05-2014,305134,311957,203121,78655,898871.0,18233,17534,22707,58474.0
11-05-2014,290194,308838,192470,77950,870475.0,17611,15824,21770,55205.0
12-05-2014,321520,345759,213332,92103,972725.0,19886,18687,25936,64509.0
13-05-2014,326398,343714,211742,92922,974786.0,21040,18828,25750,65618.0
14-05-2014,327869,350709,212794,93959,985332.0,20392,18713,25608,64713.0
15-05-2014,329225,346000,217471,90926,984285.0,20188,18512,25073,63773.0
16-05-2014,310852,321248,216775,76505,925389.0,20265,17934,25135,63334.0
17-05-2014,270742,281104,193155,73887,818892.0,17441,15623,22035,55099.0
18-05-2014,270820,280733,180018,74417,805988.0,16799,15219,21909,53927.0
19-05-2014,289712,331187,198862,89476,909246.0,19633,18593,25303,63529.0
20-05-2014,290649,324870,195014,89139,899684.0,19617,19121,26188,64926.0
21-05-2014,287503,322124,197237,90156,897031.0,19675,18987,26137,64799.0
22-05-2014,287714,322343,199384,90824,900271.0,19703,19012,25807,64522.0
23-05-2014,284930,318296,197001,88638,888864.0,19442,18889,25212,63543.0
24-05-2014,266867,277910,179960,74808,799548.0,16839,16043,22877,55759.0
25-05-2014,265915,274254,175304,73971,789441.0,16355,15939,21726,54020.0
26-05-2014,291923,321513,196947,89055,899452.0,18880,18257,24752,61889.0
27-05-2014,285470,326180,200673,91019,903347.0,19597,17970,24994,62561.0
28-05-2014,282126,341213,207641,91473,922456.0,20123,17740,24873,62736.0
29-05-2014,266131,301777,193423,76465,837806.0,20507,18191,24999,63697.0
30-05-2014,276108,305970,200886,80455,863425.0,19917,17689,24548,62154.0
31-05-2014,263713,282630,186152,73075,805574.0,16999,15386,21528,53913.0
01-06-2014,259650,283517,180981,74558,798717.0,16449,14951,20578,51978.0
02-06-2014,281176,328343,201866,90441,901837.0,19492,17865,24560,61917.0
03-06-2014,274649,335153,204507,92094,906406.0,19701,18417,24902,63020.0
04-06-2014,273479,333239,202400,91693,900809.0,19887,18352,25035,63274.0
05-06-2014,275737,319648,204133,81683,881204.0,19802,18497,24990,63289.0
06-06-2014,273320,276087,203487,84768,835629.0,19739,18572,24952,63263.0
07-06-2014,254390,264234,183515,73364,775522.0,16786,15669,21985,54440.0
08-06-2014,244707,265342,177924,70580,758555.0,16016,15029,21277,52322.0
09-06-2014,252468,314014,199037,73714,839247.0,18821,17893,24868,61582.0
10-06-2014,277870,318469,197544,90460,884358.0,19106,18045,25238,62389.0
11-06-2014,279871,322851,195886,92816,891999.0,18598,18314,25421,62333.0
12-06-2014,281497,318915,197268,91251,888940.0,19295,18432,25876,63603.0
13-06-2014,283514,318964,197131,90413,890032.0,19079,18037,25343,62459.0
14-06-2014,264764,281285,181315,76360,803736.0,16644,15617,22496,54757.0
15-06-2014,261823,276385,175796,75182,789194.0,15970,14749,21687,52406.0
16-06-2014,289385,327077,191177,91350,898993.0,18796,17394,24808,60998.0
17-06-2014,291578,332804,194666,92169,911226.0,19358,17556,24925,61839.0
18-06-2014,289352,326599,184961,93337,894253.0,19773,18066,24968,62807.0
19-06-2014,285255,315798,176769,93984,871820.0,19807,17841,25288,62936.0
20-06-2014,286312,271420,160148,90591,808479.0,19122,17872,24751,61745.0
21-06-2014,272776,264922,156412,75971,770085.0,16522,15886,22316,54724.0
22-06-2014,267008,270945,160941,76953,775850.0,16205,15138,21092,52435.0
23-06-2014,290771,324872,185879,90332,891414.0,15313,14388,22703,52404.0
24-06-2014,287880,322931,198703,91205,900729.0,15177,13786,20893,49856.0
25-06-2014,288688,324928,202879,91263,907773.0,18616,17145,24729,60490.0
26-06-2014,287870,328874,202202,91433,910386.0,19329,17807,25568,62704.0
27-06-2014,284121,316099,202326,89091,891647.0,19163,17936,25432,62531.0
28-06-2014,263949,286821,188234,75590,814600.0,16691,15908,22555,55154.0
29-06-2014,257740,282649,182570,73564,796531.0,16715,15564,22068,54347.0
30-06-2014,283032,322961,200533,88392,894928.0,18934,18179,25942,63055.0
01-07-2014,278655,319643,203872,89942,892117.0,19665,18376,26962,65003.0
02-07-2014,275364,311807,203179,90375,880743.0,19123,17985,28105,65213.0
03-07-2014,273663,310497,201103,91766,877035.0,18392,17925,25810,62127.0
04-07-2014,270592,302771,200418,87144,860938.0,18612,17866,25773,62251.0
05-07-2014,250442,262278,182713,75565,771008.0,16340,16050,22785,55175.0
06-07-2014,243547,257578,178110,73730,752965.0,15984,15946,21920,53850.0
07-07-2014,265606,297067,195678,88253,846610.0,18789,18499,26341,63629.0
08-07-2014,263829,297692,194952,88835,845327.0,18688,19075,26971,64734.0
09-07-2014,258749,295144,192705,90129,836735.0,18530,18875,26729,64134.0
10-07-2014,259388,289523,189886,89641,828451.0,18216,18621,26516,63353.0
11-07-2014,255252,278276,190386,85528,809447.0,17864,17893,25405,61162.0
12-07-2014,240679,255697,177758,73355,748273.0,15703,15637,22923,54263.0
13-07-2014,234288,260286,177282,72000,743862.0,15730,15609,22383,53722.0
14-07-2014,255226,280497,193236,83239,812203.0,18020,17938,25601,61559.0
15-07-2014,253623,273111,193329,81065,801140.0,18289,18168,26382,62839.0
16-07-2014,254124,271990,191700,79100,796918.0,18367,18202,26412,62981.0
17-07-2014,257741,273778,191276,79481,802281.0,18345,18294,26409,63048.0
18-07-2014,256706,271697,192720,78156,799290.0,17888,18308,25940,62136.0
19-07-2014,238777,246521,180915,71282,737509.0,16064,16108,23247,55419.0
20-07-2014,231730,244418,177049,71161,724366.0,15425,15565,21544,52534.0
21-07-2014,249790,269079,194035,80576,793485.0,17819,18168,25689,61676.0
22-07-2014,252101,271637,191990,82010,797749.0,17988,18300,26169,62457.0
23-07-2014,252057,274086,194923,81601,802683.0,18376,18445,25982,62803.0
24-07-2014,250358,274193,195688,81963,802230.0,18462,18399,26488,63349.0
25-07-2014,252885,271593,193207,81522,799210.0,18287,18536,26787,63610.0
26-07-2014,241516,255577,179003,74257,750361.0,16200,16451,23930,56581.0
27-07-2014,235677,250700,172380,73165,731931.0,15864,15975,23183,55022.0
28-07-2014,255350,280788,189553,84549,810250.0,18558,18761,27172,64491.0
29-07-2014,256362,278041,190204,85141,809760.0,18937,19119,27775,65831.0
30-07-2014,257348,280303,191290,85349,814305.0,19156,19244,27411,65811.0
31-07-2014,254840,275260,190128,85406,805634.0,18869,18955,27780,65604.0
01-08-2014,255635,273772,191960,84056,805436.0,18637,18336,27274,64247.0
02-08-2014,242076,252425,180020,75352,749884.0,16505,16320,24203,57028.0
03-08-2014,237699,254697,174384,75477,742261.0,16322,16557,23326,56205.0
04-08-2014,259090,296841,197508,88274,841718.0,19261,19411,27139,65811.0
05-08-2014,259910,303811,198059,90334,852127.0,19400,19460,27242,66102.0
06-08-2014,264727,304192,197123,89117,855176.0,19577,19526,27284,66387.0
07-08-2014,265539,298906,199383,89908,853750.0,19550,19432,27754,66736.0
08-08-2014,262240,297297,201096,87158,847806.0,19039,19013,27696,65748.0
