Date,NO,SE,FI,DK,Nordic,EE,LV,LT,Baltic
01-01-2017,386494,374228,239140,74998,1074866.0,19593,16675,22583,58851.0
02-01-2017,456079,478835,272174,95738,1302829.0,24814,20385,29008,74207.0
03-01-2017,462886,497661,286127,96636,1343323.0,26840,21976,30592,79408.0
04-01-2017,477197,514413,305396,96926,1393940.0,28925,23111,31097,83133.0
05-01-2017,514575,575948,324598,107769,1202760.0,30777,24642,32940,88359.0
06-01-2017,497030,544262,314774,106805,1462883.0,31106,25091,35267,91464.0
07-01-2017,437705,489759,281922,90743,1300141.0,28470,22879,32600,83949.0
08-01-2017,434056,473074,256885,89232,766072.0,26006,21420,30864,78290.0
09-01-2017,443353,480671,266846,99779,1243463.0,27898,24023,34118,86039.0
10-01-2017,437960,486782,262976,100724,1288450.0,27777,24082,34923,86782.0
11-01-2017,433004,488043,267486,98184,1276008.0,28848,24258,33767,86873.0
12-01-2017,447221,487602,272543,98487,1305869.0,29255,24064,33697,87016.0
13-01-2017,458897,490616,269410,100637,1270105.0,27936,23382,32442,83760.0
14-01-2017,445585,459927,252294,87555,1245371.0,24752,20631,29323,74706.0
15-01-2017,456571,474289,253914,87749,1272530.0,24220,19895,28310,72425.0
16-01-2017,496565,531345,280495,105442,1413852.0,27797,23236,33252,84285.0
17-01-2017,477768,521459,278695,107186,1385114.0,27726,23663,33827,85216.0
18-01-2017,451214,492719,267341,101873,1313152.0,27755,23566,33309,84630.0
19-01-2017,439731,470102,262050,99868,1271724.0,27078,23218,33667,83963.0
20-01-2017,425899,453460,270275,94502,1244147.0,26871,22777,32873,81484.0
21-01-2017,410782,434343,258550,86969,1190658.0,24020,20137,28776,72933.0
22-01-2017,416310,444216,248550,86663,1195744.0,23405,19690,27692,70787.0
23-01-2017,452287,478431,265932,100710,1297357.0,26730,22718,32500,81948.0
24-01-2017,460949,497432,275585,101153,1335125.0,27367,22923,32470,82760.0
25-01-2017,442765,482024,284006,102670,1311474.0,28068,23438,32345,83851.0
26-01-2017,435327,471860,269532,105649,1282383.0,27482,23464,33040,83986.0
27-01-2017,444319,479732,266179,98889,1240485.0,26443,22525,32597,81565.0
28-01-2017,422006,454459,255752,86864,1219093.0,23460,19859,28797,72116.0
29-01-2017,414945,453981,248815,85638,1155482.0,23204,19501,27675,70380.0
30-01-2017,444768,474485,267107,100904,1287269.0,26921,22980,32405,82306.0
31-01-2017,458923,488050,269272,101952,1318200.0,26900,22823,33513,83236.0
01-02-2017,461621,488887,273048,101531,1325088.0,26941,23112,33789,83842.0
02-02-2017,455099,486440,278094,101816,1321460.0,27504,23367,33352,84223.0
03-02-2017,443677,483034,276896,99163,1302781.0,26989,22686,32727,82402.0
04-02-2017,424338,441791,257188,87618,1210954.0,24046,20200,28675,72921.0
05-02-2017,421601,446285,256940,85587,1210426.0,23850,19785,27865,71500.0
06-02-2017,456472,496320,293047,99696,1345545.0,28384,23337,32447,84168.0
07-02-2017,485778,519812,308652,103555,1417808.0,30039,24470,33410,87919.0
08-02-2017,503789,529257,307226,105222,1445510.0,30103,24527,34370,89000.0
09-02-2017,509846,522069,309991,107571,1449493.0,29742,24464,34041,88247.0
10-02-2017,494166,506563,303957,102960,1407654.0,30035,24173,32885,87093.0
11-02-2017,461226,462033,282999,87531,1293798.0,26995,21495,29716,78206.0
12-02-2017,452183,470222,262228,86858,1271498.0,25397,20918,28942,75257.0
13-02-2017,471036,495732,266895,104804,1338475.0,27500,23726,33471,84697.0
14-02-2017,468301,466656,255242,103256,1293472.0,26147,22883,32006,81036.0
15-02-2017,469973,474481,264878,101582,1310929.0,26800,22867,32542,82209.0
16-02-2017,456801,475135,268191,98922,1299059.0,26800,22870,27854,77524.0
17-02-2017,440753,447964,263936,96027,1248524.0,26765,22527,29915,79207.0
18-02-2017,429026,423705,248239,82779,1183753.0,23245,19792,27499,70536.0
19-02-2017,401483,400183,244108,79764,1125545.0,23002,19065,25859,67926.0
20-02-2017,422715,444494,268612,93528,1229357.0,25599,21896,29972,77467.0
21-02-2017,430105,456504,273053,92149,1251820.0,26073,21887,30011,77971.0
22-02-2017,436896,464980,281384,93759,1277021.0,27265,22523,30734,80522.0
23-02-2017,448634,470301,276634,99140,1294720.0,25947,22284,30163,78394.0
24-02-2017,454354,474572,282002,94722,1305654.0,23605,21969,30672,76246.0
25-02-2017,438477,439058,267552,85695,1230789.0,23661,19833,26649,70143.0
26-02-2017,413138,420799,262270,83266,1179482.0,23711,19523,25770,69004.0
27-02-2017,431566,459116,280097,94248,1265038.0,26166,22193,30602,78961.0
28-02-2017,428699,451467,266138,95272,1241586.0,25514,21687,29506,76707.0
01-03-2017,431775,452847,258372,99646,1242655.0,25900,22365,30216,78481.0
02-03-2017,444472,452134,258381,100540,1207615.0,25647,21851,30097,77595.0
