Date,NO,SE,FI,DK,Nordic,EE,LV,LT,Baltic
17-03-2016,405368,419094,243512,97493,1165474.0,24233,21438,29238,74909.0
18-03-2016,400956,422946,259612,95906,1179428.0,25232,21496,28811,75539.0
19-03-2016,380304,390902,248080,84016,1103310.0,22644,19813,26062,68519.0
20-03-2016,370330,383039,240833,80381,1074591.0,22278,19051,26433,67762.0
21-03-2016,398527,425544,256813,92992,1173883.0,25449,21723,29898,77070.0
22-03-2016,400994,437297,258644,95507,1192454.0,25843,21580,30191,77615.0
23-03-2016,391740,434060,258809,93095,1177716.0,25725,21792,29733,77250.0
24-03-2016,384749,426530,255144,83431,1149862.0,25328,21270,29364,75963.0
25-03-2016,369413,380150,237530,80531,1067638.0,22007,18958,29198,70163.0
26-03-2016,364164,346679,229666,77793,1018309.0,21272,18592,25980,65844.0
27-03-2016,332959,332901,208595,74316,948777.0,19676,16624,20389,56689.0
28-03-2016,360194,347598,217983,77220,1003010.0,22972,17615,21549,62136.0
29-03-2016,387546,391952,232154,91154,1102815.0,23160,20131,26651,69942.0
30-03-2016,396496,414001,237681,96638,1144819.0,23508,20542,28109,72159.0
31-03-2016,408522,408392,239352,94035,1150300.0,23883,20497,27793,72173.0
01-04-2016,403785,406031,241166,92224,1143218.0,23831,20942,27482,72255.0
02-04-2016,375946,364147,226319,78950,1045364.0,20470,18392,23868,62730.0
03-04-2016,363477,347825,219606,79225,1010146.0,20342,17518,22932,60792.0
04-04-2016,381742,389988,235478,92972,1100188.0,23136,19840,26550,69526.0
05-04-2016,377497,391587,235541,95510,1100141.0,23294,20062,27112,70468.0
06-04-2016,374400,391785,232564,92266,1091022.0,22792,20233,26666,69691.0
07-04-2016,377581,391218,228787,94436,1092035.0,22847,20038,26808,69693.0
08-04-2016,382171,388296,231276,90316,1092071.0,22545,19762,26363,68670.0
09-04-2016,361415,352232,221031,79226,1013834.0,19435,17481,23655,60571.0
10-04-2016,350906,352894,210930,76723,991464.0,19041,16906,22511,58458.0
11-04-2016,368365,387272,227258,90471,1073378.0,21964,19376,26702,68042.0
12-04-2016,368055,384432,223208,92953,1068655.0,21377,19815,27538,68730.0
13-04-2016,369462,386631,226051,93407,1075551.0,21312,19955,28346,69613.0
14-04-2016,372080,394980,231397,93478,1091947.0,22033,20350,27679,70062.0
15-04-2016,376589,384210,237431,90701,1088925.0,22192,19650,26307,68149.0
16-04-2016,345308,350059,213187,79779,988345.0,18902,17378,23330,59610.0
17-04-2016,344272,352620,205215,76967,979089.0,18694,17022,23195,58911.0
18-04-2016,365683,387634,223782,91849,1068957.0,21987,19580,26567,68134.0
19-04-2016,364708,391699,226544,91277,1074239.0,22145,19919,27672,69736.0
20-04-2016,361492,388575,228321,90808,1069197.0,22569,20018,27573,70160.0
21-04-2016,357622,386412,230604,88488,1063136.0,22544,19831,27127,69502.0
22-04-2016,364827,381381,233463,76827,1056510.0,22161,19615,27330,69106.0
23-04-2016,356602,357337,218337,75994,1008274.0,19972,17454,24723,62149.0
24-04-2016,354123,362888,212676,77499,1007198.0,20123,17607,24117,61847.0
25-04-2016,380170,409792,229162,93038,1112174.0,22709,19968,27916,70593.0
26-04-2016,374026,401987,232276,93752,1102046.0,23907,20494,28746,73147.0
27-04-2016,368243,400931,225060,93969,1088216.0,22930,19677,27687,70294.0
28-04-2016,368944,407842,225122,94392,1096305.0,22640,19820,27930,70390.0
29-04-2016,364091,377394,221887,89478,1052861.0,21799,19413,27145,68357.0
30-04-2016,350768,338573,204036,77928,971302.0,18254,16900,24270,59424.0
01-05-2016,330920,319866,192603,76141,919536.0,17303,15951,22726,55980.0
02-05-2016,358319,359269,211486,88223,1017309.0,20591,18723,26664,65978.0
03-05-2016,347486,354476,204590,89696,996254.0,20947,18409,26959,66315.0
04-05-2016,341193,350551,208583,88445,988786.0,20883,16232,26426,63541.0
05-05-2016,314943,313800,194031,74685,897454.0,20964,18175,26069,65208.0
06-05-2016,318941,322307,198081,75115,914458.0,20712,18357,26224,65293.0
07-05-2016,293109,298385,188132,68772,848410.0,17624,16368,23528,57520.0
08-05-2016,279707,285256,179879,68501,813350.0,17014,15772,22993,55779.0
09-05-2016,306743,308582,196250,83982,895399.0,20201,18726,26761,65688.0
10-05-2016,309100,313217,194501,86656,903484.0,20542,18943,26991,66476.0
11-05-2016,308294,323557,193657,86421,911931.0,20073,18546,26665,65284.0
12-05-2016,314722,332184,200399,86762,934080.0,20256,18526,26126,64908.0
13-05-2016,327572,331071,203585,83370,945608.0,19947,18363,25933,64243.0
14-05-2016,307949,310503,191585,71600,881642.0,17580,16624,24246,58450.0
15-05-2016,295950,313666,186582,70310,866508.0,16956,16037,22920,55913.0
16-05-2016,302955,356596,204565,71210,935340.0,19741,18604,25881,64226.0
17-05-2016,298936,341370,203181,83736,927235.0,20338,18827,26790,65955.0
18-05-2016,328944,342897,206680,88847,967376.0,20746,19082,26530,66358.0
19-05-2016,326006,338564,205510,89758,959848.0,20753,19000,26238,65991.0
20-05-2016,323766,323825,204969,85999,938563.0,20473,18515,25877,64865.0
21-05-2016,294657,286401,185515,73813,840394.0,17628,16294,23009,56931.0
22-05-2016,287595,282950,178091,71089,819738.0,17094,15925,22983,56002.0
23-05-2016,315725,322167,194216,87592,919711.0,19989,18814,25562,64365.0
24-05-2016,321978,317341,192624,88218,920175.0,20153,19083,23890,63126.0
25-05-2016,315910,335122,191145,85644,927824.0,20008,18902,25839,64749.0
26-05-2016,310851,342528,195415,87136,935932.0,20328,19357,25843,65528.0
27-05-2016,300454,333193,199358,83637,916649.0,19597,18599,25274,63470.0
28-05-2016,273517,289924,183407,71554,818410.0,16845,16384,22854,56083.0
29-05-2016,268643,286781,178489,70206,804122.0,16263,16163,22499,54925.0
30-05-2016,289864,327584,200549,86238,904243.0,19394,19197,26402,64993.0
31-05-2016,285399,328301,199196,87617,900521.0,20012,19588,26842,66442.0
01-06-2016,281953,324785,200342,88725,895814.0,19881,19669,26918,66468.0
02-06-2016,281084,317776,201897,89916,890680.0,19487,19572,27116,66175.0
03-06-2016,277482,312133,200737,87156,877510.0,19411,19032,26970,65413.0
04-06-2016,263593,277115,181272,75369,797356.0,16575,16209,22999,55783.0
05-06-2016,257856,271598,180976,72913,783352.0,16559,15281,21402,53242.0
06-06-2016,283434,286079,204899,87962,862377.0,19405,17732,25344,62481.0
07-06-2016,286956,323294,201416,89485,901151.0,19707,17971,26503,64181.0
08-06-2016,290453,327344,202259,88596,908665.0,19748,18443,26914,65105.0
09-06-2016,298282,332588,205912,88596,925383.0,19382,17928,26407,63717.0
10-06-2016,297080,323899,207875,84142,913000.0,19545,17841,26513,63899.0
11-06-2016,275518,292787,191232,73358,832899.0,17564,15898,23164,56626.0
12-06-2016,268582,284646,186610,72227,812077.0,16781,15106,22552,54439.0
13-06-2016,292171,323652,204961,86823,907610.0,19498,17472,26711,63681.0
14-06-2016,287636,322574,202757,89451,902430.0,19361,18018,27021,64400.0
15-06-2016,289235,322197,199498,91167,902107.0,19596,18440,28085,66121.0
16-06-2016,289033,318358,199464,91728,898590.0,20201,18803,28025,67029.0
17-06-2016,286887,312618,202660,86753,888929.0,19599,18607,27305,65511.0
18-06-2016,270243,278061,186804,72637,807752.0,16778,16356,23010,56144.0
19-06-2016,270288,277443,177231,70893,795863.0,16628,15844,22629,55101.0
20-06-2016,298952,318220,187668,86407,891249.0,19214,18866,26619,64699.0
21-06-2016,292018,319127,185711,88499,885356.0,19327,18872,26963,65162.0
22-06-2016,290972,315614,177902,88942,873438.0,18217,18109,27091,63417.0
23-06-2016,285483,309045,174657,89403,858594.0,15430,15100,26607,57137.0
24-06-2016,284163,267002,157607,86510,795287.0,15132,14330,23460,52922.0
25-06-2016,263404,247689,153142,75449,739690.0,15863,15875,23609,55347.0
26-06-2016,260543,263429,154385,71215,749582.0,16146,16456,23652,56254.0
27-06-2016,281135,306713,178234,86491,852589.0,18853,18308,26709,63870.0
28-06-2016,286328,310519,191499,88268,876619.0,18644,17955,26609,63208.0
29-06-2016,286445,317971,193989,89368,887779.0,18995,18153,27432,64580.0
30-06-2016,287118,318962,196310,87572,889974.0,19090,18825,27638,65553.0
01-07-2016,280443,304650,198725,83823,867645.0,19055,18881,27038,64974.0
02-07-2016,265332,269840,183556,69920,788654.0,16541,16793,23869,57203.0
03-07-2016,263025,271836,179911,70875,785653.0,16205,15990,23071,55266.0
04-07-2016,284320,308342,200638,82929,876242.0,19133,18042,25193,62368.0
05-07-2016,292815,313522,201307,87015,894663.0,19301,18029,25480,62810.0
06-07-2016,285134,308119,200788,83621,877670.0,19330,18074,22891,60295.0
07-07-2016,284552,308933,201201,82616,877317.0,19680,17936,25433,63049.0
08-07-2016,275812,299617,199401,82974,857805.0,19248,17497,25282,62027.0
09-07-2016,257878,263822,184190,68805,774705.0,16728,15530,23146,55404.0
10-07-2016,252069,266151,178854,70698,767780.0,16272,15058,22048,53378.0
11-07-2016,268619,292664,193714,82185,837196.0,18755,17994,26148,62897.0
12-07-2016,267984,292766,190774,81325,832861.0,18303,18341,26706,63350.0
13-07-2016,267027,292076,191991,80424,831534.0,18597,18100,26845,63542.0
14-07-2016,270332,292421,192164,82858,837776.0,18921,18003,26922,63846.0
15-07-2016,269633,281519,197903,77546,826613.0,19023,17706,26275,63004.0
16-07-2016,254837,256841,182674,67449,761810.0,16132,15589,23512,55233.0
17-07-2016,250387,256177,177546,65947,750061.0,15905,15143,23269,54317.0
18-07-2016,268649,279796,195057,75238,818741.0,18403,17712,26609,62724.0
19-07-2016,270501,276201,192953,76563,816227.0,18755,17886,27113,63754.0
20-07-2016,261354,279454,190037,77168,808022.0,18743,17941,27094,63778.0
21-07-2016,260624,275908,189751,76183,802469.0,18665,18221,27726,64612.0
22-07-2016,259343,274305,194436,76122,804208.0,18710,18002,27639,64351.0
23-07-2016,246377,263247,183618,68918,762169.0,16539,15971,24559,57069.0
24-07-2016,241335,248978,179076,67956,737355.0,16156,15777,23989,55922.0
25-07-2016,259968,277285,193861,77477,808601.0,18685,18694,27790,65169.0
26-07-2016,258588,267377,192409,76136,794525.0,19143,19014,28494,66651.0
27-07-2016,262183,272356,194064,76498,805101.0,19275,19058,27760,66093.0
28-07-2016,264372,271671,192893,77091,806029.0,19167,19229,28115,66511.0
29-07-2016,265817,273084,195995,77101,812003.0,18823,18419,27302,64544.0
30-07-2016,252068,251038,183616,69084,755819.0,16522,16232,24473,57227.0
31-07-2016,247078,245982,177429,67224,737725.0,16157,15673,23953,55783.0
01-08-2016,269364,273834,195618,77434,816255.0,18906,18299,27220,64425.0
02-08-2016,274864,273873,198116,79559,826416.0,19215,18082,26989,64286.0
03-08-2016,274067,281007,193870,81716,830671.0,19402,18367,27377,65146.0
04-08-2016,273508,285114,197272,80959,836862.0,19500,18579,27459,65538.0
05-08-2016,271563,278046,200187,78299,828110.0,19505,18787,27759,66051.0
06-08-2016,258023,253598,186961,68446,767038.0,17066,16586,24505,58157.0
07-08-2016,257926,256348,182090,70212,766583.0,16468,15401,22904,54773.0
08-08-2016,278378,289996,197737,83598,849722.0,19645,18381,26707,64733.0
09-08-2016,289140,301772,202478,83724,877114.0,20117,18655,28644,67416.0
10-08-2016,297614,308017,205096,86960,897703.0,20080,18321,28253,66654.0
11-08-2016,300164,305919,207400,87879,901372.0,20051,18264,27811,66126.0
12-08-2016,299105,303538,203202,84887,890745.0,19906,18185,27724,65815.0
13-08-2016,272851,277007,190818,71560,812233.0,17561,16478,25133,59172.0
14-08-2016,261713,276054,185289,71028,794084.0,17232,15907,23780,56919.0
15-08-2016,287600,319335,205246,86128,898320.0,20020,18362,23605,61987.0
16-08-2016,290514,322289,204576,88816,906213.0,21060,18771,27288,67119.0
17-08-2016,288559,326016,204910,89349,908842.0,20739,18925,28021,67685.0
18-08-2016,285523,331200,204757,88664,910155.0,20647,18790,28264,67701.0
19-08-2016,280003,322261,203675,87280,893231.0,20215,18644,28162,67021.0
20-08-2016,265576,279236,188678,76990,810492.0,17262,16678,25695,59635.0
21-08-2016,261260,283436,184848,74548,804108.0,17119,16476,24696,58291.0
22-08-2016,287327,320648,203679,89230,900893.0,20603,19066,29156,68825.0
23-08-2016,289967,317442,202333,90528,900282.0,20445,18924,29203,68572.0
24-08-2016,288899,321420,201680,89928,901946.0,20749,18869,28841,68459.0
25-08-2016,291458,320986,208868,90537,911855.0,20728,18807,29019,68554.0
26-08-2016,286811,312191,207600,85871,892489.0,20751,18824,28402,67977.0
27-08-2016,266528,273782,190429,72798,803542.0,17459,16655,25466,59580.0
28-08-2016,273114,282638,186124,72977,814860.0,17124,15876,24858,57858.0
29-08-2016,295672,323169,208777,84986,912618.0,20201,18495,28733,67429.0
30-08-2016,297286,323699,206680,88141,915812.0,20531,18504,28348,67383.0
31-08-2016,294623,328417,205639,89715,918400.0,20421,18375,28920,67716.0
01-09-2016,291099,325906,209252,87826,914093.0,20205,18179,28683,67067.0
02-09-2016,291306,312605,207275,84137,895329.0,20244,17995,28485,66724.0
03-09-2016,269561,277570,193825,71612,812578.0,17954,16216,25108,59278.0
04-09-2016,269979,274910,186666,73590,805151.0,17311,15872,24561,57744.0
05-09-2016,294742,328863,203974,86739,914318.0,20548,18365,27881,66794.0
06-09-2016,295982,327798,208871,88065,920726.0,20737,18730,28249,67716.0
07-09-2016,289287,328462,206493,90797,915042.0,20835,18963,28521,67390.0
08-09-2016,289101,325071,206553,89201,909929.0,20676,18946,29224,68846.0
09-09-2016,283194,322135,211067,86426,902825.0,20662,18552,28600,67814.0
10-09-2016,267677,283819,196530,72729,820759.0,17599,16491,9968,44058.0
11-09-2016,261294,278092,187340,71181,797911.0,17124,16321,24990,58435.0
12-09-2016,290053,331614,206274,86822,914783.0,20128,18784,28571,67483.0
13-09-2016,290615,334176,209366,89596,924001.0,20626,18866,28502,67994.0
14-09-2016,287844,329816,208976,89458,916096.0,20793,18777,28443,68013.0
15-09-2016,287735,328364,208497,89504,914115.0,15811,18891,28455,63157.0
16-09-2016,286128,319638,210389,84665,900826.0,20597,18795,28196,67588.0
17-09-2016,270760,292765,196162,72648,832344.0,17742,16584,24915,59241.0
18-09-2016,266523,294548,189861,72065,823008.0,17425,16243,23961,57629.0
19-09-2016,293157,332576,211043,87731,892529.0,20782,19011,27598,67391.0
20-09-2016,293337,329642,213843,88839,925671.0,20714,19431,27466,67611.0
21-09-2016,296836,333858,214930,89744,935384.0,20608,19577,27252,67437.0
22-09-2016,295295,337674,214089,88228,935302.0,21085,19785,27926,68796.0
23-09-2016,296842,324818,218609,84484,924767.0,21613,19403,27636,68652.0
24-09-2016,285412,292937,201636,72640,852640.0,18719,17059,24278,60056.0
25-09-2016,269976,283937,191737,69693,815350.0,18154,16433,23613,58200.0
26-09-2016,295629,332779,210505,87928,896233.0,21287,19149,27449,67885.0
27-09-2016,305623,332907,211537,87711,937784.0,21977,19498,28443,69918.0
28-09-2016,303045,336416,215299,85272,940024.0,22400,19865,28323,70588.0
29-09-2016,307471,337834,216134,85817,947263.0,22087,19555,28007,69649.0
30-09-2016,309556,329179,215072,83263,937069.0,21531,19138,27299,67968.0
01-10-2016,298197,301364,199947,74754,874267.0,18315,16669,24225,58361.0
02-10-2016,298245,303497,199026,74540,875291.0,18163,16898,23854,58915.0
03-10-2016,329580,349519,222410,86948,988469.0,21002,19412,27874,68288.0
04-10-2016,337424,360465,225739,88875,1012421.0,22086,19522,27494,69102.0
05-10-2016,338051,366611,230314,87829,1022813.0,22230,20092,28744,71066.0
06-10-2016,340413,363297,234128,87713,1025555.0,22377,20349,29197,71923.0
07-10-2016,331478,355748,232892,85569,1005701.0,22451,20327,29716,72494.0
08-10-2016,317484,330475,215363,73781,937104.0,20093,18142,26472,64707.0
09-10-2016,327121,336672,212218,74967,950985.0,19442,17816,25685,62943.0
10-10-2016,359162,372771,233728,90304,1055974.0,22836,20498,29635,72969.0
11-10-2016,366466,381989,236416,92942,1077829.0,23399,19961,29848,73208.0
12-10-2016,370974,393196,237427,93328,1094936.0,23660,20924,30119,74703.0
13-10-2016,376316,391857,243132,91721,1103040.0,24219,21251,29782,75252.0
14-10-2016,382178,385097,245367,84569,1097224.0,24171,21135,30745,76051.0
15-10-2016,358420,345051,225356,74743,1003570.0,20695,18260,26134,65089.0
16-10-2016,350804,347901,216249,77504,992459.0,20136,17640,25363,63139.0
17-10-2016,365822,386618,236138,91023,1079613.0,23567,20655,29479,73701.0
18-10-2016,359870,381460,234223,93430,1068989.0,23891,20776,29789,74456.0
19-10-2016,355211,376359,238229,92360,1062172.0,24110,21003,29764,74877.0
20-10-2016,364864,380442,241491,89343,1076142.0,24364,21211,29699,75274.0
21-10-2016,371255,378179,244433,87940,1081807.0,24757,21135,29852,75744.0
22-10-2016,360796,360443,231991,78998,1032231.0,21835,18818,26376,67029.0
23-10-2016,362628,362513,223990,79407,1028542.0,20636,18245,25537,64418.0
24-10-2016,383584,402180,242551,93908,1121446.0,24021,21290,30067,75378.0
25-10-2016,386297,411157,243614,96759,1137222.0,25043,21826,30665,77534.0
26-10-2016,383776,410335,249265,95995,1139379.0,25075,21670,30524,77269.0
27-10-2016,365180,389752,245106,92662,1092713.0,24363,21301,30137,75801.0
28-10-2016,362022,371155,236620,86139,1055944.0,23902,20914,29760,74576.0
29-10-2016,352849,351925,226444,75141,1006366.0,20742,17984,25422,64148.0
30-10-2016,368317,367756,230247,81904,1048237.0,21289,18229,25647,65165.0
31-10-2016,372921,404948,245740,94622,1118235.0,24387,20960,28031,73378.0
01-11-2016,382704,404795,252961,90306,1130774.0,25336,22029,24911,72276.0
02-11-2016,399617,435800,257875,94838,1188137.0,26363,22105,29724,78192.0
03-11-2016,422774,441365,259402,99220,1222772.0,26728,22069,30735,79532.0
04-11-2016,425595,440933,262727,95971,1225232.0,26663,21799,30588,79050.0
05-11-2016,407357,399887,253844,84624,1145724.0,23654,19685,27124,70463.0
06-11-2016,415547,415519,256136,81700,1168913.0,23935,19761,26564,70260.0
07-11-2016,467350,485988,278957,99969,1332261.0,27667,22716,31299,81682.0
08-11-2016,480466,482725,276795,105178,1345168.0,27550,23013,30491,81054.0
09-11-2016,474625,487636,272932,105224,1340423.0,27560,23018,31524,82102.0
10-11-2016,471276,474571,274351,105891,1326100.0,27825,23059,31537,82421.0
11-11-2016,469368,470993,279178,101778,1321323.0,27534,22927,31394,81855.0
12-11-2016,436262,434499,262651,89448,1222870.0,24267,20171,28144,72582.0
13-11-2016,400395,421013,249464,87269,1158154.0,23542,19153,27048,69743.0
14-11-2016,413656,454338,268839,100426,1237269.0,27135,22226,30962,80323.0
15-11-2016,398959,436560,265843,99196,1200570.0,27207,22658,31428,81293.0
16-11-2016,405540,434391,257973,98604,1196513.0,26863,22689,31784,81336.0
17-11-2016,414668,427622,250634,97907,1190839.0,26284,22067,31159,79510.0
18-11-2016,418392,418899,252164,95514,1184979.0,25853,18819,29951,74623.0
19-11-2016,400771,392283,233025,85202,1111287.0,22106,18513,26849,67468.0
20-11-2016,401553,386093,226064,83465,1097184.0,22144,18727,25805,66676.0
21-11-2016,426939,415229,237839,97533,1177538.0,25105,22045,29703,76853.0
22-11-2016,419053,403116,238356,96941,1157469.0,25838,22555,30821,79214.0
23-11-2016,403273,404991,240868,96845,1145980.0,26267,22761,31437,80465.0
24-11-2016,421824,434709,248614,98171,1203328.0,26061,22303,31267,79631.0
25-11-2016,406954,438091,259363,93726,1198141.0,26356,21925,30750,79031.0
26-11-2016,380225,383556,240295,78698,1082787.0,22587,19332,26687,68606.0
27-11-2016,396318,409924,243655,79182,1129086.0,22782,18888,26214,67884.0
28-11-2016,446614,470575,269750,100777,1287725.0,27174,22271,31221,80666.0
29-11-2016,443307,448580,275972,100370,1267979.0,27798,22966,32611,83375.0
30-11-2016,441857,446207,259116,99306,1246506.0,27284,23037,31842,82163.0
01-12-2016,438223,450731,260310,98146,1247421.0,26897,22709,31604,81210.0
02-12-2016,443557,461226,268908,96785,1270480.0,27354,23010,32334,82698.0
03-12-2016,431512,449463,263235,86790,1231011.0,24846,20560,28444,73850.0
04-12-2016,412426,427305,265560,83005,1188309.0,24543,20090,27475,72108.0
05-12-2016,420212,446623,261837,96464,1181622.0,26703,22748,31260,78362.0
06-12-2016,446769,480319,269362,101390,1248007.0,28295,23050,32070,83415.0
07-12-2016,431296,468626,268725,99522,1222983.0,27998,23124,32395,83517.0
08-12-2016,403615,421202,257192,96755,1178774.0,27024,22708,31657,81389.0
09-12-2016,404229,415620,264866,93366,1178086.0,26368,22052,30571,78991.0
10-12-2016,396880,406249,265258,82572,1104724.0,24245,19855,28662,72762.0
11-12-2016,407569,424824,269357,83385,1185144.0,24703,19797,28166,72666.0
12-12-2016,449808,490750,290942,100449,1331954.0,28137,22903,32633,83673.0
13-12-2016,445258,472122,284256,102412,1304052.0,28029,23198,32708,83935.0
14-12-2016,463011,478510,279159,103181,1323874.0,27721,23073,32658,83452.0
15-12-2016,465759,502167,274425,102729,1345028.0,27584,23227,32710,83521.0
16-12-2016,441540,479866,276042,102815,1299246.0,26903,22753,31620,81276.0
17-12-2016,416105,431044,260361,89290,1196812.0,23948,20538,28603,73089.0
18-12-2016,418118,411819,247935,86756,1164628.0,23299,19912,27586,70797.0
19-12-2016,427577,436647,261551,100886,1226668.0,26108,22580,31435,80123.0
20-12-2016,420902,436094,252141,101203,1210345.0,25808,22564,32029,80401.0
21-12-2016,421776,451756,248937,98804,1221275.0,25747,22201,32182,29867.0
22-12-2016,424712,433159,244312,97180,1199375.0,25222,22473,32317,80012.0
23-12-2016,422260,416582,231496,90382,1160732.0,23946,21520,30891,76357.0
24-12-2016,392755,370574,215600,78741,1057683.0,21224,18710,25618,65552.0
25-12-2016,380751,371226,206729,79059,1037779.0,20305,17254,22895,60454.0
26-12-2016,393744,376151,212567,76749,1059226.0,20969,17979,23391,62339.0
