Period,Date,Hour,Demand Forecast
307,2020-04-17,10,48798.30218171215
307,2020-04-17,11,47712.96153893664
307,2020-04-17,12,46546.71941552829
307,2020-04-17,13,45322.69052023936
307,2020-04-17,14,44285.680632127616
307,2020-04-17,15,43675.24218735262
307,2020-04-17,16,43594.340706719784
307,2020-04-17,17,44412.811530264924
307,2020-04-17,18,45063.1753810665
307,2020-04-17,19,45217.62366227464
307,2020-04-17,20,45094.69543845592
307,2020-04-17,21,44472.6996393048
307,2020-04-17,22,42664.49901373205
307,2020-04-17,23,40308.90005816313
313,2020-04-10,0,39416.760646742936
313,2020-04-10,1,38229.328487114966
313,2020-04-10,2,37790.2779406979
313,2020-04-10,3,37698.47646281069
313,2020-04-10,4,37891.05999794364
313,2020-04-10,5,38404.94870568179
313,2020-04-10,6,39447.69375342232
313,2020-04-10,7,40799.76986795669
313,2020-04-10,8,42342.4338333221
313,2020-04-10,9,43300.36229823207
313,2020-04-10,10,43415.11414559107
313,2020-04-10,11,43103.78739449533
313,2020-04-10,12,42406.29573098277
313,2020-04-10,13,41685.853697998406
313,2020-04-10,14,41220.859255656695
313,2020-04-10,15,40960.4224542593
313,2020-04-10,16,41218.86357135479
313,2020-04-10,17,42106.9430856984
313,2020-04-10,18,43641.624313856235
313,2020-04-10,19,45082.50837982496
313,2020-04-10,20,45958.6137883572
313,2020-04-10,21,45690.194249752225
313,2020-04-10,22,44126.5755992169
313,2020-04-10,23,41901.38760260314
313,2020-04-11,0,41194.67707322157
313,2020-04-11,1,40043.73539390842
313,2020-04-11,2,39505.73946174063
313,2020-04-11,3,39263.43595030629
313,2020-04-11,4,39364.053510139194
313,2020-04-11,5,39786.03123556088
313,2020-04-11,6,40879.47716639807
313,2020-04-11,7,42797.371061988575
313,2020-04-11,8,44790.214772556654
313,2020-04-11,9,45879.553864217
313,2020-04-11,10,45624.9298352521
313,2020-04-11,11,44812.80238802935
313,2020-04-11,12,43747.077621635915
313,2020-04-11,13,42678.27272585983
313,2020-04-11,14,41867.1719884313
313,2020-04-11,15,41628.975316173804
313,2020-04-11,16,41964.70941888157
313,2020-04-11,17,43171.09342708223
313,2020-04-11,18,44765.57373749554
313,2020-04-11,19,45613.63602751576
313,2020-04-11,20,45894.95451113021
313,2020-04-11,21,45408.29406867309
313,2020-04-11,22,44083.83843413789
313,2020-04-11,23,41945.20193279151
313,2020-04-12,0,41423.44558159147
313,2020-04-12,1,40175.56192400213
313,2020-04-12,2,39714.1595632128
313,2020-04-12,3,39617.68452413867
313,2020-04-12,4,39820.07237784853
313,2020-04-12,5,40360.12286831787
313,2020-04-12,6,41455.95347519253
313,2020-04-12,7,42876.86301807787
313,2020-04-12,8,44498.063131214934
313,2020-04-12,9,45504.75919111894
313,2020-04-12,10,45625.3529899616
313,2020-04-12,11,45298.1767704928
313,2020-04-12,12,44565.176201875205
313,2020-04-12,13,43808.05687348907
313,2020-04-12,14,43319.389827744
313,2020-04-12,15,43045.6943364576
313,2020-04-12,16,43317.29254428586
313,2020-04-12,17,44250.5836831552
313,2020-04-12,18,45863.39466245973
313,2020-04-12,19,47377.633319232
313,2020-04-12,20,48298.34075735253
313,2020-04-12,21,48016.256132233604
313,2020-04-12,22,46373.03454278613
313,2020-04-12,23,44034.56348696747
313,2020-04-13,0,39295.60376608509
313,2020-04-13,1,38111.821464387926
313,2020-04-13,2,37674.120445273016
313,2020-04-13,3,37582.60114127626
313,2020-04-13,4,37774.59272466075
313,2020-04-13,5,38286.90187203389
313,2020-04-13,6,39326.44179243182
313,2020-04-13,7,40674.36197629708
313,2020-04-13,8,42212.28419345994
313,2020-04-13,9,43167.26823516522
313,2020-04-13,10,43281.667365161156
313,2020-04-13,11,42971.29755160695
313,2020-04-13,12,42275.9497962403
313,2020-04-13,13,41557.722214874455
313,2020-04-13,14,41094.15704463002
313,2020-04-13,15,40834.5207582914
313,2020-04-13,16,41092.16749454313
313,2020-04-13,17,41977.517283207395
313,2020-04-13,18,43507.481300022715
313,2020-04-13,19,44943.9364627544
313,2020-04-13,20,45817.34895089735
313,2020-04-13,21,45549.75446421119
313,2020-04-13,22,43990.94197113601
313,2020-04-13,23,41772.593624258145
313,2020-04-14,0,38626.63428343932
313,2020-04-14,1,37716.2386318448
313,2020-04-14,2,37480.091402968756
313,2020-04-14,3,37590.15097117795
313,2020-04-14,4,38307.14097378349
313,2020-04-14,5,40578.85594478109
313,2020-04-14,6,45426.81964347162
313,2020-04-14,7,49534.285470618735
313,2020-04-14,8,50301.496829591575
313,2020-04-14,9,49590.91806396909
313,2020-04-14,10,48739.29208471929
313,2020-04-14,11,47878.049249994896
313,2020-04-14,12,46983.68169085803
313,2020-04-14,13,46300.88495216214
313,2020-04-14,14,45574.27809408201
313,2020-04-14,15,45196.01511208146
313,2020-04-14,16,44892.54989488329
313,2020-04-14,17,45590.30618653966
313,2020-04-14,18,46523.14116757488
313,2020-04-14,19,47081.987324598274
313,2020-04-14,20,47091.60418007287
313,2020-04-14,21,46241.04674032024
313,2020-04-14,22,43973.60592731136
313,2020-04-14,23,41323.627974313225
313,2020-04-15,0,36642.38911757424
313,2020-04-15,1,35874.68449487004
313,2020-04-15,2,35609.2925656968
313,2020-04-15,3,35681.48730505044
313,2020-04-15,4,36396.31690738296
313,2020-04-15,5,38558.0917787328
313,2020-04-15,6,43416.49268903832
313,2020-04-15,7,47277.3860034858
313,2020-04-15,8,48125.41998406236
313,2020-04-15,9,47411.60720904468
313,2020-04-15,10,46533.06840902292
313,2020-04-15,11,45494.88772057128
313,2020-04-15,12,44561.44024554816
313,2020-04-15,13,43935.07461960673
313,2020-04-15,14,43383.95421496344
313,2020-04-15,15,42991.4588714352
313,2020-04-15,16,42790.12706309688
313,2020-04-15,17,43434.79558070544
313,2020-04-15,18,44287.9136978562
313,2020-04-15,19,44728.19992518192
313,2020-04-15,20,44847.1687210182
313,2020-04-15,21,44004.21887701584
313,2020-04-15,22,41756.013683904595
313,2020-04-15,23,39083.79150050508
313,2020-04-16,0,38418.09441509751
313,2020-04-16,1,37589.57980358331
313,2020-04-16,2,37227.63849778007
313,2020-04-16,3,37279.954497733925
313,2020-04-16,4,38049.74706848359
313,2020-04-16,5,40329.229923616105
313,2020-04-16,6,45535.20575575949
313,2020-04-16,7,49616.92142562909
313,2020-04-16,8,50400.59375146856
313,2020-04-16,9,49620.12444603443
313,2020-04-16,10,48764.91799780907
313,2020-04-16,11,47962.02754953757
313,2020-04-16,12,47088.67065234863
313,2020-04-16,13,46457.67563249696
313,2020-04-16,14,45794.6504085919
313,2020-04-16,15,45411.35563341974
313,2020-04-16,16,45230.91881725234
313,2020-04-16,17,45729.52232701669
313,2020-04-16,18,46302.862979572266
313,2020-04-16,19,46771.571632220126
313,2020-04-16,20,46868.72991784872
313,2020-04-16,21,46211.0430612859
313,2020-04-16,22,43964.65808367522
313,2020-04-16,23,41046.70649441191
313,2020-04-17,0,38395.632574625655
313,2020-04-17,1,37461.588207319335
313,2020-04-17,2,37150.59030774378
313,2020-04-17,3,37266.16385150496
313,2020-04-17,4,38026.84790316951
313,2020-04-17,5,40343.57212129149
313,2020-04-17,6,45522.31755037231
313,2020-04-17,7,49450.76736967303
313,2020-04-17,8,50286.04889049252
313,2020-04-17,9,49593.65829650505
313,2020-04-17,10,48798.30218171215
313,2020-04-17,11,47712.96153893664
313,2020-04-17,12,46546.71941552829
313,2020-04-17,13,45322.69052023936
313,2020-04-17,14,44285.680632127616
313,2020-04-17,15,43675.24218735262
313,2020-04-17,16,43594.340706719784
313,2020-04-17,17,44412.811530264924
313,2020-04-17,18,45063.1753810665
313,2020-04-17,19,45217.62366227464
313,2020-04-17,20,45094.69543845592
313,2020-04-17,21,44472.6996393048
313,2020-04-17,22,42664.49901373205
313,2020-04-17,23,40308.90005816313
313,2020-04-18,0,38921.760765706575
313,2020-04-18,1,37834.32229354953
313,2020-04-18,2,37326.0102869391
313,2020-04-18,3,37097.075871748144
313,2020-04-18,4,37192.141857717266
313,2020-04-18,5,37590.83696213881
313,2020-04-18,6,38623.95201374206
313,2020-04-18,7,40436.02611364336
313,2020-04-18,8,42318.91467248085
313,2020-04-18,9,43348.14947975884
313,2020-04-18,10,43107.57433159207
313,2020-04-18,11,42340.256016269836
313,2020-04-18,12,41333.332613862156
313,2020-04-18,13,40323.49902821052
313,2020-04-18,14,39557.15077396961
313,2020-04-18,15,39332.09660310392
313,2020-04-18,16,39649.306576694784
313,2020-04-18,17,40789.12834724298
313,2020-04-18,18,42295.63320652923
313,2020-04-18,19,43096.90365969758
313,2020-04-18,20,43362.7003959786
313,2020-04-18,21,42902.891443434055
313,2020-04-18,22,41651.512648534335
313,2020-04-18,23,39630.87541614975
313,2020-04-19,0,38528.789012165056
313,2020-04-19,1,37368.10704860684
313,2020-04-19,2,36938.94733098868
313,2020-04-19,3,36849.2139354867
313,2020-04-19,4,37037.45899344194
313,2020-04-19,5,37539.77093565411
313,2020-04-19,6,38559.02526499724
313,2020-04-19,7,39880.64212266226
313,2020-04-19,8,41388.55331229335
313,2020-04-19,9,42324.90178709661
313,2020-04-19,10,42437.068531474084
313,2020-04-19,11,42132.75527716302
313,2020-04-19,12,41450.9765439469
313,2020-04-19,13,40746.76446185528
313,2020-04-19,14,40292.24530637786
313,2020-04-19,15,40037.67556479073
313,2020-04-19,16,40290.29458038868
313,2020-04-19,17,41158.36764557088
313,2020-04-19,18,42658.475931245266
313,2020-04-19,19,44066.90009542851
313,2020-04-19,20,44923.26880467566
313,2020-04-19,21,44660.89615913183
313,2020-04-19,22,43132.50234661442
313,2020-04-19,23,40957.44286868601
313,2020-04-20,0,34341.721004493826
313,2020-04-20,1,33444.049969279746
313,2020-04-20,2,33174.16826795999
313,2020-04-20,3,33305.7235058793
313,2020-04-20,4,33943.18601903241
313,2020-04-20,5,36462.08189801674
313,2020-04-20,6,41397.33795584243
313,2020-04-20,7,44990.92405047637
313,2020-04-20,8,45894.39899324572
313,2020-04-20,9,45355.60290853209
313,2020-04-20,10,44669.77449908513
313,2020-04-20,11,43826.27326772018
313,2020-04-20,12,42840.57630125127
313,2020-04-20,13,42182.800111654746
313,2020-04-20,14,41524.05660413234
313,2020-04-20,15,40971.71806845644
313,2020-04-20,16,40858.5418711288
313,2020-04-20,17,41524.05660413234
313,2020-04-20,18,42190.53865506176
313,2020-04-20,19,42684.83811518503
313,2020-04-20,20,42744.81182658942
313,2020-04-20,21,41864.55251404113
313,2020-04-20,22,39809.96923947787
313,2020-04-20,23,37315.25630864046
313,2020-04-21,0,35370.08712472635
313,2020-04-21,1,34536.44541319168
313,2020-04-21,2,34320.20736360346
313,2020-04-21,3,34420.98799304955
313,2020-04-21,4,35077.52976351876
313,2020-04-21,5,37157.72023150317
313,2020-04-21,6,41596.9601906966
313,2020-04-21,7,45358.132419733316
313,2020-04-21,8,46060.66146771675
313,2020-04-21,9,45409.99041352596
313,2020-04-21,10,44630.16360121008
313,2020-04-21,11,43841.53071447657
313,2020-04-21,12,43022.565793637936
313,2020-04-21,13,42397.33450998693
313,2020-04-21,14,41731.98666510011
313,2020-04-21,15,41385.614404673724
313,2020-04-21,16,41107.733834162165
313,2020-04-21,17,41746.66345579614
313,2020-04-21,18,42600.85267430526
313,2020-04-21,19,43112.58344324026
313,2020-04-21,20,43121.38951765789
313,2020-04-21,21,42342.54115805507
313,2020-04-21,22,40266.264500922945
313,2020-04-21,23,37839.70177251216
313,2020-04-22,0,35470.1258049248
313,2020-04-22,1,34726.981588510156
313,2020-04-22,2,34470.080077935025
313,2020-04-22,3,34539.96516318726
313,2020-04-22,4,35231.92593688196
313,2020-04-22,5,37324.54130654758
313,2020-04-22,6,42027.5122549306
313,2020-04-22,7,45764.88787046228
313,2020-04-22,8,46585.79154793223
313,2020-04-22,9,45894.81507121292
313,2020-04-22,10,45044.38248448145
313,2020-04-22,11,44039.41527261476
313,2020-04-22,12,43135.830649212585
313,2020-04-22,13,42529.50371237626
313,2020-04-22,14,41996.01475171833
313,2020-04-22,15,41616.07611922024
313,2020-04-22,16,41421.185318094285
313,2020-04-22,17,42045.2296004875
313,2020-04-22,18,42871.054762834385
313,2020-04-22,19,43297.2553531755
313,2020-04-22,20,43412.41809929538
313,2020-04-22,21,42596.43590670235
313,2020-04-22,22,40420.155294129116
313,2020-04-22,23,37833.42284282092
313,2020-04-23,0,38043.96620565182
313,2020-04-23,1,37223.51994559608
313,2020-04-23,2,36865.10334487585
313,2020-04-23,3,36916.90987418349
313,2020-04-23,4,37679.205948281684
313,2020-04-23,5,39936.49043954329
313,2020-04-23,6,45091.76874370799
313,2020-04-23,7,49133.73530581251
313,2020-04-23,8,49909.77596931884
313,2020-04-23,9,49136.907134137466
313,2020-04-23,10,48290.02897137374
313,2020-04-23,11,47494.95733791766
313,2020-04-23,12,46630.1054813125
313,2020-04-23,13,46005.25530129583
313,2020-04-23,14,45348.68683802957
313,2020-04-23,15,44969.124715142956
313,2020-04-23,16,44790.445052837
313,2020-04-23,17,45284.1929954221
313,2020-04-23,18,45851.950265589534
313,2020-04-23,19,46316.09447714168
313,2020-04-23,20,46412.30660299874
313,2020-04-23,21,45761.02452027408
313,2020-04-23,22,43536.51558837036
313,2020-04-23,23,40646.97998433383
220,2020-01-08,0,39011.583390248634
220,2020-01-08,1,38030.6323481832
220,2020-01-08,2,37534.63345416588
220,2020-01-08,3,37458.410906978366
220,2020-01-08,4,38155.460577635225
220,2020-01-08,5,40640.97842070642
220,2020-01-08,6,45446.312917310745
220,2020-01-08,7,49624.19224286419
220,2020-01-08,8,50477.00103168685
220,2020-01-08,9,50289.20635021036
220,2020-01-08,10,50113.5630893
220,2020-01-08,11,49810.882249743765
220,2020-01-08,12,49270.69637184963
220,2020-01-08,13,48990.10902423181
220,2020-01-08,14,49206.625245228235
220,2020-01-08,15,49782.160710223834
220,2020-01-08,16,50622.81807848036
220,2020-01-08,17,51118.816972497676
220,2020-01-08,18,50566.479674037415
220,2020-01-08,19,49604.308100119626
220,2020-01-08,20,47778.280991409985
220,2020-01-08,21,46041.73252505091
220,2020-01-08,22,43840.11605338829
220,2020-01-08,23,41258.491520385
220,2020-01-09,0,40055.8029684032
220,2020-01-09,1,39088.637732701325
220,2020-01-09,2,38648.70390220987
220,2020-01-09,3,38723.366301640526
220,2020-01-09,4,39522.82830169813
220,2020-01-09,5,42036.07953176426
220,2020-01-09,6,47030.4197275264
220,2020-01-09,7,51332.12258703173
220,2020-01-09,8,52359.01774227813
220,2020-01-09,9,52201.652377324266
220,2020-01-09,10,52081.04388593626
220,2020-01-09,11,51956.989437651464
220,2020-01-09,12,51534.285391644
220,2020-01-09,13,51409.08229106026
220,2020-01-09,14,51528.542130149326
220,2020-01-09,15,51951.24617615679
220,2020-01-09,16,52645.032164712524
220,2020-01-09,17,53132.06073946026
220,2020-01-09,18,52477.32892906826
220,2020-01-09,19,51588.272049693864
220,2020-01-09,20,49962.9290467032
220,2020-01-09,21,48259.477687385064
220,2020-01-09,22,45963.32174181733
220,2020-01-09,23,43164.0560893168
220,2020-01-10,0,41306.635824070734
220,2020-01-10,1,40259.765725410005
220,2020-01-10,2,39841.482445146
220,2020-01-10,3,39839.158649144534
220,2020-01-10,4,40567.66869560434
220,2020-01-10,5,43003.0069051414
220,2020-01-10,6,48147.891252388596
220,2020-01-10,7,52405.085527075535
220,2020-01-10,8,53386.889337695204
220,2020-01-10,9,53232.35690359767
220,2020-01-10,10,53076.6625714994
220,2020-01-10,11,52837.31158334834
220,2020-01-10,12,52287.73382900147
220,2020-01-10,13,51852.02207872647
220,2020-01-10,14,51707.946726635535
220,2020-01-10,15,52109.96343488927
220,2020-01-10,16,52809.42603133073
220,2020-01-10,17,53354.35619367467
220,2020-01-10,18,52716.47419127207
220,2020-01-10,19,51370.99630642287
220,2020-01-10,20,49355.10327515054
220,2020-01-10,21,47602.96109004467
220,2020-01-10,22,45667.23902082293
220,2020-01-10,23,43157.53933923894
220,2020-01-11,0,38822.17784460156
220,2020-01-11,1,37680.89390785935
220,2020-01-11,2,37030.495848327264
220,2020-01-11,3,36806.149682222844
220,2020-01-11,4,36927.584762958264
220,2020-01-11,5,37614.001702369496
220,2020-01-11,6,38907.59404545782
220,2020-01-11,7,40992.572635033765
220,2020-01-11,8,43205.16097046727
220,2020-01-11,9,44977.28986052144
220,2020-01-11,10,45959.061614941704
220,2020-01-11,11,46050.65248092012
220,2020-01-11,12,45600.93103785759
220,2020-01-11,13,45267.49912126202
220,2020-01-11,14,45202.665137479555
220,2020-01-11,15,46193.69888958303
220,2020-01-11,16,47715.753842190534
220,2020-01-11,17,48742.80647417316
220,2020-01-11,18,48312.63813733074
220,2020-01-11,19,47031.395124486684
220,2020-01-11,20,44982.43541478989
220,2020-01-11,21,43367.760485350285
220,2020-01-11,22,41869.37508237764
220,2020-01-11,23,39850.25958743787
220,2020-01-12,0,39620.7494257848
220,2020-01-12,1,38654.2103153528
220,2020-01-12,2,38070.0845051352
220,2020-01-12,3,37874.675511069596
220,2020-01-12,4,38002.847001800794
220,2020-01-12,5,38582.77046806
220,2020-01-12,6,39531.449616668804
220,2020-01-12,7,40834.176243772796
220,2020-01-12,8,42210.443890148796
220,2020-01-12,9,43769.5134987152
220,2020-01-12,10,45200.4116165504
220,2020-01-12,11,45943.1759111976
220,2020-01-12,12,45944.2264971872
220,2020-01-12,13,45628.0001143176
220,2020-01-12,14,45787.689184736795
220,2020-01-12,15,46829.87048642
220,2020-01-12,16,48697.8123759288
220,2020-01-12,17,49987.931971157595
220,2020-01-12,18,49816.6864548528
220,2020-01-12,19,48958.357701349596
220,2020-01-12,20,47577.8877110152
220,2020-01-12,21,46184.8106888056
220,2020-01-12,22,44650.955143989595
220,2020-01-12,23,42225.1520940032
220,2020-01-13,0,39936.3617356452
220,2020-01-13,1,39077.68945491936
220,2020-01-13,2,38832.354517569125
220,2020-01-13,3,38949.23578489164
220,2020-01-13,4,39791.7067018302
220,2020-01-13,5,42320.2766929164
220,2020-01-13,6,47584.56268351188
220,2020-01-13,7,52195.00792126356
220,2020-01-13,8,53185.60559282868
220,2020-01-13,9,53067.56708523564
220,2020-01-13,10,52841.90523248424
220,2020-01-13,11,52523.66415809124
220,2020-01-13,12,52061.92529015376
220,2020-01-13,13,51962.40262688904
220,2020-01-13,14,52068.86873177688
220,2020-01-13,15,52447.28630023692
220,2020-01-13,16,53012.019552250684
220,2020-01-13,17,53483.01634235232
220,2020-01-13,18,52747.01153030161
220,2020-01-13,19,51669.62083844748
220,2020-01-13,20,50012.45277106284
220,2020-01-13,21,48262.7054820366
220,2020-01-13,22,45944.75322018504
220,2020-01-13,23,43263.427513390205
220,2020-01-14,0,40916.3396147856
220,2020-01-14,1,39952.001025468
220,2020-01-14,2,39563.4737771784
220,2020-01-14,3,39527.412864912
220,2020-01-14,4,40326.5692109448
220,2020-01-14,5,42877.587939984
220,2020-01-14,6,47620.1795306328
220,2020-01-14,7,52110.344735416795
220,2020-01-14,8,53192.1721034088
220,2020-01-14,9,52990.928947857596
220,2020-01-14,10,52899.03178434
220,2020-01-14,11,52703.6049049608
220,2020-01-14,12,52258.078150185596
220,2020-01-14,13,52071.957312681596
220,2020-01-14,14,52180.1400494808
220,2020-01-14,15,52652.421674647194
220,2020-01-14,16,53291.0487983328
220,2020-01-14,17,53628.39281630879
220,2020-01-14,18,53044.43868864
220,2020-01-14,19,51945.162492131996
220,2020-01-14,20,50140.9536235776
220,2020-01-14,21,48248.337357208795
220,2020-01-14,22,45982.3161605976
220,2020-01-14,23,43130.014325848795
220,2020-01-15,0,38461.481052862735
220,2020-01-15,1,37494.36240144147
220,2020-01-15,2,37005.35758782869
220,2020-01-15,3,36930.20985477906
220,2020-01-15,4,37617.430428029984
220,2020-01-15,5,40067.89998399604
220,2020-01-15,6,44805.47445886374
220,2020-01-15,7,48924.44150804756
220,2020-01-15,8,49765.224840139024
220,2020-01-15,9,49580.07825146604
220,2020-01-15,10,49406.911736177775
220,2020-01-15,11,49108.49899914012
220,2020-01-15,12,48575.930282310175
220,2020-01-15,13,48299.29949688111
220,2020-01-15,14,48512.76262264527
220,2020-01-15,15,49080.182462048964
220,2020-01-15,16,49908.9857207557
220,2020-01-15,17,50397.99053436848
220,2020-01-15,18,49853.44174415381
220,2020-01-15,19,48904.837751599836
220,2020-01-15,20,47104.559451150104
220,2020-01-15,21,45392.498054715164
220,2020-01-15,22,43221.92657691945
220,2020-01-15,23,40676.70553145605
220,2020-01-16,0,37775.67979216414
220,2020-01-16,1,36863.56914795095
220,2020-01-16,2,36448.67796418178
220,2020-01-16,3,36519.090306074715
220,2020-01-16,4,37273.04399772837
220,2020-01-16,5,39643.231752524625
220,2020-01-16,6,44353.27579176326
220,2020-01-16,7,48410.10995159506
220,2020-01-16,8,49378.5504693226
220,2020-01-16,9,49230.14291794825
220,2020-01-16,10,49116.399904121194
220,2020-01-16,11,48999.407089899076
220,2020-01-16,12,48600.764908105186
220,2020-01-16,13,48482.68882708471
220,2020-01-16,14,48595.34857411342
220,2020-01-16,15,48993.9907559073
220,2020-01-16,16,49648.28390211249
220,2020-01-16,17,50107.58902461414
220,2020-01-16,18,49490.126949552956
220,2020-01-16,19,48651.678447627775
220,2020-01-16,20,47118.85592795835
220,2020-01-16,21,45512.371266000926
220,2020-01-16,22,43346.920936093375
220,2020-01-16,23,40706.99974850722
220,2020-01-17,0,39394.85456710388
220,2020-01-17,1,38396.43640826276
220,2020-01-17,2,37997.51239363146
220,2020-01-17,3,37995.29614910573
220,2020-01-17,4,38690.088807921915
220,2020-01-17,5,41012.713070886384
220,2020-01-17,6,45919.478450851384
220,2020-01-17,7,49979.63842198774
220,2020-01-17,8,50916.00173410844
220,2020-01-17,9,50768.62147314743
220,2020-01-17,10,50620.133089923555
220,2020-01-17,11,50391.859903773424
220,2020-01-17,12,49867.71807343841
220,2020-01-17,13,49452.17222486413
220,2020-01-17,14,49314.76506426891
220,2020-01-17,15,49698.1753672201
220,2020-01-17,16,50365.26496946467
220,2020-01-17,17,50884.97431074823
220,2020-01-17,18,50276.61518843549
220,2020-01-17,19,48993.40960803814
220,2020-01-17,20,47070.81748196784
220,2020-01-17,21,45399.76910956783
220,2020-01-17,22,43553.6374196352
220,2020-01-17,23,41160.09333184739
220,2020-01-18,0,39334.73411795789
220,2020-01-18,1,38178.38218982685
220,2020-01-18,2,37519.39714151412
220,2020-01-18,3,37292.089007760675
220,2020-01-18,4,37415.127355388686
220,2020-01-18,5,38110.60682884532
220,2020-01-18,6,39421.27804044199
220,2020-01-18,7,41533.78390734324
220,2020-01-18,8,43775.58430904002
220,2020-01-18,9,45571.11002611996
220,2020-01-18,10,46565.84378575657
220,2020-01-18,11,46658.64389540822
220,2020-01-18,12,46202.98493004008
220,2020-01-18,13,45865.15082299367
220,2020-01-18,14,45799.46085773465
220,2020-01-18,15,46803.57889812256
220,2020-01-18,16,48345.7290349177
220,2020-01-18,17,49386.34150044951
220,2020-01-18,18,48950.4937944452
220,2020-01-18,19,47652.33495718358
220,2020-01-18,20,45576.32351542623
220,2020-01-18,21,43940.330571118204
220,2020-01-18,22,42422.16248513192
220,2020-01-18,23,40376.38928135095
220,2020-01-19,0,38770.224004777956
220,2020-01-19,1,37824.43326724989
220,2020-01-19,2,37252.84669109163
220,2020-01-19,3,37061.632476765306
220,2020-01-19,4,37187.052552828805
220,2020-01-19,5,37754.526995345645
220,2020-01-19,6,38682.84116489765
220,2020-01-19,7,39957.60259373981
220,2020-01-19,8,41304.326361306936
220,2020-01-19,9,42829.92794227611
220,2020-01-19,10,44230.109447181785
220,2020-01-19,11,44956.92906830389
220,2020-01-19,12,44957.95710171425
220,2020-01-19,13,44648.51904519691
220,2020-01-19,14,44804.780123571116
220,2020-01-19,15,45824.58926664485
220,2020-01-19,16,47652.43267025886
220,2020-01-19,17,48914.85769817675
220,2020-01-19,18,48747.28825228863
220,2020-01-19,19,47907.384956027294
220,2020-01-19,20,46556.549054818744
220,2020-01-19,21,45193.37675268591
220,2020-01-19,22,43692.447973565286
220,2020-01-19,23,41318.71882905193
220,2020-01-20,0,37981.703134735195
220,2020-01-20,1,37165.0579963413
220,2020-01-20,2,36931.730813943046
220,2020-01-20,3,37042.891405557304
220,2020-01-20,4,37844.12814511358
220,2020-01-20,5,40248.938963699395
220,2020-01-20,6,45255.56798600918
220,2020-01-20,7,49640.358055229255
220,2020-01-20,8,50582.47158415807
220,2020-01-20,9,50470.21039262683
220,2020-01-20,10,50255.59340881711
220,2020-01-20,11,49952.92843164956
220,2020-01-20,12,49513.789064777375
220,2020-01-20,13,49419.1374719177
220,2020-01-20,14,49520.39266427921
220,2020-01-20,15,49880.28883712935
220,2020-01-20,16,50417.38159661213
220,2020-01-20,17,50865.32576282011
220,2020-01-20,18,50165.34421562534
220,2020-01-20,19,49140.68569292356
220,2020-01-20,20,47564.62661181834
220,2020-01-20,21,45900.5195373553
220,2020-01-20,22,43696.01790365856
220,2020-01-20,23,41145.92789603232
220,2020-01-21,0,39869.83603523809
220,2020-01-21,1,38930.16201257328
220,2020-01-21,2,38551.5719962041
220,2020-01-21,3,38516.43340187043
220,2020-01-21,4,39295.1499924262
220,2020-01-21,5,41780.92216577234
220,2020-01-21,6,46402.21407217098
220,2020-01-21,7,50777.53581823395
220,2020-01-21,8,51831.69364824394
220,2020-01-21,9,51635.59762180122
220,2020-01-21,10,51546.05088140253
220,2020-01-21,11,51355.62237017492
220,2020-01-21,12,50921.49070469768
220,2020-01-21,13,50740.13021781424
220,2020-01-21,14,50845.546000815244
220,2020-01-21,15,51305.748236281965
220,2020-01-21,16,51928.04140690077
220,2020-01-21,17,52256.757289377005
220,2020-01-21,18,51687.738761780216
220,2020-01-21,19,50616.5783861249
220,2020-01-21,20,48858.51516639857
220,2020-01-21,21,47014.30571540259
220,2020-01-21,22,44806.241787596715
220,2020-01-21,23,42026.892326108005
312,2020-04-09,0,40308.5002798671
312,2020-04-09,1,39094.20441299853
312,2020-04-09,2,38645.22106726562
312,2020-04-09,3,38551.342731339646
312,2020-04-09,4,38748.28315344522
312,2020-04-09,5,39273.7977512917
312,2020-04-09,6,40340.13319740736
312,2020-04-09,7,41722.79781892577
312,2020-04-09,8,43300.362029160045
312,2020-04-09,9,44279.96205621368
312,2020-04-09,10,44397.30997612114
312,2020-04-09,11,44078.93996732871
312,2020-04-09,12,43365.66869763029
312,2020-04-09,13,42628.927843950376
312,2020-04-09,14,42153.41366415143
312,2020-04-09,15,41887.08490679622
312,2020-04-09,16,42151.37283076173
312,2020-04-09,17,43059.54368917603
312,2020-04-09,18,44628.944565851525
312,2020-04-09,19,46102.426273211364
312,2020-04-09,20,46998.352131287495
312,2020-04-09,21,46723.86004037351
312,2020-04-09,22,45124.867079547425
312,2020-04-09,23,42849.33785003744
312,2020-04-10,0,39416.760646742936
312,2020-04-10,1,38229.328487114966
312,2020-04-10,2,37790.2779406979
312,2020-04-10,3,37698.47646281069
312,2020-04-10,4,37891.05999794364
312,2020-04-10,5,38404.94870568179
312,2020-04-10,6,39447.69375342232
312,2020-04-10,7,40799.76986795669
312,2020-04-10,8,42342.4338333221
312,2020-04-10,9,43300.36229823207
312,2020-04-10,10,43415.11414559107
312,2020-04-10,11,43103.78739449533
312,2020-04-10,12,42406.29573098277
312,2020-04-10,13,41685.853697998406
312,2020-04-10,14,41220.859255656695
312,2020-04-10,15,40960.4224542593
312,2020-04-10,16,41218.86357135479
312,2020-04-10,17,42106.9430856984
312,2020-04-10,18,43641.624313856235
312,2020-04-10,19,45082.50837982496
312,2020-04-10,20,45958.6137883572
312,2020-04-10,21,45690.194249752225
312,2020-04-10,22,44126.5755992169
312,2020-04-10,23,41901.38760260314
312,2020-04-11,0,41194.67707322157
312,2020-04-11,1,40043.73539390842
