Period,Date,Hour,Demand Forecast
77,2019-08-28,18,37780.41878807403
77,2019-08-28,19,37668.42316335121
77,2019-08-28,20,37245.70283545006
77,2019-08-28,21,36827.19286938059
77,2019-08-28,22,35107.681097320514
77,2019-08-28,23,32345.683735735292
77,2019-08-29,0,30206.268719946398
77,2019-08-29,1,29071.398249381436
77,2019-08-29,2,28593.241780315868
77,2019-08-29,3,28455.031382614692
77,2019-08-29,4,28663.634653679204
77,2019-08-29,5,30155.6201891118
77,2019-08-29,6,34375.75879221114
77,2019-08-29,7,38061.08324768418
77,2019-08-29,8,39371.07745198231
77,2019-08-29,9,39558.219481167755
77,2019-08-29,10,39602.00041460105
77,2019-08-29,11,39468.94071495084
77,2019-08-29,12,39051.734172821816
77,2019-08-29,13,38737.54159171231
77,2019-08-29,14,38442.234903456374
77,2019-08-29,15,38145.211315850116
77,2019-08-29,16,37911.71300420589
77,2019-08-29,17,38312.609002506826
77,2019-08-29,18,38491.16653494065
77,2019-08-29,19,38649.979724845725
77,2019-08-29,20,38212.170390512794
77,2019-08-29,21,37705.68508216686
77,2019-08-29,22,36037.71736332594
77,2019-08-29,23,33167.92009925736
77,2019-08-30,0,29949.090392310383
77,2019-08-30,1,29054.1587165888
77,2019-08-30,2,28599.964069136124
77,2019-08-30,3,28418.28621015505
77,2019-08-30,4,28652.95344467227
77,2019-08-30,5,30058.43354817862
77,2019-08-30,6,34358.14287739734
77,2019-08-30,7,37891.609014339396
77,2019-08-30,8,39403.90897011702
77,2019-08-30,9,39609.13766266972
77,2019-08-30,10,39439.23522047445
77,2019-08-30,11,39142.32649723224
77,2019-08-30,12,38524.95821717619
77,2019-08-30,13,37826.84422201743
77,2019-08-30,14,37094.245077700245
77,2019-08-30,15,36588.74325710939
77,2019-08-30,16,36337.25399861244
77,2019-08-30,17,36868.829956371876
77,2019-08-30,18,37169.94418560903
77,2019-08-30,19,37011.81716019957
77,2019-08-30,20,36440.70944608778
77,2019-08-30,21,35970.53387585435
77,2019-08-30,22,34512.90549801084
77,2019-08-30,23,32175.48526602751
77,2019-08-31,0,29399.918675828623
77,2019-08-31,1,28117.16987948695
77,2019-08-31,2,27543.425921911185
77,2019-08-31,3,27233.515001821692
77,2019-08-31,4,27020.962188522895
77,2019-08-31,5,27093.05177904731
77,2019-08-31,6,27851.850458690908
77,2019-08-31,7,29321.883552065083
77,2019-08-31,8,31313.63718717266
77,2019-08-31,9,32759.144955935437
77,2019-08-31,10,33257.826556367225
77,2019-08-31,11,33091.35162567167
77,2019-08-31,12,32552.53767587577
77,2019-08-31,13,32059.801608683116
77,2019-08-31,14,31717.190255778412
77,2019-08-31,15,31626.520873881727
77,2019-08-31,16,31858.396670207683
77,2019-08-31,17,32478.96170204157
77,2019-08-31,18,33236.273998375385
77,2019-08-31,19,33588.546842793665
77,2019-08-31,20,33525.37555212794
77,2019-08-31,21,33491.188736002965
77,2019-08-31,22,32571.860658902933
77,2019-08-31,23,30481.26253369487
164,2019-11-13,0,37652.167202780154
164,2019-11-13,1,36745.61246082432
164,2019-11-13,2,36366.328372896
164,2019-11-13,3,36484.71762577536
164,2019-11-13,4,37248.7667855616
164,2019-11-13,5,39932.25651749376
164,2019-11-13,6,45392.41270816128
164,2019-11-13,7,49759.66070326656
164,2019-11-13,8,50514.940288765436
164,2019-11-13,9,50212.38997585152
164,2019-11-13,10,49901.07008865024
164,2019-11-13,11,49609.48174359551
164,2019-11-13,12,49065.768137779196
164,2019-11-13,13,48942.99409775616
164,2019-11-13,14,49231.29385245312
164,2019-11-13,15,49960.264715089914
164,2019-11-13,16,50964.380970992635
164,2019-11-13,17,51558.51962896128
164,2019-11-13,18,50897.512967051516
164,2019-11-13,19,49571.114856088316
164,2019-11-13,20,47527.80404713344
164,2019-11-13,21,45559.03461962112
164,2019-11-13,22,42945.70148198783
164,2019-11-13,23,40152.59207146368
164,2019-11-14,0,37965.36305678896
164,2019-11-14,1,37080.279627541546
164,2019-11-14,2,36694.22093225642
164,2019-11-14,3,36683.25335568582
164,2019-11-14,4,37456.467503913125
164,2019-11-14,5,40215.90976907608
164,2019-11-14,6,45436.47621668169
164,2019-11-14,7,49757.70138549808
164,2019-11-14,8,50385.04676533641
164,2019-11-14,9,49994.60103942305
164,2019-11-14,10,49653.509408077385
164,2019-11-14,11,49385.900539754744
164,2019-11-14,12,48955.97153818723
164,2019-11-14,13,48969.132630071945
164,2019-11-14,14,49214.80634525339
164,2019-11-14,15,49968.27885565361
164,2019-11-14,16,50904.90989478284
164,2019-11-14,17,51401.741113431024
164,2019-11-14,18,50813.87900924686
164,2019-11-14,19,49463.770333406006
164,2019-11-14,20,47495.09033898331
164,2019-11-14,21,45551.63577067298
164,2019-11-14,22,43064.18940446091
164,2019-11-14,23,40244.42546815964
164,2019-11-15,0,38358.3505592576
164,2019-11-15,1,37387.363806218236
164,2019-11-15,2,36977.318724698234
164,2019-11-15,3,37007.9354241184
164,2019-11-15,4,37708.83915012992
164,2019-11-15,5,40468.7159121472
164,2019-11-15,6,45734.78821241472
164,2019-11-15,7,50199.35906000448
164,2019-11-15,8,50978.99144166784
164,2019-11-15,9,50715.46913594432
164,2019-11-15,10,50401.64796688768
164,2019-11-15,11,49917.24804391871
164,2019-11-15,12,49145.2698371104
164,2019-11-15,13,48784.430165372796
164,2019-11-15,14,48818.327225445115
164,2019-11-15,15,49386.92307181952
164,2019-11-15,16,50330.57348609088
164,2019-11-15,17,50863.08536529152
164,2019-11-15,18,50163.275092830714
164,2019-11-15,19,48412.655958128
164,2019-11-15,20,46058.450463427835
164,2019-11-15,21,44173.33654198656
164,2019-11-15,22,42014.859232865274
164,2019-11-15,23,39446.336842224
164,2019-11-16,0,36504.391748478265
164,2019-11-16,1,35423.2039250826
164,2019-11-16,2,34881.15550061786
164,2019-11-16,3,34558.253666366065
164,2019-11-16,4,34794.8544097818
164,2019-11-16,5,35554.1100741036
164,2019-11-16,6,37174.4372964302
164,2019-11-16,7,39099.242524627865
164,2019-11-16,8,40969.745942861264
164,2019-11-16,9,42448.5005892096
164,2019-11-16,10,43025.457320079935
164,2019-11-16,11,42990.54901367433
164,2019-11-16,12,42634.6782233728
164,2019-11-16,13,42228.38432381873
164,2019-11-16,14,42514.438501309065
164,2019-11-16,15,43667.3822878718
164,2019-11-16,16,45432.19111171047
164,2019-11-16,17,46534.711789020665
164,2019-11-16,18,45833.63663537487
164,2019-11-16,19,44210.40038751447
164,2019-11-16,20,42294.322235918204
164,2019-11-16,21,40646.84410860946
164,2019-11-16,22,39147.726283524535
164,2019-11-16,23,37107.529709152805
164,2019-11-17,0,36649.26198273266
164,2019-11-17,1,35582.23700985666
164,2019-11-17,2,35101.78101378267
164,2019-11-17,3,34889.555052326665
164,2019-11-17,4,35004.51078144866
164,2019-11-17,5,35511.495022704665
164,2019-11-17,6,36591.292854372
164,2019-11-17,7,37853.84081951533
164,2019-11-17,8,39544.770817968
164,2019-11-17,9,41283.844668788
164,2019-11-17,10,42451.087456796
164,2019-11-17,11,43118.223696743335
164,2019-11-17,12,43037.656433598
164,2019-11-17,13,42684.92902543733
164,2019-11-17,14,42883.399600502664
164,2019-11-17,15,43994.63831534866
164,2019-11-17,16,46124.75815070333
164,2019-11-17,17,47660.44878846133
164,2019-11-17,18,47454.117992601336
164,2019-11-17,19,46324.211253368005
164,2019-11-17,20,44706.97082486533
164,2019-11-17,21,43233.17942586533
164,2019-11-17,22,41638.537132147336
164,2019-11-17,23,39201.86868580066
164,2019-11-18,0,36685.847934490885
164,2019-11-18,1,36011.112708708475
164,2019-11-18,2,35734.63583570496
164,2019-11-18,3,35755.481314225064
164,2019-11-18,4,36555.289411128106
164,2019-11-18,5,39445.13101228394
164,2019-11-18,6,45323.55595495403
164,2019-11-18,7,49787.77974960213
164,2019-11-18,8,50736.7975874912
164,2019-11-18,9,50525.051410944856
164,2019-11-18,10,50240.89462480235
164,2019-11-18,11,49980.874708525225
164,2019-11-18,12,49457.543484625705
164,2019-11-18,13,49461.93200641941
164,2019-11-18,14,49703.300705073285
164,2019-11-18,15,50450.446540451834
164,2019-11-18,16,51321.56811650261
164,2019-11-18,17,51961.19516793536
164,2019-11-18,18,51164.678462377604
164,2019-11-18,19,49779.002706014726
164,2019-11-18,20,47821.72198602155
164,2019-11-18,21,45739.36839490773
164,2019-11-18,22,43168.791754244055
164,2019-11-18,23,40317.34971878315
164,2019-11-19,0,37193.26689269672
164,2019-11-19,1,36331.42163512161
164,2019-11-19,2,35952.33932257916
164,2019-11-19,3,35938.299236929444
164,2019-11-19,4,36753.70421120164
164,2019-11-19,5,39513.121044665844
164,2019-11-19,6,44634.51228704832
164,2019-11-19,7,48943.73857492392
164,2019-11-19,8,49702.983206597244
164,2019-11-19,9,49241.820393333364
164,2019-11-19,10,48952.37862763144
164,2019-11-19,11,48631.616670864765
164,2019-11-19,12,48118.613541355764
164,2019-11-19,13,48175.85389054308
164,2019-11-19,14,48471.77569577564
164,2019-11-19,15,49177.01999802696
164,2019-11-19,16,50133.90583538481
164,2019-11-19,17,50838.07013104769
164,2019-11-19,18,50245.14651399413
164,2019-11-19,19,49048.4992140026
164,2019-11-19,20,47074.24717033428
164,2019-11-19,21,45062.19489607056
164,2019-11-19,22,42391.33860285844
164,2019-11-19,23,39479.6408404242
164,2019-11-20,0,39019.97003147795
164,2019-11-20,1,38080.482573226174
164,2019-11-20,2,37687.42010580765
164,2019-11-20,3,37810.110124539446
164,2019-11-20,4,38601.91515283629
164,2019-11-20,5,41382.88891075693
164,2019-11-20,6,47041.39801541489
164,2019-11-20,7,51567.2964841877
164,2019-11-20,8,52350.01336294885
164,2019-11-20,9,52036.4722039676
164,2019-11-20,10,51713.84289545067
164,2019-11-20,11,51411.66192338902
164,2019-11-20,12,50848.19665217635
164,2019-11-20,13,50720.962558676714
164,2019-11-20,14,51019.73547466247
164,2019-11-20,15,51775.18790481656
164,2019-11-20,16,52815.781026652876
164,2019-11-20,17,53431.50315769576
164,2019-11-20,18,52746.48388644325
164,2019-11-20,19,51371.90126917039
164,2019-11-20,20,49254.362427355
164,2019-11-20,21,47214.07285659297
164,2019-11-20,22,44505.80429495784
164,2019-11-20,23,41611.2286678411
164,2019-11-21,0,37092.324223056065
164,2019-11-21,1,36227.59387731981
164,2019-11-21,2,35850.41285910523
164,2019-11-21,3,35839.69748926959
164,2019-11-21,4,36595.1310626823
164,2019-11-21,5,39291.11811332966
164,2019-11-21,6,44391.634155094944
164,2019-11-21,7,48613.48987033763
164,2019-11-21,8,49226.409024936314
164,2019-11-21,9,48844.94185878748
164,2019-11-21,10,48511.69385689904
164,2019-11-21,11,48250.23883290939
164,2019-11-21,12,47830.19633535225
164,2019-11-21,13,47843.05477915502
164,2019-11-21,14,48083.079063473386
164,2019-11-21,15,48819.224971181946
164,2019-11-21,16,49734.31755514571
164,2019-11-21,17,50219.72380870027
164,2019-11-21,18,49645.37998550989
164,2019-11-21,19,48326.317958742446
164,2019-11-21,20,46402.909073244824
164,2019-11-21,21,44504.14553836918
164,2019-11-21,22,42073.89965964572
164,2019-11-21,23,39318.97807490233
164,2019-11-22,0,37189.64833441814
164,2019-11-22,1,36248.24560577038
164,2019-11-22,2,35850.69377779413
164,2019-11-22,3,35880.377647616355
164,2019-11-22,4,36559.92623890376
164,2019-11-22,5,39235.7150757359
164,2019-11-22,6,44341.340685158866
164,2019-11-22,7,48669.88498816426
164,2019-11-22,8,49425.76353042309
164,2019-11-22,9,49170.27022231036
164,2019-11-22,10,48866.010556632544
164,2019-11-22,11,48396.369330516594
164,2019-11-22,12,47647.911755713314
164,2019-11-22,13,47298.06614709422
164,2019-11-22,14,47330.930431540255
164,2019-11-22,15,47882.20229966732
164,2019-11-22,16,48797.10157311666
164,2019-11-22,17,49313.38888038182
164,2019-11-22,18,48634.90042730235
164,2019-11-22,19,46937.619156395755
164,2019-11-22,20,44655.14159470812
164,2019-11-22,21,42827.46332422531
164,2019-11-22,22,40734.75050175834
164,2019-11-22,23,38244.48585131512
164,2019-11-23,0,34072.89505476504
164,2019-11-23,1,33063.723350306056
164,2019-11-23,2,32557.779867980877
164,2019-11-23,3,32256.385986738864
164,2019-11-23,4,32477.227148970247
164,2019-11-23,5,33185.91005891768
164,2019-11-23,6,34698.30998551048
164,2019-11-23,7,36494.90714546661
164,2019-11-23,8,38240.81944851718
164,2019-11-23,9,39621.076712463335
164,2019-11-23,10,40159.60331708494
164,2019-11-23,11,40127.02019478851
164,2019-11-23,12,39794.85336471097
164,2019-11-23,13,39415.6220246497
164,2019-11-23,14,39682.62261013437
164,2019-11-23,15,40758.770732647135
164,2019-11-23,16,42406.028582077946
164,2019-11-23,17,43435.112194606976
164,2019-11-23,18,42780.73448848694
164,2019-11-23,19,41265.619301702776
164,2019-11-23,20,39477.167922320754
164,2019-11-23,21,37939.42556727517
164,2019-11-23,22,36540.16148198943
164,2019-11-23,23,34635.859001108984
164,2019-11-24,0,37596.03458395325
164,2019-11-24,1,36501.44479927795
164,2019-11-24,2,36008.57702330538
164,2019-11-24,3,35790.8685578451
164,2019-11-24,4,35908.79397663609
164,2019-11-24,5,36428.8753107912
164,2019-11-24,6,37536.5679197766
164,2019-11-24,7,38831.7317073528
164,2019-11-24,8,40566.344064098834
164,2019-11-24,9,42350.34398939835
164,2019-11-24,10,43547.74054942989
164,2019-11-24,11,44232.11114224253
164,2019-11-24,12,44149.46255813261
164,2019-11-24,13,43787.62302526113
164,2019-11-24,14,43991.220756848976
164,2019-11-24,15,45131.166471828496
164,2019-11-24,16,47316.31440292983
164,2019-11-24,17,48891.677048829915
164,2019-11-24,18,48680.016040743525
164,2019-11-24,19,47520.92004408
164,2019-11-24,20,45861.90090450768
164,2019-11-24,21,44350.036561033514
164,2019-11-24,22,42714.199341394466
164,2019-11-24,23,40214.58362685051
164,2019-11-25,0,37976.9452094654
164,2019-11-25,1,37278.46380197029
164,2019-11-25,2,36992.2567862162
164,2019-11-25,3,37013.83588661036
164,2019-11-25,4,37841.79189647041
164,2019-11-25,5,40833.336656376254
164,2019-11-25,6,46918.64296752871
164,2019-11-25,7,51539.97767825645
164,2019-11-25,8,52522.39461725364
164,2019-11-25,9,52303.19638693403
164,2019-11-25,10,52009.03917629788
164,2019-11-25,11,51739.868292433915
164,2019-11-25,12,51198.11929832796
164,2019-11-25,13,51202.66226683199
164,2019-11-25,14,51452.525534553824
164,2019-11-25,15,52225.96592236547
164,2019-11-25,16,53127.745170416056
164,2019-11-25,17,53789.882829878894
164,2019-11-25,18,52965.33404639687
164,2019-11-25,19,51530.89174124839
164,2019-11-25,20,49504.72778844959
164,2019-11-25,21,47349.08923328584
164,2019-11-25,22,44688.04543204841
164,2019-11-25,23,41736.25164655285
164,2019-11-26,0,38792.94930175161
164,2019-11-26,1,37894.036079648184
164,2019-11-26,2,37498.64943684329
164,2019-11-26,3,37484.005487109775
164,2019-11-26,4,38334.48102932542
164,2019-11-26,5,41212.58038079692
164,2019-11-26,6,46554.24266051426
164,2019-11-26,7,51048.80877103139
164,2019-11-26,8,51840.70851431299
164,2019-11-26,9,51359.71108845063
164,2019-11-26,10,51057.82043240587
164,2019-11-26,11,50723.26250387865
164,2019-11-26,12,50188.19510976948
164,2019-11-26,13,50247.897366375335
164,2019-11-26,14,50556.54676845095
164,2019-11-26,15,51292.12362814209
164,2019-11-26,16,52290.1651253647
164,2019-11-26,17,53024.61552738404
164,2019-11-26,18,52406.19026556101
164,2019-11-26,19,51158.075165196846
164,2019-11-26,20,49098.91054113036
164,2019-11-26,21,47000.31989855055
164,2019-11-26,22,44214.590076167384
164,2019-11-26,23,41177.66019297084
307,2020-04-04,0,42942.672625021914
307,2020-04-04,1,41742.89354537559
307,2020-04-04,2,41182.06906925188
307,2020-04-04,3,40929.48399985265
307,2020-04-04,4,41034.3710201964
307,2020-04-04,5,41474.25434020946
307,2020-04-04,6,42614.09797965936
307,2020-04-04,7,44613.3730204973
307,2020-04-04,8,46690.77818873416
307,2020-04-04,9,47826.34072531289
307,2020-04-04,10,47560.912347300145
307,2020-04-04,11,46714.32425452562
307,2020-04-04,12,45603.37805945614
307,2020-04-04,13,44489.221037233285
307,2020-04-04,14,43643.70322017655
307,2020-04-04,15,43395.399253648495
307,2020-04-04,16,43745.379413366914
307,2020-04-04,17,45002.95338177408
307,2020-04-04,18,46665.09157150713
307,2020-04-04,19,47549.13931440442
307,2020-04-04,20,47842.39486107979
307,2020-04-04,21,47335.08417084576
307,2020-04-04,22,45954.42849489236
307,2020-04-04,23,43725.04417472884
307,2020-04-05,0,40298.75377730088
307,2020-04-05,1,39084.75152437728
307,2020-04-05,2,38635.87674178368
307,2020-04-05,3,38542.0211054232
307,2020-04-05,4,38738.91390778812
307,2020-04-05,5,39264.30143741472
307,2020-04-05,6,40330.379046074515
307,2020-04-05,7,41712.70934247072
307,2020-04-05,8,43289.89210131096
307,2020-04-05,9,44269.25526333336
307,2020-04-05,10,44386.57480878395
307,2020-04-05,11,44068.28178112668
307,2020-04-05,12,43355.18297877912
307,2020-04-05,13,42618.62026734144
307,2020-04-05,14,42143.22106577639
307,2020-04-05,15,41876.95670610156
307,2020-04-05,16,42141.18072585551
307,2020-04-05,17,43049.13199064712
307,2020-04-05,18,44618.15338980383
307,2020-04-05,19,46091.27881267919
307,2020-04-05,20,46986.98803794552
307,2020-04-05,21,46712.56231858716
307,2020-04-05,22,45113.95599057768
307,2020-04-05,23,42838.976978796476
307,2020-04-06,0,34710.02700396661
307,2020-04-06,1,33802.7286810642
307,2020-04-06,2,33529.9525688985
307,2020-04-06,3,33662.918702427305
307,2020-04-06,4,34307.21783474701
307,2020-04-06,5,36853.128214960205
307,2020-04-06,6,41841.313606606804
307,2020-04-06,7,45473.439974691304
307,2020-04-06,8,46386.604450543506
307,2020-04-06,9,45842.029918370405
307,2020-04-06,10,45148.846178135704
307,2020-04-06,11,44296.29861609811
307,2020-04-06,12,43300.03030679041
307,2020-04-06,13,42635.199639146405
307,2020-04-06,14,41969.391279344105
307,2020-04-06,15,41411.1290569548
307,2020-04-06,16,41296.7390744337
307,2020-04-06,17,41969.391279344105
307,2020-04-06,18,42643.02117641281
307,2020-04-06,19,43142.62186930411
307,2020-04-06,20,43203.23878311871
307,2020-04-06,21,42313.5389190657
307,2020-04-06,22,40236.9207748365
307,2020-04-06,23,37715.452698580804
307,2020-04-07,0,39723.364479351556
307,2020-04-07,1,38787.119865768684
307,2020-04-07,2,38544.26768313744
307,2020-04-07,3,38657.45218454476
307,2020-04-07,4,39394.799761673996
307,2020-04-07,5,41731.01578101344
307,2020-04-07,6,46716.62823620772
307,2020-04-07,7,50940.71778387508
307,2020-04-07,8,51729.712657763
307,2020-04-07,9,50998.958352560396
307,2020-04-07,10,50123.15206497172
307,2020-04-07,11,49237.455869493075
307,2020-04-07,12,48317.6944357268
307,2020-04-07,13,47615.51097553964
307,2020-04-07,14,46868.27349052044
307,2020-04-07,15,46479.27044684868
307,2020-04-07,16,46167.18890898772
307,2020-04-07,17,46884.75667033704
307,2020-04-07,18,47844.07773566316
307,2020-04-07,19,48418.791271935275
307,2020-04-07,20,48428.68117982524
307,2020-04-07,21,47553.973770890996
307,2020-04-07,22,45222.15326616932
307,2020-04-07,23,42496.93420315812
307,2020-04-08,0,40051.26383073816
307,2020-04-08,1,39212.13895027952
307,2020-04-08,2,38922.05736908787
307,2020-04-08,3,39000.96845056146
307,2020-04-08,4,39782.2992995183
307,2020-04-08,5,42145.1860489952
307,2020-04-08,6,47455.56840506321
307,2020-04-08,7,51675.64412837636
307,2020-04-08,8,52602.571479770406
307,2020-04-08,9,51822.35205449628
307,2020-04-08,10,50862.08199262044
307,2020-04-08,11,49727.31841255651
307,2020-04-08,12,48707.03147181344
307,2020-04-08,13,48022.39448325381
307,2020-04-08,14,47420.00284721596
307,2020-04-08,15,46990.99330568346
307,2020-04-08,16,46770.93141650358
307,2020-04-08,17,47475.574031352284
307,2020-04-08,18,48408.05850115997
307,2020-04-08,19,48889.30495578061
307,2020-04-08,20,49019.34152665963
307,2020-04-08,21,48097.97129367923
307,2020-04-08,22,45640.61353117056
307,2020-04-08,23,42719.79209296488
307,2020-04-09,0,40308.5002798671
307,2020-04-09,1,39094.20441299853
307,2020-04-09,2,38645.22106726562
307,2020-04-09,3,38551.342731339646
307,2020-04-09,4,38748.28315344522
307,2020-04-09,5,39273.7977512917
307,2020-04-09,6,40340.13319740736
307,2020-04-09,7,41722.79781892577
307,2020-04-09,8,43300.362029160045
307,2020-04-09,9,44279.96205621368
307,2020-04-09,10,44397.30997612114
307,2020-04-09,11,44078.93996732871
307,2020-04-09,12,43365.66869763029
307,2020-04-09,13,42628.927843950376
307,2020-04-09,14,42153.41366415143
307,2020-04-09,15,41887.08490679622
307,2020-04-09,16,42151.37283076173
307,2020-04-09,17,43059.54368917603
307,2020-04-09,18,44628.944565851525
307,2020-04-09,19,46102.426273211364
307,2020-04-09,20,46998.352131287495
307,2020-04-09,21,46723.86004037351
307,2020-04-09,22,45124.867079547425
307,2020-04-09,23,42849.33785003744
307,2020-04-10,0,39416.760646742936
307,2020-04-10,1,38229.328487114966
307,2020-04-10,2,37790.2779406979
307,2020-04-10,3,37698.47646281069
307,2020-04-10,4,37891.05999794364
307,2020-04-10,5,38404.94870568179
307,2020-04-10,6,39447.69375342232
307,2020-04-10,7,40799.76986795669
307,2020-04-10,8,42342.4338333221
307,2020-04-10,9,43300.36229823207
307,2020-04-10,10,43415.11414559107
307,2020-04-10,11,43103.78739449533
307,2020-04-10,12,42406.29573098277
307,2020-04-10,13,41685.853697998406
307,2020-04-10,14,41220.859255656695
307,2020-04-10,15,40960.4224542593
307,2020-04-10,16,41218.86357135479
307,2020-04-10,17,42106.9430856984
307,2020-04-10,18,43641.624313856235
307,2020-04-10,19,45082.50837982496
307,2020-04-10,20,45958.6137883572
307,2020-04-10,21,45690.194249752225
307,2020-04-10,22,44126.5755992169
307,2020-04-10,23,41901.38760260314
307,2020-04-11,0,41498.00954679513
307,2020-04-11,1,40338.59303501991
307,2020-04-11,2,39796.63562898046
307,2020-04-11,3,39552.54794229094
307,2020-04-11,4,39653.90638845862
307,2020-04-11,5,40078.99130044758
307,2020-04-11,6,41180.48870012698
307,2020-04-11,7,43112.50479646607
307,2020-04-11,8,45120.0225925015
307,2020-04-11,9,46217.38291274549
307,2020-04-11,10,45960.88398774972
307,2020-04-11,11,45142.77652939628
307,2020-04-11,12,44069.20441590594
307,2020-04-11,13,42992.52949283902
307,2020-04-11,14,42175.45630434444
307,2020-04-11,15,41935.50569709033
307,2020-04-11,16,42273.71194093556
307,2020-04-11,17,43488.9790250889
307,2020-04-11,18,45095.200115889005
307,2020-04-11,19,45949.50701930233
307,2020-04-11,20,46232.8969606283
307,2020-04-11,21,45742.65304753155
307,2020-04-11,22,44408.444929610014
307,2020-04-11,23,42254.06081361734
307,2020-04-12,0,41331.47650743384
307,2020-04-12,1,40086.36342344199
307,2020-04-12,2,39625.98547641979
307,2020-04-12,3,39529.72463295151
307,2020-04-12,4,39731.6631415317
307,2020-04-12,5,40270.51460225087
307,2020-04-12,6,41363.91222642858
307,2020-04-12,7,42781.667040553766
307,2020-04-12,8,44399.26773622722
307,2020-04-12,9,45403.728711548385
307,2020-04-12,10,45524.054765883724
307,2020-04-12,11,45197.60494890435
307,2020-04-12,12,44466.231801248636
307,2020-04-12,13,43710.793442725844
307,2020-04-12,14,43223.21134428869
307,2020-04-12,15,42950.12351662326
307,2020-04-12,16,43221.11871725677
307,2020-04-12,17,44152.33774646077
307,2020-04-12,18,45761.56793400654
307,2020-04-12,19,47272.44465105212
307,2020-04-12,20,48191.107918064605
307,2020-04-12,21,47909.649582271486
307,2020-04-12,22,46270.07630276288
307,2020-04-12,23,43936.797162173105
307,2020-04-13,0,36870.47356359997
307,2020-04-13,1,35759.748447385995
307,2020-04-13,2,35349.060169122014
307,2020-04-13,3,35263.18898366682
307,2020-04-13,4,35443.33179663261
307,2020-04-13,5,35924.0237586916
307,2020-04-13,6,36899.40841956856
307,2020-04-13,7,38164.14164013152
307,2020-04-13,8,39607.15090875907
307,2020-04-13,9,40503.19806133504
307,2020-04-13,10,40610.537043154036
307,2020-04-13,11,40319.32171856685
307,2020-04-13,12,39666.88738559747
307,2020-04-13,13,38992.98525626429
307,2020-04-13,14,38558.02903428471
307,2020-04-13,15,38314.41621467812
307,2020-04-13,16,38556.1622693835
307,2020-04-13,17,39386.87265041748
307,2020-04-13,18,40822.41485944023
307,2020-04-13,19,42170.21911810658
307,2020-04-13,20,42989.728909733356
307,2020-04-13,21,42738.64903052197
307,2020-04-13,22,41276.038730431814
307,2020-04-13,23,39194.59586559389
307,2020-04-14,0,41506.81113325951
307,2020-04-14,1,40528.532257342136
307,2020-04-14,2,40274.77682121803
307,2020-04-14,3,40393.04292945687
307,2020-04-14,4,41163.494954973954
307,2020-04-14,5,43604.59928619501
307,2020-04-14,6,48814.04912191932
307,2020-04-14,7,53227.786209978454
307,2020-04-14,8,54052.204323721024
307,2020-04-14,9,53288.64158606251
307,2020-04-14,10,52373.514515515395
307,2020-04-14,11,51448.05351318041
307,2020-04-14,12,50486.99785690948
307,2020-04-14,13,49753.28869997145
307,2020-04-14,14,48972.502742666504
307,2020-04-14,15,48566.03475901069
307,2020-04-14,16,48239.94180037157
307,2020-04-14,17,48989.725962312936
307,2020-04-14,18,49992.117345735314
307,2020-04-14,19,50592.63360407426
307,2020-04-14,20,50602.967535862124
307,2020-04-14,21,49688.9886799581
307,2020-04-14,22,47252.477207309435
307,2020-04-14,23,44404.90489243257
307,2020-04-15,0,38897.413620617146
307,2020-04-15,1,38082.463368547935
307,2020-04-15,2,37800.738844322696
307,2020-04-15,3,37877.376550146415
307,2020-04-15,4,38636.19777823205
307,2020-04-15,5,40931.01133571435
307,2020-04-15,6,46088.40511635895
307,2020-04-15,7,50186.903271467265
307,2020-04-15,8,51087.12646381921
307,2020-04-15,9,50329.38464004095
307,2020-04-15,10,49396.77931846771
307,2020-04-15,11,48294.707520636366
307,2020-04-15,12,47303.81436646481
307,2020-04-15,13,46638.90131312093
307,2020-04-15,14,46053.8641785229
307,2020-04-15,15,45637.21411587559
307,2020-04-15,16,45423.49206301506
307,2020-04-15,17,46107.83439389172
307,2020-04-15,18,47013.45460778055
307,2020-04-15,19,47480.83667287454
307,2020-04-15,20,47607.126976837586
307,2020-04-15,21,46712.300806022526
307,2020-04-15,22,44325.737882413225
307,2020-04-15,23,41489.06336262796
307,2020-04-16,0,37260.2674204865
307,2020-04-16,1,36456.72220418165
307,2020-04-16,2,36105.68892025466
307,2020-04-16,3,36156.42824448009
307,2020-04-16,4,36903.02115808293
307,2020-04-16,5,39113.805999334036
307,2020-04-16,6,44162.88650797123
307,2020-04-16,7,48121.58929396795
307,2020-04-16,8,48881.64366093671
307,2020-04-16,9,48124.69578320624
307,2020-04-16,10,47295.26315658229
307,2020-04-16,11,46516.56985418377
307,2020-04-16,12,45669.53378854283
307,2020-04-16,13,45057.55540859932
307,2020-04-16,14,44414.51213627288
307,2020-04-16,15,44042.76892409061
307,2020-04-16,16,43867.77003033349
307,2020-04-16,17,44351.34685509428
307,2020-04-16,18,44907.40842874853
307,2020-04-16,19,45361.991353951926
307,2020-04-16,20,45456.22152751345
307,2020-04-16,21,44818.35573725084
307,2020-04-16,22,42639.671284795404
307,2020-04-16,23,39809.65958871143
307,2020-04-17,0,38395.632574625655
307,2020-04-17,1,37461.588207319335
307,2020-04-17,2,37150.59030774378
307,2020-04-17,3,37266.16385150496
307,2020-04-17,4,38026.84790316951
307,2020-04-17,5,40343.57212129149
307,2020-04-17,6,45522.31755037231
307,2020-04-17,7,49450.76736967303
307,2020-04-17,8,50286.04889049252
307,2020-04-17,9,49593.65829650505
