Period,Date,Hour,s -10,s -4,s -1,s 0,s 1,s 3,s 5,s 8,s 12,s 15,s 19,s 22,s 24,s 26,s 28,s 30,s 32,s 35,s 39,s 42,s 46,s 51,s 56,s 66,s 75,s 105,s 165,s 210
312,2020-04-10,18,20968.7230116,24160.91551638,27353.10802116,30545.30052594,33737.49303072,36929.6855355,48129.24556011429,51670.7619029,52531.2802572,53668.58765188572,54050.92744279318,54433.26723370064,54815.6070246081,55197.946815515555,55580.28660642302,55962.626397330474,56344.96618823794,56727.30597914539,57109.645770052855,57491.98556096032,57874.325351867774,58256.66514277524,58639.00493368269,59021.344724590155,59403.68451549761,59786.024306405074,60168.36409731253,60550.70388821999
312,2020-04-10,19,20845.622213575716,24037.708648392,27229.795083208286,30421.88151802457,33613.96795284085,36806.05438765714,48017.2814492,51558.44118937142,52398.71523605713,53523.85801657143,53899.715943583295,54275.57387059516,54651.43179760702,55027.28972461889,55403.14765163075,55779.00557864262,56154.86350565448,56530.721432666345,56906.57935967822,57282.43728669008,57658.295213701946,58034.15314071381,58410.011067725674,58785.86899473754,59161.7269217494,59537.58484876127,59913.44277577313,60289.300702784996
312,2020-04-10,20,20927.627379899997,24114.606935194282,27301.586490488568,30488.566045782856,33675.545601077145,36862.52515637143,48116.92621685714,51680.91407428571,52466.07717491428,53586.224059128566,53960.28481195087,54334.34556477317,54708.40631759547,55082.46707041777,55456.527823240074,55830.58857606238,56204.649328884676,56578.71008170698,56952.77083452928,57326.83158735158,57700.89234017389,58074.953092996184,58449.01384581849,58823.074598640786,59197.13535146309,59571.196104285395,59945.25685710769,60319.317609929996
312,2020-04-10,21,20803.53738553714,23998.611109515427,27193.68483349371,30388.758557471996,33583.83228145028,36778.906005428566,48014.593473,51574.014850285705,52438.601126857146,53675.29419211428,54049.31163540349,54423.32907869269,54797.3465219819,55171.363965271106,55545.381408560315,55919.39885184952,56293.416295138726,56667.433738427935,57041.451181717144,57415.468625006346,57789.486068295555,58163.503511584764,58537.520954873966,58911.538398163175,59285.555841452384,59659.57328474159,60033.590728030795,60407.608171320004
312,2020-04-10,22,20748.843546042863,23911.948289177148,27075.053032311433,30238.157775445718,33401.26251858,36564.36726171429,47762.50140899999,51290.91252874286,52165.041990000005,53381.1976338,53756.78154338,54132.36545296,54507.94936254001,54883.53327212,55259.1171817,55634.70109128,56010.28500086001,56385.868910440004,56761.45282002,57137.036729600004,57512.62063918001,57888.204548760004,58263.78845834,58639.372367920005,59014.95627750001,59390.540187080005,59766.12409666,60141.708006240005
312,2020-04-10,23,20540.29280590286,23725.071835945146,26909.850865987428,30094.629896029714,33279.408926072,36464.187956114285,47693.80034068572,51204.72521414286,52113.55844982856,53280.901101428564,53656.588646523924,54032.276191619276,54407.963736714635,54783.651281809995,55159.338826905354,55535.026372000706,55910.713917096065,56286.401462191425,56662.08900728678,57037.776552382136,57413.464097477496,57789.151642572855,58164.83918766821,58540.52673276357,58916.214277858926,59291.901822954285,59667.58936804964,60043.276913145
312,2020-04-11,0,19306.857919124574,22322.18459472023,25337.511270315885,28352.837945911542,31368.164621507196,34383.49129710285,44911.022839130004,48438.63474097714,49351.46672229428,50436.96090051,50844.45688933158,51251.95287815316,51659.44886697475,52066.94485579633,52474.440844617915,52881.9368334395,53289.43282226108,53696.92881108267,54104.42479990425,54511.92078872583,54919.41677754741,55326.912766369,55734.40875519058,56141.904744012165,56549.40073283375,56956.89672165533,57364.39271047692,57771.8886992985
312,2020-04-11,1,19201.101714596574,22241.20255134326,25281.303388089942,28321.404224836628,31361.50506158331,34401.605898329995,45216.48580731428,48843.98185034429,49783.77610580572,50856.06909265143,51255.15405214646,51654.23901164149,52053.323971136524,52452.40893063155,52851.493890126585,53250.57884962162,53649.663809116646,54048.74876861168,54447.83372810671,54846.91868760174,55246.003647096775,55645.0886065918,56044.173566086836,56443.25852558187,56842.3434850769,57241.42844457193,57640.51340406696,58039.59836356199
312,2020-04-11,2,19177.647891804,22223.7925960032,25269.9373002024,28316.0820044016,31362.2267086008,34408.3714128,45242.217591968576,48878.934265304284,49804.80371578857,50899.15133549715,51298.457789255306,51697.764243013466,52097.070696771625,52496.37715052978,52895.68360428794,53294.990058046096,53694.296511804256,54093.602965562415,54492.90941932057,54892.21587307873,55291.522326836886,55690.828780595046,56090.135234353205,56489.441688111365,56888.748141869524,57288.05459562768,57687.361049385836,58086.667503143995
312,2020-04-11,3,19219.732735001144,22261.098830720915,25302.464926440683,28343.831022160455,31385.197117880227,34426.5632136,45303.74229527143,48948.17881393285,49875.72276334857,51019.1855149757,51418.236316128525,51817.28711728135,52216.33791843417,52615.38871958699,53014.43952073982,53413.49032189264,53812.54112304546,54211.591924198285,54610.64272535111,55009.69352650393,55408.74432765675,55807.79512880957,56206.845929962394,56605.89673111522,57004.947532268045,57403.99833342087,57803.04913457369,58202.09993572651
312,2020-04-11,4,19137.89612736,22180.389254074285,25222.88238078857,28265.37550750286,31307.868634217146,34350.36176093143,45133.087658369994,48779.05629501143,49791.587611197145,50928.88183041143,51337.97615833002,51747.07048624861,52156.16481416719,52565.25914208578,52974.35347000437,53383.447797922956,53792.542125841544,54201.63645376013,54610.73078167872,55019.8251095973,55428.91943751589,55838.01376543448,56247.10809335307,56656.20242127166,57065.29674919024,57474.39107710883,57883.485405027415,58292.579732946004
312,2020-04-11,5,19725.682419495,22702.844123999144,25680.005828503286,28657.167533007432,31634.329237511578,34611.49094201572,45177.631619591426,48762.74779318856,49811.460592589996,50937.77879909999,51352.98964056466,51768.20048202933,52183.411323493994,52598.62216495866,53013.83300642333,53429.043847887995,53844.25468935266,54259.46553081733,54674.676372281996,55089.88721374666,55505.09805521133,55920.308896676,56335.51973814066,56750.73057960533,57165.94142107,57581.15226253466,57996.363103999334,58411.573945464
312,2020-04-11,6,20188.932490208575,23182.501990781144,26176.071491353716,29169.640991926284,32163.210492498853,35156.779993071425,45732.93791300572,49152.943898331425,50074.52263134286,51213.24765150715,51633.91740911292,52054.58716671869,52475.25692432446,52895.92668193023,53316.59643953599,53737.26619714176,54157.93595474753,54578.6057123533,54999.27546995907,55419.945227564844,55840.614985170614,56261.284742776385,56681.954500382155,57102.62425798792,57523.29401559369,57943.96377319946,58364.63353080523,58785.303288411
312,2020-04-11,7,19801.373826825005,22763.098809998006,25724.823793171003,28686.548776344003,31648.273759517004,34609.998742690004,45035.78473694286,48369.928849100004,49286.24314775715,50432.48601545,50875.48080386322,51318.475592276445,51761.470380689665,52204.465169102885,52647.45995751611,53090.45474592933,53533.44953434255,53976.44432275578,54419.439111169,54862.43389958222,55305.428687995445,55748.423476408665,56191.418264821885,56634.41305323511,57077.40784164833,57520.40263006155,57963.39741847478,58406.392206888
312,2020-04-11,8,19739.961533970003,22719.521821751143,25699.082109532286,28678.642397313426,31658.20268509457,34637.76297287571,45187.26370330713,48524.9192286,49420.60377425715,50514.795422648574,50946.4711873196,51378.146951990624,51809.82271666165,52241.498481332674,52673.17424600369,53104.850010674716,53536.52577534574,53968.201540016766,54399.87730468779,54831.553069358815,55263.22883402984,55694.904598700865,56126.58036337189,56558.25612804291,56989.93189271393,57421.60765738496,57853.28342205598,58284.95918672701
312,2020-04-11,9,19531.297249769577,22590.0023627088,25648.70747564803,28707.412588587253,31766.117701526477,34824.822814465704,45633.024938742856,49021.63587189429,49936.91007314571,51029.2288463,51448.01637265739,51866.803899014776,52285.59142537217,52704.37895172956,53123.16647808695,53541.954004444335,53960.74153080172,54379.52905715912,54798.316583516505,55217.10410987389,55635.89163623128,56054.679162588676,56473.466688946064,56892.25421530345,57311.04174166084,57729.829268018235,58148.61679437562,58567.40432073301
312,2020-04-11,10,19737.591888168005,22802.551857801263,25867.51182743452,28932.471797067778,31997.431766701033,35062.39173633429,45954.737485800004,49351.16895169999,50255.37741288429,51343.11624080857,51760.893823924234,52178.671407039896,52596.448990155564,53014.226573271226,53432.00415638689,53849.78173950255,54267.55932261821,54685.33690573388,55103.11448884954,55520.8920719652,55938.66965508086,56356.44723819653,56774.22482131219,57192.002404427854,57609.779987543516,58027.55757065918,58445.335153774846,58863.11273689051
312,2020-04-11,11,19948.013259552,23036.46340837903,26124.91355720606,29213.363706033088,32301.813854860116,35390.264003687145,46310.28708427001,49703.72026541429,50607.011949905725,51719.239033517144,52134.68521170227,52550.13138988741,52965.577568072535,53381.02374625767,53796.4699244428,54211.91610262793,54627.36228081306,55042.808458998195,55458.25463718332,55873.70081536846,56289.146993553586,56704.593171738714,57120.03934992385,57535.48552810898,57950.93170629411,58366.37788447924,58781.824062664375,59197.2702408495
312,2020-04-11,12,20375.122498632,23485.895096195887,26596.667693759773,29707.440291323663,32818.212888887545,35928.985486451435,46883.88800839286,50301.6782839,51220.53077156571,52376.35624315428,52790.29531595682,53204.23438875936,53618.1734615619,54032.11253436444,54446.051607166984,54859.99067996952,55273.92975277206,55687.8688255746,56101.80789837714,56515.74697117968,56929.68604398222,57343.62511678476,57757.5641895873,58171.503262389844,58585.44233519238,58999.38140799492,59413.32048079746,59827.2595536
312,2020-04-11,13,20540.83278119786,23660.472582441143,26780.11238368443,29899.752184927715,33019.391986171,36139.031787414286,47089.39527687857,50514.24284745142,51444.33688057143,52613.62816369143,53030.849170337875,53448.07017698432,53865.291183630776,54282.51219027722,54699.73319692367,55116.954203570116,55534.17521021656,55951.39621686302,56368.617223509464,56785.83823015591,57203.05923680236,57620.28024344881,58037.50125009526,58454.722256741705,58871.94326338815,59289.1642700346,59706.38527668105,60123.6062833275
312,2020-04-11,14,20516.719068619717,23628.144390712918,26739.569712806115,29850.995034899315,32962.420356992516,36073.845679085716,47015.19970245001,50415.60194553143,51348.47295641143,52486.813510505715,52907.515766061566,53328.21802161742,53748.92027717326,54169.62253272911,54590.32478828496,55011.02704384081,55431.729299396655,55852.431554952505,56273.133810508356,56693.83606606421,57114.53832162006,57535.2405771759,57955.94283273175,58376.6450882876,58797.34734384345,59218.049599399295,59638.751854955146,60059.454110511
312,2020-04-11,15,20953.894552200003,24007.132955841433,27060.37135948286,30113.60976312429,33166.84816676572,36220.08657040715,47100.53990617857,50489.77275288857,51415.24290444,52568.00301435429,52979.23519450839,53390.46737466248,53801.69955481657,54212.93173497067,54624.163915124765,55035.39609527886,55446.62827543296,55857.86045558705,56269.092635741144,56680.32481589524,57091.55699604934,57502.78917620343,57914.02135635752,58325.25353651162,58736.48571666572,59147.71789681981,59558.9500769739,59970.182257128
312,2020-04-11,16,21039.577254135,24096.182559310288,27152.787864485574,30209.393169660856,33265.998474836146,36322.60378001143,47284.97582821429,50743.06794653714,51690.821353912856,52890.45672749143,53283.77481995291,53677.09291241438,54070.41100487586,54463.72909733733,54857.04718979881,55250.36528226029,55643.68337472176,56037.00146718324,56430.31955964472,56823.63765210619,57216.95574456767,57610.27383702914,58003.59192949062,58396.91002195209,58790.22811441357,59183.54620687505,59576.86429933652,59970.182391798
312,2020-04-11,17,20784.562524974575,23823.77952569509,26862.996526415598,29902.21352713611,32941.430527856624,35980.64752857714,46901.52955324571,50387.64485356571,51323.641310057144,52487.02015404999,52885.1332381741,53283.24632229821,53681.35940642233,54079.47249054644,54477.58557467055,54875.69865879466,55273.81174291877,55671.92482704289,56070.037911167,56468.15099529111,56866.26407941522,57264.377163539335,57662.490247663445,58060.603331787555,58458.716415911666,58856.829500035776,59254.94258415989,59653.055668284
312,2020-04-11,18,20477.4866127,23500.630689276,26523.774765852002,29546.918842428,32570.062919004,35593.20699558,46504.298434725715,49998.99904962,50919.73571824429,52065.35692251429,52461.21157069322,52857.06621887215,53252.92086705108,53648.77551523001,54044.63016340893,54440.48481158786,54836.339459766794,55232.19410794572,55628.04875612465,56023.90340430358,56419.7580524825,56815.61270066143,57211.467348840364,57607.32199701929,58003.17664519822,58399.03129337715,58794.88594155607,59190.740589735
312,2020-04-11,19,20218.292301619287,23231.116469885143,26243.940638151,29256.764806416857,32269.588974682716,35282.41314294857,46136.463735670004,49624.69998425143,50561.139414845704,51720.66398441429,52118.99895052203,52517.33391662976,52915.66888273749,53314.00384884523,53712.338814952964,54110.673781060694,54509.008747168424,54907.34371327616,55305.6786793839,55704.01364549163,56102.34861159936,56500.683577707096,56899.01854381483,57297.35350992256,57695.68847603029,58094.02344213803,58492.35840824577,58890.6933743535
312,2020-04-11,20,19863.654050249996,22858.51160736514,25853.369164480282,28848.226721595427,31843.084278710572,34837.94183582572,45612.24846954286,49095.95141004571,49991.11474937428,51148.43352118,51556.27934509328,51964.125169006555,52371.97099291983,52779.81681683311,53187.66264074639,53595.508464659666,54003.35428857294,54411.20011248622,54819.0459363995,55226.89176031278,55634.73758422605,56042.58340813933,56450.429232052615,56858.27505596589,57266.12087987916,57673.966703792445,58081.812527705726,58489.658351619
312,2020-04-11,21,19679.924745252,22721.806775800454,25763.688806348913,28805.57083689737,31847.452867445827,34889.33489799428,45751.586317500005,49239.31198870857,50180.41511542858,51403.22530969142,51807.66787612712,52212.11044256282,52616.55300899852,53020.995575434215,53425.43814186992,53829.880708305616,54234.32327474131,54638.76584117702,55043.208407612714,55447.65097404841,55852.093540484115,56256.53610691981,56660.97867335551,57065.42123979121,57469.86380622691,57874.306372662606,58278.74893909831,58683.19150553401
312,2020-04-11,22,19654.62968808386,22678.172856702517,25701.716025321177,28725.259193939833,31748.80236255849,34772.34553117715,45627.160086899996,49088.598016448566,50050.1231465,51269.39369193428,51689.76070193204,52110.1277119298,52530.49472192757,52950.86173192533,53371.22874192309,53791.59575192085,54211.96276191862,54632.32977191638,55052.69678191414,55473.0637919119,55893.430801909664,56313.79781190743,56734.16482190519,57154.531831902954,57574.898841900715,57995.26585189848,58415.63286189624,58835.999871894004
312,2020-04-11,23,19496.62901673772,22540.98200761189,25585.33499848606,28629.68798936023,31674.0409802344,34718.39397110857,45571.43375949572,49006.61715372143,50000.520855702845,51164.47759878571,51585.946585425474,52007.41557206524,52428.884558705,52850.35354534477,53271.82253198454,53693.291518624304,54114.76050526407,54536.22949190384,54957.69847854361,55379.16746518337,55800.636451823135,56222.1054384629,56643.57442510267,57065.04341174244,57486.5123983822,57907.981385021965,58329.45037166173,58750.9193583015
312,2020-04-12,0,19306.857919124574,22322.18459472023,25337.511270315885,28352.837945911542,31368.164621507196,34383.49129710285,44911.022839130004,48438.63474097714,49351.46672229428,50436.96090051,50844.45688933158,51251.95287815316,51659.44886697475,52066.94485579633,52474.440844617915,52881.9368334395,53289.43282226108,53696.92881108267,54104.42479990425,54511.92078872583,54919.41677754741,55326.912766369,55734.40875519058,56141.904744012165,56549.40073283375,56956.89672165533,57364.39271047692,57771.8886992985
312,2020-04-12,1,19201.101714596574,22241.20255134326,25281.303388089942,28321.404224836628,31361.50506158331,34401.605898329995,45216.48580731428,48843.98185034429,49783.77610580572,50856.06909265143,51255.15405214646,51654.23901164149,52053.323971136524,52452.40893063155,52851.493890126585,53250.57884962162,53649.663809116646,54048.74876861168,54447.83372810671,54846.91868760174,55246.003647096775,55645.0886065918,56044.173566086836,56443.25852558187,56842.3434850769,57241.42844457193,57640.51340406696,58039.59836356199
312,2020-04-12,2,19177.647891804,22223.7925960032,25269.9373002024,28316.0820044016,31362.2267086008,34408.3714128,45242.217591968576,48878.934265304284,49804.80371578857,50899.15133549715,51298.457789255306,51697.764243013466,52097.070696771625,52496.37715052978,52895.68360428794,53294.990058046096,53694.296511804256,54093.602965562415,54492.90941932057,54892.21587307873,55291.522326836886,55690.828780595046,56090.135234353205,56489.441688111365,56888.748141869524,57288.05459562768,57687.361049385836,58086.667503143995
312,2020-04-12,3,19219.732735001144,22261.098830720915,25302.464926440683,28343.831022160455,31385.197117880227,34426.5632136,45303.74229527143,48948.17881393285,49875.72276334857,51019.1855149757,51418.236316128525,51817.28711728135,52216.33791843417,52615.38871958699,53014.43952073982,53413.49032189264,53812.54112304546,54211.591924198285,54610.64272535111,55009.69352650393,55408.74432765675,55807.79512880957,56206.845929962394,56605.89673111522,57004.947532268045,57403.99833342087,57803.04913457369,58202.09993572651
312,2020-04-12,4,19137.89612736,22180.389254074285,25222.88238078857,28265.37550750286,31307.868634217146,34350.36176093143,45133.087658369994,48779.05629501143,49791.587611197145,50928.88183041143,51337.97615833002,51747.07048624861,52156.16481416719,52565.25914208578,52974.35347000437,53383.447797922956,53792.542125841544,54201.63645376013,54610.73078167872,55019.8251095973,55428.91943751589,55838.01376543448,56247.10809335307,56656.20242127166,57065.29674919024,57474.39107710883,57883.485405027415,58292.579732946004
312,2020-04-12,5,19725.682419495,22702.844123999144,25680.005828503286,28657.167533007432,31634.329237511578,34611.49094201572,45177.631619591426,48762.74779318856,49811.460592589996,50937.77879909999,51352.98964056466,51768.20048202933,52183.411323493994,52598.62216495866,53013.83300642333,53429.043847887995,53844.25468935266,54259.46553081733,54674.676372281996,55089.88721374666,55505.09805521133,55920.308896676,56335.51973814066,56750.73057960533,57165.94142107,57581.15226253466,57996.363103999334,58411.573945464
312,2020-04-12,6,20188.932490208575,23182.501990781144,26176.071491353716,29169.640991926284,32163.210492498853,35156.779993071425,45732.93791300572,49152.943898331425,50074.52263134286,51213.24765150715,51633.91740911292,52054.58716671869,52475.25692432446,52895.92668193023,53316.59643953599,53737.26619714176,54157.93595474753,54578.6057123533,54999.27546995907,55419.945227564844,55840.614985170614,56261.284742776385,56681.954500382155,57102.62425798792,57523.29401559369,57943.96377319946,58364.63353080523,58785.303288411
312,2020-04-12,7,19801.373826825005,22763.098809998006,25724.823793171003,28686.548776344003,31648.273759517004,34609.998742690004,45035.78473694286,48369.928849100004,49286.24314775715,50432.48601545,50875.48080386322,51318.475592276445,51761.470380689665,52204.465169102885,52647.45995751611,53090.45474592933,53533.44953434255,53976.44432275578,54419.439111169,54862.43389958222,55305.428687995445,55748.423476408665,56191.418264821885,56634.41305323511,57077.40784164833,57520.40263006155,57963.39741847478,58406.392206888
312,2020-04-12,8,19739.961533970003,22719.521821751143,25699.082109532286,28678.642397313426,31658.20268509457,34637.76297287571,45187.26370330713,48524.9192286,49420.60377425715,50514.795422648574,50946.4711873196,51378.146951990624,51809.82271666165,52241.498481332674,52673.17424600369,53104.850010674716,53536.52577534574,53968.201540016766,54399.87730468779,54831.553069358815,55263.22883402984,55694.904598700865,56126.58036337189,56558.25612804291,56989.93189271393,57421.60765738496,57853.28342205598,58284.95918672701
312,2020-04-12,9,19531.297249769577,22590.0023627088,25648.70747564803,28707.412588587253,31766.117701526477,34824.822814465704,45633.024938742856,49021.63587189429,49936.91007314571,51029.2288463,51448.01637265739,51866.803899014776,52285.59142537217,52704.37895172956,53123.16647808695,53541.954004444335,53960.74153080172,54379.52905715912,54798.316583516505,55217.10410987389,55635.89163623128,56054.679162588676,56473.466688946064,56892.25421530345,57311.04174166084,57729.829268018235,58148.61679437562,58567.40432073301
312,2020-04-12,10,19737.591888168005,22802.551857801263,25867.51182743452,28932.471797067778,31997.431766701033,35062.39173633429,45954.737485800004,49351.16895169999,50255.37741288429,51343.11624080857,51760.893823924234,52178.671407039896,52596.448990155564,53014.226573271226,53432.00415638689,53849.78173950255,54267.55932261821,54685.33690573388,55103.11448884954,55520.8920719652,55938.66965508086,56356.44723819653,56774.22482131219,57192.002404427854,57609.779987543516,58027.55757065918,58445.335153774846,58863.11273689051
312,2020-04-12,11,19948.013259552,23036.46340837903,26124.91355720606,29213.363706033088,32301.813854860116,35390.264003687145,46310.28708427001,49703.72026541429,50607.011949905725,51719.239033517144,52134.68521170227,52550.13138988741,52965.577568072535,53381.02374625767,53796.4699244428,54211.91610262793,54627.36228081306,55042.808458998195,55458.25463718332,55873.70081536846,56289.146993553586,56704.593171738714,57120.03934992385,57535.48552810898,57950.93170629411,58366.37788447924,58781.824062664375,59197.2702408495
312,2020-04-12,12,20375.122498632,23485.895096195887,26596.667693759773,29707.440291323663,32818.212888887545,35928.985486451435,46883.88800839286,50301.6782839,51220.53077156571,52376.35624315428,52790.29531595682,53204.23438875936,53618.1734615619,54032.11253436444,54446.051607166984,54859.99067996952,55273.92975277206,55687.8688255746,56101.80789837714,56515.74697117968,56929.68604398222,57343.62511678476,57757.5641895873,58171.503262389844,58585.44233519238,58999.38140799492,59413.32048079746,59827.2595536
312,2020-04-12,13,20540.83278119786,23660.472582441143,26780.11238368443,29899.752184927715,33019.391986171,36139.031787414286,47089.39527687857,50514.24284745142,51444.33688057143,52613.62816369143,53030.849170337875,53448.07017698432,53865.291183630776,54282.51219027722,54699.73319692367,55116.954203570116,55534.17521021656,55951.39621686302,56368.617223509464,56785.83823015591,57203.05923680236,57620.28024344881,58037.50125009526,58454.722256741705,58871.94326338815,59289.1642700346,59706.38527668105,60123.6062833275
312,2020-04-12,14,20516.719068619717,23628.144390712918,26739.569712806115,29850.995034899315,32962.420356992516,36073.845679085716,47015.19970245001,50415.60194553143,51348.47295641143,52486.813510505715,52907.515766061566,53328.21802161742,53748.92027717326,54169.62253272911,54590.32478828496,55011.02704384081,55431.729299396655,55852.431554952505,56273.133810508356,56693.83606606421,57114.53832162006,57535.2405771759,57955.94283273175,58376.6450882876,58797.34734384345,59218.049599399295,59638.751854955146,60059.454110511
312,2020-04-12,15,20953.894552200003,24007.132955841433,27060.37135948286,30113.60976312429,33166.84816676572,36220.08657040715,47100.53990617857,50489.77275288857,51415.24290444,52568.00301435429,52979.23519450839,53390.46737466248,53801.69955481657,54212.93173497067,54624.163915124765,55035.39609527886,55446.62827543296,55857.86045558705,56269.092635741144,56680.32481589524,57091.55699604934,57502.78917620343,57914.02135635752,58325.25353651162,58736.48571666572,59147.71789681981,59558.9500769739,59970.182257128
312,2020-04-12,16,21039.577254135,24096.182559310288,27152.787864485574,30209.393169660856,33265.998474836146,36322.60378001143,47284.97582821429,50743.06794653714,51690.821353912856,52890.45672749143,53283.77481995291,53677.09291241438,54070.41100487586,54463.72909733733,54857.04718979881,55250.36528226029,55643.68337472176,56037.00146718324,56430.31955964472,56823.63765210619,57216.95574456767,57610.27383702914,58003.59192949062,58396.91002195209,58790.22811441357,59183.54620687505,59576.86429933652,59970.182391798
312,2020-04-12,17,20784.562524974575,23823.77952569509,26862.996526415598,29902.21352713611,32941.430527856624,35980.64752857714,46901.52955324571,50387.64485356571,51323.641310057144,52487.02015404999,52885.1332381741,53283.24632229821,53681.35940642233,54079.47249054644,54477.58557467055,54875.69865879466,55273.81174291877,55671.92482704289,56070.037911167,56468.15099529111,56866.26407941522,57264.377163539335,57662.490247663445,58060.603331787555,58458.716415911666,58856.829500035776,59254.94258415989,59653.055668284
312,2020-04-12,18,20477.4866127,23500.630689276,26523.774765852002,29546.918842428,32570.062919004,35593.20699558,46504.298434725715,49998.99904962,50919.73571824429,52065.35692251429,52461.21157069322,52857.06621887215,53252.92086705108,53648.77551523001,54044.63016340893,54440.48481158786,54836.339459766794,55232.19410794572,55628.04875612465,56023.90340430358,56419.7580524825,56815.61270066143,57211.467348840364,57607.32199701929,58003.17664519822,58399.03129337715,58794.88594155607,59190.740589735
312,2020-04-12,19,20218.292301619287,23231.116469885143,26243.940638151,29256.764806416857,32269.588974682716,35282.41314294857,46136.463735670004,49624.69998425143,50561.139414845704,51720.66398441429,52118.99895052203,52517.33391662976,52915.66888273749,53314.00384884523,53712.338814952964,54110.673781060694,54509.008747168424,54907.34371327616,55305.6786793839,55704.01364549163,56102.34861159936,56500.683577707096,56899.01854381483,57297.35350992256,57695.68847603029,58094.02344213803,58492.35840824577,58890.6933743535
312,2020-04-12,20,19863.654050249996,22858.51160736514,25853.369164480282,28848.226721595427,31843.084278710572,34837.94183582572,45612.24846954286,49095.95141004571,49991.11474937428,51148.43352118,51556.27934509328,51964.125169006555,52371.97099291983,52779.81681683311,53187.66264074639,53595.508464659666,54003.35428857294,54411.20011248622,54819.0459363995,55226.89176031278,55634.73758422605,56042.58340813933,56450.429232052615,56858.27505596589,57266.12087987916,57673.966703792445,58081.812527705726,58489.658351619
312,2020-04-12,21,19679.924745252,22721.806775800454,25763.688806348913,28805.57083689737,31847.452867445827,34889.33489799428,45751.586317500005,49239.31198870857,50180.41511542858,51403.22530969142,51807.66787612712,52212.11044256282,52616.55300899852,53020.995575434215,53425.43814186992,53829.880708305616,54234.32327474131,54638.76584117702,55043.208407612714,55447.65097404841,55852.093540484115,56256.53610691981,56660.97867335551,57065.42123979121,57469.86380622691,57874.306372662606,58278.74893909831,58683.19150553401
312,2020-04-12,22,19654.62968808386,22678.172856702517,25701.716025321177,28725.259193939833,31748.80236255849,34772.34553117715,45627.160086899996,49088.598016448566,50050.1231465,51269.39369193428,51689.76070193204,52110.1277119298,52530.49472192757,52950.86173192533,53371.22874192309,53791.59575192085,54211.96276191862,54632.32977191638,55052.69678191414,55473.0637919119,55893.430801909664,56313.79781190743,56734.16482190519,57154.531831902954,57574.898841900715,57995.26585189848,58415.63286189624,58835.999871894004
312,2020-04-12,23,19496.62901673772,22540.98200761189,25585.33499848606,28629.68798936023,31674.0409802344,34718.39397110857,45571.43375949572,49006.61715372143,50000.520855702845,51164.47759878571,51585.946585425474,52007.41557206524,52428.884558705,52850.35354534477,53271.82253198454,53693.291518624304,54114.76050526407,54536.22949190384,54957.69847854361,55379.16746518337,55800.636451823135,56222.1054384629,56643.57442510267,57065.04341174244,57486.5123983822,57907.981385021965,58329.45037166173,58750.9193583015
312,2020-04-13,0,20347.627972011425,23513.064461666283,26678.50095132114,29843.937440976,33009.373930630856,36174.810420285714,47142.85725170001,50791.33176975713,51654.153716999994,52757.93931561428,53138.170736606546,53518.40215759881,53898.63357859107,54278.86499958333,54659.096420575595,55039.32784156786,55419.55926256012,55799.79068355238,56180.02210454464,56560.2535255369,56940.48494652916,57320.716367521425,57700.94778851369,58081.17920950595,58461.41063049821,58841.642051490475,59221.87347248274,59602.104893475
312,2020-04-13,1,19957.716217542857,23135.251459714287,26312.786701885714,29490.321944057145,32667.857186228575,35845.3924284,47029.450326857135,50754.368926099996,51644.384667428574,52743.13453377143,53128.914638989685,53514.69474420794,53900.47484942619,54286.25495464444,54672.0350598627,55057.81516508095,55443.59527029921,55829.375375517455,56215.15548073571,56600.935585953965,56986.71569117222,57372.49579639047,57758.27590160872,58144.05600682698,58529.83611204523,58915.61621726348,59301.396322481734,59687.17642769999
312,2020-04-13,2,19890.974644200003,23072.773505760004,26254.572367320005,29436.37122888,32618.170090440002,35799.968952,46981.72539968572,50709.28021934286,51614.78563554285,52718.480742399996,53104.825611361106,53491.17048032222,53877.51534928333,54263.86021824444,54650.205087205555,55036.549956166666,55422.894825127776,55809.23969408889,56195.58456305,56581.92943201111,56968.27430097222,57354.61916993333,57740.96403889444,58127.30890785555,58513.65377681667,58899.99864577778,59286.34351473889,59672.6883837
312,2020-04-13,3,19899.891012574284,23075.549996147998,26251.208979721712,29426.86796329543,32602.526946869144,35778.18593044286,46996.28773714286,50737.59074597143,51640.01052925714,52781.85685761427,53168.739091389034,53555.6213251638,53942.50355893856,54329.38579271332,54716.268026488084,55103.150260262846,55490.03249403761,55876.91472781237,56263.79696158714,56650.6791953619,57037.561429136666,57424.44366291143,57811.32589668619,58198.20813046095,58585.090364235715,58971.97259801048,59358.85483178524,59745.73706556
312,2020-04-13,4,19950.68882268,23145.015565835427,26339.342308990857,29533.669052146284,32727.995795301715,35922.32253845714,47140.634577599994,50909.34136171429,51838.026464557144,52990.56942531429,53372.03608156572,53753.50273781714,54134.96939406857,54516.43605032,54897.90270657143,55279.36936282286,55660.83601907428,56042.302675325715,56423.76933157715,56805.23598782857,57186.70264408,57568.16930033143,57949.63595658286,58331.102612834286,58712.56926908571,59094.03592533714,59475.502581588575,59856.96923784
