ARIMA,AIC 2014-10-03 00:00:00,AIC 2017-03-11 00:00:00,AIC 2018-10-02 00:00:00,AIC 2018-07-02 00:00:00,AIC 2018-04-14 00:00:00,AIC 2014-05-10 00:00:00,AIC 2015-06-07 00:00:00,AIC 2014-08-30 00:00:00,AIC 2016-10-11 00:00:00,AIC 2018-04-08 00:00:00,AIC 2016-07-09 00:00:00,AIC 2016-08-25 00:00:00,Median AIC
"(4, 1, 1)",3660.621103958725,3620.004317754134,3751.513882461843,3679.2040771272514,3536.053693303831,3447.6791953816346,3538.181560702732,3636.533695915621,3743.6398738431863,3526.1818291722966,3669.8355834206395,3712.152531922391,3648.577399937173
"(4, 1, 2)",3653.9450335848405,3617.0652547153177,3731.468962343499,3681.6124462339285,3525.0375773366695,3428.959835064117,3526.257270884271,3625.0145425709047,3746.3620691468905,3517.43127481197,3672.053368862902,3697.2362981587185,3639.4797880778724
"(4, 1, 3)",3649.669160865843,3604.351395392113,3734.4948798671794,3649.977952950154,3503.1664897880555,3417.3841335641173,3517.62722786865,3636.929202608517,3706.1938669181563,3517.0235533133255,3652.520108722905,3664.3109905854326,3643.29918173718
"(4, 1, 4)",3650.330727017721,3608.490477988708,3723.249038397862,3662.177589035754,3515.4576433236107,3420.9094141282117,3518.9503157393483,3630.0060091779496,3704.6988292817487,3512.095493153897,3633.0182938433477,3669.9416617628776,3631.5121515106484
"(4, 2, 0)",3722.565758075135,3675.499909931701,3760.326596703305,3689.2029992493794,3577.7941237471105,3472.83003110462,3554.009532584322,3699.8506297279623,3748.650130576031,3565.1505827231013,3652.992531563539,3714.193110121695,3682.35145459054
"(4, 2, 1)",3686.3802707475734,3638.4344697559336,3740.2539541263313,3668.0872032784036,3534.865990926116,3440.8253665543725,3529.1210811564915,3665.5516468785554,3750.4509949298686,3523.6843510972976,3654.5930955888903,3716.2016426116347,3660.072371233723
"(4, 2, 2)",3698.3926838355214,3618.3671770538213,3739.343622530232,3667.5036673955537,3529.077331760752,3439.3157291609286,3555.1934501850656,3675.9959016582325,3724.777021321729,3518.9792537715684,3623.603209240495,3683.681203696917,3645.5534383180243
"(4, 2, 3)",3663.142877190776,3629.6220431809857,3726.112691554372,3654.7300247287067,3520.5784349653395,3426.3791165533867,3526.0463412370054,3646.043214312348,3703.2491778125504,3516.123805181761,3613.884257001635,3660.880734556274,3637.832628746667
"(4, 2, 4)",3662.3813045352263,3631.5612887077796,3726.685316198417,3654.7388196073025,3505.8629587054947,3422.2193591986215,3511.9258409835447,3644.9974937540146,3709.280164725026,3515.8356832388718,3616.7844549693928,3673.150779738604,3638.279391230897
"(4, 3, 0)",3765.9107759308718,3752.492937142086,3846.189795445181,3760.543598182385,3677.2939057328213,3548.69308463301,3623.7328719161724,3735.7386892957593,3806.0293230332773,3666.668256458498,3724.5992793951345,3766.352990296244,3744.1158132189225
"(4, 3, 1)",3719.2325535964146,3683.02634553411,3773.66873890015,3697.8401793377607,3599.0257501422784,3461.280592223725,3562.5739327177357,3695.831668584294,3751.7300732824597,3587.365373406473,3662.058193988046,3715.4170231784287,3689.4290070592024
"(4, 3, 2)",3690.6705245728067,3633.2360780219387,3748.767854290976,3670.1076839368534,3530.7962469628446,3442.279124877054,3531.5296549864497,3699.638698768522,3738.7573773440463,3579.591520513617,3642.1969102741405,3704.4265097680627,3656.152297105497
"(4, 3, 3)",3696.3754307563268,3654.062520180798,3752.586587517356,3682.1731592227757,3557.1282051411654,3476.0775809597762,3551.251354309232,3673.8937170558806,3730.6439562938635,3553.5677297854354,3632.7444745195808,3687.876130172551,3663.978118618339
"(4, 3, 4)",3672.9374338030802,3647.1345800195054,3745.667812399449,3666.193582190328,3549.466762449149,3448.728660240223,3521.506283978922,3668.1641708741095,3727.3331560550455,3548.886050295856,3628.7098820522524,3686.691740492055,3656.6640811049165
"(4, 4, 0)",3856.0571869750493,3864.579846240214,3965.922320938519,3873.0660478991913,3791.1177839948687,3660.9568490729694,3737.176752654671,3823.317794769978,3919.3501560842665,3781.9114099862863,3856.497608364556,3881.915496952378,3856.2773976698027
"(4, 4, 1)",3780.2068220345063,3777.1045931646377,3875.8273559455765,3788.5091631001183,3705.685268710681,3576.7942691480075,3610.7976800546076,3751.2147492714475,3834.1581228238456,3695.693799892848,3711.0188654820204,3795.8178264630537,3764.1596712180426
"(4, 4, 2)",3721.506684314243,3763.22372627929,3775.30220086385,3781.3521139334266,3582.1943650706053,3566.069798294131,3562.4206105108724,3699.3144653139557,3744.279874054141,3574.6894370235727,3645.091860166424,3735.5929556684778,3710.410574814099
"(4, 4, 4)",3721.995772220017,3720.5452918209394,3811.998872872788,3731.0464033432418,3628.06320855818,3518.593252222867,3580.925152995673,3702.1485884612957,3777.249972356024,3629.488882307012,3696.902414944472,3740.1662893174107,3711.3469401411176
