Period,Date,Hour,System Price,Forecast,Upper,Lower,Pos,Neg
147,2019-10-28,17:00:00,43.55,45.239,52.805,35.028,1,0
147,2019-10-29,17:00:00,43.91,46.452,53.207,34.848,1,0
147,2019-10-29,18:00:00,44.19,52.046,57.856,34.848,1,0
147,2019-10-30,07:00:00,44.62,50.64,56.6,34.698,1,0
147,2019-10-30,08:00:00,45.72,55.09,61.093,34.698,1,0
147,2019-10-30,09:00:00,44.84,55.202,61.165,34.698,1,0
147,2019-10-30,10:00:00,43.69,53.797,59.968,34.698,1,0
147,2019-11-04,08:00:00,44.16,91.347,97.797,34.208,1,0
147,2019-11-04,09:00:00,44.38,91.258,97.708,34.208,1,0
147,2019-11-04,16:00:00,44.15,90.706,97.156,34.208,1,0
147,2019-11-04,17:00:00,45.51,127.713,134.163,34.208,1,0
147,2019-11-04,18:00:00,44.2,100.485,106.935,34.208,1,0
147,2019-11-05,07:00:00,45.22,65.118,71.658,34.118,1,0
147,2019-11-05,08:00:00,49.34,73.579,80.119,34.118,1,0
147,2019-11-05,09:00:00,46.48,71.124,77.664,34.118,1,0
147,2019-11-05,10:00:00,45.82,68.65,75.19,34.118,1,0
147,2019-11-05,11:00:00,45.71,65.089,71.629,34.118,1,0
147,2019-11-05,12:00:00,44.88,60.553,67.093,34.118,1,0
147,2019-11-05,13:00:00,45.57,60.648,67.188,34.118,1,0
147,2019-11-05,14:00:00,46.42,62.617,69.157,34.118,1,0
147,2019-11-05,15:00:00,45.25,65.303,71.843,34.118,1,0
147,2019-11-05,16:00:00,46.59,72.063,78.603,34.118,1,0
147,2019-11-05,17:00:00,51.49,92.819,99.359,34.118,1,0
147,2019-11-05,18:00:00,51.23,83.399,89.939,34.118,1,0
147,2019-11-05,19:00:00,48.39,65.929,72.469,34.118,1,0
147,2019-11-05,20:00:00,44.84,47.842,55.663,34.118,1,0
147,2019-11-06,06:00:00,46.9,44.488,52.135,34.058,1,0
147,2019-11-06,07:00:00,54.93,66.125,72.725,34.058,1,0
147,2019-11-06,08:00:00,59.94,74.358,80.958,34.058,1,0
147,2019-11-06,09:00:00,54.92,73.482,80.082,34.058,1,0
147,2019-11-06,10:00:00,54.41,70.838,77.438,34.058,1,0
147,2019-11-06,11:00:00,53.88,67.695,74.295,34.058,1,0
147,2019-11-06,12:00:00,51.4,63.099,69.699,34.058,1,0
147,2019-11-06,13:00:00,54.95,61.276,67.876,34.058,1,0
147,2019-11-06,14:00:00,54.96,63.116,69.716,34.058,1,0
147,2019-11-06,15:00:00,56.14,65.94,72.54,34.058,1,0
147,2019-11-06,16:00:00,63.24,72.944,79.544,34.058,1,0
147,2019-11-06,17:00:00,76.41,91.975,98.575,34.058,1,0
147,2019-11-06,18:00:00,84.95,80.691,87.291,34.058,1,0
147,2019-11-06,19:00:00,63.28,63.853,70.453,34.058,1,0
147,2019-11-06,20:00:00,53.1,46.612,54.195,34.058,1,0
147,2019-11-06,21:00:00,46.53,42.665,49.265,34.058,1,0
147,2019-11-07,06:00:00,46.4,57.523,64.253,33.928,1,0
147,2019-11-07,07:00:00,56.85,170.128,176.858,33.928,1,0
147,2019-11-07,08:00:00,59.87,207.657,200.0,33.928,1,0
147,2019-11-07,09:00:00,52.53,197.898,200.0,33.928,1,0
147,2019-11-07,10:00:00,49.55,182.18,188.91,33.928,1,0
147,2019-11-07,11:00:00,48.49,167.027,173.757,33.928,1,0
147,2019-11-07,12:00:00,47.79,144.475,151.205,33.928,1,0
147,2019-11-07,13:00:00,50.11,142.542,149.272,33.928,1,0
147,2019-11-07,14:00:00,50.54,151.017,157.747,33.928,1,0
147,2019-11-07,15:00:00,50.06,169.522,176.252,33.928,1,0
147,2019-11-07,16:00:00,54.06,203.156,200.0,33.928,1,0
147,2019-11-07,17:00:00,56.82,210.0,200.0,33.928,1,0
147,2019-11-07,18:00:00,51.28,210.0,200.0,33.928,1,0
147,2019-11-07,19:00:00,47.26,148.79,155.52,33.928,1,0
147,2019-11-08,07:00:00,60.93,210.0,200.0,33.888,1,0
147,2019-11-08,08:00:00,62.77,210.0,200.0,33.888,1,0
147,2019-11-08,09:00:00,57.42,210.0,200.0,33.888,1,0
147,2019-11-08,10:00:00,56.84,210.0,200.0,33.888,1,0
147,2019-11-08,11:00:00,56.83,210.0,200.0,33.888,1,0
147,2019-11-08,12:00:00,55.62,203.216,200.0,33.888,1,0
147,2019-11-08,13:00:00,56.79,182.595,189.365,33.888,1,0
147,2019-11-08,14:00:00,56.75,178.161,184.931,33.888,1,0
147,2019-11-08,15:00:00,53.4,184.255,191.025,33.888,1,0
147,2019-11-08,16:00:00,52.65,210.0,200.0,33.888,1,0
147,2019-11-08,17:00:00,58.84,210.0,200.0,33.888,1,0
147,2019-11-08,18:00:00,51.29,210.0,200.0,33.888,1,0
147,2019-11-08,19:00:00,47.42,135.967,142.737,33.888,1,0
148,2019-10-28,08:00:00,44.59,48.787,55.275,35.16,1,0
148,2019-10-28,09:00:00,44.72,48.028,54.108,35.16,1,0
148,2019-10-28,10:00:00,43.51,46.589,53.181,35.16,1,0
148,2019-10-28,17:00:00,43.55,43.959,50.938,35.16,1,0
148,2019-10-29,17:00:00,43.91,44.905,52.038,35.0,1,0
148,2019-10-29,18:00:00,44.19,48.643,54.539,35.0,1,0
148,2019-10-30,07:00:00,44.62,48.6,54.74,34.82,1,0
148,2019-10-30,08:00:00,45.72,53.049,58.859,34.82,1,0
148,2019-10-30,09:00:00,44.84,52.462,58.272,34.82,1,0
148,2019-10-30,10:00:00,43.69,50.958,56.789,34.82,1,0
148,2019-11-04,08:00:00,44.16,75.845,82.195,34.28,1,0
148,2019-11-04,09:00:00,44.38,73.916,80.266,34.28,1,0
148,2019-11-04,16:00:00,44.15,74.448,80.798,34.28,1,0
148,2019-11-04,17:00:00,45.51,94.076,100.426,34.28,1,0
148,2019-11-04,18:00:00,44.2,76.47,82.82,34.28,1,0
148,2019-11-05,07:00:00,45.22,60.305,66.755,34.18,1,0
148,2019-11-05,08:00:00,49.34,69.161,75.611,34.18,1,0
148,2019-11-05,09:00:00,46.48,65.439,71.889,34.18,1,0
148,2019-11-05,10:00:00,45.82,62.519,68.969,34.18,1,0
148,2019-11-05,11:00:00,45.71,58.491,64.941,34.18,1,0
148,2019-11-05,12:00:00,44.88,54.83,62.436,34.18,1,0
148,2019-11-05,13:00:00,45.57,55.619,62.413,34.18,1,0
148,2019-11-05,14:00:00,46.42,57.228,63.678,34.18,1,0
148,2019-11-05,15:00:00,45.25,60.255,66.705,34.18,1,0
148,2019-11-05,16:00:00,46.59,67.068,73.518,34.18,1,0
148,2019-11-05,17:00:00,51.49,73.888,80.338,34.18,1,0
148,2019-11-05,18:00:00,51.23,70.475,76.925,34.18,1,0
148,2019-11-05,19:00:00,48.39,58.274,64.724,34.18,1,0
148,2019-11-05,20:00:00,44.84,45.332,52.35,34.18,1,0
148,2019-11-06,06:00:00,46.9,43.671,50.31,34.09,1,0
148,2019-11-06,07:00:00,54.93,61.294,67.834,34.09,1,0
148,2019-11-06,08:00:00,59.94,69.911,76.451,34.09,1,0
148,2019-11-06,09:00:00,54.92,67.764,74.304,34.09,1,0
148,2019-11-06,10:00:00,54.41,64.862,71.402,34.09,1,0
148,2019-11-06,11:00:00,53.88,61.171,67.711,34.09,1,0
148,2019-11-06,12:00:00,51.4,56.098,62.638,34.09,1,0
148,2019-11-06,13:00:00,54.95,55.921,62.461,34.09,1,0
148,2019-11-06,14:00:00,54.96,57.708,64.308,34.09,1,0
148,2019-11-06,15:00:00,56.14,60.867,67.407,34.09,1,0
148,2019-11-06,16:00:00,63.24,67.918,74.458,34.09,1,0
148,2019-11-06,17:00:00,76.41,73.643,80.183,34.09,1,0
148,2019-11-06,18:00:00,84.95,69.687,76.227,34.09,1,0
148,2019-11-06,19:00:00,63.28,56.266,63.498,34.09,1,0
148,2019-11-06,20:00:00,53.1,44.807,52.199,34.09,1,0
148,2019-11-06,21:00:00,46.53,41.837,48.377,33.827,1,0
148,2019-11-07,06:00:00,46.4,54.615,61.215,34.03,1,0
148,2019-11-07,07:00:00,56.85,136.927,143.527,34.03,1,0
148,2019-11-07,08:00:00,59.87,180.431,187.031,34.03,1,0
148,2019-11-07,09:00:00,52.53,164.145,170.745,34.03,1,0
148,2019-11-07,10:00:00,49.55,142.64,149.24,34.03,1,0
148,2019-11-07,11:00:00,48.49,120.414,127.014,34.03,1,0
148,2019-11-07,12:00:00,47.79,99.999,106.599,34.03,1,0
148,2019-11-07,13:00:00,50.11,103.77,110.37,34.03,1,0
148,2019-11-07,14:00:00,50.54,111.407,118.007,34.03,1,0
148,2019-11-07,15:00:00,50.06,133.318,139.918,34.03,1,0
148,2019-11-07,16:00:00,54.06,173.158,179.758,34.03,1,0
148,2019-11-07,17:00:00,56.82,200.493,200.0,34.03,1,0
148,2019-11-07,18:00:00,51.28,181.835,188.435,34.03,1,0
148,2019-11-07,19:00:00,47.26,101.262,107.862,34.03,1,0
148,2019-11-08,07:00:00,60.93,208.877,200.0,33.9,1,0
148,2019-11-08,08:00:00,62.77,210.0,200.0,33.9,1,0
148,2019-11-08,09:00:00,57.42,210.0,200.0,33.9,1,0
148,2019-11-08,10:00:00,56.84,210.0,200.0,33.9,1,0
148,2019-11-08,11:00:00,56.83,200.279,200.0,33.9,1,0
148,2019-11-08,12:00:00,55.62,163.456,170.186,33.9,1,0
148,2019-11-08,13:00:00,56.79,146.631,153.361,33.9,1,0
148,2019-11-08,14:00:00,56.75,141.706,148.436,33.9,1,0
148,2019-11-08,15:00:00,53.4,152.196,158.926,33.9,1,0
148,2019-11-08,16:00:00,52.65,188.434,195.164,33.9,1,0
148,2019-11-08,17:00:00,58.84,210.0,200.0,33.9,1,0
148,2019-11-08,18:00:00,51.29,193.407,200.0,33.9,1,0
148,2019-11-08,19:00:00,47.42,95.059,101.789,33.9,1,0
148,2019-11-10,17:00:00,50.66,43.657,50.572,33.74,1,0
148,2019-11-10,18:00:00,51.46,43.572,51.462,33.702,1,0
148,2019-11-10,19:00:00,49.51,41.896,48.786,32.026,1,0
149,2019-10-29,17:00:00,43.91,43.806,50.084,35.028,1,0
149,2019-10-29,18:00:00,44.19,46.169,53.284,35.028,1,0
149,2019-10-30,07:00:00,44.62,46.327,53.103,34.868,1,0
149,2019-10-30,08:00:00,45.72,50.966,57.182,34.868,1,0
149,2019-10-30,09:00:00,44.84,50.122,55.752,34.868,1,0
149,2019-10-30,10:00:00,43.69,48.967,54.799,34.868,1,0
149,2019-11-04,08:00:00,44.16,69.16,75.68,33.978,1,0
149,2019-11-04,09:00:00,44.38,67.313,73.833,33.978,1,0
149,2019-11-04,16:00:00,44.15,68.118,74.638,33.978,1,0
149,2019-11-04,17:00:00,45.51,73.937,80.457,33.978,1,0
149,2019-11-04,18:00:00,44.2,68.516,75.036,33.978,1,0
149,2019-11-05,07:00:00,45.22,55.859,63.541,34.148,1,0
149,2019-11-05,08:00:00,49.34,65.352,71.702,34.148,1,0
149,2019-11-05,09:00:00,46.48,60.698,67.048,34.148,1,0
149,2019-11-05,10:00:00,45.82,58.425,65.402,34.148,1,0
149,2019-11-05,11:00:00,45.71,55.083,61.433,34.148,1,0
149,2019-11-05,12:00:00,44.88,52.369,58.719,34.148,1,0
149,2019-11-05,13:00:00,45.57,53.167,60.591,34.148,1,0
149,2019-11-05,14:00:00,46.42,54.225,61.211,34.148,1,0
149,2019-11-05,15:00:00,45.25,55.985,62.778,34.148,1,0
149,2019-11-05,16:00:00,46.59,62.76,69.11,34.148,1,0
149,2019-11-05,17:00:00,51.49,69.537,75.887,34.148,1,0
149,2019-11-05,18:00:00,51.23,65.921,72.271,34.148,1,0
149,2019-11-05,19:00:00,48.39,54.125,61.942,34.148,1,0
149,2019-11-05,20:00:00,44.84,44.256,51.776,34.148,1,0
149,2019-11-06,06:00:00,46.9,42.729,49.613,34.048,1,0
149,2019-11-06,07:00:00,54.93,56.712,63.4,34.048,1,0
149,2019-11-06,08:00:00,59.94,66.171,72.621,34.048,1,0
149,2019-11-06,09:00:00,54.92,63.226,69.676,34.048,1,0
149,2019-11-06,10:00:00,54.41,60.764,67.214,34.048,1,0
149,2019-11-06,11:00:00,53.88,56.852,64.82,34.048,1,0
149,2019-11-06,12:00:00,51.4,53.587,60.037,34.048,1,0
149,2019-11-06,13:00:00,54.95,53.468,59.918,34.048,1,0
149,2019-11-06,14:00:00,54.96,54.466,61.547,34.048,1,0
149,2019-11-06,15:00:00,56.14,56.582,63.901,34.048,1,0
149,2019-11-06,16:00:00,63.24,63.707,70.157,34.048,1,0
149,2019-11-06,17:00:00,76.41,69.293,75.743,34.048,1,0
149,2019-11-06,18:00:00,84.95,65.048,71.498,34.048,1,0
149,2019-11-06,19:00:00,63.28,53.124,59.574,34.048,1,0
149,2019-11-06,20:00:00,53.1,43.731,51.273,34.048,1,0
149,2019-11-06,21:00:00,46.53,41.606,48.056,33.936,1,0
149,2019-11-07,06:00:00,46.4,52.473,60.129,33.958,1,0
149,2019-11-07,07:00:00,56.85,110.24,116.78,33.958,1,0
149,2019-11-07,08:00:00,59.87,161.501,168.041,33.958,1,0
149,2019-11-07,09:00:00,52.53,136.197,142.737,33.958,1,0
149,2019-11-07,10:00:00,49.55,117.773,124.313,33.958,1,0
149,2019-11-07,11:00:00,48.49,99.93,106.47,33.958,1,0
149,2019-11-07,12:00:00,47.79,85.208,91.748,33.958,1,0
149,2019-11-07,13:00:00,50.11,88.904,95.444,33.958,1,0
149,2019-11-07,14:00:00,50.54,94.242,100.782,33.958,1,0
149,2019-11-07,15:00:00,50.06,108.112,114.652,33.958,1,0
149,2019-11-07,16:00:00,54.06,149.863,156.403,33.958,1,0
149,2019-11-07,17:00:00,56.82,178.4,184.94,33.958,1,0
149,2019-11-07,18:00:00,51.28,156.824,163.364,33.958,1,0
149,2019-11-07,19:00:00,47.26,83.016,89.556,33.958,1,0
149,2019-11-08,07:00:00,60.93,189.153,195.753,33.898,1,0
149,2019-11-08,08:00:00,62.77,210.0,200.0,33.898,1,0
149,2019-11-08,09:00:00,57.42,210.0,200.0,33.898,1,0
149,2019-11-08,10:00:00,56.84,209.38,200.0,33.898,1,0
149,2019-11-08,11:00:00,56.83,181.264,187.864,33.898,1,0
149,2019-11-08,12:00:00,55.62,133.86,140.46,33.898,1,0
149,2019-11-08,13:00:00,56.79,116.826,123.426,33.898,1,0
149,2019-11-08,14:00:00,56.75,113.91,120.51,33.898,1,0
149,2019-11-08,15:00:00,53.4,127.042,133.642,33.898,1,0
149,2019-11-08,16:00:00,52.65,168.969,175.569,33.898,1,0
149,2019-11-08,17:00:00,58.84,196.038,200.0,33.898,1,0
149,2019-11-08,18:00:00,51.29,170.419,177.019,33.898,1,0
149,2019-11-08,19:00:00,47.42,76.826,83.426,33.898,1,0
149,2019-11-10,17:00:00,50.66,42.555,49.545,33.215,1,0
149,2019-11-10,18:00:00,51.46,42.392,50.973,33.052,1,0
149,2019-11-10,19:00:00,49.51,41.52,48.29,32.18,1,0
149,2019-11-11,08:00:00,51.94,71.547,78.437,33.608,1,0
149,2019-11-11,17:00:00,48.99,79.539,86.429,33.608,1,0
150,2019-10-30,07:00:00,44.62,44.892,52.502,35.204,1,0
150,2019-10-30,08:00:00,45.72,48.645,54.285,35.204,1,0
150,2019-10-30,09:00:00,44.84,48.12,54.73,35.204,1,0
150,2019-10-30,10:00:00,43.69,47.725,53.97,35.204,1,0
150,2019-11-04,08:00:00,44.16,64.891,71.251,34.314,1,0
150,2019-11-04,09:00:00,44.38,63.552,69.912,34.314,1,0
150,2019-11-04,16:00:00,44.15,69.407,75.767,34.314,1,0
150,2019-11-04,17:00:00,45.51,74.831,81.191,34.314,1,0
150,2019-11-04,18:00:00,44.2,69.68,76.04,34.314,1,0
150,2019-11-05,07:00:00,45.22,51.516,58.036,34.154,1,0
150,2019-11-05,08:00:00,49.34,57.313,63.833,34.154,1,0
150,2019-11-05,09:00:00,46.48,54.688,61.208,34.154,1,0
150,2019-11-05,10:00:00,45.82,54.325,60.845,34.154,1,0
150,2019-11-05,11:00:00,45.71,52.6,59.12,34.154,1,0
150,2019-11-05,12:00:00,44.88,50.212,56.732,34.154,1,0
150,2019-11-05,13:00:00,45.57,51.432,57.952,34.154,1,0
150,2019-11-05,14:00:00,46.42,52.735,59.255,34.154,1,0
150,2019-11-05,15:00:00,45.25,54.706,61.226,34.154,1,0
150,2019-11-05,16:00:00,46.59,60.796,67.316,34.154,1,0
150,2019-11-05,17:00:00,51.49,67.255,73.775,34.154,1,0
150,2019-11-05,18:00:00,51.23,63.744,70.264,34.154,1,0
150,2019-11-05,19:00:00,48.39,52.461,58.981,34.154,1,0
150,2019-11-05,20:00:00,44.84,43.841,50.454,34.154,1,0
150,2019-11-06,06:00:00,46.9,41.915,48.471,34.324,1,0
150,2019-11-06,07:00:00,54.93,53.692,61.245,34.324,1,0
150,2019-11-06,08:00:00,59.94,61.552,67.902,34.324,1,0
150,2019-11-06,09:00:00,54.92,59.284,65.634,34.324,1,0
150,2019-11-06,10:00:00,54.41,58.319,64.669,34.324,1,0
150,2019-11-06,11:00:00,53.88,55.597,63.986,34.324,1,0
150,2019-11-06,12:00:00,51.4,53.058,61.127,34.324,1,0
150,2019-11-06,13:00:00,54.95,53.359,61.318,34.324,1,0
150,2019-11-06,14:00:00,54.96,54.614,61.441,34.324,1,0
150,2019-11-06,15:00:00,56.14,57.31,64.215,34.324,1,0
150,2019-11-06,16:00:00,63.24,65.117,71.467,34.324,1,0
150,2019-11-06,17:00:00,76.41,70.129,76.479,34.324,1,0
150,2019-11-06,18:00:00,84.95,66.254,72.604,34.324,1,0
150,2019-11-06,19:00:00,63.28,53.106,59.597,34.324,1,0
150,2019-11-06,20:00:00,53.1,44.0,51.689,34.324,1,0
150,2019-11-06,21:00:00,46.53,41.796,48.288,34.324,1,0
150,2019-11-07,06:00:00,46.4,49.526,55.976,34.224,1,0
150,2019-11-07,07:00:00,56.85,92.284,98.734,34.224,1,0
150,2019-11-07,08:00:00,59.87,134.596,141.046,34.224,1,0
150,2019-11-07,09:00:00,52.53,113.922,120.372,34.224,1,0
150,2019-11-07,10:00:00,49.55,104.457,110.907,34.224,1,0
150,2019-11-07,11:00:00,48.49,95.328,101.778,34.224,1,0
150,2019-11-07,12:00:00,47.79,82.343,88.793,34.224,1,0
150,2019-11-07,13:00:00,50.11,88.372,94.822,34.224,1,0
150,2019-11-07,14:00:00,50.54,95.208,101.658,34.224,1,0
150,2019-11-07,15:00:00,50.06,112.17,118.62,34.224,1,0
150,2019-11-07,16:00:00,54.06,159.204,165.654,34.224,1,0
150,2019-11-07,17:00:00,56.82,184.206,190.656,34.224,1,0
150,2019-11-07,18:00:00,51.28,166.497,172.947,34.224,1,0
150,2019-11-07,19:00:00,47.26,83.746,90.196,34.224,1,0
150,2019-11-08,07:00:00,60.93,166.618,173.158,34.134,1,0
150,2019-11-08,08:00:00,62.77,210.0,200.0,34.134,1,0
150,2019-11-08,09:00:00,57.42,206.364,200.0,34.134,1,0
150,2019-11-08,10:00:00,56.84,199.378,200.0,34.134,1,0
150,2019-11-08,11:00:00,56.83,174.669,181.209,34.134,1,0
150,2019-11-08,12:00:00,55.62,128.382,134.922,34.134,1,0
150,2019-11-08,13:00:00,56.79,115.823,122.363,34.134,1,0
150,2019-11-08,14:00:00,56.75,115.87,122.41,34.134,1,0
150,2019-11-08,15:00:00,53.4,131.067,137.607,34.134,1,0
150,2019-11-08,16:00:00,52.65,176.05,182.59,34.134,1,0
150,2019-11-08,17:00:00,58.84,202.061,200.0,34.134,1,0
150,2019-11-08,18:00:00,51.29,178.227,184.767,34.134,1,0
150,2019-11-08,19:00:00,47.42,77.495,84.035,34.134,1,0
150,2019-11-10,17:00:00,50.66,42.708,51.245,33.808,1,0
150,2019-11-10,18:00:00,51.46,42.65,51.4,33.75,1,0
150,2019-11-10,19:00:00,49.51,41.554,48.284,32.654,1,0
150,2019-11-11,08:00:00,51.94,67.401,74.171,33.904,1,0
150,2019-11-11,17:00:00,48.99,82.617,89.387,33.904,1,0
151,2019-11-04,08:00:00,44.16,59.881,68.277,34.151,1,0
151,2019-11-04,09:00:00,44.38,58.116,66.654,34.151,1,0
151,2019-11-04,16:00:00,44.15,61.738,67.928,34.151,1,0
151,2019-11-04,17:00:00,45.51,65.926,72.116,34.151,1,0
151,2019-11-04,18:00:00,44.2,59.859,68.473,34.151,1,0
151,2019-11-05,07:00:00,45.22,49.659,56.019,33.981,1,0
151,2019-11-05,08:00:00,49.34,53.991,62.673,33.981,1,0
151,2019-11-05,09:00:00,46.48,51.753,60.965,33.981,1,0
151,2019-11-05,10:00:00,45.82,51.878,58.238,33.981,1,0
151,2019-11-05,11:00:00,45.71,50.143,56.503,33.981,1,0
151,2019-11-05,12:00:00,44.88,47.368,53.728,33.981,1,0
151,2019-11-05,13:00:00,45.57,48.296,54.897,33.981,1,0
151,2019-11-05,14:00:00,46.42,49.488,55.848,33.981,1,0
151,2019-11-05,15:00:00,45.25,50.797,57.157,33.981,1,0
151,2019-11-05,16:00:00,46.59,54.344,60.704,33.981,1,0
151,2019-11-05,17:00:00,51.49,57.245,64.056,33.981,1,0
151,2019-11-05,18:00:00,51.23,54.64,63.468,33.981,1,0
151,2019-11-05,19:00:00,48.39,47.339,56.611,33.981,1,0
151,2019-11-05,20:00:00,44.84,41.962,48.322,33.981,1,0
151,2019-11-06,06:00:00,46.9,43.6,50.176,33.821,1,0
151,2019-11-06,07:00:00,54.93,62.067,68.587,33.821,1,0
151,2019-11-06,08:00:00,59.94,70.758,77.278,33.821,1,0
151,2019-11-06,09:00:00,54.92,68.202,74.722,33.821,1,0
151,2019-11-06,10:00:00,54.41,67.43,73.95,33.821,1,0
151,2019-11-06,11:00:00,53.88,64.328,70.848,33.821,1,0
151,2019-11-06,12:00:00,51.4,58.281,64.801,33.821,1,0
151,2019-11-06,13:00:00,54.95,58.261,64.781,33.821,1,0
151,2019-11-06,14:00:00,54.96,60.601,67.121,33.821,1,0
151,2019-11-06,15:00:00,56.14,63.429,69.949,33.821,1,0
151,2019-11-06,16:00:00,63.24,70.767,77.287,33.821,1,0
151,2019-11-06,17:00:00,76.41,74.591,81.111,33.821,1,0
151,2019-11-06,18:00:00,84.95,70.314,76.834,33.821,1,0
151,2019-11-06,19:00:00,63.28,54.363,63.867,33.821,1,0
151,2019-11-06,20:00:00,53.1,44.798,52.762,33.821,1,0
151,2019-11-06,21:00:00,46.53,42.093,48.613,33.821,1,0
151,2019-11-07,06:00:00,46.4,47.75,54.88,33.991,1,0
151,2019-11-07,07:00:00,56.85,82.867,89.217,33.991,1,0
151,2019-11-07,08:00:00,59.87,111.189,117.539,33.991,1,0
151,2019-11-07,09:00:00,52.53,96.205,102.555,33.991,1,0
151,2019-11-07,10:00:00,49.55,90.638,96.988,33.991,1,0
151,2019-11-07,11:00:00,48.49,81.283,87.633,33.991,1,0
151,2019-11-07,12:00:00,47.79,72.355,78.705,33.991,1,0
151,2019-11-07,13:00:00,50.11,73.644,79.994,33.991,1,0
151,2019-11-07,14:00:00,50.54,76.332,82.682,33.991,1,0
151,2019-11-07,15:00:00,50.06,85.839,92.189,33.991,1,0
151,2019-11-07,16:00:00,54.06,111.919,118.269,33.991,1,0
151,2019-11-07,17:00:00,56.82,135.877,142.227,33.991,1,0
151,2019-11-07,18:00:00,51.28,111.41,117.76,33.991,1,0
151,2019-11-07,19:00:00,47.26,67.868,74.218,33.991,1,0
151,2019-11-08,07:00:00,60.93,149.772,156.222,33.891,1,0
151,2019-11-08,08:00:00,62.77,201.524,200.0,33.891,1,0
151,2019-11-08,09:00:00,57.42,189.868,196.318,33.891,1,0
151,2019-11-08,10:00:00,56.84,179.345,185.795,33.891,1,0
151,2019-11-08,11:00:00,56.83,150.446,156.896,33.891,1,0
151,2019-11-08,12:00:00,55.62,100.834,107.284,33.891,1,0
151,2019-11-08,13:00:00,56.79,92.723,99.173,33.891,1,0
151,2019-11-08,14:00:00,56.75,91.651,98.101,33.891,1,0
151,2019-11-08,15:00:00,53.4,95.354,101.804,33.891,1,0
151,2019-11-08,16:00:00,52.65,132.585,139.035,33.891,1,0
151,2019-11-08,17:00:00,58.84,160.427,166.877,33.891,1,0
151,2019-11-08,18:00:00,51.29,127.626,134.076,33.891,1,0
151,2019-11-08,19:00:00,47.42,65.924,72.374,33.891,1,0
151,2019-11-10,17:00:00,50.66,41.714,48.314,33.224,1,0
151,2019-11-10,18:00:00,51.46,41.679,48.279,33.189,1,0
151,2019-11-10,19:00:00,49.51,41.044,47.644,32.554,1,0
151,2019-11-11,08:00:00,51.94,62.661,69.391,33.611,1,0
151,2019-11-11,17:00:00,48.99,68.464,75.194,33.611,1,0
151,2019-11-13,16:00:00,49.93,54.248,61.138,33.451,1,0
151,2019-11-13,17:00:00,50.03,55.879,66.694,33.451,1,0
152,2019-11-04,08:00:00,44.16,54.284,63.212,34.535,1,0
152,2019-11-04,09:00:00,44.38,53.422,62.44,34.535,1,0
152,2019-11-04,16:00:00,44.15,55.19,63.04,34.535,1,0
152,2019-11-04,17:00:00,45.51,59.994,66.541,34.535,1,0
152,2019-11-04,18:00:00,44.2,54.887,62.96,34.535,1,0
152,2019-11-05,07:00:00,45.22,46.227,55.423,34.305,1,0
152,2019-11-05,08:00:00,49.34,50.433,58.91,34.305,1,0
152,2019-11-05,09:00:00,46.48,48.743,57.621,34.305,1,0
152,2019-11-05,10:00:00,45.82,48.269,57.321,34.305,1,0
152,2019-11-05,11:00:00,45.71,47.065,55.578,34.305,1,0
152,2019-11-05,12:00:00,44.88,45.149,53.713,34.305,1,0
152,2019-11-05,13:00:00,45.57,45.687,54.017,34.305,1,0
152,2019-11-05,14:00:00,46.42,46.284,55.174,34.305,1,0
152,2019-11-05,15:00:00,45.25,47.664,55.249,34.305,1,0
152,2019-11-05,16:00:00,46.59,50.58,58.724,34.305,1,0
152,2019-11-05,17:00:00,51.49,53.529,61.783,34.305,1,0
152,2019-11-05,18:00:00,51.23,51.492,59.477,34.305,1,0
152,2019-11-05,19:00:00,48.39,45.513,53.344,34.305,1,0
152,2019-11-05,20:00:00,44.84,41.762,47.952,34.305,1,0
152,2019-11-06,06:00:00,46.9,42.361,48.721,34.135,1,0
152,2019-11-06,07:00:00,54.93,54.635,64.385,34.135,1,0
152,2019-11-06,08:00:00,59.94,64.216,70.576,34.135,1,0
152,2019-11-06,09:00:00,54.92,61.38,67.74,34.135,1,0
152,2019-11-06,10:00:00,54.41,59.785,66.256,34.135,1,0
152,2019-11-06,11:00:00,53.88,57.156,66.601,34.135,1,0
152,2019-11-06,12:00:00,51.4,53.033,60.593,34.135,1,0
152,2019-11-06,13:00:00,54.95,53.27,61.696,34.135,1,0
152,2019-11-06,14:00:00,54.96,54.322,62.856,34.135,1,0
152,2019-11-06,15:00:00,56.14,56.081,63.99,34.135,1,0
152,2019-11-06,16:00:00,63.24,64.378,70.738,34.135,1,0
152,2019-11-06,17:00:00,76.41,69.506,75.866,34.135,1,0
152,2019-11-06,18:00:00,84.95,65.057,71.417,34.135,1,0
152,2019-11-06,19:00:00,63.28,51.017,59.559,34.135,1,0
152,2019-11-06,20:00:00,53.1,43.951,50.911,34.135,1,0
152,2019-11-06,21:00:00,46.53,41.868,48.228,34.135,1,0
152,2019-11-07,06:00:00,46.4,46.596,54.697,33.975,1,0
152,2019-11-07,07:00:00,56.85,76.112,82.632,33.975,1,0
152,2019-11-07,08:00:00,59.87,105.864,112.384,33.975,1,0
152,2019-11-07,09:00:00,52.53,93.237,99.757,33.975,1,0
152,2019-11-07,10:00:00,49.55,86.288,92.808,33.975,1,0
152,2019-11-07,11:00:00,48.49,77.935,84.455,33.975,1,0
152,2019-11-07,12:00:00,47.79,70.244,76.764,33.975,1,0
