Period,Date,Hour,System Price,Forecast,Upper,Lower,Pos,Neg
226,2020-01-22,03:00:00,17.15,23.742,33.003,16.072,0,1
226,2020-01-22,04:00:00,18.2,24.357,33.003,16.687,0,1
226,2020-01-23,22:00:00,18.46,25.239,33.093,17.229,0,1
226,2020-01-23,23:00:00,16.91,23.954,33.093,15.944,0,1
226,2020-01-24,00:00:00,16.97,23.612,33.153,14.653,0,1
226,2020-01-24,01:00:00,17.04,23.376,33.153,14.886,0,1
226,2020-01-24,02:00:00,16.88,23.039,33.153,14.549,0,1
226,2020-01-24,03:00:00,16.97,23.112,33.153,14.622,0,1
226,2020-01-24,04:00:00,17.95,23.984,33.153,15.494,0,1
226,2020-01-24,23:00:00,18.09,23.623,33.153,15.133,0,1
227,2020-01-15,00:00:00,20.51,22.854,31.554,18.159,0,1
227,2020-01-15,01:00:00,19.45,22.599,31.554,18.271,0,1
227,2020-01-15,02:00:00,17.89,22.167,31.554,16.128,0,1
227,2020-01-15,03:00:00,17.77,22.179,31.554,16.067,0,1
227,2020-01-15,04:00:00,18.89,23.034,31.554,18.731,0,1
227,2020-01-15,05:00:00,20.45,24.372,31.554,20.602,0,1
227,2020-01-15,23:00:00,23.01,23.75,31.554,19.98,0,1
227,2020-01-16,01:00:00,22.28,23.323,31.714,19.103,0,1
227,2020-01-16,02:00:00,22.24,22.943,31.714,17.746,0,1
227,2020-01-16,03:00:00,22.37,23.088,31.714,18.868,0,1
227,2020-01-20,22:00:00,20.44,25.239,32.444,19.029,0,1
227,2020-01-20,23:00:00,19.07,24.195,32.444,17.985,0,1
227,2020-01-21,00:00:00,18.23,21.947,32.604,14.854,0,1
227,2020-01-21,01:00:00,18.53,21.721,32.604,14.715,0,1
227,2020-01-21,02:00:00,18.1,21.186,32.604,14.242,0,1
227,2020-01-21,03:00:00,18.19,21.29,32.604,13.966,0,1
227,2020-01-21,04:00:00,19.4,22.471,32.604,15.771,0,1
227,2020-01-21,05:00:00,19.66,24.018,32.604,17.318,0,1
227,2020-01-21,22:00:00,20.1,24.392,32.604,17.692,0,1
227,2020-01-21,23:00:00,18.96,22.818,32.604,16.118,0,1
227,2020-01-22,00:00:00,17.5,23.671,32.604,16.351,0,1
227,2020-01-22,01:00:00,17.18,23.353,32.434,16.033,0,1
227,2020-01-22,02:00:00,16.97,22.911,32.434,15.591,0,1
227,2020-01-22,03:00:00,17.15,22.921,32.434,15.601,0,1
227,2020-01-22,04:00:00,18.2,23.791,32.434,16.471,0,1
227,2020-01-23,22:00:00,18.46,24.871,32.534,17.201,0,1
227,2020-01-23,23:00:00,16.91,23.645,32.534,15.975,0,1
227,2020-01-24,00:00:00,16.97,22.876,32.624,14.866,0,1
227,2020-01-24,01:00:00,17.04,22.613,32.624,14.487,0,1
227,2020-01-24,02:00:00,16.88,22.27,32.624,14.068,0,1
227,2020-01-24,03:00:00,16.97,22.349,32.624,14.339,0,1
227,2020-01-24,04:00:00,17.95,23.196,32.624,15.186,0,1
227,2020-01-24,23:00:00,18.09,23.358,32.624,15.348,0,1
228,2020-01-16,01:00:00,22.28,23.385,31.2,19.615,0,1
228,2020-01-16,02:00:00,22.24,22.995,31.2,19.225,0,1
228,2020-01-16,03:00:00,22.37,23.116,31.2,19.346,0,1
228,2020-01-20,22:00:00,20.44,24.836,31.92,19.136,0,1
228,2020-01-20,23:00:00,19.07,23.906,31.92,18.206,0,1
228,2020-01-21,00:00:00,18.23,22.236,32.09,16.026,0,1
228,2020-01-21,01:00:00,18.53,22.044,32.09,15.816,0,1
228,2020-01-21,02:00:00,18.1,21.479,32.09,14.555,0,1
228,2020-01-21,03:00:00,18.19,21.553,32.09,13.751,0,1
228,2020-01-21,04:00:00,19.4,22.535,32.09,16.325,0,1
228,2020-01-21,05:00:00,19.66,23.999,32.09,17.789,0,1
228,2020-01-21,22:00:00,20.1,24.103,32.09,17.893,0,1
228,2020-01-21,23:00:00,18.96,22.578,32.09,16.368,0,1
228,2020-01-22,00:00:00,17.5,23.77,32.25,17.07,0,1
228,2020-01-22,01:00:00,17.18,23.421,32.25,16.721,0,1
228,2020-01-22,02:00:00,16.97,22.975,32.25,16.275,0,1
228,2020-01-22,03:00:00,17.15,22.973,32.25,16.273,0,1
228,2020-01-22,04:00:00,18.2,23.73,32.25,17.03,0,1
228,2020-01-23,22:00:00,18.46,24.517,32.08,17.197,0,1
228,2020-01-23,23:00:00,16.91,23.298,32.08,15.978,0,1
228,2020-01-24,00:00:00,16.97,23.049,32.18,15.379,0,1
228,2020-01-24,01:00:00,17.04,22.745,32.18,15.075,0,1
228,2020-01-24,02:00:00,16.88,22.39,32.18,14.72,0,1
228,2020-01-24,03:00:00,16.97,22.45,32.18,14.78,0,1
228,2020-01-24,04:00:00,17.95,23.187,32.18,15.517,0,1
228,2020-01-24,23:00:00,18.09,23.047,32.18,15.377,0,1
229,2020-01-20,22:00:00,20.44,24.514,31.4,19.344,0,1
229,2020-01-20,23:00:00,19.07,23.39,31.4,18.22,0,1
229,2020-01-21,00:00:00,18.23,22.259,31.63,16.428,0,1
229,2020-01-21,01:00:00,18.53,22.031,31.63,15.968,0,1
229,2020-01-21,02:00:00,18.1,21.464,31.63,14.85,0,1
229,2020-01-21,03:00:00,18.19,21.468,31.63,14.753,0,1
229,2020-01-21,04:00:00,19.4,22.417,31.63,16.717,0,1
229,2020-01-21,05:00:00,19.66,23.669,31.63,17.969,0,1
229,2020-01-21,22:00:00,20.1,23.736,31.63,18.036,0,1
229,2020-01-21,23:00:00,18.96,22.192,31.63,16.492,0,1
229,2020-01-22,00:00:00,17.5,23.675,31.8,17.465,0,1
229,2020-01-22,01:00:00,17.18,23.308,31.8,17.098,0,1
229,2020-01-22,02:00:00,16.97,22.885,31.8,16.675,0,1
229,2020-01-22,03:00:00,17.15,22.851,31.8,16.641,0,1
229,2020-01-22,04:00:00,18.2,23.524,31.8,17.314,0,1
229,2020-01-23,22:00:00,18.46,24.999,31.96,18.299,0,1
229,2020-01-23,23:00:00,16.91,24.065,31.96,17.365,0,1
229,2020-01-24,00:00:00,16.97,23.009,31.96,15.689,0,1
229,2020-01-24,01:00:00,17.04,22.681,31.79,15.361,0,1
229,2020-01-24,02:00:00,16.88,22.342,31.79,14.381,0,1
229,2020-01-24,03:00:00,16.97,22.366,31.79,14.807,0,1
229,2020-01-24,04:00:00,17.95,23.021,31.79,15.701,0,1
229,2020-01-24,23:00:00,18.09,22.616,31.79,15.296,0,1
230,2020-01-20,22:00:00,20.44,24.302,31.206,19.586,0,1
230,2020-01-20,23:00:00,19.07,23.133,31.206,18.453,0,1
230,2020-01-21,00:00:00,18.23,21.592,31.356,15.204,0,1
230,2020-01-21,01:00:00,18.53,21.075,31.356,14.261,0,1
230,2020-01-21,02:00:00,18.1,20.443,31.356,13.27,0,1
230,2020-01-21,03:00:00,18.19,20.403,31.356,13.357,0,1
230,2020-01-21,04:00:00,19.4,21.637,31.356,14.029,0,1
230,2020-01-21,05:00:00,19.66,22.947,31.356,17.777,0,1
230,2020-01-21,22:00:00,20.1,23.429,31.356,18.259,0,1
230,2020-01-21,23:00:00,18.96,22.027,31.356,16.474,0,1
230,2020-01-22,00:00:00,17.5,23.102,31.586,17.402,0,1
230,2020-01-22,01:00:00,17.18,22.712,31.586,17.012,0,1
230,2020-01-22,02:00:00,16.97,22.299,31.586,16.599,0,1
230,2020-01-22,03:00:00,17.15,22.247,31.586,16.547,0,1
230,2020-01-22,04:00:00,18.2,22.85,31.586,17.15,0,1
230,2020-01-23,22:00:00,18.46,24.759,31.756,18.549,0,1
230,2020-01-23,23:00:00,16.91,23.802,31.756,17.592,0,1
230,2020-01-24,00:00:00,16.97,22.705,31.916,16.005,0,1
230,2020-01-24,01:00:00,17.04,22.335,31.916,15.635,0,1
230,2020-01-24,02:00:00,16.88,21.997,31.916,15.297,0,1
230,2020-01-24,03:00:00,16.97,21.997,31.916,15.297,0,1
230,2020-01-24,04:00:00,17.95,22.588,31.916,15.888,0,1
230,2020-01-24,23:00:00,18.09,22.608,31.916,15.908,0,1
230,2020-01-31,01:00:00,15.66,21.464,32.286,11.594,0,1
230,2020-01-31,02:00:00,15.0,20.798,32.286,10.928,0,1
230,2020-01-31,03:00:00,14.98,20.801,32.286,10.931,0,1
230,2020-01-31,04:00:00,15.98,21.953,32.286,12.083,0,1
231,2020-01-20,22:00:00,20.44,24.129,30.65,19.39,0,1
231,2020-01-20,23:00:00,19.07,22.974,30.65,18.754,0,1
231,2020-01-21,00:00:00,18.23,20.896,30.83,13.851,0,1
231,2020-01-21,01:00:00,18.53,20.568,30.83,13.504,0,1
231,2020-01-21,02:00:00,18.1,20.056,30.83,12.957,0,1
231,2020-01-21,03:00:00,18.19,20.126,30.83,12.977,0,1
231,2020-01-21,04:00:00,19.4,21.308,30.83,14.604,0,1
231,2020-01-21,05:00:00,19.66,22.707,30.83,18.027,0,1
231,2020-01-21,22:00:00,20.1,23.233,30.83,18.553,0,1
231,2020-01-21,23:00:00,18.96,22.001,30.83,17.321,0,1
231,2020-01-22,00:00:00,17.5,22.638,30.98,17.468,0,1
231,2020-01-22,01:00:00,17.18,22.361,30.98,17.191,0,1
231,2020-01-22,02:00:00,16.97,22.03,30.98,16.486,0,1
231,2020-01-22,03:00:00,17.15,22.028,30.98,16.856,0,1
231,2020-01-22,04:00:00,18.2,22.59,30.98,17.42,0,1
231,2020-01-23,22:00:00,18.46,24.569,31.21,18.83,0,1
231,2020-01-23,23:00:00,16.91,23.563,31.21,17.863,0,1
231,2020-01-24,00:00:00,16.97,22.279,31.38,16.069,0,1
231,2020-01-24,01:00:00,17.04,22.023,31.38,15.813,0,1
231,2020-01-24,02:00:00,16.88,21.502,31.38,15.292,0,1
231,2020-01-24,03:00:00,16.97,21.599,31.38,15.389,0,1
231,2020-01-24,04:00:00,17.95,22.358,31.38,16.148,0,1
231,2020-01-24,23:00:00,18.09,22.512,31.38,16.302,0,1
231,2020-01-31,01:00:00,15.66,20.931,31.79,11.591,0,1
231,2020-01-31,02:00:00,15.0,20.387,31.79,10.257,0,1
231,2020-01-31,03:00:00,14.98,20.493,31.79,10.666,0,1
231,2020-01-31,04:00:00,15.98,21.605,31.79,12.265,0,1
231,2020-02-01,00:00:00,15.07,24.392,31.91,14.522,0,1
231,2020-02-01,01:00:00,14.5,24.158,31.91,14.288,0,1
231,2020-02-01,02:00:00,14.12,23.888,31.91,14.018,0,1
231,2020-02-01,03:00:00,13.76,23.745,31.91,13.875,0,1
231,2020-02-01,04:00:00,13.01,23.969,31.91,14.099,0,1
231,2020-02-01,05:00:00,13.16,23.861,31.91,13.991,0,1
231,2020-02-01,06:00:00,14.26,24.071,31.91,14.201,0,1
231,2020-02-01,07:00:00,14.65,24.481,31.91,14.611,0,1
231,2020-02-01,08:00:00,15.31,25.005,31.91,15.135,0,1
231,2020-02-01,11:00:00,15.73,25.761,32.651,15.891,0,1
231,2020-02-01,12:00:00,15.43,25.484,32.374,15.614,0,1
231,2020-02-01,13:00:00,15.43,25.076,31.966,15.206,0,1
231,2020-02-01,14:00:00,15.11,24.879,31.91,15.009,0,1
231,2020-02-01,15:00:00,15.57,25.005,31.91,15.135,0,1
231,2020-02-01,20:00:00,15.01,25.175,32.065,15.305,0,1
231,2020-02-01,21:00:00,13.83,24.633,31.91,14.763,0,1
231,2020-02-01,22:00:00,13.81,24.214,31.91,14.344,0,1
231,2020-02-01,23:00:00,11.21,23.31,31.91,13.44,0,1
232,2020-01-20,22:00:00,20.44,23.772,30.371,19.431,0,1
232,2020-01-20,23:00:00,19.07,22.692,30.371,18.922,0,1
232,2020-01-21,00:00:00,18.23,20.944,30.531,14.965,0,1
232,2020-01-21,01:00:00,18.53,20.481,30.531,14.287,0,1
232,2020-01-21,02:00:00,18.1,19.998,30.531,13.441,0,1
232,2020-01-21,03:00:00,18.19,19.989,30.531,13.287,0,1
232,2020-01-21,04:00:00,19.4,20.91,30.531,14.491,0,1
232,2020-01-21,05:00:00,19.66,22.344,30.531,18.124,0,1
232,2020-01-21,22:00:00,20.1,22.897,30.531,18.677,0,1
232,2020-01-21,23:00:00,18.96,21.619,30.531,17.399,0,1
232,2020-01-22,00:00:00,17.5,22.511,30.711,17.831,0,1
232,2020-01-22,01:00:00,17.18,22.178,30.711,17.498,0,1
232,2020-01-22,02:00:00,16.97,21.747,30.711,17.067,0,1
232,2020-01-22,03:00:00,17.15,21.675,30.711,16.995,0,1
232,2020-01-22,04:00:00,18.2,22.292,30.711,17.612,0,1
232,2020-01-23,22:00:00,18.46,24.281,30.861,18.941,0,1
232,2020-01-23,23:00:00,16.91,23.217,30.861,18.047,0,1
232,2020-01-24,00:00:00,16.97,22.198,31.091,16.498,0,1
232,2020-01-24,01:00:00,17.04,21.759,31.091,16.059,0,1
232,2020-01-24,02:00:00,16.88,21.259,31.091,15.559,0,1
232,2020-01-24,03:00:00,16.97,21.274,31.091,15.574,0,1
232,2020-01-24,04:00:00,17.95,22.09,31.091,16.39,0,1
232,2020-01-24,23:00:00,18.09,22.28,31.091,16.58,0,1
232,2020-01-31,01:00:00,15.66,20.795,31.631,11.567,0,1
232,2020-01-31,02:00:00,15.0,20.286,31.631,10.868,0,1
232,2020-01-31,03:00:00,14.98,20.31,31.631,11.41,0,1
232,2020-01-31,04:00:00,15.98,21.169,31.631,12.269,0,1
232,2020-02-01,00:00:00,15.07,24.204,31.671,14.864,0,1
232,2020-02-01,01:00:00,14.5,23.869,31.671,14.529,0,1
232,2020-02-01,02:00:00,14.12,23.492,31.671,14.152,0,1
232,2020-02-01,03:00:00,13.76,23.337,31.671,13.997,0,1
232,2020-02-01,04:00:00,13.01,23.488,31.671,14.148,0,1
232,2020-02-01,05:00:00,13.16,23.347,31.671,14.007,0,1
232,2020-02-01,06:00:00,14.26,23.541,31.671,14.201,0,1
232,2020-02-01,07:00:00,14.65,24.073,31.671,14.733,0,1
232,2020-02-01,08:00:00,15.31,24.568,31.671,15.228,0,1
232,2020-02-01,11:00:00,15.73,25.296,32.066,15.956,0,1
232,2020-02-01,12:00:00,15.43,25.021,31.791,15.681,0,1
232,2020-02-01,13:00:00,15.43,24.609,31.671,15.269,0,1
232,2020-02-01,14:00:00,15.11,24.398,31.671,15.058,0,1
232,2020-02-01,15:00:00,15.57,24.549,31.671,15.209,0,1
232,2020-02-01,20:00:00,15.01,24.849,31.671,15.509,0,1
232,2020-02-01,21:00:00,13.83,24.338,31.671,14.998,0,1
232,2020-02-01,22:00:00,13.81,23.893,31.671,14.553,0,1
232,2020-02-01,23:00:00,11.21,22.986,31.671,13.646,0,1
232,2020-02-02,00:00:00,13.23,24.436,31.791,14.566,0,1
232,2020-02-02,01:00:00,11.84,24.162,31.791,14.292,0,1
232,2020-02-02,02:00:00,11.03,23.895,31.791,14.025,0,1
232,2020-02-02,03:00:00,12.22,23.767,31.791,13.897,0,1
232,2020-02-02,04:00:00,12.9,23.865,31.791,13.995,0,1
232,2020-02-02,05:00:00,13.43,23.649,31.791,13.779,0,1
232,2020-02-02,06:00:00,13.78,23.588,31.791,13.718,0,1
232,2020-02-02,07:00:00,14.49,23.787,31.791,13.917,0,1
233,2020-01-21,00:00:00,18.23,20.463,29.946,14.477,0,1
233,2020-01-21,01:00:00,18.53,20.04,29.946,13.716,0,1
233,2020-01-21,02:00:00,18.1,19.598,29.946,12.595,0,1
233,2020-01-21,03:00:00,18.19,19.531,29.946,12.501,0,1
233,2020-01-21,04:00:00,19.4,20.176,29.946,14.026,0,1
233,2020-01-21,05:00:00,19.66,21.76,29.946,17.641,0,1
233,2020-01-21,22:00:00,20.1,22.416,29.946,18.646,0,1
233,2020-01-21,23:00:00,18.96,20.926,29.946,16.316,0,1
233,2020-01-22,00:00:00,17.5,22.142,30.106,17.922,0,1
233,2020-01-22,01:00:00,17.18,21.692,30.106,17.472,0,1
233,2020-01-22,02:00:00,16.97,21.125,30.106,15.77,0,1
233,2020-01-22,03:00:00,17.15,21.006,30.106,16.27,0,1
233,2020-01-22,04:00:00,18.2,21.704,30.106,17.484,0,1
233,2020-01-23,22:00:00,18.46,23.798,30.286,18.666,0,1
233,2020-01-23,23:00:00,16.91,22.742,30.286,18.062,0,1
233,2020-01-24,00:00:00,16.97,21.735,30.436,16.565,0,1
233,2020-01-24,01:00:00,17.04,21.165,30.436,15.995,0,1
233,2020-01-24,02:00:00,16.88,20.698,30.436,15.197,0,1
233,2020-01-24,03:00:00,16.97,20.656,30.436,15.206,0,1
233,2020-01-24,04:00:00,17.95,21.314,30.436,16.144,0,1
233,2020-01-24,23:00:00,18.09,21.78,30.436,16.61,0,1
233,2020-01-31,01:00:00,15.66,20.316,31.076,11.826,0,1
233,2020-01-31,02:00:00,15.0,19.849,31.076,11.359,0,1
233,2020-01-31,03:00:00,14.98,19.812,31.076,10.895,0,1
233,2020-01-31,04:00:00,15.98,20.405,31.076,11.915,0,1
233,2020-02-01,00:00:00,15.07,23.719,31.206,14.819,0,1
233,2020-02-01,01:00:00,14.5,23.32,31.206,14.42,0,1
233,2020-02-01,02:00:00,14.12,22.979,31.206,14.079,0,1
233,2020-02-01,03:00:00,13.76,22.823,31.206,13.923,0,1
233,2020-02-01,04:00:00,13.01,22.903,31.206,14.003,0,1
233,2020-02-01,05:00:00,13.16,22.774,31.206,13.874,0,1
233,2020-02-01,06:00:00,14.26,22.908,31.206,14.008,0,1
233,2020-02-01,07:00:00,14.65,23.482,31.206,14.582,0,1
233,2020-02-01,08:00:00,15.31,24.114,31.206,15.214,0,1
233,2020-02-01,11:00:00,15.73,24.842,31.572,15.942,0,1
233,2020-02-01,12:00:00,15.43,24.568,31.298,15.668,0,1
233,2020-02-01,13:00:00,15.43,24.167,31.206,15.267,0,1
233,2020-02-01,14:00:00,15.11,23.929,31.206,15.029,0,1
233,2020-02-01,15:00:00,15.57,24.104,31.206,15.204,0,1
233,2020-02-01,20:00:00,15.01,24.386,31.206,15.486,0,1
233,2020-02-01,21:00:00,13.83,23.875,31.206,14.975,0,1
233,2020-02-01,22:00:00,13.81,23.316,31.206,14.416,0,1
233,2020-02-01,23:00:00,11.21,22.526,31.206,13.626,0,1
233,2020-02-02,00:00:00,13.23,24.033,31.246,14.693,0,1
233,2020-02-02,01:00:00,11.84,23.664,31.246,14.324,0,1
233,2020-02-02,02:00:00,11.03,23.331,31.246,13.991,0,1
233,2020-02-02,03:00:00,12.22,23.198,31.246,13.858,0,1
233,2020-02-02,04:00:00,12.9,23.232,31.246,13.892,0,1
233,2020-02-02,05:00:00,13.43,23.042,31.246,13.702,0,1
233,2020-02-02,06:00:00,13.78,22.952,31.246,13.612,0,1
233,2020-02-02,07:00:00,14.49,23.189,31.246,13.849,0,1
234,2020-01-22,00:00:00,17.5,21.563,29.606,17.793,0,1
234,2020-01-22,01:00:00,17.18,21.127,29.606,17.357,0,1
234,2020-01-22,02:00:00,16.97,20.678,29.606,16.321,0,1
234,2020-01-22,03:00:00,17.15,20.561,29.606,15.95,0,1
234,2020-01-22,04:00:00,18.2,21.065,29.606,16.714,0,1
234,2020-01-23,22:00:00,18.46,23.232,29.766,18.506,0,1
234,2020-01-23,23:00:00,16.91,22.278,29.766,18.058,0,1
234,2020-01-24,00:00:00,16.97,21.095,29.946,16.415,0,1
234,2020-01-24,01:00:00,17.04,20.686,29.946,16.006,0,1
234,2020-01-24,02:00:00,16.88,20.321,29.946,14.93,0,1
234,2020-01-24,03:00:00,16.97,20.267,29.946,14.609,0,1
234,2020-01-24,04:00:00,17.95,20.743,29.946,16.063,0,1
234,2020-01-24,23:00:00,18.09,21.047,29.946,16.367,0,1
234,2020-01-31,01:00:00,15.66,19.975,30.676,11.965,0,1
234,2020-01-31,02:00:00,15.0,19.613,30.676,11.186,0,1
234,2020-01-31,03:00:00,14.98,19.561,30.676,10.778,0,1
234,2020-01-31,04:00:00,15.98,19.991,30.676,11.675,0,1
234,2020-02-01,00:00:00,15.07,23.155,30.736,14.665,0,1
234,2020-02-01,01:00:00,14.5,22.838,30.736,14.348,0,1
234,2020-02-01,02:00:00,14.12,22.559,30.736,14.069,0,1
234,2020-02-01,03:00:00,13.76,22.417,30.736,13.927,0,1
234,2020-02-01,04:00:00,13.01,22.459,30.736,13.969,0,1
234,2020-02-01,05:00:00,13.16,22.289,30.736,13.799,0,1
234,2020-02-01,06:00:00,14.26,22.424,30.736,13.934,0,1
234,2020-02-01,07:00:00,14.65,22.969,30.736,14.479,0,1
234,2020-02-01,08:00:00,15.31,23.588,30.736,15.098,0,1
234,2020-02-01,11:00:00,15.73,24.391,30.991,15.901,0,1
234,2020-02-01,12:00:00,15.43,24.135,30.736,15.645,0,1
234,2020-02-01,13:00:00,15.43,23.665,30.736,15.175,0,1
234,2020-02-01,14:00:00,15.11,23.381,30.736,14.891,0,1
234,2020-02-01,15:00:00,15.57,23.529,30.736,15.039,0,1
234,2020-02-01,20:00:00,15.01,23.856,30.736,15.366,0,1
234,2020-02-01,21:00:00,13.83,23.309,30.736,14.819,0,1
234,2020-02-01,22:00:00,13.81,22.781,30.736,14.291,0,1
234,2020-02-01,23:00:00,11.21,22.073,30.736,13.583,0,1
234,2020-02-02,00:00:00,13.23,23.443,30.866,14.543,0,1
234,2020-02-02,01:00:00,11.84,23.14,30.866,14.24,0,1
234,2020-02-02,02:00:00,11.03,22.869,30.866,13.969,0,1
234,2020-02-02,03:00:00,12.22,22.749,30.866,13.849,0,1
234,2020-02-02,04:00:00,12.9,22.751,30.866,13.851,0,1
234,2020-02-02,05:00:00,13.43,22.529,30.866,13.629,0,1
234,2020-02-02,06:00:00,13.78,22.463,30.866,13.563,0,1
234,2020-02-02,07:00:00,14.49,22.708,30.866,13.808,0,1
235,2020-01-23,22:00:00,18.46,22.844,29.146,18.206,0,1
235,2020-01-23,23:00:00,16.91,21.864,29.146,18.094,0,1
235,2020-01-24,00:00:00,16.97,20.213,29.306,15.183,0,1
235,2020-01-24,01:00:00,17.04,19.882,29.306,14.474,0,1
235,2020-01-24,02:00:00,16.88,19.621,29.306,13.423,0,1
235,2020-01-24,03:00:00,16.97,19.592,29.306,13.729,0,1
235,2020-01-24,04:00:00,17.95,19.966,29.306,14.442,0,1
235,2020-01-24,23:00:00,18.09,20.644,29.306,16.424,0,1
235,2020-01-31,01:00:00,15.66,19.305,30.126,11.207,0,1
235,2020-01-31,02:00:00,15.0,19.047,30.126,8.814,0,1
235,2020-01-31,03:00:00,14.98,19.021,30.126,9.008,0,1
235,2020-01-31,04:00:00,15.98,19.366,30.126,11.403,0,1
235,2020-02-01,00:00:00,15.07,22.463,30.216,14.453,0,1
235,2020-02-01,01:00:00,14.5,22.152,30.216,14.142,0,1
235,2020-02-01,02:00:00,14.12,21.854,30.216,13.844,0,1
235,2020-02-01,03:00:00,13.76,21.648,30.216,13.638,0,1
235,2020-02-01,04:00:00,13.01,21.714,30.216,13.704,0,1
235,2020-02-01,05:00:00,13.16,21.494,30.216,13.484,0,1
235,2020-02-01,06:00:00,14.26,21.769,30.216,13.759,0,1
235,2020-02-01,07:00:00,14.65,22.436,30.216,14.426,0,1
235,2020-02-01,08:00:00,15.31,23.045,30.216,15.035,0,1
235,2020-02-01,11:00:00,15.73,23.846,30.386,15.836,0,1
235,2020-02-01,12:00:00,15.43,23.592,30.216,15.582,0,1
235,2020-02-01,13:00:00,15.43,23.132,30.216,15.122,0,1
235,2020-02-01,14:00:00,15.11,22.864,30.216,14.854,0,1
235,2020-02-01,15:00:00,15.57,23.031,30.216,15.021,0,1
235,2020-02-01,20:00:00,15.01,23.429,30.216,15.419,0,1
235,2020-02-01,21:00:00,13.83,22.909,30.216,14.899,0,1
235,2020-02-01,22:00:00,13.81,22.388,30.216,14.378,0,1
235,2020-02-01,23:00:00,11.21,21.546,30.216,13.536,0,1
235,2020-02-02,00:00:00,13.23,22.743,30.276,14.253,0,1
235,2020-02-02,01:00:00,11.84,22.444,30.276,13.954,0,1
235,2020-02-02,02:00:00,11.03,22.21,30.276,13.72,0,1
235,2020-02-02,03:00:00,12.22,22.106,30.276,13.616,0,1
235,2020-02-02,04:00:00,12.9,22.113,30.276,13.623,0,1
235,2020-02-02,05:00:00,13.43,21.887,30.276,13.397,0,1
235,2020-02-02,06:00:00,13.78,21.829,30.276,13.339,0,1
235,2020-02-02,07:00:00,14.49,22.181,30.276,13.691,0,1
236,2020-01-24,00:00:00,16.97,19.828,28.599,14.673,0,1
236,2020-01-24,01:00:00,17.04,19.558,28.599,15.55,0,1
236,2020-01-24,02:00:00,16.88,19.311,28.599,14.772,0,1
236,2020-01-24,03:00:00,16.97,19.268,28.599,14.544,0,1
236,2020-01-24,04:00:00,17.95,19.602,28.599,15.519,0,1
236,2020-01-24,23:00:00,18.09,19.993,28.599,16.223,0,1
236,2020-01-31,01:00:00,15.66,19.059,29.479,11.739,0,1
236,2020-01-31,02:00:00,15.0,18.484,29.479,10.113,0,1
236,2020-01-31,03:00:00,14.98,18.37,29.479,10.531,0,1
236,2020-01-31,04:00:00,15.98,19.089,29.479,11.769,0,1
236,2020-02-01,00:00:00,15.07,22.003,29.579,14.333,0,1
236,2020-02-01,01:00:00,14.5,21.598,29.579,13.928,0,1
236,2020-02-01,02:00:00,14.12,21.243,29.579,13.573,0,1
236,2020-02-01,03:00:00,13.76,21.05,29.579,13.38,0,1
236,2020-02-01,04:00:00,13.01,21.094,29.579,13.424,0,1
236,2020-02-01,05:00:00,13.16,20.953,29.579,13.283,0,1
236,2020-02-01,06:00:00,14.26,21.137,29.579,13.467,0,1
236,2020-02-01,07:00:00,14.65,21.945,29.579,14.275,0,1
236,2020-02-01,08:00:00,15.31,22.569,29.579,14.899,0,1
236,2020-02-01,11:00:00,15.73,23.284,29.734,15.614,0,1
236,2020-02-01,12:00:00,15.43,22.99,29.579,15.32,0,1
236,2020-02-01,13:00:00,15.43,22.509,29.579,14.839,0,1
236,2020-02-01,14:00:00,15.11,22.197,29.579,14.527,0,1
236,2020-02-01,15:00:00,15.57,22.35,29.579,14.68,0,1
236,2020-02-01,20:00:00,15.01,22.771,29.579,15.101,0,1
236,2020-02-01,21:00:00,13.83,22.254,29.579,14.584,0,1
236,2020-02-01,22:00:00,13.81,21.65,29.579,13.98,0,1
236,2020-02-01,23:00:00,11.21,20.783,29.579,13.113,0,1
236,2020-02-02,00:00:00,13.23,22.285,29.669,14.275,0,1
236,2020-02-02,01:00:00,11.84,22.003,29.669,13.993,0,1
236,2020-02-02,02:00:00,11.03,21.664,29.669,13.654,0,1
236,2020-02-02,03:00:00,12.22,21.505,29.669,13.495,0,1
236,2020-02-02,04:00:00,12.9,21.5,29.669,13.49,0,1
236,2020-02-02,05:00:00,13.43,21.293,29.669,13.283,0,1
236,2020-02-02,06:00:00,13.78,21.189,29.669,13.179,0,1
236,2020-02-02,07:00:00,14.49,21.618,29.669,13.608,0,1
237,2020-01-31,01:00:00,15.66,19.092,29.071,12.392,0,1
237,2020-01-31,02:00:00,15.0,18.612,29.071,11.912,0,1
237,2020-01-31,03:00:00,14.98,18.431,29.071,11.731,0,1
237,2020-01-31,04:00:00,15.98,19.073,29.071,12.373,0,1
237,2020-02-01,00:00:00,15.07,21.315,29.071,13.995,0,1
237,2020-02-01,01:00:00,14.5,20.987,28.901,13.667,0,1
237,2020-02-01,02:00:00,14.12,20.658,28.901,13.338,0,1
237,2020-02-01,03:00:00,13.76,20.463,28.901,13.143,0,1
237,2020-02-01,04:00:00,13.01,20.481,28.901,13.161,0,1
237,2020-02-01,05:00:00,13.16,20.37,28.901,13.05,0,1
237,2020-02-01,06:00:00,14.26,20.53,28.901,13.21,0,1
237,2020-02-01,07:00:00,14.65,21.342,28.901,14.022,0,1
237,2020-02-01,08:00:00,15.31,22.03,28.901,14.71,0,1
237,2020-02-01,11:00:00,15.73,22.691,29.041,15.371,0,1
