Date,SE1,SE2,SE3,SE4,FI,DK1,DK2,EE,LV,LT
09-12-2018,,,,,30392.0,42388,16318,3432,702,7234
10-12-2018,,,,,9618.0,66837,20427,911,77,2532
11-12-2018,,,,,5146.0,34412,13147,811,59,608
12-12-2018,,,,,2888.0,7798,5298,1004,184,1725
13-12-2018,,,,,11286.0,18781,6974,1536,178,1846
14-12-2018,,,,,9786.0,23717,4808,249,85,1509
15-12-2018,,,,,8323.0,27172,2114,210,50,1404
16-12-2018,,,,,7859.0,40338,10076,854,283,5383
17-12-2018,,,,,11672.0,6022,1628,1128,191,1276
18-12-2018,,,,,4109.0,20357,4395,803,80,571
19-12-2018,,,,,6092.0,48562,12488,465,178,2992
20-12-2018,,,,,6465.0,28088,3122,474,256,3090
21-12-2018,,,,,9398.0,39962,10244,586,17,955
22-12-2018,,,,,7268.0,9878,2520,439,146,2478
23-12-2018,,,,,2249.0,5908,4921,308,89,1585
24-12-2018,,,,,14644.0,27063,7739,686,160,2179
25-12-2018,,,,,21769.0,70470,19167,2634,234,2430
26-12-2018,,,,,11963.0,43629,12269,3117,428,6109
27-12-2018,,,,,4351.0,44570,16979,290,54,2441
28-12-2018,,,,,3994.0,30924,9340,215,68,2298
29-12-2018,,,,,22405.0,36822,12392,641,106,2177
30-12-2018,,,,,12309.0,35912,12839,188,27,1092
31-12-2018,,,,,33149.0,42683,8341,1790,311,2251
