Date,SE1,SE2,SE3,SE4,DK1,DK2,EE,LV,LT
20-12-2015,6637.0,24568.0,39651.0,21285.0,58238,14537,3986,723,2919
21-12-2015,7058.0,29060.0,37930.0,25259.0,57137,16368,4416,786,3121
22-12-2015,3206.0,21766.0,31949.0,26899.0,61559,17224,2762,678,4405
23-12-2015,2138.0,17724.0,35876.0,27115.0,56898,18430,3665,877,4998
24-12-2015,7767.0,34007.0,37483.0,20827.0,55286,14156,3506,605,3119
25-12-2015,7950.0,33839.0,42241.0,28316.0,55507,17058,4808,874,4432
26-12-2015,10359.0,33991.0,17082.0,5968.0,16679,8139,4498,410,2152
27-12-2015,6682.0,22793.0,19221.0,18449.0,58761,15284,1713,195,1025
28-12-2015,1481.0,8749.0,11000.0,12435.0,30494,8163,1139,289,2072
29-12-2015,7519.0,32051.0,26717.0,25600.0,65314,17774,651,98,1012
30-12-2015,8697.0,34372.0,26819.0,23625.0,59997,16932,1277,286,1419
31-12-2015,9020.0,28009.0,22642.0,19970.0,51890,13839,1241,323,2072
