Date,SE1,SE2,SE3,SE4,DK1,DK2,EE,LV,LT
06-02-2017,1049.0,500.0,15852.0,16849.0,34573,10427,2588,498,5276
07-02-2017,2388.0,2457.0,23768.0,23278.0,53893,13710,1376,636,7953
08-02-2017,3356.0,4288.0,25768.0,22588.0,47676,7468,859,418,6918
09-02-2017,1020.0,4756.0,17241.0,6265.0,19642,2612,201,207,2364
10-02-2017,2534.0,1825.0,13279.0,14858.0,39225,10183,276,189,3012
11-02-2017,1301.0,11265.0,11209.0,22685.0,52071,16579,43,174,3159
12-02-2017,9616.0,29170.0,5928.0,11190.0,39064,12450,1142,8,461
13-02-2017,10491.0,41588.0,19358.0,3643.0,7889,1835,4049,347,1447
14-02-2017,4474.0,22490.0,9156.0,4459.0,7757,633,2387,151,3329
15-02-2017,3936.0,9730.0,8710.0,3573.0,7213,1534,684,63,143
16-02-2017,5307.0,10829.0,15574.0,13127.0,35004,9109,1683,340,2236
17-02-2017,9810.0,34728.0,10781.0,5523.0,13186,2688,1465,340,3706
18-02-2017,4997.0,27895.0,19980.0,6650.0,33014,4882,2966,267,1815
19-02-2017,2372.0,26994.0,35016.0,21583.0,45199,12035,4934,1188,7668
20-02-2017,4250.0,4850.0,26997.0,30649.0,67297,18990,1806,1066,9439
21-02-2017,4295.0,7026.0,16530.0,24531.0,65847,17777,1325,273,7730
22-02-2017,4212.0,14532.0,32560.0,30582.0,74010,20278,3328,796,6251
23-02-2017,4550.0,29831.0,21187.0,14149.0,33548,12750,3262,766,6262
24-02-2017,9038.0,41494.0,24414.0,12319.0,30381,11250,3126,537,4404
25-02-2017,7886.0,24240.0,22030.0,14238.0,42235,12197,2909,614,6028
26-02-2017,1984.0,3239.0,10295.0,15350.0,35191,15003,1233,637,7767
27-02-2017,3222.0,13932.0,17383.0,15151.0,48993,15745,1055,193,3279
28-02-2017,1773.0,7986.0,23850.0,17458.0,69762,14537,3845,546,5360
01-03-2017,1953.0,2654.0,22137.0,21827.0,56521,14523,1637,453,3535
02-03-2017,2039.0,2861.0,10508.0,6394.0,30106,8462,2015,356,1978
03-03-2017,4437.0,1912.0,15332.0,16566.0,39179,10026,1083,675,5480
04-03-2017,3794.0,3649.0,12794.0,11507.0,32591,4638,567,148,1728
05-03-2017,1743.0,2932.0,37993.0,25734.0,39520,7707,2089,860,4953
06-03-2017,801.0,3636.0,37238.0,25565.0,53078,15330,4149,1038,6485
07-03-2017,3935.0,13219.0,20774.0,11174.0,14977,3596,3785,387,2381
08-03-2017,2836.0,6909.0,10985.0,9973.0,25477,7013,3452,647,3642
09-03-2017,1286.0,10591.0,19203.0,6901.0,28505,3240,1442,225,1654
10-03-2017,3775.0,16140.0,10660.0,9622.0,34278,8041,217,32,237
11-03-2017,6812.0,23301.0,5924.0,2776.0,6659,1316,162,55,441
12-03-2017,4285.0,17565.0,14428.0,4022.0,25794,4975,217,2,445
13-03-2017,2856.0,15748.0,16891.0,7069.0,13733,2680,684,24,239
14-03-2017,6200.0,26606.0,34885.0,16615.0,45927,9894,3297,735,2584
15-03-2017,9695.0,44274.0,41588.0,31778.0,66259,17491,3549,858,8129
16-03-2017,9461.0,32740.0,26399.0,15142.0,48258,10677,1886,370,3860
17-03-2017,4703.0,24069.0,40092.0,25582.0,53853,15135,4580,915,6750
18-03-2017,6288.0,25791.0,11290.0,11166.0,40767,15659,1368,302,2423
19-03-2017,4154.0,13008.0,8586.0,7025.0,28174,7889,67,117,693
20-03-2017,10107.0,27437.0,10540.0,7620.0,27673,8741,269,126,997
21-03-2017,5671.0,21777.0,34023.0,26582.0,64288,15723,3207,836,5453
22-03-2017,2855.0,26797.0,30853.0,22083.0,34978,6870,3838,935,5279
23-03-2017,9839.0,36024.0,12602.0,3428.0,6915,1680,2318,286,1640
24-03-2017,5542.0,23769.0,16054.0,7169.0,12071,1286,1717,104,2198
25-03-2017,6364.0,30247.0,15420.0,11924.0,31633,5732,663,319,4498
26-03-2017,10493.0,38212.0,23818.0,7295.0,6711,441,3446,458,3219
27-03-2017,6833.0,34712.0,18319.0,9041.0,15797,2402,4498,498,4214
28-03-2017,8012.0,20648.0,7311.0,3058.0,5675,803,3546,232,1970
29-03-2017,4485.0,8673.0,4360.0,4370.0,11041,6403,610,68,1542
30-03-2017,2835.0,8508.0,10411.0,8497.0,29562,5166,553,78,984
31-03-2017,2686.0,7238.0,8414.0,6824.0,23713,4281,459,154,3020
01-04-2017,2902.0,13050.0,18688.0,5287.0,9367,1458,3070,210,1846
02-04-2017,1406.0,5562.0,11788.0,2490.0,8215,3067,1173,64,877
03-04-2017,6938.0,12152.0,5091.0,2141.0,10778,1541,561,77,933
04-04-2017,6714.0,26829.0,26359.0,4637.0,15222,774,1806,42,584
05-04-2017,4019.0,15446.0,32795.0,21501.0,53768,11683,2865,488,1796
06-04-2017,3370.0,18754.0,16308.0,14778.0,49218,12955,412,128,1934
07-04-2017,2963.0,8586.0,6569.0,7945.0,57371,14556,622,94,794
08-04-2017,2030.0,10527.0,9804.0,8051.0,32579,7024,1983,228,1971
09-04-2017,3110.0,22873.0,24301.0,13903.0,32766,3479,1998,603,4625
10-04-2017,2486.0,20975.0,33711.0,28621.0,69244,18662,4254,846,5712
11-04-2017,6191.0,33966.0,25529.0,23327.0,56764,17909,3070,462,6945
12-04-2017,924.0,3712.0,10402.0,20233.0,58121,16708,1034,439,5847
13-04-2017,3075.0,5003.0,6645.0,8816.0,54859,15817,2152,311,3127
14-04-2017,2361.0,2770.0,11284.0,14405.0,29053,12674,335,31,285
15-04-2017,2634.0,3739.0,7525.0,12289.0,28112,11093,300,119,1143
16-04-2017,2067.0,2543.0,3817.0,3673.0,13191,1855,598,390,4530
17-04-2017,1066.0,2490.0,8371.0,7321.0,23279,5587,799,47,378
18-04-2017,2852.0,3125.0,7176.0,7097.0,18353,8746,485,136,1601
19-04-2017,3732.0,8123.0,7608.0,3074.0,7196,856,142,132,1579
20-04-2017,9341.0,31369.0,33939.0,16001.0,40899,6300,2838,160,1546
21-04-2017,6541.0,40883.0,38629.0,31059.0,57695,18160,2313,455,9166
22-04-2017,5425.0,38829.0,34034.0,24440.0,58228,17471,2479,531,7730
23-04-2017,1456.0,24205.0,13747.0,13758.0,51861,15808,2077,279,3077
24-04-2017,732.0,7213.0,23841.0,23923.0,57806,13731,637,446,2972
25-04-2017,1678.0,20079.0,24206.0,21501.0,26252,5003,2046,452,3278
26-04-2017,7107.0,19376.0,12244.0,6405.0,8183,1693,3127,706,4655
27-04-2017,6677.0,10477.0,6431.0,5020.0,16877,3105,1176,230,808
28-04-2017,1715.0,5645.0,20716.0,11106.0,14786,5349,855,122,2542
29-04-2017,2098.0,9230.0,17253.0,8346.0,14935,1630,3881,418,3088
30-04-2017,5750.0,18564.0,9296.0,4161.0,27394,8421,1750,152,1436
01-05-2017,9083.0,22942.0,5028.0,15867.0,51463,16579,935,148,2232
02-05-2017,9279.0,21516.0,5292.0,15266.0,38574,17256,1211,278,2560
03-05-2017,2860.0,5318.0,10046.0,18150.0,33402,15367,1404,380,2530
04-05-2017,4984.0,10804.0,18734.0,26159.0,48911,17051,1053,651,6469
05-05-2017,8901.0,35922.0,8299.0,14738.0,30827,10518,1305,311,3394
06-05-2017,3123.0,9207.0,10447.0,2946.0,3940,333,1212,81,894
07-05-2017,3758.0,15534.0,10042.0,5374.0,8597,1142,982,207,1866
08-05-2017,4999.0,19665.0,24961.0,11227.0,47227,8723,1573,486,3451
09-05-2017,2325.0,3559.0,5529.0,3809.0,14080,2845,817,301,3788
10-05-2017,2291.0,2159.0,5188.0,7004.0,14579,4497,241,60,659
11-05-2017,1014.0,2537.0,8133.0,8361.0,6157,3526,495,61,297
12-05-2017,789.0,3871.0,6859.0,15167.0,49873,15238,401,148,2014
13-05-2017,1008.0,5225.0,9762.0,11592.0,22649,5756,586,260,2422
14-05-2017,2076.0,8395.0,4949.0,3683.0,5891,1592,464,95,898
15-05-2017,1515.0,7901.0,5763.0,3519.0,6369,1507,755,99,1686
16-05-2017,6871.0,22136.0,8892.0,3684.0,29898,5411,973,117,997
17-05-2017,2421.0,12340.0,8944.0,5890.0,10753,5259,1184,266,1344
18-05-2017,1857.0,12062.0,18170.0,13308.0,30171,9279,201,19,673
19-05-2017,3276.0,14131.0,5660.0,3436.0,3334,901,1030,215,1764
20-05-2017,1871.0,6113.0,15080.0,8834.0,19645,8042,677,86,844
21-05-2017,1681.0,8964.0,15002.0,8512.0,14756,1362,466,122,2070
22-05-2017,1349.0,15730.0,14018.0,5050.0,2254,399,831,153,2235
23-05-2017,2653.0,10842.0,3981.0,2630.0,13898,2491,406,72,1961
24-05-2017,3619.0,10472.0,4326.0,4971.0,41920,10654,96,43,1031
25-05-2017,4004.0,18339.0,9029.0,7656.0,36170,6743,987,108,2564
26-05-2017,2690.0,9897.0,6788.0,5012.0,11180,3543,1697,99,966
27-05-2017,1932.0,5786.0,11121.0,6669.0,10091,1847,619,341,1607
28-05-2017,6076.0,20598.0,19640.0,13998.0,37176,8599,1899,422,3647
29-05-2017,3724.0,9371.0,5439.0,4714.0,11514,2746,1124,117,3640
30-05-2017,1590.0,3855.0,9390.0,5300.0,11194,5462,448,22,563
31-05-2017,4396.0,28001.0,14465.0,26153.0,71290,18193,2296,202,7747
01-06-2017,7794.0,28338.0,17455.0,14517.0,39756,11917,3985,340,4591
02-06-2017,9071.0,15196.0,6162.0,4230.0,7191,1499,3801,556,3737
03-06-2017,2543.0,4064.0,2903.0,5526.0,8663,3519,2082,127,569
04-06-2017,2091.0,4784.0,3148.0,3490.0,18071,5490,391,40,1671
05-06-2017,2108.0,10193.0,22742.0,14193.0,28716,4470,603,293,4703
06-06-2017,1759.0,9442.0,19689.0,18264.0,46422,7788,373,171,1674
07-06-2017,2073.0,23440.0,31446.0,20672.0,46272,15581,1686,526,3837
08-06-2017,3777.0,13795.0,15762.0,18003.0,42318,12553,298,239,1360
09-06-2017,1021.0,3118.0,6407.0,8333.0,14625,6328,64,62,396
10-06-2017,975.0,3573.0,13227.0,5141.0,17549,2481,40,129,1221
11-06-2017,1548.0,3961.0,13054.0,9316.0,24767,7526,381,98,1486
12-06-2017,2847.0,9316.0,23530.0,22332.0,58137,15128,2424,722,5645
13-06-2017,3769.0,16633.0,17258.0,25772.0,59715,18209,1835,834,8809
14-06-2017,1504.0,12679.0,8675.0,8948.0,23610,6612,1515,254,5276
15-06-2017,2394.0,6590.0,4049.0,3660.0,10583,2339,334,56,1439
16-06-2017,772.0,2135.0,3321.0,10665.0,59914,16955,195,13,421
17-06-2017,832.0,6189.0,4545.0,7119.0,32653,12081,325,28,763
18-06-2017,4732.0,19571.0,22051.0,10240.0,21113,3933,1695,307,1866
19-06-2017,4811.0,17861.0,17184.0,8697.0,12913,1085,1141,334,2518
20-06-2017,2409.0,24306.0,23689.0,21280.0,50179,8382,3399,479,5095
21-06-2017,3719.0,30002.0,13107.0,9029.0,23438,5414,3899,324,3333
22-06-2017,4411.0,10627.0,4280.0,2311.0,8978,1620,2202,62,1933
23-06-2017,944.0,7680.0,5373.0,3310.0,21678,10734,741,55,357
24-06-2017,2793.0,15187.0,24462.0,16410.0,45853,13921,763,465,3368
25-06-2017,3975.0,11966.0,29156.0,22063.0,63436,13360,3069,774,5236
26-06-2017,1537.0,16594.0,25471.0,28217.0,65517,15865,2699,994,7489
27-06-2017,5615.0,29826.0,10961.0,8771.0,15979,3313,3342,482,4930
28-06-2017,2374.0,8859.0,8937.0,12152.0,28311,11622,954,153,1870
29-06-2017,694.0,3631.0,29374.0,28234.0,38680,10042,2252,764,4645
30-06-2017,1091.0,9758.0,34528.0,19610.0,29963,2666,4593,259,3642
01-07-2017,2503.0,7304.0,10892.0,9081.0,24560,2240,3494,113,5223
02-07-2017,4839.0,10510.0,19701.0,16656.0,56065,13197,731,136,4584
03-07-2017,1926.0,11525.0,23662.0,22905.0,50228,12842,1139,645,6775
04-07-2017,6378.0,32836.0,13908.0,11039.0,36480,12452,1270,247,4759
05-07-2017,9819.0,29088.0,7963.0,3974.0,16920,3120,2418,171,1641
06-07-2017,5678.0,13528.0,6250.0,3120.0,4908,707,1789,152,2166
07-07-2017,1249.0,3722.0,3677.0,1742.0,1247,581,745,117,267
08-07-2017,2040.0,7964.0,4312.0,5630.0,29272,5659,152,30,597
09-07-2017,2571.0,7265.0,10698.0,7349.0,19888,2381,106,88,1764
10-07-2017,3021.0,7409.0,7154.0,1317.0,2459,999,225,97,1412
11-07-2017,1938.0,5832.0,3825.0,4298.0,15853,2677,1672,444,3151
12-07-2017,642.0,10924.0,15033.0,7716.0,37861,3821,1289,269,2025
13-07-2017,2243.0,29614.0,16619.0,11863.0,44991,13165,1080,301,4613
14-07-2017,2600.0,23824.0,7348.0,5576.0,11875,1164,1019,42,1614
15-07-2017,2974.0,9389.0,6383.0,3149.0,5441,689,523,11,264
16-07-2017,6693.0,24271.0,21965.0,12291.0,38800,8060,351,59,546
17-07-2017,2752.0,10906.0,27445.0,19774.0,41229,7340,2522,608,5439
18-07-2017,8015.0,27453.0,13127.0,11480.0,23871,2973,1511,397,4394
19-07-2017,6429.0,19482.0,4725.0,1623.0,9143,4637,1547,103,754
20-07-2017,2488.0,3442.0,4451.0,7780.0,25151,4723,657,35,1394
21-07-2017,1023.0,4043.0,6074.0,7535.0,12855,2303,284,66,1121
22-07-2017,368.0,2008.0,3484.0,6900.0,19100,5860,318,141,1323
23-07-2017,1523.0,2137.0,9594.0,14669.0,29778,5067,253,99,1890
24-07-2017,2722.0,4098.0,8357.0,6897.0,7914,537,380,250,1912
25-07-2017,535.0,3523.0,8195.0,13302.0,15090,8853,456,336,3012
26-07-2017,432.0,2647.0,6253.0,8385.0,3407,3119,1384,443,2842
27-07-2017,731.0,3220.0,2996.0,2771.0,16785,1929,900,130,2244
28-07-2017,726.0,2682.0,6129.0,6371.0,17782,4408,1548,356,1834
29-07-2017,3039.0,10751.0,11157.0,11338.0,37360,10421,336,220,1516
30-07-2017,3667.0,4696.0,9562.0,6748.0,28495,6112,500,233,1489
31-07-2017,1177.0,10395.0,22168.0,6827.0,26241,3065,983,333,1600
01-08-2017,1411.0,4739.0,7321.0,1804.0,5499,781,1095,172,1303
02-08-2017,982.0,1472.0,9540.0,7187.0,16120,2610,1367,253,2618
03-08-2017,691.0,1445.0,5105.0,5998.0,34620,7253,1378,231,1525
04-08-2017,1781.0,6877.0,11583.0,19949.0,55441,17196,2688,898,5213
05-08-2017,2373.0,7760.0,13495.0,20089.0,44564,12962,2975,1149,6964
06-08-2017,967.0,3050.0,15405.0,19588.0,44269,10297,3945,920,5027
07-08-2017,591.0,2043.0,12396.0,10364.0,27210,3620,2509,561,3264
08-08-2017,1090.0,4268.0,2515.0,10561.0,12539,7240,399,117,1123
09-08-2017,1188.0,2305.0,4237.0,13084.0,40279,8136,1020,439,4550
10-08-2017,899.0,4234.0,2819.0,6377.0,20315,1894,1330,48,833
11-08-2017,2400.0,6150.0,1129.0,1222.0,4056,2477,386,46,949
12-08-2017,1349.0,7265.0,1800.0,5334.0,15232,6466,1552,255,2431
13-08-2017,3293.0,12170.0,4213.0,16959.0,42094,7947,2365,726,4175
14-08-2017,4068.0,11030.0,1638.0,3899.0,8915,2382,465,81,1104
15-08-2017,1575.0,3937.0,1962.0,11133.0,25914,9785,299,27,243
16-08-2017,2388.0,9658.0,2362.0,5267.0,7100,1903,894,156,1205
17-08-2017,2155.0,5338.0,1184.0,6135.0,26202,5361,330,76,1510
18-08-2017,845.0,3437.0,2160.0,5177.0,17785,3145,616,249,2326
19-08-2017,1264.0,5895.0,5075.0,13372.0,31996,10022,1742,526,3312
20-08-2017,4310.0,12686.0,4368.0,11876.0,39287,13025,1240,241,417
21-08-2017,1379.0,7686.0,421.0,4459.0,42477,14942,227,88,608
22-08-2017,1901.0,4738.0,992.0,4048.0,17925,6000,65,32,357
23-08-2017,631.0,231.0,1176.0,2130.0,2897,749,1870,343,3289
24-08-2017,656.0,1072.0,1251.0,3025.0,28833,5226,3665,569,5456
25-08-2017,2566.0,9057.0,2089.0,14960.0,36863,6727,988,496,5474
26-08-2017,2917.0,11049.0,878.0,2737.0,5079,534,2841,166,1476
27-08-2017,455.0,1449.0,720.0,2430.0,4991,3152,301,38,404
28-08-2017,1530.0,5989.0,1114.0,2376.0,5471,797,104,61,535
29-08-2017,1615.0,6923.0,3885.0,9443.0,23041,3161,1351,193,598
30-08-2017,2986.0,6789.0,2413.0,4734.0,7013,2126,2859,534,3618
31-08-2017,2058.0,3204.0,2704.0,8193.0,19728,5108,2705,553,4779
01-09-2017,2059.0,13164.0,6792.0,5468.0,11368,1394,1985,246,1669
02-09-2017,1319.0,5035.0,4438.0,2854.0,4586,634,1194,396,2265
03-09-2017,672.0,2563.0,12221.0,8145.0,2525,491,3715,336,1024
04-09-2017,2061.0,17431.0,26193.0,7076.0,5777,4612,4746,663,2523
05-09-2017,3776.0,18185.0,12409.0,2866.0,12521,1206,3356,314,2996
06-09-2017,2832.0,14643.0,16204.0,7727.0,22767,4565,1454,101,693
07-09-2017,1620.0,3532.0,6382.0,5585.0,25819,11626,163,32,571
08-09-2017,6026.0,10147.0,7523.0,8862.0,25966,12898,344,119,1918
09-09-2017,6339.0,13270.0,7762.0,10533.0,2774,6567,2091,462,4019
10-09-2017,9137.0,21832.0,19972.0,10493.0,33140,7081,1400,171,1201
11-09-2017,5232.0,19027.0,25124.0,18710.0,55624,15427,670,176,1131
12-09-2017,4787.0,16705.0,21596.0,14579.0,47472,13155,1062,159,813
13-09-2017,1945.0,8440.0,13402.0,14965.0,37442,15865,659,320,4306
14-09-2017,1659.0,2400.0,6782.0,10037.0,16969,13979,2404,1043,9038
15-09-2017,5443.0,8391.0,5560.0,9673.0,19859,11213,1174,409,7896
16-09-2017,3393.0,8822.0,5130.0,4060.0,2488,3132,2255,523,2830
17-09-2017,1013.0,1918.0,3800.0,657.0,2487,249,312,89,901
18-09-2017,3495.0,9753.0,6530.0,3648.0,779,322,3371,825,7244
19-09-2017,6266.0,14903.0,10353.0,7000.0,19177,4272,602,399,3457
20-09-2017,4370.0,15412.0,10948.0,3114.0,4715,6814,222,107,798
21-09-2017,2662.0,8369.0,5185.0,2180.0,4258,633,1605,268,2020
22-09-2017,4658.0,11328.0,8566.0,5007.0,5096,275,2013,135,1172
23-09-2017,1595.0,1856.0,5289.0,1489.0,1298,401,1423,202,3175
24-09-2017,717.0,3619.0,8306.0,6182.0,7505,4896,1330,256,3955
25-09-2017,1032.0,2974.0,15230.0,15600.0,27072,9284,1394,377,5438
26-09-2017,1621.0,5149.0,15725.0,10701.0,25937,6774,759,232,3968
27-09-2017,484.0,2635.0,19303.0,15109.0,33828,8235,430,212,3546
28-09-2017,1064.0,6559.0,19662.0,19980.0,40899,9197,318,160,1849
29-09-2017,613.0,4669.0,19528.0,17265.0,42539,9311,171,137,1591
30-09-2017,598.0,7200.0,23306.0,22756.0,50368,15035,151,156,2393
01-10-2017,1294.0,15288.0,22862.0,14601.0,27717,5190,420,249,3792
02-10-2017,8111.0,42003.0,34517.0,23128.0,57570,17577,2814,707,6855
03-10-2017,7745.0,21834.0,30732.0,23760.0,58484,16472,4352,571,4885
04-10-2017,3211.0,15827.0,34275.0,29487.0,58683,18911,3482,947,7800
05-10-2017,1745.0,20406.0,15867.0,15265.0,42223,12217,744,622,6114
06-10-2017,467.0,15988.0,18013.0,9939.0,39597,10684,345,396,4550
07-10-2017,936.0,8616.0,11346.0,13288.0,30494,14506,1009,263,4183
08-10-2017,1730.0,21149.0,30477.0,16380.0,22690,8759,2502,549,6027
09-10-2017,1958.0,18702.0,29317.0,17998.0,9785,7180,1335,525,5240
10-10-2017,7098.0,18791.0,11153.0,7617.0,17836,5243,1651,531,3596
11-10-2017,1249.0,8598.0,9114.0,11782.0,37695,12054,1811,180,3613
12-10-2017,1263.0,19340.0,33063.0,29959.0,67778,21321,1231,820,6667
13-10-2017,1774.0,12862.0,18483.0,14430.0,33920,8699,1823,697,7708
14-10-2017,4325.0,13019.0,32278.0,20313.0,38174,14140,1453,437,5242
15-10-2017,2670.0,24185.0,25813.0,10460.0,30012,7244,1688,421,4621
16-10-2017,9781.0,37346.0,26864.0,11523.0,16397,4922,2915,561,3892
17-10-2017,5108.0,13240.0,29587.0,19001.0,60650,11665,2398,582,3239
18-10-2017,3591.0,32158.0,18024.0,10414.0,18736,3777,3580,603,4364
19-10-2017,2842.0,11978.0,10305.0,8050.0,24178,5274,932,35,886
20-10-2017,1214.0,4617.0,16643.0,15166.0,42060,5780,154,127,3402
21-10-2017,1191.0,7265.0,26179.0,16694.0,34421,3264,164,363,4834
22-10-2017,1336.0,4875.0,24788.0,11209.0,21283,3159,320,200,3701
23-10-2017,1607.0,6080.0,20392.0,13971.0,17028,3580,720,386,4349
24-10-2017,5656.0,22799.0,23412.0,14574.0,42416,8514,686,303,3505
25-10-2017,7926.0,29681.0,22456.0,22851.0,43735,16516,4012,1033,8559
26-10-2017,1613.0,1546.0,15710.0,21150.0,49618,15035,1651,688,7769
27-10-2017,4557.0,19881.0,13595.0,12349.0,51373,16514,649,56,1116
28-10-2017,4240.0,26631.0,29943.0,26635.0,66692,21488,2319,318,4522
29-10-2017,8893.0,39128.0,40241.0,26990.0,56635,18901,1744,601,5162
30-10-2017,6824.0,29442.0,33135.0,20929.0,29600,9862,4695,1033,8545
31-10-2017,990.0,9816.0,17185.0,11743.0,16232,7321,3447,348,4011
01-11-2017,3271.0,7460.0,20572.0,16534.0,42822,14986,392,273,3636
02-11-2017,7230.0,24749.0,17812.0,13407.0,38576,13317,652,128,3887
03-11-2017,9448.0,24719.0,24219.0,7546.0,20955,5509,1059,122,1503
04-11-2017,6933.0,16314.0,25081.0,11461.0,33758,6915,3547,717,4029
05-11-2017,1303.0,7010.0,21298.0,8286.0,20806,5900,2469,324,4129
06-11-2017,6729.0,30096.0,10697.0,7535.0,19911,2226,1751,150,1712
07-11-2017,4867.0,17925.0,19312.0,2826.0,21312,2230,1165,52,547
08-11-2017,4696.0,27055.0,15473.0,3092.0,8018,2183,1030,131,2475
09-11-2017,7695.0,35553.0,37190.0,14317.0,46528,9526,3430,552,2616
10-11-2017,5150.0,17137.0,21836.0,18393.0,55885,15101,2667,482,5121
11-11-2017,4256.0,6621.0,26397.0,29079.0,54800,17004,2832,962,8859
12-11-2017,2008.0,16819.0,12536.0,10497.0,27008,8847,2736,523,6836
13-11-2017,1856.0,28814.0,16675.0,6111.0,15204,4567,1181,23,1042
14-11-2017,2862.0,12663.0,14040.0,13023.0,39430,11830,1246,132,2771
15-11-2017,2831.0,27521.0,30955.0,13879.0,19424,3384,2610,433,5713
16-11-2017,3896.0,28059.0,25679.0,12182.0,35957,8340,2769,276,3243
17-11-2017,2950.0,27536.0,44070.0,22387.0,53653,10056,4324,631,5296
18-11-2017,3416.0,9848.0,20531.0,24298.0,60967,17943,4449,758,7112
19-11-2017,4402.0,16118.0,18954.0,17982.0,46850,18629,1531,71,3796
20-11-2017,3399.0,7518.0,6290.0,3294.0,11202,4717,235,20,906
21-11-2017,2658.0,2305.0,2256.0,2415.0,11046,2623,153,33,667
22-11-2017,3762.0,13061.0,27424.0,20700.0,61700,16655,407,156,2394
23-11-2017,9162.0,36385.0,44565.0,26648.0,73866,18962,4640,596,6399
24-11-2017,6667.0,32932.0,29722.0,11114.0,21290,8111,3144,324,4127
25-11-2017,2382.0,20596.0,22023.0,2936.0,22985,3117,729,162,2626
26-11-2017,2822.0,10573.0,19152.0,18342.0,52025,18390,2093,403,4601
27-11-2017,1834.0,1536.0,12784.0,23647.0,41062,18677,3947,715,4800
28-11-2017,1535.0,4504.0,12950.0,14489.0,16621,14823,3571,782,7455
29-11-2017,388.0,6134.0,8697.0,4430.0,3700,1479,2367,363,2767
30-11-2017,1998.0,9485.0,3534.0,1676.0,7399,891,694,83,1595
01-12-2017,3689.0,7569.0,10575.0,10114.0,11776,2439,1559,186,2052
02-12-2017,6513.0,32782.0,27695.0,13796.0,29945,7067,2688,510,2711
03-12-2017,8148.0,31710.0,27189.0,20818.0,44238,14853,5006,1069,6809
04-12-2017,6513.0,30320.0,18222.0,11097.0,35635,10023,800,164,2666
05-12-2017,7157.0,33038.0,28145.0,23739.0,69613,17314,1290,482,5004
06-12-2017,3420.0,20037.0,11009.0,21551.0,72722,20963,1519,191,1997
07-12-2017,4997.0,32493.0,42124.0,30668.0,77525,21221,2471,732,6567
08-12-2017,5489.0,22702.0,43862.0,28406.0,65568,18539,3874,855,5943
09-12-2017,4434.0,3674.0,18493.0,24878.0,58549,18982,4539,811,5446
10-12-2017,3719.0,4047.0,11353.0,13100.0,22757,14654,2296,441,4453
11-12-2017,750.0,1212.0,11051.0,8405.0,20075,5918,1186,390,5065
12-12-2017,1525.0,4834.0,16656.0,10713.0,41991,8599,4109,844,8583
