,data,forecast,lower,upper
135,51.03,49.30120887279,8.1893822726109,90.4130354729691
136,52.15,51.144858237331846,9.965465413634305,92.32425106102939
137,54.41,51.86098486733619,10.623098202857207,93.09887153181518
138,55.24,52.69718341332148,11.408646607765029,93.98572021887793
139,53.4,54.03906520499966,12.706662319754315,95.371468090245
140,51.55,53.85147673085563,12.481077310272127,95.22187615143913
141,49.86,53.02379282188669,11.620476644200615,94.42710899957277
142,49.44,52.88259040168614,11.45075484325914,94.31442596011314
143,48.62,51.982319142668864,10.525771671281646,93.43886661405608
144,48.52,52.34509178782879,10.208035280094137,94.48214829556345
145,48.03,51.52586071449601,8.807540974720077,94.24418045427194
146,47.72,50.889936383875536,7.6739586839335345,94.10591408381754
147,47.41,50.79826567869749,7.155385534375277,94.4411458230197
148,47.65,50.603093538105604,6.593418362261005,94.6127687139502
149,47.9,49.443327573917216,5.118078659027709,93.76857648880673
150,48.31,48.392238776410196,3.795178358042257,92.98929919477814
151,48.44,44.60996263738156,-0.22143867110482773,89.44136394586795
152,48.87,40.992925730164984,-4.0406743533745555,86.02652581370452
153,49.84,42.208289114011514,-2.999895877401322,87.41647410542436
154,50.52,45.790428977526375,0.4314136486121214,91.14944430644063
155,51.09,47.15033588043612,1.6609475647533074,92.63972419611892
156,50.73,48.60223838512456,3.0001115674917784,94.20436520275734
157,50.43,48.741558043774006,3.0419061681704207,94.4412099193776
158,50.28,49.106380384834324,3.3223373352563996,94.89042343441224
159,50.58,49.24907170473905,3.391982804606485,95.10616060487162
160,51.58,51.098360184654034,5.178030765083513,97.01868960422456
161,53.23,51.81967813881018,5.844586295383706,97.79476998223666
162,55.33,52.67641904000665,6.653898056908481,98.69894002310483
163,55.15,54.038613196678185,7.975008199210784,100.10221819414559
164,53.58,53.85256418081647,7.7533668325190845,99.95176152911387
165,51.94,53.02518884761365,6.895153299460631,99.15522439576667
166,51.04,52.88593211091458,6.729174909028835,99.04268931280032
167,49.46,51.98617084311194,5.806257086628591,98.1660845995953
168,50.18,52.354910887762806,5.556261019636331,99.15356075588929
169,50.05,51.53201822900396,4.203438624033197,98.86059783397472
170,49.82,50.89519964216372,3.111900018818339,98.67849926550909
171,50.0,50.803137996731174,2.6290463650652853,98.97722962839705
172,50.56,50.60010306219751,2.089722443282689,99.11048368111233
173,52.13,49.43595914752272,0.635874125742319,98.23604416930313
174,53.46,48.38322754738919,-0.6666613672154185,97.43311646199379
175,57.36,44.58517009660226,-4.680286611253457,93.85062680445799
176,58.46,40.953234984209416,-8.498369664948676,90.40483963336752
177,56.74,42.15101639577782,-7.461422923803852,91.7634557153595
178,55.21,45.72926224297461,-4.022208293478748,95.48073277942797
179,53.78,47.088320590007584,-2.7833835569652265,96.96002473698039
180,53.31,48.55816684888371,-1.4175519872659663,98.53388568503338
181,52.98,48.699217633076806,-1.366512461366952,98.76494772752056
182,53.13,49.08315764668727,-1.060486129559628,99.22680142293416
183,53.33,49.229733164191856,-0.9813679866226153,99.44083431500633
184,53.65,51.081903002943946,0.812386053574258,101.35141995231363
185,54.01,51.79623670919781,1.4761250998713749,102.11634831852425
186,53.61,52.65122315218643,2.287284468776839,103.01516183559602
187,52.66,54.03452175051332,3.6326135506376716,104.43642995038897
188,52.02,53.86172136111182,3.426914743755809,104.29652797846782
189,51.43,53.032460456274926,2.569146551844007,103.49577436070584
190,50.27,52.89541019772917,2.4073920143953984,103.38342838106294
191,48.8,51.99667046906739,1.4872421652155836,102.50609877291919
192,47.68,52.362352548964324,1.278774130973801,103.44593096695485
193,47.42,51.53872772886074,-0.03749573234239989,103.11495119006389
194,47.31,50.90108654997604,-1.0985082327892997,102.90068133274139
195,47.39,50.80897690770854,-1.5549323499557417,103.17288616537283
196,47.69,50.60636446842725,-2.071385137781917,103.28411407463642
197,49.82,49.43315670541569,-3.5152032085562084,102.38151661938758
198,51.6,48.36704873593596,-4.8148299233716685,101.5489273952436
199,54.48,44.541027101650585,-8.842497703469945,97.92455190677111
200,55.78,40.88391095785651,-12.673837084906374,94.44165900061938
201,55.64,42.09335585100343,-11.614995395673226,95.8017070976801
202,55.35,45.69297324595552,-8.145617854933377,99.53156434684442
203,54.11,47.06217572324212,-6.889085654469554,101.0134371009538
204,53.5,48.541674889638465,-5.5070873956327375,102.59043717490967
205,53.41,48.68487693996128,-5.448281583779163,102.81803546370172
206,53.92,49.066885220628336,-5.139342894086397,103.27311333534307
207,53.9,49.21248653452186,-5.05701710127213,103.48199017031584
208,55.36,51.06654126850461,-3.257765894998883,105.3908484320081
209,58.03,51.78237245993776,-2.5894075145481352,106.15415243442365
210,57.58,52.643923195765794,-1.7689846620463712,107.05683105357795
211,55.19,54.03427602591527,-0.41426671033025286,108.48281876216079
212,53.69,53.86229760976868,-0.6171235615982411,108.3417187811356
213,52.69,53.033089406596446,-1.4730908223146102,107.53926963550751
214,50.9,52.89671939005505,-1.6326517111650887,107.42609049127518
215,49.58,51.99816887166483,-2.551301947358347,106.54763969068802
