"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Sweden (SE)","26.05.2020 21:00 - 26.05.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7890","n/e","4645","554","n/e","n/e","n/e","n/e","2384"
"Sweden (SE)","26.05.2020 22:00 - 26.05.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7488","n/e","4648","544","n/e","n/e","n/e","n/e","2428"
"Sweden (SE)","26.05.2020 23:00 - 27.05.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7022","n/e","4648","505","n/e","n/e","n/e","n/e","2561"
"Sweden (SE)","27.05.2020 00:00 - 27.05.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6222","n/e","4649","509","n/e","n/e","n/e","n/e","2612"
"Sweden (SE)","27.05.2020 01:00 - 27.05.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5931","n/e","4649","508","n/e","n/e","n/e","n/e","2593"
"Sweden (SE)","27.05.2020 02:00 - 27.05.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5851","n/e","4648","497","n/e","n/e","n/e","n/e","2780"
"Sweden (SE)","27.05.2020 03:00 - 27.05.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5793","n/e","4650","505","n/e","n/e","n/e","n/e","2579"
"Sweden (SE)","27.05.2020 04:00 - 27.05.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5849","n/e","4650","516","n/e","n/e","n/e","n/e","2468"
"Sweden (SE)","27.05.2020 05:00 - 27.05.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6709","n/e","4651","547","n/e","n/e","n/e","n/e","2348"
"Sweden (SE)","27.05.2020 06:00 - 27.05.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7682","n/e","4650","570","n/e","n/e","n/e","n/e","2307"
"Sweden (SE)","27.05.2020 07:00 - 27.05.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8916","n/e","4651","630","n/e","n/e","n/e","n/e","2156"
"Sweden (SE)","27.05.2020 08:00 - 27.05.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8984","n/e","4648","692","n/e","n/e","n/e","n/e","1972"
"Sweden (SE)","27.05.2020 09:00 - 27.05.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9044","n/e","4648","672","n/e","n/e","n/e","n/e","1941"
"Sweden (SE)","27.05.2020 10:00 - 27.05.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9076","n/e","4649","698","n/e","n/e","n/e","n/e","1980"
"Sweden (SE)","27.05.2020 11:00 - 27.05.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9010","n/e","4649","713","n/e","n/e","n/e","n/e","2019"
"Sweden (SE)","27.05.2020 12:00 - 27.05.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8995","n/e","4649","714","n/e","n/e","n/e","n/e","2101"
"Sweden (SE)","27.05.2020 13:00 - 27.05.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8746","n/e","4647","698","n/e","n/e","n/e","n/e","2184"
"Sweden (SE)","27.05.2020 14:00 - 27.05.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8619","n/e","4645","706","n/e","n/e","n/e","n/e","2315"
"Sweden (SE)","27.05.2020 15:00 - 27.05.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8240","n/e","4645","679","n/e","n/e","n/e","n/e","2446"
"Sweden (SE)","27.05.2020 16:00 - 27.05.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8092","n/e","4645","636","n/e","n/e","n/e","n/e","2762"
"Sweden (SE)","27.05.2020 17:00 - 27.05.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7970","n/e","4645","603","n/e","n/e","n/e","n/e","3023"
"Sweden (SE)","27.05.2020 18:00 - 27.05.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8098","n/e","4644","572","n/e","n/e","n/e","n/e","3082"
"Sweden (SE)","27.05.2020 19:00 - 27.05.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8134","n/e","4644","540","n/e","n/e","n/e","n/e","3071"
"Sweden (SE)","27.05.2020 20:00 - 27.05.2020 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8152","n/e","4644","509","n/e","n/e","n/e","n/e","3044"
"Sweden (SE)","27.05.2020 21:00 - 27.05.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7735","n/e","4646","480","n/e","n/e","n/e","n/e","3281"
"Sweden (SE)","27.05.2020 22:00 - 27.05.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7206","n/e","4647","471","n/e","n/e","n/e","n/e","3552"
"Sweden (SE)","27.05.2020 23:00 - 28.05.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6880","n/e","4649","479","n/e","n/e","n/e","n/e","3532"
"Sweden (SE)","28.05.2020 00:00 - 28.05.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6051","n/e","4652","450","n/e","n/e","n/e","n/e","3556"
"Sweden (SE)","28.05.2020 01:00 - 28.05.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5931","n/e","4653","449","n/e","n/e","n/e","n/e","3544"
"Sweden (SE)","28.05.2020 02:00 - 28.05.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5825","n/e","4655","455","n/e","n/e","n/e","n/e","3506"
"Sweden (SE)","28.05.2020 03:00 - 28.05.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5813","n/e","4655","456","n/e","n/e","n/e","n/e","3313"
"Sweden (SE)","28.05.2020 04:00 - 28.05.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5860","n/e","4657","462","n/e","n/e","n/e","n/e","3146"
"Sweden (SE)","28.05.2020 05:00 - 28.05.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6590","n/e","4658","483","n/e","n/e","n/e","n/e","2937"
"Sweden (SE)","28.05.2020 06:00 - 28.05.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7942","n/e","4658","520","n/e","n/e","n/e","n/e","2490"
"Sweden (SE)","28.05.2020 07:00 - 28.05.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8773","n/e","4658","582","n/e","n/e","n/e","n/e","2183"
"Sweden (SE)","28.05.2020 08:00 - 28.05.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8810","n/e","4658","628","n/e","n/e","n/e","n/e","2022"
"Sweden (SE)","28.05.2020 09:00 - 28.05.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8812","n/e","4657","681","n/e","n/e","n/e","n/e","1991"
"Sweden (SE)","28.05.2020 10:00 - 28.05.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8669","n/e","4657","732","n/e","n/e","n/e","n/e","2179"
"Sweden (SE)","28.05.2020 11:00 - 28.05.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8582","n/e","4651","712","n/e","n/e","n/e","n/e","2300"
"Sweden (SE)","28.05.2020 12:00 - 28.05.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8455","n/e","4648","685","n/e","n/e","n/e","n/e","2503"
"Sweden (SE)","28.05.2020 13:00 - 28.05.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8238","n/e","4644","633","n/e","n/e","n/e","n/e","2614"
"Sweden (SE)","28.05.2020 14:00 - 28.05.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8190","n/e","4643","605","n/e","n/e","n/e","n/e","2728"
"Sweden (SE)","28.05.2020 15:00 - 28.05.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8096","n/e","4640","564","n/e","n/e","n/e","n/e","2783"
"Sweden (SE)","28.05.2020 16:00 - 28.05.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7937","n/e","4639","541","n/e","n/e","n/e","n/e","2791"
"Sweden (SE)","28.05.2020 17:00 - 28.05.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8170","n/e","4639","518","n/e","n/e","n/e","n/e","2751"
"Sweden (SE)","28.05.2020 18:00 - 28.05.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8282","n/e","4639","483","n/e","n/e","n/e","n/e","2680"
"Sweden (SE)","28.05.2020 19:00 - 28.05.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8444","n/e","4643","446","n/e","n/e","n/e","n/e","2592"
"Sweden (SE)","28.05.2020 20:00 - 28.05.2020 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8490","n/e","4644","408","n/e","n/e","n/e","n/e","2387"
"Sweden (SE)","28.05.2020 21:00 - 28.05.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8399","n/e","4646","375","n/e","n/e","n/e","n/e","2301"
"Sweden (SE)","28.05.2020 22:00 - 28.05.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8086","n/e","4649","371","n/e","n/e","n/e","n/e","2367"
"Sweden (SE)","28.05.2020 23:00 - 29.05.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7643","n/e","4650","447","n/e","n/e","n/e","n/e","2365"
"Sweden (SE)","29.05.2020 00:00 - 29.05.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6898","n/e","4653","461","n/e","n/e","n/e","n/e","2358"
"Sweden (SE)","29.05.2020 01:00 - 29.05.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6637","n/e","4653","449","n/e","n/e","n/e","n/e","2428"
"Sweden (SE)","29.05.2020 02:00 - 29.05.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6606","n/e","4654","446","n/e","n/e","n/e","n/e","2457"
"Sweden (SE)","29.05.2020 03:00 - 29.05.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6596","n/e","4658","446","n/e","n/e","n/e","n/e","2444"
"Sweden (SE)","29.05.2020 04:00 - 29.05.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6638","n/e","4659","449","n/e","n/e","n/e","n/e","2348"
"Sweden (SE)","29.05.2020 05:00 - 29.05.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7355","n/e","4658","465","n/e","n/e","n/e","n/e","2234"
"Sweden (SE)","29.05.2020 06:00 - 29.05.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8613","n/e","4657","520","n/e","n/e","n/e","n/e","2065"
"Sweden (SE)","29.05.2020 07:00 - 29.05.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9346","n/e","4656","585","n/e","n/e","n/e","n/e","2052"
"Sweden (SE)","29.05.2020 08:00 - 29.05.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9419","n/e","4652","641","n/e","n/e","n/e","n/e","2051"
"Sweden (SE)","29.05.2020 09:00 - 29.05.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9404","n/e","4649","679","n/e","n/e","n/e","n/e","2002"
"Sweden (SE)","29.05.2020 10:00 - 29.05.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9409","n/e","4649","721","n/e","n/e","n/e","n/e","2073"
"Sweden (SE)","29.05.2020 11:00 - 29.05.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9348","n/e","4644","731","n/e","n/e","n/e","n/e","2153"
"Sweden (SE)","29.05.2020 12:00 - 29.05.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9137","n/e","4642","764","n/e","n/e","n/e","n/e","2268"
"Sweden (SE)","29.05.2020 13:00 - 29.05.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9008","n/e","4637","748","n/e","n/e","n/e","n/e","2340"
"Sweden (SE)","29.05.2020 14:00 - 29.05.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8768","n/e","4632","728","n/e","n/e","n/e","n/e","2388"
"Sweden (SE)","29.05.2020 15:00 - 29.05.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8743","n/e","4629","722","n/e","n/e","n/e","n/e","2420"
"Sweden (SE)","29.05.2020 16:00 - 29.05.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8842","n/e","4621","690","n/e","n/e","n/e","n/e","2328"
"Sweden (SE)","29.05.2020 17:00 - 29.05.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9070","n/e","4622","656","n/e","n/e","n/e","n/e","2285"
"Sweden (SE)","29.05.2020 18:00 - 29.05.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9101","n/e","4624","596","n/e","n/e","n/e","n/e","2192"
"Sweden (SE)","29.05.2020 19:00 - 29.05.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9093","n/e","4623","528","n/e","n/e","n/e","n/e","1986"
"Sweden (SE)","29.05.2020 20:00 - 29.05.2020 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9014","n/e","4623","499","n/e","n/e","n/e","n/e","1980"
"Sweden (SE)","29.05.2020 21:00 - 29.05.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8797","n/e","4623","468","n/e","n/e","n/e","n/e","2063"
"Sweden (SE)","29.05.2020 22:00 - 29.05.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8569","n/e","4624","464","n/e","n/e","n/e","n/e","2005"
"Sweden (SE)","29.05.2020 23:00 - 30.05.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8257","n/e","4445","454","n/e","n/e","n/e","n/e","2065"
"Sweden (SE)","30.05.2020 00:00 - 30.05.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7128","n/e","4303","442","n/e","n/e","n/e","n/e","2030"
"Sweden (SE)","30.05.2020 01:00 - 30.05.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6504","n/e","4189","447","n/e","n/e","n/e","n/e","2174"
"Sweden (SE)","30.05.2020 02:00 - 30.05.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6209","n/e","4167","447","n/e","n/e","n/e","n/e","2241"
"Sweden (SE)","30.05.2020 03:00 - 30.05.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6127","n/e","4167","455","n/e","n/e","n/e","n/e","2256"
"Sweden (SE)","30.05.2020 04:00 - 30.05.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6087","n/e","4168","460","n/e","n/e","n/e","n/e","2331"
"Sweden (SE)","30.05.2020 05:00 - 30.05.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6410","n/e","4168","481","n/e","n/e","n/e","n/e","1979"
"Sweden (SE)","30.05.2020 06:00 - 30.05.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7615","n/e","4169","505","n/e","n/e","n/e","n/e","1534"
"Sweden (SE)","30.05.2020 07:00 - 30.05.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8286","n/e","4167","550","n/e","n/e","n/e","n/e","1016"
"Sweden (SE)","30.05.2020 08:00 - 30.05.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8643","n/e","3786","633","n/e","n/e","n/e","n/e","886"
"Sweden (SE)","30.05.2020 09:00 - 30.05.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8727","n/e","3445","692","n/e","n/e","n/e","n/e","947"
"Sweden (SE)","30.05.2020 10:00 - 30.05.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8703","n/e","3495","736","n/e","n/e","n/e","n/e","1062"
"Sweden (SE)","30.05.2020 11:00 - 30.05.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8678","n/e","3537","756","n/e","n/e","n/e","n/e","1186"
"Sweden (SE)","30.05.2020 12:00 - 30.05.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8548","n/e","3609","767","n/e","n/e","n/e","n/e","1246"
"Sweden (SE)","30.05.2020 13:00 - 30.05.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8297","n/e","3831","751","n/e","n/e","n/e","n/e","1430"
"Sweden (SE)","30.05.2020 14:00 - 30.05.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7995","n/e","3831","749","n/e","n/e","n/e","n/e","1425"
"Sweden (SE)","30.05.2020 15:00 - 30.05.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7949","n/e","3831","729","n/e","n/e","n/e","n/e","1520"
"Sweden (SE)","30.05.2020 16:00 - 30.05.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8181","n/e","3849","690","n/e","n/e","n/e","n/e","1527"
"Sweden (SE)","30.05.2020 17:00 - 30.05.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8376","n/e","3852","652","n/e","n/e","n/e","n/e","1544"
"Sweden (SE)","30.05.2020 18:00 - 30.05.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8440","n/e","3852","605","n/e","n/e","n/e","n/e","1482"
"Sweden (SE)","30.05.2020 19:00 - 30.05.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8386","n/e","3852","565","n/e","n/e","n/e","n/e","1394"
"Sweden (SE)","30.05.2020 20:00 - 30.05.2020 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8339","n/e","3878","524","n/e","n/e","n/e","n/e","1356"
"Sweden (SE)","30.05.2020 21:00 - 30.05.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8372","n/e","3885","497","n/e","n/e","n/e","n/e","1434"
"Sweden (SE)","30.05.2020 22:00 - 30.05.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7971","n/e","3886","480","n/e","n/e","n/e","n/e","1507"
"Sweden (SE)","30.05.2020 23:00 - 31.05.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7670","n/e","3885","492","n/e","n/e","n/e","n/e","1637"
"Sweden (SE)","31.05.2020 00:00 - 31.05.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6174","n/e","3857","489","n/e","n/e","n/e","n/e","1754"
"Sweden (SE)","31.05.2020 01:00 - 31.05.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5698","n/e","3865","492","n/e","n/e","n/e","n/e","2111"
"Sweden (SE)","31.05.2020 02:00 - 31.05.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5664","n/e","3874","495","n/e","n/e","n/e","n/e","2028"
"Sweden (SE)","31.05.2020 03:00 - 31.05.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5609","n/e","3876","479","n/e","n/e","n/e","n/e","2042"
"Sweden (SE)","31.05.2020 04:00 - 31.05.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5585","n/e","3899","484","n/e","n/e","n/e","n/e","2060"
"Sweden (SE)","31.05.2020 05:00 - 31.05.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5604","n/e","3907","500","n/e","n/e","n/e","n/e","2056"
"Sweden (SE)","31.05.2020 06:00 - 31.05.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","5831","n/e","3906","537","n/e","n/e","n/e","n/e","1720"
"Sweden (SE)","31.05.2020 07:00 - 31.05.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6194","n/e","3907","581","n/e","n/e","n/e","n/e","1471"
"Sweden (SE)","31.05.2020 08:00 - 31.05.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6120","n/e","3930","674","n/e","n/e","n/e","n/e","1321"
"Sweden (SE)","31.05.2020 09:00 - 31.05.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6524","n/e","3937","734","n/e","n/e","n/e","n/e","1329"
"Sweden (SE)","31.05.2020 10:00 - 31.05.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6573","n/e","3933","789","n/e","n/e","n/e","n/e","1452"
"Sweden (SE)","31.05.2020 11:00 - 31.05.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6486","n/e","3929","828","n/e","n/e","n/e","n/e","1531"
"Sweden (SE)","31.05.2020 12:00 - 31.05.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6302","n/e","3949","848","n/e","n/e","n/e","n/e","1506"
"Sweden (SE)","31.05.2020 13:00 - 31.05.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6162","n/e","3952","851","n/e","n/e","n/e","n/e","1441"
