"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Sweden (SE)","26.01.2020 04:00 - 26.01.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6171","n/e","7801","1280","n/e","n/e","n/e","n/e","5203"
"Sweden (SE)","26.01.2020 05:00 - 26.01.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","6506","n/e","7801","1280","n/e","n/e","n/e","n/e","5157"
"Sweden (SE)","26.01.2020 06:00 - 26.01.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7427","n/e","7801","1283","n/e","n/e","n/e","n/e","5045"
"Sweden (SE)","26.01.2020 07:00 - 26.01.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8004","n/e","7800","1286","n/e","n/e","n/e","n/e","4848"
"Sweden (SE)","26.01.2020 08:00 - 26.01.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8715","n/e","7800","1282","n/e","n/e","n/e","n/e","4464"
"Sweden (SE)","26.01.2020 09:00 - 26.01.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9511","n/e","7798","1286","n/e","n/e","n/e","n/e","4095"
"Sweden (SE)","26.01.2020 10:00 - 26.01.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9961","n/e","7796","1292","n/e","n/e","n/e","n/e","3678"
"Sweden (SE)","26.01.2020 11:00 - 26.01.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10059","n/e","7796","1299","n/e","n/e","n/e","n/e","3298"
"Sweden (SE)","26.01.2020 12:00 - 26.01.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10074","n/e","7795","1304","n/e","n/e","n/e","n/e","2969"
"Sweden (SE)","26.01.2020 13:00 - 26.01.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10120","n/e","7796","1299","n/e","n/e","n/e","n/e","2643"
"Sweden (SE)","26.01.2020 14:00 - 26.01.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10163","n/e","7797","1290","n/e","n/e","n/e","n/e","2405"
"Sweden (SE)","26.01.2020 15:00 - 26.01.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10572","n/e","7794","1283","n/e","n/e","n/e","n/e","2252"
"Sweden (SE)","26.01.2020 16:00 - 26.01.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10864","n/e","7791","1292","n/e","n/e","n/e","n/e","2139"
"Sweden (SE)","26.01.2020 17:00 - 26.01.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10926","n/e","7791","1298","n/e","n/e","n/e","n/e","2127"
"Sweden (SE)","26.01.2020 18:00 - 26.01.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10813","n/e","7791","1296","n/e","n/e","n/e","n/e","2107"
"Sweden (SE)","26.01.2020 19:00 - 26.01.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10712","n/e","7792","1271","n/e","n/e","n/e","n/e","2081"
"Sweden (SE)","26.01.2020 20:00 - 26.01.2020 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10250","n/e","7796","1243","n/e","n/e","n/e","n/e","2048"
"Sweden (SE)","26.01.2020 21:00 - 26.01.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9831","n/e","7796","1240","n/e","n/e","n/e","n/e","2110"
"Sweden (SE)","26.01.2020 22:00 - 26.01.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9344","n/e","7797","1226","n/e","n/e","n/e","n/e","2150"
"Sweden (SE)","26.01.2020 23:00 - 27.01.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8645","n/e","7799","1207","n/e","n/e","n/e","n/e","2137"
"Sweden (SE)","27.01.2020 00:00 - 27.01.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7637","n/e","7799","1198","n/e","n/e","n/e","n/e","2223"
"Sweden (SE)","27.01.2020 01:00 - 27.01.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7178","n/e","7801","1214","n/e","n/e","n/e","n/e","2208"
"Sweden (SE)","27.01.2020 02:00 - 27.01.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7102","n/e","7801","1199","n/e","n/e","n/e","n/e","2152"
"Sweden (SE)","27.01.2020 03:00 - 27.01.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7153","n/e","7801","1203","n/e","n/e","n/e","n/e","2386"
"Sweden (SE)","27.01.2020 04:00 - 27.01.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7523","n/e","7801","1199","n/e","n/e","n/e","n/e","2452"
"Sweden (SE)","27.01.2020 05:00 - 27.01.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8867","n/e","7800","1232","n/e","n/e","n/e","n/e","2542"
"Sweden (SE)","27.01.2020 06:00 - 27.01.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10290","n/e","7800","1268","n/e","n/e","n/e","n/e","2770"
"Sweden (SE)","27.01.2020 07:00 - 27.01.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11051","n/e","7801","1307","n/e","n/e","n/e","n/e","2866"
"Sweden (SE)","27.01.2020 08:00 - 27.01.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11155","n/e","7801","1344","n/e","n/e","n/e","n/e","2739"
"Sweden (SE)","27.01.2020 09:00 - 27.01.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11214","n/e","7801","1331","n/e","n/e","n/e","n/e","2847"
"Sweden (SE)","27.01.2020 10:00 - 27.01.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11187","n/e","7805","1321","n/e","n/e","n/e","n/e","2917"
"Sweden (SE)","27.01.2020 11:00 - 27.01.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11222","n/e","7802","1323","n/e","n/e","n/e","n/e","2965"
"Sweden (SE)","27.01.2020 12:00 - 27.01.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11205","n/e","7801","1318","n/e","n/e","n/e","n/e","2918"
"Sweden (SE)","27.01.2020 13:00 - 27.01.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11241","n/e","7798","1341","n/e","n/e","n/e","n/e","2828"
"Sweden (SE)","27.01.2020 14:00 - 27.01.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11176","n/e","7797","1256","n/e","n/e","n/e","n/e","2815"
"Sweden (SE)","27.01.2020 15:00 - 27.01.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11234","n/e","7799","1247","n/e","n/e","n/e","n/e","2856"
"Sweden (SE)","27.01.2020 16:00 - 27.01.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11706","n/e","7797","1293","n/e","n/e","n/e","n/e","2750"
"Sweden (SE)","27.01.2020 17:00 - 27.01.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11977","n/e","7798","1331","n/e","n/e","n/e","n/e","2553"
"Sweden (SE)","27.01.2020 18:00 - 27.01.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11889","n/e","7800","1302","n/e","n/e","n/e","n/e","2582"
"Sweden (SE)","27.01.2020 19:00 - 27.01.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11425","n/e","7801","1262","n/e","n/e","n/e","n/e","2582"
"Sweden (SE)","27.01.2020 20:00 - 27.01.2020 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11212","n/e","7802","1223","n/e","n/e","n/e","n/e","2469"
"Sweden (SE)","27.01.2020 21:00 - 27.01.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10857","n/e","7804","1187","n/e","n/e","n/e","n/e","2434"
"Sweden (SE)","27.01.2020 22:00 - 27.01.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10157","n/e","7805","1174","n/e","n/e","n/e","n/e","2310"
"Sweden (SE)","27.01.2020 23:00 - 28.01.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9511","n/e","7806","1149","n/e","n/e","n/e","n/e","2207"
"Sweden (SE)","28.01.2020 00:00 - 28.01.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8251","n/e","7805","1085","n/e","n/e","n/e","n/e","1989"
"Sweden (SE)","28.01.2020 01:00 - 28.01.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7969","n/e","7804","1079","n/e","n/e","n/e","n/e","1856"
"Sweden (SE)","28.01.2020 02:00 - 28.01.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7881","n/e","7803","1068","n/e","n/e","n/e","n/e","1755"
"Sweden (SE)","28.01.2020 03:00 - 28.01.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7932","n/e","7804","1080","n/e","n/e","n/e","n/e","1662"
"Sweden (SE)","28.01.2020 04:00 - 28.01.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8096","n/e","7805","1098","n/e","n/e","n/e","n/e","1612"
"Sweden (SE)","28.01.2020 05:00 - 28.01.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9059","n/e","7804","1129","n/e","n/e","n/e","n/e","1611"
"Sweden (SE)","28.01.2020 06:00 - 28.01.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10593","n/e","7804","1205","n/e","n/e","n/e","n/e","1774"
"Sweden (SE)","28.01.2020 07:00 - 28.01.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11593","n/e","7802","1237","n/e","n/e","n/e","n/e","1838"
"Sweden (SE)","28.01.2020 08:00 - 28.01.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11806","n/e","7802","1301","n/e","n/e","n/e","n/e","1732"
"Sweden (SE)","28.01.2020 09:00 - 28.01.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11787","n/e","7799","1317","n/e","n/e","n/e","n/e","1818"
"Sweden (SE)","28.01.2020 10:00 - 28.01.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11823","n/e","7801","1369","n/e","n/e","n/e","n/e","1778"
"Sweden (SE)","28.01.2020 11:00 - 28.01.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11953","n/e","7805","1306","n/e","n/e","n/e","n/e","1791"
"Sweden (SE)","28.01.2020 12:00 - 28.01.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11819","n/e","7805","1288","n/e","n/e","n/e","n/e","1751"
"Sweden (SE)","28.01.2020 13:00 - 28.01.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11846","n/e","7805","1278","n/e","n/e","n/e","n/e","1746"
"Sweden (SE)","28.01.2020 14:00 - 28.01.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11822","n/e","7806","1296","n/e","n/e","n/e","n/e","1724"
"Sweden (SE)","28.01.2020 15:00 - 28.01.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11981","n/e","7805","1289","n/e","n/e","n/e","n/e","1731"
"Sweden (SE)","28.01.2020 16:00 - 28.01.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11885","n/e","7804","1310","n/e","n/e","n/e","n/e","1756"
"Sweden (SE)","28.01.2020 17:00 - 28.01.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11909","n/e","7799","1316","n/e","n/e","n/e","n/e","1781"
"Sweden (SE)","28.01.2020 18:00 - 28.01.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11689","n/e","7796","1300","n/e","n/e","n/e","n/e","1785"
"Sweden (SE)","28.01.2020 19:00 - 28.01.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11318","n/e","7798","1289","n/e","n/e","n/e","n/e","1792"
"Sweden (SE)","28.01.2020 20:00 - 28.01.2020 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11120","n/e","7798","1266","n/e","n/e","n/e","n/e","1740"
"Sweden (SE)","28.01.2020 21:00 - 28.01.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10644","n/e","7799","1206","n/e","n/e","n/e","n/e","1770"
"Sweden (SE)","28.01.2020 22:00 - 28.01.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9675","n/e","7800","1152","n/e","n/e","n/e","n/e","1728"
"Sweden (SE)","28.01.2020 23:00 - 29.01.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9091","n/e","7801","1119","n/e","n/e","n/e","n/e","1844"
"Sweden (SE)","29.01.2020 00:00 - 29.01.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8432","n/e","7802","1067","n/e","n/e","n/e","n/e","1869"
"Sweden (SE)","29.01.2020 01:00 - 29.01.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7987","n/e","7802","1055","n/e","n/e","n/e","n/e","1990"
"Sweden (SE)","29.01.2020 02:00 - 29.01.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7868","n/e","7802","1063","n/e","n/e","n/e","n/e","2050"
"Sweden (SE)","29.01.2020 03:00 - 29.01.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","7983","n/e","7802","1075","n/e","n/e","n/e","n/e","2133"
"Sweden (SE)","29.01.2020 04:00 - 29.01.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8306","n/e","7803","1082","n/e","n/e","n/e","n/e","2077"
"Sweden (SE)","29.01.2020 05:00 - 29.01.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9160","n/e","7803","1104","n/e","n/e","n/e","n/e","2153"
"Sweden (SE)","29.01.2020 06:00 - 29.01.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10538","n/e","7801","1169","n/e","n/e","n/e","n/e","2137"
"Sweden (SE)","29.01.2020 07:00 - 29.01.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11006","n/e","7799","1199","n/e","n/e","n/e","n/e","2211"
"Sweden (SE)","29.01.2020 08:00 - 29.01.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11268","n/e","7797","1215","n/e","n/e","n/e","n/e","2193"
"Sweden (SE)","29.01.2020 09:00 - 29.01.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11177","n/e","7797","1233","n/e","n/e","n/e","n/e","2278"
"Sweden (SE)","29.01.2020 10:00 - 29.01.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11179","n/e","7799","1225","n/e","n/e","n/e","n/e","2229"
"Sweden (SE)","29.01.2020 11:00 - 29.01.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11078","n/e","7797","1237","n/e","n/e","n/e","n/e","2090"
"Sweden (SE)","29.01.2020 12:00 - 29.01.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11073","n/e","7797","1228","n/e","n/e","n/e","n/e","2049"
"Sweden (SE)","29.01.2020 13:00 - 29.01.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11047","n/e","7797","1214","n/e","n/e","n/e","n/e","1925"
"Sweden (SE)","29.01.2020 14:00 - 29.01.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11049","n/e","7795","1235","n/e","n/e","n/e","n/e","1857"
"Sweden (SE)","29.01.2020 15:00 - 29.01.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11122","n/e","7793","1234","n/e","n/e","n/e","n/e","1813"
"Sweden (SE)","29.01.2020 16:00 - 29.01.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11236","n/e","7791","1234","n/e","n/e","n/e","n/e","1855"
"Sweden (SE)","29.01.2020 17:00 - 29.01.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11340","n/e","7791","1246","n/e","n/e","n/e","n/e","1886"
"Sweden (SE)","29.01.2020 18:00 - 29.01.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11202","n/e","7791","1239","n/e","n/e","n/e","n/e","1869"
"Sweden (SE)","29.01.2020 19:00 - 29.01.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10915","n/e","7795","1243","n/e","n/e","n/e","n/e","1896"
"Sweden (SE)","29.01.2020 20:00 - 29.01.2020 21:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10749","n/e","7798","1224","n/e","n/e","n/e","n/e","1914"
"Sweden (SE)","29.01.2020 21:00 - 29.01.2020 22:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10464","n/e","7800","1184","n/e","n/e","n/e","n/e","1909"
"Sweden (SE)","29.01.2020 22:00 - 29.01.2020 23:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10015","n/e","7800","1146","n/e","n/e","n/e","n/e","1929"
"Sweden (SE)","29.01.2020 23:00 - 30.01.2020 00:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9363","n/e","7801","1136","n/e","n/e","n/e","n/e","1899"
"Sweden (SE)","30.01.2020 00:00 - 30.01.2020 01:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8552","n/e","7802","1140","n/e","n/e","n/e","n/e","1950"
"Sweden (SE)","30.01.2020 01:00 - 30.01.2020 02:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8323","n/e","7803","1131","n/e","n/e","n/e","n/e","1810"
"Sweden (SE)","30.01.2020 02:00 - 30.01.2020 03:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8297","n/e","7802","1109","n/e","n/e","n/e","n/e","1667"
"Sweden (SE)","30.01.2020 03:00 - 30.01.2020 04:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8305","n/e","7803","1107","n/e","n/e","n/e","n/e","1584"
"Sweden (SE)","30.01.2020 04:00 - 30.01.2020 05:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8692","n/e","7804","1134","n/e","n/e","n/e","n/e","1595"
"Sweden (SE)","30.01.2020 05:00 - 30.01.2020 06:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9679","n/e","7802","1162","n/e","n/e","n/e","n/e","1562"
"Sweden (SE)","30.01.2020 06:00 - 30.01.2020 07:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10613","n/e","7799","1212","n/e","n/e","n/e","n/e","1377"
"Sweden (SE)","30.01.2020 07:00 - 30.01.2020 08:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11704","n/e","7801","1261","n/e","n/e","n/e","n/e","1292"
"Sweden (SE)","30.01.2020 08:00 - 30.01.2020 09:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12040","n/e","7800","1274","n/e","n/e","n/e","n/e","1126"
"Sweden (SE)","30.01.2020 09:00 - 30.01.2020 10:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12121","n/e","7797","1266","n/e","n/e","n/e","n/e","1052"
"Sweden (SE)","30.01.2020 10:00 - 30.01.2020 11:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12138","n/e","7799","1264","n/e","n/e","n/e","n/e","917"
"Sweden (SE)","30.01.2020 11:00 - 30.01.2020 12:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12152","n/e","7798","1273","n/e","n/e","n/e","n/e","861"
"Sweden (SE)","30.01.2020 12:00 - 30.01.2020 13:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12054","n/e","7799","1237","n/e","n/e","n/e","n/e","801"
"Sweden (SE)","30.01.2020 13:00 - 30.01.2020 14:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12099","n/e","7798","1242","n/e","n/e","n/e","n/e","779"
"Sweden (SE)","30.01.2020 14:00 - 30.01.2020 15:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12087","n/e","7799","1255","n/e","n/e","n/e","n/e","746"
"Sweden (SE)","30.01.2020 15:00 - 30.01.2020 16:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12118","n/e","7791","1233","n/e","n/e","n/e","n/e","708"
"Sweden (SE)","30.01.2020 16:00 - 30.01.2020 17:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12194","n/e","7784","1236","n/e","n/e","n/e","n/e","716"
"Sweden (SE)","30.01.2020 17:00 - 30.01.2020 18:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12227","n/e","7781","1254","n/e","n/e","n/e","n/e","733"
"Sweden (SE)","30.01.2020 18:00 - 30.01.2020 19:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12017","n/e","7785","1256","n/e","n/e","n/e","n/e","769"
"Sweden (SE)","30.01.2020 19:00 - 30.01.2020 20:00 (CET)","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11368","n/e","7788","1233","n/e","n/e","n/e","n/e","938"
