Month,Weekday,Hour,Factor
8,4,14,1.04495
8,4,15,1.03501
8,4,16,1.02786
8,4,17,1.04484
8,4,18,1.05904
8,4,19,1.06304
8,4,20,1.0407
8,4,21,1.03016
8,4,22,0.994822
8,4,23,0.946116
8,5,0,0.92271
8,5,1,0.900426
8,5,2,0.878279
8,5,3,0.879824
8,5,4,0.886425
8,5,5,0.919897
8,5,6,0.997686
8,5,7,1.06241
8,5,8,1.08797
8,5,9,1.0905
8,5,10,1.08968
8,5,11,1.08737
8,5,12,1.07483
8,5,13,1.04915
8,5,14,1.03391
8,5,15,1.01891
8,5,16,1.00319
8,5,17,1.01458
8,5,18,1.0239
8,5,19,1.0239
8,5,20,1.01403
8,5,21,1.00678
8,5,22,0.983381
8,5,23,0.946908
8,6,0,0.991838
8,6,1,0.967834
8,6,2,0.944816
8,6,3,0.943356
8,6,4,0.921493
8,6,5,0.924671
8,6,6,0.936256
8,6,7,0.979602
8,6,8,1.01684
8,6,9,1.04499
8,6,10,1.05357
8,6,11,1.04618
8,6,12,1.02837
8,6,13,1.01139
8,6,14,1.0031
8,6,15,1.00007
8,6,16,1.00554
8,6,17,1.022
8,6,18,1.04789
8,6,19,1.04817
8,6,20,1.05077
8,6,21,1.05988
8,6,22,1.03964
8,6,23,0.993004
8,7,0,0.983773
8,7,1,0.963488
8,7,2,0.914529
8,7,3,0.890768
8,7,4,0.879175
8,7,5,0.885397
8,7,6,0.896664
8,7,7,0.92793
8,7,8,0.985099
8,7,9,1.0189
8,7,10,1.03755
8,7,11,1.04736
8,7,12,1.03341
8,7,13,1.02317
8,7,14,1.01619
8,7,15,1.00646
8,7,16,1.02177
8,7,17,1.03485
8,7,18,1.07925
8,7,19,1.09942
8,7,20,1.11703
8,7,21,1.12906
8,7,22,1.09021
8,7,23,1.02941
9,1,0,0.887308
9,1,1,0.867918
9,1,2,0.839675
9,1,3,0.839384
9,1,4,0.867557
9,1,5,0.922887
9,1,6,1.00847
9,1,7,1.06806
9,1,8,1.10538
9,1,9,1.09199
9,1,10,1.09056
9,1,11,1.06888
9,1,12,1.06255
9,1,13,1.04504
9,1,14,1.02723
9,1,15,1.03966
9,1,16,1.04082
9,1,17,1.05165
9,1,18,1.06731
9,1,19,1.08132
9,1,20,1.05403
9,1,21,1.02024
9,1,22,0.975688
9,1,23,0.933471
9,2,0,0.899938
9,2,1,0.88829
9,2,2,0.880546
9,2,3,0.877259
9,2,4,0.887475
9,2,5,0.928616
9,2,6,1.00717
9,2,7,1.09153
9,2,8,1.11619
9,2,9,1.10838
9,2,10,1.09757
9,2,11,1.07128
9,2,12,1.04871
9,2,13,1.03279
9,2,14,1.02371
9,2,15,1.01595
9,2,16,1.02571
9,2,17,1.03707
9,2,18,1.05017
9,2,19,1.05798
9,2,20,1.04276
9,2,21,1.00948
9,2,22,0.95468
9,2,23,0.912033
9,3,0,0.899218
9,3,1,0.885192
9,3,2,0.858196
9,3,3,0.853168
9,3,4,0.878976
9,3,5,0.917897
9,3,6,1.01239
9,3,7,1.08662
9,3,8,1.10977
9,3,9,1.09985
9,3,10,1.07956
9,3,11,1.0647
9,3,12,1.05766
9,3,13,1.04433
9,3,14,1.02896
9,3,15,1.03135
9,3,16,1.03985
9,3,17,1.05285
9,3,18,1.05443
9,3,19,1.06583
9,3,20,1.05263
9,3,21,1.00658
9,3,22,0.957057
9,3,23,0.910786
9,4,0,0.894757
9,4,1,0.869665
9,4,2,0.850624
9,4,3,0.849727
9,4,4,0.857013
9,4,5,0.923946
9,4,6,1.01803
9,4,7,1.08923
9,4,8,1.10169
9,4,9,1.09936
9,4,10,1.08118
9,4,11,1.08472
9,4,12,1.05187
9,4,13,1.04005
9,4,14,1.0249
9,4,15,1.02713
9,4,16,1.03119
9,4,17,1.05446
9,4,18,1.06024
9,4,19,1.08834
9,4,20,1.05867
9,4,21,1.01803
9,4,22,0.962953
9,4,23,0.920398
9,5,0,0.918502
9,5,1,0.898622
9,5,2,0.86923
9,5,3,0.86187
9,5,4,0.886739
9,5,5,0.937454
9,5,6,1.02628
9,5,7,1.08415
9,5,8,1.09637
9,5,9,1.09463
9,5,10,1.08969
9,5,11,1.07515
9,5,12,1.06317
9,5,13,1.03521
9,5,14,1.00702
9,5,15,0.995087
9,5,16,0.996818
9,5,17,1.01559
9,5,18,1.03943
9,5,19,1.04319
9,5,20,1.03282
9,5,21,1.00197
9,5,22,0.960264
9,5,23,0.936976
9,6,0,0.978197
9,6,1,0.965592
9,6,2,0.952274
9,6,3,0.937145
9,6,4,0.928613
9,6,5,0.943372
9,6,6,0.964452
9,6,7,0.996078
9,6,8,1.02137
9,6,9,1.04031
9,6,10,1.03974
9,6,11,1.03484
9,6,12,1.02318
9,6,13,0.999782
9,6,14,0.987497
9,6,15,0.994849
9,6,16,1.00319
9,6,17,1.0249
9,6,18,1.05521
9,6,19,1.06214
9,6,20,1.0565
9,6,21,1.03549
9,6,22,1.00259
9,6,23,0.982608
9,7,0,0.988269
9,7,1,0.956664
9,7,2,0.934468
9,7,3,0.899783
9,7,4,0.908135
9,7,5,0.929787
9,7,6,0.939416
9,7,7,0.959118
9,7,8,0.990502
9,7,9,1.01872
9,7,10,1.02404
9,7,11,1.02738
9,7,12,1.02401
9,7,13,1.01489
9,7,14,1.00148
9,7,15,1
9,7,16,1.01149
9,7,17,1.03149
9,7,18,1.06155
9,7,19,1.0835
9,7,20,1.0938
9,7,21,1.07285
9,7,22,1.0355
9,7,23,0.996717
10,1,0,0.869263
10,1,1,0.84833
10,1,2,0.841746
10,1,3,0.839801
10,1,4,0.850524
10,1,5,0.930749
10,1,6,1.0178
10,1,7,1.09605
10,1,8,1.12197
10,1,9,1.11314
10,1,10,1.0888
10,1,11,1.07626
10,1,12,1.04983
10,1,13,1.04707
10,1,14,1.03761
10,1,15,1.0312
10,1,16,1.03807
10,1,17,1.07527
10,1,18,1.10587
10,1,19,1.08493
10,1,20,1.02487
10,1,21,0.986119
10,1,22,0.960721
10,1,23,0.906701
10,2,0,0.911615
10,2,1,0.892443
10,2,2,0.879894
10,2,3,0.88176
10,2,4,0.904548
10,2,5,0.948706
10,2,6,1.00519
10,2,7,1.08355
10,2,8,1.1193
10,2,9,1.09244
10,2,10,1.07795
10,2,11,1.06036
10,2,12,1.03669
10,2,13,1.0323
10,2,14,1.0222
10,2,15,1.01743
10,2,16,1.0187
10,2,17,1.04748
10,2,18,1.07423
10,2,19,1.06099
10,2,20,1.01568
10,2,21,0.973829
10,2,22,0.941679
10,2,23,0.907085
10,3,0,0.880904
10,3,1,0.856301
10,3,2,0.850533
10,3,3,0.856742
10,3,4,0.869323
10,3,5,0.932763
10,3,6,1.00537
10,3,7,1.09073
10,3,8,1.11406
10,3,9,1.08776
10,3,10,1.07084
10,3,11,1.07151
10,3,12,1.04887
10,3,13,1.042
10,3,14,1.03807
10,3,15,1.02739
10,3,16,1.0418
10,3,17,1.07848
10,3,18,1.08577
10,3,19,1.0734
10,3,20,1.03267
10,3,21,1.00048
10,3,22,0.965953
10,3,23,0.934021
10,4,0,0.897779
10,4,1,0.866604
10,4,2,0.850746
10,4,3,0.857776
10,4,4,0.887256
10,4,5,0.930109
10,4,6,1.01131
10,4,7,1.08327
10,4,8,1.10251
10,4,9,1.09611
10,4,10,1.0881
10,4,11,1.07286
10,4,12,1.04395
10,4,13,1.0393
10,4,14,1.03116
10,4,15,1.02281
10,4,16,1.02855
10,4,17,1.05841
10,4,18,1.07636
10,4,19,1.05897
10,4,20,1.0232
10,4,21,0.981173
10,4,22,0.943708
10,4,23,0.906174
10,5,0,0.912849
10,5,1,0.898684
10,5,2,0.882563
10,5,3,0.888878
10,5,4,0.910137
10,5,5,0.95545
10,5,6,1.01907
10,5,7,1.09085
10,5,8,1.10927
10,5,9,1.09349
10,5,10,1.09245
10,5,11,1.06082
10,5,12,1.04352
10,5,13,1.03033
10,5,14,1.01501
10,5,15,1.0033
10,5,16,1.01265
10,5,17,1.03452
10,5,18,1.05542
10,5,19,1.04982
10,5,20,1.00563
10,5,21,0.97745
10,5,22,0.952883
10,5,23,0.915966
10,6,0,0.973246
10,6,1,0.955138
10,6,2,0.938387
10,6,3,0.935732
10,6,4,0.940044
10,6,5,0.956197
10,6,6,0.969657
10,6,7,0.99213
10,6,8,1.01045
10,6,9,1.02952
10,6,10,1.03703
10,6,11,1.03091
10,6,12,1.0249
10,6,13,1.00686
10,6,14,1.00053
10,6,15,1.0034
10,6,16,1.01727
10,6,17,1.05048
10,6,18,1.07673
10,6,19,1.07164
10,6,20,1.03849
10,6,21,1.01671
10,6,22,0.993836
10,6,23,0.96924
10,7,0,0.971039
10,7,1,0.948295
10,7,2,0.938246
10,7,3,0.913999
10,7,4,0.920387
10,7,5,0.929149
10,7,6,0.948773
10,7,7,0.966915
10,7,8,0.993756
10,7,9,1.02112
10,7,10,1.03807
10,7,11,1.04219
10,7,12,1.02222
10,7,13,1.00245
10,7,14,0.997245
10,7,15,1.00075
10,7,16,1.02106
10,7,17,1.05294
10,7,18,1.09314
10,7,19,1.10107
10,7,20,1.0701
10,7,21,1.04361
10,7,22,1.01608
10,7,23,0.977475
11,1,0,0.858173
11,1,1,0.830699
11,1,2,0.821314
11,1,3,0.822547
11,1,4,0.842415
11,1,5,0.91034
11,1,6,0.993056
11,1,7,1.07107
11,1,8,1.08612
11,1,9,1.07264
11,1,10,1.05686
11,1,11,1.04892
11,1,12,1.04013
11,1,13,1.05309
11,1,14,1.06216
11,1,15,1.08359
11,1,16,1.10449
11,1,17,1.12057
11,1,18,1.09054
11,1,19,1.04978
11,1,20,1.02447
11,1,21,0.979515
11,1,22,0.94151
11,1,23,0.892559
11,2,0,0.890641
11,2,1,0.871333
11,2,2,0.864297
11,2,3,0.863086
11,2,4,0.882341
11,2,5,0.935318
11,2,6,0.990052
11,2,7,1.06437
11,2,8,1.09025
11,2,9,1.06117
11,2,10,1.05559
11,2,11,1.0413
11,2,12,1.04051
11,2,13,1.04192
11,2,14,1.04171
11,2,15,1.06723
11,2,16,1.08861
11,2,17,1.12008
11,2,18,1.09091
11,2,19,1.03959
11,2,20,0.996117
11,2,21,0.975758
11,2,22,0.948195
11,2,23,0.914117
11,3,0,0.889734
11,3,1,0.869558
11,3,2,0.861704
11,3,3,0.86183
11,3,4,0.886071
11,3,5,0.929468
11,3,6,0.992562
11,3,7,1.0773
11,3,8,1.10389
11,3,9,1.07366
11,3,10,1.05314
11,3,11,1.04497
11,3,12,1.03202
11,3,13,1.03183
11,3,14,1.04653
11,3,15,1.06941
11,3,16,1.09752
11,3,17,1.12127
11,3,18,1.09519
11,3,19,1.03351
11,3,20,0.989782
11,3,21,0.966412
11,3,22,0.935735
11,3,23,0.899519
11,4,0,0.89438
11,4,1,0.878289
11,4,2,0.872869
11,4,3,0.860776
11,4,4,0.887582
11,4,5,0.933389
11,4,6,0.998266
11,4,7,1.06467
11,4,8,1.08277
11,4,9,1.0503
11,4,10,1.0424
11,4,11,1.03485
11,4,12,1.02958
11,4,13,1.03533
11,4,14,1.04462
11,4,15,1.05546
11,4,16,1.09033
11,4,17,1.14169
11,4,18,1.09787
11,4,19,1.03628
11,4,20,1.00408
11,4,21,0.982791
11,4,22,0.954164
11,4,23,0.914178
11,5,0,0.93381
11,5,1,0.908279
11,5,2,0.891504
11,5,3,0.891608
11,5,4,0.923465
11,5,5,0.954399
11,5,6,1.01127
11,5,7,1.08314
11,5,8,1.09632
11,5,9,1.07805
11,5,10,1.05391
11,5,11,1.04879
11,5,12,1.04194
11,5,13,1.03417
11,5,14,1.02734
11,5,15,1.03378
11,5,16,1.04934
11,5,17,1.06572
11,5,18,1.05069
11,5,19,1.01135
11,5,20,0.978523
11,5,21,0.96362
11,5,22,0.939394
11,5,23,0.904237
11,6,0,0.973519
11,6,1,0.954196
11,6,2,0.935897
11,6,3,0.917376
11,6,4,0.925138
11,6,5,0.947924
11,6,6,0.961123
11,6,7,0.986629
11,6,8,1.0068
11,6,9,1.02521
11,6,10,1.03332
11,6,11,1.02781
11,6,12,1.01978
11,6,13,1.01084
11,6,14,1.01782
11,6,15,1.03763
11,6,16,1.07073
11,6,17,1.09762
11,6,18,1.07666
11,6,19,1.04135
11,6,20,1.01659
11,6,21,1.00509
11,6,22,0.978525
11,6,23,0.945668
11,7,0,0.967105
11,7,1,0.933925
11,7,2,0.929296
11,7,3,0.919516
11,7,4,0.916366
11,7,5,0.924136
11,7,6,0.93736
11,7,7,0.957888
11,7,8,0.983729
11,7,9,1.00645
11,7,10,1.02089
11,7,11,1.02632
11,7,12,1.02384
11,7,13,1.01829
11,7,14,1.01956
11,7,15,1.03506
11,7,16,1.06778
11,7,17,1.10642
11,7,18,1.0958
11,7,19,1.06519
11,7,20,1.04131
11,7,21,1.02263
11,7,22,1.00788
11,7,23,0.981515
12,1,0,0.899036
12,1,1,0.874574
12,1,2,0.818705
12,1,3,0.819373
12,1,4,0.841271
12,1,5,0.931496
12,1,6,0.97349
12,1,7,1.042
12,1,8,1.08128
12,1,9,1.05458
12,1,10,1.04011
12,1,11,1.03729
12,1,12,1.03876
12,1,13,1.03856
12,1,14,1.05097
12,1,15,1.08607
12,1,16,1.11341
12,1,17,1.12603
12,1,18,1.06784
12,1,19,1.03629
12,1,20,0.992424
12,1,21,0.976234
12,1,22,0.953817
12,1,23,0.924315
12,2,0,0.909848
12,2,1,0.890474
12,2,2,0.887796
12,2,3,0.877117
12,2,4,0.894575
12,2,5,0.937058
12,2,6,0.982152
12,2,7,1.04603
12,2,8,1.06655
12,2,9,1.06077
12,2,10,1.04552
12,2,11,1.04233
12,2,12,1.0379
12,2,13,1.04092
12,2,14,1.05578
12,2,15,1.06169
12,2,16,1.07472
12,2,17,1.08344
12,2,18,1.05788
12,2,19,1.01546
12,2,20,0.993459
12,2,21,0.977388
12,2,22,0.953794
12,2,23,0.916245
12,3,0,0.909367
12,3,1,0.895085
12,3,2,0.874733
12,3,3,0.873909
12,3,4,0.898144
12,3,5,0.928249
12,3,6,0.976541
12,3,7,1.04285
12,3,8,1.0744
12,3,9,1.05711
12,3,10,1.04619
12,3,11,1.04297
12,3,12,1.04522
12,3,13,1.0439
12,3,14,1.04882
12,3,15,1.07485
12,3,16,1.0954
12,3,17,1.10282
12,3,18,1.06225
12,3,19,1.02323
12,3,20,0.997116
12,3,21,0.988858
12,3,22,0.95253
12,3,23,0.917614
12,4,0,0.900027
12,4,1,0.881803
12,4,2,0.879114
12,4,3,0.879462
12,4,4,0.89394
12,4,5,0.920551
12,4,6,0.982759
12,4,7,1.06748
12,4,8,1.09871
12,4,9,1.07906
12,4,10,1.04623
12,4,11,1.03872
12,4,12,1.04117
12,4,13,1.03544
12,4,14,1.04433
12,4,15,1.07678
12,4,16,1.08003
12,4,17,1.08776
12,4,18,1.04751
12,4,19,1.01073
12,4,20,0.980134
12,4,21,0.964202
12,4,22,0.94691
12,4,23,0.90347
12,5,0,0.918684
12,5,1,0.891235
12,5,2,0.874059
12,5,3,0.880587
12,5,4,0.901964
12,5,5,0.943399
12,5,6,0.990977
12,5,7,1.06326
12,5,8,1.0915
12,5,9,1.07582
12,5,10,1.05972
12,5,11,1.05044
12,5,12,1.05069
12,5,13,1.0432
12,5,14,1.04246
12,5,15,1.05624
12,5,16,1.07521
12,5,17,1.07489
12,5,18,1.05921
12,5,19,1.02346
12,5,20,0.995747
12,5,21,0.987561
12,5,22,0.958993
12,5,23,0.926114
12,6,0,0.979021
12,6,1,0.951291
12,6,2,0.931755
12,6,3,0.923677
12,6,4,0.927573
12,6,5,0.935522
12,6,6,0.969916
12,6,7,0.98642
12,6,8,1.00392
12,6,9,1.02483
12,6,10,1.03157
12,6,11,1.03268
12,6,12,1.02894
12,6,13,1.02671
12,6,14,1.01873
12,6,15,1.03425
12,6,16,1.06533
12,6,17,1.09574
12,6,18,1.05357
12,6,19,1.02909
12,6,20,1.015
12,6,21,0.996883
12,6,22,0.985313
12,6,23,0.955989
12,7,0,0.965172
12,7,1,0.951489
12,7,2,0.939482
12,7,3,0.925236
12,7,4,0.928116
12,7,5,0.930384
12,7,6,0.954199
12,7,7,0.965659
12,7,8,0.987854
12,7,9,1.0097
12,7,10,1.02336
12,7,11,1.02978
12,7,12,1.03047
12,7,13,1.0257
12,7,14,1.02196
12,7,15,1.03766
12,7,16,1.06742
12,7,17,1.08452
12,7,18,1.07339
12,7,19,1.05279
12,7,20,1.036
12,7,21,1.02456
12,7,22,1.0073
12,7,23,0.976271
