Date,Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,FRE Buy,FRE Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE Buy,EE Sell,LV Buy,LV Sell,LT Buy,LT Sell
17-12-2019,1160560.9,146934.7,54634.7,101998.7,159895.3,88712.6,65251.6,49831.4,84051.7,57587.2,93245.8,34031.6,85665.3,48341.6,129159.1,236142.8,219259.0,83403.0,14951.0,197315.9,142461.6,0.0,0.0,59364.1,70558.8,40292.1,34100.5,23506.3,12054.4,23465.1,24125.2,44607.1,38432.0
18-12-2019,1174575.6,149567.3,57022.9,106639.3,155079.2,89001.3,58782.9,48975.0,80247.8,57602.6,101146.5,34287.3,87223.5,47957.8,131105.2,227284.4,234576.3,80250.9,21459.7,196370.0,144948.1,0.0,0.0,66560.1,73240.8,45838.8,30107.1,22678.4,13846.9,22918.4,17651.9,43511.3,42029.2
19-12-2019,1166034.5,148944.0,57381.1,100853.4,141302.9,88734.8,57185.9,49563.4,81309.0,57106.2,77376.5,35382.2,85128.8,48269.5,140070.9,240106.8,232649.5,82579.2,16171.4,198588.4,152333.2,0.0,0.0,52219.2,85254.1,39785.7,33352.4,23743.6,12404.6,22895.3,23225.1,47913.4,37639.3
20-12-2019,1098876.9,136339.1,55793.9,99067.8,119302.2,88239.9,54930.0,50467.8,73500.5,54711.9,64706.2,34479.5,75574.5,50263.3,123997.7,220616.3,235310.4,73918.4,15434.1,195573.8,151185.8,0.0,0.0,38404.9,101979.8,35587.6,36305.3,22955.0,11029.2,22697.8,17141.3,42477.7,39082.6
21-12-2019,1003792.7,118142.2,46989.3,95714.2,86009.2,82024.5,52470.9,48701.0,66859.9,51793.1,65432.7,31879.3,59160.1,44744.9,101324.5,196829.4,231824.0,63858.8,13855.0,180166.9,161127.3,0.0,0.0,44712.4,82830.5,35076.7,30595.6,20480.7,8628.0,20207.1,15627.5,39014.5,44187.1
22-12-2019,1008742.5,120265.9,47723.1,94134.5,94994.5,83022.0,44456.3,45814.0,74723.1,51970.3,63824.9,31373.2,65614.7,45359.9,100091.8,202015.4,230548.9,70494.4,17620.4,173232.6,159594.2,0.0,0.0,45324.9,73060.6,34448.8,30518.5,20062.4,8174.5,19436.1,16310.9,39551.1,42421.3
23-12-2019,1065169.8,120148.4,47721.2,96898.8,115814.9,83488.4,47766.3,46981.1,72529.5,54908.2,67191.6,32230.3,76087.1,47767.8,115561.0,215887.6,230139.8,72370.6,15044.5,183732.9,150415.7,0.0,0.0,45666.9,87341.3,36690.9,33880.2,21080.1,9564.4,21487.7,15976.4,38471.5,29999.6
24-12-2019,1014494.2,118949.8,47063.8,95272.5,102483.2,82583.9,45911.5,45174.4,68120.2,53994.7,62717.7,31676.9,62940.8,48363.5,107615.3,200264.0,233425.8,65418.4,18246.0,182217.2,142963.7,0.0,0.0,40765.5,83210.8,32529.7,35622.6,19186.8,8601.9,19197.7,15437.8,31765.8,28998.4
25-12-2019,1001021.8,120518.3,47886.6,95750.4,101721.2,81974.3,43386.9,44638.6,73303.5,53214.4,63464.3,30999.1,62659.9,46781.0,98116.2,199126.9,232140.8,63103.1,19617.1,177019.4,142302.4,0.0,0.0,42320.7,79391.8,32922.0,33834.5,18563.9,8052.4,18739.1,16349.9,31501.2,28443.6
26-12-2019,1050947.2,126798.9,50250.9,99372.9,120849.7,81498.4,46755.2,46948.2,75188.3,54662.2,79375.4,31793.6,73465.6,46135.7,113623.4,211092.0,227187.5,68913.4,18536.4,178831.0,148500.2,0.0,0.0,51273.9,59824.1,35601.8,29354.4,19281.3,4571.1,18392.0,16042.8,31496.3,29590.9
27-12-2019,1150753.2,141798.1,50473.2,106456.7,159005.1,86575.1,60249.6,48840.7,83616.4,56157.2,101926.0,34564.9,77119.2,50663.4,129336.3,230241.4,224898.9,76462.0,16823.0,198447.6,155711.7,0.0,0.0,67552.2,56760.2,41939.4,25105.7,21035.9,6813.3,20617.0,21939.7,36439.4,34943.3
28-12-2019,1120409.6,128530.3,47797.5,98097.8,127309.0,82927.2,55793.7,46467.3,81303.2,54133.3,70510.9,38153.0,82212.0,52147.2,128354.0,226293.8,228678.9,84497.7,19479.3,195669.0,175509.4,0.0,0.0,55532.7,66659.2,40751.6,27999.4,20256.6,8337.0,19423.2,16524.6,38447.6,44742.6
29-12-2019,1010418.1,113474.9,45325.8,95428.4,86916.2,77841.5,50348.8,44096.1,49741.1,52568.5,62670.9,31223.7,54142.3,38886.8,87471.2,192903.2,254271.6,68232.6,19483.2,180141.6,173805.1,0.0,0.0,53353.7,96653.2,38112.6,31067.3,20321.6,10632.1,20077.0,17130.6,39446.9,41938.6
30-12-2019,1017643.7,119126.0,48292.3,100196.8,98608.7,80479.5,54190.1,45922.5,47896.1,53684.3,67513.5,29139.6,48985.4,37591.6,102993.4,182494.8,254855.7,64758.7,26374.7,182667.3,146298.5,0.0,0.0,49681.0,89291.5,38068.9,33287.1,20687.8,11785.5,20212.3,20078.3,40085.2,31239.8
31-12-2019,1037514.4,115147.6,47080.3,99769.9,102144.7,77152.8,62629.6,44500.5,59092.1,52561.0,74312.2,31914.6,53265.0,37050.4,119150.5,184679.9,240227.1,67102.7,23095.6,187393.3,148079.5,0.0,0.0,64078.4,80982.4,42535.4,24954.2,19718.1,8593.2,18578.8,19655.7,35811.7,31566.7
