Date,Turnover at system price,NO1 Buy,NO1 Sell,NO2 Buy,NO2 Sell,NO3 Buy,NO3 Sell,NO4 Buy,NO4 Sell,NO5 Buy,NO5 Sell,SE1 Buy,SE1 Sell,SE2 Buy,SE2 Sell,SE3 Buy,SE3 Sell,SE4 Buy,SE4 Sell,FI Buy,FI Sell,DK1 Buy,DK1 Sell,DK2 Buy,DK2 Sell,EE BUY,EE SELL,EE Buy,EE Sell,LV BUY,LV SELL,LV Buy,LV Sell,LT BUY,LT SELL,LT Buy,LT Sell
30-06-2020,864063.3,56702.4,54169.5,77700.4,76365.3,62790.0,72666.4,29591.4,42578.7,36030.2,84855.7,25056.2,40610.1,30728.5,136293.0,157098.4,134462.6,40708.5,14637.8,124931.6,89248.2,46431.7,69291.1,29164.0,16366.8,nan,nan,16644.0,6532.5,nan,nan,18410.4,13379.3,nan,nan,34144.3,25964.5
01-07-2020,861774.4,56968.3,56548.3,78031.9,78536.5,63348.5,71913.1,31314.7,40822.3,36074.8,82246.9,25287.5,44565.4,28058.6,144808.7,169058.1,159113.1,42162.0,13785.6,128323.2,92526.1,43057.6,40094.0,31684.2,10142.1,nan,nan,16441.3,5886.1,nan,nan,18519.1,9636.4,nan,nan,32114.7,35703.1
02-07-2020,864309.8,57544.0,59194.4,76738.9,79022.0,65096.0,76807.6,30546.8,41619.6,36615.2,85084.1,25801.5,47533.6,31099.2,139011.6,165575.2,162970.0,46639.9,8079.1,128982.4,95804.9,41092.5,33286.3,31833.9,7151.5,nan,nan,16468.3,6009.2,nan,nan,18379.4,10036.1,nan,nan,31582.1,27345.5
03-07-2020,859858.9,57010.7,55187.3,76431.1,89927.5,64466.9,79037.5,29082.0,41244.1,36351.4,78588.9,25046.3,34675.8,32716.7,133015.4,156848.1,166150.2,45789.8,7458.2,123050.2,97089.1,41545.3,37103.2,32613.4,4291.4,nan,nan,15912.6,4387.9,nan,nan,18344.4,9426.7,nan,nan,33092.2,24626.4
04-07-2020,792784.4,53108.0,47869.3,73329.9,81746.0,62006.2,71325.1,27623.9,34969.4,35090.1,79170.4,24004.2,27256.5,29364.1,109965.4,150422.6,157137.5,33886.0,15028.3,114633.6,87719.9,37586.2,53242.8,27004.0,14625.9,nan,nan,13277.6,5860.0,nan,nan,16286.5,2859.9,nan,nan,30656.1,17614.4
05-07-2020,738473.4,51821.8,49302.6,67764.8,68289.0,58476.7,53741.7,26437.3,24946.8,34696.8,63363.8,23572.5,29000.3,33425.5,93960.0,141655.7,148531.2,32565.0,15555.4,112835.7,84123.8,39958.4,47831.5,25159.9,14021.2,nan,nan,13000.9,5787.7,nan,nan,16098.6,3022.7,nan,nan,30211.3,15871.8
06-07-2020,813935.9,58135.1,48473.1,71517.4,80871.1,61726.1,63490.4,26298.5,29087.3,36604.0,57954.1,24450.4,28991.3,35438.7,119176.3,149861.5,161329.6,35947.5,20893.8,117231.2,93233.4,46636.8,80079.3,29345.9,14955.6,nan,nan,15636.9,7293.3,nan,nan,18145.0,7926.1,nan,nan,27965.5,16074.3
07-07-2020,857566.8,57148.4,52610.0,72988.9,86078.1,63422.8,73507.5,27323.8,34690.8,36610.7,63500.1,24321.6,41665.2,31417.8,137129.6,155721.4,153699.8,38231.9,17465.4,119525.0,94740.3,42039.4,75898.5,28343.8,12766.3,nan,nan,15838.4,5038.3,nan,nan,18445.5,6267.1,nan,nan,34547.1,23947.0
08-07-2020,861850.4,54656.2,57704.5,71881.2,89596.3,63415.2,76351.0,28872.0,38875.5,36761.0,65318.9,24068.3,59306.8,33902.9,129918.7,159159.2,152301.8,41559.6,12605.7,123368.8,97654.3,36921.8,47823.1,29527.4,8333.1,nan,nan,15712.5,4281.6,nan,nan,18230.5,11685.3,nan,nan,33401.5,24469.9
09-07-2020,879043.4,55470.8,59567.6,73507.3,98524.3,62976.1,75989.7,27909.5,38378.0,37395.5,81331.9,24562.1,56688.5,31639.0,137796.2,160612.4,150146.0,47162.5,8066.8,126157.4,98302.4,42955.2,25788.7,31988.7,3538.3,nan,nan,15743.0,4681.2,nan,nan,18307.4,14651.1,nan,nan,32752.5,23775.5
10-07-2020,871634.8,53915.2,60898.8,71131.2,103003.4,63671.8,77891.0,26069.6,36147.4,37800.7,70855.7,24501.0,53081.1,30595.7,130622.6,157872.9,150564.2,47839.6,7046.3,120361.6,96035.7,40237.4,29854.5,30974.3,6365.3,nan,nan,16136.6,3914.5,nan,nan,18157.5,11536.8,nan,nan,32241.8,20081.9
11-07-2020,834190.9,48814.0,56169.8,68652.5,100167.4,59252.9,72084.4,25164.3,34327.6,34443.0,67262.1,23377.2,23729.4,29801.2,96527.1,139998.5,151579.2,33158.7,12934.6,116877.0,87745.6,38558.3,72344.0,25705.4,12918.3,nan,nan,13890.4,5982.7,nan,nan,16111.4,4466.5,nan,nan,29168.8,16580.9
12-07-2020,813589.9,46710.5,55161.7,68198.8,96942.2,57808.3,70103.8,25914.2,35430.0,33066.3,67469.9,23737.7,25510.8,27873.2,101122.0,133836.2,158912.9,32561.5,11218.5,111595.2,83847.0,33505.9,57984.9,25723.2,10901.3,nan,nan,13246.3,4638.5,nan,nan,15520.3,3878.1,nan,nan,29296.5,13792.8
13-07-2020,856553.3,53546.9,51498.2,75620.4,106589.6,63790.5,75053.8,27380.3,38146.8,34690.6,73298.3,24842.3,45858.7,29524.4,127609.4,152193.2,156387.2,41993.6,8295.3,123245.1,95914.0,39464.6,30687.2,29383.9,6415.5,nan,nan,15613.4,3967.2,nan,nan,17878.1,6336.3,nan,nan,28208.0,22561.9
14-07-2020,861999.6,54515.6,50485.2,75366.9,106509.2,61920.2,75344.5,26985.4,36592.0,34444.1,73394.0,23781.4,48514.2,30122.6,121446.1,146127.2,157048.1,45038.1,6656.2,123595.5,97035.1,41287.0,30621.7,29588.1,4058.1,nan,nan,15668.9,8352.9,nan,nan,18443.3,5740.3,nan,nan,29594.7,22360.5
15-07-2020,852581.5,53961.2,49563.5,74631.6,108869.4,61511.3,73583.9,26286.6,36886.8,33839.5,71193.3,23675.3,48140.8,30651.9,123368.7,146633.7,153612.4,46672.1,6052.8,121873.2,96814.3,42067.0,23921.6,29981.5,4228.0,nan,nan,15500.5,9485.5,nan,nan,18259.5,13397.1,nan,nan,32620.6,24383.9
16-07-2020,842707.7,52747.4,50477.7,72506.8,101551.2,61595.1,69351.7,26260.5,41144.9,34016.1,74327.9,24257.8,52785.9,28630.1,117047.5,146542.6,153005.6,46145.7,6860.8,123016.7,98473.7,41630.9,20055.5,28880.8,4341.9,nan,nan,15328.4,9840.7,nan,nan,18462.8,14175.5,nan,nan,33251.3,23270.7
17-07-2020,838179.8,51188.5,52331.0,72007.6,98225.2,61073.4,72850.7,26528.1,39732.3,36377.1,75719.4,24280.0,35547.2,28813.0,125416.7,139530.3,155622.5,45993.7,6621.0,122393.7,96005.9,41542.1,16833.0,29378.9,3986.8,nan,nan,15224.4,5505.5,nan,nan,18503.6,12931.9,nan,nan,32709.3,22295.9
18-07-2020,800091.0,46756.8,50655.6,67512.3,91357.6,59436.4,70230.4,25401.0,43067.2,32118.7,75151.0,23417.2,30000.0,25395.2,99992.5,124387.6,158447.3,40564.4,5990.0,108352.2,88809.0,34018.5,28061.8,26744.9,3793.9,nan,nan,13522.0,4823.3,nan,nan,16430.5,8711.6,nan,nan,28392.8,19141.9
19-07-2020,784168.2,45564.2,52225.5,67613.3,94236.4,60262.7,72951.0,25259.2,51756.4,32310.9,80041.8,23109.1,39691.8,27235.7,91816.7,125995.8,154156.1,40456.8,6285.9,106960.5,82366.9,36408.5,17418.8,27150.4,3853.4,nan,nan,13018.1,5274.7,nan,nan,16020.9,2606.1,nan,nan,29898.6,18257.8
20-07-2020,875437.8,50824.1,51918.3,69487.8,105963.9,63329.0,75955.2,27107.6,53556.6,34158.7,79772.0,24040.4,54503.8,36767.3,108001.9,140829.4,149733.5,42777.6,8057.8,119527.7,94115.8,35582.5,44968.9,28085.0,6382.8,nan,nan,15739.9,7632.3,nan,nan,18736.7,7172.6,nan,nan,31575.4,19750.8
21-07-2020,879765.1,51245.0,51957.7,68311.5,111011.9,61539.4,76533.0,26567.2,46941.2,34575.1,80930.1,24019.4,35641.9,26058.3,121730.9,149250.2,152427.2,37322.2,12497.8,121350.1,92609.0,36652.9,52355.1,28796.8,9029.2,nan,nan,16071.9,8596.6,nan,nan,18704.9,7254.7,nan,nan,34279.4,23130.4
22-07-2020,835042.2,49470.4,53668.7,69498.4,111589.7,61522.6,77492.8,26488.2,39601.2,34605.2,79660.3,23899.1,53927.6,25897.7,115067.3,151166.1,142840.3,38800.3,9944.1,117135.9,88948.7,34972.0,42941.0,27268.9,6722.9,nan,nan,15558.7,9424.2,nan,nan,18543.4,3883.3,nan,nan,32805.6,28198.5
23-07-2020,822186.1,51016.0,53579.9,71377.9,108702.5,61799.4,74755.3,26528.0,45488.9,34344.1,86289.0,24083.4,59573.1,24266.7,110924.8,151792.6,140086.6,41578.6,8066.7,115980.0,91472.7,40471.4,28710.4,28819.8,4024.9,nan,nan,15348.2,9125.4,nan,nan,18380.7,5550.5,nan,nan,31277.9,24136.0
24-07-2020,844170.4,50122.2,54230.4,69788.4,111569.7,62066.0,77795.3,26496.2,47741.9,33800.3,82855.3,23711.2,55803.6,24660.6,113648.8,154135.3,136525.9,40083.7,9327.4,116487.1,88538.4,35303.3,39552.2,27457.1,9503.2,nan,nan,15172.1,8268.2,nan,nan,18245.9,8372.5,nan,nan,32154.3,20749.6
25-07-2020,807260.0,46245.2,53938.2,66920.3,109913.8,61635.8,74512.8,25171.2,53121.4,32956.5,76485.2,23350.7,71827.4,27052.1,93551.5,142280.4,128457.6,39582.8,6506.0,112200.7,86001.4,33895.3,27972.1,26435.9,4326.6,nan,nan,13143.2,7891.0,nan,nan,16221.0,7023.2,nan,nan,27803.5,10853.3
26-07-2020,776476.2,45840.5,50956.4,65191.3,102257.0,58526.6,70112.1,24567.1,43502.5,31746.7,72155.8,23322.6,66413.3,27941.9,87410.8,135393.8,127335.4,36425.9,8734.2,111552.6,79592.6,32555.2,38260.8,26458.6,7471.9,nan,nan,13042.1,4785.2,nan,nan,15857.0,7281.2,nan,nan,28374.0,10581.0
27-07-2020,842345.4,50924.0,50272.0,68455.9,115236.1,61066.5,73248.0,27211.1,53229.6,33262.5,81225.1,24151.7,76161.1,30797.9,112593.8,152662.7,126334.1,45357.2,7480.3,119858.3,93525.1,40997.3,37595.1,29189.5,4583.0,nan,nan,15607.9,9613.9,nan,nan,18387.5,7489.9,nan,nan,31925.4,17536.3
28-07-2020,871592.7,51714.6,49345.0,65320.8,114807.8,57466.1,74138.1,26835.8,49248.3,32618.3,79878.7,24427.8,60335.2,29019.6,111570.1,151822.3,126685.3,39920.5,10455.4,122950.6,93455.8,41838.2,70895.7,29225.9,10734.4,nan,nan,16138.8,9016.0,nan,nan,18709.8,7636.5,nan,nan,34841.1,17916.9
29-07-2020,856606.5,52003.8,50618.9,62912.6,93528.6,59774.8,67460.8,26622.7,51243.3,32094.9,84480.9,24288.1,57243.7,37318.7,104051.5,154415.8,126215.4,36487.9,15595.4,121092.6,92596.0,45663.9,87663.1,28128.5,14659.0,nan,nan,16125.1,10094.9,nan,nan,19079.1,8720.5,nan,nan,33871.1,19539.8
30-07-2020,854467.8,51104.1,53042.3,62859.9,96083.7,59724.9,63809.5,26840.6,53790.1,33313.1,85339.8,24220.8,64704.6,28337.5,104820.2,156336.1,124937.0,34109.8,18194.3,121485.5,94734.1,42302.7,71855.5,28698.6,13084.1,nan,nan,16246.6,10157.3,nan,nan,19312.2,9375.5,nan,nan,33891.7,17449.3
31-07-2020,835879.3,49820.5,53487.8,66358.9,92381.9,61664.1,64795.6,26999.8,54542.8,29226.1,86505.7,24603.7,69685.0,29422.9,127365.7,149467.3,126603.0,40735.5,8910.3,121914.2,91347.2,40638.2,24365.4,29956.7,5250.4,nan,nan,15900.6,9989.6,nan,nan,18892.6,9541.6,nan,nan,33839.9,22654.4
01-08-2020,794652.5,46365.9,51481.0,59119.8,90386.1,60147.4,71679.0,25962.4,56176.0,27924.6,74228.2,24540.2,62773.9,29612.0,121131.6,144570.4,122313.7,41095.7,6489.3,121035.9,87157.3,34428.2,29776.6,26921.9,5688.4,nan,nan,13569.9,9725.1,nan,nan,16408.3,10636.7,nan,nan,28057.9,10470.4
02-08-2020,770022.0,46877.3,49836.9,61469.0,79192.8,59224.8,67326.4,24864.0,57167.5,27995.8,72317.2,23082.2,57714.2,26466.7,123979.6,137402.6,114508.3,38529.7,6793.9,117230.8,83645.1,38289.2,29472.1,27818.1,6303.7,nan,nan,13367.1,8582.3,nan,nan,15880.4,10034.4,nan,nan,28162.9,9860.9
03-08-2020,820254.4,54096.2,53146.1,66466.6,86447.7,59990.2,76167.8,27898.6,55582.9,30016.8,84999.2,24972.5,64518.3,28677.7,120314.3,150000.6,125483.4,46685.1,7221.8,130218.5,89280.0,41365.3,26823.5,30351.2,4719.0,nan,nan,15662.4,10817.9,nan,nan,18672.5,16474.8,nan,nan,31374.5,20925.7
04-08-2020,841452.0,54924.3,52411.9,67756.8,89407.0,59401.3,80076.9,28683.4,52263.0,30464.2,83332.6,24987.8,64489.9,30071.4,126684.8,149286.2,119523.3,42869.9,6823.6,123934.8,85772.7,43556.0,21806.8,31969.6,3468.3,nan,nan,16675.0,10191.1,nan,nan,19220.5,19916.6,nan,nan,32500.0,24814.0
05-08-2020,866826.4,55819.8,53145.7,65770.5,94360.4,60832.8,82384.2,28845.1,51835.3,30169.1,78318.8,24511.7,69729.0,30490.0,119465.7,144529.2,124665.7,41997.8,7715.3,124859.0,89254.2,38552.8,54599.0,30364.5,4829.2,nan,nan,16348.7,9451.2,nan,nan,19220.1,12117.7,nan,nan,34094.9,27173.9
06-08-2020,872326.3,54738.2,52724.1,66631.9,90929.8,62495.6,79816.1,28623.4,55664.7,29503.9,81367.6,24789.5,73101.8,32575.0,115360.4,146473.4,124501.9,42128.7,6858.5,126130.7,89746.2,43689.9,26833.8,32053.1,4580.6,nan,nan,16782.9,9896.5,nan,nan,19131.9,14111.8,nan,nan,35326.2,28531.0
07-08-2020,863217.0,53725.7,54673.0,68310.7,80616.0,61601.9,77230.6,27899.1,56834.4,29351.1,89435.8,25038.7,74047.0,30331.8,115752.9,147842.0,123131.8,42483.6,5871.2,129881.7,87102.5,45535.3,18755.9,33942.6,4583.8,nan,nan,16864.8,10291.6,nan,nan,19072.4,19943.6,nan,nan,34985.2,29974.2
08-08-2020,804441.7,49218.7,54757.3,65153.7,75890.0,57794.5,77069.5,26904.9,51159.6,28098.8,84220.3,23785.5,70399.6,27115.4,113329.1,134238.5,119931.7,38254.5,4661.2,117927.6,83456.5,38925.1,16709.7,31943.4,3189.1,nan,nan,14677.9,10255.7,nan,nan,17410.8,9990.4,nan,nan,29241.7,24891.5
09-08-2020,794339.5,48179.8,49968.5,66511.6,87672.2,58655.8,75865.1,25089.9,54439.8,28660.7,73145.9,23597.2,70257.2,25783.7,111349.4,137307.3,116750.7,38458.3,4497.8,113558.4,82290.6,39750.4,17126.7,31192.4,3591.4,nan,nan,14447.8,9596.9,nan,nan,17148.2,10467.1,nan,nan,28255.5,20571.3
10-08-2020,864263.8,54736.0,48521.0,74517.1,114700.0,62279.9,77826.5,28276.3,53675.3,30338.5,68298.5,25137.7,79862.8,32151.6,115057.9,156147.0,119443.2,45307.8,5344.0,129202.4,93459.3,46648.8,17248.5,34784.5,4613.8,nan,nan,16607.0,14736.6,nan,nan,19149.7,19724.3,nan,nan,33228.8,28757.7
11-08-2020,862191.8,56989.0,45701.5,74688.5,119955.1,62618.3,74273.5,28862.7,57972.0,29859.1,68380.2,25557.6,78434.4,32058.7,118585.8,161145.7,116736.9,45479.1,5848.4,130115.6,88336.7,47505.9,19204.2,32664.1,7707.4,nan,nan,16761.6,18764.1,nan,nan,18984.9,19373.4,nan,nan,35486.3,32578.8
12-08-2020,869064.0,60949.6,43799.2,68339.1,118611.5,62964.5,72204.9,28491.8,60426.4,30376.3,74466.8,26168.6,82582.1,33342.8,117231.2,161668.7,116592.6,48059.6,5365.9,131023.6,89186.2,45634.7,27905.2,31885.1,6991.3,nan,nan,16962.2,15596.9,nan,nan,19264.0,15132.6,nan,nan,36425.1,31470.7
13-08-2020,869283.2,62367.8,39936.4,70075.9,123095.8,63518.5,70152.6,29017.5,63578.1,29461.7,77570.8,26015.8,77387.7,34382.9,118530.7,160314.6,120866.7,48222.2,5197.7,128084.0,87809.4,48038.8,20755.1,31752.5,10687.8,nan,nan,17011.3,15576.6,nan,nan,19362.9,14249.8,nan,nan,36013.7,31740.4
14-08-2020,857890.0,59385.0,40551.6,69110.0,120379.7,62526.1,67844.7,27977.1,63852.8,29636.5,78733.3,25868.3,79845.6,34838.1,117314.1,156378.1,117951.9,46811.4,4879.1,122865.7,89147.9,48915.8,18485.8,33403.6,8170.7,nan,nan,17200.5,14126.6,nan,nan,19179.3,12506.9,nan,nan,35707.0,31658.5
15-08-2020,786218.8,53656.8,39888.9,66660.3,111937.6,57352.3,66316.0,26532.2,58793.2,28134.2,71953.8,24778.3,87054.5,29439.9,101263.9,143942.1,100200.6,41586.9,4231.4,115385.3,81098.9,42138.1,13845.8,30419.3,3245.2,nan,nan,14574.6,13107.5,nan,nan,17278.0,7246.5,nan,nan,31238.4,31316.5
16-08-2020,781234.3,52741.5,37880.0,67442.4,112405.1,59840.7,62418.5,26593.0,64600.0,27657.9,71633.7,25047.2,88028.0,31137.2,104226.6,145886.7,81761.4,40474.2,4195.1,111099.0,86396.3,40001.3,16128.3,30504.0,4675.2,nan,nan,14336.9,11416.7,nan,nan,16952.2,8286.4,nan,nan,28910.2,25659.0
17-08-2020,854748.3,59634.9,38590.7,71025.0,120519.5,63145.9,66043.5,28153.9,58901.3,29265.8,76869.7,26021.5,84709.1,34193.7,119805.8,163546.5,90225.6,47961.6,4964.7,128241.2,102650.3,47565.7,23249.3,32745.7,10762.8,nan,nan,17338.1,16719.3,nan,nan,19535.5,16345.3,nan,nan,33687.0,31669.0
18-08-2020,860612.2,62030.2,33023.9,69697.2,114195.2,60708.5,62377.4,28888.1,57387.9,29286.8,91982.6,25202.3,81583.8,33270.4,122802.3,162138.3,91033.3,48923.6,4807.8,126010.0,99610.0,52608.1,16000.7,33505.9,8827.7,nan,nan,17082.0,17706.9,nan,nan,19361.8,15957.5,nan,nan,36430.1,33844.5
19-08-2020,866824.7,61082.5,35928.8,70854.2,97572.5,59328.2,56617.8,29918.3,60024.9,30542.9,115072.3,26231.9,81325.4,33599.6,123672.2,163921.1,90875.9,48969.6,4289.5,124019.5,103253.3,52814.3,13048.1,33617.5,7732.4,nan,nan,16787.9,17035.2,nan,nan,19145.0,13505.6,nan,nan,35411.4,33851.5
20-08-2020,863697.4,59584.9,36700.7,67971.7,95105.3,58578.1,59928.9,30058.6,59333.1,30398.8,108593.0,26317.2,74751.5,34087.0,130702.3,164512.6,91803.0,48708.5,4962.8,124797.9,102073.2,49268.0,26712.2,33208.3,9098.8,nan,nan,14548.2,16793.1,nan,nan,19339.4,11950.3,nan,nan,36163.0,30448.1
21-08-2020,854452.8,58757.2,36758.0,66569.3,101279.4,56839.6,65825.5,30230.7,51824.2,29694.9,101982.6,25885.7,73534.4,31395.6,127064.5,154616.4,91127.8,44381.5,6606.6,123536.4,96426.7,41158.8,48233.8,33788.1,8631.6,nan,nan,15978.6,16696.8,nan,nan,19592.3,13252.5,nan,nan,34819.3,31152.5
22-08-2020,797984.0,52908.1,36602.7,63739.8,84072.7,54349.3,58502.7,26458.6,54742.3,28581.7,102398.7,25134.4,61055.1,25772.6,98423.1,127235.8,102598.5,35025.0,8083.4,113826.9,94967.3,38643.1,69528.3,28031.8,5950.3,nan,nan,14488.2,10737.5,nan,nan,17360.2,7198.1,nan,nan,30498.1,19568.3
23-08-2020,779148.9,53726.7,31334.9,63492.7,80078.3,53896.0,62362.0,26553.9,50533.8,28800.0,108408.5,25387.1,63133.4,28266.5,96002.2,129621.5,99631.6,32298.4,9470.5,110988.4,90299.2,38382.0,49951.2,27361.5,11845.5,nan,nan,14226.8,10672.3,nan,nan,16685.1,3968.0,nan,nan,31926.4,20123.1
24-08-2020,852856.0,64999.1,35558.9,68821.2,94562.1,57459.3,72275.5,28047.6,46263.5,31252.9,111360.2,26181.6,78521.7,32597.6,126282.1,165291.4,83470.7,42529.3,8257.2,125962.3,97176.6,47812.6,30987.3,34648.7,8620.3,nan,nan,16750.1,19239.4,nan,nan,19071.0,14546.5,nan,nan,31388.5,32952.2
25-08-2020,867491.0,66821.9,35386.1,70404.4,93363.1,59517.6,75174.8,29973.6,47372.8,31690.0,113993.0,26304.3,86683.7,33447.9,120309.0,170666.3,85433.8,47989.3,5963.5,124776.3,98683.9,49233.1,28391.3,34135.5,8912.9,nan,nan,17224.3,19753.2,nan,nan,19207.4,13915.5,nan,nan,36214.6,31382.6
26-08-2020,851034.7,66818.1,37800.4,68993.4,95255.1,64003.7,71823.2,30667.1,54701.3,31262.7,111586.9,26180.4,63304.6,32599.0,124463.5,171903.6,88452.5,44195.9,6340.1,126919.8,91593.5,47933.4,38482.0,32329.2,15049.3,nan,nan,17331.9,18825.4,nan,nan,19123.9,10553.0,nan,nan,36384.5,29589.3
27-08-2020,856559.6,67447.1,36817.4,69016.6,94572.8,64562.0,71844.4,29815.5,55571.5,31417.3,110570.0,25427.6,74320.5,35411.4,121363.1,173668.0,99616.7,46596.0,5383.8,126652.8,98942.1,45722.2,30768.0,32577.6,13406.3,nan,nan,17607.4,16269.3,nan,nan,19065.3,12952.7,nan,nan,34677.1,33453.2
28-08-2020,863014.3,67541.5,36044.0,69469.0,99617.2,63404.3,70446.8,28987.6,56888.8,31346.8,105431.7,26042.0,79505.6,36971.7,124233.3,168288.0,113127.6,45257.5,6385.5,128253.8,95044.9,47033.8,26735.0,33137.2,7248.6,nan,nan,17719.1,17649.8,nan,nan,19056.8,12058.5,nan,nan,34580.3,34729.5
29-08-2020,816489.7,64295.3,35725.3,67073.6,95442.6,60750.2,67718.6,27757.3,53480.0,30811.8,99755.2,25024.0,69985.1,32681.4,116573.6,143232.6,112835.9,39076.2,5504.4,122625.3,95687.1,40107.5,18105.3,28710.2,3691.1,nan,nan,15274.7,10965.1,nan,nan,17155.5,7140.4,nan,nan,29082.4,33197.4
30-08-2020,824159.6,63566.4,37579.3,64989.9,90926.7,60828.9,67753.8,28750.0,61728.6,31037.6,105421.6,25109.0,72942.2,31755.8,121958.8,147995.5,110133.5,41151.3,4996.1,122399.3,91973.0,38881.4,23207.2,28862.8,3490.8,nan,nan,15459.7,7422.6,nan,nan,16146.9,3569.9,nan,nan,29759.6,32261.0
31-08-2020,870683.3,69435.5,35143.6,72066.4,103814.5,66289.3,73250.2,30348.7,65041.3,32908.5,102553.9,26232.8,68976.9,33267.8,131052.9,167088.9,122661.9,46826.5,5994.6,129430.2,99213.6,50453.6,16269.1,33556.1,8187.1,nan,nan,17713.1,11684.7,nan,nan,18668.8,13381.6,nan,nan,33828.3,35056.9
01-09-2020,875046.6,70326.3,34446.1,68532.6,100140.3,65048.1,72268.1,30474.2,66129.8,32829.9,104467.6,26892.4,66666.8,35644.3,131846.9,170958.4,119283.6,45869.5,5566.5,127607.6,102504.9,50919.6,14519.5,33538.1,9041.4,nan,nan,17721.0,15668.0,nan,nan,18857.4,12970.8,nan,nan,35084.7,32536.5
02-09-2020,877636.5,71146.3,32528.0,66012.2,106437.2,64188.5,70181.0,30155.7,65706.8,32550.1,97733.4,25850.7,70228.9,33172.4,132039.0,171544.0,119288.7,43653.4,7338.3,129308.4,105417.2,51701.8,13646.7,33025.7,8580.1,nan,nan,17782.1,17028.5,nan,nan,19134.1,14310.4,nan,nan,34954.2,36168.4
03-09-2020,862520.7,67825.5,33058.4,66096.4,109189.6,62470.8,69582.9,29046.9,57518.2,32269.0,91151.0,26418.6,68128.1,36311.0,129870.6,166958.6,120463.1,46248.4,6356.2,130531.0,102683.6,46590.3,31414.4,32522.6,10239.0,nan,nan,18215.0,15300.9,nan,nan,19126.7,12550.8,nan,nan,34292.6,32541.3
04-09-2020,882704.1,65731.8,36741.7,67783.8,118548.7,64621.9,71064.8,28976.3,55919.6,32338.6,91149.5,26870.4,69189.4,37972.9,113710.0,153266.9,126170.0,40340.6,9410.2,126193.0,102799.2,48863.5,56178.4,32471.2,13854.5,nan,nan,18678.0,14677.4,nan,nan,19159.5,10789.6,nan,nan,34466.8,31449.5
05-09-2020,845328.9,59378.1,36422.1,64591.2,121401.9,64416.0,70652.1,28182.0,55007.2,31707.9,77607.9,25540.4,60837.9,31015.0,107569.3,135419.3,117115.7,34434.2,9204.9,114567.9,102602.3,35154.1,52466.8,27117.5,10698.1,nan,nan,16524.3,10461.9,nan,nan,17017.4,3540.8,nan,nan,29832.1,26308.9
06-09-2020,832878.0,61511.2,35701.4,63975.3,116554.2,64876.9,71904.4,27064.8,53096.6,30845.0,82067.3,25120.5,61882.6,32262.8,97619.4,141305.9,133159.8,35966.1,8072.4,114121.5,104874.0,32411.2,38432.3,27591.5,8356.7,nan,nan,15857.9,9808.8,nan,nan,16466.0,3809.6,nan,nan,28757.6,30991.2
07-09-2020,895944.7,72941.9,33304.5,69091.1,135575.7,65004.1,72192.5,29935.8,55966.5,32540.7,84385.8,27317.4,70056.8,33640.3,124741.3,163279.8,133583.4,42991.9,9364.1,132782.5,101918.3,41869.9,43015.3,31265.0,10007.4,nan,nan,18581.9,10792.1,nan,nan,18815.8,13523.7,nan,nan,31970.7,30828.3
08-09-2020,889179.7,72562.9,32469.9,66632.1,126174.6,62236.1,69735.5,28268.0,55490.6,32362.5,84932.7,26643.6,60295.6,33205.5,106027.7,149558.5,138116.8,37695.3,14589.6,129844.1,107303.5,42157.3,57362.6,29370.5,15991.7,nan,nan,19249.4,11155.1,nan,nan,19279.3,5156.1,nan,nan,35592.5,33172.8
09-09-2020,905486.1,74831.1,31487.1,65735.9,118657.1,64487.6,73613.2,28223.5,57011.2,32851.6,99929.3,25885.7,62924.4,36635.1,113628.3,155993.5,134546.3,39088.0,13999.4,135246.9,98329.0,39882.3,63887.6,30494.6,14264.5,nan,nan,18764.3,10931.0,nan,nan,19325.7,13570.6,nan,nan,35425.5,33445.7
10-09-2020,892265.9,76994.0,30296.5,69964.8,115950.9,65637.4,75705.5,29772.1,60949.3,33707.8,105862.9,26324.5,61594.5,34162.2,125657.1,162099.4,125569.1,40802.6,12947.0,133780.8,102496.7,43607.0,50335.6,30579.8,12334.2,nan,nan,18738.6,13242.9,nan,nan,19677.3,15812.9,nan,nan,36509.3,33986.9
11-09-2020,908840.5,76791.8,31035.9,69724.2,117904.8,64628.0,73565.4,29393.6,51274.7,34054.8,108728.7,26187.0,76336.0,33803.1,136905.8,157992.3,122264.6,44386.3,8309.3,134969.0,104045.1,43055.0,40173.9,31353.5,4966.4,nan,nan,18865.4,9654.9,nan,nan,19403.4,17322.4,nan,nan,34724.0,31446.9
12-09-2020,859618.3,67065.1,29379.6,66710.8,111467.0,61616.7,70225.1,27823.1,47214.1,32161.6,95785.8,25507.0,58963.8,33163.9,104503.5,134565.6,128990.5,31736.1,12174.6,120680.1,104001.1,33018.7,56764.5,26351.2,9111.4,nan,nan,16277.1,6860.7,nan,nan,17090.5,4795.9,nan,nan,29473.0,25405.1
13-09-2020,826156.5,68956.7,28376.6,68233.7,102054.4,60888.5,70833.7,29541.9,47331.9,32072.1,96100.0,25147.2,54103.5,30925.6,89799.2,138115.8,129898.8,30223.2,15100.5,115871.7,94938.6,35527.0,60219.0,25166.3,12382.6,nan,nan,15402.6,7305.7,nan,nan,16623.0,4506.8,nan,nan,30620.1,22260.8
