Date,Hour,MAE d,MAE s
2014-08-04,2,31.01,28.32
2014-08-04,3,30.67,28.33
2014-08-04,4,30.39,28.34
2014-08-04,5,32.25,28.44
2014-08-04,6,38.52,31.5
2014-08-04,7,36.04,33.19
2014-08-04,8,37.31,36.72
2014-08-04,9,50.17,37.03
2014-08-04,10,50.57,37.04
2014-08-04,11,54.99,36.72
2014-08-04,12,55.6,36.58
2014-08-04,13,56.3,35.98
2014-08-04,14,55.39,36.04
2014-08-04,15,55.5,30.9
2014-08-04,16,56.17,31.26
2014-08-04,17,39.14,29.94
2014-08-04,18,41.35,31.05
2014-08-04,19,42.7,31.89
2014-08-04,20,42.35,31.51
2014-08-04,21,42.16,34.6
2014-08-04,22,42.74,35.64
2014-08-04,23,39.17,38.74
2014-08-05,0,34.53,29.27
2014-08-05,1,34.14,29.28
2014-08-05,2,33.35,29.06
2014-08-05,3,33.7,28.68
2014-08-05,4,33.74,27.84
2014-08-05,5,34.73,28.81
2014-08-05,6,40.27,32.33
2014-08-05,7,37.93,34.74
2014-08-05,8,40.2,36.52
2014-08-05,9,41.39,38.78
2014-08-05,10,44.76,39.0
2014-08-05,11,47.31,39.31
2014-08-05,12,47.69,37.87
2014-08-05,13,46.63,39.13
2014-08-05,14,45.49,37.83
2014-08-05,15,42.31,32.68
2014-08-05,16,43.91,33.49
2014-08-05,17,40.39,33.87
2014-08-05,18,40.69,35.11
2014-08-05,19,44.91,37.07
2014-08-05,20,41.55,32.66
2014-08-05,21,40.88,38.01
2014-08-05,22,39.32,40.1
2014-08-05,23,38.18,42.77
2014-08-06,0,35.85,29.56
2014-08-06,1,33.58,28.56
2014-08-06,2,32.86,28.35
2014-08-06,3,32.22,27.54
2014-08-06,4,32.16,27.41
2014-08-06,5,33.0,30.12
2014-08-06,6,43.37,36.32
2014-08-06,7,40.63,41.09
2014-08-06,8,43.35,37.6
2014-08-06,9,44.18,39.73
2014-08-06,10,47.17,38.27
2014-08-06,11,48.22,39.0
2014-08-06,12,47.85,37.69
2014-08-06,13,46.97,39.48
2014-08-06,14,45.78,38.9
2014-08-06,15,45.06,33.91
2014-08-06,16,44.95,29.87
2014-08-06,17,39.6,34.28
2014-08-06,18,41.67,33.45
2014-08-06,19,48.84,32.83
2014-08-06,20,48.19,31.8
2014-08-06,21,45.98,32.69
2014-08-06,22,45.5,33.55
2014-08-06,23,38.29,36.08
2014-08-07,0,32.28,30.65
2014-08-07,1,32.09,30.1
2014-08-07,2,32.01,30.13
2014-08-07,3,31.72,29.53
2014-08-07,4,31.59,30.06
2014-08-07,5,31.91,31.45
2014-08-07,6,41.3,35.72
2014-08-07,7,40.53,37.27
2014-08-07,8,40.84,38.07
2014-08-07,9,40.79,37.43
2014-08-07,10,43.46,38.29
2014-08-07,11,46.79,38.28
2014-08-07,12,46.64,34.72
2014-08-07,13,46.5,33.31
2014-08-07,14,46.66,34.38
2014-08-07,15,48.22,31.21
2014-08-07,16,47.58,31.02
2014-08-07,17,42.82,31.12
2014-08-07,18,43.56,30.77
2014-08-07,19,49.46,31.32
2014-08-07,20,45.92,28.34
2014-08-07,21,44.21,32.35
2014-08-07,22,42.38,32.83
2014-08-07,23,39.26,32.37
2014-08-08,0,31.47,29.2
2014-08-08,1,31.46,28.07
2014-08-08,2,31.5,28.12
2014-08-08,3,31.77,28.39
2014-08-08,4,31.56,28.88
2014-08-08,5,32.41,31.91
2014-08-08,6,46.07,39.32
2014-08-08,7,43.76,41.71
2014-08-08,8,45.11,39.29
2014-08-08,9,46.82,38.69
2014-08-08,10,48.26,39.05
2014-08-08,11,51.38,38.92
2014-08-08,12,50.98,33.73
2014-08-08,13,48.72,32.98
2014-08-08,14,46.82,35.72
2014-08-08,15,46.18,31.36
2014-08-08,16,45.95,30.82
2014-08-08,17,41.06,31.31
2014-08-08,18,41.63,31.72
2014-08-08,19,47.29,27.74
2014-08-08,20,44.36,25.69
2014-08-08,21,39.97,31.07
2014-08-08,22,37.31,30.46
2014-08-08,23,33.02,33.31
2014-08-09,0,30.58,25.25
2014-08-09,1,28.36,25.5
2014-08-09,2,27.25,25.51
2014-08-09,3,26.9,25.99
2014-08-09,4,26.57,25.79
2014-08-09,5,26.54,26.15
2014-08-09,6,32.5,32.14
2014-08-09,7,26.73,37.96
2014-08-09,8,32.09,36.44
2014-08-09,9,31.8,36.5
2014-08-09,10,32.02,36.36
2014-08-09,11,30.64,32.37
2014-08-09,12,32.39,31.28
2014-08-09,13,33.88,31.21
2014-08-09,14,30.27,33.95
2014-08-09,15,29.12,26.35
2014-08-09,16,33.77,27.44
2014-08-09,17,30.3,27.4
2014-08-09,18,30.32,27.46
2014-08-09,19,34.26,26.52
2014-08-09,20,34.06,25.32
2014-08-09,21,33.99,33.06
2014-08-09,22,31.85,24.44
2014-08-09,23,31.98,25.23
2014-08-10,0,27.21,25.7
2014-08-10,1,28.12,25.15
2014-08-10,2,28.7,24.86
2014-08-10,3,28.85,24.91
2014-08-10,4,28.95,24.66
2014-08-10,5,28.81,25.68
2014-08-10,6,28.63,33.92
2014-08-10,7,23.96,39.91
2014-08-10,8,28.18,37.84
2014-08-10,9,28.72,37.48
2014-08-10,10,30.41,36.92
2014-08-10,11,32.72,36.95
2014-08-10,12,27.26,34.49
2014-08-10,13,27.2,34.88
2014-08-10,14,26.87,36.95
2014-08-10,15,26.9,29.41
2014-08-10,16,26.88,29.33
2014-08-10,17,22.61,29.38
2014-08-10,18,26.01,29.6
2014-08-10,19,31.25,29.52
2014-08-10,20,31.26,27.89
2014-08-10,21,31.49,35.3
2014-08-10,22,33.03,29.25
2014-08-10,23,28.49,28.14
2014-08-11,0,23.89,25.29
2014-08-11,1,23.87,25.0
2014-08-11,2,23.81,25.31
2014-08-11,3,23.76,25.19
2014-08-11,4,23.72,25.19
2014-08-11,5,24.7,25.55
2014-08-11,6,32.17,30.94
2014-08-11,7,27.07,37.99
2014-08-11,8,27.79,35.46
2014-08-11,9,29.13,35.32
2014-08-11,10,28.79,34.85
2014-08-11,11,31.46,34.03
2014-08-11,12,30.87,31.86
2014-08-11,13,30.89,31.05
2014-08-11,14,31.06,34.01
2014-08-11,15,31.27,27.53
2014-08-11,16,33.09,28.59
2014-08-11,17,27.67,27.09
2014-08-11,18,27.68,27.67
2014-08-11,19,31.91,27.9
2014-08-11,20,28.89,26.61
2014-08-11,21,28.76,34.27
2014-08-11,22,28.82,31.62
2014-08-11,23,28.63,29.75
2014-08-12,0,25.44,27.31
2014-08-12,1,25.39,26.95
2014-08-12,2,25.43,26.77
2014-08-12,3,25.48,27.11
2014-08-12,4,25.3,26.64
2014-08-12,5,25.55,26.93
2014-08-12,6,27.52,33.07
2014-08-12,7,28.69,39.54
2014-08-12,8,27.58,38.52
2014-08-12,9,27.91,37.95
2014-08-12,10,28.79,39.06
2014-08-12,11,31.59,40.27
2014-08-12,12,31.56,38.12
2014-08-12,13,32.74,36.44
2014-08-12,14,31.7,36.93
2014-08-12,15,31.14,29.98
2014-08-12,16,32.05,29.9
2014-08-12,17,27.95,29.34
2014-08-12,18,27.3,30.46
2014-08-12,19,31.41,29.69
2014-08-12,20,31.49,28.74
2014-08-12,21,31.32,37.34
2014-08-12,22,28.72,32.0
2014-08-12,23,27.77,28.4
2014-08-13,0,27.47,23.11
2014-08-13,1,27.34,22.37
2014-08-13,2,27.1,23.16
2014-08-13,3,27.08,22.29
2014-08-13,4,26.79,22.87
2014-08-13,5,27.12,24.16
2014-08-13,6,30.28,34.71
2014-08-13,7,29.16,42.34
2014-08-13,8,29.3,39.73
2014-08-13,9,30.32,41.97
2014-08-13,10,31.77,42.56
2014-08-13,11,34.5,41.95
2014-08-13,12,34.1,37.06
2014-08-13,13,33.09,36.54
2014-08-13,14,32.98,37.3
2014-08-13,15,32.4,30.2
2014-08-13,16,33.51,30.66
2014-08-13,17,29.67,32.93
2014-08-13,18,30.65,33.05
2014-08-13,19,35.9,34.46
2014-08-13,20,35.99,31.36
2014-08-13,21,36.38,36.11
2014-08-13,22,36.31,28.3
2014-08-13,23,32.81,28.24
2014-08-14,0,27.82,27.13
2014-08-14,1,27.42,26.0
2014-08-14,2,27.13,27.8
2014-08-14,3,27.0,27.26
2014-08-14,4,26.61,26.37
2014-08-14,5,27.18,27.3
2014-08-14,6,29.21,36.66
2014-08-14,7,29.98,44.22
2014-08-14,8,30.06,41.39
2014-08-14,9,30.5,41.16
2014-08-14,10,33.92,40.89
2014-08-14,11,36.54,42.84
2014-08-14,12,34.85,39.32
2014-08-14,13,34.33,38.02
2014-08-14,14,33.59,42.25
2014-08-14,15,33.49,35.05
2014-08-14,16,33.55,34.77
2014-08-14,17,30.26,36.54
2014-08-14,18,29.88,33.86
2014-08-14,19,35.42,32.08
2014-08-14,20,32.85,30.79
2014-08-14,21,34.78,34.96
2014-08-14,22,32.95,31.19
2014-08-14,23,29.92,28.76
2014-08-15,0,28.98,31.99
2014-08-15,1,30.17,32.06
2014-08-15,2,30.7,32.33
2014-08-15,3,32.1,32.09
2014-08-15,4,31.63,32.4
2014-08-15,5,34.24,30.55
2014-08-15,6,38.12,38.86
2014-08-15,7,36.12,34.73
2014-08-15,8,36.44,41.12
2014-08-15,9,37.48,40.7
2014-08-15,10,39.02,41.34
2014-08-15,11,41.4,40.98
2014-08-15,12,40.2,37.7
2014-08-15,13,41.1,35.82
2014-08-15,14,40.58,34.16
2014-08-15,15,37.33,35.69
2014-08-15,16,36.58,35.39
2014-08-15,17,32.96,34.62
2014-08-15,18,29.94,34.32
2014-08-15,19,35.38,34.4
2014-08-15,20,33.51,31.03
2014-08-15,21,33.12,28.93
2014-08-15,22,31.79,32.35
2014-08-15,23,31.43,32.75
2014-08-16,0,30.05,26.73
2014-08-16,1,29.73,26.63
2014-08-16,2,29.68,27.05
2014-08-16,3,29.73,27.57
2014-08-16,4,29.43,27.46
2014-08-16,5,30.34,28.24
2014-08-16,6,31.17,29.34
2014-08-16,7,26.49,26.19
2014-08-16,8,30.25,26.88
2014-08-16,9,30.73,27.09
2014-08-16,10,27.61,32.01
2014-08-16,11,30.51,32.71
2014-08-16,12,29.46,31.86
2014-08-16,13,29.28,31.91
2014-08-16,14,28.72,32.76
2014-08-16,15,28.71,31.9
2014-08-16,16,29.1,31.21
2014-08-16,17,30.18,27.12
2014-08-16,18,30.05,26.4
2014-08-16,19,35.2,26.71
2014-08-16,20,34.24,26.83
2014-08-16,21,34.19,21.69
2014-08-16,22,34.32,23.34
2014-08-16,23,31.94,23.64
2014-08-17,0,27.1,24.33
2014-08-17,1,26.84,25.37
2014-08-17,2,26.69,25.5
2014-08-17,3,26.83,25.06
2014-08-17,4,27.04,25.15
2014-08-17,5,26.99,26.16
2014-08-17,6,27.4,26.78
2014-08-17,7,22.96,30.69
2014-08-17,8,23.31,29.72
2014-08-17,9,23.59,28.78
2014-08-17,10,25.14,28.75
2014-08-17,11,30.29,28.05
2014-08-17,12,27.31,27.48
2014-08-17,13,27.24,26.75
2014-08-17,14,27.24,27.11
2014-08-17,15,27.96,24.46
2014-08-17,16,27.85,23.61
2014-08-17,17,23.78,22.35
2014-08-17,18,26.59,23.59
2014-08-17,19,30.06,22.6
2014-08-17,20,27.37,23.44
2014-08-17,21,30.06,26.77
2014-08-17,22,27.25,23.99
2014-08-17,23,27.26,24.23
2014-08-18,0,26.88,24.81
2014-08-18,1,26.81,24.0
2014-08-18,2,26.93,24.24
2014-08-18,3,27.11,23.98
2014-08-18,4,26.61,23.3
2014-08-18,5,26.69,24.96
2014-08-18,6,31.08,30.49
2014-08-18,7,28.16,32.39
2014-08-18,8,29.08,34.37
2014-08-18,9,29.25,33.98
2014-08-18,10,30.45,33.91
2014-08-18,11,33.37,33.59
2014-08-18,12,32.63,33.74
2014-08-18,13,32.69,34.78
2014-08-18,14,31.43,34.2
2014-08-18,15,31.38,30.56
2014-08-18,16,29.58,29.81
2014-08-18,17,26.74,29.81
2014-08-18,18,25.31,29.52
2014-08-18,19,29.58,29.56
2014-08-18,20,29.52,29.29
2014-08-18,21,29.51,32.07
2014-08-18,22,29.36,30.39
2014-08-18,23,28.03,31.22
2014-08-19,0,23.17,31.04
2014-08-19,1,22.82,31.44
2014-08-19,2,22.43,31.04
2014-08-19,3,22.48,31.2
2014-08-19,4,22.52,31.43
2014-08-19,5,24.05,30.41
2014-08-19,6,25.46,30.26
2014-08-19,7,26.39,32.32
2014-08-19,8,26.41,30.24
2014-08-19,9,26.31,31.7
2014-08-19,10,24.54,32.5
2014-08-19,11,31.24,34.63
2014-08-19,12,33.63,34.21
2014-08-19,13,33.63,34.53
2014-08-19,14,33.46,30.54
2014-08-19,15,32.76,30.21
2014-08-19,16,30.88,29.47
2014-08-19,17,28.63,30.11
2014-08-19,18,30.58,30.03
2014-08-19,19,37.97,29.64
2014-08-19,20,37.31,30.34
2014-08-19,21,37.1,28.28
2014-08-19,22,31.82,54.59
2014-08-19,23,29.42,51.99
2014-08-20,0,30.46,27.23
2014-08-20,1,28.05,27.28
2014-08-20,2,27.26,27.15
2014-08-20,3,26.89,26.87
2014-08-20,4,27.14,27.15
2014-08-20,5,28.34,26.92
2014-08-20,6,30.91,28.31
2014-08-20,7,39.82,30.18
2014-08-20,8,39.84,30.47
2014-08-20,9,40.37,33.35
2014-08-20,10,39.43,32.74
2014-08-20,11,38.09,33.94
2014-08-20,12,37.14,32.61
2014-08-20,13,36.57,33.21
2014-08-20,14,36.33,32.22
2014-08-20,15,34.99,31.17
2014-08-20,16,34.49,30.94
2014-08-20,17,34.58,31.97
2014-08-20,18,36.51,33.77
2014-08-20,19,33.24,33.38
2014-08-20,20,30.97,32.96
2014-08-20,21,31.13,28.85
2014-08-20,22,29.78,52.39
2014-08-20,23,29.93,52.59
2014-08-21,0,26.79,29.85
2014-08-21,1,26.54,29.37
2014-08-21,2,26.62,29.45
2014-08-21,3,26.57,29.21
2014-08-21,4,26.57,29.56
2014-08-21,5,28.27,30.21
2014-08-21,6,28.97,31.92
2014-08-21,7,35.05,34.64
2014-08-21,8,35.25,35.3
2014-08-21,9,35.4,35.1
2014-08-21,10,36.85,35.04
2014-08-21,11,39.59,36.82
2014-08-21,12,39.38,38.16
2014-08-21,13,39.43,39.16
2014-08-21,14,38.34,39.0
2014-08-21,15,37.82,35.32
2014-08-21,16,35.78,35.36
2014-08-21,17,33.78,37.67
2014-08-21,18,34.19,39.34
2014-08-21,19,37.99,36.83
2014-08-21,20,35.67,36.46
2014-08-21,21,36.05,34.26
2014-08-21,22,34.83,58.47
2014-08-21,23,33.55,58.49
2014-08-22,0,33.46,30.02
2014-08-22,1,33.08,30.09
2014-08-22,2,32.42,30.44
2014-08-22,3,32.35,30.25
2014-08-22,4,32.51,30.23
2014-08-22,5,35.02,30.79
2014-08-22,6,38.72,33.25
2014-08-22,7,43.81,34.76
2014-08-22,8,44.4,34.32
2014-08-22,9,43.32,33.8
2014-08-22,10,41.84,33.95
2014-08-22,11,39.83,34.08
2014-08-22,12,39.59,34.9
2014-08-22,13,39.64,35.34
2014-08-22,14,38.75,35.96
2014-08-22,15,38.8,35.92
2014-08-22,16,39.51,37.28
2014-08-22,17,40.25,35.98
2014-08-22,18,41.32,36.13
2014-08-22,19,41.36,35.84
2014-08-22,20,39.42,32.92
2014-08-22,21,41.24,53.71
2014-08-22,22,37.11,52.47
2014-08-22,23,33.91,51.98
2014-08-23,0,28.18,27.76
2014-08-23,1,28.18,27.79
2014-08-23,2,27.71,27.97
2014-08-23,3,28.7,28.19
2014-08-23,4,28.63,28.33
2014-08-23,5,28.79,29.35
2014-08-23,6,33.04,31.66
2014-08-23,7,34.42,35.01
2014-08-23,8,36.94,35.08
2014-08-23,9,37.21,37.05
2014-08-23,10,35.39,37.29
2014-08-23,11,34.61,37.39
2014-08-23,12,34.56,36.59
2014-08-23,13,34.36,36.27
2014-08-23,14,34.27,36.54
2014-08-23,15,33.92,32.36
2014-08-23,16,34.52,32.07
2014-08-23,17,35.89,31.83
2014-08-23,18,36.91,32.03
2014-08-23,19,36.4,31.77
2014-08-23,20,36.51,31.46
2014-08-23,21,36.72,34.04
2014-08-23,22,36.01,29.21
2014-08-23,23,33.64,28.22
2014-08-24,0,29.83,26.22
2014-08-24,1,29.74,25.96
2014-08-24,2,29.83,26.29
2014-08-24,3,30.38,26.67
2014-08-24,4,31.18,27.5
2014-08-24,5,29.88,28.17
2014-08-24,6,29.18,30.64
2014-08-24,7,32.46,29.49
2014-08-24,8,31.19,30.48
2014-08-24,9,30.95,31.3
2014-08-24,10,31.97,30.31
2014-08-24,11,31.1,29.98
2014-08-24,12,31.1,29.6
2014-08-24,13,31.54,31.03
2014-08-24,14,29.82,32.9
2014-08-24,15,29.9,28.23
2014-08-24,16,30.13,28.44
2014-08-24,17,31.9,27.68
2014-08-24,18,33.36,26.94
2014-08-24,19,32.65,26.55
2014-08-24,20,32.31,26.41
2014-08-24,21,32.68,30.99
2014-08-24,22,31.66,29.3
2014-08-24,23,28.62,27.37
2014-08-25,0,28.41,27.6
2014-08-25,1,28.34,27.99
2014-08-25,2,28.26,27.82
2014-08-25,3,28.31,27.77
2014-08-25,4,28.28,27.64
2014-08-25,5,30.25,28.34
2014-08-25,6,33.72,26.97
2014-08-25,7,36.71,34.05
2014-08-25,8,39.7,33.04
2014-08-25,9,37.74,31.29
2014-08-25,10,36.71,30.85
2014-08-25,11,35.84,30.71
2014-08-25,12,34.65,31.18
2014-08-25,13,34.25,32.76
2014-08-25,14,33.5,33.42
2014-08-25,15,33.92,32.33
2014-08-25,16,34.47,31.53
2014-08-25,17,35.25,30.94
2014-08-25,18,36.29,32.24
2014-08-25,19,35.24,32.73
2014-08-25,20,36.08,32.07
2014-08-25,21,36.06,31.69
2014-08-25,22,34.41,48.06
2014-08-25,23,32.48,48.42
2014-08-26,0,32.32,34.09
2014-08-26,1,32.23,34.45
2014-08-26,2,33.15,34.75
2014-08-26,3,33.79,34.73
2014-08-26,4,35.0,35.05
2014-08-26,5,37.52,33.02
2014-08-26,6,43.03,31.23
2014-08-26,7,50.18,32.42
2014-08-26,8,52.65,38.32
2014-08-26,9,53.7,38.48
2014-08-26,10,53.65,37.37
2014-08-26,11,52.26,33.72
2014-08-26,12,51.88,33.61
2014-08-26,13,51.38,31.61
2014-08-26,14,52.52,30.15
2014-08-26,15,52.19,31.65
2014-08-26,16,45.44,34.72
2014-08-26,17,46.71,33.98
2014-08-26,18,47.18,36.69
2014-08-26,19,48.35,35.15
2014-08-26,20,49.42,33.28
2014-08-26,21,46.9,30.15
2014-08-26,22,43.64,28.96
2014-08-26,23,40.62,29.84
2014-08-27,0,27.24,30.61
2014-08-27,1,27.29,30.83
2014-08-27,2,27.32,30.93
2014-08-27,3,27.12,30.98
2014-08-27,4,26.96,30.7
2014-08-27,5,28.69,29.39
2014-08-27,6,32.1,26.15
2014-08-27,7,39.64,31.59
2014-08-27,8,40.87,31.91
2014-08-27,9,41.02,31.51
2014-08-27,10,38.75,31.48
2014-08-27,11,37.67,27.8
2014-08-27,12,36.46,28.1
2014-08-27,13,36.46,27.92
2014-08-27,14,36.38,29.12
2014-08-27,15,36.12,30.57
2014-08-27,16,36.32,34.51
2014-08-27,17,37.0,33.37
2014-08-27,18,37.11,33.47
2014-08-27,19,35.44,32.31
2014-08-27,20,39.73,32.59
2014-08-27,21,39.58,31.34
2014-08-27,22,34.09,28.15
2014-08-27,23,30.88,29.34
2014-08-28,0,28.09,27.88
2014-08-28,1,27.54,28.24
2014-08-28,2,25.58,28.54
2014-08-28,3,25.43,28.93
2014-08-28,4,25.44,29.39
2014-08-28,5,29.25,27.43
2014-08-28,6,36.14,23.48
2014-08-28,7,47.3,30.82
2014-08-28,8,48.64,30.0
2014-08-28,9,47.54,29.95
2014-08-28,10,44.6,29.4
2014-08-28,11,42.87,29.5
2014-08-28,12,42.24,30.28
2014-08-28,13,41.95,27.79
2014-08-28,14,41.96,28.12
2014-08-28,15,42.15,27.36
2014-08-28,16,43.58,28.29
2014-08-28,17,45.87,29.3
2014-08-28,18,47.21,30.73
2014-08-28,19,46.99,30.91
2014-08-28,20,46.81,29.33
2014-08-28,21,45.91,26.42
2014-08-28,22,40.93,24.81
2014-08-28,23,36.59,26.6
2014-08-29,0,26.3,22.96
2014-08-29,1,26.32,23.61
2014-08-29,2,26.21,23.94
2014-08-29,3,26.47,23.88
2014-08-29,4,26.43,23.99
2014-08-29,5,28.24,22.52
2014-08-29,6,32.91,20.43
2014-08-29,7,38.35,31.63
2014-08-29,8,37.91,32.39
2014-08-29,9,36.54,32.41
2014-08-29,10,34.88,32.15
2014-08-29,11,33.5,32.21
2014-08-29,12,34.21,31.79
2014-08-29,13,35.62,30.86
2014-08-29,14,35.01,29.84
2014-08-29,15,34.8,30.47
2014-08-29,16,34.92,29.75
2014-08-29,17,37.12,31.73
2014-08-29,18,37.44,32.33
2014-08-29,19,36.36,32.26
2014-08-29,20,36.78,29.56
2014-08-29,21,36.11,23.47
2014-08-29,22,35.91,21.23
2014-08-29,23,31.19,21.47
2014-08-30,0,28.41,24.79
2014-08-30,1,28.01,24.43
2014-08-30,2,27.65,24.29
2014-08-30,3,26.92,23.75
2014-08-30,4,26.23,23.89
2014-08-30,5,27.1,23.93
2014-08-30,6,32.29,31.39
2014-08-30,7,35.26,32.63
2014-08-30,8,35.75,29.9
2014-08-30,9,37.25,29.92
2014-08-30,10,36.8,30.39
2014-08-30,11,35.82,30.31
2014-08-30,12,35.1,31.23
2014-08-30,13,31.81,31.63
2014-08-30,14,31.16,31.99
2014-08-30,15,32.89,36.1
2014-08-30,16,33.52,36.88
2014-08-30,17,36.07,37.03
2014-08-30,18,37.73,35.2
2014-08-30,19,37.28,36.08
2014-08-30,20,37.68,36.54
2014-08-30,21,35.97,28.0
2014-08-30,22,34.75,29.11
2014-08-30,23,33.99,28.6
2014-08-31,0,32.05,23.61
2014-08-31,1,32.13,24.87
2014-08-31,2,32.19,25.23
2014-08-31,3,32.26,25.44
2014-08-31,4,32.24,25.05
2014-08-31,5,31.89,24.98
2014-08-31,6,31.11,26.68
2014-08-31,7,32.66,28.66
2014-08-31,8,35.56,32.83
2014-08-31,9,35.68,28.56
2014-08-31,10,33.6,28.79
2014-08-31,11,33.03,28.96
2014-08-31,12,32.25,30.3
2014-08-31,13,30.14,31.35
2014-08-31,14,30.13,33.46
2014-08-31,15,29.93,37.19
2014-08-31,16,29.98,37.15
2014-08-31,17,31.35,35.66
2014-08-31,18,30.19,35.55
2014-08-31,19,28.68,36.82
2014-08-31,20,28.91,36.71
2014-08-31,21,28.76,30.79
2014-08-31,22,27.4,45.67
2014-08-31,23,26.67,44.11
2014-09-01,0,26.87,27.79
2014-09-01,1,27.12,27.77
2014-09-01,2,26.71,28.13
2014-09-01,3,26.52,28.17
2014-09-01,4,26.21,28.18
2014-09-01,5,28.4,26.26
2014-09-01,6,32.8,28.73
2014-09-01,7,37.3,33.18
2014-09-01,8,40.63,34.63
2014-09-01,9,41.61,34.11
2014-09-01,10,41.07,34.09
2014-09-01,11,36.16,35.77
2014-09-01,12,37.12,34.72
2014-09-01,13,37.52,34.35
2014-09-01,14,36.93,34.63
2014-09-01,15,35.34,33.72
2014-09-01,16,35.53,33.17
2014-09-01,17,37.43,33.49
2014-09-01,18,40.66,31.89
2014-09-01,19,40.99,33.02
2014-09-01,20,42.01,33.29
2014-09-01,21,42.37,32.82
2014-09-01,22,38.17,29.98
2014-09-01,23,33.06,29.44
2014-09-02,0,29.69,30.52
2014-09-02,1,29.22,30.57
2014-09-02,2,27.62,30.85
2014-09-02,3,27.38,31.13
2014-09-02,4,27.49,31.37
2014-09-02,5,31.28,31.91
2014-09-02,6,33.38,29.25
2014-09-02,7,34.98,35.8
2014-09-02,8,37.78,35.4
2014-09-02,9,36.9,35.75
2014-09-02,10,33.45,35.28
2014-09-02,11,37.97,36.34
2014-09-02,12,34.2,37.15
2014-09-02,13,37.42,36.18
2014-09-02,14,36.98,36.75
2014-09-02,15,37.71,35.27
2014-09-02,16,38.28,35.43
2014-09-02,17,40.66,33.43
2014-09-02,18,47.47,33.81
2014-09-02,19,48.78,33.62
2014-09-02,20,48.75,33.44
2014-09-02,21,40.4,32.97
2014-09-02,22,34.72,32.25
2014-09-02,23,33.2,30.7
2014-09-03,0,32.29,30.47
2014-09-03,1,31.81,29.54
2014-09-03,2,31.63,30.06
2014-09-03,3,31.63,30.05
2014-09-03,4,32.05,29.98
2014-09-03,5,34.22,30.0
2014-09-03,6,40.85,27.11
2014-09-03,7,49.8,32.26
2014-09-03,8,49.52,34.13
2014-09-03,9,49.66,31.46
2014-09-03,10,48.54,31.17
2014-09-03,11,47.75,31.42
2014-09-03,12,46.06,31.89
2014-09-03,13,45.25,32.44
2014-09-03,14,44.68,34.22
2014-09-03,15,39.43,36.47
2014-09-03,16,39.19,38.28
2014-09-03,17,39.08,38.43
2014-09-03,18,43.85,36.4
2014-09-03,19,47.37,35.57
2014-09-03,20,43.94,33.02
2014-09-03,21,42.31,30.88
2014-09-03,22,39.62,33.11
2014-09-03,23,37.36,33.39
2014-09-04,0,34.6,25.72
2014-09-04,1,34.72,25.54
2014-09-04,2,35.21,25.41
2014-09-04,3,34.98,26.09
2014-09-04,4,34.76,25.34
2014-09-04,5,36.73,25.74
2014-09-04,6,38.25,24.42
2014-09-04,7,44.82,31.11
2014-09-04,8,44.81,32.97
2014-09-04,9,45.35,33.31
2014-09-04,10,42.52,30.74
2014-09-04,11,41.38,31.22
2014-09-04,12,41.34,34.36
2014-09-04,13,40.71,32.58
2014-09-04,14,40.55,33.04
2014-09-04,15,38.24,32.54
2014-09-04,16,36.07,31.83
2014-09-04,17,39.95,32.25
2014-09-04,18,44.39,30.95
2014-09-04,19,44.33,29.85
2014-09-04,20,44.22,29.62
2014-09-04,21,38.36,27.21
2014-09-04,22,36.48,31.52
2014-09-04,23,35.24,29.39
2014-09-05,0,33.71,27.82
2014-09-05,1,33.65,29.07
2014-09-05,2,34.6,29.28
2014-09-05,3,35.21,29.67
2014-09-05,4,35.11,29.3
2014-09-05,5,36.71,28.5
2014-09-05,6,38.54,27.57
2014-09-05,7,45.97,33.51
2014-09-05,8,46.53,33.41
2014-09-05,9,48.1,33.15
2014-09-05,10,46.2,34.27
2014-09-05,11,43.31,32.72
2014-09-05,12,41.94,34.03
2014-09-05,13,39.86,35.05
2014-09-05,14,37.06,34.73
2014-09-05,15,36.4,37.6
2014-09-05,16,36.94,36.45
2014-09-05,17,40.49,36.52
2014-09-05,18,42.5,35.93
2014-09-05,19,41.97,37.29
2014-09-05,20,41.02,33.94
2014-09-05,21,38.06,28.96
2014-09-05,22,35.69,40.36
2014-09-05,23,35.46,39.9
2014-09-06,0,31.89,28.7
2014-09-06,1,30.81,29.18
2014-09-06,2,31.07,29.6
2014-09-06,3,31.22,29.21
2014-09-06,4,31.44,28.34
2014-09-06,5,32.92,29.07
2014-09-06,6,33.84,32.21
2014-09-06,7,35.31,34.72
2014-09-06,8,36.6,33.08
2014-09-06,9,36.05,33.76
2014-09-06,10,35.17,34.38
2014-09-06,11,34.23,34.2
2014-09-06,12,33.21,33.48
2014-09-06,13,32.48,33.38
2014-09-06,14,32.27,33.74
2014-09-06,15,31.9,33.67
2014-09-06,16,32.81,34.2
2014-09-06,17,33.42,33.96
2014-09-06,18,34.96,33.86
2014-09-06,19,37.38,34.34
2014-09-06,20,34.73,34.13
2014-09-06,21,32.61,30.12
2014-09-06,22,31.94,38.8
2014-09-06,23,31.92,38.42
2014-09-07,0,30.54,26.71
2014-09-07,1,30.15,27.28
2014-09-07,2,30.33,27.94
2014-09-07,3,31.08,28.78
2014-09-07,4,31.53,28.35
2014-09-07,5,32.38,30.14
2014-09-07,6,33.28,35.64
2014-09-07,7,35.94,44.42
