Date,NO,SE,FI,DK,Nordic,EE,LV,LT,Baltic
01-01-2015,309374,438772,168445,128190,1044791.0,23240,5248,8314,36802.0
02-01-2015,339716,468242,171315,135718,1114993.0,27924,8223,8840,44987.0
03-01-2015,375255,466461,175280,124539,1141543.0,26116,9467,8686,44269.0
04-01-2015,407856,442204,183589,113010,1146667.0,25248,13309,8630,47187.0
05-01-2015,533046,465779,211444,86973,1297243.0,33413,16226,7677,57316.0
06-01-2015,522627,475583,208934,101728,1308886.0,34079,16166,7938,58183.0
07-01-2015,514013,483934,204277,112423,1314656.0,37547,16097,9161,62805.0
08-01-2015,475462,469904,188050,128853,1262274.0,35878,13302,11145,60325.0
09-01-2015,469162,465236,193276,141973,1269651.0,27982,9529,8854,46365.0
10-01-2015,450585,434070,191710,113582,1189956.0,22227,12135,6107,40469.0
11-01-2015,419494,460760,203776,120172,1204211.0,24119,11297,8406,43822.0
12-01-2015,484339,499264,231471,133596,1348672.0,34879,21371,13304,69554.0
13-01-2015,476525,476478,218830,106528,1277989.0,39727,15831,11595,67153.0
14-01-2015,501624,480468,210998,113179,1306267.0,36289,13265,11906,61460.0
15-01-2015,469234,474821,201189,143336,1288581.0,38691,17435,9322,65448.0
16-01-2015,458257,479121,201445,138220,1277049.0,38926,17478,9791,66195.0
17-01-2015,464654,430864,179698,113299,1188522.0,27747,11709,6013,45469.0
18-01-2015,463999,442011,182228,86065,1174312.0,24398,10407,5470,40275.0
19-01-2015,567983,521960,219438,91296,1400681.0,30030,19723,6905,56658.0
20-01-2015,571807,536641,235801,91390,1435646.0,31247,16688,10153,58088.0
21-01-2015,577046,522762,239646,83159,1422617.0,35925,18140,10499,64564.0
22-01-2015,588416,517626,243867,74269,1424180.0,33139,18999,8354,60492.0
23-01-2015,589537,522701,238982,91711,1442943.0,33846,18448,8824,61118.0
24-01-2015,474126,483742,199693,115409,1272974.0,27999,9103,5151,42253.0
25-01-2015,476723,458275,191607,82110,1208724.0,26283,10165,4998,41446.0
26-01-2015,486015,508949,211271,117739,1323976.0,30972,17446,8309,56727.0
27-01-2015,490232,506135,211052,107676,1315100.0,33371,16414,11106,60891.0
28-01-2015,433079,504116,209565,136366,1283135.0,33541,16054,8600,58195.0
29-01-2015,448995,526078,210240,118737,1304053.0,35855,14215,10301,60371.0
30-01-2015,513613,516736,213549,85134,1329027.0,35528,13885,10213,59626.0
31-01-2015,441367,498118,203057,85011,1227567.0,31209,9926,5869,47004.0
01-02-2015,417528,483697,200664,97550,1199440.0,31883,8348,8188,48419.0
02-02-2015,525801,523934,220499,102811,1373305.0,37799,14511,10641,62951.0
03-02-2015,565007,518480,235274,99859,1418629.0,35194,16246,8744,60184.0
04-02-2015,584305,504318,242678,100761,1432065.0,34304,18128,9334,61766.0
05-02-2015,579910,520603,228027,84343,1412887.0,33635,15526,9842,59003.0
06-02-2015,530209,526830,203285,86617,1346947.0,40051,15107,7704,62862.0
07-02-2015,396210,490384,179685,137600,1203888.0,18637,9084,7312,35033.0
08-02-2015,392513,479776,184906,120165,1177357.0,27716,11048,7825,46589.0
09-02-2015,450541,495839,207216,117828,1271430.0,34541,16943,8217,59701.0
10-02-2015,457501,495043,192792,107917,1253262.0,37051,16414,5715,59180.0
11-02-2015,498123,503148,188759,96302,1286337.0,38280,17024,9129,64433.0
12-02-2015,505542,509557,202144,91041,1308289.0,38823,18119,9244,66186.0
13-02-2015,515443,495077,205135,88266,1303929.0,36560,18349,8361,63270.0
14-02-2015,452213,474398,178075,87794,1192488.0,28695,11022,4674,44391.0
15-02-2015,392349,478921,182869,128777,1182924.0,28386,8032,6948,43366.0
16-02-2015,477480,543996,199701,123549,1344729.0,35277,15487,9612,60376.0
17-02-2015,496869,555220,198071,97258,1347418.0,38845,16468,12308,67621.0
18-02-2015,433463,521014,185970,130388,1270844.0,36780,15428,11582,63790.0
19-02-2015,403845,515379,185531,132088,1236848.0,37345,15416,9630,62391.0
20-02-2015,408822,527165,185867,104629,1226497.0,38724,15582,8971,63277.0
21-02-2015,420717,495977,170243,70655,1157593.0,26793,7210,7126,41129.0
22-02-2015,396542,495408,167706,97799,1157459.0,26564,7176,6809,40549.0
23-02-2015,426650,547232,174575,119991,1268445.0,31778,9430,5641,46849.0
24-02-2015,429095,528462,194423,116602,1268583.0,32180,14850,8312,55342.0
25-02-2015,464489,515884,198472,82659,1261516.0,33524,14322,7043,54889.0
26-02-2015,448729,521756,199429,101513,1271432.0,31101,15666,4823,51590.0
27-02-2015,438558,560189,202952,72300,1274008.0,30176,14539,7293,52008.0
28-02-2015,384901,489653,191560,98405,1164531.0,20643,11992,4599,37234.0
01-03-2015,314334,484634,189539,115231,1103744.0,22146,11911,6657,40714.0
02-03-2015,400063,513217,199580,98672,1211535.0,29382,21426,6783,57591.0
03-03-2015,419013,518134,196327,96153,1229626.0,30292,22307,9647,62246.0
04-03-2015,456271,507819,195850,86687,1246637.0,28997,24303,8650,61950.0
05-03-2015,485291,489418,197252,87074,1259032.0,26229,25269,8612,60110.0
06-03-2015,454047,483201,199950,85846,1223052.0,28746,27313,7130,63189.0
07-03-2015,327818,476490,189624,113969,1107904.0,19004,16825,6455,42284.0
08-03-2015,298799,428770,183967,98124,1009665.0,22810,17307,7803,47920.0
09-03-2015,452420,480518,189550,69977,1192469.0,18929,18609,8729,46267.0
10-03-2015,412388,499051,203613,101997,1217051.0,20821,20897,7331,49049.0
11-03-2015,457256,478658,199672,78960,1217738.0,19077,22633,6479,48189.0
12-03-2015,488751,463517,205938,69758,1227972.0,22631,26176,8045,56852.0
13-03-2015,446556,483587,202773,74015,1206944.0,22191,21341,11331,54863.0
14-03-2015,389442,464278,186555,85104,1125387.0,17235,14764,5730,37729.0
15-03-2015,372139,442355,184777,86105,1085380.0,17495,13082,5854,36431.0
16-03-2015,405299,469224,203223,103197,1180948.0,20498,20955,8808,50261.0
17-03-2015,433100,478277,200837,85030,1197251.0,20156,21091,8168,49415.0
18-03-2015,460580,457307,192214,75931,1186040.0,27596,21905,7608,57109.0
19-03-2015,472207,475304,194532,71175,1213220.0,28353,23133,5578,57064.0
20-03-2015,466487,476218,204347,75243,1222304.0,24428,19312,8638,52378.0
