Date,NO,SE,FI,DK,Nordic,EE,LV,LT,Baltic
01-01-2014,328002,426643,186861,97425,1038943.0,19197,11231,7138,37566.0
02-01-2014,400497,479735,198299,115572,1194107.0,27935,11973,11359,51267.0
03-01-2014,382850,477557,199582,117254,1177243.0,29862,16031,6828,52721.0
04-01-2014,371175,460574,192831,110653,1135235.0,24566,13783,6528,44877.0
05-01-2014,393367,438804,188391,77929,1098502.0,22392,11420,6315,40127.0
06-01-2014,377089,467330,192777,122169,1159358.0,25834,15732,8047,49613.0
07-01-2014,409824,474693,202379,130456,1217360.0,29820,15710,8669,54199.0
08-01-2014,414662,490065,197907,123860,1226499.0,28242,14318,8286,50846.0
09-01-2014,437213,487393,204715,118546,1247873.0,25992,16278,10554,52824.0
10-01-2014,448185,509828,213855,130134,1302002.0,30516,17845,12321,60682.0
11-01-2014,425550,484113,214009,121281,1244958.0,25844,10680,8873,45397.0
12-01-2014,449780,495113,213509,112148,1270547.0,22615,15766,7381,45762.0
13-01-2014,562897,557394,237517,129072,1486876.0,30385,21967,10397,62749.0
14-01-2014,587877,552179,248047,100727,1488833.0,29217,21740,10021,60978.0
15-01-2014,578048,532903,247914,120527,1479399.0,26643,23232,11342,61217.0
16-01-2014,518829,543251,251059,155271,1468413.0,29069,24325,9556,62950.0
17-01-2014,535176,565832,254530,133911,1489451.0,30829,26402,11665,68896.0
18-01-2014,463302,531568,239617,152251,1386738.0,29857,18867,7614,56338.0
19-01-2014,444899,508235,241431,163436,1357998.0,25802,16876,7509,50187.0
20-01-2014,515773,567047,255087,159399,1497316.0,33560,24329,12505,70394.0
21-01-2014,558208,555007,254715,129288,1497211.0,34194,26645,12980,73819.0
22-01-2014,559322,543926,253789,148591,1505632.0,33022,27080,10368,70470.0
23-01-2014,546125,558264,259557,161998,1525939.0,33253,25990,10487,69730.0
24-01-2014,538375,549414,254073,155387,1497257.0,35844,23061,10928,69833.0
25-01-2014,457563,530446,222649,157030,1367697.0,30595,20205,5297,56097.0
26-01-2014,415610,523840,217333,154566,1311352.0,27541,19983,7020,54544.0
27-01-2014,491092,584585,244047,148884,1468618.0,32699,20406,10627,63732.0
28-01-2014,500478,565253,247641,149204,1462577.0,34384,18611,12794,65789.0
29-01-2014,500702,565773,249930,153663,1470069.0,33995,19230,13952,67177.0
