Month,Hour,Weekend,s -10,s -4,s -1,s 0,s 1,s 3,s 5,s 8,s 12,s 15,s 19,s 22,s 24,s 26,s 28,s 30,s 32,s 35,s 39,s 42,s 46,s 51,s 56,s 66,s 75,s 105,s 165,s 210
8,20,0,1.00934,1.00913,1.00937,1.00922,1.01009,1.00998,1.00923,1.00958,1.0095,1.00868,1.00774,1.00679,1.00643,1.00568,1.00604,1.0068,1.00581,1.00501,1.00475,1.00433,1.00456,1.00539,1.00494,1.0041,1.00402,1.00358,1.00358,1.00368
8,21,0,1.00926,1.00868,1.00875,1.00848,1.00895,1.00851,1.00749,1.00777,1.00772,1.00683,1.00606,1.00516,1.00475,1.00416,1.00456,1.00544,1.00451,1.00388,1.00373,1.00345,1.00372,1.00472,1.00446,1.00361,1.00354,1.00314,1.00319,1.00332
8,22,0,1.00672,1.00614,1.0062,1.0059,1.00627,1.00574,1.0048,1.00515,1.00529,1.00434,1.00348,1.00293,1.00259,1.00264,1.00283,1.00337,1.0025,1.00184,1.00202,1.00205,1.00236,1.00315,1.00318,1.00246,1.00245,1.002,1.00213,1.00231
8,23,0,1.00424,1.00375,1.00387,1.00367,1.00426,1.00425,1.00352,1.00396,1.00418,1.0035,1.00274,1.00226,1.00211,1.00213,1.00216,1.00238,1.00135,1.00042,0.999846,1.00026,1.00062,1.00138,1.00158,1.00157,1.00168,1.00125,1.00132,1.00152
9,0,0,0.998786,0.998529,0.998455,0.998764,0.998832,0.999545,0.999128,0.998989,0.999575,1.00035,0.999844,1.00032,0.999872,0.998474,0.99807,0.998208,0.997853,0.996109,0.995267,0.995259,0.994578,0.994199,0.99477,0.995645,0.995485,0.995801,0.996056,0.996207
9,1,0,0.998125,0.997954,0.997941,0.998266,0.998445,0.999316,0.998802,0.998616,0.999112,0.999983,0.999473,0.99997,0.999636,0.998201,0.997856,0.998008,0.997912,0.99611,0.995814,0.995905,0.995248,0.994851,0.995219,0.995982,0.995876,0.996085,0.996316,0.99646
9,2,0,0.998106,0.997941,0.997949,0.998284,0.998534,0.999518,0.999067,0.998906,0.999388,1.00021,0.999787,1.00037,1.00009,0.998623,0.998294,0.998371,0.99819,0.99648,0.996173,0.996255,0.995595,0.995138,0.995475,0.99624,0.996142,0.99635,0.996573,0.996708
9,3,0,0.997747,0.997625,0.997643,0.997988,0.998295,0.999354,0.998882,0.998732,0.999211,1.00008,0.999707,1.00018,0.999922,0.998442,0.99812,0.998301,0.998087,0.996402,0.996131,0.996144,0.995501,0.995037,0.995403,0.996175,0.996087,0.996276,0.996485,0.996617
9,4,0,0.998167,0.998079,0.998124,0.998489,0.998727,0.99977,0.999376,0.999271,0.999805,1.00071,1.00006,1.00057,1.00029,0.998806,0.99848,0.998649,0.99848,0.99686,0.996483,0.996404,0.995698,0.995033,0.99529,0.996109,0.995911,0.996043,0.996237,0.996352
9,5,0,0.996896,0.996998,0.997078,0.997637,0.999128,1.00041,1.00023,1.00018,1.00072,1.00107,1.00055,1.00106,1.0011,0.999816,0.999225,0.999128,0.998562,0.996483,0.995956,0.995895,0.995121,0.994702,0.994824,0.995462,0.995069,0.994806,0.994959,0.995051
9,6,0,1.0026,1.00292,1.00311,1.00396,1.00593,1.00745,1.00721,1.00726,1.00759,1.00738,1.0063,1.00681,1.0058,1.00448,1.00489,1.00501,1.00426,1.00245,1.0015,1.00084,1.00016,0.999487,0.999572,1.00007,0.999306,0.998583,0.998605,0.998693
9,7,0,1.01247,1.01312,1.01348,1.01445,1.01675,1.01753,1.01708,1.01691,1.01711,1.01734,1.01597,1.01574,1.01397,1.01224,1.01227,1.01232,1.01123,1.0089,1.00694,1.00531,1.00444,1.00364,1.00353,1.00361,1.00304,1.00243,1.00241,1.00246
9,8,0,1.01051,1.01122,1.01159,1.01262,1.0143,1.01531,1.01458,1.01441,1.01485,1.01526,1.0138,1.01405,1.01213,1.01017,1.01001,1.00998,1.00929,1.00755,1.00532,1.00373,1.00257,1.00208,1.00225,1.00246,1.0021,1.00175,1.00179,1.00189
9,9,0,1.00958,1.01021,1.01054,1.01148,1.01315,1.01407,1.01326,1.01295,1.01332,1.01357,1.01227,1.0125,1.01045,1.00847,1.00825,1.00843,1.00825,1.00646,1.0046,1.00316,1.00216,1.00167,1.00186,1.00223,1.00192,1.00167,1.00173,1.00187
9,10,0,1.00901,1.0096,1.00984,1.01079,1.01226,1.0131,1.01223,1.01187,1.01223,1.01251,1.01126,1.01145,1.00938,1.00753,1.00729,1.0074,1.00727,1.00537,1.00368,1.00229,1.00147,1.00091,1.00116,1.00158,1.00129,1.00113,1.0012,1.00135
9,11,0,1.00868,1.00927,1.00952,1.01044,1.01172,1.01247,1.0116,1.0113,1.0115,1.01174,1.01043,1.01056,1.00856,1.00674,1.00656,1.00671,1.00678,1.00482,1.00329,1.00202,1.00112,1.00061,1.00099,1.00142,1.00109,1.00087,1.00086,1.001
9,12,0,1.00764,1.00839,1.0087,1.0096,1.01079,1.01131,1.01031,1.00987,1.01002,1.01022,1.00884,1.00892,1.00698,1.00514,1.00502,1.00543,1.00551,1.00372,1.00226,1.0011,1.00016,0.999632,1.00002,1.0005,1.00028,1.00008,1.00003,1.00017
9,13,0,1.00768,1.00836,1.00862,1.00944,1.01033,1.01067,1.00964,1.00919,1.0093,1.00946,1.00814,1.00833,1.00653,1.00468,1.00465,1.0052,1.0053,1.00362,1.00215,1.00099,1,0.999492,0.999891,1.00042,1.00022,1.00004,1.00002,1.00015
9,14,0,1.00999,1.01058,1.01082,1.01154,1.01192,1.01204,1.01089,1.01034,1.0104,1.01054,1.00924,1.00953,1.0077,1.00581,1.00569,1.00621,1.00624,1.00466,1.00324,1.00214,1.00121,1.00068,1.00106,1.00171,1.00154,1.00141,1.00142,1.00155
9,15,0,1.00659,1.00727,1.00759,1.0084,1.0092,1.00946,1.00847,1.008,1.00818,1.0084,1.00743,1.00786,1.00631,1.00468,1.00482,1.00554,1.00571,1.00431,1.00304,1.00198,1.00111,1.00075,1.00111,1.00192,1.00174,1.00163,1.00164,1.00177
9,16,0,1.00464,1.00534,1.00574,1.0066,1.00755,1.00775,1.0068,1.00636,1.00657,1.00676,1.00567,1.00598,1.00437,1.00279,1.00291,1.00365,1.00387,1.00277,1.00166,1.00074,1.00002,0.999683,1.00022,1.00104,1.00089,1.0008,1.00082,1.00096
9,17,0,1.00635,1.00697,1.0073,1.00803,1.00918,1.00917,1.00811,1.00753,1.00734,1.0073,1.00591,1.00624,1.00442,1.00281,1.00285,1.0035,1.0036,1.00268,1.00181,1.00107,1.00032,0.999894,1.00031,1.00116,1.00104,1.00099,1.00099,1.00113
9,18,0,1.00579,1.00654,1.00683,1.00758,1.00872,1.00849,1.00771,1.00716,1.00699,1.00681,1.00533,1.0055,1.00383,1.0022,1.00225,1.00266,1.00287,1.00212,1.00128,1.00038,0.999741,0.9992,0.999697,1.00051,1.00043,1.00038,1.00042,1.00057
9,19,0,1.00399,1.00476,1.00506,1.00583,1.00719,1.00702,1.00635,1.00577,1.00567,1.00555,1.00424,1.00441,1.00282,1.0013,1.00143,1.00203,1.0022,1.00149,1.00078,0.999869,0.99923,0.998866,0.999595,1.00036,1.00023,1.00026,1.00029,1.00044
9,20,0,1.00629,1.00691,1.00711,1.00777,1.00843,1.00823,1.00756,1.00692,1.00687,1.00669,1.00559,1.00617,1.00471,1.00319,1.00334,1.00393,1.00413,1.00336,1.0027,1.00181,1.00118,1.00074,1.0013,1.00213,1.00189,1.00192,1.00194,1.00208
9,21,0,1.00311,1.00337,1.00341,1.00406,1.00429,1.00409,1.00332,1.00279,1.00316,1.00313,1.0026,1.00328,1.00218,1.00082,1.00103,1.00175,1.00193,1.00164,1.00101,1.0004,0.999755,0.99946,1.00025,1.00134,1.00118,1.00126,1.00125,1.00136
9,22,0,1.00052,1.00066,1.00068,1.00133,1.0013,1.00113,1.0004,0.999865,1.0001,1.00039,1.00008,1.00118,1.00141,1.00031,0.999658,1.00022,1.00009,0.999714,0.998878,0.998566,0.99801,0.997808,0.998626,0.999743,0.999696,0.999892,0.999815,0.999921
9,23,0,1.00058,1.00069,1.00059,1.0012,1.00108,1.0014,1.0008,1.00027,1.00049,1.00094,1.00029,1.00143,1.00133,1.00022,0.999367,0.999763,0.999444,0.998565,0.997679,0.997812,0.997683,0.997225,0.997859,0.999101,0.999001,0.999263,0.999123,0.999227
10,0,0,1.0001,0.999696,0.999698,0.999222,1.00094,1.00177,1.00166,1.00174,1.00197,1.00264,1.0031,1.00311,1.00256,1.00181,1.00164,1.00143,1.00151,1.00192,1.00106,0.999831,0.999081,0.999229,0.99939,0.999371,0.999454,0.999435,0.999787,0.99994
10,1,0,1.00044,1.00012,1.00014,0.999757,1.00154,1.00244,1.00231,1.00249,1.00283,1.00342,1.0041,1.00392,1.00337,1.00269,1.00252,1.00232,1.00238,1.00248,1.00155,1.00038,0.999639,0.999764,0.999892,0.999774,0.999839,0.999804,1.00012,1.00026
10,2,0,1.00068,1.00043,1.00045,1.00009,1.00192,1.00286,1.00273,1.00293,1.00333,1.00392,1.00467,1.00445,1.00386,1.00312,1.00297,1.00271,1.00262,1.0026,1.00164,1.00056,0.999807,0.999941,1.00007,0.999934,1.00002,0.999971,1.00028,1.00042
10,3,0,1.00051,1.00034,1.00036,1.00002,1.00179,1.00273,1.00259,1.0028,1.00318,1.00382,1.00463,1.00439,1.0038,1.00306,1.00291,1.00258,1.00244,1.00242,1.0015,1.00039,0.9997,0.999879,1.00002,0.999866,0.999944,0.999907,1.00019,1.00032
10,4,0,0.999098,0.998988,0.998992,0.998785,1.00076,1.00178,1.00176,1.00199,1.00235,1.00303,1.00381,1.00371,1.00322,1.0026,1.00251,1.00228,1.00222,1.0022,1.00121,0.999981,0.999207,0.999021,0.999167,0.998967,0.999008,0.998948,0.999228,0.99935
10,5,0,0.998977,0.998965,0.999004,0.998991,1.00218,1.00363,1.00359,1.0036,1.00359,1.00388,1.00434,1.00415,1.0039,1.00345,1.00327,1.00279,1.00233,1.00183,1.00034,0.998947,0.998114,0.997712,0.99773,0.997527,0.997437,0.996888,0.997201,0.997301
10,6,0,1.00361,1.00357,1.00357,1.00383,1.00793,1.00999,1.01015,1.01029,1.01029,1.01036,1.01028,1.00972,1.00933,1.00837,1.00798,1.00813,1.00765,1.00681,1.00481,1.00307,1.00206,1.00169,1.00136,1.001,1.00069,1.00019,1.00051,1.00058
10,7,0,1.01161,1.01195,1.01228,1.01266,1.01668,1.01828,1.0182,1.01814,1.01827,1.01852,1.01773,1.01684,1.01607,1.01505,1.01445,1.01435,1.01334,1.01216,1.00917,1.00691,1.00544,1.00501,1.00439,1.00407,1.00393,1.00366,1.00391,1.00395
10,8,0,1.00954,1.00999,1.01037,1.01076,1.01348,1.01475,1.01438,1.01425,1.01468,1.0153,1.01477,1.01401,1.01352,1.01251,1.01222,1.01236,1.0113,1.01025,1.00746,1.00529,1.00389,1.00348,1.00303,1.00279,1.00266,1.00247,1.00271,1.00278
10,9,0,1.0079,1.00838,1.00876,1.00906,1.01152,1.01268,1.01234,1.01214,1.01254,1.01333,1.01282,1.01196,1.01145,1.01055,1.01043,1.01068,1.00996,1.00946,1.00685,1.00461,1.00331,1.00288,1.00265,1.00247,1.00238,1.00225,1.00248,1.00258
10,10,0,1.00765,1.00819,1.00854,1.00882,1.0112,1.01221,1.01185,1.01157,1.01194,1.0127,1.01225,1.0114,1.01085,1.00999,1.00987,1.01025,1.00955,1.00913,1.00652,1.00434,1.00299,1.00255,1.00235,1.00212,1.00208,1.00195,1.00219,1.00228
10,11,0,1.0072,1.00771,1.00805,1.00838,1.01072,1.01166,1.01131,1.01103,1.01136,1.01208,1.0116,1.01075,1.01014,1.0093,1.00917,1.00955,1.009,1.00863,1.0061,1.00393,1.00261,1.00219,1.00194,1.00172,1.00165,1.00156,1.00178,1.00186
10,12,0,1.00688,1.00744,1.00774,1.00805,1.01022,1.01098,1.01057,1.01027,1.01059,1.01138,1.01085,1.00993,1.00931,1.00843,1.00832,1.00884,1.00827,1.008,1.00556,1.0035,1.00225,1.00179,1.00167,1.00136,1.0013,1.00129,1.0015,1.00159
10,13,0,1.00509,1.00565,1.00596,1.0063,1.00858,1.00933,1.00886,1.00861,1.00893,1.00972,1.00928,1.00834,1.00768,1.00689,1.00679,1.00734,1.00692,1.00668,1.00427,1.00227,1.00109,1.00058,1.00053,1.00025,1.00022,1.00025,1.00046,1.00056
10,14,0,1.00419,1.00475,1.00504,1.00542,1.00783,1.00859,1.00807,1.00778,1.0081,1.00888,1.00844,1.00748,1.00687,1.006,1.00594,1.00663,1.00628,1.0062,1.00399,1.00206,1.00088,1.00049,1.00043,1.00019,1.00016,1.00024,1.00046,1.00056
10,15,0,1.00312,1.00369,1.00407,1.00448,1.00713,1.00792,1.0075,1.00725,1.00762,1.00838,1.00805,1.00709,1.00658,1.00573,1.00581,1.00656,1.00652,1.0066,1.00458,1.00277,1.00161,1.00136,1.00131,1.00117,1.0012,1.00127,1.00149,1.0016
10,16,0,1.00405,1.0046,1.00499,1.00539,1.0082,1.00908,1.00872,1.00845,1.00876,1.00951,1.0089,1.0079,1.00723,1.00638,1.00633,1.00705,1.00697,1.00699,1.00513,1.00339,1.00217,1.00188,1.00194,1.00182,1.00181,1.00185,1.00206,1.00219
10,17,0,1.00495,1.00545,1.00586,1.00616,1.00926,1.01,1.0096,1.00923,1.00931,1.00988,1.00921,1.00805,1.00737,1.00642,1.00611,1.00679,1.0065,1.00644,1.0046,1.00321,1.00203,1.00197,1.0021,1.00191,1.0019,1.00192,1.00212,1.00226
10,18,0,1.00444,1.00506,1.00553,1.00584,1.00904,1.00984,1.0095,1.00913,1.00919,1.00976,1.0091,1.00799,1.00731,1.00639,1.00611,1.00687,1.00659,1.00671,1.00484,1.00328,1.00212,1.00216,1.00239,1.00214,1.00212,1.00214,1.00238,1.00251
10,19,0,1.00471,1.00527,1.00571,1.00596,1.0091,1.0098,1.00946,1.00903,1.00906,1.00964,1.00898,1.00788,1.00718,1.00625,1.00597,1.00664,1.00624,1.0065,1.00474,1.00316,1.00192,1.0019,1.00216,1.00203,1.00202,1.00207,1.0023,1.00241
10,20,0,1.00603,1.00651,1.00685,1.00689,1.00934,1.00995,1.00953,1.00913,1.00927,1.00996,1.00982,1.00897,1.00841,1.00764,1.00765,1.00829,1.00793,1.00822,1.00658,1.00511,1.00393,1.0037,1.00401,1.00393,1.00392,1.00394,1.00414,1.00421
10,21,0,1.00491,1.00495,1.00505,1.00505,1.00705,1.00731,1.00684,1.00677,1.00696,1.00771,1.00796,1.00727,1.00689,1.00614,1.00629,1.00696,1.00681,1.0071,1.00598,1.00461,1.00343,1.00326,1.00351,1.00334,1.00336,1.00338,1.00357,1.00365
10,22,0,1.00307,1.00327,1.00337,1.00341,1.00549,1.0057,1.00517,1.00514,1.00549,1.00639,1.00675,1.00633,1.00599,1.00567,1.00629,1.00601,1.00592,1.00593,1.00493,1.00365,1.00274,1.00264,1.00283,1.00259,1.00262,1.00261,1.00271,1.0028
10,23,0,1.00176,1.00209,1.00221,1.00237,1.00458,1.005,1.00455,1.00454,1.00493,1.00572,1.00634,1.00614,1.0057,1.00525,1.00567,1.0056,1.00553,1.00551,1.00483,1.00355,1.00293,1.00299,1.0031,1.00294,1.00294,1.00291,1.00298,1.00308
11,0,0,0.997857,0.997339,0.99756,0.99795,0.998777,0.999778,1.00021,1.00021,1.00032,1.00052,1.00102,1.00058,1.00031,1.0008,1.00109,1.00024,1.0004,1.00035,1.00065,1.00038,1.00062,0.998986,0.998807,0.998707,0.998957,0.999023,0.99918,0.999315
11,1,0,0.997519,0.997073,0.997341,0.99776,0.998668,0.99983,1.00032,1.00032,1.00046,1.00068,1.00113,1.00076,1.00045,1.00095,1.00123,1.00048,1.00059,1.00064,1.00109,1.00078,1.00091,0.999077,0.998911,0.998749,0.998988,0.999026,0.999199,0.999346
11,2,0,0.997926,0.997497,0.997798,0.99819,0.999082,1.00032,1.00085,1.00086,1.00097,1.00121,1.0017,1.00125,1.00095,1.00136,1.00165,1.00092,1.00111,1.00102,1.00157,1.00117,1.00133,0.999527,0.999337,0.999131,0.999308,0.999325,0.999477,0.999608
11,3,0,0.99753,0.997126,0.997437,0.997823,0.998802,1.00011,1.00069,1.00073,1.00075,1.00101,1.00153,1.00111,1.00091,1.00138,1.0017,1.00098,1.00113,1.00106,1.00165,1.00126,1.00133,0.999463,0.99924,0.998987,0.999154,0.99913,0.999285,0.999415
11,4,0,0.994046,0.993745,0.994177,0.994712,0.99604,0.997351,0.998039,0.99813,0.997939,0.998127,0.998606,0.998385,0.998394,0.998996,0.999487,0.998887,0.999113,0.999108,0.999829,0.999419,0.999367,0.9973,0.996975,0.996682,0.996831,0.996743,0.9969,0.997034
11,5,0,0.990979,0.991036,0.991646,0.992527,0.995084,0.996292,0.997232,0.997356,0.997353,0.997494,0.997895,0.997632,0.997594,0.998165,0.998577,0.997618,0.997467,0.997396,0.998229,0.998227,0.998265,0.996025,0.995408,0.99473,0.994756,0.994271,0.994408,0.99454
11,6,0,0.995648,0.995742,0.996307,0.997276,1.00054,1.00242,1.00333,1.00341,1.00353,1.00369,1.00387,1.00351,1.003,1.00338,1.00302,1.00228,1.00243,1.00223,1.00319,1.0033,1.00341,1.00169,1.001,1.00016,0.999877,0.99893,0.998972,0.999043
11,7,0,1.00385,1.00428,1.00496,1.00593,1.00919,1.01049,1.01117,1.01122,1.01119,1.01145,1.0115,1.01094,1.01004,1.01008,1.00941,1.0082,1.00833,1.00725,1.0076,1.0072,1.00712,1.0049,1.00436,1.00354,1.00322,1.00207,1.00214,1.00214
11,8,0,1.00154,1.00195,1.0026,1.00344,1.00587,1.00736,1.00768,1.00779,1.00782,1.00793,1.00768,1.0071,1.00638,1.00681,1.00636,1.00534,1.00552,1.00447,1.00433,1.00375,1.00375,1.00212,1.00164,1.00092,1.00063,0.999747,0.999846,0.999879
11,9,0,1.00349,1.00378,1.0043,1.00493,1.00676,1.00792,1.00819,1.00812,1.00799,1.00803,1.0076,1.00724,1.00673,1.00712,1.00661,1.00562,1.00577,1.00493,1.00472,1.00431,1.00437,1.00285,1.0022,1.00146,1.00121,1.00055,1.00066,1.00073
11,10,0,1.00496,1.0052,1.00566,1.00618,1.0077,1.00867,1.00889,1.00875,1.00858,1.00859,1.00814,1.00775,1.00733,1.00782,1.00724,1.00633,1.00652,1.00567,1.00522,1.00473,1.00463,1.00306,1.00257,1.00188,1.00166,1.00104,1.0011,1.00119
11,11,0,1.00398,1.00417,1.0046,1.00509,1.0066,1.00763,1.00784,1.00767,1.00745,1.00746,1.00704,1.00666,1.00622,1.0067,1.00611,1.00514,1.00536,1.00455,1.00408,1.00376,1.00378,1.00228,1.00183,1.00116,1.00102,1.00045,1.00055,1.00064
11,12,0,1.00051,1.00081,1.00135,1.00185,1.00352,1.00459,1.00485,1.00471,1.00454,1.00452,1.00413,1.00356,1.00309,1.00359,1.0031,1.00209,1.0024,1.00175,1.00146,1.00122,1.00137,1.00008,0.999659,0.999034,0.998916,0.998436,0.998558,0.998661
11,13,0,0.997841,0.998202,0.998786,0.999338,1.00115,1.0023,1.00259,1.0025,1.00234,1.00231,1.00168,1.00104,1.00055,1.00108,1.00057,0.999594,0.999902,0.999413,0.999272,0.999212,0.999636,0.998357,0.998026,0.997485,0.997413,0.996941,0.997086,0.99718
11,14,0,0.997446,0.997802,0.998368,0.998926,1.00074,1.00191,1.00224,1.00215,1.00202,1.00197,1.0014,1.0008,1.00034,1.00077,1.00032,0.999291,0.99969,0.999283,0.99923,0.999196,0.999525,0.998351,0.998083,0.997569,0.997531,0.997077,0.997197,0.997284
11,15,0,0.997832,0.998119,0.998638,0.999182,1.00111,1.00229,1.00263,1.00261,1.0025,1.00245,1.00197,1.00134,1.00091,1.00139,1.0009,1,1.00066,1.00035,1.00044,1.0005,1.00081,0.99985,0.999444,0.999043,0.999027,0.998665,0.998766,0.998855
11,16,0,0.998926,0.999173,0.999654,1.00017,1.00215,1.00322,1.00355,1.00354,1.00341,1.00334,1.0029,1.00237,1.00194,1.00227,1.00169,1.00085,1.00155,1.00109,1.00115,1.00118,1.00147,1.00076,1.0004,0.999969,0.999968,0.999728,0.999798,0.999938
11,17,0,0.999221,0.999367,0.999778,1.00032,1.00254,1.00358,1.00406,1.004,1.00371,1.00351,1.00309,1.00255,1.00203,1.00221,1.00155,1.00058,1.00131,1.00083,1.00091,1.00092,1.0013,1.00056,1.00019,0.999867,0.999973,0.999808,0.999892,1.00003
11,18,0,0.998071,0.998306,0.998747,0.999235,1.00154,1.0026,1.00302,1.0029,1.00259,1.00237,1.0019,1.00133,1.00088,1.00101,1.00051,0.999635,1.00044,1.00002,1.00032,1.00056,1.00096,1.0003,1.00009,0.999741,0.999926,0.999818,0.999912,1.00007
11,19,0,1.0023,1.00239,1.00279,1.00309,1.00465,1.00516,1.0055,1.0052,1.00475,1.00442,1.00411,1.00376,1.00328,1.00336,1.00288,1.00198,1.00263,1.00207,1.00233,1.00259,1.00259,1.00185,1.00156,1.00116,1.00133,1.00111,1.00122,1.00135
11,20,0,1.00174,1.00175,1.00215,1.00229,1.00369,1.00416,1.00433,1.00405,1.00372,1.00358,1.00354,1.00326,1.00275,1.00323,1.00275,1.0017,1.00222,1.00194,1.00239,1.00241,1.00234,1.00152,1.00142,1.0011,1.00119,1.00115,1.00125,1.00137
11,21,0,0.999808,0.999656,0.999931,1.00007,1.00128,1.00176,1.00179,1.00165,1.00144,1.00132,1.00143,1.00124,1.00108,1.00177,1.0015,1.00064,1.00111,1.00084,1.00139,1.00131,1.00136,1.00078,1.00066,1.00019,1.00038,1.00024,1.00033,1.00045
11,22,0,0.997651,0.997447,0.997728,0.997915,0.999127,0.999811,1.00004,0.999954,0.99979,0.99984,1.00001,1.00001,0.999889,1.00045,1.0009,1.00022,1.00003,0.999407,1.00051,1.00038,1.00071,1.00012,0.999862,0.999535,0.999865,0.999585,0.999676,0.999794
11,23,0,0.996715,0.996516,0.996793,0.99697,0.998,0.99903,0.999328,0.999249,0.999172,0.999164,0.999531,0.999413,0.999189,0.999712,1.00014,0.999463,0.999442,0.998869,0.999936,0.999917,1.00064,1.00017,1.00009,0.999792,1.00005,0.99993,0.999982,1.00009
12,0,0,1.0006,1.0009,1.00092,1.00119,1.00254,1.00277,1.00288,1.00264,1.00239,1.00168,1.00054,1.00106,1.00202,1.00228,1.00152,1.00065,1.00054,1.00109,1.00065,1.00165,1.00207,1.00247,1.00167,1.00168,1.00158,1.00192,1.00202,1.00207
12,1,0,0.999646,0.9999,0.999935,1.0002,1.00171,1.002,1.00217,1.00194,1.00174,1.00111,0.999957,1.00046,1.00149,1.0018,1.00101,1.00019,1.00012,1.00071,1.00015,1.00118,1.00157,1.00197,1.00113,1.0012,1.00111,1.00141,1.00152,1.00157
12,2,0,1.0003,1.00059,1.00064,1.00091,1.00236,1.00265,1.00285,1.00264,1.00246,1.00185,1.00068,1.00117,1.00221,1.00251,1.00167,1.00075,1.00058,1.00111,1.00053,1.00158,1.00198,1.00242,1.00156,1.00162,1.00151,1.00179,1.00188,1.00192
12,3,0,0.999535,0.999811,0.999901,1.00018,1.00168,1.002,1.00224,1.00204,1.00186,1.00121,1.00013,1.00062,1.00167,1.00199,1.00114,1.00029,1.00013,1.00066,1.00015,1.00121,1.00166,1.00215,1.00126,1.00133,1.00119,1.00146,1.00153,1.00156
12,4,0,0.997492,0.997809,0.997985,0.998343,1.00008,1.00047,1.00086,1.00071,1.0004,0.999767,0.998689,0.999311,1.00036,1.0008,1.00003,0.99922,0.999104,0.999655,0.99926,1.00022,1.00059,1.00081,0.999766,0.999797,0.999653,0.999903,0.99997,1
12,5,0,0.996855,0.997478,0.997925,0.998486,1.00094,1.00095,1.00142,1.00115,1.00076,1.00002,0.998854,0.999331,1.00033,1.00058,1.00001,0.999171,0.998751,0.999291,0.998601,0.999412,0.999633,0.999852,0.998873,0.998726,0.998471,0.998544,0.9986,0.998638
12,6,0,1.00235,1.00289,1.00319,1.00395,1.00757,1.00797,1.00841,1.00817,1.00771,1.00703,1.00583,1.00604,1.00662,1.00575,1.00529,1.00492,1.00471,1.00432,1.00344,1.00423,1.00458,1.00462,1.00356,1.00301,1.00262,1.0024,1.00248,1.00253
12,7,0,1.00755,1.00827,1.00869,1.00971,1.01349,1.01345,1.01387,1.01369,1.01335,1.01263,1.0111,1.01127,1.01142,1.0102,1.0095,1.00916,1.00898,1.00834,1.00691,1.00741,1.00741,1.00738,1.00641,1.00577,1.00543,1.00505,1.00505,1.00509
12,8,0,1.00402,1.00483,1.00527,1.00621,1.0091,1.00946,1.00965,1.00974,1.00965,1.009,1.00759,1.008,1.00821,1.00723,1.00662,1.00644,1.00643,1.00562,1.00435,1.00495,1.00503,1.00508,1.00408,1.00362,1.00331,1.00294,1.00295,1.00302
12,9,0,1.00495,1.00556,1.00588,1.00668,1.00893,1.00905,1.00889,1.00879,1.00863,1.00781,1.0065,1.00721,1.00741,1.00644,1.00583,1.00558,1.0057,1.00501,1.00407,1.00482,1.00492,1.00491,1.00402,1.00362,1.00336,1.00306,1.00307,1.00314
12,10,0,1.0078,1.00821,1.00836,1.00906,1.01092,1.01073,1.01041,1.01023,1.00996,1.00903,1.00806,1.00888,1.0091,1.00812,1.00755,1.00726,1.00732,1.00676,1.0058,1.00647,1.00655,1.00655,1.00567,1.00521,1.00496,1.00469,1.00474,1.00478
12,11,0,1.00543,1.0059,1.00606,1.00682,1.00895,1.00892,1.00867,1.00851,1.00814,1.00721,1.00638,1.00728,1.0076,1.00673,1.00614,1.00584,1.00601,1.00562,1.00482,1.00552,1.00569,1.00568,1.00487,1.00442,1.00419,1.00392,1.00398,1.00401
12,12,0,1.00277,1.00334,1.00356,1.00425,1.00638,1.00642,1.00612,1.00595,1.00554,1.00454,1.00353,1.00445,1.00486,1.00404,1.00347,1.00313,1.00349,1.00325,1.00262,1.00341,1.00361,1.00377,1.00303,1.00264,1.00234,1.00208,1.00217,1.0022
12,13,0,1.0013,1.00192,1.00213,1.00284,1.00507,1.00514,1.00485,1.00473,1.00435,1.00337,1.0022,1.00321,1.00365,1.00281,1.00231,1.00209,1.00247,1.0024,1.00192,1.00272,1.00294,1.00313,1.00244,1.00202,1.00169,1.00148,1.00155,1.00159
12,14,0,1.001,1.00156,1.00178,1.00249,1.00483,1.00488,1.00467,1.0045,1.00417,1.00321,1.00215,1.00312,1.0035,1.0027,1.00209,1.00192,1.00235,1.00237,1.00191,1.0027,1.00292,1.00318,1.00259,1.00218,1.0019,1.00168,1.00173,1.00177
12,15,0,1.0016,1.00207,1.00224,1.00292,1.00527,1.00537,1.00522,1.0051,1.00478,1.00383,1.00289,1.00396,1.00436,1.00358,1.00311,1.00293,1.00342,1.00339,1.00313,1.00398,1.00421,1.00435,1.00384,1.00348,1.00327,1.00314,1.00316,1.0032
12,16,0,1.00168,1.00216,1.00232,1.00296,1.00531,1.00539,1.00526,1.00511,1.00483,1.0039,1.00305,1.00412,1.00455,1.00386,1.00351,1.00328,1.00381,1.00395,1.00371,1.00461,1.00491,1.00496,1.00445,1.00411,1.00397,1.00385,1.00384,1.0039
12,17,0,1.00404,1.00454,1.00471,1.00526,1.00761,1.00715,1.00706,1.00669,1.00609,1.00499,1.00406,1.00502,1.00538,1.00449,1.00395,1.00349,1.00385,1.00391,1.00362,1.00452,1.00475,1.00488,1.00438,1.00408,1.00398,1.00388,1.00389,1.00395
12,18,0,1.00291,1.00346,1.00366,1.00428,1.00661,1.00615,1.00597,1.00554,1.00489,1.00386,1.00289,1.00395,1.00436,1.00341,1.00296,1.00254,1.00309,1.00321,1.00313,1.00409,1.00444,1.00464,1.00416,1.00386,1.00377,1.00371,1.00369,1.00373
