Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14
-2519.74,-762.762,-4571.99,-1299.25,-1498.46,-107.733,3214.47,-2990.63,728.599,1488.17,-2432.11,-4236.69,-1620.74,1430.87
-2458.11,-714.792,-4700.64,-1017.98,-1277.88,-58.8948,3062.49,-3269.5,666.207,1302.57,-2761.91,-4216.58,-1099.55,2131.93
-2804.06,-1848.13,-4533.64,-662.155,-1398.69,-101.265,3334.79,-3565.34,808.039,1869.57,-2180.42,-4619.38,-953.231,2145.94
-3600.02,-3186.44,-4229.99,136.852,-2195.8,154.006,1993.94,-3687.7,649.679,2392.27,-1373.81,-4058.13,-812.634,1836.94
-3539.87,-2773.96,-3692.79,497.426,-1552.24,-833.484,910.687,-3256.44,1379.63,1782.12,-887.829,-2838.18,-265.144,1502.47
-1701.45,-1195.69,-1179.24,-158.998,-9.6104,1610.43,47.68,-1923.57,3367.14,-168.197,-3149.63,-355.538,1557.99,-949.535
-1183.36,-847.815,-788.237,12.1426,-341.48,890.91,-34.3381,-1305.37,3493.7,321.331,-2993.09,6.44854,1218.54,-983.77
-1003.5,-668.254,-626.924,119.201,-312.529,856.312,188.201,-1305.88,3635.92,328.302,-3046.77,112.843,1194.78,-641.482
-839.563,-475.61,-413.238,109.197,-233.692,1012.4,284.055,-1368.17,3462.62,355.413,-2925.74,297.158,1328.88,-169.142
-691.279,-413.296,-306.517,273.765,-509.917,1482.89,175.643,-1608.99,3323.53,270.139,-2309.71,359.754,1739.16,153.938
-841.436,-388.739,-434.993,-0.996689,-1531.32,1301.41,-36.1598,-2089.95,2026.89,-1117.9,-2350.87,395.249,1255.15,429.944
-1399.21,-1002.32,-1441.07,-2567,263.269,3266.8,-776.378,-2412.82,2252.53,-1369.85,-2699.02,-1482.14,1164.67,537.031
-1806.98,-1153.86,-1547.13,-1970.85,316.572,2405.72,-465.245,-2546.62,2331.18,-2122.31,-3191.07,-2735.2,1648.62,-307.744
-2187.08,-1495.72,-1540.86,-2247.62,-521.461,2231.71,-693.117,-2976.44,1863.67,-1950.03,-3048.68,-2801.11,1431.69,805.342
-2468.08,-1644.29,-1849.23,-4337.6,-1702.9,2153.64,-1450.9,-2417.61,1936.64,-1473.25,-4138.34,-2625.09,1107.95,936.768
-2538.28,-1851.89,-1914.11,-4543.76,-3673.68,2247.41,-1100.35,-2505.92,1929.21,-1182.63,-4561.48,-2588.17,1173.13,462.363
-2601.41,-2056.77,-1963.36,-4556.69,-3771.02,2430.75,-984.199,-1851.62,2226.63,-763.12,-4603.08,-2961.06,1118,185.442
-2406.68,-2196.24,-2605.65,-4208.91,-3693.89,2180.83,-654.904,-1706.63,2116.78,-1885.09,-4058.22,-2618.45,1547.98,-468.112
-2437.68,-2370.84,-2557.23,-4341.23,-3677.45,377.773,-396.485,-1810.64,2077.16,-1915.76,-3608.14,-2372.41,652.646,-315.831
-2517.96,-2609.02,-2097.72,-4351.9,-3469.7,-448.498,-219.243,-1446.62,815.214,-1986.39,-3912.62,-1954.6,-158.662,-313.002
-2460.8,-2708.29,-1569.62,-4323.4,-3369.58,240.813,-113.222,-1261.94,381.443,-1952.35,-3717.44,-2124.55,-595.977,-279.654
-2344.28,-2792.36,-1471.79,-4346.72,-3392.46,1037.65,-172.93,-833.734,780.601,-1865.01,-3697.21,-1714.18,-813.888,-198.268
-2564.66,-3132.81,-1562,-2736.28,-2666.25,3146.89,-327.359,-732.949,2466.91,-2277.49,-4098.04,-1940.99,-207.786,-577.756
-2620.87,-3831.3,-1679.24,-1275.13,-641.407,2866.45,-101.718,276.475,1881.85,-2152.41,-4363.61,-1557.17,706.963,-1129.38
-762.762,-4571.99,-1299.25,-1498.46,-107.733,3214.47,658.743,728.599,1488.17,-2432.11,-4236.69,-1620.74,1430.87,-955.208
-714.792,-4700.64,-1017.98,-1277.88,-58.8948,3062.49,402.374,666.207,1302.57,-2761.91,-4216.58,-1099.55,2131.93,-47.6425
-1848.13,-4533.64,-662.155,-1398.69,-101.265,3334.79,67.5987,808.039,1869.57,-2180.42,-4619.38,-953.231,2145.94,282.638
-3186.44,-4229.99,136.852,-2195.8,154.006,1993.94,-160.72,649.679,2392.27,-1373.81,-4058.13,-812.634,1836.94,-81.4205
-2773.96,-3692.79,497.426,-1552.24,-833.484,910.687,99.4273,1379.63,1782.12,-887.829,-2838.18,-265.144,1502.47,-80.3791
-1195.69,-1179.24,-158.998,-9.6104,1610.43,47.68,-521.066,3367.14,-168.197,-3149.63,-355.538,1557.99,-949.535,-1795.59
-847.815,-788.237,12.1426,-341.48,890.91,-34.3381,54.8818,3493.7,321.331,-2993.09,6.44854,1218.54,-983.77,-1443.67
-668.254,-626.924,119.201,-312.529,856.312,188.201,38.7491,3635.92,328.302,-3046.77,112.843,1194.78,-641.482,-1256.85
-475.61,-413.238,109.197,-233.692,1012.4,284.055,-26.805,3462.62,355.413,-2925.74,297.158,1328.88,-169.142,-948.227
-413.296,-306.517,273.765,-509.917,1482.89,175.643,-260.77,3323.53,270.139,-2309.71,359.754,1739.16,153.938,-817.219
-388.739,-434.993,-0.996689,-1531.32,1301.41,-36.1598,-723.445,2026.89,-1117.9,-2350.87,395.249,1255.15,429.944,-833.39
-1002.32,-1441.07,-2567,263.269,3266.8,-776.378,-1009.22,2252.53,-1369.85,-2699.02,-1482.14,1164.67,537.031,-1236.2
-1153.86,-1547.13,-1970.85,316.572,2405.72,-465.245,-1094.9,2331.18,-2122.31,-3191.07,-2735.2,1648.62,-307.744,-1810.65
-1495.72,-1540.86,-2247.62,-521.461,2231.71,-693.117,-1469.84,1863.67,-1950.03,-3048.68,-2801.11,1431.69,805.342,-2259.94
-1644.29,-1849.23,-4337.6,-1702.9,2153.64,-1450.9,-876.921,1936.64,-1473.25,-4138.34,-2625.09,1107.95,936.768,-2386.48
-1851.89,-1914.11,-4543.76,-3673.68,2247.41,-1100.35,-961.153,1929.21,-1182.63,-4561.48,-2588.17,1173.13,462.363,-2545.55
-2056.77,-1963.36,-4556.69,-3771.02,2430.75,-984.199,-317.924,2226.63,-763.12,-4603.08,-2961.06,1118,185.442,-2851.96
-2196.24,-2605.65,-4208.91,-3693.89,2180.83,-654.904,-197.757,2116.78,-1885.09,-4058.22,-2618.45,1547.98,-468.112,-2819.8
-2370.84,-2557.23,-4341.23,-3677.45,377.773,-396.485,-327.403,2077.16,-1915.76,-3608.14,-2372.41,652.646,-315.831,-2575.65
-2609.02,-2097.72,-4351.9,-3469.7,-448.498,-219.243,20.0752,815.214,-1986.39,-3912.62,-1954.6,-158.662,-313.002,-2472.93
-2708.29,-1569.62,-4323.4,-3369.58,240.813,-113.222,195.491,381.443,-1952.35,-3717.44,-2124.55,-595.977,-279.654,-2419.63
-2792.36,-1471.79,-4346.72,-3392.46,1037.65,-172.93,632.891,780.601,-1865.01,-3697.21,-1714.18,-813.888,-198.268,-2432.31
-3132.81,-1562,-2736.28,-2666.25,3146.89,-327.359,765.276,2466.91,-2277.49,-4098.04,-1940.99,-207.786,-577.756,-2592.03
-3831.3,-1679.24,-1275.13,-641.407,2866.45,-101.718,1829.31,1881.85,-2152.41,-4363.61,-1557.17,706.963,-1129.38,-2823.59
-4571.99,-1299.25,-1498.46,-107.733,3214.47,658.743,2332.7,1488.17,-2432.11,-4236.69,-1620.74,1430.87,-955.208,-3571.11
-4700.64,-1017.98,-1277.88,-58.8948,3062.49,402.374,2301.48,1302.57,-2761.91,-4216.58,-1099.55,2131.93,-47.6425,-2856.84
-4533.64,-662.155,-1398.69,-101.265,3334.79,67.5987,2433.76,1869.57,-2180.42,-4619.38,-953.231,2145.94,282.638,-3140.89
-4229.99,136.852,-2195.8,154.006,1993.94,-160.72,2219.77,2392.27,-1373.81,-4058.13,-812.634,1836.94,-81.4205,-2984.36
-3692.79,497.426,-1552.24,-833.484,910.687,99.4273,2870.55,1782.12,-887.829,-2838.18,-265.144,1502.47,-80.3791,-2599.74
-1179.24,-158.998,-9.6104,1610.43,47.68,-521.066,2591.23,-168.197,-3149.63,-355.538,1557.99,-949.535,-1795.59,926.818
-788.237,12.1426,-341.48,890.91,-34.3381,54.8818,2738.07,321.331,-2993.09,6.44854,1218.54,-983.77,-1443.67,1005.98
-626.924,119.201,-312.529,856.312,188.201,38.7491,2886.39,328.302,-3046.77,112.843,1194.78,-641.482,-1256.85,1224.04
-413.238,109.197,-233.692,1012.4,284.055,-26.805,2710.12,355.413,-2925.74,297.158,1328.88,-169.142,-948.227,1329.41
-306.517,273.765,-509.917,1482.89,175.643,-260.77,2556.63,270.139,-2309.71,359.754,1739.16,153.938,-817.219,1481.37
-434.993,-0.996689,-1531.32,1301.41,-36.1598,-723.445,1203.08,-1117.9,-2350.87,395.249,1255.15,429.944,-833.39,1198.46
-1441.07,-2567,263.269,3266.8,-776.378,-1009.22,1317.21,-1369.85,-2699.02,-1482.14,1164.67,537.031,-1236.2,998.014
-1547.13,-1970.85,316.572,2405.72,-465.245,-1094.9,1314.67,-2122.31,-3191.07,-2735.2,1648.62,-307.744,-1810.65,1068.95
-1540.86,-2247.62,-521.461,2231.71,-693.117,-1469.84,826.743,-1950.03,-3048.68,-2801.11,1431.69,805.342,-2259.94,123.569
-1849.23,-4337.6,-1702.9,2153.64,-1450.9,-876.921,911.886,-1473.25,-4138.34,-2625.09,1107.95,936.768,-2386.48,-763.087
-1914.11,-4543.76,-3673.68,2247.41,-1100.35,-961.153,919.958,-1182.63,-4561.48,-2588.17,1173.13,462.363,-2545.55,-654.92
-1963.36,-4556.69,-3771.02,2430.75,-984.199,-317.924,1236.43,-763.12,-4603.08,-2961.06,1118,185.442,-2851.96,-339.94
-2605.65,-4208.91,-3693.89,2180.83,-654.904,-197.757,1148.85,-1885.09,-4058.22,-2618.45,1547.98,-468.112,-2819.8,-97.2763
-2557.23,-4341.23,-3677.45,377.773,-396.485,-327.403,1124.09,-1915.76,-3608.14,-2372.41,652.646,-315.831,-2575.65,-947.665
-2097.72,-4351.9,-3469.7,-448.498,-219.243,20.0752,-122.969,-1986.39,-3912.62,-1954.6,-158.662,-313.002,-2472.93,-1566.25
-1569.62,-4323.4,-3369.58,240.813,-113.222,195.491,-544.261,-1952.35,-3717.44,-2124.55,-595.977,-279.654,-2419.63,-1775.93
-1471.79,-4346.72,-3392.46,1037.65,-172.93,632.891,-142.546,-1865.01,-3697.21,-1714.18,-813.888,-198.268,-2432.31,-1486.91
-1562,-2736.28,-2666.25,3146.89,-327.359,765.276,1528.73,-2277.49,-4098.04,-1940.99,-207.786,-577.756,-2592.03,-533.969
-1679.24,-1275.13,-641.407,2866.45,-101.718,1829.31,928.611,-2152.41,-4363.61,-1557.17,706.963,-1129.38,-2823.59,246.419
-1299.25,-1498.46,-107.733,3214.47,658.743,2332.7,523.756,-2432.11,-4236.69,-1620.74,1430.87,-955.208,-3571.11,219.235
-1017.98,-1277.88,-58.8948,3062.49,402.374,2301.48,336.807,-2761.91,-4216.58,-1099.55,2131.93,-47.6425,-2856.84,234.687
-662.155,-1398.69,-101.265,3334.79,67.5987,2433.76,923.689,-2180.42,-4619.38,-953.231,2145.94,282.638,-3140.89,618.099
136.852,-2195.8,154.006,1993.94,-160.72,2219.77,1492.81,-1373.81,-4058.13,-812.634,1836.94,-81.4205,-2984.36,800.542
497.426,-1552.24,-833.484,910.687,99.4273,2870.55,939.026,-887.829,-2838.18,-265.144,1502.47,-80.3791,-2599.74,1358.46
-158.998,-9.6104,1610.43,47.68,-521.066,2591.23,1119.36,-3149.63,-355.538,1557.99,-949.535,-1795.59,926.818,1424.87
12.1426,-341.48,890.91,-34.3381,54.8818,2738.07,1578.54,-2993.09,6.44854,1218.54,-983.77,-1443.67,1005.98,655.939
119.201,-312.529,856.312,188.201,38.7491,2886.39,1577.64,-3046.77,112.843,1194.78,-641.482,-1256.85,1224.04,478.725
109.197,-233.692,1012.4,284.055,-26.805,2710.12,1608.42,-2925.74,297.158,1328.88,-169.142,-948.227,1329.41,719.899
273.765,-509.917,1482.89,175.643,-260.77,2556.63,1547.05,-2309.71,359.754,1739.16,153.938,-817.219,1481.37,1088.76
-0.996689,-1531.32,1301.41,-36.1598,-723.445,1203.08,234.733,-2350.87,395.249,1255.15,429.944,-833.39,1198.46,1828.56
-2567,263.269,3266.8,-776.378,-1009.22,1317.21,144.378,-2699.02,-1482.14,1164.67,537.031,-1236.2,998.014,1939.79
-1970.85,316.572,2405.72,-465.245,-1094.9,1314.67,-471.162,-3191.07,-2735.2,1648.62,-307.744,-1810.65,1068.95,439.715
-2247.62,-521.461,2231.71,-693.117,-1469.84,826.743,-273.308,-3048.68,-2801.11,1431.69,805.342,-2259.94,123.569,97.2591
-4337.6,-1702.9,2153.64,-1450.9,-876.921,911.886,179.782,-4138.34,-2625.09,1107.95,936.768,-2386.48,-763.087,-12.0992
-4543.76,-3673.68,2247.41,-1100.35,-961.153,919.958,442.014,-4561.48,-2588.17,1173.13,462.363,-2545.55,-654.92,-273.227
-4556.69,-3771.02,2430.75,-984.199,-317.924,1236.43,832.82,-4603.08,-2961.06,1118,185.442,-2851.96,-339.94,-269.07
-4208.91,-3693.89,2180.83,-654.904,-197.757,1148.85,-318.957,-4058.22,-2618.45,1547.98,-468.112,-2819.8,-97.2763,-326.42
-4341.23,-3677.45,377.773,-396.485,-327.403,1124.09,-372.396,-3608.14,-2372.41,652.646,-315.831,-2575.65,-947.665,-288.125
-4351.9,-3469.7,-448.498,-219.243,20.0752,-122.969,-467.246,-3912.62,-1954.6,-158.662,-313.002,-2472.93,-1566.25,-382.647
-4323.4,-3369.58,240.813,-113.222,195.491,-544.261,-445.809,-3717.44,-2124.55,-595.977,-279.654,-2419.63,-1775.93,-308.586
-4346.72,-3392.46,1037.65,-172.93,632.891,-142.546,-368.582,-3697.21,-1714.18,-813.888,-198.268,-2432.31,-1486.91,-332.505
-2736.28,-2666.25,3146.89,-327.359,765.276,1528.73,-757.805,-4098.04,-1940.99,-207.786,-577.756,-2592.03,-533.969,-453.464
-1275.13,-641.407,2866.45,-101.718,1829.31,928.611,-601.63,-4363.61,-1557.17,706.963,-1129.38,-2823.59,246.419,-455.676
-1498.46,-107.733,3214.47,658.743,2332.7,523.756,-862.707,-4236.69,-1620.74,1430.87,-955.208,-3571.11,219.235,-64.7765
-1277.88,-58.8948,3062.49,402.374,2301.48,336.807,-1192.18,-4216.58,-1099.55,2131.93,-47.6425,-2856.84,234.687,524.804
-1398.69,-101.265,3334.79,67.5987,2433.76,923.689,-639.048,-4619.38,-953.231,2145.94,282.638,-3140.89,618.099,651.714
-2195.8,154.006,1993.94,-160.72,2219.77,1492.81,91.9778,-4058.13,-812.634,1836.94,-81.4205,-2984.36,800.542,427.664
-1552.24,-833.484,910.687,99.4273,2870.55,939.026,489.63,-2838.18,-265.144,1502.47,-80.3791,-2599.74,1358.46,-22.3042
-9.6104,1610.43,47.68,-521.066,2591.23,1119.36,-950.97,-355.538,1557.99,-949.535,-1795.59,926.818,1424.87,2418.14
-341.48,890.91,-34.3381,54.8818,2738.07,1578.54,-866.82,6.44854,1218.54,-983.77,-1443.67,1005.98,655.939,2270.74
-312.529,856.312,188.201,38.7491,2886.39,1577.64,-949.197,112.843,1194.78,-641.482,-1256.85,1224.04,478.725,2551.81
-233.692,1012.4,284.055,-26.805,2710.12,1608.42,-846.347,297.158,1328.88,-169.142,-948.227,1329.41,719.899,2869.58
-509.917,1482.89,175.643,-260.77,2556.63,1547.05,-236.6,359.754,1739.16,153.938,-817.219,1481.37,1088.76,3246.22
-1531.32,1301.41,-36.1598,-723.445,1203.08,234.733,-263.47,395.249,1255.15,429.944,-833.39,1198.46,1828.56,3038.31
263.269,3266.8,-776.378,-1009.22,1317.21,144.378,-542.671,-1482.14,1164.67,537.031,-1236.2,998.014,1939.79,2530.05
316.572,2405.72,-465.245,-1094.9,1314.67,-471.162,-942.151,-2735.2,1648.62,-307.744,-1810.65,1068.95,439.715,2282.07
-521.461,2231.71,-693.117,-1469.84,826.743,-273.308,-711.642,-2801.11,1431.69,805.342,-2259.94,123.569,97.2591,1821.72
-1702.9,2153.64,-1450.9,-876.921,911.886,179.782,-1744.54,-2625.09,1107.95,936.768,-2386.48,-763.087,-12.0992,1320.41
-3673.68,2247.41,-1100.35,-961.153,919.958,442.014,-2142.82,-2588.17,1173.13,462.363,-2545.55,-654.92,-273.227,647.305
-3771.02,2430.75,-984.199,-317.924,1236.43,832.82,-2184.48,-2961.06,1118,185.442,-2851.96,-339.94,-269.07,508.786
-3693.89,2180.83,-654.904,-197.757,1148.85,-318.957,-1662.42,-2618.45,1547.98,-468.112,-2819.8,-97.2763,-326.42,607.907
-3677.45,377.773,-396.485,-327.403,1124.09,-372.396,-1246.52,-2372.41,652.646,-315.831,-2575.65,-947.665,-288.125,521.825
-3469.7,-448.498,-219.243,20.0752,-122.969,-467.246,-1576.19,-1954.6,-158.662,-313.002,-2472.93,-1566.25,-382.647,474.529
-3369.58,240.813,-113.222,195.491,-544.261,-445.809,-1391.57,-2124.55,-595.977,-279.654,-2419.63,-1775.93,-308.586,508.271
-3392.46,1037.65,-172.93,632.891,-142.546,-368.582,-1360.67,-1714.18,-813.888,-198.268,-2432.31,-1486.91,-332.505,380.547
-2666.25,3146.89,-327.359,765.276,1528.73,-757.805,-1714.41,-1940.99,-207.786,-577.756,-2592.03,-533.969,-453.464,125.535
-641.407,2866.45,-101.718,1829.31,928.611,-601.63,-1923.38,-1557.17,706.963,-1129.38,-2823.59,246.419,-455.676,-259.173
-107.733,3214.47,658.743,2332.7,523.756,-862.707,-1741.69,-1620.74,1430.87,-955.208,-3571.11,219.235,-64.7765,-581.662
-58.8948,3062.49,402.374,2301.48,336.807,-1192.18,-1711.24,-1099.55,2131.93,-47.6425,-2856.84,234.687,524.804,-581.8
-101.265,3334.79,67.5987,2433.76,923.689,-639.048,-2095.36,-953.231,2145.94,282.638,-3140.89,618.099,651.714,-804.856
154.006,1993.94,-160.72,2219.77,1492.81,91.9778,-1565.58,-812.634,1836.94,-81.4205,-2984.36,800.542,427.664,-140.326
-833.484,910.687,99.4273,2870.55,939.026,489.63,-472.229,-265.144,1502.47,-80.3791,-2599.74,1358.46,-22.3042,818.232
1610.43,47.68,-521.066,2591.23,1119.36,-950.97,72.4809,1557.99,-949.535,-1795.59,926.818,1424.87,2418.14,-1534.41
890.91,-34.3381,54.8818,2738.07,1578.54,-866.82,420.264,1218.54,-983.77,-1443.67,1005.98,655.939,2270.74,-1366.8
856.312,188.201,38.7491,2886.39,1577.64,-949.197,521.597,1194.78,-641.482,-1256.85,1224.04,478.725,2551.81,-1230.5
1012.4,284.055,-26.805,2710.12,1608.42,-846.347,704.572,1328.88,-169.142,-948.227,1329.41,719.899,2869.58,-1163.32
1482.89,175.643,-260.77,2556.63,1547.05,-236.6,771.389,1739.16,153.938,-817.219,1481.37,1088.76,3246.22,-1199.66
1301.41,-36.1598,-723.445,1203.08,234.733,-263.47,827.678,1255.15,429.944,-833.39,1198.46,1828.56,3038.31,-1466
3266.8,-776.378,-1009.22,1317.21,144.378,-542.671,-989.868,1164.67,537.031,-1236.2,998.014,1939.79,2530.05,-1439.3
2405.72,-465.245,-1094.9,1314.67,-471.162,-942.151,-2192.11,1648.62,-307.744,-1810.65,1068.95,439.715,2282.07,-1789.77
2231.71,-693.117,-1469.84,826.743,-273.308,-711.642,-2246.51,1431.69,805.342,-2259.94,123.569,97.2591,1821.72,-1640.97
2153.64,-1450.9,-876.921,911.886,179.782,-1744.54,-2076.07,1107.95,936.768,-2386.48,-763.087,-12.0992,1320.41,-1902.04
2247.41,-1100.35,-961.153,919.958,442.014,-2142.82,-2045.61,1173.13,462.363,-2545.55,-654.92,-273.227,647.305,-1785.54
2430.75,-984.199,-317.924,1236.43,832.82,-2184.48,-2423.87,1118,185.442,-2851.96,-339.94,-269.07,508.786,-1817.96
2180.83,-654.904,-197.757,1148.85,-318.957,-1662.42,-2089.75,1547.98,-468.112,-2819.8,-97.2763,-326.42,607.907,-1455.77
377.773,-396.485,-327.403,1124.09,-372.396,-1246.52,-1849.74,652.646,-315.831,-2575.65,-947.665,-288.125,521.825,-1339.02
-448.498,-219.243,20.0752,-122.969,-467.246,-1576.19,-1438.45,-158.662,-313.002,-2472.93,-1566.25,-382.647,474.529,-1311.31
240.813,-113.222,195.491,-544.261,-445.809,-1391.57,-1611.39,-595.977,-279.654,-2419.63,-1775.93,-308.586,508.271,-1550.77
1037.65,-172.93,632.891,-142.546,-368.582,-1360.67,-1202.56,-813.888,-198.268,-2432.31,-1486.91,-332.505,380.547,-1717.79
3146.89,-327.359,765.276,1528.73,-757.805,-1714.41,-1423.9,-207.786,-577.756,-2592.03,-533.969,-453.464,125.535,-1801.39
2866.45,-101.718,1829.31,928.611,-601.63,-1923.38,-1037.37,706.963,-1129.38,-2823.59,246.419,-455.676,-259.173,-2254.91
3214.47,658.743,2332.7,523.756,-862.707,-1741.69,-1100.68,1430.87,-955.208,-3571.11,219.235,-64.7765,-581.662,-1807.62
3062.49,402.374,2301.48,336.807,-1192.18,-1711.24,-584.303,2131.93,-47.6425,-2856.84,234.687,524.804,-581.8,-1620.19
3334.79,67.5987,2433.76,923.689,-639.048,-2095.36,-441.571,2145.94,282.638,-3140.89,618.099,651.714,-804.856,-1583.45
1993.94,-160.72,2219.77,1492.81,91.9778,-1565.58,-317.454,1836.94,-81.4205,-2984.36,800.542,427.664,-140.326,-1668.07
910.687,99.4273,2870.55,939.026,489.63,-472.229,198.18,1502.47,-80.3791,-2599.74,1358.46,-22.3042,818.232,-1471.44
47.68,-521.066,2591.23,1119.36,-950.97,72.4809,-133.024,-949.535,-1795.59,926.818,1424.87,2418.14,-1534.41,-691.059
-34.3381,54.8818,2738.07,1578.54,-866.82,420.264,-414.796,-983.77,-1443.67,1005.98,655.939,2270.74,-1366.8,-349.652
188.201,38.7491,2886.39,1577.64,-949.197,521.597,-416.097,-641.482,-1256.85,1224.04,478.725,2551.81,-1230.5,-52.4291
284.055,-26.805,2710.12,1608.42,-846.347,704.572,-273.873,-169.142,-948.227,1329.41,719.899,2869.58,-1163.32,267.569
175.643,-260.77,2556.63,1547.05,-236.6,771.389,118.895,153.938,-817.219,1481.37,1088.76,3246.22,-1199.66,288.405
-36.1598,-723.445,1203.08,234.733,-263.47,827.678,-454.113,429.944,-833.39,1198.46,1828.56,3038.31,-1466,155.358
-776.378,-1009.22,1317.21,144.378,-542.671,-989.868,-777.791,537.031,-1236.2,998.014,1939.79,2530.05,-1439.3,382.593
-465.245,-1094.9,1314.67,-471.162,-942.151,-2192.11,-477.991,-307.744,-1810.65,1068.95,439.715,2282.07,-1789.77,1216.09
-693.117,-1469.84,826.743,-273.308,-711.642,-2246.51,-747.422,805.342,-2259.94,123.569,97.2591,1821.72,-1640.97,946.507
-1450.9,-876.921,911.886,179.782,-1744.54,-2076.07,-1065.66,936.768,-2386.48,-763.087,-12.0992,1320.41,-1902.04,873.628
-1100.35,-961.153,919.958,442.014,-2142.82,-2045.61,-977.24,462.363,-2545.55,-654.92,-273.227,647.305,-1785.54,583.983
-984.199,-317.924,1236.43,832.82,-2184.48,-2423.87,-1000.76,185.442,-2851.96,-339.94,-269.07,508.786,-1817.96,173.604
-654.904,-197.757,1148.85,-318.957,-1662.42,-2089.75,-527.476,-468.112,-2819.8,-97.2763,-326.42,607.907,-1455.77,-1214.63
-396.485,-327.403,1124.09,-372.396,-1246.52,-1849.74,-1373.73,-315.831,-2575.65,-947.665,-288.125,521.825,-1339.02,-1284.75
-219.243,20.0752,-122.969,-467.246,-1576.19,-1438.45,-2143.59,-313.002,-2472.93,-1566.25,-382.647,474.529,-1311.31,-1476.33
-113.222,195.491,-544.261,-445.809,-1391.57,-1611.39,-2554.38,-279.654,-2419.63,-1775.93,-308.586,508.271,-1550.77,-1719.51
-172.93,632.891,-142.546,-368.582,-1360.67,-1202.56,-2769.05,-198.268,-2432.31,-1486.91,-332.505,380.547,-1717.79,-1481.35
-327.359,765.276,1528.73,-757.805,-1714.41,-1423.9,-2191.6,-577.756,-2592.03,-533.969,-453.464,125.535,-1801.39,-135.503
-101.718,1829.31,928.611,-601.63,-1923.38,-1037.37,-1301.9,-1129.38,-2823.59,246.419,-455.676,-259.173,-2254.91,971.71
658.743,2332.7,523.756,-862.707,-1741.69,-1100.68,-567.969,-955.208,-3571.11,219.235,-64.7765,-581.662,-1807.62,840.468
402.374,2301.48,336.807,-1192.18,-1711.24,-584.303,166.089,-47.6425,-2856.84,234.687,524.804,-581.8,-1620.19,937.298
67.5987,2433.76,923.689,-639.048,-2095.36,-441.571,189.201,282.638,-3140.89,618.099,651.714,-804.856,-1583.45,1089.68
-160.72,2219.77,1492.81,91.9778,-1565.58,-317.454,-81.8081,-81.4205,-2984.36,800.542,427.664,-140.326,-1668.07,742.884
99.4273,2870.55,939.026,489.63,-472.229,198.18,-318.583,-80.3791,-2599.74,1358.46,-22.3042,818.232,-1471.44,697.393
-521.066,2591.23,1119.36,-950.97,72.4809,-133.024,-36.167,-1795.59,926.818,1424.87,2418.14,-1534.41,-691.059,1274.59
54.8818,2738.07,1578.54,-866.82,420.264,-414.796,-106.609,-1443.67,1005.98,655.939,2270.74,-1366.8,-349.652,-197.116
38.7491,2886.39,1577.64,-949.197,521.597,-416.097,216.437,-1256.85,1224.04,478.725,2551.81,-1230.5,-52.4291,81.7879
-26.805,2710.12,1608.42,-846.347,704.572,-273.873,680.17,-948.227,1329.41,719.899,2869.58,-1163.32,267.569,331.855
-260.77,2556.63,1547.05,-236.6,771.389,118.895,998.586,-817.219,1481.37,1088.76,3246.22,-1199.66,288.405,586.204
-723.445,1203.08,234.733,-263.47,827.678,-454.113,1278.96,-833.39,1198.46,1828.56,3038.31,-1466,155.358,662.108
-1009.22,1317.21,144.378,-542.671,-989.868,-777.791,1410.61,-1236.2,998.014,1939.79,2530.05,-1439.3,382.593,597.437
-1094.9,1314.67,-471.162,-942.151,-2192.11,-477.991,615.335,-1810.65,1068.95,439.715,2282.07,-1789.77,1216.09,77.5234
-1469.84,826.743,-273.308,-711.642,-2246.51,-747.422,1782.95,-2259.94,123.569,97.2591,1821.72,-1640.97,946.507,-94.4047
-876.921,911.886,179.782,-1744.54,-2076.07,-1065.66,1940.82,-2386.48,-763.087,-12.0992,1320.41,-1902.04,873.628,79.2789
-961.153,919.958,442.014,-2142.82,-2045.61,-977.24,1458.47,-2545.55,-654.92,-273.227,647.305,-1785.54,583.983,446.827
-317.924,1236.43,832.82,-2184.48,-2423.87,-1000.76,1167.91,-2851.96,-339.94,-269.07,508.786,-1817.96,173.604,558.509
-197.757,1148.85,-318.957,-1662.42,-2089.75,-527.476,495.523,-2819.8,-97.2763,-326.42,607.907,-1455.77,-1214.63,598.039
-327.403,1124.09,-372.396,-1246.52,-1849.74,-1373.73,629.825,-2575.65,-947.665,-288.125,521.825,-1339.02,-1284.75,699.313
20.0752,-122.969,-467.246,-1576.19,-1438.45,-2143.59,621.455,-2472.93,-1566.25,-382.647,474.529,-1311.31,-1476.33,643.752
195.491,-544.261,-445.809,-1391.57,-1611.39,-2554.38,649.035,-2419.63,-1775.93,-308.586,508.271,-1550.77,-1719.51,564.902
632.891,-142.546,-368.582,-1360.67,-1202.56,-2769.05,737.045,-2432.31,-1486.91,-332.505,380.547,-1717.79,-1481.35,431.496
765.276,1528.73,-757.805,-1714.41,-1423.9,-2191.6,383.716,-2592.03,-533.969,-453.464,125.535,-1801.39,-135.503,38.5327
1829.31,928.611,-601.63,-1923.38,-1037.37,-1301.9,-133.146,-2823.59,246.419,-455.676,-259.173,-2254.91,971.71,-837.998
