Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10,Day 11,Day 12,Day 13,Day 14
206.212,-149.715,-31.4365,682.053,-517.847,1600.25,859.373,88.3645,-134.469,-841.217,442.89,-3379.27,1257.26,-522.93
-133.642,-614.608,-1464.73,-433.187,-1121.12,1338.56,171.507,-213.273,-517.85,-958.16,817.174,-3231.73,1794.57,-397.881
1639.36,-376.441,-1386.33,-232.94,-764.386,1286.07,-1613.07,-1936.74,847.361,-1268.65,250.421,-4675.43,1977.41,-414.046
-32.3886,-78.3637,-109.709,-907.262,-1318.27,614.262,-2742.68,-0.907169,-262.987,-1107.36,40.1506,-4722.8,1827.25,-367.812
-219.861,1.95005,76.6317,-1558.33,-1426.79,1965.45,-2764.84,865.442,-118.886,-1308.05,-682.391,-3775.24,707.863,-1170.78
-125.647,101.33,337.4,-2667.39,-1422.62,1412.56,-2316.14,645.232,-22.7657,-1218.76,-1860.76,-4197.28,151.222,-1041.78
377.915,179.735,61.3944,-3381.06,-1855.62,603.509,-2211.35,-531.246,30.1962,-1309,-2189.02,-5766.82,-11.4274,-953.09
691.944,307.554,-254.417,-3252.85,-3568.83,444.861,-2037.05,-516.344,-9.66097,-1358.16,-2021.97,-5945.92,137.39,-1244.97
1086.57,636.347,-1150.97,-2979.33,-4268.09,409.195,-1812.44,-1667.01,43.0863,-1080.56,-1273.4,-6055.37,633.725,-1377.28
1297.13,359.496,-1975.12,-2718.54,-4573.97,661.269,-1507.07,-2159.17,354.27,-1541.23,-2435.54,-5773.21,672.261,-1429.74
1705.72,795.838,-1973.1,-2611.17,-4495.44,784.575,-1226.8,-2189.24,336.559,-1516.78,-2218.02,-5651.52,434.711,-1378.93
1629.74,782.02,-1982.25,-2193.54,-3882.83,775.073,-1017.06,-1768.01,397.55,-1585.1,-1235.27,-5195.4,668.119,-1459.91
1645.45,390.861,-2109.06,-1394.64,-3502.05,783.514,-718.888,-1729.58,834.635,-1002.22,-466.905,-4417.39,633.212,-1530.15
1566.46,572.754,-1381.32,729.093,-2758.36,370.469,-382.561,-22.2196,911.544,-625.063,-521.112,-3478.02,162.15,-1606.32
1288.26,829.433,193.897,949.221,-951.522,1801.87,-393.28,826.515,380.993,-833.726,-1099.45,-2613.61,625.606,-1728.46
1276.69,819.967,1409.23,1102.78,-337.349,3168.44,-788.984,1407.08,356.621,-1019.51,-1425.97,-1444.57,1436.13,461.088
1043.56,701.441,1650.04,1253.26,-27.8778,2976.58,-286.746,1830.54,232.134,-1006.04,-1641.94,-1352.71,1920.6,1083.03
1019.51,588.486,1546.46,1107.84,-172.357,2825.4,-1069.27,1616.51,45.885,-917.559,-1622.85,-1590.7,2382.6,501.203
1409.56,287.009,1770.61,1393.18,-201.965,2604.69,-1115.03,1737.12,-334.981,-641.326,-1015.78,-1216.35,2119.54,322.026
-601.21,-1676.47,2049.71,1726.42,89.3363,2998.56,-1045.14,1577.45,-1062.59,-589.938,-1239.78,-665.745,1177.62,-1043.29
-756.773,-1111.03,659.366,307.353,3545.47,2110.47,-1056.25,195.736,-793.1,438.701,-1979.07,1796.42,681.195,447.06
-627.227,-581.5,726.79,-1024.37,2701.92,1690.81,-871.535,-172.467,-1280.8,-188.489,-2945.86,1208.13,105.428,1109.64
-404.814,-576.255,826.821,-944.53,1564.16,1566.53,-747.381,-58.8066,-1533.31,-196.471,-3088.41,883.599,-167.762,1184.14
-258.567,-395.509,659.697,-794.394,1489.51,1200.1,-807.628,2.82726,-1368.09,-216.054,-3138.67,863.345,-64.1485,1056.74
-149.715,-31.4365,682.053,-517.847,1600.25,859.373,-973.799,-134.469,-841.217,442.89,-3379.27,1257.26,-522.93,1202
-614.608,-1464.73,-433.187,-1121.12,1338.56,171.507,-1341.92,-517.85,-958.16,817.174,-3231.73,1794.57,-397.881,546.721
-376.441,-1386.33,-232.94,-764.386,1286.07,-1613.07,-3249.43,847.361,-1268.65,250.421,-4675.43,1977.41,-414.046,112.303
-78.3637,-109.709,-907.262,-1318.27,614.262,-2742.68,-1446.52,-262.987,-1107.36,40.1506,-4722.8,1827.25,-367.812,-297.455
1.95005,76.6317,-1558.33,-1426.79,1965.45,-2764.84,-615.077,-118.886,-1308.05,-682.391,-3775.24,707.863,-1170.78,-263.753
101.33,337.4,-2667.39,-1422.62,1412.56,-2316.14,-825.831,-22.7657,-1218.76,-1860.76,-4197.28,151.222,-1041.78,-1005.38
179.735,61.3944,-3381.06,-1855.62,603.509,-2211.35,-1984.34,30.1962,-1309,-2189.02,-5766.82,-11.4274,-953.09,-1455.25
307.554,-254.417,-3252.85,-3568.83,444.861,-2037.05,-1953.1,-9.66097,-1358.16,-2021.97,-5945.92,137.39,-1244.97,-2013.4
636.347,-1150.97,-2979.33,-4268.09,409.195,-1812.44,-3085.51,43.0863,-1080.56,-1273.4,-6055.37,633.725,-1377.28,-2872.59
359.496,-1975.12,-2718.54,-4573.97,661.269,-1507.07,-3562.03,354.27,-1541.23,-2435.54,-5773.21,672.261,-1429.74,-3079.16
795.838,-1973.1,-2611.17,-4495.44,784.575,-1226.8,-3578.3,336.559,-1516.78,-2218.02,-5651.52,434.711,-1378.93,-3171.6
782.02,-1982.25,-2193.54,-3882.83,775.073,-1017.06,-3144.64,397.55,-1585.1,-1235.27,-5195.4,668.119,-1459.91,-2326.11
390.861,-2109.06,-1394.64,-3502.05,783.514,-718.888,-3097.4,834.635,-1002.22,-466.905,-4417.39,633.212,-1530.15,-1634.98
572.754,-1381.32,729.093,-2758.36,370.469,-382.561,-1402.01,911.544,-625.063,-521.112,-3478.02,162.15,-1606.32,-760.928
829.433,193.897,949.221,-951.522,1801.87,-393.28,-557.929,380.993,-833.726,-1099.45,-2613.61,625.606,-1728.46,-595.849
819.967,1409.23,1102.78,-337.349,3168.44,-788.984,25.4285,356.621,-1019.51,-1425.97,-1444.57,1436.13,461.088,-67.1462
701.441,1650.04,1253.26,-27.8778,2976.58,-286.746,461.713,232.134,-1006.04,-1641.94,-1352.71,1920.6,1083.03,55.6344
588.486,1546.46,1107.84,-172.357,2825.4,-1069.27,253.112,45.885,-917.559,-1622.85,-1590.7,2382.6,501.203,286.401
287.009,1770.61,1393.18,-201.965,2604.69,-1115.03,416.954,-334.981,-641.326,-1015.78,-1216.35,2119.54,322.026,250.784
-1676.47,2049.71,1726.42,89.3363,2998.56,-1045.14,353.766,-1062.59,-589.938,-1239.78,-665.745,1177.62,-1043.29,265.846
-1111.03,659.366,307.353,3545.47,2110.47,-1056.25,102.165,-793.1,438.701,-1979.07,1796.42,681.195,447.06,526.356
-581.5,726.79,-1024.37,2701.92,1690.81,-871.535,-263.542,-1280.8,-188.489,-2945.86,1208.13,105.428,1109.64,575.541
-576.255,826.821,-944.53,1564.16,1566.53,-747.381,-148.729,-1533.31,-196.471,-3088.41,883.599,-167.762,1184.14,548.953
-395.509,659.697,-794.394,1489.51,1200.1,-807.628,-86.6928,-1368.09,-216.054,-3138.67,863.345,-64.1485,1056.74,465.885
-31.4365,682.053,-517.847,1600.25,859.373,-973.799,-225.011,-841.217,442.89,-3379.27,1257.26,-522.93,1202,1060.3
-1464.73,-433.187,-1121.12,1338.56,171.507,-1341.92,-613.591,-958.16,817.174,-3231.73,1794.57,-397.881,546.721,1172.33
-1386.33,-232.94,-764.386,1286.07,-1613.07,-3249.43,738.6,-1268.65,250.421,-4675.43,1977.41,-414.046,112.303,1529.97
-109.709,-907.262,-1318.27,614.262,-2742.68,-1446.52,-382.841,-1107.36,40.1506,-4722.8,1827.25,-367.812,-297.455,114.187
76.6317,-1558.33,-1426.79,1965.45,-2764.84,-615.077,-240.791,-1308.05,-682.391,-3775.24,707.863,-1170.78,-263.753,22.7255
337.4,-2667.39,-1422.62,1412.56,-2316.14,-825.831,-143.751,-1218.76,-1860.76,-4197.28,151.222,-1041.78,-1005.38,-20.6229
61.3944,-3381.06,-1855.62,603.509,-2211.35,-1984.34,-89.9915,-1309,-2189.02,-5766.82,-11.4274,-953.09,-1455.25,-397.859
-254.417,-3252.85,-3568.83,444.861,-2037.05,-1953.1,-128.675,-1358.16,-2021.97,-5945.92,137.39,-1244.97,-2013.4,-564.425
-1150.97,-2979.33,-4268.09,409.195,-1812.44,-3085.51,-74.3467,-1080.56,-1273.4,-6055.37,633.725,-1377.28,-2872.59,-990.015
-1975.12,-2718.54,-4573.97,661.269,-1507.07,-3562.03,238.065,-1541.23,-2435.54,-5773.21,672.261,-1429.74,-3079.16,-1007.65
-1973.1,-2611.17,-4495.44,784.575,-1226.8,-3578.3,221.768,-1516.78,-2218.02,-5651.52,434.711,-1378.93,-3171.6,-1129.2
-1982.25,-2193.54,-3882.83,775.073,-1017.06,-3144.64,283.729,-1585.1,-1235.27,-5195.4,668.119,-1459.91,-2326.11,-1049.21
-2109.06,-1394.64,-3502.05,783.514,-718.888,-3097.4,721.687,-1002.22,-466.905,-4417.39,633.212,-1530.15,-1634.98,6.62451
-1381.32,729.093,-2758.36,370.469,-382.561,-1402.01,797.671,-625.063,-521.112,-3478.02,162.15,-1606.32,-760.928,573.992
193.897,949.221,-951.522,1801.87,-393.28,-557.929,266.516,-833.726,-1099.45,-2613.61,625.606,-1728.46,-595.849,414.416
1409.23,1102.78,-337.349,3168.44,-788.984,25.4285,242.583,-1019.51,-1425.97,-1444.57,1436.13,461.088,-67.1462,703.925
1650.04,1253.26,-27.8778,2976.58,-286.746,461.713,119.408,-1006.04,-1641.94,-1352.71,1920.6,1083.03,55.6344,922.204
1546.46,1107.84,-172.357,2825.4,-1069.27,253.112,-66.2816,-917.559,-1622.85,-1590.7,2382.6,501.203,286.401,1068.7
1770.61,1393.18,-201.965,2604.69,-1115.03,416.954,-443.575,-641.326,-1015.78,-1216.35,2119.54,322.026,250.784,131.372
2049.71,1726.42,89.3363,2998.56,-1045.14,353.766,-1164.02,-589.938,-1239.78,-665.745,1177.62,-1043.29,265.846,408.227
659.366,307.353,3545.47,2110.47,-1056.25,102.165,-521.847,438.701,-1979.07,1796.42,681.195,447.06,526.356,-88.2201
726.79,-1024.37,2701.92,1690.81,-871.535,-263.542,-1017.12,-188.489,-2945.86,1208.13,105.428,1109.64,575.541,419.485
826.821,-944.53,1564.16,1566.53,-747.381,-148.729,-1273.19,-196.471,-3088.41,883.599,-167.762,1184.14,548.953,820.314
659.697,-794.394,1489.51,1200.1,-807.628,-86.6928,-1109.48,-216.054,-3138.67,863.345,-64.1485,1056.74,465.885,1053.76
682.053,-517.847,1600.25,859.373,-973.799,-225.011,-580.599,442.89,-3379.27,1257.26,-522.93,1202,1060.3,1315.42
-433.187,-1121.12,1338.56,171.507,-1341.92,-613.591,-682.249,817.174,-3231.73,1794.57,-397.881,546.721,1172.33,1162.63
-232.94,-764.386,1286.07,-1613.07,-3249.43,738.6,-956.245,250.421,-4675.43,1977.41,-414.046,112.303,1529.97,257.329
-907.262,-1318.27,614.262,-2742.68,-1446.52,-382.841,-763.778,40.1506,-4722.8,1827.25,-367.812,-297.455,114.187,-1194.58
-1558.33,-1426.79,1965.45,-2764.84,-615.077,-240.791,-957.282,-682.391,-3775.24,707.863,-1170.78,-263.753,22.7255,-1344.67
-2667.39,-1422.62,1412.56,-2316.14,-825.831,-143.751,-870.403,-1860.76,-4197.28,151.222,-1041.78,-1005.38,-20.6229,-1649.63
-3381.06,-1855.62,603.509,-2211.35,-1984.34,-89.9915,-963.346,-2189.02,-5766.82,-11.4274,-953.09,-1455.25,-397.859,-1980.31
-3252.85,-3568.83,444.861,-2037.05,-1953.1,-128.675,-1015.85,-2021.97,-5945.92,137.39,-1244.97,-2013.4,-564.425,-2363.05
-2979.33,-4268.09,409.195,-1812.44,-3085.51,-74.3467,-744.669,-1273.4,-6055.37,633.725,-1377.28,-2872.59,-990.015,-2424.75
-2718.54,-4573.97,661.269,-1507.07,-3562.03,238.065,-1210.08,-2435.54,-5773.21,672.261,-1429.74,-3079.16,-1007.65,-2575.97
-2611.17,-4495.44,784.575,-1226.8,-3578.3,221.768,-1189.17,-2218.02,-5651.52,434.711,-1378.93,-3171.6,-1129.2,-2763.96
-2193.54,-3882.83,775.073,-1017.06,-3144.64,283.729,-1260.43,-1235.27,-5195.4,668.119,-1459.91,-2326.11,-1049.21,-1939.19
-1394.64,-3502.05,783.514,-718.888,-3097.4,721.687,-678.842,-466.905,-4417.39,633.212,-1530.15,-1634.98,6.62451,-1507.28
729.093,-2758.36,370.469,-382.561,-1402.01,797.671,-298.859,-521.112,-3478.02,162.15,-1606.32,-760.928,573.992,-1763.99
949.221,-951.522,1801.87,-393.28,-557.929,266.516,-505.261,-1099.45,-2613.61,625.606,-1728.46,-595.849,414.416,-1740.75
1102.78,-337.349,3168.44,-788.984,25.4285,242.583,-691.534,-1425.97,-1444.57,1436.13,461.088,-67.1462,703.925,-1530.63
1253.26,-27.8778,2976.58,-286.746,461.713,119.408,-681.134,-1641.94,-1352.71,1920.6,1083.03,55.6344,922.204,-804.188
1107.84,-172.357,2825.4,-1069.27,253.112,-66.2816,-594.465,-1622.85,-1590.7,2382.6,501.203,286.401,1068.7,-86.0942
1393.18,-201.965,2604.69,-1115.03,416.954,-443.575,-328.761,-1015.78,-1216.35,2119.54,322.026,250.784,131.372,-171.21
1726.42,89.3363,2998.56,-1045.14,353.766,-1164.02,-298.082,-1239.78,-665.745,1177.62,-1043.29,265.846,408.227,-742.714
307.353,3545.47,2110.47,-1056.25,102.165,-521.847,1132.05,-1979.07,1796.42,681.195,447.06,526.356,-88.2201,2419.52
-1024.37,2701.92,1690.81,-871.535,-263.542,-1017.12,482.033,-2945.86,1208.13,105.428,1109.64,575.541,419.485,2238.42
-944.53,1564.16,1566.53,-747.381,-148.729,-1273.19,465.004,-3088.41,883.599,-167.762,1184.14,548.953,820.314,2351.71
-794.394,1489.51,1200.1,-807.628,-86.6928,-1109.48,439.688,-3138.67,863.345,-64.1485,1056.74,465.885,1053.76,2430.39
-517.847,1600.25,859.373,-973.799,-225.011,-580.599,1096.65,-3379.27,1257.26,-522.93,1202,1060.3,1315.42,2740.5
-1121.12,1338.56,171.507,-1341.92,-613.591,-682.249,1475.44,-3231.73,1794.57,-397.881,546.721,1172.33,1162.63,2194.69
-764.386,1286.07,-1613.07,-3249.43,738.6,-956.245,930.429,-4675.43,1977.41,-414.046,112.303,1529.97,257.329,1974.78
-1318.27,614.262,-2742.68,-1446.52,-382.841,-763.778,749.351,-4722.8,1827.25,-367.812,-297.455,114.187,-1194.58,609.78
-1426.79,1965.45,-2764.84,-615.077,-240.791,-957.282,54.5999,-3775.24,707.863,-1170.78,-263.753,22.7255,-1344.67,360.446
-1422.62,1412.56,-2316.14,-825.831,-143.751,-870.403,-1105.86,-4197.28,151.222,-1041.78,-1005.38,-20.6229,-1649.63,479.624
-1855.62,603.509,-2211.35,-1984.34,-89.9915,-963.346,-1426.29,-5766.82,-11.4274,-953.09,-1455.25,-397.859,-1980.31,251.07
-3568.83,444.861,-2037.05,-1953.1,-128.675,-1015.85,-1259.26,-5945.92,137.39,-1244.97,-2013.4,-564.425,-2363.05,301.441
-4268.09,409.195,-1812.44,-3085.51,-74.3467,-744.669,-517.876,-6055.37,633.725,-1377.28,-2872.59,-990.015,-2424.75,21.1598
-4573.97,661.269,-1507.07,-3562.03,238.065,-1210.08,-1690.8,-5773.21,672.261,-1429.74,-3079.16,-1007.65,-2575.97,99.2449
-4495.44,784.575,-1226.8,-3578.3,221.768,-1189.17,-1481.22,-5651.52,434.711,-1378.93,-3171.6,-1129.2,-2763.96,281.886
-3882.83,775.073,-1017.06,-3144.64,283.729,-1260.43,-501.808,-5195.4,668.119,-1459.91,-2326.11,-1049.21,-1939.19,730.625
-3502.05,783.514,-718.888,-3097.4,721.687,-678.842,269.928,-4417.39,633.212,-1530.15,-1634.98,6.62451,-1507.28,1109.35
-2758.36,370.469,-382.561,-1402.01,797.671,-298.859,230.572,-3478.02,162.15,-1606.32,-760.928,573.992,-1763.99,1322.78
-951.522,1801.87,-393.28,-557.929,266.516,-505.261,-329.916,-2613.61,625.606,-1728.46,-595.849,414.416,-1740.75,1427.18
-337.349,3168.44,-788.984,25.4285,242.583,-691.534,-639.168,-1444.57,1436.13,461.088,-67.1462,703.925,-1530.63,1431.74
-27.8778,2976.58,-286.746,461.713,119.408,-681.134,-851.88,-1352.71,1920.6,1083.03,55.6344,922.204,-804.188,1770.81
-172.357,2825.4,-1069.27,253.112,-66.2816,-594.465,-826.891,-1590.7,2382.6,501.203,286.401,1068.7,-86.0942,2306.66
-201.965,2604.69,-1115.03,416.954,-443.575,-328.761,-229.753,-1216.35,2119.54,322.026,250.784,131.372,-171.21,2378.49
89.3363,2998.56,-1045.14,353.766,-1164.02,-298.082,-493.673,-665.745,1177.62,-1043.29,265.846,408.227,-742.714,2774.39
3545.47,2110.47,-1056.25,102.165,-521.847,1132.05,456.065,1796.42,681.195,447.06,526.356,-88.2201,2419.52,1191.62
2701.92,1690.81,-871.535,-263.542,-1017.12,482.033,-593.777,1208.13,105.428,1109.64,575.541,419.485,2238.42,1781.57
1564.16,1566.53,-747.381,-148.729,-1273.19,465.004,-768.666,883.599,-167.762,1184.14,548.953,820.314,2351.71,2106.44
1489.51,1200.1,-807.628,-86.6928,-1109.48,439.688,-830.643,863.345,-64.1485,1056.74,465.885,1053.76,2430.39,2358.56
1600.25,859.373,-973.799,-225.011,-580.599,1096.65,-1046.02,1257.26,-522.93,1202,1060.3,1315.42,2740.5,2394.86
1338.56,171.507,-1341.92,-613.591,-682.249,1475.44,-770.31,1794.57,-397.881,546.721,1172.33,1162.63,2194.69,2412.69
1286.07,-1613.07,-3249.43,738.6,-956.245,930.429,-1878.2,1977.41,-414.046,112.303,1529.97,257.329,1974.78,722.347
614.262,-2742.68,-1446.52,-382.841,-763.778,749.351,-1660.38,1827.25,-367.812,-297.455,114.187,-1194.58,609.78,-148.516
1965.45,-2764.84,-615.077,-240.791,-957.282,54.5999,-637.223,707.863,-1170.78,-263.753,22.7255,-1344.67,360.446,-485.618
1412.56,-2316.14,-825.831,-143.751,-870.403,-1105.86,-1067.18,151.222,-1041.78,-1005.38,-20.6229,-1649.63,479.624,-677.389
603.509,-2211.35,-1984.34,-89.9915,-963.346,-1426.29,-2670.19,-11.4274,-953.09,-1455.25,-397.859,-1980.31,251.07,-707.129
444.861,-2037.05,-1953.1,-128.675,-1015.85,-1259.26,-2894.81,137.39,-1244.97,-2013.4,-564.425,-2363.05,301.441,-731.985
409.195,-1812.44,-3085.51,-74.3467,-744.669,-517.876,-3066.61,633.725,-1377.28,-2872.59,-990.015,-2424.75,21.1598,-1200.66
661.269,-1507.07,-3562.03,238.065,-1210.08,-1690.8,-2855.13,672.261,-1429.74,-3079.16,-1007.65,-2575.97,99.2449,-1861.87
784.575,-1226.8,-3578.3,221.768,-1189.17,-1481.22,-2793.14,434.711,-1378.93,-3171.6,-1129.2,-2763.96,281.886,-1832.94
775.073,-1017.06,-3144.64,283.729,-1260.43,-501.808,-2375.22,668.119,-1459.91,-2326.11,-1049.21,-1939.19,730.625,-1891.23
783.514,-718.888,-3097.4,721.687,-678.842,269.928,-1601.86,633.212,-1530.15,-1634.98,6.62451,-1507.28,1109.35,-1229.82
370.469,-382.561,-1402.01,797.671,-298.859,230.572,-621.238,162.15,-1606.32,-760.928,573.992,-1763.99,1322.78,-236.719
1801.87,-393.28,-557.929,266.516,-505.261,-329.916,279.244,625.606,-1728.46,-595.849,414.416,-1740.75,1427.18,229.83
3168.44,-788.984,25.4285,242.583,-691.534,-639.168,1433.85,1436.13,461.088,-67.1462,703.925,-1530.63,1431.74,64.4489
2976.58,-286.746,461.713,119.408,-681.134,-851.88,1478.19,1920.6,1083.03,55.6344,922.204,-804.188,1770.81,281.423
2825.4,-1069.27,253.112,-66.2816,-594.465,-826.891,1227.09,2382.6,501.203,286.401,1068.7,-86.0942,2306.66,724.965
2604.69,-1115.03,416.954,-443.575,-328.761,-229.753,1546.74,2119.54,322.026,250.784,131.372,-171.21,2378.49,419.663
2998.56,-1045.14,353.766,-1164.02,-298.082,-493.673,1956.66,1177.62,-1043.29,265.846,408.227,-742.714,2774.39,144.246
2110.47,-1056.25,102.165,-521.847,1132.05,456.065,1097.61,681.195,447.06,526.356,-88.2201,2419.52,1191.62,70.4006
1690.81,-871.535,-263.542,-1017.12,482.033,-593.777,533.896,105.428,1109.64,575.541,419.485,2238.42,1781.57,328.443
1566.53,-747.381,-148.729,-1273.19,465.004,-768.666,225.638,-167.762,1184.14,548.953,820.314,2351.71,2106.44,569.435
1200.1,-807.628,-86.6928,-1109.48,439.688,-830.643,216.997,-64.1485,1056.74,465.885,1053.76,2430.39,2358.56,442.436
859.373,-973.799,-225.011,-580.599,1096.65,-1046.02,620.787,-522.93,1202,1060.3,1315.42,2740.5,2394.86,328.409
171.507,-1341.92,-613.591,-682.249,1475.44,-770.31,1153.54,-397.881,546.721,1172.33,1162.63,2194.69,2412.69,625.759
-1613.07,-3249.43,738.6,-956.245,930.429,-1878.2,1315.89,-414.046,112.303,1529.97,257.329,1974.78,722.347,-215.07
-2742.68,-1446.52,-382.841,-763.778,749.351,-1660.38,1130.49,-367.812,-297.455,114.187,-1194.58,609.78,-148.516,-181.748
-2764.84,-615.077,-240.791,-957.282,54.5999,-637.223,-30.7836,-1170.78,-263.753,22.7255,-1344.67,360.446,-485.618,-778.608
-2316.14,-825.831,-143.751,-870.403,-1105.86,-1067.18,-615.398,-1041.78,-1005.38,-20.6229,-1649.63,479.624,-677.389,-1108.45
-2211.35,-1984.34,-89.9915,-963.346,-1426.29,-2670.19,-784.757,-953.09,-1455.25,-397.859,-1980.31,251.07,-707.129,-793.797
-2037.05,-1953.1,-128.675,-1015.85,-1259.26,-2894.81,-633.262,-1244.97,-2013.4,-564.425,-2363.05,301.441,-731.985,-591.996
-1812.44,-3085.51,-74.3467,-744.669,-517.876,-3066.61,-127.644,-1377.28,-2872.59,-990.015,-2424.75,21.1598,-1200.66,-71.1914
-1507.07,-3562.03,238.065,-1210.08,-1690.8,-2855.13,-77.199,-1429.74,-3079.16,-1007.65,-2575.97,99.2449,-1861.87,108.344
-1226.8,-3578.3,221.768,-1189.17,-1481.22,-2793.14,-305.744,-1378.93,-3171.6,-1129.2,-2763.96,281.886,-1832.94,161.704
-1017.06,-3144.64,283.729,-1260.43,-501.808,-2375.22,-69.0319,-1459.91,-2326.11,-1049.21,-1939.19,730.625,-1891.23,66.2549
-718.888,-3097.4,721.687,-678.842,269.928,-1601.86,-106.913,-1530.15,-1634.98,6.62451,-1507.28,1109.35,-1229.82,-50.5813
-382.561,-1402.01,797.671,-298.859,230.572,-621.238,-593.569,-1606.32,-760.928,573.992,-1763.99,1322.78,-236.719,-594.454
-393.28,-557.929,266.516,-505.261,-329.916,279.244,-146.959,-1728.46,-595.849,414.416,-1740.75,1427.18,229.83,-1200.03
-788.984,25.4285,242.583,-691.534,-639.168,1433.85,661.359,461.088,-67.1462,703.925,-1530.63,1431.74,64.4489,-1560.69
-286.746,461.713,119.408,-681.134,-851.88,1478.19,1157.2,1083.03,55.6344,922.204,-804.188,1770.81,281.423,-1703.45
-1069.27,253.112,-66.2816,-594.465,-826.891,1227.09,1627.7,501.203,286.401,1068.7,-86.0942,2306.66,724.965,-1460.61
-1115.03,416.954,-443.575,-328.761,-229.753,1546.74,1368.35,322.026,250.784,131.372,-171.21,2378.49,419.663,-1560.59
-1045.14,353.766,-1164.02,-298.082,-493.673,1956.66,455.875,-1043.29,265.846,408.227,-742.714,2774.39,144.246,-1161.37
-1056.25,102.165,-521.847,1132.05,456.065,1097.61,666.707,447.06,526.356,-88.2201,2419.52,1191.62,70.4006,468.909
-871.535,-263.542,-1017.12,482.033,-593.777,533.896,91.4977,1109.64,575.541,419.485,2238.42,1781.57,328.443,811.37
-747.381,-148.729,-1273.19,465.004,-768.666,225.638,-181.325,1184.14,548.953,820.314,2351.71,2106.44,569.435,1050.79
-807.628,-86.6928,-1109.48,439.688,-830.643,216.997,-77.4794,1056.74,465.885,1053.76,2430.39,2358.56,442.436,976.363
-973.799,-225.011,-580.599,1096.65,-1046.02,620.787,-536.071,1202,1060.3,1315.42,2740.5,2394.86,328.409,969.718
-1341.92,-613.591,-682.249,1475.44,-770.31,1153.54,-411.091,546.721,1172.33,1162.63,2194.69,2412.69,625.759,990.236
-3249.43,738.6,-956.245,930.429,-1878.2,1315.89,-427.647,112.303,1529.97,257.329,1974.78,722.347,-215.07,514.115
-1446.52,-382.841,-763.778,749.351,-1660.38,1130.49,-381.987,-297.455,114.187,-1194.58,609.78,-148.516,-181.748,539.299
-615.077,-240.791,-957.282,54.5999,-637.223,-30.7836,-1185.67,-263.753,22.7255,-1344.67,360.446,-485.618,-778.608,319.465
-825.831,-143.751,-870.403,-1105.86,-1067.18,-615.398,-1057.21,-1005.38,-20.6229,-1649.63,479.624,-677.389,-1108.45,-319.622
-1984.34,-89.9915,-963.346,-1426.29,-2670.19,-784.757,-968.793,-1455.25,-397.859,-1980.31,251.07,-707.129,-793.797,-851.404
-1953.1,-128.675,-1015.85,-1259.26,-2894.81,-633.262,-1260.8,-2013.4,-564.425,-2363.05,301.441,-731.985,-591.996,-1100.45
-3085.51,-74.3467,-744.669,-517.876,-3066.61,-127.644,-1393.07,-2872.59,-990.015,-2424.75,21.1598,-1200.66,-71.1914,-649.304
-3562.03,238.065,-1210.08,-1690.8,-2855.13,-77.199,-1445.37,-3079.16,-1007.65,-2575.97,99.2449,-1861.87,108.344,-827.25
-3578.3,221.768,-1189.17,-1481.22,-2793.14,-305.744,-1394.43,-3171.6,-1129.2,-2763.96,281.886,-1832.94,161.704,-1124.6
-3144.64,283.729,-1260.43,-501.808,-2375.22,-69.0319,-1475.4,-2326.11,-1049.21,-1939.19,730.625,-1891.23,66.2549,-1155.3
-3097.4,721.687,-678.842,269.928,-1601.86,-106.913,-1545.78,-1634.98,6.62451,-1507.28,1109.35,-1229.82,-50.5813,-629.602
-1402.01,797.671,-298.859,230.572,-621.238,-593.569,-1622.31,-760.928,573.992,-1763.99,1322.78,-236.719,-594.454,-202.655
-557.929,266.516,-505.261,-329.916,279.244,-146.959,-1744.83,-595.849,414.416,-1740.75,1427.18,229.83,-1200.03,-44.1078
25.4285,242.583,-691.534,-639.168,1433.85,661.359,444.424,-67.1462,703.925,-1530.63,1431.74,64.4489,-1560.69,-671.144
461.713,119.408,-681.134,-851.88,1478.19,1157.2,1066.29,55.6344,922.204,-804.188,1770.81,281.423,-1703.45,-1306.56
253.112,-66.2816,-594.465,-826.891,1227.09,1627.7,484.454,286.401,1068.7,-86.0942,2306.66,724.965,-1460.61,-1574.6
416.954,-443.575,-328.761,-229.753,1546.74,1368.35,305.334,250.784,131.372,-171.21,2378.49,419.663,-1560.59,-1867.63
353.766,-1164.02,-298.082,-493.673,1956.66,455.875,-1059.04,265.846,408.227,-742.714,2774.39,144.246,-1161.37,-1024.84
102.165,-521.847,1132.05,456.065,1097.61,666.707,-109.302,526.356,-88.2201,2419.52,1191.62,70.4006,468.909,-1637.37
-263.542,-1017.12,482.033,-593.777,533.896,91.4977,570.972,575.541,419.485,2238.42,1781.57,328.443,811.37,-1513.13
-148.729,-1273.19,465.004,-768.666,225.638,-181.325,653.068,548.953,820.314,2351.71,2106.44,569.435,1050.79,-902.189
-86.6928,-1109.48,439.688,-830.643,216.997,-77.4794,530.577,465.885,1053.76,2430.39,2358.56,442.436,976.363,-545.472
-225.011,-580.599,1096.65,-1046.02,620.787,-536.071,672.128,1060.3,1315.42,2740.5,2394.86,328.409,969.718,270.883
-613.591,-682.249,1475.44,-770.31,1153.54,-411.091,-13.7981,1172.33,1162.63,2194.69,2412.69,625.759,990.236,1465.67
