Date,Oil,Coal,Gas,Low Carbon
2019-03-07,58.8235,64.9011,17.9,119.85
2019-03-08,58.5814,64.4716,17.82,119.09
2019-03-09,58.7924,64.4146,17.7967,119.38
2019-03-10,59.0033,64.3578,17.7733,119.67
2019-03-11,59.2138,64.301,17.75,119.96
2019-03-12,59.1308,64.4346,17.64,119.98
2019-03-13,59.7629,63.523,17.51,120.71
2019-03-14,59.5219,63.7008,17.39,121.72
2019-03-15,59.3916,63.1411,17.26,122.65
2019-03-16,59.4318,63.0796,17.2167,122.753
2019-03-17,59.4719,63.0183,17.1733,122.857
2019-03-18,59.5119,62.9571,17.13,122.96
2019-03-19,59.5263,62.7311,17.03,123.58
2019-03-20,60.3312,62.7092,16.94,122.5
2019-03-21,59.5943,62.3079,16.85,122.34
2019-03-22,59.3081,62.688,16.75,120.58
2019-03-23,59.3209,62.6013,16.72,120.347
2019-03-24,59.3338,62.5147,16.69,120.113
2019-03-25,59.3466,62.4283,16.66,119.88
2019-03-26,60.1984,62.6162,16.58,120.8
2019-03-27,60.2344,62.6943,16.53,121.14
2019-03-28,60.4564,62.8009,16.48,121.07
2019-03-29,60.8723,55.1402,14.9,121.95
2019-03-30,61.0544,54.1892,14.84,122.413
2019-03-31,61.2365,53.2382,14.78,122.877
2019-04-01,61.4187,52.2873,14.72,123.34
2019-04-02,61.9375,50.3571,14.51,123.77
2019-04-03,61.6472,48.7414,14.5,125.12
2019-04-04,61.8593,49.9599,14.64,124.93
2019-04-05,62.6191,50.0757,15.08,124.7
2019-04-06,62.8204,50.7831,15.1567,124.6
2019-04-07,63.0215,51.49,15.2333,124.5
2019-04-08,63.2225,52.1963,15.31,124.4
2019-04-09,62.6142,52.3632,15.56,123.7
2019-04-10,63.5961,53.0189,15.72,123.93
2019-04-11,62.8817,53.0895,15.82,124.14
2019-04-12,63.2011,53.1313,15.89,124.31
2019-04-13,63.1071,52.923,15.8867,124.41
2019-04-14,63.0129,52.7145,15.8833,124.51
2019-04-15,62.9188,52.506,15.88,124.61
2019-04-16,63.441,52.72,15.85,125.13
2019-04-17,63.3749,52.5617,15.84,125.26
2019-04-18,63.9733,52.8,15.8,125.71
2019-04-19,63.979,52.8047,15.8,125.71
2019-04-20,64.5982,52.8094,15.8,125.71
2019-04-21,65.2174,52.8141,15.8,125.71
2019-04-22,65.8367,52.8188,15.8,125.71
2019-04-23,66.2606,53.0458,15.76,126.03
2019-04-24,66.5269,52.9485,15.72,126.21
2019-04-25,66.8435,53.3579,15.69,125.97
2019-04-26,64.8073,53.3549,15.66,126.39
2019-04-27,64.7414,53.1632,15.6567,126.487
2019-04-28,64.6756,52.9716,15.6533,126.583
2019-04-29,64.6099,52.7803,15.65,126.68
2019-04-30,64.8957,52.6386,15.14,126.55
2019-05-01,64.3602,52.0285,15.14,126.55
2019-05-02,63.102,52.756,15.11,125.87
2019-05-03,63.5141,54.5944,15.14,126.16
2019-05-04,63.5471,54.4033,15.14,125.83
2019-05-05,63.58,54.2127,15.14,125.5
2019-05-06,63.6128,54.0227,15.14,125.17
2019-05-07,62.4765,53.2857,15.09,123.49
2019-05-08,62.8191,53.9636,15.07,123.51
2019-05-09,62.8875,53.0242,15.1,121.42
2019-05-10,62.8851,52.6714,15.08,121.53
2019-05-11,62.7414,52.5145,15.0567,121.073
2019-05-12,62.5979,52.3577,15.0333,120.617
2019-05-13,62.4544,52.201,15.01,120.16
2019-05-14,63.4598,52.7793,14.96,121.19
2019-05-15,64.1778,52.7139,14.92,121.77
2019-05-16,64.8219,52.2182,14.85,123.42
2019-05-17,64.6348,52.2735,14.85,122.76
2019-05-18,64.5728,52.2515,14.79,122.307
2019-05-19,64.5108,52.2295,14.73,121.853
2019-05-20,64.4488,52.2074,14.67,121.4
2019-05-21,64.6716,52.1459,14.58,122.03
2019-05-22,63.5485,51.9202,14.51,122.13
2019-05-23,60.8313,51.8898,14.43,120.44
2019-05-24,61.4016,51.3989,14.35,121.1
2019-05-25,61.8045,51.3821,14.35,121.2
2019-05-26,62.2071,51.3653,14.35,121.3
2019-05-27,62.6094,51.3485,14.35,121.4
2019-05-28,62.643,50.9739,14.28,121.01
2019-05-29,62.2535,51.0039,14.21,119.21
2019-05-30,60.0593,51.0149,14.12,119.87
2019-05-31,57.8334,47.4397,11.84,118.94
2019-06-01,56.8161,46.9884,11.7967,119.097
2019-06-02,55.8008,46.538,11.7533,119.253
2019-06-03,54.7877,46.0885,11.71,119.41
2019-06-04,55.1138,46.5137,11.74,120.05
2019-06-05,53.8598,45.8381,11.85,120.56
2019-06-06,54.7399,46.0234,11.84,120.41
2019-06-07,56.143,46.4384,11.86,121.71
2019-06-08,55.8011,46.592,11.8733,121.783
2019-06-09,55.4598,46.7454,11.8867,121.857
2019-06-10,55.119,46.8985,11.9,121.93
2019-06-11,55.0265,45.0972,11.91,122.66
2019-06-12,52.963,44.5995,11.84,122.77
2019-06-13,54.3095,44.5124,11.82,122.98
2019-06-14,55.0466,44.3853,11.8,122.57
2019-06-15,54.7802,44.2335,11.8,122.573
2019-06-16,54.5134,44.0815,11.8,122.577
2019-06-17,54.246,43.9291,11.8,122.58
2019-06-18,55.5466,43.488,11.78,124.47
2019-06-19,55.162,43.455,11.71,124.61
2019-06-20,57.0001,43.2918,11.63,124.66
2019-06-21,57.6175,43.3015,11.56,124.18
2019-06-22,57.3855,43.1876,11.5433,124.137
2019-06-23,57.1546,43.0741,11.5267,124.093
2019-06-24,56.9247,42.9612,11.51,124.05
2019-06-25,57.1215,42.9838,11.43,123.95
2019-06-26,58.5196,43.0382,11.36,123.47
2019-06-27,58.5312,43.0079,11.29,123.11
2019-06-28,58.4798,43.5852,10.61,123.93
2019-06-29,58.0961,43.9034,10.63,124.213
2019-06-30,57.7117,44.2221,10.65,124.497
2019-07-01,57.3266,44.5414,10.67,124.78
2019-07-02,55.2164,45.5269,10.59,125.39
2019-07-03,56.5129,46.7546,10.59,126.72
2019-07-04,56.0773,48.9901,10.65,126.92
2019-07-05,57.0426,50,10.73,125.89
2019-07-06,57.0831,50.289,10.8033,125.85
2019-07-07,57.1238,50.5788,10.8767,125.81
2019-07-08,57.1645,50.8694,10.95,125.77
2019-07-09,57.2602,50.3347,11.16,125.33
2019-07-10,59.7237,51.7825,11.28,124.93
2019-07-11,58.9455,51.8387,11.45,124.73
2019-07-12,59.2909,51.4085,11.61,124.66
2019-07-13,59.1917,51.3546,11.6533,124.74
2019-07-14,59.0927,51.3006,11.6967,124.82
2019-07-15,58.9937,51.2468,11.74,124.9
2019-07-16,57.3376,51.0559,11.74,125.41
2019-07-17,56.7633,51.5381,11.71,124.9
2019-07-18,55.2158,51.3998,11.66,124.19
2019-07-19,55.6476,51.6658,11.63,123.93
2019-07-20,55.9004,51.7124,11.6067,123.947
2019-07-21,56.1534,51.759,11.5833,123.963
2019-07-22,56.4066,51.8056,11.56,123.98
2019-07-23,57.1288,52.0004,11.5,125.12
2019-07-24,56.7145,52.1544,11.44,125.31
2019-07-25,57.031,52.2717,11.44,124.79
2019-07-26,56.9761,53.6003,11.35,125.14
2019-07-27,57.0834,53.1217,11.3333,125.303
2019-07-28,57.1908,52.6426,11.3167,125.467
2019-07-29,57.2983,52.163,11.3,125.63
2019-07-30,58.024,51.9096,11.25,123.49
2019-07-31,58.4432,51.9236,11.37,123.54
2019-08-01,54.8156,53.0488,12.02,124.25
2019-08-02,55.7266,52.3591,12.34,121.27
2019-08-03,54.9769,51.9105,12.29,120.357
2019-08-04,54.2307,51.464,12.24,119.443
2019-08-05,53.4877,51.0195,12.19,118.53
2019-08-06,52.6862,50.1475,12,118.06
2019-08-07,50.1964,50.125,11.96,118.59
2019-08-08,51.2642,50.478,11.99,120.37
2019-08-09,52.2683,50.2322,12.02,119.47
2019-08-10,52.2864,50.2531,12.0067,119.387
2019-08-11,52.3045,50.2739,11.9933,119.303
2019-08-12,52.3227,50.2948,11.98,119.22
2019-08-13,54.6248,50.2584,11.99,119.77
2019-08-14,53.1641,50.143,11.95,118.13
2019-08-15,52.2242,50.2242,11.9,117.86
2019-08-16,52.9433,50.4695,11.84,119.31
2019-08-17,53.2311,50.3984,11.82,119.707
2019-08-18,53.5184,50.3275,11.8,120.103
2019-08-19,53.8053,50.2567,11.78,120.5
2019-08-20,54.1983,50.2438,11.75,119.84
2019-08-21,54.3048,49.8469,11.74,121.18
2019-08-22,54.0648,49.7158,11.71,120.65
2019-08-23,53.6286,49.6159,11.66,119.65
2019-08-24,53.3538,49.5398,11.66,119.683
2019-08-25,53.0799,49.4639,11.66,119.717
2019-08-26,52.8068,49.3883,11.66,119.75
2019-08-27,53.5933,49.4867,11.59,120.65
2019-08-28,54.5791,49.4451,11.53,120.36
2019-08-29,55.1662,49.4039,11.49,121.51
2019-08-30,54.7572,49.6104,13.69,122.27
2019-08-31,54.3341,49.8789,13.45,122.467
2019-09-01,53.9094,50.1486,13.21,122.663
2019-09-02,53.4829,50.4194,12.97,122.86
2019-09-03,53.2687,52.071,12.75,122.67
2019-09-04,55.0917,51.5066,12.63,123.65
2019-09-05,55.1185,51.9081,12.62,124.23
2019-09-06,55.8085,52.2808,12.63,124.71
2019-09-07,56.1157,52.498,12.62,124.45
2019-09-08,56.4228,52.7151,12.61,124.19
2019-09-09,56.7298,52.9321,12.6,123.93
2019-09-10,56.5036,54.9366,12.78,123.92
2019-09-11,55.2667,54.9396,13,124.96
2019-09-12,55.0762,55.4137,13.17,125.17
2019-09-13,54.2718,54.9297,13.35,125.3
2019-09-14,57.0268,55.278,13.3967,124.987
2019-09-15,59.7925,55.6276,13.4433,124.673
2019-09-16,62.5691,55.9786,13.49,124.36
2019-09-17,58.5434,55.8226,13.54,124.58
2019-09-18,57.5409,55.2339,13.48,124.72
2019-09-19,58.191,55.0285,13.48,125.66
2019-09-20,58.2774,55.5304,13.4,126.11
2019-09-21,58.5051,55.5001,13.3833,125.807
2019-09-22,58.7333,55.4697,13.3667,125.503
2019-09-23,58.9622,55.4392,13.35,125.2
2019-09-24,57.348,55.4394,13.31,125.52
2019-09-25,56.8111,54.8625,13.25,124.74
2019-09-26,57.3597,55.6775,13.21,125.58
2019-09-27,56.6164,54.5496,13.15,126.18
2019-09-28,56.3509,55.0078,14.38,126.333
2019-09-29,56.0847,55.4672,15.61,126.487
2019-09-30,55.8178,55.928,16.84,126.64
2019-10-01,54.0374,55.056,16.97,124.84
2019-10-02,52.8055,54.3707,16.73,121.47
2019-10-03,52.6984,54.059,16.61,121.71
2019-10-04,53.1651,54.331,16.51,122.76
2019-10-05,53.1365,54.49,16.47,123.04
2019-10-06,53.1078,54.6489,16.43,123.32
2019-10-07,53.0792,54.8076,16.39,123.6
2019-10-08,53.0129,55.7983,16.31,122.27
2019-10-09,53.1099,55.3228,16.27,122.9
2019-10-10,53.5811,55.0317,16.25,123.56
2019-10-11,54.7949,55.0122,16.26,126.41
2019-10-12,54.4645,55.0835,16.26,126.227
2019-10-13,54.1338,55.1548,16.26,126.043
2019-10-14,53.8029,55.2262,16.26,125.86
2019-10-15,53.366,54.9014,16.26,127.03
2019-10-16,53.8957,54.6485,16.27,127.1
2019-10-17,53.9098,54.0808,16.26,127.09
2019-10-18,53.3202,53.8406,16.26,126.68
2019-10-19,53.1365,53.8239,16.25,126.927
2019-10-20,52.9531,53.8071,16.24,127.173
2019-10-21,52.7701,53.7904,16.23,127.42
2019-10-22,53.6388,54.0431,16.21,127.55
2019-10-23,54.9942,54.0771,16.18,127.6
2019-10-24,55.4188,53.8282,16.15,128.11
2019-10-25,55.8387,51.5891,16.12,128.55
2019-10-26,55.7371,51.3498,16.0933,128.597
2019-10-27,55.6353,51.1102,16.0667,128.643
2019-10-28,55.5335,50.8704,16.04,128.69
2019-10-29,55.5115,51.1041,15.96,128.42
2019-10-30,54.5741,50.6033,15.89,128.8
2019-10-31,53.9986,50.5648,16.48,128.33
2019-11-01,55.382,51.1267,16.53,129.02
2019-11-02,55.4821,51.0378,16.5633,129.303
2019-11-03,55.5821,50.949,16.5967,129.587
2019-11-04,55.682,50.8604,16.63,129.87
2019-11-05,56.6748,51.2197,16.76,129.84
2019-11-06,55.6718,50.5861,16.72,130.3
2019-11-07,56.2336,50.7358,16.68,130.94
2019-11-08,56.6522,50.571,16.61,130.82
2019-11-09,56.5405,50.3791,16.5933,130.86
2019-11-10,56.4289,50.1872,16.5767,130.9
2019-11-11,56.3174,49.9955,16.56,130.94
2019-11-12,56.3414,50.2043,16.48,131.45
2019-11-13,56.6691,50.2453,16.4,131.32
2019-11-14,56.6336,50.6956,16.36,130.76
2019-11-15,57.3681,50.6163,16.31,131.35
2019-11-16,57.0618,50.2581,16.2933,131.367
2019-11-17,56.7559,49.9005,16.2767,131.383
2019-11-18,56.4506,49.5434,16.26,131.4
2019-11-19,54.9878,49.9684,16.21,131.38
2019-11-20,56.4246,50.1854,16.19,130.75
2019-11-21,57.6774,50.5365,16.18,130.08
2019-11-22,57.325,50.5969,16.18,130.52
2019-11-23,57.49,50.6581,16.18,130.987
2019-11-24,57.6556,50.7196,16.18,131.453
2019-11-25,57.8216,50.7812,16.18,131.92
2019-11-26,58.3212,50.9528,16.22,132.08
2019-11-27,58.1888,50.7312,16.23,132.47
2019-11-28,58.0373,50.9768,16.22,132.42
2019-11-29,56.8476,53.4056,16.22,131.99
2019-11-30,56.3192,52.9299,16.3267,131.323
2019-12-01,55.7921,52.4555,16.4333,130.657
2019-12-02,55.2663,51.9822,16.54,129.99
2019-12-03,54.9363,50.9439,16.44,129.39
2019-12-04,56.8541,50.537,16.42,130.83
2019-12-05,57.139,49.7566,16.32,130.58
2019-12-06,58.0404,48.9904,16.21,132.08
2019-12-07,58.0314,48.9733,16.17,131.943
2019-12-08,58.0225,48.9562,16.13,131.807
2019-12-09,58.0135,48.9391,16.09,131.67
2019-12-10,58.0843,48.3886,15.95,131.46
2019-12-11,57.535,48.307,15.84,131.78
2019-12-12,57.6457,48.487,15.78,132.22
2019-12-13,58.3676,47.9685,15.63,133.61
2019-12-14,58.4523,47.9787,15.59,134.277
2019-12-15,58.537,47.989,15.55,134.943
2019-12-16,58.6219,47.9993,15.51,135.61
2019-12-17,59.2188,47.9305,15.44,134.25
2019-12-18,59.5322,48.1332,15.39,133.88
2019-12-19,59.8543,47.9896,15.38,134.09
2019-12-20,59.6017,48.1662,15.3,135.48
2019-12-21,59.7163,48.1229,15.2633,135.42
2019-12-22,59.831,48.0795,15.2267,135.36
2019-12-23,59.9458,48.0361,15.19,135.3
2019-12-24,60.6498,48.0144,15.07,135.45
2019-12-25,60.5169,47.9092,15.07,135.45
2019-12-26,61.0316,47.8045,15.07,135.45
2019-12-27,61.1136,48.5968,14.96,135.75
2019-12-28,61.1315,48.1863,14.9233,135.347
2019-12-29,61.1494,47.7767,14.8867,134.943
2019-12-30,61.1672,47.368,14.85,134.54
2019-12-31,58.7502,47.1782,12.57,134.51
2020-01-01,58.8576,47.2645,12.57,134.51
2020-01-02,59.1888,46.5469,12.5,135.78
2020-01-03,61.5412,47.3221,12.76,135.14
2020-01-04,61.5474,47.2259,12.7533,134.91
2020-01-05,61.5536,47.1299,12.7467,134.68
2020-01-06,61.5598,47.0341,12.74,134.45
2020-01-07,61.1081,47.0372,12.64,134.57
2020-01-08,58.8754,47.2335,12.64,134.7
2020-01-09,58.8389,47.4347,12.6,135.14
2020-01-10,58.588,47.6963,12.58,134.73
2020-01-11,58.2923,47.8263,12.5767,134.553
2020-01-12,57.9972,47.9561,12.5733,134.377
2020-01-13,57.7027,48.0856,12.57,134.2
2020-01-14,58.0207,46.9636,12.49,134.5
2020-01-15,57.4403,46.4908,12.42,134.58
2020-01-16,57.8566,45.6621,12.35,134.87
2020-01-17,58.3813,45.4627,12.28,136.34
2020-01-18,58.5268,45.2689,12.25,136.26
2020-01-19,58.6724,45.0748,12.22,136.18
2020-01-20,58.8182,44.8805,12.19,136.1
2020-01-21,58.1107,45.5241,12.14,136.15
2020-01-22,57.0076,45.3193,12.07,135.97
2020-01-23,55.9372,45.4423,11.99,135.06
2020-01-24,54.9977,45.5369,11.93,136.22
2020-01-25,54.6004,45.5809,11.9133,135.253
2020-01-26,54.2028,45.6249,11.8967,134.287
2020-01-27,53.805,45.6689,11.88,133.32
2020-01-28,54.0754,45.7519,11.85,134.36
2020-01-29,54.3678,45.5868,11.79,134.93
2020-01-30,52.8516,45.743,11.73,133.78
2020-01-31,52.624,43.5215,11.73,132.53
2020-02-01,51.4833,43.3826,11.16,132.737
2020-02-02,50.3435,43.2437,10.59,132.943
2020-02-03,49.2048,43.105,10.02,133.15
2020-02-04,48.8414,44.2614,9.99,135.23
2020-02-05,50.1497,44.8607,9.93,137.16
2020-02-06,49.9227,44.4424,9.88,137.76
2020-02-07,49.6581,43.942,9.84,137.66
2020-02-08,49.3204,43.7532,9.80667,137.717
2020-02-09,48.9824,43.5642,9.77333,137.773
2020-02-10,48.644,43.375,9.74,137.83
2020-02-11,49.5459,44.0327,9.67,138.81
2020-02-12,51.1178,44.6674,9.63,139.34
2020-02-13,51.845,45.9188,9.6,139.4
2020-02-14,52.8685,46.3937,9.58,139.22
2020-02-15,52.9875,46.4805,9.57333,139.42
2020-02-16,53.1065,46.5674,9.56667,139.62
2020-02-17,53.2257,46.6544,9.56,139.82
2020-02-18,53.3931,45.9504,9.58,139.72
2020-02-19,54.7407,45.6481,9.62,140.88
2020-02-20,54.9676,44.8563,9.65,139.7
2020-02-21,54.1617,44.7181,9.67,139.08
2020-02-22,53.4547,44.6021,9.67,137.383
2020-02-23,52.7484,44.4862,9.67,135.687
2020-02-24,52.0429,44.3705,9.67,133.99
2020-02-25,50.6919,44.4188,9.67,131.68
2020-02-26,49.131,44.1379,9.67,131.48
2020-02-27,47.5921,43.6884,9.67,126.66
2020-02-28,46.0235,43.5456,9.32,122.32
2020-02-29,46.239,43.0675,9.34,122.367
2020-03-01,46.4525,42.5935,9.36,122.413
2020-03-02,46.6643,42.1237,9.38,122.46
2020-03-03,46.6493,42.2326,9.49,124.31
2020-03-04,45.9596,42.5169,9.49,125.97
2020-03-05,44.6858,42.7282,9.49,124.37
2020-03-06,39.9347,41.8137,9.49,119.99
2020-03-07,36.5975,41.3737,9.49,117.29
2020-03-08,33.2837,40.9367,9.49,114.59
2020-03-09,29.993,40.5028,9.49,111.89
2020-03-10,32.6778,40.7375,9.49,110.57
2020-03-11,31.572,41.0198,9.49,109.8
2020-03-12,29.5552,40.7473,9.49,97.72
2020-03-13,30.4845,41.9218,9.49,99.04
2020-03-14,29.2972,41.8403,9.47333,97.4933
2020-03-15,28.1136,41.7589,9.45667,95.9467
2020-03-16,26.9338,41.6779,9.44,94.4
2020-03-17,26.161,42.8884,9.39,96.99
2020-03-18,22.7547,43.7168,9.32,93.57
2020-03-19,26.3587,43.4219,9.28,96.62
2020-03-20,25.1985,44.3635,9.25,98.17
2020-03-21,25.1545,44.2277,9.23,96.7567
2020-03-22,25.1108,44.0926,9.21,95.3433
2020-03-23,25.0672,43.9581,9.19,93.93
2020-03-24,25.0392,43.9454,9.15,101.14
2020-03-25,25.2979,44.5645,9.09,103.91
2020-03-26,23.9869,43.6663,9.03,106.64
2020-03-27,22.7111,43.8189,9.03,103.24
2020-03-28,22.0141,44.5465,8.98667,103.8
2020-03-29,21.3194,45.2716,8.94333,104.36
2020-03-30,20.6272,45.9942,8.9,104.92
2020-03-31,20.7558,44.9982,8.9,106.13
2020-04-01,22.6225,43.9832,7.33,103.12
2020-04-02,27.4528,43.5082,7.36,103.45
2020-04-03,31.6273,42.7446,7.37,102.9
2020-04-04,31.2938,42.7984,7.39667,104.227
2020-04-05,30.9605,42.8523,7.42333,105.553
2020-04-06,30.6274,42.9061,7.45,106.88
2020-04-07,29.2788,43.2246,7.5,108.5
2020-04-08,30.2088,42.8663,7.52,108.41
2020-04-09,28.9684,43.0662,7.54,109.55
2020-04-10,28.9173,42.9902,7.54,109.55
2020-04-11,28.9459,42.884,7.54,109.55
2020-04-12,28.9744,42.7781,7.54,109.55
2020-04-13,29.0027,42.6726,7.54,109.55
2020-04-14,26.9999,41.7313,7.54,110.74
2020-04-15,25.3967,41.5482,7.5,107.6
2020-04-16,25.5511,41.7891,7.49,108.37
2020-04-17,25.8564,41.8048,7.49,111.28
2020-04-18,25.0859,41.8508,7.48333,111.677
2020-04-19,24.3155,41.8969,7.47667,112.073
2020-04-20,23.5451,41.9429,7.47,112.47
2020-04-21,17.837,41.9397,7.41,108.6
2020-04-22,18.7448,41.5478,7.36,110.49
2020-04-23,19.8013,41.6821,7.31,110.78
2020-04-24,19.8519,41.713,7.24,109.75
2020-04-25,19.3732,39.8126,7.22333,110.373
2020-04-26,18.8961,37.9184,7.20667,110.997
2020-04-27,18.4206,36.0302,7.19,111.62
2020-04-28,18.8103,35.3498,7.15,113.5
2020-04-29,20.7895,35.9712,7.13,114.74
2020-04-30,23.2346,36.6403,6.56,113.04
2020-05-01,24.2736,36.2635,6.56,113.04
2020-05-02,24.4691,36.0559,6.49333,111.913
2020-05-03,24.664,35.8489,6.42667,110.787
2020-05-04,24.8583,35.6425,6.36,109.66
2020-05-05,28.5622,36.5213,6.27,111.48
2020-05-06,27.5007,37.013,6.24,111.15
2020-05-07,27.3208,37.2809,6.24,112.01
2020-05-08,28.5622,36.8902,6.24,113.17
2020-05-09,28.1667,36.881,6.23333,113.097
2020-05-10,27.7708,36.8717,6.22667,113.023
2020-05-11,27.3744,36.8625,6.22,112.95
2020-05-12,27.611,36.5629,6.16,113.28
2020-05-13,26.8414,36.1839,6.09,111.17
2020-05-14,28.8454,36.2305,6.05,109.12
2020-05-15,30.0982,35.8863,6.01,109.62
2020-05-16,30.779,35.8795,5.99,110.857
2020-05-17,31.4583,35.8727,5.97,112.093
2020-05-18,32.1363,35.866,5.95,113.33
2020-05-19,31.6438,35.4795,5.87,112.54
2020-05-20,32.6246,35.4079,5.81,113.57
2020-05-21,32.7818,35.2273,5.69,112.83
2020-05-22,32.2175,35.4457,5.6,112.83
2020-05-23,32.3339,35.4698,5.59,113.41
2020-05-24,32.4502,35.4938,5.58,113.99
2020-05-25,32.5665,35.5179,5.57,114.57
2020-05-26,32.9567,35.1708,5.51,115.27
2020-05-27,31.6077,35.2106,5.44,115.65
2020-05-28,32.0352,35.2215,5.37,117.61
2020-05-29,31.7259,34.5726,4.68,116.18
2020-05-30,32.6405,36.4951,4.61667,116.547
2020-05-31,33.5561,38.42,4.55333,116.913
2020-06-01,34.4728,40.3472,4.49,117.28
2020-06-02,35.4126,41.8382,4.58,118.85
2020-06-03,35.5458,41.6294,4.8,122
2020-06-04,35.5467,40.6222,4.89,121.13
2020-06-05,37.3345,40.7767,5.04,123.47
2020-06-06,36.9421,40.7571,5.05667,123.347
2020-06-07,36.5487,40.7375,5.07333,123.223
2020-06-08,36.1542,40.7178,5.09,123.1
2020-06-09,36.4618,40.3754,5.07,121.99
2020-06-10,36.6857,39.5165,5.04,121.63
2020-06-11,33.9707,39.0818,5.05,117.05
2020-06-12,34.2622,39.3666,5.07,117.15
2020-06-13,34.6062,39.5736,5.08667,117.06
2020-06-14,34.9512,39.7811,5.10333,116.97
2020-06-15,35.2973,39.9893,5.12,116.88
2020-06-16,36.2221,39.618,5.13,120.35
2020-06-17,36.2447,39.708,5.14,121.56
2020-06-18,36.9898,39.8325,5.16,120.63
2020-06-19,37.636,40.1427,5.2,121.59
2020-06-20,37.8973,40.3175,5.21,121.257
2020-06-21,38.1585,40.4923,5.22,120.923
2020-06-22,38.4197,40.6671,5.23,120.59
2020-06-23,37.6657,39.6271,5.26,121.79
2020-06-24,35.7358,40.1152,5.29,118.64
2020-06-25,36.6518,40.4018,5.3,119.53
2020-06-26,36.5825,40.5333,5.3,121.21
2020-06-27,36.7102,41.8125,5.30333,120.773
2020-06-28,36.8373,43.0864,5.30667,120.337
2020-06-29,36.9638,44.3548,5.31,119.9
2020-06-30,36.7476,44.5169,5.31,119.88
2020-07-01,37.5268,44.5982,6.08,120.15
2020-07-02,38.2243,45.233,6.05,122.55
2020-07-03,38.1326,45.3493,6.06,121.48
2020-07-04,38.1074,45.3025,6.06333,122.113
2020-07-05,38.0823,45.2559,6.06667,122.747
2020-07-06,38.0574,45.2097,6.07,123.38
2020-07-07,38.1577,44.8627,6.1,122.44
2020-07-08,38.3573,43.8596,6.08,121.57
2020-07-09,37.3391,43.4668,6.06,121.12
2020-07-10,38.3469,43.1891,6,122.12
2020-07-11,38.1335,43.151,5.97333,122.47
2020-07-12,37.9207,43.1131,5.94667,122.82
2020-07-13,37.7085,43.0753,5.92,123.17
2020-07-14,37.7143,42.7692,5.85,121.82
2020-07-15,38.2646,42.8172,5.82,124.32
2020-07-16,37.9972,42.9297,5.77,123.58
2020-07-17,37.7494,43.0959,5.73,123.9
2020-07-18,37.7682,43.0125,5.71,124.287
2020-07-19,37.787,42.9291,5.69,124.673
2020-07-20,37.8057,42.8459,5.67,125.06
2020-07-21,38.7311,43.3453,5.62,125.16
2020-07-22,38.2536,42.9262,5.57,124.12
2020-07-23,37.4363,42.8732,5.55,124.1
2020-07-24,37.3363,42.6861,5.52,121.81
2020-07-25,37.1941,42.4863,5.51,121.75
2020-07-26,37.0531,42.2882,5.5,121.69
2020-07-27,36.9133,42.0918,5.49,121.63
2020-07-28,36.8866,42.417,5.49,122.03
2020-07-29,37.3134,42.3881,5.47,122.38
2020-07-30,36.5665,42.4508,5.46,119.94
2020-07-31,36.5463,42.1168,5.46,118.59
2020-08-01,36.9121,42.77,5.85333,119.337
2020-08-02,37.2805,43.4278,6.24667,120.083
2020-08-03,37.6514,44.0901,6.64,120.83
2020-08-04,37.7646,43.8589,6.93,120.31
2020-08-05,38.1053,43.2765,7.05,120.45
2020-08-06,38.0731,42.3879,7.21,119.64
2020-08-07,37.573,42.9889,7.39,120.3
2020-08-08,37.797,42.9839,7.40333,120.353
2020-08-09,38.0217,42.9788,7.41667,120.407
2020-08-10,38.247,42.9737,7.43,120.46
2020-08-11,37.7663,42.6886,7.44,122.44
2020-08-12,38.5949,42.2224,7.42,123.92
2020-08-13,37.9954,41.8322,7.42,123.28
2020-08-14,37.9243,41.6914,7.42,121.9
2020-08-15,38.0422,41.6866,7.44,122.057
2020-08-16,38.1599,41.6819,7.46,122.213
2020-08-17,38.2772,41.6772,7.48,122.37
2020-08-18,38.1824,41.4497,7.48,121.84
2020-08-19,38.0206,41.1883,7.69,122.8
2020-08-20,37.8903,41.2658,7.72,121.68
2020-08-21,37.6837,41.3374,7.71,121.61
2020-08-22,37.8211,41.2887,7.71667,122.183
2020-08-23,37.9579,41.2402,7.72333,122.757
2020-08-24,38.094,41.1919,7.73,123.33
2020-08-25,38.8184,41.3916,7.78,123.29
2020-08-26,38.7141,41.5218,7.84,124.37
2020-08-27,38.1924,41.4196,7.91,123.67
2020-08-28,37.8095,41.1246,7.98,122.87
2020-08-29,37.8474,42.1862,7.98,122.6
2020-08-30,37.8852,43.2463,7.98,122.33
2020-08-31,37.9229,44.3049,7.98,122.06
2020-09-01,38.0245,43.9643,11.35,121.57
2020-09-02,37.4589,43.4196,11.35,123.83
2020-09-03,37.3064,43.596,11.39,122.3
2020-09-04,36.0243,43.4048,11.45,120.65
2020-09-05,35.8595,43.3142,11.4367,121.28
2020-09-06,35.6946,43.2234,11.4233,121.91
2020-09-07,35.5294,43.1326,11.41,122.54
2020-09-08,33.7548,43.4451,11.34,121.37
2020-09-09,34.6471,43.4893,11.25,123.38
2020-09-10,33.8088,43.6324,11.16,122.68
2020-09-11,33.6005,43.614,11.08,122.75
2020-09-12,33.5179,43.587,11.0633,122.803
2020-09-13,33.4354,43.5601,11.0467,122.857
2020-09-14,33.353,43.5332,11.03,122.91
2020-09-15,34.0817,43.5587,11.01,123.69
