Date,Oil,Coal,Gas,Low Carbon
2020-09-16,35.5717,43.7274,11.02,124.35
2020-09-17,36.7042,43.9942,11.02,123.8
2020-09-18,36.4658,43.9449,11.05,123
2020-09-19,36.0308,44.0301,11.0533,121.797
2020-09-20,35.5947,44.1156,11.0567,120.593
2020-09-21,35.1574,44.2012,11.06,119.39
2020-09-22,35.5366,44.3782,11.07,119.57
2020-09-23,35.7253,44.6031,11.11,120.5
2020-09-24,36.0155,44.869,11.13,119.19
2020-09-25,36.0323,44.9974,11.13,119.06
2020-09-26,36.1412,46.3392,11.14,120.007
2020-09-27,36.2498,47.6783,11.15,120.953
2020-09-28,36.3582,49.0146,11.16,121.9
2020-09-29,35.0624,48.7524,11.21,121.41
2020-09-30,34.9761,48.8555,13.55,121.17
2020-10-01,34.8281,48.8002,13.5,121.97
2020-10-02,33.4783,48.0818,13.44,122.16
2020-10-03,34.0156,48.399,13.4467,122.363
2020-10-04,34.5517,48.7155,13.4533,122.567
2020-10-05,35.0867,49.0313,13.46,122.77
2020-10-06,36.1594,48.919,13.44,122.59
2020-10-07,35.6754,48.9805,13.49,122.29
2020-10-08,36.8381,49.0438,13.53,123.42
2020-10-09,36.329,48.8343,13.55,124.08
2020-10-10,36.0055,48.6168,13.55,124.44
2020-10-11,35.6822,48.3994,13.55,124.8
2020-10-12,35.3589,48.182,13.55,125.16
2020-10-13,36.0143,47.9342,13.56,124.64
2020-10-14,36.8681,48.1702,13.57,124.4
2020-10-15,36.8952,48.5553,13.63,121.67
2020-10-16,36.5642,48.5478,13.7,123.32
2020-10-17,36.4307,48.5156,13.7233,123.19
2020-10-18,36.2975,48.4835,13.7467,123.06
2020-10-19,36.1646,48.4514,13.77,122.93
2020-10-20,36.5453,48.3489,13.84,122.33
2020-10-21,35.2092,47.6713,13.9,120.51
2020-10-22,35.9191,48.0078,13.97,120.31
2020-10-23,35.2311,47.8239,14.05,120.88
2020-10-24,34.8991,47.8737,14.06,119.953
2020-10-25,34.5664,47.9236,14.07,119.027
2020-10-26,34.233,47.9736,14.08,118.1
2020-10-27,34.8208,47.7941,14.1,116.79
2020-10-28,33.3589,48.1794,14.11,113.4
2020-10-29,32.1685,47.9323,14.1,113.26
2020-10-30,32.0226,47.9142,13.91,113.24
2020-10-31,32.4954,46.5076,13.84,113.753
2020-11-01,32.9695,45.0974,13.77,114.267
2020-11-02,33.4449,43.6835,13.7,114.78
2020-11-03,33.9344,43.625,13.66,117.51
2020-11-04,35.1762,43.3837,13.64,120.29
2020-11-05,34.5255,43.3572,13.77,121.53
2020-11-06,33.235,42.797,13.77,121.25
2020-11-07,34.051,42.8515,13.7667,122.673
2020-11-08,34.8664,42.9061,13.7633,124.097
2020-11-09,35.6812,42.9605,13.76,125.52
2020-11-10,36.9326,43.4875,13.77,126.53
2020-11-11,37.2259,43.6852,13.78,128.09
2020-11-12,36.918,44.1438,13.8,126.98
2020-11-13,36.2082,44.6043,13.82,126.91
2020-11-14,36.4862,44.656,13.8367,127.2
2020-11-15,36.7639,44.7075,13.8533,127.49
2020-11-16,37.0414,44.7591,13.87,127.78
2020-11-17,36.8204,44.3949,13.88,127.34
2020-11-18,37.361,44.5315,13.86,127.86
2020-11-19,37.3563,44.5825,13.81,127.37
2020-11-20,37.8994,44.6767,13.74,127.96
2020-11-21,38.1677,44.615,13.7333,127.687
2020-11-22,38.4354,44.5535,13.7267,127.413
2020-11-23,38.7026,44.4921,13.72,127.14
2020-11-24,40.3371,44.8378,13.72,127.56
2020-11-25,40.8831,45.0378,13.72,127.88
2020-11-26,40.1681,45,13.73,127.93
2020-11-27,40.4127,44.9589,13.76,128.52
2020-11-28,40.1826,46.9936,13.76,128.283
2020-11-29,39.9532,49.0218,13.76,128.047
2020-11-30,39.7245,51.0434,13.76,127.81
2020-12-01,39.6223,51.1781,13.76,128.24
2020-12-02,39.9884,51.3841,14.88,127.99
2020-12-03,40.0872,50.9012,14.64,127.41
2020-12-04,40.505,51.978,14.6,128.27
2020-12-05,40.4132,51.9536,14.57,128.19
2020-12-06,40.3213,51.9292,14.54,128.11
2020-12-07,40.2292,51.9047,14.51,128.03
2020-12-08,40.317,52.0472,14.45,128.36
2020-12-09,40.3502,52.2752,14.47,128.57
2020-12-10,41.4775,52.8271,14.57,128.06
2020-12-11,41.2056,53.6819,14.64,127.24
2020-12-12,41.2538,53.7127,14.6967,127.34
2020-12-13,41.302,53.7434,14.7533,127.44
2020-12-14,41.3501,53.7741,14.81,127.54
2020-12-15,41.8122,54.201,14.98,127.6
2020-12-16,41.9066,53.819,15.06,128.82
2020-12-17,42.0545,53.6093,15.11,129.23
2020-12-18,42.6299,53.838,15.13,129.03
2020-12-19,42.3619,53.9914,15.1567,128.037
2020-12-20,42.0926,54.1456,15.1833,127.043
2020-12-21,41.8221,54.3005,15.21,126.05
2020-12-22,40.9184,54.0077,15.32,127.72
2020-12-23,42.0845,54.2906,15.42,128.66
2020-12-24,42.0651,54.2114,15.5,128.88
2020-12-25,42.0427,54.1825,15.5,128.88
2020-12-26,41.9029,55.6693,15.55,129.397
2020-12-27,41.7632,57.1546,15.6,129.913
2020-12-28,41.6237,58.6382,15.65,130.43
2020-12-29,41.6755,57.1009,15.78,131.42
2020-12-30,41.8044,56.5101,15.9,131.2
2020-12-31,42.2133,56.2301,18.68,130.74
