Date,Supply
2016-11-18,1.21857e+06
2016-11-19,1.12303e+06
2016-11-20,1.07173e+06
2016-11-21,1.22478e+06
2016-11-22,1.20936e+06
2016-11-23,1.22805e+06
2016-11-24,1.26752e+06
2016-11-25,1.28241e+06
2016-11-26,1.14342e+06
2016-11-27,1.14108e+06
2016-11-28,1.34208e+06
2016-11-29,1.35967e+06
2016-11-30,1.26657e+06
2016-12-01,1.27928e+06
2016-12-02,1.33437e+06
2016-12-03,1.22748e+06
2016-12-04,1.24335e+06
2016-12-05,1.27636e+06
2016-12-06,1.34276e+06
2016-12-07,1.3016e+06
2016-12-08,1.24566e+06
2016-12-09,1.26257e+06
2016-12-10,1.13401e+06
2016-12-11,1.16639e+06
2016-12-12,1.42093e+06
2016-12-13,1.41421e+06
2016-12-14,1.43407e+06
2016-12-15,1.44547e+06
2016-12-16,1.40907e+06
2016-12-17,1.28546e+06
2016-12-18,1.23288e+06
2016-12-19,1.3536e+06
2016-12-20,1.32918e+06
2016-12-21,1.28473e+06
2016-12-22,1.29683e+06
2016-12-23,1.23642e+06
2016-12-24,1.09123e+06
2016-12-25,1.0335e+06
2016-12-26,1.05514e+06
2016-12-27,1.20376e+06
2016-12-28,1.29468e+06
2016-12-29,1.23208e+06
2016-12-30,1.22916e+06
2016-12-31,1.09068e+06
2017-01-01,1.10097e+06
2017-01-02,1.37039e+06
2017-01-03,1.39409e+06
2017-01-04,1.4492e+06
2017-01-05,1.58305e+06
2017-01-06,1.54878e+06
2017-01-07,1.37525e+06
2017-01-08,839042
2017-01-09,1.35243e+06
2017-01-10,1.40859e+06
2017-01-11,1.37804e+06
2017-01-12,1.40022e+06
2017-01-13,1.36957e+06
2017-01-14,1.2839e+06
2017-01-15,1.33553e+06
2017-01-16,1.54009e+06
2017-01-17,1.51272e+06
2017-01-18,1.43631e+06
2017-01-19,1.39864e+06
2017-01-20,1.3626e+06
2017-01-21,1.27698e+06
2017-01-22,1.29957e+06
2017-01-23,1.42270e+06
2017-01-24,1.46999e+06
2017-01-25,1.44522e+06
2017-01-26,1.40852e+06
2017-01-27,1.35454e+06
2017-01-28,1.30332e+06
2017-01-29,1.22573e+06
2017-01-30,1.36187e+06
2017-01-31,1.43799e+06
2017-02-01,1.43971e+06
2017-02-02,1.44223e+06
2017-02-03,1.42196e+06
2017-02-04,1.29676e+06
2017-02-05,1.29368e+06
2017-02-06,1.45768e+06
2017-02-07,1.52133e+06
2017-02-08,1.5506e+06
2017-02-09,1.56675e+06
2017-02-10,1.49951e+06
2017-02-11,1.34168e+06
2017-02-12,1.29786e+06
2017-02-13,1.42505e+06
2017-02-14,1.40223e+06
2017-02-15,1.44792e+06
2017-02-16,1.40401e+06
2017-02-17,1.37047e+06
2017-02-18,1.26843e+06
2017-02-19,1.18084e+06
2017-02-20,1.3035e+06
2017-02-21,1.33836e+06
2017-02-22,1.32916e+06
2017-02-23,1.32879e+06
2017-02-24,1.36457e+06
2017-02-25,1.2772e+06
2017-02-26,1.16114e+06
2017-02-27,1.29430e+06
2017-02-28,1.34169e+06
2017-03-01,1.3686e+06
2017-03-02,1.30018e+06
2017-03-03,1.37498e+06
2017-03-04,1.20533e+06
2017-03-05,1.23721e+06
2017-03-06,1.45591e+06
2017-03-07,1.43705e+06
2017-03-08,1.42644e+06
2017-03-09,1.38629e+06
2017-03-10,1.28277e+06
2017-03-11,1.21728e+06
2017-03-12,1.12295e+06
2017-03-13,1.34044e+06
2017-03-14,1.30986e+06
2017-03-15,1.30303e+06
2017-03-16,1.30001e+06
2017-03-17,1.27229e+06
2017-03-18,1.13949e+06
2017-03-19,1.12125e+06
2017-03-20,1.29835e+06
2017-03-21,1.27905e+06
2017-03-22,1.32339e+06
2017-03-23,1.27309e+06
2017-03-24,1.29989e+06
2017-03-25,1.12249e+06
2017-03-26,996759
2017-03-27,1.21771e+06
2017-03-28,1.213e+06
2017-03-29,1.22183e+06
2017-03-30,1.25899e+06
2017-03-31,1.22503e+06
2017-04-01,1.10695e+06
2017-04-02,1.04372e+06
2017-04-03,1.23229e+06
2017-04-04,1.22925e+06
2017-04-05,1.21352e+06
2017-04-06,1.21595e+06
2017-04-07,1.17748e+06
2017-04-08,1.11051e+06
2017-04-09,1.04072e+06
2017-04-10,1.15073e+06
2017-04-11,1.21313e+06
2017-04-12,1.17649e+06
2017-04-13,1.16938e+06
2017-04-14,1.09342e+06
2017-04-15,1.06845e+06
2017-04-16,1.05336e+06
2017-04-17,1.03285e+06
2017-04-18,1.23895e+06
2017-04-19,1.2511e+06
2017-04-20,1.26346e+06
2017-04-21,1.18847e+06
2017-04-22,1.07223e+06
2017-04-23,1.05448e+06
2017-04-24,1.19465e+06
2017-04-25,1.23892e+06
2017-04-26,1.19313e+06
2017-04-27,1.21215e+06
2017-04-28,1.22521e+06
2017-04-29,1.07285e+06
2017-04-30,954587
2017-05-01,953061
2017-05-02,1.06536e+06
2017-05-03,1.06172e+06
2017-05-04,1.06203e+06
2017-05-05,1.08249e+06
2017-05-06,940601
2017-05-07,899871
2017-05-08,1.13534e+06
2017-05-09,1.16823e+06
2017-05-10,1.14087e+06
2017-05-11,1.10532e+06
2017-05-12,1.06169e+06
2017-05-13,982418
2017-05-14,900580
2017-05-15,1.08447e+06
2017-05-16,1.08031e+06
2017-05-17,1.05926e+06
2017-05-18,1.05906e+06
2017-05-19,1.00735e+06
2017-05-20,936442
2017-05-21,897342
2017-05-22,1.02459e+06
2017-05-23,1.04431e+06
2017-05-24,1.04765e+06
2017-05-25,963805
2017-05-26,988463
2017-05-27,870693
2017-05-28,836713
2017-05-29,956972
2017-05-30,1.03268e+06
2017-05-31,1.04516e+06
2017-06-01,1.06969e+06
2017-06-02,1.03618e+06
2017-06-03,917671
2017-06-04,836656
2017-06-05,944239
2017-06-06,930326
2017-06-07,938533
2017-06-08,1.02642e+06
2017-06-09,1.00032e+06
2017-06-10,895140
2017-06-11,847647
2017-06-12,979219
2017-06-13,1.00214e+06
2017-06-14,1.00054e+06
2017-06-15,971995
2017-06-16,950856
2017-06-17,842229
2017-06-18,855931
2017-06-19,987470
2017-06-20,1.01245e+06
2017-06-21,1.01486e+06
2017-06-22,987697
2017-06-23,905836
2017-06-24,799322
2017-06-25,827770
2017-06-26,996768
2017-06-27,1.01543e+06
2017-06-28,982374
2017-06-29,1.01921e+06
2017-06-30,993441
2017-07-01,879557
2017-07-02,830384
2017-07-03,994290
2017-07-04,1.01527e+06
2017-07-05,810704
2017-07-06,999697
2017-07-07,954410
2017-07-08,894113
2017-07-09,861525
2017-07-10,951509
2017-07-11,960409
2017-07-12,966651
2017-07-13,980535
2017-07-14,959676
2017-07-15,888666
2017-07-16,837403
2017-07-17,928440
2017-07-18,926534
2017-07-19,944299
2017-07-20,950944
2017-07-21,940881
2017-07-22,872688
2017-07-23,810087
2017-07-24,931907
2017-07-25,929636
2017-07-26,922096
2017-07-27,926718
2017-07-28,920187
2017-07-29,805819
2017-07-30,784059
2017-07-31,938955
2017-08-01,934096
2017-08-02,943471
2017-08-03,921491
2017-08-04,903195
2017-08-05,867355
2017-08-06,808702
2017-08-07,967442
2017-08-08,954529
2017-08-09,965293
2017-08-10,980721
2017-08-11,949794
2017-08-12,808622
2017-08-13,810296
2017-08-14,965520
2017-08-15,970510
2017-08-16,993711
2017-08-17,989887
2017-08-18,983725
2017-08-19,813901
2017-08-20,817236
2017-08-21,976508
2017-08-22,991861
2017-08-23,973992
2017-08-24,998874
2017-08-25,1.00638e+06
2017-08-26,901812
2017-08-27,831229
2017-08-28,1.00529e+06
2017-08-29,1.02313e+06
2017-08-30,1.00714e+06
2017-08-31,1.00219e+06
2017-09-01,986664
2017-09-02,875154
2017-09-03,834614
2017-09-04,945955
2017-09-05,994851
2017-09-06,1.00233e+06
2017-09-07,1.0083e+06
2017-09-08,1.00713e+06
2017-09-09,931872
2017-09-10,867958
2017-09-11,1.00302e+06
2017-09-12,1.03215e+06
2017-09-13,995451
2017-09-14,1.00985e+06
2017-09-15,1.01992e+06
2017-09-16,964439
2017-09-17,912653
2017-09-18,1.04272e+06
2017-09-19,1.07297e+06
2017-09-20,1.0696e+06
2017-09-21,1.07152e+06
2017-09-22,1.06324e+06
2017-09-23,972773
2017-09-24,946422
2017-09-25,1.05202e+06
2017-09-26,1.04936e+06
2017-09-27,1.05122e+06
2017-09-28,1.06262e+06
2017-09-29,1.07001e+06
2017-09-30,988909
2017-10-01,946472
2017-10-02,1.02529e+06
2017-10-03,1.09348e+06
2017-10-04,1.09568e+06
2017-10-05,1.0887e+06
2017-10-06,1.08387e+06
2017-10-07,967382
2017-10-08,977844
2017-10-09,1.16244e+06
2017-10-10,1.13534e+06
2017-10-11,1.10459e+06
2017-10-12,1.12274e+06
2017-10-13,1.0938e+06
2017-10-14,956015
2017-10-15,973797
2017-10-16,1.09841e+06
2017-10-17,1.11764e+06
2017-10-18,1.16472e+06
2017-10-19,1.21646e+06
2017-10-20,1.21956e+06
2017-10-21,1.11448e+06
2017-10-22,1.04344e+06
2017-10-23,1.23992e+06
2017-10-24,1.26562e+06
2017-10-25,1.22302e+06
2017-10-26,1.23111e+06
2017-10-27,1.17954e+06
2017-10-28,1.04253e+06
2017-10-29,1.08434e+06
2017-10-30,1.27093e+06
2017-10-31,1.26639e+06
2017-11-01,1.21563e+06
2017-11-02,1.23398e+06
2017-11-03,1.26016e+06
2017-11-04,1.12583e+06
2017-11-05,1.08582e+06
2017-11-06,1.21608e+06
2017-11-07,1.31079e+06
2017-11-08,1.26822e+06
2017-11-09,1.26334e+06
2017-11-10,1.21606e+06
2017-11-11,1.15611e+06
2017-11-12,1.19663e+06
2017-11-13,1.35075e+06
2017-11-14,1.376e+06
2017-11-15,1.36142e+06
2017-11-16,1.3446e+06
2017-11-17,1.3041e+06
2017-11-18,1.16595e+06
2017-11-19,1.1541e+06
2017-11-20,1.37771e+06
2017-11-21,1.42780e+06
2017-11-22,1.42191e+06
2017-11-23,1.31703e+06
2017-11-24,1.27815e+06
2017-11-25,1.25395e+06
2017-11-26,1.155e+06
2017-11-27,1.32671e+06
2017-11-28,1.38051e+06
2017-11-29,1.43956e+06
2017-11-30,1.45378e+06
2017-12-01,1.45965e+06
2017-12-02,1.32646e+06
2017-12-03,1.25025e+06
2017-12-04,1.40998e+06
2017-12-05,1.40787e+06
2017-12-06,1.3715e+06
2017-12-07,1.35142e+06
2017-12-08,1.36064e+06
2017-12-09,1.22608e+06
2017-12-10,1.2286e+06
2017-12-11,1.43101e+06
2017-12-12,1.46032e+06
2017-12-13,1.44414e+06
2017-12-14,1.44495e+06
2017-12-15,1.48444e+06
2017-12-16,1.38288e+06
2017-12-17,1.37323e+06
2017-12-18,1.48801e+06
2017-12-19,1.49085e+06
2017-12-20,1.44889e+06
2017-12-21,1.44104e+06
2017-12-22,1.42562e+06
2017-12-23,1.18317e+06
2017-12-24,1.12771e+06
2017-12-25,1.14632e+06
2017-12-26,1.17271e+06
2017-12-27,1.34616e+06
2017-12-28,1.33236e+06
2017-12-29,1.30119e+06
2017-12-30,1.18101e+06
2017-12-31,1.1746e+06
2018-01-01,1.14437e+06
2018-01-02,1.32296e+06
2018-01-03,1.31273e+06
2018-01-04,1.39733e+06
2018-01-05,1.39005e+06
2018-01-06,1.35652e+06
2018-01-07,1.29992e+06
2018-01-08,1.42402e+06
2018-01-09,1.47177e+06
2018-01-10,1.53009e+06
2018-01-11,1.53715e+06
2018-01-12,1.54451e+06
2018-01-13,1.40023e+06
2018-01-14,1.33258e+06
2018-01-15,1.47052e+06
2018-01-16,1.48441e+06
2018-01-17,1.45523e+06
2018-01-18,1.4449e+06
2018-01-19,1.49223e+06
2018-01-20,1.3991e+06
2018-01-21,1.37010e+06
2018-01-22,1.51473e+06
2018-01-23,1.55041e+06
2018-01-24,1.41459e+06
2018-01-25,1.41729e+06
2018-01-26,1.44779e+06
2018-01-27,1.35187e+06
2018-01-28,1.22087e+06
2018-01-29,1.36749e+06
2018-01-30,1.46552e+06
2018-01-31,1.42322e+06
2018-02-01,1.45774e+06
2018-02-02,1.46265e+06
2018-02-03,1.48468e+06
2018-02-04,1.43222e+06
2018-02-05,1.5403e+06
2018-02-06,1.55510e+06
2018-02-07,1.57832e+06
2018-02-08,1.56561e+06
2018-02-09,1.53363e+06
2018-02-10,1.42061e+06
2018-02-11,1.3037e+06
2018-02-12,1.48557e+06
2018-02-13,1.49392e+06
2018-02-14,1.46456e+06
2018-02-15,1.46346e+06
2018-02-16,1.46834e+06
2018-02-17,1.3886e+06
2018-02-18,1.3372e+06
2018-02-19,1.50345e+06
2018-02-20,1.51963e+06
2018-02-21,1.49117e+06
2018-02-22,1.48386e+06
2018-02-23,1.46723e+06
2018-02-24,1.34036e+06
2018-02-25,1.34406e+06
2018-02-26,1.55051e+06
2018-02-27,1.63959e+06
2018-02-28,1.62824e+06
2018-03-01,1.57789e+06
2018-03-02,1.55557e+06
2018-03-03,1.39489e+06
2018-03-04,1.33391e+06
2018-03-05,1.53088e+06
2018-03-06,1.50418e+06
2018-03-07,1.51208e+06
2018-03-08,1.35871e+06
2018-03-09,1.40877e+06
2018-03-10,1.27520e+06
2018-03-11,1.23719e+06
2018-03-12,1.40044e+06
2018-03-13,1.38202e+06
2018-03-14,1.40547e+06
2018-03-15,1.40818e+06
2018-03-16,1.47668e+06
2018-03-17,1.33068e+06
2018-03-18,1.2671e+06
2018-03-19,1.43144e+06
2018-03-20,1.38616e+06
2018-03-21,1.41731e+06
2018-03-22,1.34746e+06
2018-03-23,1.38754e+06
2018-03-24,1.20938e+06
2018-03-25,1.08297e+06
2018-03-26,1.36383e+06
2018-03-27,1.37988e+06
2018-03-28,1.34486e+06
2018-03-29,1.32634e+06
2018-03-30,1.20806e+06
2018-03-31,1.13947e+06
2018-04-01,1.10004e+06
2018-04-02,1.14251e+06
2018-04-03,1.29774e+06
2018-04-04,1.27692e+06
2018-04-05,1.23735e+06
2018-04-06,1.24177e+06
2018-04-07,1.08262e+06
2018-04-08,1.02704e+06
2018-04-09,1.20636e+06
2018-04-10,1.19726e+06
2018-04-11,1.20855e+06
2018-04-12,1.19836e+06
2018-04-13,1.17999e+06
2018-04-14,1.00235e+06
2018-04-15,953555
2018-04-16,1.12245e+06
2018-04-17,1.11273e+06
2018-04-18,1.10206e+06
2018-04-19,1.07787e+06
2018-04-20,1.07757e+06
2018-04-21,977084
2018-04-22,931776
2018-04-23,1.07745e+06
2018-04-24,1.13248e+06
2018-04-25,1.0892e+06
2018-04-26,1.09407e+06
2018-04-27,1.11062e+06
2018-04-28,996599
2018-04-29,946789
2018-04-30,1.02144e+06
2018-05-01,1.00196e+06
2018-05-02,1.11546e+06
2018-05-03,1.13725e+06
2018-05-04,1.10522e+06
2018-05-05,930143
2018-05-06,902239
2018-05-07,1.03738e+06
2018-05-08,1.02066e+06
2018-05-09,1.0327e+06
2018-05-10,983269
2018-05-11,1.02882e+06
2018-05-12,937429
2018-05-13,886730
2018-05-14,958879
2018-05-15,996735
2018-05-16,995053
2018-05-17,983829
2018-05-18,1.00938e+06
2018-05-19,898938
2018-05-20,836639
2018-05-21,929406
2018-05-22,998910
2018-05-23,1.00895e+06
2018-05-24,979677
2018-05-25,982438
2018-05-26,873648
2018-05-27,826363
2018-05-28,981832
2018-05-29,973199
2018-05-30,995993
2018-05-31,970855
2018-06-01,957504
2018-06-02,825864
2018-06-03,807357
2018-06-04,1.00658e+06
2018-06-05,1.0136e+06
2018-06-06,965318
2018-06-07,977968
2018-06-08,956204
2018-06-09,838069
2018-06-10,794997
2018-06-11,963315
2018-06-12,951767
2018-06-13,975027
2018-06-14,959989
2018-06-15,959993
2018-06-16,805164
2018-06-17,799845
2018-06-18,975464
2018-06-19,998209
2018-06-20,1.01042e+06
2018-06-21,967629
2018-06-22,896359
2018-06-23,812113
2018-06-24,768819
2018-06-25,935756
2018-06-26,945825
2018-06-27,955666
2018-06-28,946678
2018-06-29,970370
2018-06-30,793738
2018-07-01,757637
2018-07-02,942834
2018-07-03,955665
2018-07-04,967553
2018-07-05,942908
2018-07-06,917536
2018-07-07,796606
2018-07-08,756472
2018-07-09,905732
2018-07-10,912053
2018-07-11,921995
2018-07-12,905505
2018-07-13,891774
2018-07-14,765063
2018-07-15,752665
2018-07-16,888724
2018-07-17,862890
2018-07-18,868423
2018-07-19,864689
2018-07-20,865241
2018-07-21,777618
2018-07-22,739108
2018-07-23,882422
2018-07-24,881745
2018-07-25,881414
2018-07-26,877875
2018-07-27,874767
2018-07-28,787814
2018-07-29,748506
2018-07-30,867979
2018-07-31,884327
2018-08-01,874100
2018-08-02,873850
2018-08-03,891696
2018-08-04,801797
2018-08-05,772834
2018-08-06,927066
2018-08-07,912005
2018-08-08,929542
2018-08-09,920563
2018-08-10,936010
2018-08-11,815405
2018-08-12,791658
2018-08-13,943606
2018-08-14,930019
2018-08-15,902457
2018-08-16,987655
2018-08-17,980238
2018-08-18,903002
2018-08-19,854161
2018-08-20,921560
2018-08-21,989743
2018-08-22,1.01489e+06
2018-08-23,990356
2018-08-24,969004
2018-08-25,876838
2018-08-26,799649
2018-08-27,946390
2018-08-28,987208
2018-08-29,954547
2018-08-30,954193
2018-08-31,978011
2018-09-01,866727
2018-09-02,789514
2018-09-03,969986
2018-09-04,976162
2018-09-05,975372
2018-09-06,1.00868e+06
2018-09-07,998770
2018-09-08,872085
2018-09-09,839215
2018-09-10,997564
2018-09-11,1.00169e+06
2018-09-12,1.04852e+06
2018-09-13,1.05964e+06
2018-09-14,1.05121e+06
2018-09-15,929566
2018-09-16,904128
2018-09-17,1.04446e+06
2018-09-18,1.02607e+06
2018-09-19,1.03779e+06
2018-09-20,1.0474e+06
2018-09-21,1.01616e+06
2018-09-22,950217
2018-09-23,966329
2018-09-24,1.05908e+06
2018-09-25,1.113e+06
2018-09-26,1.07500e+06
2018-09-27,1.12428e+06
2018-09-28,1.14319e+06
2018-09-29,1.05304e+06
2018-09-30,1.00008e+06
2018-10-01,1.13608e+06
2018-10-02,1.12450e+06
2018-10-03,1.12709e+06
2018-10-04,739636
2018-10-05,1.1467e+06
2018-10-06,1.07424e+06
2018-10-07,1.04717e+06
2018-10-08,1.17769e+06
2018-10-09,1.13168e+06
2018-10-10,1.10609e+06
2018-10-11,1.09705e+06
2018-10-12,1.10558e+06
2018-10-13,1.00846e+06
2018-10-14,963370
2018-10-15,1.09968e+06
2018-10-16,1.12469e+06
2018-10-17,1.12368e+06
2018-10-18,1.15411e+06
2018-10-19,1.17228e+06
2018-10-20,1.10602e+06
2018-10-21,1.06706e+06
2018-10-22,1.1801e+06
2018-10-23,1.16481e+06
2018-10-24,1.21104e+06
2018-10-25,1.20766e+06
2018-10-26,1.26369e+06
2018-10-27,1.2056e+06
2018-10-28,1.17987e+06
2018-10-29,1.3229e+06
2018-10-30,1.2474e+06
2018-10-31,1.23966e+06
2018-11-01,1.17481e+06
2018-11-02,1.19636e+06
2018-11-03,1.13724e+06
2018-11-04,1.09104e+06
2018-11-05,1.19836e+06
2018-11-06,1.20215e+06
2018-11-07,1.20082e+06
2018-11-08,1.2197e+06
2018-11-09,1.22467e+06
2018-11-10,1.08944e+06
2018-11-11,1.0409e+06
2018-11-12,1.21366e+06
2018-11-13,1.20222e+06
2018-11-14,1.24738e+06
2018-11-15,1.20258e+06
2018-11-16,1.22048e+06
2018-11-17,1.12e+06
2018-11-18,1.14182e+06
2018-11-19,1.27077e+06
2018-11-20,1.30058e+06
2018-11-21,1.34142e+06
2018-11-22,1.40438e+06
2018-11-23,1.42058e+06
2018-11-24,1.32966e+06
2018-11-25,1.33207e+06
2018-11-26,1.40842e+06
2018-11-27,1.40771e+06
2018-11-28,1.45975e+06
2018-11-29,1.40273e+06
2018-11-30,1.35811e+06
2018-12-01,1.23131e+06
2018-12-02,1.13327e+06
2018-12-03,1.28159e+06
2018-12-04,1.32548e+06
2018-12-05,1.39013e+06
2018-12-06,1.36705e+06
2018-12-07,1.3029e+06
2018-12-08,1.185e+06
2018-12-09,1.13752e+06
2018-12-10,1.31696e+06
2018-12-11,1.37993e+06
2018-12-12,1.46345e+06
2018-12-13,1.49739e+06
2018-12-14,1.52209e+06
2018-12-15,1.38751e+06
2018-12-16,1.3354e+06
2018-12-17,1.40418e+06
2018-12-18,1.4365e+06
2018-12-19,1.42112e+06
2018-12-20,1.39949e+06
2018-12-21,1.32035e+06
2018-12-22,1.26039e+06
2018-12-23,1.25416e+06
2018-12-24,1.23611e+06
2018-12-25,1.1317e+06
2018-12-26,1.15667e+06
2018-12-27,1.24913e+06
2018-12-28,1.31066e+06
2018-12-29,1.21159e+06
2018-12-30,1.17576e+06
2018-12-31,1.2545e+06
2019-01-01,1.10437e+06
2019-01-02,1.30469e+06
2019-01-03,1.4e+06
2019-01-04,1.32077e+06
2019-01-05,1.20718e+06
2019-01-06,1.23022e+06
2019-01-07,1.34580e+06
2019-01-08,1.27547e+06
2019-01-09,1.38803e+06
2019-01-10,1.42989e+06
2019-01-11,1.37082e+06
2019-01-12,1.24080e+06
2019-01-13,1.19173e+06
2019-01-14,1.40661e+06
2019-01-15,1.41191e+06
2019-01-16,1.41399e+06
2019-01-17,1.44078e+06
2019-01-18,1.50184e+06
2019-01-19,1.3835e+06
2019-01-20,1.35047e+06
2019-01-21,1.53446e+06
2019-01-22,1.4678e+06
2019-01-23,1.4729e+06
2019-01-24,1.49414e+06
2019-01-25,1.50441e+06
2019-01-26,1.33869e+06
2019-01-27,1.3139e+06
2019-01-28,1.47408e+06
2019-01-29,1.49653e+06
2019-01-30,1.50451e+06
2019-01-31,1.5221e+06
2019-02-01,1.47839e+06
2019-02-02,1.34113e+06
2019-02-03,1.30221e+06
2019-02-04,1.45782e+06
2019-02-05,1.41695e+06
2019-02-06,1.41866e+06
2019-02-07,1.38974e+06
2019-02-08,1.34312e+06
2019-02-09,1.18979e+06
2019-02-10,1.13453e+06
2019-02-11,1.3189e+06
2019-02-12,1.37711e+06
2019-02-13,1.31474e+06
2019-02-14,1.32929e+06
2019-02-15,1.29806e+06
2019-02-16,1.17538e+06
2019-02-17,1.12076e+06
2019-02-18,1.24776e+06
2019-02-19,1.26873e+06
2019-02-20,1.29195e+06
2019-02-21,1.30864e+06
2019-02-22,1.3709e+06
2019-02-23,1.19033e+06
2019-02-24,1.13412e+06
2019-02-25,1.27659e+06
2019-02-26,1.24673e+06
2019-02-27,1.22717e+06
2019-02-28,1.25982e+06
2019-03-01,1.33396e+06
2019-03-02,1.22206e+06
2019-03-03,1.11671e+06
2019-03-04,1.24806e+06
2019-03-05,1.35704e+06
2019-03-06,1.37181e+06
2019-03-07,1.29992e+06
2019-03-08,1.26725e+06
2019-03-09,1.19555e+06
2019-03-10,1.16761e+06
2019-03-11,1.3439e+06
2019-03-12,1.34964e+06
2019-03-13,1.31916e+06
2019-03-14,1.29027e+06
2019-03-15,1.24639e+06
2019-03-16,1.10739e+06
2019-03-17,1.11389e+06
2019-03-18,1.22146e+06
2019-03-19,1.24823e+06
2019-03-20,1.20498e+06
2019-03-21,1.2093e+06
2019-03-22,1.17662e+06
2019-03-23,1.13786e+06
2019-03-24,1.08709e+06
2019-03-25,1.19438e+06
2019-03-26,1.18442e+06
2019-03-27,1.23127e+06
2019-03-28,1.22034e+06
2019-03-29,1.19114e+06
2019-03-30,1.08221e+06
2019-03-31,1.02784e+06
2019-04-01,1.19789e+06
2019-04-02,1.17364e+06
2019-04-03,1.20976e+06
2019-04-04,1.18994e+06
2019-04-05,1.17572e+06
2019-04-06,1.02932e+06
2019-04-07,990638
2019-04-08,1.19747e+06
2019-04-09,1.16749e+06
2019-04-10,1.22294e+06
2019-04-11,1.20927e+06
2019-04-12,1.20454e+06
2019-04-13,1.05176e+06
2019-04-14,1.00584e+06
2019-04-15,1.12877e+06
2019-04-16,1.11146e+06
2019-04-17,1.09039e+06
2019-04-18,997343
2019-04-19,901919
2019-04-20,858290
2019-04-21,848103
2019-04-22,827074
2019-04-23,981314
2019-04-24,1.00859e+06
2019-04-25,1.0199e+06
2019-04-26,1.03484e+06
2019-04-27,905873
2019-04-28,931822
2019-04-29,1.0471e+06
2019-04-30,1.00283e+06
2019-05-01,958706
2019-05-02,1.09294e+06
2019-05-03,1.10414e+06
2019-05-04,977877
2019-05-05,936735
2019-05-06,1.09509e+06
2019-05-07,1.12791e+06
2019-05-08,1.03318e+06
2019-05-09,1.06307e+06
2019-05-10,1.03284e+06
2019-05-11,899524
2019-05-12,921155
2019-05-13,993082
2019-05-14,984102
2019-05-15,953978
2019-05-16,965372
2019-05-17,953765
2019-05-18,842051
2019-05-19,825626
2019-05-20,973172
2019-05-21,947893
2019-05-22,960343
2019-05-23,1.00006e+06
2019-05-24,1.01983e+06
2019-05-25,909302
2019-05-26,854576
2019-05-27,1.01594e+06
2019-05-28,1.0671e+06
2019-05-29,1.05946e+06
2019-05-30,987147
2019-05-31,997070
2019-06-01,936879
2019-06-02,869720
2019-06-03,1.01834e+06
2019-06-04,993770
2019-06-05,1.00882e+06
2019-06-06,974709
2019-06-07,967101
2019-06-08,868109
2019-06-09,910481
2019-06-10,961381
2019-06-11,1.03823e+06
2019-06-12,1.03317e+06
2019-06-13,1.02656e+06
2019-06-14,998079
2019-06-15,898905
2019-06-16,882614
2019-06-17,986793
2019-06-18,989499
2019-06-19,992333
2019-06-20,976922
2019-06-21,927133
2019-06-22,876945
2019-06-23,832175
2019-06-24,960006
2019-06-25,1.00503e+06
2019-06-26,1.01350e+06
2019-06-27,1.01753e+06
2019-06-28,1.00243e+06
2019-06-29,908542
2019-06-30,862076
2019-07-01,1.02782e+06
2019-07-02,1.03214e+06
2019-07-03,1.03144e+06
2019-07-04,1.04457e+06
2019-07-05,1.02267e+06
2019-07-06,907812
2019-07-07,846703
2019-07-08,998568
2019-07-09,1.00744e+06
2019-07-10,982045
2019-07-11,978358
2019-07-12,959638
2019-07-13,851631
2019-07-14,792072
2019-07-15,948323
2019-07-16,952531
2019-07-17,942649
2019-07-18,944637
2019-07-19,936239
2019-07-20,800102
2019-07-21,782713
2019-07-22,886288
2019-07-23,891315
2019-07-24,883251
2019-07-25,892111
2019-07-26,888423
2019-07-27,797046
2019-07-28,791952
2019-07-29,892848
2019-07-30,914000
2019-07-31,913781
2019-08-01,888445
2019-08-02,886898
2019-08-03,760337
2019-08-04,753343
2019-08-05,896036
2019-08-06,903053
2019-08-07,906281
2019-08-08,890438
2019-08-09,886646
2019-08-10,770033
2019-08-11,777790
2019-08-12,926279
2019-08-13,903505
2019-08-14,896055
2019-08-15,880476
2019-08-16,898512
2019-08-17,810077
2019-08-18,784482
2019-08-19,905049
2019-08-20,961319
2019-08-21,945179
2019-08-22,950000
2019-08-23,956571
2019-08-24,806711
2019-08-25,788102
2019-08-26,956750
2019-08-27,957678
2019-08-28,953484
2019-08-29,961112
2019-08-30,955745
2019-08-31,827930
2019-09-01,810123
2019-09-02,957332
2019-09-03,984070
2019-09-04,988697
2019-09-05,982186
2019-09-06,1.00703e+06
2019-09-07,922520
2019-09-08,880789
2019-09-09,958524
2019-09-10,983116
2019-09-11,992757
2019-09-12,1.03352e+06
2019-09-13,1.01699e+06
2019-09-14,956503
2019-09-15,939172
2019-09-16,1.08379e+06
2019-09-17,1.07144e+06
2019-09-18,1.06755e+06
2019-09-19,1.07252e+06
2019-09-20,1.06947e+06
2019-09-21,884608
2019-09-22,857775
2019-09-23,1.06792e+06
2019-09-24,1.05141e+06
2019-09-25,1.04515e+06
2019-09-26,1.04702e+06
2019-09-27,1.01405e+06
2019-09-28,882770
2019-09-29,850959
2019-09-30,1.03016e+06
2019-10-01,1.08836e+06
2019-10-02,1.09688e+06
2019-10-03,1.09118e+06
2019-10-04,1.14735e+06
2019-10-05,1.06339e+06
2019-10-06,982709
