Date,Demand
2016-12-02,1.35318e+06
2016-12-03,1.30486e+06
2016-12-04,1.26042e+06
2016-12-05,1.25998e+06
2016-12-06,1.33142e+06
2016-12-07,1.3065e+06
2016-12-08,1.26016e+06
2016-12-09,1.25708e+06
2016-12-10,1.17749e+06
2016-12-11,1.25781e+06
2016-12-12,1.41563e+06
2016-12-13,1.38799e+06
2016-12-14,1.40733e+06
2016-12-15,1.42855e+06
2016-12-16,1.38052e+06
2016-12-17,1.2699e+06
2016-12-18,1.23542e+06
2016-12-19,1.30679e+06
2016-12-20,1.29075e+06
2016-12-21,1.25114e+06
2016-12-22,1.27939e+06
2016-12-23,1.23709e+06
2016-12-24,1.12324e+06
2016-12-25,1.09823e+06
2016-12-26,1.12156e+06
2016-12-27,1.24011e+06
2016-12-28,1.28791e+06
2016-12-29,1.19876e+06
2016-12-30,1.20968e+06
2016-12-31,1.10737e+06
2017-01-01,1.13372e+06
2017-01-02,1.37704e+06
2017-01-03,1.42273e+06
2017-01-04,1.47707e+06
2017-01-05,1.29112e+06
2017-01-06,1.55435e+06
2017-01-07,1.38409e+06
2017-01-08,844362
2017-01-09,1.3295e+06
2017-01-10,1.37523e+06
2017-01-11,1.36288e+06
2017-01-12,1.39288e+06
2017-01-13,1.35386e+06
2017-01-14,1.32008e+06
2017-01-15,1.34496e+06
2017-01-16,1.49814e+06
2017-01-17,1.47033e+06
2017-01-18,1.39778e+06
2017-01-19,1.35569e+06
2017-01-20,1.32563e+06
2017-01-21,1.26359e+06
2017-01-22,1.26653e+06
2017-01-23,1.37930e+06
2017-01-24,1.41788e+06
2017-01-25,1.39532e+06
2017-01-26,1.36637e+06
2017-01-27,1.32205e+06
2017-01-28,1.29121e+06
2017-01-29,1.22586e+06
2017-01-30,1.36958e+06
2017-01-31,1.40144e+06
2017-02-01,1.40893e+06
2017-02-02,1.40568e+06
2017-02-03,1.38518e+06
2017-02-04,1.28388e+06
2017-02-05,1.28193e+06
2017-02-06,1.42971e+06
2017-02-07,1.50573e+06
2017-02-08,1.53451e+06
2017-02-09,1.53774e+06
2017-02-10,1.49475e+06
2017-02-11,1.372e+06
2017-02-12,1.34676e+06
2017-02-13,1.42317e+06
2017-02-14,1.37451e+06
2017-02-15,1.39314e+06
2017-02-16,1.37658e+06
2017-02-17,1.32773e+06
2017-02-18,1.25429e+06
2017-02-19,1.19347e+06
2017-02-20,1.30682e+06
2017-02-21,1.32979e+06
2017-02-22,1.35754e+06
2017-02-23,1.37311e+06
2017-02-24,1.3819e+06
2017-02-25,1.30093e+06
2017-02-26,1.24849e+06
2017-02-27,1.344e+06
2017-02-28,1.31829e+06
2017-03-01,1.32114e+06
2017-03-02,1.28521e+06
2017-03-03,1.33485e+06
2017-03-04,1.20935e+06
2017-03-05,1.27486e+06
2017-03-06,1.41025e+06
2017-03-07,1.38961e+06
2017-03-08,1.4162e+06
2017-03-09,1.36315e+06
2017-03-10,1.25889e+06
2017-03-11,1.20837e+06
2017-03-12,1.18835e+06
2017-03-13,1.30728e+06
2017-03-14,1.27983e+06
2017-03-15,1.24631e+06
2017-03-16,1.25301e+06
2017-03-17,1.24317e+06
2017-03-18,1.18069e+06
2017-03-19,1.20164e+06
2017-03-20,1.28762e+06
2017-03-21,1.24873e+06
2017-03-22,1.25664e+06
2017-03-23,1.21556e+06
2017-03-24,1.25099e+06
2017-03-25,1.12988e+06
2017-03-26,1.02794e+06
2017-03-27,1.16055e+06
2017-03-28,1.17679e+06
2017-03-29,1.22859e+06
2017-03-30,1.25308e+06
2017-03-31,1.21697e+06
2017-04-01,1.09151e+06
2017-04-02,1.05398e+06
2017-04-03,1.16894e+06
2017-04-04,1.16544e+06
2017-04-05,1.16272e+06
2017-04-06,1.18494e+06
2017-04-07,1.14246e+06
2017-04-08,1.06294e+06
2017-04-09,1.03433e+06
2017-04-10,1.13012e+06
2017-04-11,1.16582e+06
2017-04-12,1.173e+06
2017-04-13,1.15961e+06
2017-04-14,1.07778e+06
2017-04-15,1.12134e+06
2017-04-16,1.09938e+06
2017-04-17,1.07843e+06
2017-04-18,1.22098e+06
2017-04-19,1.20969e+06
2017-04-20,1.17951e+06
2017-04-21,1.14792e+06
2017-04-22,1.07813e+06
2017-04-23,1.06658e+06
2017-04-24,1.17451e+06
2017-04-25,1.19924e+06
2017-04-26,1.1406e+06
2017-04-27,1.17053e+06
2017-04-28,1.16351e+06
2017-04-29,1.07667e+06
2017-04-30,1.0324e+06
2017-05-01,1.00556e+06
2017-05-02,1.06620e+06
2017-05-03,1.05224e+06
2017-05-04,1.04158e+06
2017-05-05,1.03077e+06
2017-05-06,923104
2017-05-07,931788
2017-05-08,1.0951e+06
2017-05-09,1.1286e+06
2017-05-10,1.11021e+06
2017-05-11,1.10304e+06
2017-05-12,1.03447e+06
2017-05-13,974064
2017-05-14,943159
2017-05-15,1.04857e+06
2017-05-16,1.0523e+06
2017-05-17,1.0108e+06
2017-05-18,1.00870e+06
2017-05-19,950550
2017-05-20,892744
2017-05-21,885851
2017-05-22,967290
2017-05-23,1.00146e+06
2017-05-24,986620
2017-05-25,916927
2017-05-26,937576
2017-05-27,848396
2017-05-28,830030
2017-05-29,914030
2017-05-30,999195
2017-05-31,998117
2017-06-01,1.00166e+06
2017-06-02,997185
2017-06-03,900480
2017-06-04,877413
2017-06-05,930385
2017-06-06,935398
2017-06-07,967195
2017-06-08,984913
2017-06-09,967214
2017-06-10,873870
2017-06-11,870665
2017-06-12,943836
2017-06-13,969864
2017-06-14,968313
2017-06-15,960349
2017-06-16,944594
2017-06-17,862707
2017-06-18,848993
2017-06-19,966776
2017-06-20,958511
2017-06-21,964554
2017-06-22,955640
2017-06-23,872851
2017-06-24,782794
2017-06-25,819751
2017-06-26,937200
2017-06-27,969929
2017-06-28,961977
2017-06-29,968969
2017-06-30,945743
2017-07-01,848593
2017-07-02,833985
2017-07-03,948135
2017-07-04,959087
2017-07-05,775655
2017-07-06,963871
2017-07-07,939693
2017-07-08,852039
2017-07-09,836302
2017-07-10,925478
2017-07-11,927605
2017-07-12,919982
2017-07-13,925457
2017-07-14,910861
2017-07-15,839856
2017-07-16,782154
2017-07-17,889777
2017-07-18,855707
2017-07-19,894397
2017-07-20,882748
2017-07-21,884243
2017-07-22,821773
2017-07-23,801539
2017-07-24,883880
2017-07-25,881670
2017-07-26,888411
2017-07-27,885272
2017-07-28,885285
2017-07-29,825144
2017-07-30,820995
2017-07-31,793256
2017-08-01,896509
2017-08-02,898771
2017-08-03,905206
2017-08-04,892936
2017-08-05,837744
2017-08-06,831184
2017-08-07,937931
2017-08-08,945275
2017-08-09,957705
2017-08-10,957106
2017-08-11,937804
2017-08-12,858398
2017-08-13,847148
2017-08-14,967049
2017-08-15,973555
2017-08-16,984489
2017-08-17,980449
2017-08-18,976402
2017-08-19,873971
2017-08-20,863804
2017-08-21,977937
2017-08-22,988173
2017-08-23,992028
2017-08-24,1.002e+06
2017-08-25,991830
2017-08-26,915972
2017-08-27,896763
2017-08-28,1.00338e+06
2017-08-29,990295
2017-08-30,1.00303e+06
2017-08-31,1.00515e+06
2017-09-01,985957
2017-09-02,914418
2017-09-03,900403
2017-09-04,981927
2017-09-05,1.02341e+06
2017-09-06,1.02785e+06
2017-09-07,1.04107e+06
2017-09-08,1.02676e+06
2017-09-09,945237
2017-09-10,899990
2017-09-11,1.00533e+06
2017-09-12,1.02303e+06
2017-09-13,1.03152e+06
2017-09-14,1.04301e+06
2017-09-15,1.01856e+06
2017-09-16,940632
2017-09-17,927189
2017-09-18,1.03562e+06
2017-09-19,1.04558e+06
2017-09-20,1.05746e+06
2017-09-21,1.06213e+06
2017-09-22,1.0453e+06
2017-09-23,956178
2017-09-24,930365
2017-09-25,1.03306e+06
2017-09-26,1.02726e+06
2017-09-27,1.02786e+06
2017-09-28,1.02962e+06
2017-09-29,1.03773e+06
2017-09-30,959325
2017-10-01,952620
2017-10-02,1.01777e+06
2017-10-03,1.05948e+06
2017-10-04,1.07308e+06
2017-10-05,1.09065e+06
2017-10-06,1.07508e+06
2017-10-07,1.00575e+06
2017-10-08,990858
2017-10-09,1.10328e+06
2017-10-10,1.11870e+06
2017-10-11,1.11917e+06
2017-10-12,1.10752e+06
2017-10-13,1.06944e+06
2017-10-14,954025
2017-10-15,974657
2017-10-16,1.06448e+06
2017-10-17,1.08889e+06
2017-10-18,1.10523e+06
2017-10-19,1.15207e+06
2017-10-20,1.16e+06
2017-10-21,1.07185e+06
2017-10-22,1.06839e+06
2017-10-23,1.202e+06
2017-10-24,1.21642e+06
2017-10-25,1.19211e+06
2017-10-26,1.18544e+06
2017-10-27,1.17004e+06
2017-10-28,1.07273e+06
2017-10-29,1.1316e+06
2017-10-30,1.24877e+06
2017-10-31,1.24142e+06
2017-11-01,1.20838e+06
2017-11-02,1.20136e+06
2017-11-03,1.20485e+06
2017-11-04,1.09029e+06
2017-11-05,1.07009e+06
2017-11-06,1.20389e+06
2017-11-07,1.24691e+06
2017-11-08,1.19459e+06
2017-11-09,1.20952e+06
2017-11-10,1.18688e+06
2017-11-11,1.15858e+06
2017-11-12,1.16481e+06
2017-11-13,1.29992e+06
2017-11-14,1.3234e+06
2017-11-15,1.29376e+06
2017-11-16,1.15697e+06
2017-11-17,1.265e+06
2017-11-18,1.19102e+06
2017-11-19,1.21708e+06
2017-11-20,1.37845e+06
2017-11-21,1.40792e+06
2017-11-22,1.4105e+06
2017-11-23,1.3085e+06
2017-11-24,1.23095e+06
2017-11-25,1.21969e+06
2017-11-26,1.19873e+06
2017-11-27,1.32724e+06
2017-11-28,1.36103e+06
2017-11-29,1.38204e+06
2017-11-30,1.3952e+06
2017-12-01,1.39528e+06
2017-12-02,1.27405e+06
2017-12-03,1.22056e+06
2017-12-04,1.38473e+06
2017-12-05,1.3731e+06
2017-12-06,1.35162e+06
2017-12-07,1.33313e+06
2017-12-08,1.32664e+06
2017-12-09,1.2461e+06
2017-12-10,1.27434e+06
2017-12-11,1.0694e+06
2017-12-12,1.42343e+06
2017-12-13,1.42586e+06
2017-12-14,1.42288e+06
2017-12-15,1.41077e+06
2017-12-16,1.33538e+06
2017-12-17,1.35563e+06
2017-12-18,1.43621e+06
2017-12-19,1.4098e+06
2017-12-20,1.357e+06
2017-12-21,1.35584e+06
2017-12-22,1.34306e+06
2017-12-23,1.20992e+06
2017-12-24,1.16804e+06
2017-12-25,1.17009e+06
2017-12-26,1.19902e+06
2017-12-27,1.29885e+06
2017-12-28,1.31468e+06
2017-12-29,1.30951e+06
2017-12-30,1.23318e+06
2017-12-31,1.24597e+06
2018-01-01,1.20489e+06
2018-01-02,1.32421e+06
2018-01-03,1.36572e+06
2018-01-04,1.38602e+06
2018-01-05,1.38342e+06
2018-01-06,1.32566e+06
2018-01-07,1.34688e+06
2018-01-08,1.4365e+06
2018-01-09,1.4328e+06
2018-01-10,1.46407e+06
2018-01-11,1.44775e+06
2018-01-12,1.44625e+06
2018-01-13,1.35033e+06
2018-01-14,1.32947e+06
2018-01-15,1.46124e+06
2018-01-16,1.45247e+06
2018-01-17,1.45784e+06
2018-01-18,1.46339e+06
2018-01-19,1.46347e+06
2018-01-20,1.3752e+06
2018-01-21,1.37272e+06
2018-01-22,1.51349e+06
2018-01-23,1.50794e+06
2018-01-24,1.40975e+06
2018-01-25,1.35534e+06
2018-01-26,1.35985e+06
2018-01-27,1.29787e+06
2018-01-28,1.27109e+06
2018-01-29,1.38616e+06
2018-01-30,1.42118e+06
2018-01-31,1.40539e+06
2018-02-01,1.41180e+06
2018-02-02,1.45146e+06
2018-02-03,1.41519e+06
2018-02-04,1.42169e+06
2018-02-05,1.5574e+06
2018-02-06,1.55277e+06
2018-02-07,1.52752e+06
2018-02-08,1.49443e+06
2018-02-09,1.45439e+06
2018-02-10,1.35798e+06
2018-02-11,1.33706e+06
2018-02-12,1.43988e+06
2018-02-13,1.42578e+06
2018-02-14,1.3997e+06
2018-02-15,1.42094e+06
2018-02-16,1.41463e+06
2018-02-17,1.33147e+06
2018-02-18,1.31446e+06
2018-02-19,1.45275e+06
2018-02-20,1.4895e+06
2018-02-21,1.50757e+06
2018-02-22,1.5083e+06
2018-02-23,1.43591e+06
2018-02-24,1.4173e+06
2018-02-25,1.40922e+06
2018-02-26,1.54209e+06
2018-02-27,1.59841e+06
2018-02-28,1.64939e+06
2018-03-01,1.60558e+06
2018-03-02,1.5693e+06
2018-03-03,1.44605e+06
2018-03-04,1.39117e+06
2018-03-05,1.50322e+06
2018-03-06,1.47761e+06
2018-03-07,1.46519e+06
2018-03-08,1.4062e+06
2018-03-09,1.42202e+06
2018-03-10,1.32465e+06
2018-03-11,1.30773e+06
2018-03-12,1.39991e+06
2018-03-13,1.38465e+06
2018-03-14,1.40162e+06
2018-03-15,1.44051e+06
2018-03-16,1.48006e+06
2018-03-17,1.39616e+06
2018-03-18,1.33482e+06
2018-03-19,1.38791e+06
2018-03-20,1.3726e+06
2018-03-21,1.3693e+06
2018-03-22,1.34308e+06
2018-03-23,1.34456e+06
2018-03-24,1.24054e+06
2018-03-25,1.14014e+06
2018-03-26,1.33962e+06
2018-03-27,1.38214e+06
2018-03-28,1.37022e+06
2018-03-29,1.32052e+06
2018-03-30,1.24943e+06
2018-03-31,1.21771e+06
2018-04-01,1.1926e+06
2018-04-02,1.21487e+06
2018-04-03,1.32468e+06
2018-04-04,1.29192e+06
2018-04-05,1.26199e+06
2018-04-06,1.24238e+06
2018-04-07,1.14589e+06
2018-04-08,1.10628e+06
2018-04-09,1.2045e+06
2018-04-10,1.1982e+06
2018-04-11,1.20104e+06
2018-04-12,1.17834e+06
2018-04-13,1.13049e+06
2018-04-14,1.02342e+06
2018-04-15,1.00557e+06
2018-04-16,1.19093e+06
2018-04-17,1.12489e+06
2018-04-18,1.10187e+06
2018-04-19,1.08152e+06
2018-04-20,1.06192e+06
2018-04-21,992672
2018-04-22,998720
2018-04-23,1.11515e+06
2018-04-24,1.12874e+06
2018-04-25,1.12231e+06
2018-04-26,1.11681e+06
2018-04-27,1.10048e+06
2018-04-28,1.03146e+06
2018-04-29,1.01277e+06
2018-04-30,1.08001e+06
2018-05-01,1.05783e+06
2018-05-02,1.11762e+06
2018-05-03,1.11005e+06
2018-05-04,1.09315e+06
2018-05-05,978990
2018-05-06,936151
2018-05-07,1.03173e+06
2018-05-08,1.01533e+06
2018-05-09,1.00587e+06
2018-05-10,953465
2018-05-11,980634
2018-05-12,917856
2018-05-13,897173
2018-05-14,988355
2018-05-15,986596
2018-05-16,986269
2018-05-17,973918
2018-05-18,980232
2018-05-19,892096
2018-05-20,863944
2018-05-21,944797
2018-05-22,984167
2018-05-23,990834
2018-05-24,981558
2018-05-25,966416
2018-05-26,881391
2018-05-27,865684
2018-05-28,941315
2018-05-29,973376
2018-05-30,972300
2018-05-31,933163
2018-06-01,957469
2018-06-02,868416
2018-06-03,858190
2018-06-04,980719
2018-06-05,951713
2018-06-06,969968
2018-06-07,986655
2018-06-08,979080
2018-06-09,889719
2018-06-10,870728
2018-06-11,976111
2018-06-12,986306
2018-06-13,996131
2018-06-14,977047
2018-06-15,957323
2018-06-16,876791
2018-06-17,871007
2018-06-18,940804
2018-06-19,971620
2018-06-20,985268
2018-06-21,973069
2018-06-22,908191
2018-06-23,855975
2018-06-24,840435
2018-06-25,951856
2018-06-26,969591
2018-06-27,945660
2018-06-28,977263
2018-06-29,967226
2018-06-30,879521
2018-07-01,863090
2018-07-02,960030
2018-07-03,958895
2018-07-04,967972
2018-07-05,964698
2018-07-06,946721
2018-07-07,860940
2018-07-08,847109
2018-07-09,902046
2018-07-10,831226
2018-07-11,936160
2018-07-12,929789
2018-07-13,921428
2018-07-14,840311
2018-07-15,830590
2018-07-16,906406
2018-07-17,908506
2018-07-18,905371
2018-07-19,894758
2018-07-20,893338
2018-07-21,837380
2018-07-22,821039
2018-07-23,899609
2018-07-24,904759
2018-07-25,906436
2018-07-26,912270
2018-07-27,907332
2018-07-28,847679
2018-07-29,825720
2018-07-30,907414
2018-07-31,920998
2018-08-01,924612
2018-08-02,929910
2018-08-03,920745
2018-08-04,844985
2018-08-05,827953
2018-08-06,910311
2018-08-07,947454
2018-08-08,967198
2018-08-09,965620
2018-08-10,923694
2018-08-11,863541
2018-08-12,866424
2018-08-13,975901
2018-08-14,978182
2018-08-15,974241
2018-08-16,979966
2018-08-17,961856
2018-08-18,879764
2018-08-19,870269
2018-08-20,977103
2018-08-21,985604
2018-08-22,998348
2018-08-23,994599
2018-08-24,990021
2018-08-25,899023
2018-08-26,884892
2018-08-27,1.00041e+06
2018-08-28,1.0023e+06
2018-08-29,1.00156e+06
2018-08-30,1.00114e+06
2018-08-31,996414
2018-09-01,914242
2018-09-02,886742
2018-09-03,995298
2018-09-04,1.00997e+06
2018-09-05,1.01306e+06
2018-09-06,1.01115e+06
2018-09-07,995283
2018-09-08,901113
2018-09-09,892251
2018-09-10,994003
2018-09-11,1.02121e+06
2018-09-12,1.02459e+06
2018-09-13,1.0325e+06
2018-09-14,1.01967e+06
2018-09-15,939427
2018-09-16,935636
2018-09-17,1.03872e+06
2018-09-18,1.02146e+06
2018-09-19,1.01610e+06
2018-09-20,1.02618e+06
2018-09-21,1.02256e+06
2018-09-22,953318
2018-09-23,952718
2018-09-24,1.08363e+06
2018-09-25,1.09970e+06
2018-09-26,1.09192e+06
2018-09-27,1.11527e+06
2018-09-28,1.07613e+06
2018-09-29,1.04084e+06
2018-09-30,997145
2018-10-01,1.11454e+06
2018-10-02,1.1535e+06
2018-10-03,1.15726e+06
2018-10-04,759268
2018-10-05,1.11675e+06
2018-10-06,1.04783e+06
2018-10-07,1.04677e+06
2018-10-08,1.14549e+06
2018-10-09,1.07375e+06
2018-10-10,1.08682e+06
2018-10-11,1.04892e+06
2018-10-12,1.07592e+06
2018-10-13,980265
2018-10-14,947278
2018-10-15,1.07134e+06
2018-10-16,1.10553e+06
2018-10-17,1.05631e+06
2018-10-18,1.10413e+06
2018-10-19,1.14625e+06
2018-10-20,1.06884e+06
2018-10-21,1.02715e+06
2018-10-22,1.09523e+06
2018-10-23,1.17602e+06
2018-10-24,1.2113e+06
2018-10-25,1.21037e+06
2018-10-26,1.24490e+06
2018-10-27,1.1937e+06
2018-10-28,1.25202e+06
2018-10-29,1.33383e+06
2018-10-30,1.31967e+06
2018-10-31,1.24129e+06
2018-11-01,1.20761e+06
2018-11-02,1.18754e+06
2018-11-03,1.1067e+06
2018-11-04,1.0911e+06
2018-11-05,1.20626e+06
2018-11-06,1.19657e+06
2018-11-07,1.19743e+06
2018-11-08,1.19954e+06
2018-11-09,1.19225e+06
2018-11-10,1.10485e+06
2018-11-11,1.07472e+06
2018-11-12,1.14812e+06
2018-11-13,1.18992e+06
2018-11-14,1.21343e+06
2018-11-15,1.18732e+06
2018-11-16,1.17019e+06
2018-11-17,1.11928e+06
2018-11-18,1.13537e+06
2018-11-19,1.3021e+06
2018-11-20,1.32998e+06
2018-11-21,1.33584e+06
2018-11-22,1.37041e+06
2018-11-23,1.39026e+06
2018-11-24,1.30319e+06
2018-11-25,1.30813e+06
2018-11-26,1.43329e+06
2018-11-27,1.421e+06
2018-11-28,1.43267e+06
2018-11-29,1.41285e+06
2018-11-30,1.34081e+06
2018-12-01,1.23287e+06
2018-12-02,1.21629e+06
2018-12-03,1.30522e+06
2018-12-04,1.32917e+06
2018-12-05,1.38812e+06
2018-12-06,1.38919e+06
2018-12-07,1.36403e+06
2018-12-08,1.27075e+06
2018-12-09,1.24544e+06
2018-12-10,1.36735e+06
2018-12-11,1.38333e+06
2018-12-12,1.43181e+06
2018-12-13,1.46506e+06
2018-12-14,1.49204e+06
2018-12-15,1.39328e+06
2018-12-16,1.36263e+06
2018-12-17,1.41061e+06
2018-12-18,1.45833e+06
2018-12-19,1.37749e+06
2018-12-20,1.40365e+06
2018-12-21,1.39475e+06
2018-12-22,1.3551e+06
2018-12-23,1.35016e+06
2018-12-24,1.33241e+06
2018-12-25,1.20374e+06
2018-12-26,1.19344e+06
2018-12-27,1.23889e+06
2018-12-28,1.24297e+06
2018-12-29,1.25016e+06
2018-12-30,1.24985e+06
2018-12-31,1.26912e+06
2019-01-01,1.19943e+06
2019-01-02,1.38696e+06
2019-01-03,1.38253e+06
2019-01-04,1.30894e+06
2019-01-05,1.26679e+06
2019-01-06,1.25979e+06
2019-01-07,1.37774e+06
2019-01-08,1.34027e+06
2019-01-09,1.42677e+06
2019-01-10,1.44382e+06
2019-01-11,1.33659e+06
2019-01-12,1.32623e+06
2019-01-13,1.31159e+06
2019-01-14,1.46351e+06
2019-01-15,1.48157e+06
2019-01-16,1.47686e+06
2019-01-17,1.51174e+06
2019-01-18,1.53086e+06
2019-01-19,1.41844e+06
2019-01-20,1.41419e+06
2019-01-21,1.5548e+06
2019-01-22,1.49047e+06
2019-01-23,1.45958e+06
2019-01-24,1.48506e+06
2019-01-25,1.52503e+06
2019-01-26,1.44145e+06
2019-01-27,1.45472e+06
2019-01-28,1.55115e+06
2019-01-29,1.54876e+06
2019-01-30,1.56568e+06
2019-01-31,1.54943e+06
2019-02-01,1.44424e+06
2019-02-02,1.42173e+06
2019-02-03,1.41265e+06
2019-02-04,1.52946e+06
2019-02-05,1.43622e+06
2019-02-06,1.46662e+06
2019-02-07,1.45388e+06
2019-02-08,1.35323e+06
2019-02-09,1.28487e+06
2019-02-10,1.25057e+06
2019-02-11,1.37879e+06
2019-02-12,1.40625e+06
2019-02-13,1.29494e+06
2019-02-14,1.32882e+06
2019-02-15,1.29176e+06
2019-02-16,1.21387e+06
2019-02-17,1.2135e+06
2019-02-18,1.2675e+06
2019-02-19,1.29681e+06
2019-02-20,1.30225e+06
2019-02-21,1.34482e+06
2019-02-22,1.40057e+06
2019-02-23,1.23122e+06
2019-02-24,1.1841e+06
2019-02-25,1.28914e+06
2019-02-26,1.22158e+06
2019-02-27,1.2296e+06
2019-02-28,1.29386e+06
2019-03-01,1.34322e+06
2019-03-02,1.25899e+06
2019-03-03,1.2366e+06
2019-03-04,1.31708e+06
2019-03-05,1.4144e+06
2019-03-06,1.42875e+06
2019-03-07,1.37009e+06
2019-03-08,1.2907e+06
2019-03-09,1.28412e+06
2019-03-10,1.27344e+06
2019-03-11,1.39832e+06
2019-03-12,1.41292e+06
2019-03-13,1.3811e+06
2019-03-14,1.3569e+06
2019-03-15,1.33558e+06
2019-03-16,1.23228e+06
2019-03-17,1.21547e+06
2019-03-18,1.30782e+06
2019-03-19,1.29344e+06
2019-03-20,1.22751e+06
2019-03-21,1.23429e+06
2019-03-22,1.19850e+06
2019-03-23,1.14533e+06
2019-03-24,1.14843e+06
2019-03-25,1.25509e+06
2019-03-26,1.22137e+06
2019-03-27,1.24035e+06
2019-03-28,1.2066e+06
2019-03-29,1.16278e+06
2019-03-30,1.1068e+06
2019-03-31,1.06868e+06
2019-04-01,1.24232e+06
2019-04-02,1.21149e+06
2019-04-03,1.16308e+06
2019-04-04,1.16902e+06
2019-04-05,1.15065e+06
2019-04-06,1.06965e+06
2019-04-07,1.05711e+06
2019-04-08,1.15498e+06
2019-04-09,1.23123e+06
2019-04-10,1.26314e+06
2019-04-11,1.26201e+06
2019-04-12,1.24039e+06
2019-04-13,1.12805e+06
2019-04-14,1.09315e+06
2019-04-15,1.17683e+06
2019-04-16,1.15536e+06
2019-04-17,1.12326e+06
2019-04-18,1.04677e+06
2019-04-19,972992
2019-04-20,942790
2019-04-21,921818
2019-04-22,899294
2019-04-23,1.02041e+06
2019-04-24,1.0223e+06
2019-04-25,987058
2019-04-26,1.01616e+06
2019-04-27,935294
2019-04-28,941249
2019-04-29,1.04477e+06
2019-04-30,1.01962e+06
2019-05-01,970045
2019-05-02,1.09384e+06
2019-05-03,1.1322e+06
2019-05-04,1.04826e+06
2019-05-05,1.0175e+06
2019-05-06,1.11786e+06
2019-05-07,1.12528e+06
2019-05-08,1.10857e+06
2019-05-09,1.09844e+06
2019-05-10,1.06667e+06
2019-05-11,968301
2019-05-12,969602
2019-05-13,1.0716e+06
2019-05-14,1.05628e+06
2019-05-15,1.03031e+06
2019-05-16,1.00046e+06
2019-05-17,943730
2019-05-18,887637
2019-05-19,875203
2019-05-20,975148
2019-05-21,968511
2019-05-22,961954
2019-05-23,985418
2019-05-24,996829
2019-05-25,926493
2019-05-26,923094
2019-05-27,1.02961e+06
2019-05-28,1.03335e+06
2019-05-29,1.03161e+06
2019-05-30,976525
2019-05-31,991442
2019-06-01,923049
2019-06-02,903645
2019-06-03,1.00857e+06
2019-06-04,989213
2019-06-05,972900
2019-06-06,942911
2019-06-07,949198
2019-06-08,870297
2019-06-09,854102
2019-06-10,938513
2019-06-11,987454
2019-06-12,1.00615e+06
2019-06-13,1.00898e+06
2019-06-14,979778
2019-06-15,886901
2019-06-16,870980
2019-06-17,966184
2019-06-18,959974
2019-06-19,965871
2019-06-20,956774
2019-06-21,878290
2019-06-22,829137
2019-06-23,834506
2019-06-24,943825
2019-06-25,980240
2019-06-26,985812
2019-06-27,975430
2019-06-28,963230
2019-06-29,879358
2019-06-30,865477
2019-07-01,966562
2019-07-02,972864
2019-07-03,975083
2019-07-04,984710
2019-07-05,966947
2019-07-06,882308
2019-07-07,866745
2019-07-08,951217
2019-07-09,949111
2019-07-10,932867
2019-07-11,933186
2019-07-12,915047
2019-07-13,841781
2019-07-14,831467
2019-07-15,901663
2019-07-16,900028
2019-07-17,892062
2019-07-18,897901
2019-07-19,889357
2019-07-20,824054
2019-07-21,811740
2019-07-22,879669
2019-07-23,880167
2019-07-24,879345
2019-07-25,881986
2019-07-26,886719
2019-07-27,830246
2019-07-28,824766
2019-07-29,900863
2019-07-30,896711
2019-07-31,905227
2019-08-01,906163
2019-08-02,902563
2019-08-03,838959
2019-08-04,831874
2019-08-05,933779
2019-08-06,935124
2019-08-07,939480
2019-08-08,940649
2019-08-09,938931
2019-08-10,864212
2019-08-11,845764
2019-08-12,949920
2019-08-13,959745
2019-08-14,960012
2019-08-15,972048
2019-08-16,958635
2019-08-17,887866
2019-08-18,871063
2019-08-19,971830
2019-08-20,970848
2019-08-21,979081
2019-08-22,985668
2019-08-23,979852
2019-08-24,883451
2019-08-25,869187
2019-08-26,979790
2019-08-27,975490
2019-08-28,973333
2019-08-29,978011
2019-08-30,968702
2019-08-31,884027
2019-09-01,876672
2019-09-02,983191
2019-09-03,989534
2019-09-04,1.00554e+06
2019-09-05,1.0039e+06
2019-09-06,1.00393e+06
2019-09-07,926809
2019-09-08,915689
2019-09-09,1.01378e+06
2019-09-10,1.00023e+06
2019-09-11,986290
2019-09-12,993001
2019-09-13,985784
2019-09-14,934171
2019-09-15,922446
2019-09-16,1.03279e+06
2019-09-17,1.05753e+06
2019-09-18,1.06165e+06
2019-09-19,1.07772e+06
2019-09-20,1.06023e+06
2019-09-21,941846
2019-09-22,937380
2019-09-23,1.05973e+06
2019-09-24,1.07401e+06
2019-09-25,1.0729e+06
2019-09-26,1.06372e+06
2019-09-27,1.05348e+06
2019-09-28,956273
2019-09-29,945136
2019-09-30,1.0642e+06
2019-10-01,1.08523e+06
2019-10-02,1.10616e+06
2019-10-03,1.14008e+06
2019-10-04,1.16083e+06
2019-10-05,1.09884e+06
2019-10-06,1.08324e+06
2019-10-07,1.20222e+06
2019-10-08,1.20084e+06
2019-10-09,1.16644e+06
2019-10-10,1.13888e+06
2019-10-11,1.12393e+06
2019-10-12,1.03771e+06
2019-10-13,1.02864e+06
2019-10-14,1.15059e+06
2019-10-15,1.15873e+06
2019-10-16,1.15895e+06
2019-10-17,1.15974e+06
2019-10-18,1.12403e+06
2019-10-19,1.03361e+06
2019-10-20,1.05195e+06
2019-10-21,1.18687e+06
2019-10-22,1.14743e+06
2019-10-23,1.14448e+06
2019-10-24,1.13793e+06
