Date,Hour,Wind DK
2014-08-12,8,2015
2014-08-12,9,2120
2014-08-12,10,2410
2014-08-12,11,2539
2014-08-12,12,2631
2014-08-12,13,2959
2014-08-12,14,2771
2014-08-12,15,2399
2014-08-12,16,2383
2014-08-12,17,2262
2014-08-12,18,2152
2014-08-12,19,1991
2014-08-12,20,1707
2014-08-12,21,1609
2014-08-12,22,1320
2014-08-12,23,1186
2014-08-13,0,1353
2014-08-13,1,1525
2014-08-13,2,1625
2014-08-13,3,1563
2014-08-13,4,1473
2014-08-13,5,1416
2014-08-13,6,1396
2014-08-13,7,1408
2014-08-13,8,1591
2014-08-13,9,1825
2014-08-13,10,1974
2014-08-13,11,2215
2014-08-13,12,2204
2014-08-13,13,1893
2014-08-13,14,1814
2014-08-13,15,1965
2014-08-13,16,1824
2014-08-13,17,1633
2014-08-13,18,1407
2014-08-13,19,1321
2014-08-13,20,1057
2014-08-13,21,1109
2014-08-13,22,952
2014-08-13,23,832
2014-08-14,0,890
2014-08-14,1,950
2014-08-14,2,1162
2014-08-14,3,1269
2014-08-14,4,1350
2014-08-14,5,1315
2014-08-14,6,1320
2014-08-14,7,1353
2014-08-14,8,1397
2014-08-14,9,1655
2014-08-14,10,1961
2014-08-14,11,2197
2014-08-14,12,2412
2014-08-14,13,2441
2014-08-14,14,2401
2014-08-14,15,2317
2014-08-14,16,2071
2014-08-14,17,1841
2014-08-14,18,1588
2014-08-14,19,1207
2014-08-14,20,958
2014-08-14,21,972
2014-08-14,22,1032
2014-08-14,23,1025
2014-08-15,0,888
2014-08-15,1,807
2014-08-15,2,718
2014-08-15,3,714
2014-08-15,4,707
2014-08-15,5,687
2014-08-15,6,647
2014-08-15,7,600
2014-08-15,8,628
2014-08-15,9,711
2014-08-15,10,756
2014-08-15,11,760
2014-08-15,12,721
2014-08-15,13,763
2014-08-15,14,872
2014-08-15,15,962
2014-08-15,16,1064
2014-08-15,17,1259
2014-08-15,18,1315
2014-08-15,19,1226
2014-08-15,20,1124
2014-08-15,21,1350
2014-08-15,22,1685
2014-08-15,23,1678
2014-08-16,0,1702
2014-08-16,1,1822
2014-08-16,2,1889
2014-08-16,3,1975
2014-08-16,4,2040
2014-08-16,5,2117
2014-08-16,6,1974
2014-08-16,7,1972
2014-08-16,8,2192
2014-08-16,9,2440
2014-08-16,10,2685
2014-08-16,11,2898
2014-08-16,12,2992
2014-08-16,13,2945
2014-08-16,14,2789
2014-08-16,15,2948
2014-08-16,16,2950
2014-08-16,17,2875
2014-08-16,18,2666
2014-08-16,19,2350
2014-08-16,20,1962
2014-08-16,21,1728
2014-08-16,22,1660
2014-08-16,23,1768
2014-08-17,0,1761
2014-08-17,1,1872
2014-08-17,2,1932
2014-08-17,3,1984
2014-08-17,4,2163
2014-08-17,5,2226
2014-08-17,6,2320
2014-08-17,7,2365
2014-08-17,8,2437
2014-08-17,9,2489
2014-08-17,10,2271
2014-08-17,11,2458
2014-08-17,12,2404
2014-08-17,13,2319
2014-08-17,14,2438
2014-08-17,15,2465
2014-08-17,16,2528
2014-08-17,17,2603
2014-08-17,18,2450
2014-08-17,19,2360
2014-08-17,20,2158
2014-08-17,21,2048
2014-08-17,22,2067
2014-08-17,23,2105
2014-08-18,0,2051
2014-08-18,1,2127
2014-08-18,2,2200
2014-08-18,3,2132
2014-08-18,4,2165
2014-08-18,5,2108
2014-08-18,6,2021
2014-08-18,7,1924
2014-08-18,8,1867
2014-08-18,9,1824
2014-08-18,10,1750
2014-08-18,11,1874
2014-08-18,12,1889
2014-08-18,13,2019
2014-08-18,14,2209
2014-08-18,15,2602
2014-08-18,16,2793
2014-08-18,17,2892
2014-08-18,18,3042
2014-08-18,19,3145
2014-08-18,20,3301
2014-08-18,21,3338
2014-08-18,22,3273
2014-08-18,23,3258
2014-08-19,0,3272
2014-08-19,1,3369
2014-08-19,2,3372
2014-08-19,3,3344
2014-08-19,4,3255
2014-08-19,5,3299
2014-08-19,6,3272
2014-08-19,7,3330
2014-08-19,8,3556
2014-08-19,9,3819
2014-08-19,10,3868
2014-08-19,11,3953
2014-08-19,12,3927
2014-08-19,13,3799
2014-08-19,14,3763
2014-08-19,15,3534
2014-08-19,16,3462
2014-08-19,17,2973
2014-08-19,18,2433
2014-08-19,19,2299
2014-08-19,20,2321
2014-08-19,21,2311
2014-08-19,22,2415
2014-08-19,23,2492
2014-08-20,0,2618
2014-08-20,1,2646
2014-08-20,2,2728
2014-08-20,3,2769
2014-08-20,4,2799
2014-08-20,5,2827
2014-08-20,6,2879
2014-08-20,7,2921
2014-08-20,8,3061
2014-08-20,9,3289
2014-08-20,10,3515
2014-08-20,11,3560
2014-08-20,12,3629
2014-08-20,13,3698
2014-08-20,14,3668
2014-08-20,15,3690
2014-08-20,16,3621
2014-08-20,17,3487
2014-08-20,18,3278
2014-08-20,19,2937
2014-08-20,20,2589
2014-08-20,21,2424
2014-08-20,22,2338
2014-08-20,23,2249
2014-08-21,0,2209
2014-08-21,1,2041
2014-08-21,2,2000
2014-08-21,3,1931
2014-08-21,4,1862
2014-08-21,5,1839
2014-08-21,6,1745
2014-08-21,7,1687
2014-08-21,8,1683
2014-08-21,9,1714
2014-08-21,10,1776
2014-08-21,11,1798
2014-08-21,12,1796
2014-08-21,13,1927
2014-08-21,14,1932
2014-08-21,15,2111
2014-08-21,16,1860
2014-08-21,17,1636
2014-08-21,18,1628
2014-08-21,19,1294
2014-08-21,20,937
2014-08-21,21,1037
2014-08-21,22,1246
2014-08-21,23,1119
2014-08-22,0,1063
2014-08-22,1,1236
2014-08-22,2,1222
2014-08-22,3,1396
2014-08-22,4,1410
2014-08-22,5,1255
2014-08-22,6,1315
2014-08-22,7,1321
2014-08-22,8,1260
2014-08-22,9,1381
2014-08-22,10,1530
2014-08-22,11,1822
2014-08-22,12,1890
2014-08-22,13,2064
2014-08-22,14,2025
2014-08-22,15,2016
2014-08-22,16,1946
2014-08-22,17,1620
2014-08-22,18,1470
2014-08-22,19,1236
2014-08-22,20,1087
2014-08-22,21,1035
2014-08-22,22,948
2014-08-22,23,961
2014-08-23,0,966
2014-08-23,1,1120
2014-08-23,2,1225
2014-08-23,3,1291
2014-08-23,4,1380
2014-08-23,5,1388
2014-08-23,6,1352
2014-08-23,7,1290
2014-08-23,8,1239
2014-08-23,9,1285
2014-08-23,10,1496
2014-08-23,11,1587
2014-08-23,12,1690
2014-08-23,13,1880
2014-08-23,14,2079
2014-08-23,15,1976
2014-08-23,16,1769
2014-08-23,17,1833
2014-08-23,18,1614
2014-08-23,19,1496
2014-08-23,20,1424
2014-08-23,21,1467
2014-08-23,22,1513
2014-08-23,23,1558
2014-08-24,0,1637
2014-08-24,1,1619
2014-08-24,2,1745
2014-08-24,3,1875
2014-08-24,4,1998
2014-08-24,5,1984
2014-08-24,6,2046
2014-08-24,7,2024
2014-08-24,8,2105
2014-08-24,9,2388
2014-08-24,10,2777
2014-08-24,11,2976
2014-08-24,12,3128
2014-08-24,13,3081
2014-08-24,14,3165
2014-08-24,15,3142
2014-08-24,16,3390
2014-08-24,17,3386
2014-08-24,18,3248
2014-08-24,19,2850
2014-08-24,20,2484
2014-08-24,21,2163
2014-08-24,22,1995
2014-08-24,23,1815
2014-08-25,0,1644
2014-08-25,1,1558
2014-08-25,2,1592
2014-08-25,3,1583
2014-08-25,4,1528
2014-08-25,5,1535
2014-08-25,6,1495
2014-08-25,7,1403
2014-08-25,8,1275
2014-08-25,9,1392
2014-08-25,10,1609
2014-08-25,11,1650
2014-08-25,12,1560
2014-08-25,13,1569
2014-08-25,14,1558
2014-08-25,15,1620
2014-08-25,16,1691
2014-08-25,17,1446
2014-08-25,18,1257
2014-08-25,19,1028
2014-08-25,20,858
2014-08-25,21,848
2014-08-25,22,731
2014-08-25,23,664
2014-08-26,0,622
2014-08-26,1,576
2014-08-26,2,519
2014-08-26,3,426
2014-08-26,4,382
2014-08-26,5,308
2014-08-26,6,232
2014-08-26,7,172
2014-08-26,8,136
2014-08-26,9,148
2014-08-26,10,165
2014-08-26,11,189
2014-08-26,12,200
2014-08-26,13,251
2014-08-26,14,328
2014-08-26,15,409
2014-08-26,16,504
2014-08-26,17,527
2014-08-26,18,496
2014-08-26,19,397
2014-08-26,20,326
2014-08-26,21,324
2014-08-26,22,351
2014-08-26,23,347
2014-08-27,0,340
2014-08-27,1,281
2014-08-27,2,295
2014-08-27,3,342
2014-08-27,4,364
2014-08-27,5,357
2014-08-27,6,326
2014-08-27,7,307
2014-08-27,8,261
2014-08-27,9,236
2014-08-27,10,253
2014-08-27,11,302
2014-08-27,12,336
2014-08-27,13,391
2014-08-27,14,490
2014-08-27,15,650
2014-08-27,16,743
2014-08-27,17,671
2014-08-27,18,527
2014-08-27,19,413
2014-08-27,20,338
2014-08-27,21,292
2014-08-27,22,291
2014-08-27,23,338
2014-08-28,0,329
2014-08-28,1,331
2014-08-28,2,340
2014-08-28,3,355
2014-08-28,4,319
2014-08-28,5,279
2014-08-28,6,223
2014-08-28,7,190
2014-08-28,8,140
2014-08-28,9,140
2014-08-28,10,112
2014-08-28,11,112
2014-08-28,12,121
2014-08-28,13,108
2014-08-28,14,108
2014-08-28,15,100
2014-08-28,16,94
2014-08-28,17,95
2014-08-28,18,88
2014-08-28,19,102
2014-08-28,20,191
2014-08-28,21,338
2014-08-28,22,617
2014-08-28,23,795
2014-08-29,0,909
2014-08-29,1,950
2014-08-29,2,911
2014-08-29,3,897
2014-08-29,4,906
2014-08-29,5,849
2014-08-29,6,760
2014-08-29,7,638
2014-08-29,8,505
2014-08-29,9,501
2014-08-29,10,506
2014-08-29,11,549
2014-08-29,12,598
2014-08-29,13,572
2014-08-29,14,665
2014-08-29,15,814
2014-08-29,16,871
2014-08-29,17,895
2014-08-29,18,968
2014-08-29,19,864
2014-08-29,20,711
2014-08-29,21,676
2014-08-29,22,586
2014-08-29,23,525
2014-08-30,0,378
2014-08-30,1,300
2014-08-30,2,303
2014-08-30,3,353
2014-08-30,4,370
2014-08-30,5,411
2014-08-30,6,450
2014-08-30,7,502
2014-08-30,8,581
2014-08-30,9,793
2014-08-30,10,1002
2014-08-30,11,1174
2014-08-30,12,1254
2014-08-30,13,1332
2014-08-30,14,1307
2014-08-30,15,1222
2014-08-30,16,1039
2014-08-30,17,975
2014-08-30,18,721
2014-08-30,19,539
2014-08-30,20,538
2014-08-30,21,507
2014-08-30,22,375
2014-08-30,23,270
2014-08-31,0,189
2014-08-31,1,170
2014-08-31,2,109
2014-08-31,3,126
2014-08-31,4,192
2014-08-31,5,230
2014-08-31,6,284
2014-08-31,7,355
2014-08-31,8,495
2014-08-31,9,521
2014-08-31,10,614
2014-08-31,11,627
2014-08-31,12,695
2014-08-31,13,787
2014-08-31,14,900
2014-08-31,15,1013
2014-08-31,16,1004
2014-08-31,17,964
2014-08-31,18,932
2014-08-31,19,983
2014-08-31,20,1046
2014-08-31,21,1084
2014-08-31,22,1086
2014-08-31,23,1048
2014-09-01,0,935
2014-09-01,1,828
2014-09-01,2,744
2014-09-01,3,749
2014-09-01,4,739
2014-09-01,5,820
2014-09-01,6,821
2014-09-01,7,687
2014-09-01,8,655
2014-09-01,9,682
2014-09-01,10,538
2014-09-01,11,489
2014-09-01,12,475
2014-09-01,13,518
2014-09-01,14,567
2014-09-01,15,573
2014-09-01,16,581
2014-09-01,17,550
2014-09-01,18,478
2014-09-01,19,387
2014-09-01,20,339
2014-09-01,21,308
2014-09-01,22,258
2014-09-01,23,261
2014-09-02,0,347
2014-09-02,1,386
2014-09-02,2,361
2014-09-02,3,325
2014-09-02,4,310
2014-09-02,5,289
2014-09-02,6,270
2014-09-02,7,259
2014-09-02,8,230
2014-09-02,9,225
2014-09-02,10,184
2014-09-02,11,176
2014-09-02,12,190
2014-09-02,13,205
2014-09-02,14,197
2014-09-02,15,194
2014-09-02,16,202
2014-09-02,17,196
2014-09-02,18,200
2014-09-02,19,170
2014-09-02,20,160
2014-09-02,21,169
2014-09-02,22,147
2014-09-02,23,134
2014-09-03,0,136
2014-09-03,1,141
2014-09-03,2,154
2014-09-03,3,146
2014-09-03,4,140
2014-09-03,5,143
2014-09-03,6,160
2014-09-03,7,172
2014-09-03,8,170
2014-09-03,9,186
2014-09-03,10,221
2014-09-03,11,263
2014-09-03,12,324
2014-09-03,13,328
2014-09-03,14,334
2014-09-03,15,376
2014-09-03,16,406
2014-09-03,17,434
2014-09-03,18,431
2014-09-03,19,362
2014-09-03,20,370
2014-09-03,21,464
2014-09-03,22,531
2014-09-03,23,582
2014-09-04,0,592
2014-09-04,1,514
2014-09-04,2,437
2014-09-04,3,434
2014-09-04,4,428
2014-09-04,5,390
2014-09-04,6,399
2014-09-04,7,439
2014-09-04,8,412
2014-09-04,9,437
2014-09-04,10,568
2014-09-04,11,587
2014-09-04,12,590
2014-09-04,13,608
2014-09-04,14,653
2014-09-04,15,729
2014-09-04,16,799
2014-09-04,17,843
2014-09-04,18,886
2014-09-04,19,916
2014-09-04,20,982
2014-09-04,21,1005
2014-09-04,22,934
2014-09-04,23,793
2014-09-05,0,650
2014-09-05,1,551
2014-09-05,2,489
2014-09-05,3,445
2014-09-05,4,424
2014-09-05,5,428
2014-09-05,6,421
2014-09-05,7,365
2014-09-05,8,294
2014-09-05,9,290
2014-09-05,10,305
2014-09-05,11,276
2014-09-05,12,299
2014-09-05,13,362
2014-09-05,14,393
2014-09-05,15,387
2014-09-05,16,348
2014-09-05,17,347
2014-09-05,18,357
2014-09-05,19,388
2014-09-05,20,479
2014-09-05,21,489
2014-09-05,22,504
2014-09-05,23,563
2014-09-06,0,502
2014-09-06,1,415
2014-09-06,2,418
2014-09-06,3,428
2014-09-06,4,388
2014-09-06,5,392
2014-09-06,6,412
2014-09-06,7,404
2014-09-06,8,380
2014-09-06,9,366
2014-09-06,10,380
2014-09-06,11,405
2014-09-06,12,472
2014-09-06,13,563
2014-09-06,14,635
2014-09-06,15,676
2014-09-06,16,701
2014-09-06,17,680
2014-09-06,18,651
2014-09-06,19,643
2014-09-06,20,720
2014-09-06,21,825
2014-09-06,22,876
2014-09-06,23,978
2014-09-07,0,929
2014-09-07,1,673
2014-09-07,2,412
2014-09-07,3,328
2014-09-07,4,283
2014-09-07,5,260
2014-09-07,6,211
2014-09-07,7,259
2014-09-07,8,246
2014-09-07,9,205
2014-09-07,10,119
2014-09-07,11,83
2014-09-07,12,73
2014-09-07,13,72
2014-09-07,14,76
2014-09-07,15,87
2014-09-07,16,105
2014-09-07,17,136
2014-09-07,18,140
2014-09-07,19,114
2014-09-07,20,130
2014-09-07,21,182
2014-09-07,22,412
2014-09-07,23,271
2014-09-08,0,258
2014-09-08,1,185
2014-09-08,2,241
2014-09-08,3,388
2014-09-08,4,483
2014-09-08,5,563
2014-09-08,6,683
2014-09-08,7,736
2014-09-08,8,944
2014-09-08,9,1135
2014-09-08,10,1470
2014-09-08,11,1692
2014-09-08,12,1934
2014-09-08,13,2228
2014-09-08,14,2307
2014-09-08,15,2594
2014-09-08,16,2695
2014-09-08,17,2661
2014-09-08,18,2522
2014-09-08,19,2328
2014-09-08,20,2192
2014-09-08,21,2105
2014-09-08,22,2001
2014-09-08,23,1893
2014-09-09,0,1830
2014-09-09,1,1715
2014-09-09,2,1584
2014-09-09,3,1538
2014-09-09,4,1616
2014-09-09,5,1585
2014-09-09,6,1626
2014-09-09,7,1675
2014-09-09,8,1705
2014-09-09,9,2018
2014-09-09,10,2452
2014-09-09,11,2528
2014-09-09,12,2445
2014-09-09,13,2492
2014-09-09,14,2436
2014-09-09,15,2414
2014-09-09,16,2567
2014-09-09,17,2654
2014-09-09,18,2499
2014-09-09,19,2335
2014-09-09,20,2303
2014-09-09,21,2162
2014-09-09,22,2001
2014-09-09,23,1808
2014-09-10,0,1586
2014-09-10,1,1395
2014-09-10,2,1193
2014-09-10,3,1090
2014-09-10,4,935
2014-09-10,5,751
2014-09-10,6,637
2014-09-10,7,628
2014-09-10,8,575
2014-09-10,9,673
2014-09-10,10,798
2014-09-10,11,887
2014-09-10,12,944
2014-09-10,13,1108
2014-09-10,14,1238
2014-09-10,15,1361
2014-09-10,16,1576
2014-09-10,17,1727
2014-09-10,18,1501
2014-09-10,19,1232
2014-09-10,20,1172
2014-09-10,21,1169
2014-09-10,22,1141
2014-09-10,23,1071
2014-09-11,0,1006
2014-09-11,1,949
2014-09-11,2,847
2014-09-11,3,778
2014-09-11,4,654
2014-09-11,5,608
2014-09-11,6,595
2014-09-11,7,523
2014-09-11,8,444
2014-09-11,9,334
2014-09-11,10,335
2014-09-11,11,364
2014-09-11,12,338
2014-09-11,13,330
2014-09-11,14,306
2014-09-11,15,262
2014-09-11,16,231
2014-09-11,17,219
2014-09-11,18,199
2014-09-11,19,174
2014-09-11,20,167
2014-09-11,21,176
2014-09-11,22,153
2014-09-11,23,114
2014-09-12,0,97
2014-09-12,1,94
2014-09-12,2,110
2014-09-12,3,120
2014-09-12,4,110
2014-09-12,5,142
2014-09-12,6,144
2014-09-12,7,148
2014-09-12,8,162
2014-09-12,9,153
2014-09-12,10,143
2014-09-12,11,168
2014-09-12,12,200
2014-09-12,13,232
2014-09-12,14,262
2014-09-12,15,296
2014-09-12,16,323
2014-09-12,17,378
2014-09-12,18,395
2014-09-12,19,373
2014-09-12,20,398
2014-09-12,21,418
2014-09-12,22,412
2014-09-12,23,456
2014-09-13,0,450
2014-09-13,1,453
2014-09-13,2,392
2014-09-13,3,361
2014-09-13,4,332
2014-09-13,5,301
2014-09-13,6,318
2014-09-13,7,363
2014-09-13,8,345
2014-09-13,9,377
2014-09-13,10,477
2014-09-13,11,603
2014-09-13,12,755
2014-09-13,13,839
2014-09-13,14,921
2014-09-13,15,951
2014-09-13,16,990
2014-09-13,17,1034
2014-09-13,18,992
2014-09-13,19,866
2014-09-13,20,1004
2014-09-13,21,925
2014-09-13,22,870
2014-09-13,23,889
2014-09-14,0,911
2014-09-14,1,871
2014-09-14,2,905
2014-09-14,3,1002
2014-09-14,4,1152
2014-09-14,5,1330
2014-09-14,6,1429
2014-09-14,7,1618
2014-09-14,8,1822
2014-09-14,9,2001
2014-09-14,10,2092
2014-09-14,11,2034
2014-09-14,12,1954
2014-09-14,13,1916
2014-09-14,14,1766
2014-09-14,15,1717
2014-09-14,16,1638
2014-09-14,17,1562
2014-09-14,18,1627
2014-09-14,19,1758
2014-09-14,20,1927
2014-09-14,21,2021
2014-09-14,22,2107
2014-09-14,23,2048
2014-09-15,0,2027
2014-09-15,1,2050
2014-09-15,2,2031
2014-09-15,3,2045
2014-09-15,4,2075
2014-09-15,5,2101
2014-09-15,6,2052
2014-09-15,7,2110
2014-09-15,8,2077
2014-09-15,9,2211
2014-09-15,10,2389
2014-09-15,11,2513
2014-09-15,12,2588
2014-09-15,13,2640
2014-09-15,14,2552
2014-09-15,15,2404
2014-09-15,16,2281
2014-09-15,17,2147
2014-09-15,18,2026
2014-09-15,19,1994
2014-09-15,20,2046
2014-09-15,21,2152
2014-09-15,22,2180
2014-09-15,23,2202
2014-09-16,0,2136
2014-09-16,1,1989
2014-09-16,2,1814
2014-09-16,3,1732
2014-09-16,4,1663
2014-09-16,5,1625
2014-09-16,6,1620
2014-09-16,7,1622
2014-09-16,8,1547
2014-09-16,9,1574
2014-09-16,10,1581
2014-09-16,11,1540
2014-09-16,12,1443
2014-09-16,13,1512
2014-09-16,14,1623
2014-09-16,15,1760
2014-09-16,16,1831
2014-09-16,17,1798
2014-09-16,18,1711
2014-09-16,19,1592
2014-09-16,20,1683
2014-09-16,21,1759
2014-09-16,22,1771
2014-09-16,23,1733
2014-09-17,0,1667
2014-09-17,1,1498
2014-09-17,2,1365
2014-09-17,3,1270
2014-09-17,4,1200
2014-09-17,5,1233
2014-09-17,6,1224
2014-09-17,7,1241
2014-09-17,8,1198
2014-09-17,9,1198
2014-09-17,10,1245
2014-09-17,11,1334
2014-09-17,12,1437
2014-09-17,13,1437
2014-09-17,14,1353
2014-09-17,15,1292
2014-09-17,16,1291
2014-09-17,17,1287
2014-09-17,18,1135
2014-09-17,19,1132
2014-09-17,20,1235
2014-09-17,21,1273
2014-09-17,22,1267
2014-09-17,23,1258
2014-09-18,0,1178
2014-09-18,1,1070
2014-09-18,2,1043
2014-09-18,3,1048
2014-09-18,4,1109
2014-09-18,5,1124
2014-09-18,6,1054
2014-09-18,7,1052
2014-09-18,8,1075
2014-09-18,9,1099
2014-09-18,10,1155
2014-09-18,11,1222
2014-09-18,12,1275
2014-09-18,13,1370
2014-09-18,14,1334
2014-09-18,15,1361
2014-09-18,16,1343
2014-09-18,17,1386
2014-09-18,18,1300
2014-09-18,19,1400
2014-09-18,20,1450
2014-09-18,21,1552
2014-09-18,22,1499
2014-09-18,23,1331
2014-09-19,0,1076
2014-09-19,1,943
2014-09-19,2,881
2014-09-19,3,796
2014-09-19,4,765
2014-09-19,5,769
2014-09-19,6,774
2014-09-19,7,709
2014-09-19,8,579
2014-09-19,9,484
2014-09-19,10,475
2014-09-19,11,587
2014-09-19,12,618
2014-09-19,13,535
2014-09-19,14,468
2014-09-19,15,415
2014-09-19,16,377
2014-09-19,17,358
2014-09-19,18,317
2014-09-19,19,393
2014-09-19,20,511
2014-09-19,21,584
2014-09-19,22,534
2014-09-19,23,457
2014-09-20,0,358
2014-09-20,1,300
2014-09-20,2,247
2014-09-20,3,210
2014-09-20,4,173
2014-09-20,5,152
2014-09-20,6,128
2014-09-20,7,107
2014-09-20,8,80
2014-09-20,9,45
2014-09-20,10,11
2014-09-20,11,13
2014-09-20,12,9
2014-09-20,13,10
2014-09-20,14,9
2014-09-20,15,11
2014-09-20,16,19
2014-09-20,17,24
2014-09-20,18,32
2014-09-20,19,60
2014-09-20,20,62
2014-09-20,21,75
2014-09-20,22,82
2014-09-20,23,72
2014-09-21,0,97
2014-09-21,1,204
2014-09-21,2,436
2014-09-21,3,742
2014-09-21,4,861
2014-09-21,5,1061
2014-09-21,6,1159
2014-09-21,7,1146
2014-09-21,8,1167
2014-09-21,9,1383
2014-09-21,10,1860
2014-09-21,11,2145
2014-09-21,12,2190
2014-09-21,13,2222
2014-09-21,14,2263
2014-09-21,15,2254
2014-09-21,16,2363
2014-09-21,17,2339
2014-09-21,18,2133
2014-09-21,19,2214
2014-09-21,20,2412
2014-09-21,21,2410
2014-09-21,22,2355
2014-09-21,23,2134
2014-09-22,0,2056
2014-09-22,1,2309
2014-09-22,2,2465
2014-09-22,3,2334
2014-09-22,4,2116
2014-09-22,5,2033
2014-09-22,6,2210
2014-09-22,7,2539
2014-09-22,8,2721
2014-09-22,9,2895
2014-09-22,10,3373
2014-09-22,11,3559
2014-09-22,12,3564
2014-09-22,13,3438
2014-09-22,14,3344
2014-09-22,15,2613
2014-09-22,16,3049
2014-09-22,17,2578
2014-09-22,18,2028
2014-09-22,19,1524
2014-09-22,20,1275
2014-09-22,21,1091
2014-09-22,22,771
2014-09-22,23,516
2014-09-23,0,371
2014-09-23,1,282
2014-09-23,2,187
2014-09-23,3,146
2014-09-23,4,137
2014-09-23,5,126
2014-09-23,6,95
2014-09-23,7,128
2014-09-23,8,152
2014-09-23,9,116
2014-09-23,10,125
2014-09-23,11,141
2014-09-23,12,187
2014-09-23,13,271
2014-09-23,14,463
2014-09-23,15,596
2014-09-23,16,622
2014-09-23,17,534
2014-09-23,18,528
2014-09-23,19,656
2014-09-23,20,733
2014-09-23,21,766
2014-09-23,22,949
2014-09-23,23,1201
2014-09-24,0,1350
2014-09-24,1,1428
2014-09-24,2,1401
2014-09-24,3,1408
2014-09-24,4,1296
2014-09-24,5,1121
2014-09-24,6,1132
2014-09-24,7,1116
2014-09-24,8,1192
2014-09-24,9,1215
2014-09-24,10,1245
2014-09-24,11,1170
2014-09-24,12,1109
2014-09-24,13,1024
2014-09-24,14,976
2014-09-24,15,1007
2014-09-24,16,1072
2014-09-24,17,1167
2014-09-24,18,1193
2014-09-24,19,1080
2014-09-24,20,956
2014-09-24,21,1008
2014-09-24,22,1142
2014-09-24,23,1145
2014-09-25,0,1250
2014-09-25,1,1442
2014-09-25,2,1509
2014-09-25,3,1654
2014-09-25,4,1824
2014-09-25,5,2081
2014-09-25,6,2267
2014-09-25,7,2410
2014-09-25,8,2482
2014-09-25,9,2543
2014-09-25,10,2798
2014-09-25,11,3009
2014-09-25,12,2960
2014-09-25,13,2784
2014-09-25,14,2598
2014-09-25,15,2517
2014-09-25,16,2207
2014-09-25,17,1794
2014-09-25,18,1280
2014-09-25,19,807
2014-09-25,20,954
2014-09-25,21,855
2014-09-25,22,942
2014-09-25,23,902
2014-09-26,0,826
2014-09-26,1,859
2014-09-26,2,878
2014-09-26,3,775
2014-09-26,4,918
2014-09-26,5,1010
2014-09-26,6,1154
2014-09-26,7,1326
2014-09-26,8,1461
2014-09-26,9,1699
2014-09-26,10,2047
2014-09-26,11,2402
2014-09-26,12,2706
2014-09-26,13,3004
2014-09-26,14,3192
2014-09-26,15,3240
2014-09-26,16,3359
2014-09-26,17,3268
2014-09-26,18,2982
2014-09-26,19,2786
2014-09-26,20,2724
2014-09-26,21,2598
2014-09-26,22,2518
2014-09-26,23,2431
2014-09-27,0,2441
2014-09-27,1,2427
2014-09-27,2,2365
2014-09-27,3,2215
2014-09-27,4,2120
2014-09-27,5,2122
2014-09-27,6,2135
2014-09-27,7,2101
2014-09-27,8,2083
2014-09-27,9,2198
2014-09-27,10,2635
2014-09-27,11,2813
2014-09-27,12,2821
2014-09-27,13,2779
2014-09-27,14,2649
2014-09-27,15,2402
2014-09-27,16,2049
2014-09-27,17,1794
2014-09-27,18,1506
2014-09-27,19,1243
2014-09-27,20,1187
2014-09-27,21,1166
2014-09-27,22,1125
2014-09-27,23,1060
2014-09-28,0,1069
2014-09-28,1,1041
2014-09-28,2,1063
2014-09-28,3,1015
2014-09-28,4,1054
2014-09-28,5,1055
2014-09-28,6,1138
2014-09-28,7,1393
2014-09-28,8,1559
2014-09-28,9,1343
2014-09-28,10,1289
2014-09-28,11,1487
2014-09-28,12,1559
2014-09-28,13,1564
2014-09-28,14,1455
2014-09-28,15,1244
2014-09-28,16,949
2014-09-28,17,699
2014-09-28,18,511
2014-09-28,19,493
2014-09-28,20,469
2014-09-28,21,502
2014-09-28,22,489
2014-09-28,23,490
2014-09-29,0,447
2014-09-29,1,407
2014-09-29,2,353
2014-09-29,3,314
2014-09-29,4,276
2014-09-29,5,272
2014-09-29,6,240
2014-09-29,7,199
2014-09-29,8,192
2014-09-29,9,172
2014-09-29,10,154
2014-09-29,11,142
2014-09-29,12,106
2014-09-29,13,86
2014-09-29,14,73
2014-09-29,15,57
2014-09-29,16,15
2014-09-29,17,11
2014-09-29,18,7
2014-09-29,19,9
2014-09-29,20,11
2014-09-29,21,9
2014-09-29,22,30
2014-09-29,23,50
2014-09-30,0,90
2014-09-30,1,122
2014-09-30,2,171
2014-09-30,3,239
2014-09-30,4,307
2014-09-30,5,413
2014-09-30,6,512
2014-09-30,7,527
2014-09-30,8,474
2014-09-30,9,406
2014-09-30,10,419
2014-09-30,11,455
2014-09-30,12,496
2014-09-30,13,571
2014-09-30,14,614
2014-09-30,15,694
2014-09-30,16,657
2014-09-30,17,624
2014-09-30,18,673
2014-09-30,19,691
2014-09-30,20,675
2014-09-30,21,608
2014-09-30,22,544
2014-09-30,23,555
2014-10-01,0,542
2014-10-01,1,520
2014-10-01,2,504
2014-10-01,3,486
2014-10-01,4,480
2014-10-01,5,445
2014-10-01,6,415
2014-10-01,7,405
2014-10-01,8,426
2014-10-01,9,370
2014-10-01,10,378
2014-10-01,11,389
2014-10-01,12,403
2014-10-01,13,400
2014-10-01,14,375
2014-10-01,15,377
2014-10-01,16,343
2014-10-01,17,335
2014-10-01,18,337
2014-10-01,19,299
2014-10-01,20,253
2014-10-01,21,266
