Date,Hour,Wind DK
2016-10-22,23,1830
2016-10-23,0,1921
2016-10-23,1,1890
2016-10-23,2,1827
2016-10-23,3,1711
2016-10-23,4,1650
2016-10-23,5,1520
2016-10-23,6,1377
2016-10-23,7,1311
2016-10-23,8,1201
2016-10-23,9,1055
2016-10-23,10,910
2016-10-23,11,804
2016-10-23,12,729
2016-10-23,13,620
2016-10-23,14,552
2016-10-23,15,506
2016-10-23,16,508
2016-10-23,17,488
2016-10-23,18,516
2016-10-23,19,611
2016-10-23,20,651
2016-10-23,21,654
2016-10-23,22,632
2016-10-23,23,609
2016-10-24,0,585
2016-10-24,1,514
2016-10-24,2,534
2016-10-24,3,613
2016-10-24,4,617
2016-10-24,5,722
2016-10-24,6,770
2016-10-24,7,739
2016-10-24,8,783
2016-10-24,9,670
2016-10-24,10,474
2016-10-24,11,441
2016-10-24,12,428
2016-10-24,13,399
2016-10-24,14,455
2016-10-24,15,509
2016-10-24,16,551
2016-10-24,17,539
2016-10-24,18,493
2016-10-24,19,490
2016-10-24,20,599
2016-10-24,21,563
2016-10-24,22,442
2016-10-24,23,386
2016-10-25,0,365
2016-10-25,1,311
2016-10-25,2,287
2016-10-25,3,288
2016-10-25,4,342
2016-10-25,5,357
2016-10-25,6,322
2016-10-25,7,342
2016-10-25,8,329
2016-10-25,9,272
2016-10-25,10,213
2016-10-25,11,119
2016-10-25,12,101
2016-10-25,13,56
2016-10-25,14,43
2016-10-25,15,85
2016-10-25,16,127
2016-10-25,17,115
2016-10-25,18,81
2016-10-25,19,70
2016-10-25,20,49
2016-10-25,21,41
2016-10-25,22,21
2016-10-25,23,24
2016-10-26,0,34
2016-10-26,1,51
2016-10-26,2,81
2016-10-26,3,103
2016-10-26,4,129
2016-10-26,5,202
2016-10-26,6,254
2016-10-26,7,353
2016-10-26,8,436
2016-10-26,9,528
2016-10-26,10,540
2016-10-26,11,617
2016-10-26,12,819
2016-10-26,13,978
2016-10-26,14,1070
2016-10-26,15,1284
2016-10-26,16,1465
2016-10-26,17,1670
2016-10-26,18,1927
2016-10-26,19,2151
2016-10-26,20,2245
2016-10-26,21,2169
2016-10-26,22,2117
2016-10-26,23,1861
2016-10-27,0,1676
2016-10-27,1,1606
2016-10-27,2,1502
2016-10-27,3,1413
2016-10-27,4,1250
2016-10-27,5,1182
2016-10-27,6,1042
2016-10-27,7,783
2016-10-27,8,820
2016-10-27,9,858
2016-10-27,10,809
2016-10-27,11,1009
2016-10-27,12,1249
2016-10-27,13,1463
2016-10-27,14,1466
2016-10-27,15,1527
2016-10-27,16,1627
2016-10-27,17,1801
2016-10-27,18,2068
2016-10-27,19,2368
2016-10-27,20,2509
2016-10-27,21,2750
2016-10-27,22,3052
2016-10-27,23,3241
2016-10-28,0,3301
2016-10-28,1,3394
2016-10-28,2,3475
2016-10-28,3,3544
2016-10-28,4,3509
2016-10-28,5,3461
2016-10-28,6,3290
2016-10-28,7,3099
2016-10-28,8,2965
2016-10-28,9,2969
2016-10-28,10,2945
2016-10-28,11,3020
2016-10-28,12,3333
2016-10-28,13,3408
2016-10-28,14,3480
2016-10-28,15,3379
2016-10-28,16,3312
2016-10-28,17,3234
2016-10-28,18,3149
2016-10-28,19,3140
2016-10-28,20,3138
2016-10-28,21,3116
2016-10-28,22,2998
2016-10-28,23,2988
2016-10-29,0,3037
2016-10-29,1,3103
2016-10-29,2,3163
2016-10-29,3,3105
2016-10-29,4,3149
2016-10-29,5,3123
2016-10-29,6,3097
2016-10-29,7,2985
2016-10-29,8,2960
2016-10-29,9,2948
2016-10-29,10,3185
2016-10-29,11,3412
2016-10-29,12,3503
2016-10-29,13,3524
2016-10-29,14,3462
2016-10-29,15,3342
2016-10-29,16,3076
2016-10-29,17,2799
2016-10-29,18,2623
2016-10-29,19,2495
2016-10-29,20,2380
2016-10-29,21,2327
2016-10-29,22,2231
2016-10-29,23,2076
2016-10-30,0,1880
2016-10-30,1,1677
2016-10-30,2,1249
2016-10-30,2,1245
2016-10-30,3,1000
2016-10-30,4,760
2016-10-30,5,594
2016-10-30,6,518
2016-10-30,7,394
2016-10-30,8,294
2016-10-30,9,199
2016-10-30,10,131
2016-10-30,11,104
2016-10-30,12,89
2016-10-30,13,89
2016-10-30,14,78
2016-10-30,15,54
2016-10-30,16,26
2016-10-30,17,26
2016-10-30,18,44
2016-10-30,19,74
2016-10-30,20,92
2016-10-30,21,85
2016-10-30,22,87
2016-10-30,23,83
2016-10-31,0,105
2016-10-31,1,140
2016-10-31,2,169
2016-10-31,3,212
2016-10-31,4,231
2016-10-31,5,281
2016-10-31,6,272
2016-10-31,7,251
2016-10-31,8,276
2016-10-31,9,356
2016-10-31,10,475
2016-10-31,11,516
2016-10-31,12,475
2016-10-31,13,448
2016-10-31,14,452
2016-10-31,15,471
2016-10-31,16,425
2016-10-31,17,426
2016-10-31,18,440
2016-10-31,19,576
2016-10-31,20,837
2016-10-31,21,1010
2016-10-31,22,1013
2016-10-31,23,1164
2016-11-01,0,1342
2016-11-01,1,1494
2016-11-01,2,1644
2016-11-01,3,1808
2016-11-01,4,1949
2016-11-01,5,2276
2016-11-01,6,2380
2016-11-01,7,2481
2016-11-01,8,2546
2016-11-01,9,2521
2016-11-01,10,2844
2016-11-01,11,3099
2016-11-01,12,3358
2016-11-01,13,3394
2016-11-01,14,3389
2016-11-01,15,3302
2016-11-01,16,3217
2016-11-01,17,3239
2016-11-01,18,3318
2016-11-01,19,3383
2016-11-01,20,3420
2016-11-01,21,3458
2016-11-01,22,3327
2016-11-01,23,3255
2016-11-02,0,3221
2016-11-02,1,3041
2016-11-02,2,3006
2016-11-02,3,2825
2016-11-02,4,2622
2016-11-02,5,2381
2016-11-02,6,2202
2016-11-02,7,2103
2016-11-02,8,1766
2016-11-02,9,1758
2016-11-02,10,2035
2016-11-02,11,2208
2016-11-02,12,2209
2016-11-02,13,2115
2016-11-02,14,1962
2016-11-02,15,1918
2016-11-02,16,1763
2016-11-02,17,1638
2016-11-02,18,1571
2016-11-02,19,1428
2016-11-02,20,1159
2016-11-02,21,988
2016-11-02,22,777
2016-11-02,23,636
2016-11-03,0,514
2016-11-03,1,397
2016-11-03,2,330
2016-11-03,3,312
2016-11-03,4,282
2016-11-03,5,268
2016-11-03,6,270
2016-11-03,7,276
2016-11-03,8,347
2016-11-03,9,466
2016-11-03,10,556
2016-11-03,11,591
2016-11-03,12,486
2016-11-03,13,463
2016-11-03,14,433
2016-11-03,15,439
2016-11-03,16,463
2016-11-03,17,581
2016-11-03,18,732
2016-11-03,19,735
2016-11-03,20,664
2016-11-03,21,699
2016-11-03,22,762
2016-11-03,23,759
2016-11-04,0,705
2016-11-04,1,623
2016-11-04,2,582
2016-11-04,3,444
2016-11-04,4,398
2016-11-04,5,479
2016-11-04,6,550
2016-11-04,7,510
2016-11-04,8,607
2016-11-04,9,682
2016-11-04,10,720
2016-11-04,11,755
2016-11-04,12,838
2016-11-04,13,937
2016-11-04,14,964
2016-11-04,15,1041
2016-11-04,16,1055
2016-11-04,17,1138
2016-11-04,18,1203
2016-11-04,19,1105
2016-11-04,20,1093
2016-11-04,21,1053
2016-11-04,22,1012
2016-11-04,23,889
2016-11-05,0,856
2016-11-05,1,800
2016-11-05,2,656
2016-11-05,3,616
2016-11-05,4,621
2016-11-05,5,793
2016-11-05,6,1067
2016-11-05,7,1150
2016-11-05,8,1280
2016-11-05,9,1352
2016-11-05,10,1415
2016-11-05,11,1270
2016-11-05,12,1251
2016-11-05,13,1458
2016-11-05,14,1590
2016-11-05,15,1692
2016-11-05,16,1656
2016-11-05,17,1669
2016-11-05,18,1594
2016-11-05,19,1612
2016-11-05,20,1688
2016-11-05,21,1810
2016-11-05,22,1887
2016-11-05,23,1919
2016-11-06,0,1887
2016-11-06,1,1866
2016-11-06,2,1835
2016-11-06,3,1832
2016-11-06,4,1867
2016-11-06,5,1948
2016-11-06,6,2106
2016-11-06,7,2235
2016-11-06,8,2523
2016-11-06,9,2647
2016-11-06,10,2720
2016-11-06,11,2816
2016-11-06,12,2900
2016-11-06,13,2987
2016-11-06,14,3091
2016-11-06,15,3160
2016-11-06,16,3245
2016-11-06,17,3388
2016-11-06,18,3487
2016-11-06,19,3366
2016-11-06,20,3315
2016-11-06,21,3134
2016-11-06,22,2992
2016-11-06,23,2883
2016-11-07,0,2753
2016-11-07,1,2672
2016-11-07,2,2539
2016-11-07,3,2419
2016-11-07,4,2284
2016-11-07,5,2125
2016-11-07,6,1984
2016-11-07,7,1955
2016-11-07,8,1882
2016-11-07,9,1807
2016-11-07,10,1682
2016-11-07,11,1710
2016-11-07,12,1684
2016-11-07,13,1600
2016-11-07,14,1386
2016-11-07,15,1164
2016-11-07,16,1097
2016-11-07,17,1255
2016-11-07,18,1169
2016-11-07,19,1123
2016-11-07,20,1101
2016-11-07,21,1002
2016-11-07,22,837
2016-11-07,23,733
2016-11-08,0,717
2016-11-08,1,742
2016-11-08,2,753
2016-11-08,3,737
2016-11-08,4,645
2016-11-08,5,621
2016-11-08,6,573
2016-11-08,7,581
2016-11-08,8,576
2016-11-08,9,524
2016-11-08,10,495
2016-11-08,11,487
2016-11-08,12,451
2016-11-08,13,517
2016-11-08,14,528
2016-11-08,15,552
2016-11-08,16,597
2016-11-08,17,645
2016-11-08,18,758
2016-11-08,19,797
2016-11-08,20,785
2016-11-08,21,807
2016-11-08,22,811
2016-11-08,23,867
2016-11-09,0,979
2016-11-09,1,1059
2016-11-09,2,1143
2016-11-09,3,1185
2016-11-09,4,1283
2016-11-09,5,1347
2016-11-09,6,1387
2016-11-09,7,1418
2016-11-09,8,1448
2016-11-09,9,1443
2016-11-09,10,1313
2016-11-09,11,1236
2016-11-09,12,1230
2016-11-09,13,1219
2016-11-09,14,1157
2016-11-09,15,1046
2016-11-09,16,934
2016-11-09,17,827
2016-11-09,18,716
2016-11-09,19,710
2016-11-09,20,683
2016-11-09,21,615
2016-11-09,22,523
2016-11-09,23,450
2016-11-10,0,353
2016-11-10,1,370
2016-11-10,2,482
2016-11-10,3,511
2016-11-10,4,515
2016-11-10,5,561
2016-11-10,6,604
2016-11-10,7,706
2016-11-10,8,689
2016-11-10,9,577
2016-11-10,10,453
2016-11-10,11,403
2016-11-10,12,373
2016-11-10,13,407
2016-11-10,14,463
2016-11-10,15,495
2016-11-10,16,624
2016-11-10,17,804
2016-11-10,18,911
2016-11-10,19,926
2016-11-10,20,1042
2016-11-10,21,1056
2016-11-10,22,963
2016-11-10,23,962
2016-11-11,0,901
2016-11-11,1,911
2016-11-11,2,892
2016-11-11,3,871
2016-11-11,4,915
2016-11-11,5,965
2016-11-11,6,914
2016-11-11,7,822
2016-11-11,8,635
2016-11-11,9,438
2016-11-11,10,335
2016-11-11,11,245
2016-11-11,12,175
2016-11-11,13,127
2016-11-11,14,136
2016-11-11,15,124
2016-11-11,16,91
2016-11-11,17,109
2016-11-11,18,122
2016-11-11,19,124
2016-11-11,20,164
2016-11-11,21,186
2016-11-11,22,222
2016-11-11,23,274
2016-11-12,0,321
2016-11-12,1,378
2016-11-12,2,467
2016-11-12,3,546
2016-11-12,4,614
2016-11-12,5,760
2016-11-12,6,887
2016-11-12,7,908
2016-11-12,8,1008
2016-11-12,9,1020
2016-11-12,10,984
2016-11-12,11,991
2016-11-12,12,1083
2016-11-12,13,1122
2016-11-12,14,1161
2016-11-12,15,1156
2016-11-12,16,1201
2016-11-12,17,1192
2016-11-12,18,1216
2016-11-12,19,1282
2016-11-12,20,1348
2016-11-12,21,1445
2016-11-12,22,1564
2016-11-12,23,1588
2016-11-13,0,1612
2016-11-13,1,1595
2016-11-13,2,1536
2016-11-13,3,1613
2016-11-13,4,1637
2016-11-13,5,1645
2016-11-13,6,1535
2016-11-13,7,1407
2016-11-13,8,1375
2016-11-13,9,1372
2016-11-13,10,1368
2016-11-13,11,1404
2016-11-13,12,1319
2016-11-13,13,1247
2016-11-13,14,1204
2016-11-13,15,1125
2016-11-13,16,1087
2016-11-13,17,1105
2016-11-13,18,1210
2016-11-13,19,1314
2016-11-13,20,1360
2016-11-13,21,1339
2016-11-13,22,1430
2016-11-13,23,1539
2016-11-14,0,1531
2016-11-14,1,1562
2016-11-14,2,1517
2016-11-14,3,1457
2016-11-14,4,1436
2016-11-14,5,1624
2016-11-14,6,1774
2016-11-14,7,1922
2016-11-14,8,2027
2016-11-14,9,2212
2016-11-14,10,2385
2016-11-14,11,2458
2016-11-14,12,2564
2016-11-14,13,2724
2016-11-14,14,2864
2016-11-14,15,2990
2016-11-14,16,3076
2016-11-14,17,3253
2016-11-14,18,3358
2016-11-14,19,3380
2016-11-14,20,3274
2016-11-14,21,3016
2016-11-14,22,2741
2016-11-14,23,2479
2016-11-15,0,2251
2016-11-15,1,2114
2016-11-15,2,1989
2016-11-15,3,2009
2016-11-15,4,1951
2016-11-15,5,1998
2016-11-15,6,2058
2016-11-15,7,2058
2016-11-15,8,1981
2016-11-15,9,2215
2016-11-15,10,2182
2016-11-15,11,2231
2016-11-15,12,2238
2016-11-15,13,2361
2016-11-15,14,2606
2016-11-15,15,2728
2016-11-15,16,2630
2016-11-15,17,2587
2016-11-15,18,2457
2016-11-15,19,2242
2016-11-15,20,2075
2016-11-15,21,1886
2016-11-15,22,1606
2016-11-15,23,1317
2016-11-16,0,1162
2016-11-16,1,1203
2016-11-16,2,1083
2016-11-16,3,888
2016-11-16,4,788
2016-11-16,5,778
2016-11-16,6,938
2016-11-16,7,1122
2016-11-16,8,1357
2016-11-16,9,1625
2016-11-16,10,1886
2016-11-16,11,2207
2016-11-16,12,2153
2016-11-16,13,2262
2016-11-16,14,2516
2016-11-16,15,2743
2016-11-16,16,2900
2016-11-16,17,2837
2016-11-16,18,2611
2016-11-16,19,2448
2016-11-16,20,2499
2016-11-16,21,2293
2016-11-16,22,2261
2016-11-16,23,2201
2016-11-17,0,2115
2016-11-17,1,2164
2016-11-17,2,2178
2016-11-17,3,2118
2016-11-17,4,2035
2016-11-17,5,1946
2016-11-17,6,1785
2016-11-17,7,1685
2016-11-17,8,1678
2016-11-17,9,1744
2016-11-17,10,1655
2016-11-17,11,1768
2016-11-17,12,1815
2016-11-17,13,1679
2016-11-17,14,1717
2016-11-17,15,1850
2016-11-17,16,1828
2016-11-17,17,1847
2016-11-17,18,1833
2016-11-17,19,2112
2016-11-17,20,2524
2016-11-17,21,3024
2016-11-17,22,3355
2016-11-17,23,3576
2016-11-18,0,3712
2016-11-18,1,3301
2016-11-18,2,3069
2016-11-18,3,2704
2016-11-18,4,2927
2016-11-18,5,2606
2016-11-18,6,2348
2016-11-18,7,2126
2016-11-18,8,1891
2016-11-18,9,2029
2016-11-18,10,2096
2016-11-18,11,2258
2016-11-18,12,2328
2016-11-18,13,2769
2016-11-18,14,2882
2016-11-18,15,3109
2016-11-18,16,3300
2016-11-18,17,3145
2016-11-18,18,3111
2016-11-18,19,3074
2016-11-18,20,3050
2016-11-18,21,3061
2016-11-18,22,3053
2016-11-18,23,2959
2016-11-19,0,2916
2016-11-19,1,2931
2016-11-19,2,2759
2016-11-19,3,2694
2016-11-19,4,2600
2016-11-19,5,2386
2016-11-19,6,2344
2016-11-19,7,2399
2016-11-19,8,2541
2016-11-19,9,2572
2016-11-19,10,2390
2016-11-19,11,2375
2016-11-19,12,2282
2016-11-19,13,2063
2016-11-19,14,1874
2016-11-19,15,2039
2016-11-19,16,2162
2016-11-19,17,2107
2016-11-19,18,1848
2016-11-19,19,1820
2016-11-19,20,1873
2016-11-19,21,1726
2016-11-19,22,1729
2016-11-19,23,1825
2016-11-20,0,1787
2016-11-20,1,1842
2016-11-20,2,1644
2016-11-20,3,1684
2016-11-20,4,1876
2016-11-20,5,1921
2016-11-20,6,2099
2016-11-20,7,2235
2016-11-20,8,2414
2016-11-20,9,2596
2016-11-20,10,2856
2016-11-20,11,3095
2016-11-20,12,3274
2016-11-20,13,3310
2016-11-20,14,3552
2016-11-20,15,3658
2016-11-20,16,3628
2016-11-20,17,3604
2016-11-20,18,3610
2016-11-20,19,3548
2016-11-20,20,3345
2016-11-20,21,2978
2016-11-20,22,3013
2016-11-20,23,2866
2016-11-21,0,3000
2016-11-21,1,2891
2016-11-21,2,2640
2016-11-21,3,2255
2016-11-21,4,1743
2016-11-21,5,1319
2016-11-21,6,1148
2016-11-21,7,864
2016-11-21,8,825
2016-11-21,9,734
2016-11-21,10,613
2016-11-21,11,687
2016-11-21,12,760
2016-11-21,13,776
2016-11-21,14,851
2016-11-21,15,1038
2016-11-21,16,1047
2016-11-21,17,1153
2016-11-21,18,1336
2016-11-21,19,1691
2016-11-21,20,1738
2016-11-21,21,1741
2016-11-21,22,1951
2016-11-21,23,2098
2016-11-22,0,2135
2016-11-22,1,2022
2016-11-22,2,2066
2016-11-22,3,2011
2016-11-22,4,1725
2016-11-22,5,1720
2016-11-22,6,1893
2016-11-22,7,1916
2016-11-22,8,1825
2016-11-22,9,1596
2016-11-22,10,1500
2016-11-22,11,1417
2016-11-22,12,1054
2016-11-22,13,1043
2016-11-22,14,1191
2016-11-22,15,1251
2016-11-22,16,1361
2016-11-22,17,1507
2016-11-22,18,1546
2016-11-22,19,1529
2016-11-22,20,1460
2016-11-22,21,1484
2016-11-22,22,1458
2016-11-22,23,1421
2016-11-23,0,1485
2016-11-23,1,1466
2016-11-23,2,1444
2016-11-23,3,1432
2016-11-23,4,1423
2016-11-23,5,1372
2016-11-23,6,1375
2016-11-23,7,1446
2016-11-23,8,1429
2016-11-23,9,1394
2016-11-23,10,1288
2016-11-23,11,1274
2016-11-23,12,1126
2016-11-23,13,994
2016-11-23,14,945
2016-11-23,15,888
2016-11-23,16,881
2016-11-23,17,908
2016-11-23,18,937
2016-11-23,19,1041
2016-11-23,20,1133
2016-11-23,21,1189
2016-11-23,22,1299
2016-11-23,23,1382
2016-11-24,0,1377
2016-11-24,1,1331
2016-11-24,2,1266
2016-11-24,3,1124
2016-11-24,4,1017
2016-11-24,5,921
2016-11-24,6,896
2016-11-24,7,724
2016-11-24,8,617
2016-11-24,9,744
2016-11-24,10,811
2016-11-24,11,679
2016-11-24,12,673
2016-11-24,13,726
2016-11-24,14,718
2016-11-24,15,749
2016-11-24,16,744
2016-11-24,17,717
2016-11-24,18,772
2016-11-24,19,714
2016-11-24,20,572
2016-11-24,21,479
2016-11-24,22,413
2016-11-24,23,415
2016-11-25,0,435
2016-11-25,1,479
2016-11-25,2,507
2016-11-25,3,522
2016-11-25,4,590
2016-11-25,5,730
2016-11-25,6,717
2016-11-25,7,668
2016-11-25,8,587
2016-11-25,9,619
2016-11-25,10,657
2016-11-25,11,757
2016-11-25,12,888
2016-11-25,13,1110
2016-11-25,14,1215
2016-11-25,15,1333
2016-11-25,16,1461
2016-11-25,17,1528
2016-11-25,18,1549
2016-11-25,19,1565
2016-11-25,20,1582
2016-11-25,21,1650
2016-11-25,22,1734
2016-11-25,23,1888
2016-11-26,0,2054
2016-11-26,1,2072
2016-11-26,2,2159
2016-11-26,3,2254
2016-11-26,4,2393
2016-11-26,5,2419
2016-11-26,6,2615
2016-11-26,7,2725
2016-11-26,8,2859
2016-11-26,9,2959
2016-11-26,10,3154
2016-11-26,11,3358
2016-11-26,12,3482
2016-11-26,13,3540
2016-11-26,14,3542
2016-11-26,15,3546
2016-11-26,16,3627
2016-11-26,17,3657
2016-11-26,18,3682
2016-11-26,19,3676
2016-11-26,20,3614
2016-11-26,21,3446
2016-11-26,22,3307
2016-11-26,23,3106
2016-11-27,0,2846
2016-11-27,1,2560
2016-11-27,2,2242
2016-11-27,3,2033
2016-11-27,4,1933
2016-11-27,5,1921
2016-11-27,6,1860
2016-11-27,7,1767
2016-11-27,8,1722
2016-11-27,9,1511
2016-11-27,10,1420
2016-11-27,11,1401
2016-11-27,12,1558
2016-11-27,13,1494
2016-11-27,14,1473
2016-11-27,15,1655
2016-11-27,16,1862
2016-11-27,17,2013
2016-11-27,18,2193
2016-11-27,19,2442
2016-11-27,20,2240
2016-11-27,21,2182
2016-11-27,22,2174
2016-11-27,23,2217
2016-11-28,0,2140
2016-11-28,1,1910
2016-11-28,2,1714
2016-11-28,3,1572
2016-11-28,4,1439
2016-11-28,5,1359
2016-11-28,6,1299
2016-11-28,7,1207
2016-11-28,8,1028
2016-11-28,9,792
2016-11-28,10,588
2016-11-28,11,378
2016-11-28,12,227
2016-11-28,13,166
2016-11-28,14,218
2016-11-28,15,297
2016-11-28,16,424
2016-11-28,17,631
2016-11-28,18,798
2016-11-28,19,939
2016-11-28,20,1140
2016-11-28,21,1334
2016-11-28,22,1518
2016-11-28,23,1630
2016-11-29,0,1837
2016-11-29,1,1913
2016-11-29,2,1961
2016-11-29,3,2010
2016-11-29,4,2056
2016-11-29,5,2024
2016-11-29,6,2080
2016-11-29,7,2006
2016-11-29,8,1877
2016-11-29,9,1834
2016-11-29,10,1932
2016-11-29,11,2070
2016-11-29,12,2264
2016-11-29,13,2335
2016-11-29,14,2485
2016-11-29,15,2615
2016-11-29,16,2806
2016-11-29,17,2985
2016-11-29,18,3108
2016-11-29,19,3154
2016-11-29,20,3316
2016-11-29,21,3360
2016-11-29,22,3447
2016-11-29,23,3408
2016-11-30,0,3295
2016-11-30,1,3201
2016-11-30,2,3135
2016-11-30,3,3153
2016-11-30,4,3121
2016-11-30,5,3032
2016-11-30,6,2986
2016-11-30,7,3067
2016-11-30,8,3112
2016-11-30,9,3050
2016-11-30,10,2956
2016-11-30,11,2958
2016-11-30,12,2979
2016-11-30,13,2870
2016-11-30,14,2730
2016-11-30,15,2723
2016-11-30,16,2758
2016-11-30,17,2836
2016-11-30,18,2868
2016-11-30,19,2961
2016-11-30,20,2977
2016-11-30,21,2894
2016-11-30,22,2768
2016-11-30,23,2729
2016-12-01,0,2723
2016-12-01,1,2719
2016-12-01,2,2940
2016-12-01,3,3188
2016-12-01,4,3354
2016-12-01,5,3427
2016-12-01,6,3595
2016-12-01,7,3651
2016-12-01,8,3536
2016-12-01,9,3722
2016-12-01,10,3860
2016-12-01,11,3917
2016-12-01,12,3947
2016-12-01,13,3915
2016-12-01,14,4009
2016-12-01,15,4077
2016-12-01,16,4110
2016-12-01,17,4060
2016-12-01,18,4086
2016-12-01,19,3950
2016-12-01,20,3856
2016-12-01,21,3842
2016-12-01,22,3813
2016-12-01,23,3667
2016-12-02,0,3300
2016-12-02,1,3041
2016-12-02,2,2641
2016-12-02,3,2260
2016-12-02,4,1945
2016-12-02,5,1674
2016-12-02,6,1582
2016-12-02,7,1584
2016-12-02,8,1588
2016-12-02,9,1454
2016-12-02,10,1301
2016-12-02,11,1123
2016-12-02,12,1038
2016-12-02,13,901
2016-12-02,14,810
2016-12-02,15,792
2016-12-02,16,813
2016-12-02,17,904
2016-12-02,18,865
2016-12-02,19,769
2016-12-02,20,532
2016-12-02,21,366
2016-12-02,22,239
2016-12-02,23,144
2016-12-03,0,100
2016-12-03,1,63
2016-12-03,2,67
2016-12-03,3,149
2016-12-03,4,238
2016-12-03,5,326
2016-12-03,6,433
2016-12-03,7,513
2016-12-03,8,584
2016-12-03,9,644
2016-12-03,10,599
2016-12-03,11,541
2016-12-03,12,538
2016-12-03,13,630
2016-12-03,14,791
2016-12-03,15,919
2016-12-03,16,1004
2016-12-03,17,966
2016-12-03,18,937
2016-12-03,19,921
2016-12-03,20,872
2016-12-03,21,809
2016-12-03,22,790
2016-12-03,23,791
2016-12-04,0,846
2016-12-04,1,928
2016-12-04,2,896
2016-12-04,3,925
2016-12-04,4,941
2016-12-04,5,1008
2016-12-04,6,1034
2016-12-04,7,1051
2016-12-04,8,1065
2016-12-04,9,1099
2016-12-04,10,1129
2016-12-04,11,1131
2016-12-04,12,1102
2016-12-04,13,1150
2016-12-04,14,1217
2016-12-04,15,1263
2016-12-04,16,1325
2016-12-04,17,1390
2016-12-04,18,1408
2016-12-04,19,1450
2016-12-04,20,1496
2016-12-04,21,1529
2016-12-04,22,1618
2016-12-04,23,1650
2016-12-05,0,1667
2016-12-05,1,1722
2016-12-05,2,1723
2016-12-05,3,1802
2016-12-05,4,1812
2016-12-05,5,1848
2016-12-05,6,1898
2016-12-05,7,1947
2016-12-05,8,1965
2016-12-05,9,1974
2016-12-05,10,2049
2016-12-05,11,2116
2016-12-05,12,2233
2016-12-05,13,2316
2016-12-05,14,2303
2016-12-05,15,2258
2016-12-05,16,2218
2016-12-05,17,2247
2016-12-05,18,2180
2016-12-05,19,2040
2016-12-05,20,1951
2016-12-05,21,1883
2016-12-05,22,1716
2016-12-05,23,1443
2016-12-06,0,1185
2016-12-06,1,983
2016-12-06,2,790
2016-12-06,3,668
2016-12-06,4,585
2016-12-06,5,459
2016-12-06,6,339
2016-12-06,7,225
2016-12-06,8,154
2016-12-06,9,119
2016-12-06,10,94
2016-12-06,11,78
2016-12-06,12,66
2016-12-06,13,62
2016-12-06,14,46
2016-12-06,15,74
2016-12-06,16,102
2016-12-06,17,180
2016-12-06,18,253
2016-12-06,19,269
2016-12-06,20,352
2016-12-06,21,568
2016-12-06,22,757
2016-12-06,23,907
2016-12-07,0,1105
2016-12-07,1,1189
2016-12-07,2,1356
2016-12-07,3,1417
2016-12-07,4,1477
2016-12-07,5,1572
2016-12-07,6,1821
2016-12-07,7,2036
2016-12-07,8,2206
2016-12-07,9,2316
2016-12-07,10,2535
2016-12-07,11,2685
2016-12-07,12,2826
2016-12-07,13,3020
2016-12-07,14,3140
2016-12-07,15,3249
2016-12-07,16,3401
2016-12-07,17,3278
2016-12-07,18,3308
2016-12-07,19,3296
2016-12-07,20,3393
2016-12-07,21,3338
2016-12-07,22,3525
2016-12-07,23,3393
2016-12-08,0,3486
2016-12-08,1,3572
2016-12-08,2,3492
2016-12-08,3,3650
2016-12-08,4,3443
2016-12-08,5,3589
2016-12-08,6,3761
2016-12-08,7,3665
2016-12-08,8,3416
2016-12-08,9,3429
2016-12-08,10,3563
2016-12-08,11,3528
2016-12-08,12,3395
2016-12-08,13,3148
2016-12-08,14,2780
2016-12-08,15,2208
2016-12-08,16,1874
2016-12-08,17,1568
2016-12-08,18,1680
2016-12-08,19,1652
2016-12-08,20,1828
2016-12-08,21,1870
2016-12-08,22,1985
2016-12-08,23,1961
2016-12-09,0,1846
2016-12-09,1,1812
2016-12-09,2,1701
2016-12-09,3,1640
2016-12-09,4,2096
2016-12-09,5,2393
2016-12-09,6,2566
2016-12-09,7,2498
2016-12-09,8,2610
2016-12-09,9,2341
2016-12-09,10,2386
2016-12-09,11,2415
2016-12-09,12,2377
2016-12-09,13,2334
2016-12-09,14,2324
2016-12-09,15,2258
2016-12-09,16,2248
2016-12-09,17,2289
2016-12-09,18,2260
2016-12-09,19,2059
2016-12-09,20,2005
2016-12-09,21,2228
2016-12-09,22,2470
2016-12-09,23,2665
2016-12-10,0,3055
2016-12-10,1,3021
2016-12-10,2,2990
2016-12-10,3,2755
2016-12-10,4,2631
2016-12-10,5,2648
2016-12-10,6,2652
2016-12-10,7,2662
2016-12-10,8,2652
2016-12-10,9,2630
2016-12-10,10,2655
2016-12-10,11,2805
2016-12-10,12,2808
2016-12-10,13,2731
2016-12-10,14,2538
2016-12-10,15,2274
2016-12-10,16,2105
2016-12-10,17,2005
2016-12-10,18,1881
2016-12-10,19,1683
2016-12-10,20,1579
2016-12-10,21,1496
2016-12-10,22,1482
2016-12-10,23,1324
2016-12-11,0,1097
2016-12-11,1,999
2016-12-11,2,844
2016-12-11,3,858
2016-12-11,4,864
2016-12-11,5,923
2016-12-11,6,1152
2016-12-11,7,1428
2016-12-11,8,1543
2016-12-11,9,1803
2016-12-11,10,2217
2016-12-11,11,2437
2016-12-11,12,2545
2016-12-11,13,2565
2016-12-11,14,2484
2016-12-11,15,2472
2016-12-11,16,2089
2016-12-11,17,2049
2016-12-11,18,1912
2016-12-11,19,1751
