Date,Hour,T Hamar,T Krsand,T Namsos,T Troms,T Bergen,T Nor
2014-01-01,0,2.7,6,2.9,-4,6,4.4
2014-01-01,1,2.65833,6.01667,2.95417,-4,6.06667,4.34917
2014-01-01,2,2.61667,6.03333,3.00833,-4,6.13333,4.29833
2014-01-01,3,2.575,6.05,3.0625,-4,6.2,4.2475
2014-01-01,4,2.53333,6.06667,3.11667,-4,6.26667,4.19667
2014-01-01,5,2.49167,6.08333,3.17083,-4,6.33333,4.14583
2014-01-01,6,2.45,6.1,3.225,-4,6.4,4.095
2014-01-01,7,2.40833,6.11667,3.27917,-4,6.46667,4.04417
2014-01-01,8,2.36667,6.13333,3.33333,-4,6.53333,3.99333
2014-01-01,9,2.325,6.15,3.3875,-4,6.6,3.9425
2014-01-01,10,2.28333,6.16667,3.44167,-4,6.66667,3.89167
2014-01-01,11,2.24167,6.18333,3.49583,-4,6.73333,3.84083
2014-01-01,12,2.2,6.2,3.55,-4,6.8,3.79
2014-01-01,13,2.15833,6.21667,3.60417,-4,6.86667,3.73917
2014-01-01,14,2.11667,6.23333,3.65833,-4,6.93333,3.68833
2014-01-01,15,2.075,6.25,3.7125,-4,7,3.6375
2014-01-01,16,2.03333,6.26667,3.76667,-4,7.06667,3.58667
2014-01-01,17,1.99167,6.28333,3.82083,-4,7.13333,3.53583
2014-01-01,18,1.95,6.3,3.875,-4,7.2,3.485
2014-01-01,19,1.90833,6.31667,3.92917,-4,7.26667,3.43417
2014-01-01,20,1.86667,6.33333,3.98333,-4,7.33333,3.38333
2014-01-01,21,1.825,6.35,4.0375,-4,7.4,3.3325
2014-01-01,22,1.78333,6.36667,4.09167,-4,7.46667,3.28167
2014-01-01,23,1.74167,6.38333,4.14583,-4,7.53333,3.23083
2014-01-02,0,1.7,6.4,4.2,-4,7.6,3.18
2014-01-02,1,1.7125,6.4125,4.225,-3.89583,7.57917,3.20667
2014-01-02,2,1.725,6.425,4.25,-3.79167,7.55833,3.23333
2014-01-02,3,1.7375,6.4375,4.275,-3.6875,7.5375,3.26
2014-01-02,4,1.75,6.45,4.3,-3.58333,7.51667,3.28667
2014-01-02,5,1.7625,6.4625,4.325,-3.47917,7.49583,3.31333
2014-01-02,6,1.775,6.475,4.35,-3.375,7.475,3.34
2014-01-02,7,1.7875,6.4875,4.375,-3.27083,7.45417,3.36667
2014-01-02,8,1.8,6.5,4.4,-3.16667,7.43333,3.39333
2014-01-02,9,1.8125,6.5125,4.425,-3.0625,7.4125,3.42
2014-01-02,10,1.825,6.525,4.45,-2.95833,7.39167,3.44667
2014-01-02,11,1.8375,6.5375,4.475,-2.85417,7.37083,3.47333
2014-01-02,12,1.85,6.55,4.5,-2.75,7.35,3.5
2014-01-02,13,1.8625,6.5625,4.525,-2.64583,7.32917,3.52667
2014-01-02,14,1.875,6.575,4.55,-2.54167,7.30833,3.55333
2014-01-02,15,1.8875,6.5875,4.575,-2.4375,7.2875,3.58
2014-01-02,16,1.9,6.6,4.6,-2.33333,7.26667,3.60667
2014-01-02,17,1.9125,6.6125,4.625,-2.22917,7.24583,3.63333
2014-01-02,18,1.925,6.625,4.65,-2.125,7.225,3.66
2014-01-02,19,1.9375,6.6375,4.675,-2.02083,7.20417,3.68667
2014-01-02,20,1.95,6.65,4.7,-1.91667,7.18333,3.71333
2014-01-02,21,1.9625,6.6625,4.725,-1.8125,7.1625,3.74
2014-01-02,22,1.975,6.675,4.75,-1.70833,7.14167,3.76667
2014-01-02,23,1.9875,6.6875,4.775,-1.60417,7.12083,3.79333
2014-01-03,0,2,6.7,4.8,-1.5,7.1,3.82
2014-01-03,1,2.0625,6.69583,4.79583,-1.52917,7.06667,3.81833
2014-01-03,2,2.125,6.69167,4.79167,-1.55833,7.03333,3.81667
2014-01-03,3,2.1875,6.6875,4.7875,-1.5875,7,3.815
2014-01-03,4,2.25,6.68333,4.78333,-1.61667,6.96667,3.81333
2014-01-03,5,2.3125,6.67917,4.77917,-1.64583,6.93333,3.81167
2014-01-03,6,2.375,6.675,4.775,-1.675,6.9,3.81
2014-01-03,7,2.4375,6.67083,4.77083,-1.70417,6.86667,3.80833
2014-01-03,8,2.5,6.66667,4.76667,-1.73333,6.83333,3.80667
2014-01-03,9,2.5625,6.6625,4.7625,-1.7625,6.8,3.805
2014-01-03,10,2.625,6.65833,4.75833,-1.79167,6.76667,3.80333
2014-01-03,11,2.6875,6.65417,4.75417,-1.82083,6.73333,3.80167
2014-01-03,12,2.75,6.65,4.75,-1.85,6.7,3.8
2014-01-03,13,2.8125,6.64583,4.74583,-1.87917,6.66667,3.79833
2014-01-03,14,2.875,6.64167,4.74167,-1.90833,6.63333,3.79667
2014-01-03,15,2.9375,6.6375,4.7375,-1.9375,6.6,3.795
2014-01-03,16,3,6.63333,4.73333,-1.96667,6.56667,3.79333
2014-01-03,17,3.0625,6.62917,4.72917,-1.99583,6.53333,3.79167
2014-01-03,18,3.125,6.625,4.725,-2.025,6.5,3.79
2014-01-03,19,3.1875,6.62083,4.72083,-2.05417,6.46667,3.78833
2014-01-03,20,3.25,6.61667,4.71667,-2.08333,6.43333,3.78667
2014-01-03,21,3.3125,6.6125,4.7125,-2.1125,6.4,3.785
2014-01-03,22,3.375,6.60833,4.70833,-2.14167,6.36667,3.78333
2014-01-03,23,3.4375,6.60417,4.70417,-2.17083,6.33333,3.78167
2014-01-04,0,3.5,6.6,4.7,-2.2,6.3,3.78
2014-01-04,1,3.475,6.5625,4.65,-2.1875,6.30417,3.76083
2014-01-04,2,3.45,6.525,4.6,-2.175,6.30833,3.74167
2014-01-04,3,3.425,6.4875,4.55,-2.1625,6.3125,3.7225
2014-01-04,4,3.4,6.45,4.5,-2.15,6.31667,3.70333
2014-01-04,5,3.375,6.4125,4.45,-2.1375,6.32083,3.68417
2014-01-04,6,3.35,6.375,4.4,-2.125,6.325,3.665
2014-01-04,7,3.325,6.3375,4.35,-2.1125,6.32917,3.64583
2014-01-04,8,3.3,6.3,4.3,-2.1,6.33333,3.62667
2014-01-04,9,3.275,6.2625,4.25,-2.0875,6.3375,3.6075
2014-01-04,10,3.25,6.225,4.2,-2.075,6.34167,3.58833
2014-01-04,11,3.225,6.1875,4.15,-2.0625,6.34583,3.56917
2014-01-04,12,3.2,6.15,4.1,-2.05,6.35,3.55
2014-01-04,13,3.175,6.1125,4.05,-2.0375,6.35417,3.53083
2014-01-04,14,3.15,6.075,4,-2.025,6.35833,3.51167
2014-01-04,15,3.125,6.0375,3.95,-2.0125,6.3625,3.4925
2014-01-04,16,3.1,6,3.9,-2,6.36667,3.47333
2014-01-04,17,3.075,5.9625,3.85,-1.9875,6.37083,3.45417
2014-01-04,18,3.05,5.925,3.8,-1.975,6.375,3.435
2014-01-04,19,3.025,5.8875,3.75,-1.9625,6.37917,3.41583
2014-01-04,20,3,5.85,3.7,-1.95,6.38333,3.39667
2014-01-04,21,2.975,5.8125,3.65,-1.9375,6.3875,3.3775
2014-01-04,22,2.95,5.775,3.6,-1.925,6.39167,3.35833
2014-01-04,23,2.925,5.7375,3.55,-1.9125,6.39583,3.33917
2014-01-05,0,2.9,5.7,3.5,-1.9,6.4,3.32
2014-01-05,1,2.85833,5.73333,3.5375,-1.95417,6.40417,3.31583
2014-01-05,2,2.81667,5.76667,3.575,-2.00833,6.40833,3.31167
2014-01-05,3,2.775,5.8,3.6125,-2.0625,6.4125,3.3075
2014-01-05,4,2.73333,5.83333,3.65,-2.11667,6.41667,3.30333
2014-01-05,5,2.69167,5.86667,3.6875,-2.17083,6.42083,3.29917
2014-01-05,6,2.65,5.9,3.725,-2.225,6.425,3.295
2014-01-05,7,2.60833,5.93333,3.7625,-2.27917,6.42917,3.29083
2014-01-05,8,2.56667,5.96667,3.8,-2.33333,6.43333,3.28667
2014-01-05,9,2.525,6,3.8375,-2.3875,6.4375,3.2825
2014-01-05,10,2.48333,6.03333,3.875,-2.44167,6.44167,3.27833
2014-01-05,11,2.44167,6.06667,3.9125,-2.49583,6.44583,3.27417
2014-01-05,12,2.4,6.1,3.95,-2.55,6.45,3.27
2014-01-05,13,2.35833,6.13333,3.9875,-2.60417,6.45417,3.26583
2014-01-05,14,2.31667,6.16667,4.025,-2.65833,6.45833,3.26167
2014-01-05,15,2.275,6.2,4.0625,-2.7125,6.4625,3.2575
2014-01-05,16,2.23333,6.23333,4.1,-2.76667,6.46667,3.25333
2014-01-05,17,2.19167,6.26667,4.1375,-2.82083,6.47083,3.24917
2014-01-05,18,2.15,6.3,4.175,-2.875,6.475,3.245
2014-01-05,19,2.10833,6.33333,4.2125,-2.92917,6.47917,3.24083
2014-01-05,20,2.06667,6.36667,4.25,-2.98333,6.48333,3.23667
2014-01-05,21,2.025,6.4,4.2875,-3.0375,6.4875,3.2325
2014-01-05,22,1.98333,6.43333,4.325,-3.09167,6.49167,3.22833
2014-01-05,23,1.94167,6.46667,4.3625,-3.14583,6.49583,3.22417
2014-01-06,0,1.9,6.5,4.4,-3.2,6.5,3.22
2014-01-06,1,2.04167,6.54583,4.34167,-3.2625,6.55,3.24333
2014-01-06,2,2.18333,6.59167,4.28333,-3.325,6.6,3.26667
2014-01-06,3,2.325,6.6375,4.225,-3.3875,6.65,3.29
2014-01-06,4,2.46667,6.68333,4.16667,-3.45,6.7,3.31333
2014-01-06,5,2.60833,6.72917,4.10833,-3.5125,6.75,3.33667
2014-01-06,6,2.75,6.775,4.05,-3.575,6.8,3.36
2014-01-06,7,2.89167,6.82083,3.99167,-3.6375,6.85,3.38333
2014-01-06,8,3.03333,6.86667,3.93333,-3.7,6.9,3.40667
2014-01-06,9,3.175,6.9125,3.875,-3.7625,6.95,3.43
2014-01-06,10,3.31667,6.95833,3.81667,-3.825,7,3.45333
2014-01-06,11,3.45833,7.00417,3.75833,-3.8875,7.05,3.47667
2014-01-06,12,3.6,7.05,3.7,-3.95,7.1,3.5
2014-01-06,13,3.74167,7.09583,3.64167,-4.0125,7.15,3.52333
2014-01-06,14,3.88333,7.14167,3.58333,-4.075,7.2,3.54667
2014-01-06,15,4.025,7.1875,3.525,-4.1375,7.25,3.57
2014-01-06,16,4.16667,7.23333,3.46667,-4.2,7.3,3.59333
2014-01-06,17,4.30833,7.27917,3.40833,-4.2625,7.35,3.61667
2014-01-06,18,4.45,7.325,3.35,-4.325,7.4,3.64
2014-01-06,19,4.59167,7.37083,3.29167,-4.3875,7.45,3.66333
2014-01-06,20,4.73333,7.41667,3.23333,-4.45,7.5,3.68667
2014-01-06,21,4.875,7.4625,3.175,-4.5125,7.55,3.71
2014-01-06,22,5.01667,7.50833,3.11667,-4.575,7.6,3.73333
2014-01-06,23,5.15833,7.55417,3.05833,-4.6375,7.65,3.75667
2014-01-07,0,5.3,7.6,3,-4.7,7.7,3.78
2014-01-07,1,5.16667,7.59167,2.82083,-4.77083,7.67917,3.6975
2014-01-07,2,5.03333,7.58333,2.64167,-4.84167,7.65833,3.615
2014-01-07,3,4.9,7.575,2.4625,-4.9125,7.6375,3.5325
2014-01-07,4,4.76667,7.56667,2.28333,-4.98333,7.61667,3.45
2014-01-07,5,4.63333,7.55833,2.10417,-5.05417,7.59583,3.3675
2014-01-07,6,4.5,7.55,1.925,-5.125,7.575,3.285
2014-01-07,7,4.36667,7.54167,1.74583,-5.19583,7.55417,3.2025
2014-01-07,8,4.23333,7.53333,1.56667,-5.26667,7.53333,3.12
2014-01-07,9,4.1,7.525,1.3875,-5.3375,7.5125,3.0375
2014-01-07,10,3.96667,7.51667,1.20833,-5.40833,7.49167,2.955
2014-01-07,11,3.83333,7.50833,1.02917,-5.47917,7.47083,2.8725
2014-01-07,12,3.7,7.5,0.85,-5.55,7.45,2.79
2014-01-07,13,3.56667,7.49167,0.670833,-5.62083,7.42917,2.7075
2014-01-07,14,3.43333,7.48333,0.491667,-5.69167,7.40833,2.625
2014-01-07,15,3.3,7.475,0.3125,-5.7625,7.3875,2.5425
2014-01-07,16,3.16667,7.46667,0.133333,-5.83333,7.36667,2.46
2014-01-07,17,3.03333,7.45833,-0.0458333,-5.90417,7.34583,2.3775
2014-01-07,18,2.9,7.45,-0.225,-5.975,7.325,2.295
2014-01-07,19,2.76667,7.44167,-0.404167,-6.04583,7.30417,2.2125
2014-01-07,20,2.63333,7.43333,-0.583333,-6.11667,7.28333,2.13
2014-01-07,21,2.5,7.425,-0.7625,-6.1875,7.2625,2.0475
2014-01-07,22,2.36667,7.41667,-0.941667,-6.25833,7.24167,1.965
2014-01-07,23,2.23333,7.40833,-1.12083,-6.32917,7.22083,1.8825
2014-01-08,0,2.1,7.4,-1.3,-6.4,7.2,1.8
2014-01-08,1,2.02917,7.32083,-1.35417,-6.64167,7.07083,1.685
2014-01-08,2,1.95833,7.24167,-1.40833,-6.88333,6.94167,1.57
2014-01-08,3,1.8875,7.1625,-1.4625,-7.125,6.8125,1.455
2014-01-08,4,1.81667,7.08333,-1.51667,-7.36667,6.68333,1.34
2014-01-08,5,1.74583,7.00417,-1.57083,-7.60833,6.55417,1.225
2014-01-08,6,1.675,6.925,-1.625,-7.85,6.425,1.11
2014-01-08,7,1.60417,6.84583,-1.67917,-8.09167,6.29583,0.995
2014-01-08,8,1.53333,6.76667,-1.73333,-8.33333,6.16667,0.88
2014-01-08,9,1.4625,6.6875,-1.7875,-8.575,6.0375,0.765
2014-01-08,10,1.39167,6.60833,-1.84167,-8.81667,5.90833,0.65
2014-01-08,11,1.32083,6.52917,-1.89583,-9.05833,5.77917,0.535
2014-01-08,12,1.25,6.45,-1.95,-9.3,5.65,0.42
2014-01-08,13,1.17917,6.37083,-2.00417,-9.54167,5.52083,0.305
2014-01-08,14,1.10833,6.29167,-2.05833,-9.78333,5.39167,0.19
2014-01-08,15,1.0375,6.2125,-2.1125,-10.025,5.2625,0.075
2014-01-08,16,0.966667,6.13333,-2.16667,-10.2667,5.13333,-0.04
2014-01-08,17,0.895833,6.05417,-2.22083,-10.5083,5.00417,-0.155
2014-01-08,18,0.825,5.975,-2.275,-10.75,4.875,-0.27
2014-01-08,19,0.754167,5.89583,-2.32917,-10.9917,4.74583,-0.385
2014-01-08,20,0.683333,5.81667,-2.38333,-11.2333,4.61667,-0.5
2014-01-08,21,0.6125,5.7375,-2.4375,-11.475,4.4875,-0.615
2014-01-08,22,0.541667,5.65833,-2.49167,-11.7167,4.35833,-0.73
2014-01-08,23,0.470833,5.57917,-2.54583,-11.9583,4.22917,-0.845
2014-01-09,0,0.4,5.5,-2.6,-12.2,4.1,-0.96
2014-01-09,1,0.379167,5.42917,-2.825,-12.2708,4.04583,-1.04833
2014-01-09,2,0.358333,5.35833,-3.05,-12.3417,3.99167,-1.13667
2014-01-09,3,0.3375,5.2875,-3.275,-12.4125,3.9375,-1.225
2014-01-09,4,0.316667,5.21667,-3.5,-12.4833,3.88333,-1.31333
2014-01-09,5,0.295833,5.14583,-3.725,-12.5542,3.82917,-1.40167
2014-01-09,6,0.275,5.075,-3.95,-12.625,3.775,-1.49
2014-01-09,7,0.254167,5.00417,-4.175,-12.6958,3.72083,-1.57833
2014-01-09,8,0.233333,4.93333,-4.4,-12.7667,3.66667,-1.66667
2014-01-09,9,0.2125,4.8625,-4.625,-12.8375,3.6125,-1.755
2014-01-09,10,0.191667,4.79167,-4.85,-12.9083,3.55833,-1.84333
2014-01-09,11,0.170833,4.72083,-5.075,-12.9792,3.50417,-1.93167
2014-01-09,12,0.15,4.65,-5.3,-13.05,3.45,-2.02
2014-01-09,13,0.129167,4.57917,-5.525,-13.1208,3.39583,-2.10833
2014-01-09,14,0.108333,4.50833,-5.75,-13.1917,3.34167,-2.19667
2014-01-09,15,0.0875,4.4375,-5.975,-13.2625,3.2875,-2.285
2014-01-09,16,0.0666667,4.36667,-6.2,-13.3333,3.23333,-2.37333
2014-01-09,17,0.0458333,4.29583,-6.425,-13.4042,3.17917,-2.46167
2014-01-09,18,0.025,4.225,-6.65,-13.475,3.125,-2.55
2014-01-09,19,0.00416667,4.15417,-6.875,-13.5458,3.07083,-2.63833
2014-01-09,20,-0.0166667,4.08333,-7.1,-13.6167,3.01667,-2.72667
2014-01-09,21,-0.0375,4.0125,-7.325,-13.6875,2.9625,-2.815
2014-01-09,22,-0.0583333,3.94167,-7.55,-13.7583,2.90833,-2.90333
2014-01-09,23,-0.0791667,3.87083,-7.775,-13.8292,2.85417,-2.99167
2014-01-10,0,-0.1,3.8,-8,-13.9,2.8,-3.08
2014-01-10,1,-0.391667,3.84583,-8.08333,-13.8333,2.80417,-3.13167
2014-01-10,2,-0.683333,3.89167,-8.16667,-13.7667,2.80833,-3.18333
2014-01-10,3,-0.975,3.9375,-8.25,-13.7,2.8125,-3.235
2014-01-10,4,-1.26667,3.98333,-8.33333,-13.6333,2.81667,-3.28667
2014-01-10,5,-1.55833,4.02917,-8.41667,-13.5667,2.82083,-3.33833
2014-01-10,6,-1.85,4.075,-8.5,-13.5,2.825,-3.39
2014-01-10,7,-2.14167,4.12083,-8.58333,-13.4333,2.82917,-3.44167
2014-01-10,8,-2.43333,4.16667,-8.66667,-13.3667,2.83333,-3.49333
2014-01-10,9,-2.725,4.2125,-8.75,-13.3,2.8375,-3.545
2014-01-10,10,-3.01667,4.25833,-8.83333,-13.2333,2.84167,-3.59667
2014-01-10,11,-3.30833,4.30417,-8.91667,-13.1667,2.84583,-3.64833
2014-01-10,12,-3.6,4.35,-9,-13.1,2.85,-3.7
2014-01-10,13,-3.89167,4.39583,-9.08333,-13.0333,2.85417,-3.75167
2014-01-10,14,-4.18333,4.44167,-9.16667,-12.9667,2.85833,-3.80333
2014-01-10,15,-4.475,4.4875,-9.25,-12.9,2.8625,-3.855
2014-01-10,16,-4.76667,4.53333,-9.33333,-12.8333,2.86667,-3.90667
2014-01-10,17,-5.05833,4.57917,-9.41667,-12.7667,2.87083,-3.95833
2014-01-10,18,-5.35,4.625,-9.5,-12.7,2.875,-4.01
2014-01-10,19,-5.64167,4.67083,-9.58333,-12.6333,2.87917,-4.06167
2014-01-10,20,-5.93333,4.71667,-9.66667,-12.5667,2.88333,-4.11333
2014-01-10,21,-6.225,4.7625,-9.75,-12.5,2.8875,-4.165
2014-01-10,22,-6.51667,4.80833,-9.83333,-12.4333,2.89167,-4.21667
2014-01-10,23,-6.80833,4.85417,-9.91667,-12.3667,2.89583,-4.26833
2014-01-11,0,-7.1,4.9,-10,-12.3,2.9,-4.32
2014-01-11,1,-7.32083,4.79583,-10.1458,-12.2125,2.71667,-4.43333
2014-01-11,2,-7.54167,4.69167,-10.2917,-12.125,2.53333,-4.54667
2014-01-11,3,-7.7625,4.5875,-10.4375,-12.0375,2.35,-4.66
2014-01-11,4,-7.98333,4.48333,-10.5833,-11.95,2.16667,-4.77333
2014-01-11,5,-8.20417,4.37917,-10.7292,-11.8625,1.98333,-4.88667
2014-01-11,6,-8.425,4.275,-10.875,-11.775,1.8,-5
2014-01-11,7,-8.64583,4.17083,-11.0208,-11.6875,1.61667,-5.11333
2014-01-11,8,-8.86667,4.06667,-11.1667,-11.6,1.43333,-5.22667
2014-01-11,9,-9.0875,3.9625,-11.3125,-11.5125,1.25,-5.34
2014-01-11,10,-9.30833,3.85833,-11.4583,-11.425,1.06667,-5.45333
2014-01-11,11,-9.52917,3.75417,-11.6042,-11.3375,0.883333,-5.56667
2014-01-11,12,-9.75,3.65,-11.75,-11.25,0.7,-5.68
2014-01-11,13,-9.97083,3.54583,-11.8958,-11.1625,0.516667,-5.79333
2014-01-11,14,-10.1917,3.44167,-12.0417,-11.075,0.333333,-5.90667
2014-01-11,15,-10.4125,3.3375,-12.1875,-10.9875,0.15,-6.02
2014-01-11,16,-10.6333,3.23333,-12.3333,-10.9,-0.0333333,-6.13333
2014-01-11,17,-10.8542,3.12917,-12.4792,-10.8125,-0.216667,-6.24667
2014-01-11,18,-11.075,3.025,-12.625,-10.725,-0.4,-6.36
2014-01-11,19,-11.2958,2.92083,-12.7708,-10.6375,-0.583333,-6.47333
2014-01-11,20,-11.5167,2.81667,-12.9167,-10.55,-0.766667,-6.58667
2014-01-11,21,-11.7375,2.7125,-13.0625,-10.4625,-0.95,-6.7
2014-01-11,22,-11.9583,2.60833,-13.2083,-10.375,-1.13333,-6.81333
2014-01-11,23,-12.1792,2.50417,-13.3542,-10.2875,-1.31667,-6.92667
2014-01-12,0,-12.4,2.4,-13.5,-10.2,-1.5,-7.04
2014-01-12,1,-12.5542,2.2,-13.425,-10.1083,-1.50417,-7.07833
2014-01-12,2,-12.7083,2,-13.35,-10.0167,-1.50833,-7.11667
2014-01-12,3,-12.8625,1.8,-13.275,-9.925,-1.5125,-7.155
2014-01-12,4,-13.0167,1.6,-13.2,-9.83333,-1.51667,-7.19333
2014-01-12,5,-13.1708,1.4,-13.125,-9.74167,-1.52083,-7.23167
2014-01-12,6,-13.325,1.2,-13.05,-9.65,-1.525,-7.27
2014-01-12,7,-13.4792,1,-12.975,-9.55833,-1.52917,-7.30833
2014-01-12,8,-13.6333,0.8,-12.9,-9.46667,-1.53333,-7.34667
2014-01-12,9,-13.7875,0.6,-12.825,-9.375,-1.5375,-7.385
2014-01-12,10,-13.9417,0.4,-12.75,-9.28333,-1.54167,-7.42333
2014-01-12,11,-14.0958,0.2,-12.675,-9.19167,-1.54583,-7.46167
2014-01-12,12,-14.25,0,-12.6,-9.1,-1.55,-7.5
2014-01-12,13,-14.4042,-0.2,-12.525,-9.00833,-1.55417,-7.53833
2014-01-12,14,-14.5583,-0.4,-12.45,-8.91667,-1.55833,-7.57667
2014-01-12,15,-14.7125,-0.6,-12.375,-8.825,-1.5625,-7.615
2014-01-12,16,-14.8667,-0.8,-12.3,-8.73333,-1.56667,-7.65333
2014-01-12,17,-15.0208,-1,-12.225,-8.64167,-1.57083,-7.69167
2014-01-12,18,-15.175,-1.2,-12.15,-8.55,-1.575,-7.73
2014-01-12,19,-15.3292,-1.4,-12.075,-8.45833,-1.57917,-7.76833
2014-01-12,20,-15.4833,-1.6,-12,-8.36667,-1.58333,-7.80667
2014-01-12,21,-15.6375,-1.8,-11.925,-8.275,-1.5875,-7.845
2014-01-12,22,-15.7917,-2,-11.85,-8.18333,-1.59167,-7.88333
2014-01-12,23,-15.9458,-2.2,-11.775,-8.09167,-1.59583,-7.92167
2014-01-13,0,-16.1,-2.4,-11.7,-8,-1.6,-7.96
2014-01-13,1,-15.8208,-2.41667,-11.5125,-7.975,-1.525,-7.85
2014-01-13,2,-15.5417,-2.43333,-11.325,-7.95,-1.45,-7.74
2014-01-13,3,-15.2625,-2.45,-11.1375,-7.925,-1.375,-7.63
2014-01-13,4,-14.9833,-2.46667,-10.95,-7.9,-1.3,-7.52
2014-01-13,5,-14.7042,-2.48333,-10.7625,-7.875,-1.225,-7.41
2014-01-13,6,-14.425,-2.5,-10.575,-7.85,-1.15,-7.3
2014-01-13,7,-14.1458,-2.51667,-10.3875,-7.825,-1.075,-7.19
2014-01-13,8,-13.8667,-2.53333,-10.2,-7.8,-1,-7.08
2014-01-13,9,-13.5875,-2.55,-10.0125,-7.775,-0.925,-6.97
2014-01-13,10,-13.3083,-2.56667,-9.825,-7.75,-0.85,-6.86
2014-01-13,11,-13.0292,-2.58333,-9.6375,-7.725,-0.775,-6.75
2014-01-13,12,-12.75,-2.6,-9.45,-7.7,-0.7,-6.64
2014-01-13,13,-12.4708,-2.61667,-9.2625,-7.675,-0.625,-6.53
2014-01-13,14,-12.1917,-2.63333,-9.075,-7.65,-0.55,-6.42
2014-01-13,15,-11.9125,-2.65,-8.8875,-7.625,-0.475,-6.31
2014-01-13,16,-11.6333,-2.66667,-8.7,-7.6,-0.4,-6.2
2014-01-13,17,-11.3542,-2.68333,-8.5125,-7.575,-0.325,-6.09
2014-01-13,18,-11.075,-2.7,-8.325,-7.55,-0.25,-5.98
2014-01-13,19,-10.7958,-2.71667,-8.1375,-7.525,-0.175,-5.87
2014-01-13,20,-10.5167,-2.73333,-7.95,-7.5,-0.1,-5.76
2014-01-13,21,-10.2375,-2.75,-7.7625,-7.475,-0.025,-5.65
2014-01-13,22,-9.95833,-2.76667,-7.575,-7.45,0.05,-5.54
2014-01-13,23,-9.67917,-2.78333,-7.3875,-7.425,0.125,-5.43
2014-01-14,0,-9.4,-2.8,-7.2,-7.4,0.2,-5.32
2014-01-14,1,-9.30417,-2.75417,-7.20833,-7.4875,0.220833,-5.30667
2014-01-14,2,-9.20833,-2.70833,-7.21667,-7.575,0.241667,-5.29333
2014-01-14,3,-9.1125,-2.6625,-7.225,-7.6625,0.2625,-5.28
2014-01-14,4,-9.01667,-2.61667,-7.23333,-7.75,0.283333,-5.26667
2014-01-14,5,-8.92083,-2.57083,-7.24167,-7.8375,0.304167,-5.25333
2014-01-14,6,-8.825,-2.525,-7.25,-7.925,0.325,-5.24
2014-01-14,7,-8.72917,-2.47917,-7.25833,-8.0125,0.345833,-5.22667
2014-01-14,8,-8.63333,-2.43333,-7.26667,-8.1,0.366667,-5.21333
2014-01-14,9,-8.5375,-2.3875,-7.275,-8.1875,0.3875,-5.2
2014-01-14,10,-8.44167,-2.34167,-7.28333,-8.275,0.408333,-5.18667
2014-01-14,11,-8.34583,-2.29583,-7.29167,-8.3625,0.429167,-5.17333
2014-01-14,12,-8.25,-2.25,-7.3,-8.45,0.45,-5.16
2014-01-14,13,-8.15417,-2.20417,-7.30833,-8.5375,0.470833,-5.14667
2014-01-14,14,-8.05833,-2.15833,-7.31667,-8.625,0.491667,-5.13333
2014-01-14,15,-7.9625,-2.1125,-7.325,-8.7125,0.5125,-5.12
2014-01-14,16,-7.86667,-2.06667,-7.33333,-8.8,0.533333,-5.10667
2014-01-14,17,-7.77083,-2.02083,-7.34167,-8.8875,0.554167,-5.09333
2014-01-14,18,-7.675,-1.975,-7.35,-8.975,0.575,-5.08
2014-01-14,19,-7.57917,-1.92917,-7.35833,-9.0625,0.595833,-5.06667
2014-01-14,20,-7.48333,-1.88333,-7.36667,-9.15,0.616667,-5.05333
2014-01-14,21,-7.3875,-1.8375,-7.375,-9.2375,0.6375,-5.04
2014-01-14,22,-7.29167,-1.79167,-7.38333,-9.325,0.658333,-5.02667
2014-01-14,23,-7.19583,-1.74583,-7.39167,-9.4125,0.679167,-5.01333
2014-01-15,0,-7.1,-1.7,-7.4,-9.5,0.7,-5
2014-01-15,1,-7.05833,-1.5125,-7.30833,-9.58333,0.816667,-4.92917
2014-01-15,2,-7.01667,-1.325,-7.21667,-9.66667,0.933333,-4.85833
2014-01-15,3,-6.975,-1.1375,-7.125,-9.75,1.05,-4.7875
2014-01-15,4,-6.93333,-0.95,-7.03333,-9.83333,1.16667,-4.71667
2014-01-15,5,-6.89167,-0.7625,-6.94167,-9.91667,1.28333,-4.64583
2014-01-15,6,-6.85,-0.575,-6.85,-10,1.4,-4.575
2014-01-15,7,-6.80833,-0.3875,-6.75833,-10.0833,1.51667,-4.50417
2014-01-15,8,-6.76667,-0.2,-6.66667,-10.1667,1.63333,-4.43333
2014-01-15,9,-6.725,-0.0125,-6.575,-10.25,1.75,-4.3625
2014-01-15,10,-6.68333,0.175,-6.48333,-10.3333,1.86667,-4.29167
2014-01-15,11,-6.64167,0.3625,-6.39167,-10.4167,1.98333,-4.22083
2014-01-15,12,-6.6,0.55,-6.3,-10.5,2.1,-4.15
2014-01-15,13,-6.55833,0.7375,-6.20833,-10.5833,2.21667,-4.07917
2014-01-15,14,-6.51667,0.925,-6.11667,-10.6667,2.33333,-4.00833
2014-01-15,15,-6.475,1.1125,-6.025,-10.75,2.45,-3.9375
2014-01-15,16,-6.43333,1.3,-5.93333,-10.8333,2.56667,-3.86667
2014-01-15,17,-6.39167,1.4875,-5.84167,-10.9167,2.68333,-3.79583
2014-01-15,18,-6.35,1.675,-5.75,-11,2.8,-3.725
