Date,Wind DK
2017-10-26,64653
2017-10-27,67887
2017-10-28,88180
2017-10-29,75536
2017-10-30,39462
2017-10-31,23553
2017-11-01,57808
2017-11-02,51893
2017-11-03,26464
2017-11-04,40673
2017-11-05,26706
2017-11-06,22137
2017-11-07,23542
2017-11-08,10201
2017-11-09,56054
2017-11-10,70986
2017-11-11,71804
2017-11-12,35855
2017-11-13,19771
2017-11-14,51260
2017-11-15,22808
2017-11-16,44297
2017-11-17,63709
2017-11-18,78910
2017-11-19,65479
2017-11-20,15919
2017-11-21,13669
2017-11-22,78355
2017-11-23,92828
2017-11-24,29401
2017-11-25,26102
2017-11-26,70415
2017-11-27,59739
2017-11-28,31444
2017-11-29,5179
2017-11-30,8290
2017-12-01,14215
2017-12-02,37012
2017-12-03,59091
2017-12-04,45658
2017-12-05,86927
2017-12-06,93685
2017-12-07,98746
2017-12-08,84107
2017-12-09,77531
2017-12-10,37411
2017-12-11,25993
2017-12-12,50590
2017-12-13,75464
2017-12-14,45127
2017-12-15,18333
2017-12-16,25232
2017-12-17,23864
2017-12-18,33552
2017-12-19,8760
2017-12-20,28789
2017-12-21,44210
2017-12-22,55033
2017-12-23,92251
2017-12-24,77799
2017-12-25,87009
2017-12-26,88105
2017-12-27,40184
2017-12-28,34292
2017-12-29,48896
2017-12-30,36035
2017-12-31,47581
2018-01-01,60978
2018-01-02,33684
2018-01-03,48198
2018-01-04,20719
2018-01-05,8530
2018-01-06,13830
2018-01-07,13737
2018-01-08,14870
2018-01-09,72771
2018-01-10,27283
2018-01-11,12554
2018-01-12,34390
2018-01-13,48043
2018-01-14,54088
2018-01-15,90189
2018-01-16,45746
2018-01-17,23949
2018-01-18,15551
2018-01-19,6856
2018-01-20,12874
2018-01-21,5590
2018-01-22,30588
2018-01-23,50262
2018-01-24,91490
2018-01-25,62898
2018-01-26,13492
2018-01-27,48415
2018-01-28,78595
2018-01-29,88681
2018-01-30,76200
2018-01-31,72244
2018-02-01,70564
2018-02-02,50827
2018-02-03,35629
2018-02-04,57515
2018-02-05,7486
2018-02-06,3132
2018-02-07,20005
2018-02-08,38991
2018-02-09,53181
2018-02-10,34515
2018-02-11,86806
2018-02-12,83765
2018-02-13,29447
2018-02-14,46840
2018-02-15,85153
2018-02-16,44479
2018-02-17,5240
2018-02-18,27020
2018-02-19,8402
2018-02-20,13903
2018-02-21,4558
2018-02-22,7180
2018-02-23,4112
2018-02-24,25970
2018-02-25,33837
2018-02-26,46487
2018-02-27,83235
2018-02-28,86282
2018-03-01,79741
2018-03-02,67586
2018-03-03,41192
2018-03-04,58137
2018-03-05,61783
2018-03-06,17022
2018-03-07,18977
2018-03-08,7962
2018-03-09,10273
2018-03-10,41492
2018-03-11,46250
2018-03-12,10074
2018-03-13,18111
2018-03-14,9591
2018-03-15,83402
2018-03-16,100418
2018-03-17,88219
2018-03-18,50381
2018-03-19,30846
2018-03-20,38001
2018-03-21,47942
2018-03-22,24207
2018-03-23,19945
2018-03-24,16042
2018-03-25,3847
2018-03-26,11063
2018-03-27,20096
2018-03-28,93691
2018-03-29,62850
2018-03-30,21335
2018-03-31,49703
2018-04-01,30290
2018-04-02,12124
2018-04-03,47703
2018-04-04,31719
2018-04-05,60276
2018-04-06,49113
2018-04-07,50795
2018-04-08,11169
2018-04-09,11896
2018-04-10,76259
2018-04-11,83930
2018-04-12,90410
2018-04-13,78104
2018-04-14,20742
2018-04-15,4931
2018-04-16,4735
2018-04-17,15589
2018-04-18,26172
2018-04-19,11684
2018-04-20,35994
2018-04-21,30625
2018-04-22,13917
2018-04-23,63731
2018-04-24,72530
2018-04-25,35952
2018-04-26,49006
2018-04-27,31402
2018-04-28,8144
2018-04-29,7076
2018-04-30,55712
2018-05-01,36786
2018-05-02,48162
2018-05-03,43888
2018-05-04,7289
2018-05-05,6767
2018-05-06,7060
2018-05-07,18773
2018-05-08,35530
2018-05-09,49033
2018-05-10,36135
2018-05-11,14329
2018-05-12,6353
2018-05-13,32868
2018-05-14,23858
2018-05-15,7356
2018-05-16,29372
2018-05-17,31802
2018-05-18,17889
2018-05-19,3935
2018-05-20,8627
2018-05-21,27755
2018-05-22,14120
2018-05-23,4280
2018-05-24,26659
2018-05-25,27037
2018-05-26,10682
2018-05-27,29265
2018-05-28,28157
2018-05-29,28368
2018-05-30,43842
2018-05-31,39815
2018-06-01,18559
2018-06-02,3975
2018-06-03,17162
2018-06-04,36465
2018-06-05,15937
2018-06-06,13853
2018-06-07,10709
2018-06-08,3754
2018-06-09,4178
2018-06-10,9330
2018-06-11,70027
2018-06-12,35938
2018-06-13,51970
2018-06-14,63829
2018-06-15,19474
2018-06-16,11273
2018-06-17,38346
2018-06-18,42654
2018-06-19,59890
2018-06-20,60867
2018-06-21,74588
2018-06-22,76039
2018-06-23,78214
2018-06-24,30338
2018-06-25,25843
2018-06-26,6796
2018-06-27,3134
2018-06-28,8812
2018-06-29,32798
2018-06-30,14612
2018-07-01,13226
2018-07-02,14268
2018-07-03,15625
2018-07-04,9313
2018-07-05,27124
2018-07-06,74781
2018-07-07,65209
2018-07-08,30404
2018-07-09,70072
2018-07-10,25995
2018-07-11,15308
2018-07-12,6863
2018-07-13,29351
2018-07-14,31535
2018-07-15,12338
2018-07-16,5211
2018-07-17,3943
2018-07-18,23008
2018-07-19,25962
2018-07-20,21742
2018-07-21,10343
2018-07-22,14359
2018-07-23,18956
2018-07-24,3960
2018-07-25,6080
2018-07-26,8590
2018-07-27,28262
2018-07-28,44302
2018-07-29,13364
2018-07-30,13806
2018-07-31,26423
2018-08-01,4264
2018-08-02,2706
2018-08-03,5599
2018-08-04,33032
2018-08-05,67649
2018-08-06,21657
2018-08-07,10766
2018-08-08,34509
2018-08-09,17342
2018-08-10,80306
2018-08-11,49170
2018-08-12,27471
2018-08-13,17487
2018-08-14,14799
2018-08-15,18247
2018-08-16,47077
2018-08-17,20258
2018-08-18,57772
2018-08-19,33122
2018-08-20,53640
2018-08-21,13346
2018-08-22,40911
2018-08-23,20810
2018-08-24,36888
2018-08-25,23091
2018-08-26,33898
2018-08-27,62549
2018-08-28,21808
2018-08-29,12197
2018-08-30,25460
2018-08-31,24022
2018-09-01,4626
2018-09-02,4524
2018-09-03,17542
2018-09-04,4556
2018-09-05,1698
2018-09-06,28627
2018-09-07,36649
2018-09-08,59589
2018-09-09,42393
2018-09-10,41743
2018-09-11,61427
2018-09-12,66470
2018-09-13,30731
2018-09-14,46168
2018-09-15,33352
2018-09-16,45581
2018-09-17,25297
2018-09-18,52564
2018-09-19,62926
2018-09-20,46845
2018-09-21,88099
2018-09-22,85025
2018-09-23,66592
2018-09-24,76447
2018-09-25,38630
2018-09-26,94206
2018-09-27,81119
2018-09-28,75614
2018-09-29,50513
2018-09-30,49636
2018-10-01,39226
2018-10-02,77151
2018-10-03,66535
2018-10-04,35768
2018-10-05,37956
2018-10-06,14174
2018-10-07,22041
2018-10-08,67659
2018-10-09,57782
2018-10-10,18730
2018-10-11,51861
2018-10-12,43448
2018-10-13,56748
2018-10-14,50940
2018-10-15,14478
2018-10-16,4174
2018-10-17,11512
2018-10-18,25032
2018-10-19,8503
2018-10-20,24160
2018-10-21,44615
2018-10-22,72831
2018-10-23,101621
2018-10-24,64527
2018-10-25,87685
2018-10-26,41099
2018-10-27,62174
2018-10-28,43960
2018-10-29,84515
2018-10-30,76647
2018-10-31,52625
2018-11-01,36686
2018-11-02,49422
2018-11-03,32728
2018-11-04,32990
2018-11-05,14445
2018-11-06,15349
2018-11-07,20387
2018-11-08,9998
2018-11-09,16925
2018-11-10,59861
2018-11-11,52705
2018-11-12,20869
2018-11-13,39735
2018-11-14,30138
2018-11-15,26538
2018-11-16,35792
2018-11-17,15971
2018-11-18,28767
2018-11-19,66255
2018-11-20,80204
2018-11-21,77993
2018-11-22,24816
2018-11-23,8617
2018-11-24,12156
2018-11-25,32259
2018-11-26,11296
2018-11-27,9357
2018-11-28,71940
2018-11-29,90003
2018-11-30,76769
2018-12-01,40310
2018-12-02,47082
2018-12-03,65619
2018-12-04,89749
2018-12-05,24942
2018-12-06,37677
2018-12-07,57386
2018-12-08,86019
2018-12-09,58706
2018-12-10,87264
2018-12-11,47559
2018-12-12,13096
2018-12-13,25755
2018-12-14,28525
2018-12-15,29286
2018-12-16,50414
2018-12-17,7650
2018-12-18,24752
2018-12-19,61050
2018-12-20,31210
2018-12-21,50206
2018-12-22,12398
2018-12-23,10829
2018-12-24,34802
2018-12-25,89637
2018-12-26,55898
2018-12-27,61549
2018-12-28,40264
2018-12-29,49214
2018-12-30,48751
2018-12-31,51024
2019-01-01,85571
2019-01-02,53495
2019-01-03,26736
2019-01-04,80281
2019-01-05,31951
2019-01-06,15142
2019-01-07,50656
2019-01-08,97063
2019-01-09,78074
2019-01-10,17586
2019-01-11,74774
2019-01-12,61076
2019-01-13,87439
2019-01-14,99980
2019-01-15,77344
2019-01-16,88104
2019-01-17,51482
2019-01-18,24366
2019-01-19,18969
2019-01-20,12913
2019-01-21,42540
2019-01-22,35049
2019-01-23,30942
2019-01-24,11161
2019-01-25,20012
2019-01-26,28929
2019-01-27,50339
2019-01-28,27895
2019-01-29,19994
2019-01-30,41508
2019-01-31,51201
2019-02-01,33932
2019-02-02,17477
2019-02-03,18153
2019-02-04,78239
2019-02-05,79542
2019-02-06,39030
2019-02-07,65062
2019-02-08,89503
2019-02-09,94021
2019-02-10,45649
2019-02-11,76601
2019-02-12,44248
2019-02-13,63892
2019-02-14,32658
2019-02-15,32743
2019-02-16,60102
2019-02-17,26891
2019-02-18,39963
2019-02-19,82790
2019-02-20,45591
2019-02-21,42156
2019-02-22,30845
2019-02-23,20386
2019-02-24,20386
2019-02-25,22200
2019-02-26,12166
2019-02-27,36987
2019-02-28,25621
2019-03-01,6685
2019-03-02,31183
2019-03-03,61333
2019-03-04,72509
2019-03-05,54745
2019-03-06,52263
2019-03-07,72086
2019-03-08,91393
2019-03-09,97748
2019-03-10,45763
2019-03-11,10472
2019-03-12,71193
2019-03-13,80646
2019-03-14,49973
2019-03-15,57399
2019-03-16,67462
2019-03-17,98933
2019-03-18,74507
2019-03-19,17947
2019-03-20,48666
2019-03-21,62284
2019-03-22,26999
2019-03-23,55252
2019-03-24,51935
2019-03-25,50667
2019-03-26,60008
2019-03-27,60783
2019-03-28,37299
2019-03-29,67934
2019-03-30,44082
2019-03-31,55241
2019-04-01,10948
2019-04-02,71822
2019-04-03,28653
2019-04-04,34388
2019-04-05,34712
2019-04-06,18510
2019-04-07,11895
2019-04-08,32476
2019-04-09,29216
2019-04-10,22939
2019-04-11,10885
2019-04-12,16376
2019-04-13,34275
2019-04-14,44765
2019-04-15,34791
2019-04-16,47563
2019-04-17,41776
2019-04-18,27428
2019-04-19,16246
2019-04-20,3372
2019-04-21,3313
2019-04-22,42500
2019-04-23,78282
2019-04-24,75503
2019-04-25,31572
2019-04-26,25138
2019-04-27,10798
2019-04-28,6348
2019-04-29,12325
2019-04-30,19730
2019-05-01,81482
2019-05-02,94423
2019-05-03,70602
2019-05-04,42338
2019-05-05,48766
2019-05-06,73035
2019-05-07,61026
2019-05-08,21372
2019-05-09,27553
2019-05-10,31406
2019-05-11,43720
2019-05-12,57691
2019-05-13,36080
2019-05-14,3655
2019-05-15,6159
2019-05-16,42246
2019-05-17,53631
2019-05-18,21184
2019-05-19,18783
2019-05-20,10751
2019-05-21,13932
2019-05-22,46925
2019-05-23,34736
2019-05-24,59488
2019-05-25,56980
2019-05-26,44150
2019-05-27,51914
2019-05-28,52717
2019-05-29,29727
2019-05-30,68985
2019-05-31,13358
2019-06-01,49961
2019-06-02,25748
2019-06-03,27794
2019-06-04,8495
2019-06-05,27225
2019-06-06,39828
2019-06-07,11627
2019-06-08,67805
2019-06-09,60311
2019-06-10,23970
2019-06-11,38735
2019-06-12,27950
2019-06-13,28636
2019-06-14,18353
2019-06-15,31379
2019-06-16,25904
2019-06-17,17754
2019-06-18,18368
2019-06-19,14090
2019-06-20,15092
2019-06-21,18699
2019-06-22,11074
2019-06-23,7079
2019-06-24,26428
2019-06-25,23709
2019-06-26,41352
2019-06-27,58358
2019-06-28,14741
2019-06-29,18353
2019-06-30,50726
2019-07-01,71000
2019-07-02,84463
2019-07-03,63477
2019-07-04,79202
2019-07-05,38802
2019-07-06,61823
2019-07-07,66546
2019-07-08,34322
2019-07-09,34538
2019-07-10,23976
2019-07-11,3074
2019-07-12,2276
2019-07-13,16507
2019-07-14,17460
2019-07-15,27014
2019-07-16,22574
2019-07-17,4078
2019-07-18,7040
2019-07-19,6710
2019-07-20,25519
2019-07-21,43038
2019-07-22,29995
2019-07-23,16010
2019-07-24,8807
2019-07-25,19773
2019-07-26,22971
2019-07-27,52972
2019-07-28,36152
2019-07-29,7319
2019-07-30,12879
2019-07-31,22441
2019-08-01,4983
2019-08-02,2098
2019-08-03,4283
2019-08-04,8265
2019-08-05,3950
2019-08-06,23381
2019-08-07,23808
2019-08-08,41894
2019-08-09,23054
2019-08-10,64262
2019-08-11,69749
2019-08-12,56923
2019-08-13,31733
2019-08-14,24578
2019-08-15,30546
2019-08-16,24956
2019-08-17,59421
2019-08-18,18523
2019-08-19,52068
2019-08-20,30700
2019-08-21,18903
2019-08-22,40750
2019-08-23,36224
2019-08-24,7854
2019-08-25,13939
2019-08-26,13600
2019-08-27,16540
2019-08-28,13477
2019-08-29,13627
2019-08-30,28389
2019-08-31,21320
2019-09-01,28289
2019-09-02,42594
2019-09-03,58894
2019-09-04,46008
2019-09-05,62325
2019-09-06,57966
2019-09-07,21810
2019-09-08,7537
2019-09-09,5317
2019-09-10,41979
2019-09-11,64712
2019-09-12,50706
2019-09-13,53223
2019-09-14,53603
2019-09-15,94139
2019-09-16,74513
2019-09-17,79820
2019-09-18,63332
2019-09-19,20637
2019-09-20,44146
2019-09-21,14795
2019-09-22,17493
2019-09-23,58419
2019-09-24,10548
2019-09-25,22740
2019-09-26,40624
2019-09-27,30098
2019-09-28,53309
2019-09-29,35061
2019-09-30,69241
2019-10-01,36437
2019-10-02,49442
2019-10-03,14071
2019-10-04,35264
2019-10-05,35416
2019-10-06,21387
2019-10-07,9914
2019-10-08,45936
2019-10-09,39531
2019-10-10,46315
2019-10-11,67691
2019-10-12,70700
2019-10-13,32632
2019-10-14,48719
2019-10-15,37847
2019-10-16,5316
2019-10-17,19327
2019-10-18,38147
2019-10-19,56270
2019-10-20,13187
2019-10-21,9635
2019-10-22,34429
2019-10-23,26281
2019-10-24,40711
2019-10-25,67517
2019-10-26,56263
2019-10-27,73948
2019-10-28,33293
2019-10-29,8171
2019-10-30,13025
2019-10-31,14565
2019-11-01,38474
2019-11-02,33057
2019-11-03,17646
2019-11-04,72023
2019-11-05,41948
2019-11-06,5857
2019-11-07,13540
2019-11-08,20008
2019-11-09,8472
2019-11-10,11297
2019-11-11,52382
2019-11-12,75202
2019-11-13,47872
2019-11-14,22302
2019-11-15,80146
2019-11-16,35893
2019-11-17,31444
2019-11-18,37394
2019-11-19,38587
2019-11-20,10234
2019-11-21,24406
2019-11-22,36534
2019-11-23,76827
2019-11-24,77476
2019-11-25,23347
2019-11-26,16377
2019-11-27,33607
2019-11-28,32780
2019-11-29,61452
2019-11-30,26415
2019-12-01,25294
2019-12-02,40201
2019-12-03,49376
2019-12-04,54617
2019-12-05,85220
2019-12-06,96973
2019-12-07,79789
2019-12-08,87898
2019-12-09,85170
2019-12-10,60241
2019-12-11,59402
2019-12-12,34987
2019-12-13,67249
2019-12-14,47427
2019-12-15,80470
2019-12-16,58886
2019-12-17,23173
2019-12-18,50220
2019-12-19,57655
2019-12-20,64782
2019-12-21,33494
2019-12-22,34232
2019-12-23,29149
2019-12-24,26024
2019-12-25,17196
2019-12-26,11180
2019-12-27,10406
2019-12-28,25944
2019-12-29,76993
2019-12-30,83633
2019-12-31,64979
2020-01-01,68922
2020-01-02,86553
2020-01-03,69564
2020-01-04,81805
2020-01-05,47785
2020-01-06,55596
2020-01-07,62253
2020-01-08,78190
2020-01-09,44586
2020-01-10,39206
2020-01-11,78761
2020-01-12,52325
2020-01-13,48310
2020-01-14,84307
2020-01-15,76662
2020-01-16,71016
2020-01-17,54108
2020-01-18,70890
2020-01-19,50683
2020-01-20,61051
2020-01-21,86032
2020-01-22,48495
2020-01-23,51286
2020-01-24,58038
2020-01-25,40820
2020-01-26,50265
2020-01-27,52920
2020-01-28,49323
2020-01-29,69707
2020-01-30,65535
2020-01-31,78929
2020-02-01,96690
2020-02-02,57903
2020-02-03,31717
2020-02-04,56899
2020-02-05,55485
2020-02-06,61055
2020-02-07,17528
2020-02-08,54544
2020-02-09,97986
2020-02-10,93525
2020-02-11,88573
2020-02-12,80781
2020-02-13,34930
2020-02-14,21663
2020-02-15,74687
2020-02-16,103373
2020-02-17,90314
2020-02-18,73246
2020-02-19,45410
2020-02-20,74420
2020-02-21,76014
2020-02-22,100931
2020-02-23,83674
2020-02-24,42591
2020-02-25,66996
2020-02-26,29097
2020-02-27,11739
2020-02-28,47657
2020-02-29,75181
2020-03-01,93579
2020-03-02,27883
2020-03-03,15982
2020-03-04,18885
2020-03-05,9813
2020-03-06,43687
2020-03-07,24691
2020-03-08,98314
2020-03-09,21794
2020-03-10,59760
2020-03-11,80588
2020-03-12,83246
2020-03-13,59511
2020-03-14,30446
2020-03-15,89109
2020-03-16,34093
2020-03-17,60201
2020-03-18,54062
2020-03-19,29238
2020-03-20,39052
2020-03-21,21114
2020-03-22,29846
2020-03-23,41703
2020-03-24,54735
2020-03-25,42018
2020-03-26,13728
2020-03-27,10431
2020-03-28,40094
2020-03-29,74264
2020-03-30,48763
2020-03-31,40712
2020-04-01,81576
2020-04-02,85162
2020-04-03,75517
2020-04-04,25861
2020-04-05,38537
2020-04-06,45277
2020-04-07,26815
2020-04-08,23429
2020-04-09,44217
2020-04-10,17177
2020-04-11,21727
2020-04-12,57535
2020-04-13,71433
2020-04-14,52127
2020-04-15,76300
2020-04-16,53573
2020-04-17,10809
2020-04-18,13203
2020-04-19,13731
2020-04-20,9441
2020-04-21,30332
2020-04-22,17746
2020-04-23,7742
2020-04-24,36489
2020-04-25,15277
2020-04-26,10546
2020-04-27,12213
2020-04-28,8214
2020-04-29,30599
2020-04-30,50823
2020-05-01,14196
2020-05-02,11140
2020-05-03,39356
2020-05-04,33906
2020-05-05,25584
2020-05-06,59080
2020-05-07,33691
2020-05-08,31208
2020-05-09,7547
2020-05-10,40962
2020-05-11,50250
2020-05-12,58032
2020-05-13,15412
2020-05-14,52620
2020-05-15,72707
2020-05-16,90801
2020-05-17,80551
2020-05-18,33894
2020-05-19,45034
2020-05-20,5603
2020-05-21,3456
2020-05-22,55112
2020-05-23,47939
2020-05-24,64528
2020-05-25,32857
2020-05-26,4208
2020-05-27,39758
2020-05-28,22573
2020-05-29,4999
2020-05-30,16792
2020-05-31,22190
2020-06-01,7236
2020-06-02,5061
2020-06-03,12549
2020-06-04,42042
2020-06-05,36396
2020-06-06,51112
2020-06-07,19571
2020-06-08,8892
2020-06-09,4520
2020-06-10,11425
2020-06-11,52359
2020-06-12,50636
2020-06-13,46092
2020-06-14,51640
2020-06-15,7956
2020-06-16,7461
2020-06-17,4325
2020-06-18,7401
2020-06-19,10155
2020-06-20,29627
2020-06-21,10150
2020-06-22,29842
2020-06-23,13785
2020-06-24,2979
2020-06-25,17214
2020-06-26,21274
2020-06-27,15661
2020-06-28,30792
2020-06-29,44535
2020-06-30,58440
2020-07-01,34783
2020-07-02,31519
2020-07-03,26026
2020-07-04,51766
2020-07-05,61534
2020-07-06,63762
2020-07-07,66033
2020-07-08,48805
2020-07-09,15085
2020-07-10,30044
2020-07-11,67196
2020-07-12,58201
2020-07-13,23254
2020-07-14,22343
2020-07-15,8249
2020-07-16,6686
2020-07-17,7784
2020-07-18,17297
2020-07-19,10936
2020-07-20,41621
2020-07-21,54215
2020-07-22,41677
2020-07-23,22131
2020-07-24,46632
2020-07-25,18191
2020-07-26,42434
2020-07-27,31612
2020-07-28,55995
2020-07-29,72624
2020-07-30,75054
2020-07-31,15945
2020-08-01,29357
2020-08-02,20543
2020-08-03,20668
2020-08-04,17720
2020-08-05,40336
2020-08-06,17901
2020-08-07,10390
2020-08-08,6880
2020-08-09,6413
2020-08-10,12766
2020-08-11,19782
2020-08-12,23340
2020-08-13,12243
2020-08-14,6093
2020-08-15,4909
2020-08-16,10158
2020-08-17,20897
2020-08-18,7509
2020-08-19,2620
2020-08-20,17862
2020-08-21,49248
2020-08-22,55805
2020-08-23,48861
2020-08-24,19577
2020-08-25,20645
2020-08-26,34242
2020-08-27,24811
2020-08-28,20740
2020-08-29,11655
2020-08-30,9764
2020-08-31,9851
2020-09-01,8696
2020-09-02,8355
2020-09-03,32380
2020-09-04,53776
2020-09-05,48197
2020-09-06,46279
2020-09-07,40169
2020-09-08,56518
2020-09-09,71926
2020-09-10,48618
2020-09-11,36608
2020-09-12,57482
2020-09-13,62531
2020-09-14,25335
2020-09-15,1647
2020-09-16,37466
2020-09-17,17004
2020-09-18,15062
2020-09-19,3654
2020-09-20,1857
2020-09-21,7335
2020-09-22,6810
2020-09-23,23743
2020-09-24,58806
2020-09-25,33017
2020-09-26,39815
2020-09-27,58813
2020-09-28,21667
2020-09-29,13109
2020-09-30,17487
2020-10-01,55757
2020-10-02,61464
2020-10-03,89781
2020-10-04,44475
2020-10-05,38890
2020-10-06,27522
2020-10-07,20766
2020-10-08,31136
2020-10-09,38945
2020-10-10,30032
2020-10-11,16989
2020-10-12,10032
2020-10-13,10101
2020-10-14,55417
2020-10-15,39090
2020-10-16,12902
2020-10-17,26664
2020-10-18,43924
2020-10-19,22339
2020-10-20,52998
2020-10-21,38378
2020-10-22,80845
2020-10-23,44150
2020-10-24,42780
2020-10-25,66032
2020-10-26,36876
2020-10-27,66957
2020-10-28,60335
2020-10-29,25739
2020-10-30,27768
2020-10-31,26754
2020-11-01,57975
2020-11-02,80516
2020-11-03,60172
2020-11-04,65611
2020-11-05,75300
2020-11-06,32741
2020-11-07,10424
2020-11-08,7229
2020-11-09,16688
2020-11-10,15315
2020-11-11,11611
2020-11-12,32657
2020-11-13,25490
2020-11-14,23797
2020-11-15,52452
2020-11-16,50652
2020-11-17,52589
2020-11-18,70214
2020-11-19,71540
2020-11-20,33871
2020-11-21,67557
2020-11-22,63033
2020-11-23,54098
2020-11-24,62647
2020-11-25,39055
2020-11-26,29462
2020-11-27,3292
2020-11-28,6293
2020-11-29,3727
2020-11-30,36522
2020-12-01,7421
2020-12-02,16967
2020-12-03,68496
2020-12-04,57150
2020-12-05,36855
2020-12-06,28295
2020-12-07,68412
2020-12-08,13375
2020-12-09,16587
2020-12-10,21554
2020-12-11,44193
2020-12-12,34842
2020-12-13,15738
2020-12-14,51687
2020-12-15,26819
2020-12-16,29770
2020-12-17,44856
2020-12-18,50349
2020-12-19,44407
2020-12-20,39676
2020-12-21,38034
2020-12-22,47568
2020-12-23,17256
2020-12-24,27150
2020-12-25,17090
2020-12-26,43357
2020-12-27,71039
2020-12-28,34609
2020-12-29,14203
2020-12-30,20997
2020-12-31,19409
