,Date,System Price,Total Vol,NO Buy Vol,NO Sell Vol,SE Buy Vol,SE Sell Vol,DK Buy Vol,DK Sell Vol,FI Buy Vol,FI Sell Vol,Nordic Buy Vol,Nordic Sell Vol,Baltic Buy Vol,Baltic Sell Vol,T Nor,NO Hydro Dev,SE Hydro Dev,FI Hydro Dev,Total Hydro Dev,NO Hydro,SE Hydro,FI Hydro,Total Hydro,Week,Month,Season,Weekday,Weekend,Wind DK,Temp Hamar,Temp Krsand,Temp Namsos,Temp Troms,Temp Bergen,Temp Norway,Prec Hamar,Prec Kvin,Prec Oppdal,Prec Troms,Prec Bergen,Prec Norway,Prec Norway 7,Supply,Demand,Oil,Coal,Gas,Low Carbon,APX,OMEL,EEX
0,2014-01-01,28.25,884300.0,340886,299489,355291,408669,58534.4,101167.0,134389,98827.4,889099.0,908152.0,42944.1,23891.8,4.4,-1803.51,1589.92,209.374,-4.243,54821.7,21822.1,3736.57,80380.4,1,1,1,3,0,46140,2.7,6.0,2.9,-4.0,6.0,4.4,0.0,19.4,0.1,0.0,7.0,26.5,248.3,1076510.0,1117970.0,81.1246,59.7086,28.11,100.32,41.48,12.86,17.38
1,2014-01-02,29.89,1020910.0,378381,373477,395229,449284,84394.1,93826.9,152884,107438.0,1010890.0,1024030.0,47289.7,34152.2,3.18,-1767.06,1614.65,222.117,69.671,54633.6,21742.7,3742.86,80119.1,1,1,1,4,0,61848,1.7,6.4,4.2,-4.0,7.6,3.18,0.0,20.5,0.0,0.0,3.9,24.4,260.7,1245370.0,1229930.0,78.9135,59.1229,27.59,99.4,51.0,26.53,27.93
2,2014-01-03,29.3,999570.0,370183,351857,390348,442626,76113.8,101328.0,151959,107010.0,988604.0,1002820.0,55180.8,40963.0,3.82,-1734.1,1639.13,234.671,139.743,54445.4,21663.3,3749.14,79857.9,1,1,1,5,0,62126,2.0,6.7,4.8,-1.5,7.1,3.82,6.6,19.0,0.0,0.0,5.4,31.0,236.6,1229960.0,1231580.0,78.3996,58.3101,27.5,99.95,51.08,40.45,27.71
3,2014-01-04,27.96,933224.0,347920,332070,362855,419280,66868.5,86929.5,144882,102373.0,922525.0,940653.0,48741.0,30613.1,3.78,-1701.14,1663.59,247.233,209.7,54257.3,21583.9,3755.43,79596.6,1,1,1,6,1,64573,3.5,6.6,4.7,-2.2,6.3,3.78,2.5,40.4,0.0,0.0,4.8,47.7,198.9,1180110.0,1161270.0,78.4218,58.4169,27.5,99.8533,50.67,31.62,25.86
4,2014-01-05,29.05,951251.0,349025,367521,380999,421858,74217.6,73429.9,142502,102470.0,946744.0,965280.0,48783.8,30247.5,3.32,-1663.57,1688.06,259.971,284.471,54069.1,21504.4,3761.71,79335.3,1,1,1,7,1,31325,2.9,5.7,3.5,-1.9,6.4,3.32,0.1,31.0,0.0,2.0,11.7,44.8,170.2,1138630.0,1140030.0,78.4441,58.5239,27.5,99.7567,50.26,22.8,24.01
5,2014-01-06,28.19,961145.0,382402,342777,370852,427429,72326.2,113921.0,140261,101000.0,965842.0,985128.0,54456.5,35170.1,3.22,-1623.55,1713.51,273.386,363.343,53881.0,21425.0,3768.0,79074.0,2,1,1,1,0,72747,1.9,6.5,4.4,-3.2,6.5,3.22,0.0,20.5,0.1,0.0,0.9,21.5,149.2,1208970.0,1224770.0,78.4664,58.6311,27.5,99.66,49.84,13.97,22.17
6,2014-01-07,29.16,1037900.0,381550,383386,404347,442532,82848.9,100860.0,158790,116062.0,1027540.0,1042840.0,54583.1,39279.4,3.78,-1751.77,1669.66,274.044,191.929,53480.3,21257.9,3758.86,78497.0,2,1,1,2,0,82434,5.3,7.6,3.0,-4.7,7.7,3.78,2.1,22.0,0.0,0.0,11.4,35.5,118.1,1271560.0,1246310.0,78.6966,58.3535,27.46,100.47,48.59,47.89,27.52
7,2014-01-08,29.36,1048990.0,386373,389696,402298,450712,85760.4,92894.7,157399,117472.0,1031830.0,1050780.0,57520.9,38576.5,1.8,-1861.78,1632.48,275.24,45.971,53079.6,21090.7,3749.71,77920.0,2,1,1,3,0,73103,2.1,7.4,-1.3,-6.4,7.2,1.8,0.0,34.5,0.0,0.0,8.9,43.4,76.7,1277340.0,1248230.0,78.8215,60.2472,27.47,100.48,49.98,41.21,33.49
8,2014-01-09,29.72,1049980.0,393550,405291,408717,447588,80545.4,89579.4,158362,117191.0,1041170.0,1059650.0,52833.3,34358.1,-0.96,-1931.36,1598.77,277.734,-54.871,52678.9,20923.6,3740.57,77343.0,2,1,1,4,0,62921,0.4,5.5,-2.6,-12.2,4.1,-0.96,0.0,21.2,0.3,0.0,15.3,36.8,44.8,1300700.0,1287360.0,78.159,61.7103,27.47,100.11,49.99,49.02,31.13
9,2014-01-10,30.17,1077530.0,406219,410900,422025,461532,79796.7,96320.1,162305,111272.0,1070350.0,1080020.0,53238.7,43561.4,-3.08,-2005.84,1567.29,280.796,-157.757,52278.1,20756.4,3731.43,76766.0,2,1,1,5,0,71808,-0.1,3.8,-8.0,-13.9,2.8,-3.08,0.0,0.5,1.0,0.0,5.4,6.9,39.1,1362680.0,1336000.0,78.9357,61.5294,27.41,100.58,56.19,56.2,28.31
10,2014-01-11,29.82,1056850.0,397779,392735,409704,455431,74279.5,93257.7,160161,117153.0,1041920.0,1058580.0,52140.8,35488.2,-4.32,-2080.3,1535.8,283.861,-260.643,51877.4,20589.3,3722.29,76189.0,2,1,1,6,1,65004,-7.1,4.9,-10.0,-12.3,2.9,-4.32,0.0,3.2,1.3,0.0,5.5,10.0,31.2,1290360.0,1274330.0,78.6837,61.5019,27.38,100.63,55.93,50.41,32.86
11,2014-01-12,30.4,1064770.0,407855,406579,423122,458774,71387.9,97202.0,161463,116363.0,1063830.0,1078920.0,48630.7,33540.6,-7.04,-2150.19,1505.79,287.774,-356.6,51476.7,20422.1,3713.14,75612.0,2,1,1,7,1,60680,-12.4,2.4,-13.5,-10.2,-1.5,-7.04,0.0,10.4,0.8,0.0,4.9,16.1,19.4,1316310.0,1318010.0,78.4326,61.4745,27.35,100.68,55.68,44.62,37.4
12,2014-01-13,39.16,1286750.0,457750,522195,525958,528168,103509.0,97310.7,192188,135295.0,1279400.0,1282970.0,53015.3,49451.1,-7.96,-2200.67,1485.04,292.367,-423.271,51076.0,20255.0,3704.0,75035.0,3,1,1,1,0,48078,-16.1,-2.4,-11.7,-8.0,-1.6,-7.96,0.0,0.0,0.0,0.5,0.0,0.5,19.7,1549620.0,1521490.0,78.1822,61.4472,27.32,100.73,55.43,38.82,41.94
13,2014-01-14,41.65,1279640.0,464397,536210,490629,518284,116367.0,78317.4,191145,138149.0,1262540.0,1270960.0,54630.5,46206.6,-5.32,-2247.86,1445.24,291.473,-511.143,50690.4,20071.7,3687.86,74450.0,3,1,1,2,0,7364,-9.4,-2.8,-7.2,-7.4,0.2,-5.32,0.0,1.0,0.0,0.0,3.4,4.4,15.3,1549810.0,1516280.0,77.8444,61.3156,27.24,101.02,54.33,37.67,49.35
14,2014-01-15,41.6,1280070.0,468101,541061,501746,505621,105161.0,90229.0,193206,139909.0,1268210.0,1276820.0,56279.4,47673.6,-5.0,-2283.94,1409.0,291.833,-583.1,50304.9,19888.4,3671.71,73865.0,3,1,1,3,0,40358,-7.1,-1.7,-7.4,-9.5,0.7,-5.0,2.0,0.0,0.0,0.0,0.0,2.0,13.3,1540620.0,1503520.0,78.7373,62.0315,27.16,101.93,54.43,49.86,45.69
15,2014-01-16,32.53,1239860.0,454649,480962,485674,496516,86644.5,112398.0,191528,140293.0,1218500.0,1230170.0,58353.7,46680.3,-3.3,-2328.32,1368.98,291.814,-667.514,49919.3,19705.1,3655.57,73280.0,3,1,1,4,0,85056,-6.1,2.8,-5.2,-11.5,3.5,-3.3,3.2,1.6,0.0,0.1,0.0,4.9,9.3,1531360.0,1504840.0,78.76,62.1461,27.13,101.78,56.15,41.78,40.75
16,2014-01-17,34.21,1246560.0,456720,495274,479809,512941,99566.5,91622.2,195228,138973.0,1231320.0,1238810.0,59183.0,51697.1,-4.34,-2370.96,1326.67,292.306,-751.986,49533.7,19521.9,3639.43,72695.0,3,1,1,5,0,60346,-7.0,0.8,-6.7,-10.6,1.8,-4.34,0.6,0.5,0.0,0.1,0.0,1.2,10.1,1558350.0,1520280.0,78.3863,62.0951,27.09,102.13,51.27,40.71,39.58
17,2014-01-18,30.9,1142760.0,438074,423487,438026,476210,69565.8,109215.0,181393,133789.0,1127060.0,1142700.0,54723.4,39080.4,-3.54,-2413.59,1284.37,292.8,-836.429,49148.1,19338.6,3623.29,72110.0,3,1,1,6,1,79190,-7.0,0.4,-6.1,-7.4,2.4,-3.54,0.3,0.2,0.0,1.6,0.0,2.1,8.8,1443080.0,1425710.0,78.3891,62.0366,27.08,102.103,53.89,39.74,42.56
18,2014-01-19,30.7,1128010.0,438315,412807,434230,467092,65773.5,122632.0,178964,133323.0,1117280.0,1135850.0,53781.1,35211.8,-2.66,-2500.59,1231.11,292.019,-977.471,48762.6,19155.3,3607.14,71525.0,3,1,1,7,1,105257,-6.0,0.5,-5.3,-5.4,2.9,-2.66,0.0,0.2,0.0,4.1,0.0,4.3,6.2,1408180.0,1403490.0,78.3918,61.9781,27.07,102.077,56.5,38.78,45.54
19,2014-01-20,34.59,1276790.0,464351,481453,497922,528692,98379.5,113630.0,200695,142888.0,1261350.0,1266660.0,58127.4,52812.3,-3.98,-2598.65,1170.9,290.571,-1137.17,48377.0,18972.0,3591.0,70940.0,4,1,1,1,0,86418,-5.9,-0.8,-6.9,-7.8,1.5,-3.98,0.0,0.1,0.0,0.7,0.0,0.8,6.6,1567710.0,1529560.0,78.3945,61.9195,27.06,102.05,59.11,37.81,48.52
20,2014-01-21,42.12,1302520.0,466631,520564,510882,526814,109508.0,102638.0,204798,147223.0,1291820.0,1297240.0,59902.0,54482.4,-4.62,-2671.47,1116.26,286.447,-1268.77,47996.0,18788.6,3572.14,70356.7,4,1,1,2,0,48979,-7.6,-2.4,-6.8,-6.7,0.4,-4.62,0.0,0.0,0.0,0.0,0.0,0.0,8.2,1571030.0,1523260.0,78.9073,61.9548,27.04,102.3,55.78,50.71,49.51
21,2014-01-22,42.43,1305370.0,467840,525832,516738,517256,103199.0,104013.0,207683,152558.0,1295460.0,1299660.0,62634.1,58434.1,-4.22,-2746.74,1061.1,281.309,-1404.34,47615.0,18605.1,3553.29,69773.4,4,1,1,3,0,72837,-10.5,-0.8,-5.8,-5.1,1.1,-4.22,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1576100.0,1536580.0,79.8098,61.4404,27.02,102.4,50.83,47.0,52.68
22,2014-01-23,40.4,1301110.0,469562,504558,519582,522846,92472.1,116286.0,202227,149315.0,1283840.0,1293000.0,63735.0,54572.5,-3.88,-2816.92,1008.65,277.123,-1531.2,47234.0,18421.7,3534.43,69190.1,4,1,1,4,0,85444,-9.4,0.4,-5.5,-6.1,1.2,-3.88,0.0,0.9,0.0,0.0,0.0,0.9,10.9,1595670.0,1558190.0,78.8768,61.0382,27.0,101.49,49.01,44.46,48.01
23,2014-01-24,41.52,1292530.0,467316,503837,513243,522290,93958.0,111844.0,203357,148495.0,1277870.0,1286460.0,62761.4,54170.9,-3.74,-2870.04,960.37,273.02,-1636.6,46853.0,18238.3,3515.57,68606.9,4,1,1,5,0,79390,-9.2,0.1,-5.9,-4.6,0.9,-3.74,0.0,1.5,0.0,0.5,0.0,2.0,10.0,1567090.0,1531530.0,78.8193,60.8607,26.98,98.96,52.4,40.64,50.21
24,2014-01-25,32.52,1177290.0,437999,425787,470970,502368,73943.4,116289.0,177374,135812.0,1160290.0,1180260.0,60769.9,40801.4,-2.06,-2923.16,912.084,268.914,-1742.16,46472.0,18054.9,3496.71,68023.6,4,1,1,6,1,83711,-6.2,-0.2,-2.0,-3.8,1.9,-2.06,0.0,0.1,0.0,0.7,0.0,0.8,9.8,1423790.0,1411310.0,78.585,60.9037,26.9667,98.61,52.84,33.83,46.45
25,2014-01-26,31.56,1126880.0,431282,391092,459128,494545,65269.2,124128.0,166945,133378.0,1122620.0,1143140.0,58783.6,38265.6,-3.44,-2966.51,867.104,265.92,-1833.49,46091.0,17871.4,3477.86,67440.3,4,1,1,7,1,84494,-6.4,-0.9,-3.2,-8.3,1.6,-3.44,0.0,0.6,0.0,0.0,1.1,1.7,27.9,1365900.0,1376660.0,78.3504,60.9468,26.9533,98.26,53.29,27.03,42.7
26,2014-01-27,33.02,1234770.0,455730,447969,487774,529666,91273.9,116788.0,183340,141530.0,1218120.0,1235950.0,61696.9,43861.7,-4.02,-3000.98,827.49,264.123,-1909.37,45710.0,17688.0,3459.0,66857.0,5,1,1,1,0,73240,-4.2,-0.6,-4.3,-11.4,0.4,-4.02,0.1,1.1,0.0,0.0,0.0,1.2,49.3,1532350.0,1508850.0,78.1154,60.9899,26.94,97.91,53.74,20.22,38.94
27,2014-01-28,33.87,1234420.0,453983,459338,481559,513819,92453.7,112685.0,185757,140116.0,1213750.0,1225960.0,61876.3,49671.5,-1.58,-2968.61,820.47,264.576,-1883.59,45399.7,17534.9,3440.86,66375.4,5,1,1,2,0,69206,-2.3,1.6,-3.8,-5.9,2.5,-1.58,0.7,0.9,0.0,0.0,0.0,1.6,47.8,1528370.0,1491200.0,78.6944,61.0301,26.89,98.64,54.57,9.41,43.2
28,2014-01-29,34.45,1253220.0,462989,473768,484284,510949,92263.0,117832.0,191610,142349.0,1231150.0,1244900.0,63633.9,49881.4,-2.1,-2946.94,808.037,264.14,-1874.71,45089.4,17381.7,3422.71,65893.9,5,1,1,3,0,72517,-4.4,0.0,-1.8,-4.8,0.5,-2.1,1.6,1.2,0.0,0.0,0.0,2.8,51.0,1537250.0,1508180.0,79.2549,61.1772,26.85,97.98,50.96,31.43,39.66
29,2014-01-30,35.93,1274670.0,466252,490317,496067,525193,101288.0,110769.0,195211,145075.0,1258820.0,1271350.0,62566.0,50030.1,-3.22,-2918.29,800.489,264.12,-1853.66,44779.1,17228.6,3404.57,65412.3,5,1,1,4,0,56737,-5.8,-0.5,-3.5,-4.4,-1.9,-3.22,0.5,0.3,0.0,0.0,0.0,0.8,51.5,1574140.0,1541720.0,79.527,61.2936,26.79,98.32,58.31,28.14,43.75
30,2014-01-31,37.15,1280070.0,469719,506577,488044,527926,108959.0,95714.5,196666,141139.0,1263390.0,1271360.0,63133.0,55163.8,-2.54,-2884.69,798.307,264.511,-1821.89,44468.9,17075.4,3386.43,64930.7,5,1,1,5,0,40248,-4.7,0.0,-2.0,-6.1,0.1,-2.54,0.3,0.1,0.0,0.7,0.0,1.1,72.6,1560180.0,1526280.0,78.7215,61.5567,25.27,97.93,55.88,39.42,45.85
31,2014-02-01,31.1,1103830.0,424685,398561,417790,475182,75299.6,108292.0,175880,129107.0,1093650.0,1111140.0,58819.9,41332.6,-0.45,-2851.1,796.126,264.901,-1790.01,44158.6,16922.3,3368.29,64449.2,5,2,1,6,1,65639,-4.6,2.1,-3.3,-8.8,4.0,-0.45,0.1,0.5,0.0,0.0,0.0,0.6,86.6,1369070.0,1377220.0,78.6677,60.7081,25.2067,97.5033,53.53,35.05,46.16
32,2014-02-02,30.27,1056000.0,396276,379783,407833,471497,80883.4,95296.9,160069,118396.0,1045060.0,1064970.0,55377.1,35464.6,1.56,-2802.65,796.161,263.897,-1742.57,43848.3,16769.1,3350.14,63967.6,5,2,1,7,1,54138,1.8,4.7,4.1,-8.8,6.0,1.56,1.0,18.3,0.0,0.0,0.5,19.8,99.9,1283090.0,1278180.0,78.6137,59.8588,25.1433,97.0767,51.19,30.68,46.47
33,2014-02-03,33.24,1190940.0,419269,472240,465435,506827,113506.0,79273.8,168408,126836.0,1166620.0,1185180.0,58930.7,40372.5,2.06,-2769.37,785.653,263.449,-1720.27,43538.0,16616.0,3332.0,63486.0,6,2,1,1,0,24727,2.0,3.4,1.7,-2.3,5.5,2.06,0.0,11.0,0.0,0.0,11.6,22.6,129.5,1412180.0,1358360.0,78.5598,59.0087,25.08,96.65,48.85,26.31,46.77
34,2014-02-04,32.41,1182520.0,419328,469504,459389,504940,113840.0,76765.6,165796,125285.0,1158350.0,1176490.0,59466.4,41324.9,1.54,-2700.74,780.487,264.576,-1655.71,43280.0,16470.1,3316.29,63066.4,6,2,1,2,0,32180,0.2,2.2,0.8,0.4,4.1,1.54,0.0,0.0,0.0,0.1,0.0,0.1,179.0,1420320.0,1365650.0,78.2454,58.7691,25.08,96.58,50.49,24.63,43.85
35,2014-02-05,31.85,1176060.0,414317,454059,472198,495851,93856.7,90815.5,169921,126394.0,1150290.0,1167120.0,59665.3,42838.6,1.8,-2647.67,772.026,265.59,-1610.01,43022.0,16324.3,3300.57,62646.9,6,2,1,3,0,38103,-0.2,2.6,1.2,-1.0,6.4,1.8,0.6,3.0,0.0,2.4,0.0,6.0,179.0,1395800.0,1366800.0,78.4538,59.1819,25.08,96.71,51.1,12.04,35.98
36,2014-02-06,31.42,1161020.0,416039,429699,462163,495475,88300.4,102854.0,171109,126135.0,1137610.0,1154160.0,59864.2,43312.2,1.06,-2596.06,763.144,266.614,-1566.29,42764.0,16178.4,3284.86,62227.3,6,2,1,4,0,61418,-0.6,3.8,0.6,-4.5,6.0,1.06,0.3,1.0,0.0,0.0,0.0,1.3,204.9,1392700.0,1377470.0,79.4294,59.3183,25.08,98.07,55.41,5.02,35.88
37,2014-02-07,30.41,1114330.0,410611,384098,432798,495685,78773.1,103819.0,169843,124809.0,1092030.0,1108410.0,58871.0,42484.6,0.86,-2551.94,748.57,266.486,-1536.9,42506.0,16032.6,3269.14,61807.7,6,2,1,5,0,72777,1.1,3.6,1.7,-6.5,4.4,0.86,2.4,17.8,0.0,0.0,2.0,22.2,217.5,1364830.0,1353640.0,80.7205,58.4942,25.08,98.83,55.49,3.24,28.85
38,2014-02-08,28.84,1001730.0,389412,312671,377685,469292,61360.3,107130.0,155418,113975.0,983875.0,1003070.0,52553.9,33360.3,1.34,-2507.82,733.996,266.369,-1507.49,42248.0,15886.7,3253.43,61388.1,6,2,1,6,1,72235,0.6,4.0,2.3,-4.8,4.6,1.34,4.7,7.5,0.0,0.0,2.4,14.6,238.8,1222180.0,1236750.0,80.3634,58.3166,25.08,98.87,57.14,3.27,32.81
39,2014-02-09,28.17,982443.0,380007,314968,378621,456035,62542.8,108834.0,149352,108870.0,970523.0,988705.0,49237.0,31054.6,2.76,-2461.18,722.981,267.834,-1470.34,41990.0,15740.9,3237.71,60968.6,6,2,1,7,1,83179,2.1,4.5,4.3,-3.2,6.1,2.76,0.3,32.5,0.0,0.0,0.3,33.1,263.7,1188450.0,1207080.0,80.0073,58.1395,25.08,98.91,58.78,3.3,36.77
40,2014-02-10,31.08,1140670.0,407604,417939,438079,513718,105314.0,80233.5,168031,125772.0,1119030.0,1137660.0,57536.5,38901.9,3.26,-2420.8,716.897,269.02,-1434.89,41732.0,15595.0,3222.0,60549.0,7,2,1,1,0,40805,3.2,4.5,5.2,-1.6,5.0,3.26,0.2,46.5,0.0,0.0,5.5,52.2,235.8,1360240.0,1317230.0,79.6524,57.963,25.08,98.95,60.43,3.33,40.73
41,2014-02-11,31.84,1146690.0,409832,433979,448415,510395,99597.0,71933.8,167813,125706.0,1125660.0,1142010.0,57450.9,41093.6,1.82,-2412.94,707.67,260.406,-1444.89,41447.4,15447.7,3195.57,60090.7,7,2,1,2,0,21324,1.4,3.0,2.1,-2.6,5.2,1.82,0.0,8.5,0.0,0.1,41.0,49.6,203.3,1357390.0,1324260.0,79.4677,57.9848,25.08,100.28,55.49,19.46,38.5
42,2014-02-12,31.42,1137910.0,414231,410414,445049,503476,88520.7,93482.3,169872,125863.0,1117670.0,1133240.0,57559.5,41997.5,1.02,-2410.51,699.98,252.326,-1458.23,41162.9,15300.4,3169.14,59632.4,7,2,1,3,0,57091,1.6,3.0,1.9,-4.3,2.9,1.02,0.9,4.5,0.0,0.0,0.6,6.0,205.5,1361610.0,1336010.0,80.1518,58.4985,25.08,100.74,51.74,20.22,34.32
43,2014-02-13,31.0,1128670.0,413161,383370,438484,516753,88294.1,97705.7,167348,126856.0,1107290.0,1124680.0,55668.3,38269.9,1.12,-2401.2,693.181,244.609,-1463.44,40878.3,15153.1,3142.71,59174.1,7,2,1,4,0,70130,1.1,3.6,2.1,-5.5,4.3,1.12,1.9,23.0,0.0,0.0,2.3,27.2,182.6,1377030.0,1343540.0,79.5101,57.8793,24.87,100.73,49.0,7.33,32.95
44,2014-02-14,31.02,1125400.0,401753,389932,442907,510519,89966.2,85433.7,168414,130748.0,1103040.0,1116630.0,56001.0,42408.6,2.1,-2407.27,683.37,236.393,-1487.47,40593.7,15005.9,3116.29,58715.9,7,2,1,5,0,47727,2.3,3.8,4.3,-4.8,4.9,2.1,1.4,23.0,0.0,0.0,10.4,34.8,166.2,1340240.0,1315100.0,79.5798,57.8537,24.76,101.41,48.77,3.82,34.5
45,2014-02-15,27.74,978394.0,380060,298353,372859,467733,59117.0,108697.0,157099,107457.0,969136.0,982240.0,50141.1,37036.6,2.34,-2413.33,673.551,228.164,-1511.59,40309.1,14858.6,3089.86,58257.6,7,2,1,6,1,98668,1.7,4.1,3.8,-3.8,5.9,2.34,0.1,25.5,0.0,0.0,10.3,35.9,169.2,1234420.0,1232460.0,79.6196,57.7433,24.76,101.483,48.95,16.26,35.95
46,2014-02-16,27.64,960378.0,377510,298851,358160,453287,61796.2,105613.0,148540,107332.0,946007.0,965083.0,49004.2,29928.2,1.76,-2414.49,664.35,220.573,-1529.56,40024.6,14711.3,3063.43,57799.3,7,2,1,7,1,92248,2.4,4.4,3.0,-5.7,4.7,1.76,5.8,41.5,0.0,0.0,10.7,58.0,147.9,1204450.0,1197490.0,79.6594,57.6329,24.76,101.557,49.14,28.71,37.41
47,2014-02-17,30.47,1104100.0,409314,411944,419616,505290,101221.0,72013.3,166303,114189.0,1096450.0,1103440.0,54319.5,47336.0,0.82,-2412.78,656.389,212.306,-1544.07,39740.0,14564.0,3037.0,57341.0,8,2,1,1,0,51572,-1.5,4.1,1.7,-2.9,2.7,0.82,1.2,7.0,0.3,0.0,15.8,24.3,186.4,1349830.0,1297160.0,79.6992,57.5224,24.76,101.63,49.32,41.16,38.86
48,2014-02-18,31.67,1145780.0,419072,452035,443091,510380,112434.0,63734.4,163256,119040.0,1137850.0,1145190.0,52550.7,45214.4,-1.1,-2335.68,659.309,210.67,-1465.71,39508.7,14418.3,3016.71,56943.7,8,2,1,2,0,28007,-4.9,1.5,0.4,-3.6,1.1,-1.1,0.0,3.0,2.8,1.5,9.8,17.1,188.7,1388660.0,1331650.0,80.4457,57.2791,24.73,101.74,50.68,45.37,40.75
49,2014-02-19,33.79,1174730.0,422318,479828,458503,509322,115246.0,62205.2,165918,121365.0,1161990.0,1172720.0,53142.1,42407.1,-2.88,-2259.75,659.899,209.553,-1390.33,39277.4,14272.6,2996.43,56546.4,8,2,1,3,0,9511,-6.5,0.5,-2.5,-5.5,-0.4,-2.88,0.0,5.6,0.0,2.6,0.0,8.2,187.1,1403490.0,1358150.0,80.371,56.6024,24.68,101.81,52.25,27.31,43.94
50,2014-02-20,32.01,1158040.0,425078,445637,452077,506398,95317.5,80203.5,166890,121788.0,1139360.0,1154030.0,55218.1,40555.4,-2.94,-2182.8,662.92,208.71,-1311.21,39046.1,14126.9,2976.14,56149.1,8,2,1,4,0,38633,-5.6,0.5,-1.2,-9.3,0.9,-2.94,1.1,2.7,0.0,0.5,0.0,4.3,207.1,1396910.0,1370340.0,80.4757,56.5811,24.64,101.8,47.36,10.29,34.93
51,2014-02-21,29.79,1129270.0,417525,418194,431476,514600,97376.7,74024.3,165982,118444.0,1112360.0,1125260.0,55364.2,42461.8,-1.16,-2095.69,668.917,208.574,-1218.16,38814.9,13981.1,2955.86,55751.9,8,2,1,5,0,39513,-0.8,2.7,-0.4,-11.7,4.4,-1.16,6.5,9.0,0.0,0.0,2.9,18.4,201.4,1382240.0,1340980.0,80.1415,56.4675,24.56,102.08,47.34,16.52,34.56
52,2014-02-22,27.72,998803.0,387216,327792,376889,463929,67790.9,100082.0,148996,107465.0,980892.0,999268.0,49479.6,31103.7,0.76,-2008.59,674.919,208.427,-1125.21,38583.6,13835.4,2935.57,55354.6,8,2,1,6,1,74612,1.7,4.3,-0.2,-7.0,5.0,0.76,2.1,26.5,0.0,0.0,10.3,38.9,186.3,1225190.0,1215160.0,80.279,56.3683,24.57,102.367,47.51,22.57,33.22
53,2014-02-23,26.18,942390.0,369946,290055,356141,446546,59597.4,106484.0,140151,101670.0,925836.0,944755.0,47816.5,28897.5,3.26,-1919.36,680.466,208.657,-1030.24,38352.3,13689.7,2915.29,54957.3,8,2,1,7,1,80468,3.9,5.3,2.4,-1.9,6.6,3.26,0.1,19.0,0.0,0.0,17.6,36.7,153.1,1146400.0,1166000.0,80.4163,56.2693,24.58,102.653,47.67,28.63,31.88
54,2014-02-24,27.55,1048470.0,394436,343538,400030,496054,81990.6,97747.8,156398,105351.0,1032850.0,1042690.0,48412.7,38575.2,4.9,-1832.92,687.244,208.651,-937.029,38121.0,13544.0,2895.0,54560.0,9,2,1,1,0,64318,5.6,5.5,5.8,0.7,6.9,4.9,0.0,31.8,0.0,1.7,29.3,62.8,100.0,1269000.0,1245280.0,80.5533,56.1704,24.59,102.94,47.84,34.68,30.54
55,2014-02-25,28.2,1069330.0,386224,384212,418158,492558,92588.2,76999.8,154977,111720.0,1051950.0,1065490.0,50415.1,36870.8,4.78,-1733.06,708.777,213.554,-810.686,37903.0,13414.9,2880.29,54198.2,9,2,1,2,0,39908,4.0,4.7,5.6,1.0,8.6,4.78,0.0,4.4,0.0,1.1,13.9,19.4,81.0,1293970.0,1257170.0,79.6205,56.0564,24.59,103.02,45.43,17.91,34.56
56,2014-02-26,30.18,1118960.0,391377,440394,432586,498315,116412.0,59759.3,161393,116352.0,1101770.0,1114820.0,52144.5,39092.6,3.34,-1624.14,730.894,218.02,-675.214,37685.0,13285.7,2865.57,53836.3,9,2,1,3,0,17613,1.6,4.8,4.8,-1.8,7.3,3.34,0.0,5.4,0.0,0.1,1.1,6.6,76.1,1348500.0,1285710.0,79.7902,56.1708,24.59,102.81,51.68,23.78,41.34
57,2014-02-27,29.63,1140650.0,392366,446815,442498,495930,123842.0,76333.7,162285,115629.0,1120990.0,1134710.0,54325.8,40608.7,3.36,-1521.9,749.429,221.941,-550.543,37467.0,13156.6,2850.86,53474.4,9,2,1,4,0,28770,3.3,4.7,5.1,-2.6,6.3,3.36,4.0,13.0,0.0,0.0,7.3,24.3,70.9,1354260.0,1289320.0,79.7891,56.4587,24.59,102.61,48.2,28.72,41.72
58,2014-02-28,29.83,1133180.0,397563,439507,427909,502785,127564.0,69063.0,159295,116351.0,1112330.0,1127710.0,53607.7,38231.6,2.98,-1412.57,770.451,226.12,-415.957,37249.0,13027.4,2836.14,53112.6,9,2,1,5,0,14217,2.4,4.3,4.1,-1.1,5.2,2.98,0.0,10.5,0.0,0.9,1.3,12.7,128.2,1332950.0,1268350.0,78.9618,55.817,24.59,102.87,50.2,5.7,41.35
59,2014-03-01,28.89,1046010.0,382529,419800,396969,479739,105538.0,39600.8,143733,106586.0,1028770.0,1045730.0,48063.9,31106.7,3.125,-1190.53,839.82,236.063,-114.686,37031.0,12898.3,2821.43,52750.7,9,3,2,6,1,4438,1.5,3.3,4.0,-4.2,3.7,3.125,5.2,14.8,0.0,0.0,3.8,23.8,167.1,1239420.0,1185120.0,79.5623,55.2012,24.59,102.053,52.17,4.33,40.23
